gene1,gene2
ELK1,FOS
CTNNB1,TCF3
SHC3,GAB1
ATF2,EGR1
MET,GAB1
MET,PIK3CA
SMARCA2,ARID2
SMARCA4,ARID2
ATF2,IMPDH2
ATF2,PTGS2
BRCA1,EGR1
BRCA1,FOS
CTNNB1,PTGS2
E2F4,BRCA1
MYC,TP53
SMARCA4,FOS
TP53,BRCA1
TP53,EGR1
TP53,MET
TP53,SMAD3
MYC,SMAD3
NFYA,ACTL6B
MYC,MET
MYC,ELK1
ELK1,EGR1
EGR1,FAF1
TP53,PTGS2
TP53,PIK3CA
TP53,FOS
TP53,E2F5
TP53,E2F2
TP53,ACTL6B
TCF3,SHC3
TCF3,MET
TCF3,IMPDH2
TCF3,ARID1B
NFYA,PLCG1
NFYA,MZT1
NFYA,ELK1
NFYA,ATF2
MYC,TCF3
MYC,IMPDH2
MYC,FAF1
MYC,E2F5
MYC,E2F2
FOSB,TCF3
FOSB,SHC3
FOSB,FAF1
FOSB,ARID1B
FOS,FAF1
EGR1,FOS
E2F4,TP53
E2F4,PTGS2
E2F4,PLCG1
E2F4,MZT1
E2F4,E2F2
BRCA1,ELK1
ATF2,SMARCA2
ATF2,SHC3
ATF2,PLCG1
ATF2,FOSB
ATF2,FOS
ATF2,CTNNB1
ATF2,ARID2
ATF2,ARID1B
ATF2,SMAD3
BRCA1,SMAD3
CTNNB1,MET
CTNNB1,SMAD3
E2F4,SMAD3
MYC,BRCA1
NFYA,BRCA1
NFYA,TP53
SMAD3,E2F5
SMAD3,FOS
SMARCA2,ACTL6B
SMARCA2,ARID1B
SMARCA2,BRCA1
SMARCA4,ARID1B
SMARCA4,BRCA1
SMARCA4,CTNNB1
SMARCA4,TP53
TPMT,GMPS
TPMT,IMPDH2
GRB2,SHC3
PLCG1,MET
MYC,E2F4
MYC,E2F5
GRB2,MET
TP53,FOS
PLCG1,PIK3CA
MYC,BRCA1
MYC,CTNNB1
IMPDH2,EGR1
PTGS2,EGR1
TP53,EGR1
MYC,FOS
PTGS2,FOS
MYC,SMAD3
MYC,TCF3
CTNNB1,TP53
MYC,TP53
SMARCA2,FOS
ELK1,EGR1
CTNNB1,EGR1
ACTL6B,EGR1
E2F4,TP53
CTNNB1,SMAD3
SMARCA4,MYC
SMARCA2,FOSB
TCF3,FOS
ARID1B,FOS
ARID2,ELK1
TPMT,EGR1
SMARCA4,EGR1
SMAD3,EGR1
PLCG1,EGR1
NFYA,EGR1
MZT1,EGR1
GRB2,EGR1
FOSB,EGR1
MZT1,E2F5
CTNNB1,E2F5
ATF5,E2F5
SMARCA4,E2F4
NFYA,E2F4
CTNNB1,E2F4
PTGS2,E2F2
MZT1,E2F2
CTNNB1,E2F2
TP53,BRCA1
SHC3,ATF5
SMARCA2,ARID1B
SMARCA4,ARID1B
E2F4,BRCA1
NFYA,BRCA1
SMARCA2,BRCA1
SMARCA4,BRCA1
SMARCA4,CTNNB1
SMAD3,E2F5
BRCA1,ELK1
GRB2,ELK1
ATF2,FOS
ELK1,FOS
SMAD3,FOS
ATF2,SMAD3
BRCA1,SMAD3
E2F4,SMAD3
TP53,SMAD3
CTNNB1,TCF3
NFYA,TP53
SMARCA4,TP53
