"","from","to"
"924","CYP8B1","AKR1D1"
"925","ASS1","ADSS1"
"926","PNP","NMRK1"
"927","PNP","XDH"
"928","PNP","NNMT"
"929","NAMPT","NNMT"
"930","SIRT7","NNMT"
"931","PDE7B","ADSL"
"932","ASL","ADSL"
"933","CYP1A2","CYP2J2"
"934","CYP2A6","CYP2B6"
"935","EPHX2","CYP2B6"
"936","CYP26A1","CYP2B6"
"937","DTYMK","TK1"
"938","DUT","TK1"
"939","E2F4","TK1"
"940","GLUD2","NIT2"
"941","GLUD2","GLUL"
"942","GLS2","GLUL"
"943","FOLH1","ASPA"
"944","BHMT","DMGDH"
"945","SHMT1","SDS"
"946","SHMT1","AGXT"
"947","AGXT2","ABAT"
"948","ALDH6A1","ABAT"
"949","AOC1","INMT"
"950","FTCD","MTHFD1L"
"951","AMDHD1","UROC1"
"952","MTR","CTH"
"953","E2F4","CTH"
"954","B4GALT3","ST3GAL3"
"955","MYC","ST3GAL3"
"956","LIPG","MGLL"
"957","MOGAT2","MGLL"
"958","LPCAT1","PLAAT3"
"959","PCYT1A","CHKA"
"960","PIK3CA","CHKA"
"961","PIK3CB","CHKA"
"962","PIK3CD","CHKA"
"963","PIK3R1","CHKA"
"964","PIK3R2","CHKA"
"965","PIK3R3","CHKA"
"966","EGR1","CHKA"
"967","EGR3","CHKA"
"968","LTA4H","CYP4F3"
"969","HAO2","PGP"
"970","HAO1","PGP"
"971","MYC","PGP"
"972","EGR1","PGP"
"973","EGR2","PGP"
"974","EGR3","PGP"
"975","RETSAT","HSD17B6"
"976","GMPS","TPMT"
"977","IMPDH2","TPMT"
"978","EGR1","TPMT"
"979","MTOR","RRAGD"
"980","MTOR","EIF4EBP1"
"981","GAB1","SHC4"
"982","GRB2","SHC4"
"983","GAB1","SHC3"
"984","SOS1","SHC3"
"985","GRB2","SHC3"
"986","SOS1","SPRY2"
"987","SOS2","SPRY2"
"988","E2F4","SPRY2"
"989","GRB2","EPHA2"
"990","SHC2","EPHA2"
"991","ELK1","EPHA2"
"992","GRB2","FGFR4"
"993","SHC2","FGFR4"
"994","PRKCA","PLCB2"
"995","PRKCB","PLCB2"
"996","EGFR","PLCB2"
"997","PRKCA","ATP6AP1"
"998","EGFR","ATP6AP1"
"999","PRKCA","PA2G4"
"1000","PRKCG","PA2G4"
"1001","HDAC2","PA2G4"
"1002","NFYC","PA2G4"
"1003","PRKCA","TRPV4"
"1004","PRKCB","TRPV4"
"1005","PRKCG","TRPV4"
"1006","PRKCD","TRPV4"
"1007","PRKCB","FCGR3B"
"1008","PRKCB","FCGR2C"
"1009","PRKCB","SLC2A2"
"1010","AKT3","THEM4"
"1011","AKT3","C6"
"1012","AKT3","C7"
"1013","AKT3","C8A"
"1014","AKT3","C8B"
"1015","AKT3","C9"
"1016","AKT3","RHOB"
"1017","RAF1","RFXANK"
"1018","EGR1","RFXANK"
"1019","RFX5","RFXANK"
"1020","HRAS","TPM3"
"1021","HRAS","TPR"
"1022","BCL2L1","BAX"
"1023","MAPK10","BAX"
"1024","HK3","BAX"
"1025","HKDC1","BAX"
"1026","AATF","BAX"
"1027","BHLHE40","BAX"
"1028","EGFR","FGF23"
"1029","EGFR","ATP6V1C2"
"1030","EGFR","ATP6V1H"
"1031","PIK3CA","HOMER1"
"1032","PIK3CA","ITGA2"
"1033","PTK2","ITGA2"
"1034","ACTB","ITGA2"
"1035","PIK3CA","TRAF5"
"1036","ELAVL1","TRAF5"
"1037","TP53","AHNAK"
"1038","ACTB","AHNAK"
"1039","TP53","FOXM1"
"1040","CDKN2A","FOXM1"
"1041","CDK1","FOXM1"
"1042","CDC25B","FOXM1"
"1043","CDC6","FOXM1"
"1044","CCNB1","FOXM1"
"1045","TP53","YEATS4"
"1046","SMARCB1","YEATS4"
"1047","TP53","HSPB1"
"1048","MAPKAPK5","HSPB1"
"1049","EGR1","HSPB1"
"1050","TP53","BAK1"
"1051","TP53","ACACA"
"1052","PRKAA2","ACACA"
"1053","PRKAG2","ACACA"
"1054","PRKAB1","ACACA"
"1055","PRKAB2","ACACA"
"1056","PRKAG1","ACACA"
"1057","MYC","ACACA"
"1058","EGR1","ACACA"
"1059","POU2F1","ACACA"
"1060","TP53","BIRC5"
"1061","RB1","BIRC5"
"1062","E2F4","BIRC5"
"1063","LEF1","BIRC5"
"1064","TCF7","BIRC5"
"1065","TCF7L2","BIRC5"
"1066","TCF7L1","BIRC5"
"1067","DNMT1","BIRC5"
"1068","ILF3","BIRC5"
"1069","TP53","MSH2"
"1070","E2F4","MSH2"
"1071","DNMT1","MSH2"
"1072","TP53","TP53BP2"
"1073","RB1","TP53BP2"
"1074","TP53","STMN1"
"1075","E2F4","STMN1"
"1076","E2F2","STMN1"
"1077","E2F3","STMN1"
"1078","ESR1","STMN1"
"1079","EGR1","STMN1"
"1080","TP53","KPNB1"
"1081","MYC","KPNB1"
"1082","EGR1","KPNB1"
"1083","EZH2","KPNB1"
"1084","NFYC","KPNB1"
"1085","PTMA","KPNB1"
"1086","TP53","CD82"
"1087","TP53","HSPA4"
"1088","MYC","HSPA4"
"1089","ESR1","HSPA4"
"1090","EGR1","HSPA4"
"1091","HSF2","HSPA4"
"1092","NR3C2","HSPA4"
"1093","TP53","OGG1"
"1094","ELK1","OGG1"
"1095","EGR1","OGG1"
"1096","NFYC","OGG1"
"1097","TP53","THRSP"
"1098","NR1I2","THRSP"
"1099","TP53","NME1"
"1100","MYC","NME1"
"1101","EGR1","NME1"
"1102","TP53","PRC1"
"1103","E2F4","PRC1"
"1104","TP53","PTPN13"
"1105","BRD7","PTPN13"
"1106","TP53","CUTA"
"1107","MYC","CUTA"
"1108","BHLHE40","CUTA"
"1109","TP53","FAM83H"
"1110","EGR2","FAM83H"
"1111","EGR3","FAM83H"
"1112","FOSB","FAM83H"
"1113","TCF3","FAM83H"
"1114","TP53","SAP130"
"1115","ARID4B","SAP130"
"1116","TP53","PEAK1"
"1117","NFYC","PEAK1"
"1118","TP53","MCC"
"1119","TP53","IK"
"1120","TCF3","IK"
"1121","TP53","GPN2"
"1122","TP53","DUSP12"
"1123","TP53","DPF2"
"1124","E2F2","DPF2"
"1125","TP53","AIDA"
"1126","MYC","AIDA"
"1127","TP53","SCAMP1"
"1128","MYC","SCAMP1"
"1129","TP53","CSNK1D"
"1130","MYC","CSNK1D"
"1131","CLOCK","CSNK1D"
"1132","TP53","CCT5"
"1133","MYC","CCT5"
"1134","TP53","ANXA3"
"1135","EGR1","ANXA3"
"1136","FOSB","ANXA3"
"1137","TP53","UBE2I"
"1138","ELK1","UBE2I"
"1139","ESR1","UBE2I"
"1140","ATF2","UBE2I"
"1141","DACH1","UBE2I"
"1142","DNMT3A","UBE2I"
"1143","EGR1","UBE2I"
"1144","HSF2","UBE2I"
"1145","PIAS1","UBE2I"
"1146","RAD51","UBE2I"
"1147","CDKN2A","MCM5"
"1148","YWHAG","MCM5"
"1149","MCM3","MCM5"
"1150","CDKN2C","WDR5"
"1151","CDKN2C","RBBP5"
"1152","CDKN1A","NELFCD"
"1153","CCND1","NELFCD"
"1154","CCND1","E2F8"
"1155","CDK4","NCOA2"
"1156","ESR1","NCOA2"
"1157","SMARCE1","NCOA2"
"1158","RB1","TOP2A"
"1159","E2F4","TOP2A"
"1160","HDAC2","TOP2A"
"1161","UHRF1","TOP2A"
"1162","RB1","TMPO"
"1163","E2F4","TMPO"
"1164","E2F5","TMPO"
"1165","E2F3","TMPO"
"1166","MYC","TMPO"
"1167","EGR1","TMPO"
"1168","RB1","PPIA"
"1169","E2F4","PPIA"
"1170","RB1","CASP2"
"1171","EGR1","CASP2"
"1172","NFYC","CASP2"
"1173","RB1","SUV39H1"
"1174","E2F4","SUV39H1"
"1175","E2F5","SUV39H1"
"1176","E2F2","SUV39H1"
"1177","E2F3","SUV39H1"
"1178","HDAC2","SUV39H1"
"1179","DNMT1","SUV39H1"
"1180","DNMT3A","SUV39H1"
"1181","RBBP7","SUV39H1"
"1182","RB1","POLA1"
"1183","ELK1","POLA1"
"1184","EGR1","POLA1"
"1185","MAPK1","DUSP9"
"1186","MAPK1","IL17RC"
"1187","MYC","IL17RC"
"1188","MAPK1","SDC1"
"1189","E2F5","SDC1"
"1190","E2F2","SDC1"
"1191","E2F3","SDC1"
"1192","MYC","SDC1"
"1193","MAPK1","ZFP36"
"1194","UPF2","ZFP36"
"1195","ELK1","ZFP36"
"1196","YWHAB","ZFP36"
"1197","ELAVL1","ZFP36"
"1198","FOSB","ZFP36"
"1199","MAPK1","TNF"
"1200","MAPK3","TNF"
"1201","ELK1","TNF"
"1202","MYD88","TNF"
"1203","ETV4","TNF"
"1204","HMGB2","TNF"
"1205","UPF2","GSPT2"
"1206","UPF3B","GSPT2"
"1207","UPF3B","SATB2"
"1208","ESR1","SATB2"
"1209","EGR1","SATB2"
"1210","POU2F1","SATB2"
"1211","SMG7","SMG5"
"1212","PPP2CB","SMG5"
"1213","PPP2R1A","SMG5"
"1214","PPP2R5A","SMG5"
"1215","PPP2CB","IRAK1"
"1216","PPP2R1A","IRAK1"
"1217","MYD88","IRAK1"
"1218","PPP2CB","STK3"
"1219","PPP2R1A","STK3"
"1220","FRMD6","STK3"
"1221","ACTB","STK3"
"1222","ACTG1","STK3"
"1223","RASSF4","STK3"
"1224","FOSB","STK3"
"1225","RAN","XPO1"
"1226","E2F4","XPO1"
"1227","E2F5","XPO1"
"1228","E2F2","XPO1"
"1229","ATF2","XPO1"
"1230","SMARCB1","XPO1"
"1231","NPM1","XPO1"
"1232","BRCA2","SEM1"
"1233","BRCA2","PSMD3"
"1234","BRCA2","BUB1B"
"1235","POU2F1","BUB1B"
"1236","ZNF143","BUB1B"
"1237","BRCA2","RPA1"
"1238","TCEA2","RPA1"
"1239","FANCC","FANCI"
"1240","FANCF","FANCI"
"1241","FANCG","FANCI"
"1242","UBE2T","FANCI"
"1243","CENPX","FANCI"
"1244","CENPS","FANCI"
"1245","ELK1","FANCI"
"1246","EGR1","FANCI"
"1247","MAP4K4","MAP3K1"
"1248","RAC1","MAP3K1"
"1249","ATF2","MAP3K1"
"1250","EGR1","MAP3K1"
"1251","ELK1","FZD4"
"1252","ELK1","PARD3"
"1253","GSK3B","PARD3"
"1254","E2F4","PARD3"
"1255","ELK1","MDM4"
"1256","CDK1","MDM4"
"1257","YWHAB","MDM4"
"1258","YWHAG","MDM4"
"1259","YWHAZ","MDM4"
"1260","CSNK1A1","MDM4"
"1261","ARF1","MDM4"
"1262","ELK1","SND1"
"1263","AGTR1","SND1"
"1264","ATF5","SND1"
"1265","ELK1","TRRAP"
"1266","E2F4","TRRAP"
"1267","ACTL6A","TRRAP"
"1268","BRD8","TRRAP"
"1269","EP400","TRRAP"
"1270","ELK1","SKP2"
"1271","CKS1B","SKP2"
"1272","CKS2","SKP2"
"1273","ELK1","ARID2"
"1274","SMARCC1","ARID2"
"1275","SMARCC2","ARID2"
"1276","SMARCA2","ARID2"
"1277","SMARCA4","ARID2"
"1278","SMARCE1","ARID2"
"1279","ELK1","SETDB1"
"1280","HDAC2","SETDB1"
"1281","PHF10","SETDB1"
"1282","DNMT3A","SETDB1"
"1283","TRIM16","SETDB1"
"1284","TARDBP","SETDB1"
"1285","TCERG1","SETDB1"
"1286","ZFP64","SETDB1"
"1287","ELK1","MCM10"
"1288","E2F4","MCM10"
"1289","E2F5","MCM10"
"1290","E2F3","MCM10"
"1291","ATF2","MCM10"
"1292","MCM6","MCM10"
"1293","ELK1","DAP3"
"1294","ELK1","EIF2AK1"
"1295","MYC","EIF2AK1"
"1296","NFE2L2","EIF2AK1"
"1297","ELK1","FUT4"
"1298","ELK1","BLM"
"1299","ELK1","NOL7"
"1300","MYC","NOL7"
"1301","ELK1","PRCP"
"1302","NFYC","PRCP"
"1303","ELK1","CENPF"
"1304","NFYC","CENPF"
"1305","ELK1","WDR46"
"1306","ELK1","THOC6"
"1307","EGR1","THOC6"
"1308","EGR2","THOC6"
"1309","EGR3","THOC6"
"1310","ZIC2","THOC6"
"1311","ELK1","PUF60"
"1312","EGR1","PUF60"
"1313","FUBP1","PUF60"
"1314","ELK1","PTBP3"
"1315","E2F4","PTBP3"
"1316","E2F5","PTBP3"
"1317","E2F2","PTBP3"
"1318","E2F3","PTBP3"
"1319","MYC","PTBP3"
"1320","ELK1","LASP1"
"1321","EGR1","LASP1"
"1322","ELK1","ASXL2"
"1323","EGR1","ASXL2"
"1324","ELK1","SENP1"
"1325","E2F4","SENP1"
"1326","E2F5","SENP1"
"1327","E2F2","SENP1"
"1328","E2F3","SENP1"
"1329","ELK1","NUP155"
"1330","E2F4","NUP155"
"1331","ELK1","MSH3"
"1332","E2F4","MSH3"
"1333","ELK1","BROX"
"1334","E2F4","BROX"
"1335","E2F5","BROX"
"1336","E2F2","BROX"
"1337","EGR2","BROX"
"1338","EGR3","BROX"
"1339","ELK1","DHX30"
"1340","E2F4","DHX30"
"1341","ZIC2","DHX30"
"1342","RBBP7","DHX30"
"1343","ELK1","SEC24C"
"1344","ELK1","PRPF19"
"1345","ELK1","DPCD"
"1346","EGR1","DPCD"
"1347","TCF3","DPCD"
"1348","RUVBL2","DPCD"
"1349","ELK1","C17orf58"
"1350","ELK1","ACD"
"1351","XRCC6","ACD"
"1352","ELK1","SF3B2"
"1353","TCERG1","SF3B2"
"1354","ELK1","OTUD7B"
"1355","E2F4","OTUD7B"
"1356","ELK1","MTBP"
"1357","POU2F1","MTBP"
"1358","ELK1","KIF4A"
"1359","E2F4","KIF4A"
"1360","POU2F1","KIF4A"
"1361","TTF2","KIF4A"
"1362","ELK1","EPB41L4A"
"1363","ELK1","ACTG2"
"1364","POU2F1","ACTG2"
"1365","ELK1","SLBP"
"1366","MYC","SLBP"
"1367","NFYC","SLBP"
"1368","ELK1","LRRC4C"
"1369","E2F4","LRRC4C"
"1370","E2F5","LRRC4C"
"1371","E2F2","LRRC4C"
"1372","E2F3","LRRC4C"
"1373","NFYC","LRRC4C"
"1374","ELK1","SERPINI1"
"1375","MYC","SERPINI1"
"1376","ELK1","RBP5"
"1377","ELK1","MLEC"
"1378","ELK1","MAF1"
"1379","ELK1","KCNN2"
"1380","FOSB","KCNN2"
"1381","ELK1","GPANK1"
"1382","E2F4","GPANK1"
"1383","ELK1","UBE2Q1"
"1384","MYC","UBE2Q1"
"1385","ELK1","TMEM68"
"1386","MYC","TMEM68"
"1387","ELK1","RPL37"
"1388","ELK1","RPL15"
"1389","E2F4","RPL15"
"1390","E2F5","RPL15"
"1391","E2F2","RPL15"
"1392","E2F3","RPL15"
"1393","MYC","RPL15"
"1394","ELK1","MEA1"
"1395","MYC","MEA1"
"1396","EGR1","MEA1"
"1397","ELK1","ITPA"
"1398","ELK1","ITGB3BP"
"1399","E2F4","ITGB3BP"
"1400","MYC","ITGB3BP"
"1401","ESR1","ITGB3BP"
"1402","EGR1","ITGB3BP"
"1403","ELK1","HEATR1"
"1404","ELK1","EXOSC10"
"1405","RUVBL2","EXOSC10"
"1406","SSRP1","EXOSC10"
"1407","TARDBP","EXOSC10"
"1408","ELK1","DCAF8"
"1409","ELK1","COLEC11"
"1410","MYC","COLEC11"
"1411","EGR1","COLEC11"
"1412","ELK1","CLK2"
"1413","E2F4","CLK2"
"1414","ELK1","CIDEB"
"1415","ELK1","SMG8"
"1416","HSF2","SMG8"
"1417","ELK1","TINAGL1"
"1418","ELK1","ZSCAN29"
"1419","ELK1","ZNF623"
"1420","ELK1","ZNF322"
"1421","EGR1","ZNF322"
"1422","ELK1","UGGT1"
"1423","ELK1","UBE2J2"
"1424","ELK1","TRIM15"
"1425","EGR1","TRIM15"
"1426","ELK1","SNX12"
"1427","ELK1","SLC25A20"
"1428","E2F4","SLC25A20"
"1429","E2F5","SLC25A20"
"1430","ELK1","SFR1"
"1431","ELK1","RNF150"
"1432","ELK1","RBM22"
"1433","E2F4","RBM22"
"1434","E2F5","RBM22"
"1435","E2F2","RBM22"
"1436","ELK1","RABIF"
"1437","E2F4","RABIF"
"1438","ELK1","PPOX"
"1439","EGR2","PPOX"
"1440","EGR3","PPOX"
"1441","ELK1","OSTF1"
"1442","ELK1","MTIF2"
"1443","ELK1","LZIC"
"1444","ELK1","KLHDC3"
"1445","E2F4","KLHDC3"
"1446","ELK1","KCND3"
"1447","ELK1","KBTBD4"
"1448","ELK1","FBXW2"
"1449","ELK1","FBXL18"
"1450","ELK1","FAM168B"
"1451","ELK1","EMG1"
"1452","ELK1","EIF3G"
"1453","ELK1","DNAJC7"
"1454","ATF5","DNAJC7"
"1455","ELK1","DISP1"
"1456","ELK1","DDX55"
"1457","ELK1","CSPP1"
"1458","ELK1","CPSF3"
"1459","PAPOLA","CPSF3"
"1460","ELK1","COPA"
"1461","ATF5","COPA"
"1462","ELK1","COMMD5"
"1463","ELK1","CDCA8"
"1464","ELK1","CBLN2"
"1465","ELK1","BANF1"
"1466","ELK1","AP5M1"
"1467","ELK1","AP3B1"
"1468","GADD45G","MAP3K4"
"1469","GADD45A","MAP3K4"
"1470","GADD45B","MAP3K4"
"1471","EGR1","MAP3K4"
"1472","TGFB1","ASH1L"
"1473","RAC1","RALBP1"
"1474","RALA","RALBP1"
"1475","GDF5","BMPR1A"
"1476","BMP8A","BMPR1A"
"1477","BMP5","BMPR1A"
"1478","ZMYND11","BMPR1A"
"1479","PLCB1","AVPR1A"
"1480","PLCB1","FPR1"
"1481","DGKQ","PLCD3"
"1482","DGKZ","PLCD3"
"1483","ATF2","PLCD3"
"1484","MTMR7","PIP4P2"
"1485","AGTR1","SERPINE1"
"1486","E2F2","SERPINE1"
"1487","E2F3","SERPINE1"
"1488","MYC","SERPINE1"
"1489","ESR1","SERPINE1"
"1490","FOSB","SERPINE1"
"1491","TSC1","RHEB"
"1492","PCNA","BAZ1B"
"1493","SMARCC2","BAZ1B"
"1494","SMARCE1","BAZ1B"
"1495","CDK7","PCGF6"
"1496","E2F4","PTPRB"
"1497","E2F5","PTPRB"
"1498","E2F2","PTPRB"
"1499","E2F3","PTPRB"
"1500","E2F4","SUZ12"
"1501","IGF2","SUZ12"
"1502","EZH2","SUZ12"
"1503","E2F4","GTF3C2"
"1504","E2F4","LHX2"
"1505","E2F5","LHX2"
"1506","E2F2","LHX2"
"1507","E2F3","LHX2"
"1508","TCF3","LHX2"
"1509","CITED2","LHX2"
"1510","E2F4","MCM8"
"1511","E2F4","SUPT4H1"
"1512","HTATSF1","SUPT4H1"
"1513","E2F4","PTGS2"
"1514","E2F2","PTGS2"
"1515","TCF7L2","PTGS2"
"1516","DR1","PTGS2"
"1517","EGR2","PTGS2"
"1518","ETV4","PTGS2"
"1519","HMGA1","PTGS2"
"1520","E2F4","AURKB"
"1521","ANKZF1","AURKB"
"1522","E2F4","CDCA7"
"1523","E2F5","CDCA7"
"1524","E2F2","CDCA7"
"1525","MYC","CDCA7"
"1526","E2F4","DIRAS3"
"1527","E2F4","RRM1"
"1528","E2F4","PCLAF"
"1529","E2F4","PLK4"
"1530","E2F4","TOPBP1"
"1531","TCFL5","TOPBP1"
"1532","E2F4","TTK"
"1533","NFYC","TTK"
"1534","E2F4","F3"
"1535","EGR1","F3"
"1536","EGR2","F3"
"1537","FOSB","F3"
"1538","E2F4","UBE2S"
"1539","E2F5","UBE2S"
"1540","E2F2","UBE2S"
"1541","E2F3","UBE2S"
"1542","NFYC","UBE2S"
"1543","E2F4","MKI67"
"1544","E2F4","POLD1"
"1545","E2F4","NUP153"
"1546","E2F4","NCL"
"1547","NPM1","NCL"
"1548","E2F4","EIF4H"
"1549","E2F4","UNG"
"1550","E2F5","UNG"
"1551","E2F2","UNG"
"1552","E2F3","UNG"
"1553","MYC","UNG"
"1554","E2F4","TRMT6"
"1555","E2F4","SMC3"
"1556","E2F4","SLC39A14"
"1557","E2F5","SLC39A14"
"1558","E2F2","SLC39A14"
"1559","MYC","SLC39A14"
"1560","E2F4","RANBP1"
"1561","EGR3","RANBP1"
"1562","E2F4","METTL3"
"1563","E2F4","MEPCE"
"1564","E2F5","MEPCE"
"1565","E2F2","MEPCE"
"1566","BHLHE40","MEPCE"
"1567","E2F4","MAPRE1"
"1568","E2F2","MAPRE1"
"1569","MYC","MAPRE1"
"1570","E2F4","HMMR"
"1571","E2F4","CENPM"
"1572","E2F4","CSRNP1"
"1573","FOSB","CSRNP1"
"1574","E2F4","CLIC1"
"1575","E2F4","PRR14L"
"1576","E2F5","PRR14L"
"1577","E2F2","PRR14L"
"1578","EGR1","PRR14L"
"1579","EGR2","PRR14L"
"1580","EGR3","PRR14L"
"1581","E2F4","PABPC1"
"1582","EGR2","PABPC1"
"1583","EGR3","PABPC1"
"1584","E2F4","NSF"
"1585","E2F5","NSF"
"1586","E2F2","NSF"
"1587","EGR1","NSF"
"1588","EGR3","NSF"
"1589","TCF3","NSF"
"1590","E2F4","SMC4"
"1591","E2F4","KDM6A"
"1592","ZIC2","KDM6A"
"1593","E2F4","GINS1"
"1594","E2F5","GINS1"
"1595","E2F2","GINS1"
"1596","E2F3","GINS1"
"1597","MYC","GINS1"
"1598","E2F4","WRAP73"
"1599","E2F4","N4BP2L1"
"1600","E2F5","N4BP2L1"
"1601","E2F2","N4BP2L1"
"1602","E2F3","N4BP2L1"
"1603","POU2F1","N4BP2L1"
"1604","TCF3","N4BP2L1"
"1605","E2F4","STK35"
"1606","E2F5","STK35"
"1607","E2F2","STK35"
"1608","MYC","STK35"
"1609","E2F4","STAG1"
"1610","E2F4","RPS20"
"1611","E2F5","RPS20"
"1612","E2F2","RPS20"
"1613","E2F4","RFC3"
"1614","RFC1","RFC3"
"1615","E2F4","PXMP2"
"1616","E2F5","PXMP2"
"1617","E2F2","PXMP2"
"1618","E2F3","PXMP2"
"1619","E2F4","PPM1D"
"1620","E2F5","PPM1D"
"1621","E2F2","PPM1D"
"1622","E2F3","PPM1D"
"1623","ATF2","PPM1D"
"1624","E2F4","POLE2"
"1625","E2F2","POLE2"
"1626","E2F4","NIPBL"
"1627","E2F4","NDC80"
"1628","E2F4","MSH6"
"1629","E2F5","MSH6"
"1630","E2F2","MSH6"
"1631","E2F3","MSH6"
"1632","EGR1","MSH6"
"1633","NFYC","MSH6"
"1634","E2F4","KIAA1143"
"1635","E2F4","HAT1"
"1636","E2F4","GPR158"
"1637","E2F4","GMNN"
"1638","E2F4","DTL"
"1639","E2F5","DTL"
"1640","E2F2","DTL"
"1641","E2F3","DTL"
"1642","ATF2","DTL"
"1643","E2F4","DHX9"
"1644","ILF3","DHX9"
"1645","DDX20","DHX9"
"1646","SSRP1","DHX9"
"1647","E2F4","ARL6IP6"
"1648","E2F4","BUB3"
"1649","HDAC2","BUB3"
"1650","MYC","BUB3"
"1651","ZIC2","BUB3"
"1652","E2F4","STOML2"
"1653","FOSB","STOML2"
"1654","E2F4","FBLN1"
"1655","E2F5","FBLN1"
"1656","E2F2","FBLN1"
"1657","E2F3","FBLN1"
"1658","ESR1","FBLN1"
"1659","E2F4","CHCHD7"
"1660","E2F4","RUSC1"
"1661","E2F5","RUSC1"
"1662","E2F2","RUSC1"
"1663","E2F3","RUSC1"
"1664","MYC","RUSC1"
"1665","ATF2","RUSC1"
"1666","ATF5","RUSC1"
"1667","E2F4","TMEM53"
"1668","E2F4","SHB"
"1669","E2F4","PRIM2"
"1670","E2F4","GON4L"
"1671","E2F5","GON4L"
"1672","E2F2","GON4L"
"1673","E2F3","GON4L"
"1674","POU2F1","GON4L"
"1675","E2F4","EFCAB7"
"1676","E2F4","MRPL49"
"1677","NFYC","MRPL49"
"1678","E2F4","TCP1"
"1679","E2F4","RPL23A"
"1680","E2F4","NEK2"
"1681","E2F2","NEK2"
"1682","E2F4","MZT1"
"1683","E2F5","MZT1"
"1684","E2F2","MZT1"
"1685","E2F4","CYP2R1"
"1686","E2F4","ARHGAP11A"
"1687","E2F5","ARHGAP11A"
"1688","E2F2","ARHGAP11A"
"1689","E2F4","AGBL5"
"1690","E2F4","TSNAX"
"1691","PBXIP1","TSNAX"
"1692","E2F4","RHOBTB1"
"1693","E2F5","RHOBTB1"
"1694","E2F2","RHOBTB1"
"1695","E2F3","RHOBTB1"
"1696","MYC","RHOBTB1"
"1697","E2F4","RFC4"
"1698","MYC","RFC4"
"1699","E2F4","PLSCR4"
"1700","E2F4","NR2C2AP"
"1701","E2F5","NR2C2AP"
"1702","E2F2","NR2C2AP"
"1703","NR2C2","NR2C2AP"
"1704","E2F4","NCBP2"
"1705","E2F5","NCBP2"
"1706","E2F2","NCBP2"
"1707","E2F3","NCBP2"
"1708","MYC","NCBP2"
"1709","E2F4","MRTO4"
"1710","E2F5","MRTO4"
"1711","E2F2","MRTO4"
"1712","MYC","MRTO4"
"1713","E2F4","GPAA1"
"1714","E2F5","GPAA1"
"1715","E2F2","GPAA1"
"1716","MYC","GPAA1"
"1717","E2F4","FEN1"
"1718","MYC","FEN1"
"1719","E2F4","FARS2"
"1720","E2F4","DRG1"
"1721","E2F4","DCTPP1"
"1722","E2F5","DCTPP1"
"1723","MYC","DCTPP1"
"1724","E2F4","COL4A1"
"1725","E2F4","CCT3"
"1726","E2F5","CCT3"
"1727","E2F2","CCT3"
"1728","HSF2","CCT3"
"1729","XRCC6","CCT3"
"1730","E2F4","CALM1"
"1731","MYC","CALM1"
"1732","EGR1","CALM1"
"1733","EGR3","CALM1"
"1734","E2F4","ANLN"
"1735","E2F4","BMPR1B"
"1736","E2F5","BMPR1B"
"1737","E2F2","BMPR1B"
"1738","E2F3","BMPR1B"
"1739","HSF2","BMPR1B"
"1740","E2F4","CA2"
"1741","ANKZF1","CA2"
"1742","E2F4","GJB2"
"1743","ETV4","GJB2"
"1744","E2F4","TSPAN7"
"1745","E2F5","TSPAN7"
"1746","E2F2","TSPAN7"
"1747","ESR1","TSPAN7"
"1748","ATF2","TSPAN7"
"1749","E2F4","AP1S1"
"1750","E2F5","AP1S1"
"1751","E2F2","AP1S1"
"1752","EGR2","AP1S1"
"1753","EGR3","AP1S1"
"1754","E2F4","TBL2"
"1755","EGR1","TBL2"
"1756","E2F4","RBM28"
"1757","E2F5","RBM28"
"1758","E2F2","RBM28"
"1759","EGR1","RBM28"
"1760","E2F4","NSFL1C"
"1761","E2F5","NSFL1C"
"1762","EGR1","NSFL1C"
"1763","TARDBP","NSFL1C"
"1764","E2F4","MYOZ3"
"1765","E2F4","METTL15"
"1766","E2F5","METTL15"
"1767","E2F2","METTL15"
"1768","E2F3","METTL15"
"1769","E2F4","GALNT11"
"1770","E2F5","GALNT11"
"1771","E2F3","GALNT11"
"1772","E2F4","DENR"
"1773","E2F5","DENR"
"1774","E2F2","DENR"
"1775","E2F3","DENR"
"1776","E2F4","CNOT10"
"1777","E2F4","TUFT1"
"1778","E2F4","TACC3"
"1779","E2F5","TACC3"
"1780","E2F2","TACC3"
"1781","E2F3","TACC3"
"1782","TTF2","TACC3"
"1783","E2F4","SORL1"
"1784","E2F5","SORL1"
"1785","E2F2","SORL1"
"1786","E2F4","SLC16A2"
"1787","E2F4","SETD2"
"1788","E2F5","SETD2"
"1789","E2F2","SETD2"
"1790","E2F4","SAP30L"
"1791","E2F5","SAP30L"
"1792","E2F2","SAP30L"
"1793","E2F3","SAP30L"
"1794","E2F4","RPL29"
"1795","E2F4","PRRC2C"
"1796","E2F5","PRRC2C"
"1797","E2F2","PRRC2C"
"1798","E2F4","PHYHIPL"
"1799","E2F4","NPY1R"
"1800","E2F4","MRPL24"
"1801","E2F4","MELK"
"1802","E2F5","MELK"
"1803","E2F2","MELK"
"1804","E2F3","MELK"
"1805","E2F4","COPS6"
"1806","E2F5","COPS6"
"1807","E2F2","COPS6"
"1808","E2F3","COPS6"
"1809","E2F4","CLTA"
"1810","E2F5","CLTA"
"1811","E2F2","CLTA"
"1812","E2F4","CHRDL1"
"1813","E2F5","CHRDL1"
