"","from","to"
"77","CYP8B1","TP53"
"78","PNP","TP53"
"79","PIP4K2B","TP53"
"80","AKT1","TP53"
"81","HRAS","TP53"
"82","EGFR","TP53"
"83","PIK3CA","TP53"
"84","TP53","TP53"
"85","TP53","CDKN2A"
"86","AKT3","CDKN1A"
"87","TP53","CDK4"
"88","CDKN2A","CDK4"
"89","CDK4","CDK4"
"90","PRKCB","RB1"
"91","TP53","RB1"
"92","CDK4","RB1"
"93","RB1","RB1"
"94","SHC2","IGF1R"
"95","MAP2K1","IGF1R"
"96","HRAS","IGF1R"
"97","PIK3CA","IGF1R"
"98","TP53","IGF1R"
"99","AKT3","BAD"
"100","AKT1","BAD"
"101","AKT2","BAD"
"102","AKT3","PDPK1"
"103","NRAS","PDPK1"
"104","PIK3CA","PDPK1"
"105","PIK3CB","PDPK1"
"106","PIK3CD","PDPK1"
"107","PIK3R2","PDPK1"
"108","PIK3R3","PDPK1"
"109","PCYT1A","MAPK1"
"110","MAP2K2","MAPK1"
"111","PCYT1A","MAPK3"
"112","IGF1","MAPK3"
"113","CDK4","MAPK3"
"114","MAP2K1","PPP2CB"
"115","MAP2K1","PPP2R1A"
"116","AKT3","PPP2R5A"
"117","RAD50","RAD50"
"118","BRCA2","FANCG"
"119","PIK3CB","RAC1"
"120","PIK3CD","RAC1"
"121","PIK3R1","RAC1"
"122","PIK3R2","RAC1"
"123","PIK3R3","RAC1"
"124","ELK1","RAC1"
"125","IL1RAP","MYD88"
"126","GAB1","MET"
"127","GRB2","MET"
"128","SHC2","MET"
"129","HGF","MET"
"130","GRB2","NGFR"
"131","SHC2","NGFR"
"132","SOS1","PDGFRA"
"133","GRB2","PDGFRA"
"134","SHC2","PDGFRA"
"135","PDGFD","PDGFRA"
"136","PRKCA","PLCB1"
"137","PRKCB","PLCB1"
"138","EGFR","PLCB1"
"139","IGF1R","PLCB1"
"140","NGFR","PLCB1"
"141","PDGFRA","PLCB1"
"142","PRKCA","PLCG1"
"143","MET","PLCG1"
"144","PDGFRA","PLCG1"
"145","PRKCA","PLCG2"
"146","PRKCB","PLCG2"
"147","PIK3CA","HOMER2"
"148","SMAD4","SMAD4"
"149","AKT3","TSC2"
"150","GADD45G","CDK1"
"151","GADD45G","PCNA"
"152","ARAF","YWHAB"
"153","ARAF","YWHAG"
"154","TP53","YWHAG"
"155","ARAF","YWHAZ"
"156","TP53","YWHAZ"
"157","YWHAB","CDC25B"
"158","YWHAG","CDC25B"
"159","YWHAZ","CDC25B"
"160","TP53","CDC25C"
"161","YWHAB","CDC25C"
"162","YWHAG","CDC25C"
"163","YWHAZ","CDC25C"
"164","AKT3","GSK3B"
"165","IGF1","GSK3B"
"166","TP53","CCNA2"
"167","RB1","CCNA2"
"168","SMS","E2F5"
"169","PIP4K2B","E2F5"
"170","TP53","E2F5"
"171","RB1","E2F5"
"172","IGF1R","E2F5"
"173","FANCG","E2F5"
"174","E2F1","E2F1"
"175","AMDHD1","E2F2"
"176","SMS","E2F2"
"177","PIP4K2B","E2F2"
"178","TP53","E2F2"
"179","RB1","E2F2"
"180","FANCG","E2F2"
"181","ENAH","E2F2"
"182","CDC45","E2F2"
"183","SMS","E2F3"
"184","PIP4K2B","E2F3"
"185","TP53","E2F3"
"186","RB1","E2F3"
"187","IGF1R","E2F3"
"188","FANCG","E2F3"
"189","CDC45","E2F3"
"190","E2F5","E2F3"
"191","E2F2","E2F3"
"192","E2F3","E2F3"
"193","HDAC1","HDAC1"
"194","CCNB2","ANAPC7"
"195","CCNB2","ANAPC11"
"196","HDAC2","CDC20"
"197","CDC25C","PPP1CC"
"198","IGF1","IGFBP3"
"199","TP53","IGFBP3"
"200","E2F5","IGFBP3"
"201","EGFR","SH3GLB2"
"202","EHD3","RBSN"
"203","MTOR","RRAGC"
"204","TSC1","RPS6KA3"
"205","MTOR","PRKAA2"
"206","TSC2","PRKAA2"
"207","E2F4","WNT5A"
"208","E2F5","WNT5A"
"209","E2F2","WNT5A"
"210","E2F4","WNT9A"
"211","E2F5","WNT9A"
"212","E2F2","WNT9A"
"213","WNT16","FZD10"
"214","WNT1","FZD10"
"215","WNT3","FZD10"
"216","WNT5A","FZD10"
"217","WNT7B","FZD10"
"218","WNT2B","FZD10"
"219","WNT9A","FZD10"
"220","WNT9B","FZD10"
"221","WNT3A","FZD10"
"222","PIK3CA","FZD3"
"223","WNT4","LRP6"
"224","WNT6","LRP6"
"225","WNT7A","LRP6"
"226","WNT8A","LRP6"
"227","WNT8B","LRP6"
"228","WNT10B","LRP6"
"229","WNT5B","LRP6"
"230","FZD10","LRP5"
"231","RAC1","DVL1"
"232","LRP6","DVL1"
"233","LRP5","DVL1"
"234","RAC1","DVL2"
"235","RAC1","DVL3"
"236","GSK3B","DVL3"
"237","MTOR","RPS6KB1"
"238","AKT1","RPS6KB1"
"239","AKT2","RPS6KB1"
"240","PDPK1","RPS6KB1"
"241","MAPK1","RPS6KB1"
"242","MAPK3","RPS6KB1"
"243","PPP2CB","RPS6KB1"
"244","PPP2R1A","RPS6KB1"
"245","E2F2","RPS6KB1"
"246","AKT3","HSP90AA1"
"247","AKT3","HSP90AB1"
"248","PRKCA","PTK2"
"249","PRKCG","PTK2"
"250","AKT3","PTK2"
"251","PIK3CA","PTK2"
"252","PIK3CB","PTK2"
"253","PIK3CD","PTK2"
"254","PIK3R2","PTK2"
"255","PIK3R3","PTK2"
"256","IGF1R","PTK2"
"257","MET","PTK2"
"258","PDGFRA","PTK2"
"259","RAC1","TLR4"
"260","MYD88","TLR4"
"261","CD14","TLR4"
"262","MTOR","PRKAB1"
"263","MTOR","PRKAB2"
"264","MTOR","PRKAG1"
"265","PRKAA2","ELAVL1"
"266","PRKAG2","ELAVL1"
"267","PRKAB1","ELAVL1"
"268","PRKAB2","ELAVL1"
"269","PRKAG1","ELAVL1"
"270","FOS","FOS"
"271","TALDO1","MYC"
"272","PDE7A","MYC"
"273","GLS2","MYC"
"274","PCCA","MYC"
"275","AMDHD1","MYC"
"276","MTR","MYC"
"277","PIP4K2B","MYC"
"278","LPCAT1","MYC"
"279","MTHFD1","MYC"
"280","RETSAT","MYC"
"281","GSTA4","MYC"
"282","MGST1","MYC"
"283","HRAS","MYC"
"284","CDKN2A","MYC"
"285","RB1","MYC"
"286","IGF1R","MYC"
"287","HGS","MYC"
"288","FANCD2","MYC"
"289","DUSP6","MYC"
"290","HOMER2","MYC"
"291","WNT3","MYC"
"292","WNT2B","MYC"
"293","FZD7","MYC"
"294","MYC","MYC"
"295","MYC","CDK6"
"296","BRCA2","CCNE1"
"297","HDAC2","CCNE1"
"298","MYC","RAD1"
"299","RAD1","RAD1"
"300","ARAF","PRKCD"
"301","PIK3CA","PRKCD"
"302","PIK3CB","PRKCD"
"303","PIK3CD","PRKCD"
"304","PIK3R2","PRKCD"
"305","PIK3R3","PRKCD"
"306","MAPK1","PRKCD"
"307","PLCG1","PRKCD"
"308","PLCG2","PRKCD"
"309","TLE1","TLE1"
"310","WNT1","LEF1"
"311","LEF1","LEF1"
"312","APC","APC"
"313","CTNNB1","CTNNB1"
"314","WNT16","SFRP5"
"315","SMAD2","SMAD2"
"316","SMAD3","SMAD3"
"317","IGF1","DCN"
"318","TGFB1","DCN"
"319","SHC2","FYN"
"320","PIK3CA","FYN"
"321","RAC1","FYN"
"322","FCER1A","FYN"
"323","ENAH","ACTB"
"324","PRKAG2","BMP8A"
"325","E2F4","RASSF4"
"326","PIP4K2B","PTEN"
"327","ROCK2","PTEN"
"328","PTK2","PTEN"
"329","PIK3CA","PECAM1"
"330","PECAM1","PECAM1"
"331","MYC","CSNK2A1"
"332","TCF7L2","CSNK2A1"
"333","PTEN","CSNK2A1"
"334","RAC1","WASF2"
"335","LEF1","AXIN1"
"336","TCF7","AXIN1"
"337","TCF7L2","AXIN1"
"338","TCF7L1","AXIN1"
"339","CSNK1A1L","AXIN1"
"340","HLA-A","HLA-A"
"341","ACTB","CTNNA1"
"342","ACTG1","CTNNA1"
"343","PIK3CA","GNB1"
"344","RAC1","GNB1"
"345","PLCB1","GNB1"
"346","E2F5","CAMK2B"
"347","E2F2","CAMK2B"
"348","E2F3","CAMK2B"
"349","TYMS","ESR1"
"350","CYP2C19","ESR1"
"351","AKT1","ESR1"
"352","AKT2","ESR1"
"353","PIK3CA","ESR1"
"354","TP53","ESR1"
"355","IGF1R","ESR1"
"356","CCNA2","ESR1"
"357","ESR1","ESR1"
"358","ESR1","APOA1"
"359","PDE7A","ATF2"
"360","B4GALT3","ATF2"
"361","PIP4K2B","ATF2"
"362","PCYT1A","ATF2"
"363","MAP2K1","ATF2"
"364","RB1","ATF2"
"365","TGFB2","ATF2"
"366","PRKAG2","ATF2"
"367","ATF2","ATF2"
"368","GSK3B","CREB3L4"
"369","MYC","CREB3L4"
"370","WASF2","ARF1"
"371","ACTB","MYO1B"
"372","ELK1","RALA"
"373","RGL1","RALA"
"374","RALGAPB","RALA"
"375","EXOC2","RALA"
"376","TCF7","TERT"
"377","PDE7A","ETS2"
"378","KRAS","ETS2"
"379","TP53","ETS2"
"380","CDKN2A","ETS2"
"381","TGFBR2","ETS2"
"382","MYC","ETS2"
"383","ETS2","ETS2"
"384","IRF3","IRF3"
"385","PTK2","ITGA6"
"386","MYC","ITGA6"
"387","ACTB","ITGA6"
"388","LAMB4","ITGA6"
"389","LAMA2","ITGA6"
"390","LAMA4","ITGA6"
"391","IGF1R","IGF2"
"392","E2F5","IGF2"
"393","E2F3","IGF2"
"394","SDHB","NFE2L2"
"395","GSTA1","NFE2L2"
"396","DUSP1","NFE2L2"
"397","PRKCD","NFE2L2"
"398","HRAS","CAMK1"
"399","TP53","CAMK1"
"400","MAPK10","MECOM"
"401","ELK1","MECOM"
"402","HDAC2","MECOM"
"403","HEY1","HEY1"
"404","ARID1B","ARID1B"
"405","CDKN2A","SMARCB1"
"406","PPP1CC","SMARCB1"
"407","MYC","SMARCB1"
"408","SMARCB1","SMARCB1"
"409","TP53","SMARCA4"
"410","CDKN2A","SMARCA4"
"411","RB1","SMARCA4"
"412","MYC","SMARCA4"
"413","CCNE1","SMARCA4"
"414","ETS2","SMARCA4"
"415","MECOM","SMARCA4"
"416","ARID1A","SMARCA4"
"417","SMARCB1","SMARCA4"
"418","MYC","PHF10"
"419","SMARCB1","DPF1"
"420","TP53","ACTL6B"
"421","KDM3B","ACTL6B"
"422","SMARCB1","ACTL6B"
"423","SMARCA2","ACTL6B"
"424","MYC","ACTL6A"
"425","RUVBL1","ACTL6A"
"426","SMARCB1","ACTL6A"
"427","SMARCA2","ACTL6A"
"428","SMARCA4","ACTL6A"
"429","TP53","SMARCD1"
"430","MYC","SMARCD1"
"431","ATF2","SMARCD1"
"432","SMARCB1","SMARCD1"
"433","SMARCB1","SMARCD2"
"434","SMARCB1","SMARCD3"
"435","SMARCC1","SMARCD3"
"436","E2F4","SMARCE1"
"437","E2F5","SMARCE1"
"438","E2F2","SMARCE1"
"439","E2F3","SMARCE1"
"440","ESR1","SMARCE1"
"441","SMARCB1","SMARCE1"
"442","ESR1","ITGB8"
"443","ATF2","ITGB8"
"444","RAC1","ABL2"
"445","B4GALT3","ATF5"
"446","PIP4K2B","ATF5"
"447","PCYT1A","ATF5"
"448","MAP2K1","ATF5"
"449","DUSP1","ATF5"
"450","E2F5","ATF5"
"451","E2F3","ATF5"
"452","WNT2","ATF5"
"453","WNT10A","ATF5"
"454","LRP6","ATF5"
"455","ELAVL1","ATF5"
"456","SMARCD1","ATF5"
"457","TP53","BARD1"
"458","MYC","BARD1"
"459","ESR1","BARD1"
"460","BARD1","BARD1"
"461","CSNK2A1","BDP1"
"462","BRCA1","BRCA1"
"463","DVL1","BRD7"
"464","LAMA4","BRD7"
"465","NAMPT","CLOCK"
"466","CTCF","CTCF"
"467","TP53","DNMT1"
"468","CDKN2A","DNMT1"
"469","RB1","DNMT1"
"470","E2F5","DNMT1"
"471","E2F2","DNMT1"
"472","E2F3","DNMT1"
"473","DYNLL1","DNMT1"
"474","DNMT1","DNMT1"
"475","IGFBP3","DNMT3A"
"476","SFRP5","DNMT3A"
"477","EBF1","EBF1"
"478","PDE7A","EGR1"
"479","PCCA","EGR1"
"480","SMS","EGR1"
"481","LPCAT1","EGR1"
"482","ALPL","EGR1"
"483","HRAS","EGR1"
"484","IGF1R","EGR1"
"485","BAD","EGR1"
"486","DUSP6","EGR1"
"487","RGL1","EGR1"
"488","DGKZ","EGR1"
"489","YWHAZ","EGR1"
"490","E2F3","EGR1"
"491","NEDD4L","EGR1"
"492","SH3GLB2","EGR1"
"493","RRAGC","EGR1"
"494","WNT2B","EGR1"
"495","FZD7","EGR1"
"496","HSP90AA1","EGR1"
"497","PTK2","EGR1"
"498","CDK6","EGR1"
"499","CSNK2A1","EGR1"
"500","APOA1","EGR1"
"501","KEAP1","EGR1"
"502","HDAC6","EGR1"
"503","CREB3L4","EGR1"
"504","DYNLL1","EGR1"
"505","ETS2","EGR1"
"506","SMARCA4","EGR1"
"507","DPF1","EGR1"
"508","SMARCD2","EGR1"
"509","SMARCD3","EGR1"
"510","ITGB8","EGR1"
"511","EGR1","EGR1"
"512","UGDH","EGR2"
"513","MAP2K2","EGR2"
"514","PIK3R1","EGR2"
"515","CDKN2C","EGR2"
"516","SMG7","EGR2"
"517","RRAGC","EGR2"
"518","PRKAA2","EGR2"
"519","WNT1","EGR2"
"520","WNT5A","EGR2"
"521","FZD3","EGR2"
"522","FZD9","EGR2"
"523","PRKAG1","EGR2"
"524","CCNE1","EGR2"
"525","PRKCD","EGR2"
"526","LEF1","EGR2"
"527","FRMD6","EGR2"
"528","GNB1","EGR2"
"529","CAMK2B","EGR2"
"530","MYO10","EGR2"
"531","DYNLL1","EGR2"
"532","DCTN2","EGR2"
"533","ATP6V1F","EGR2"
"534","IGF2","EGR2"
"535","CAMK1","EGR2"
"536","SMARCD2","EGR2"
"537","TKT","EGR3"
"538","UGDH","EGR3"
"539","CAT","EGR3"
"540","CDKN2C","EGR3"
"541","PDPK1","EGR3"
"542","PPP2CB","EGR3"
"543","DGKZ","EGR3"
"544","RRAGC","EGR3"
"545","RPS6KA3","EGR3"
"546","PRKAA2","EGR3"
"547","WNT1","EGR3"
"548","WNT5A","EGR3"
"549","FZD9","EGR3"
"550","LRP5","EGR3"
"551","CCNE1","EGR3"
"552","PRKCD","EGR3"
"553","LEF1","EGR3"
"554","FRMD6","EGR3"
"555","ACTG1","EGR3"
"556","CAMK2B","EGR3"
"557","MYO10","EGR3"
"558","DYNLL1","EGR3"
"559","DCTN2","EGR3"
"560","ATP6V1F","EGR3"
"561","IGF2","EGR3"
"562","CAMK1","EGR3"
"563","ACTL6B","EGR3"
"564","SMARCD2","EGR3"
"565","SMARCD3","EGR3"
"566","ATF5","EGR3"
"567","TP53","ETV4"
"568","TGFBR2","ETV4"
"569","AGTR1","ETV4"
"570","TERT","ETV4"
"571","SMS","EZH2"
"572","AKT1","EZH2"
"573","TP53","EZH2"
"574","CDKN2A","EZH2"
"575","CDKN1A","EZH2"
"576","CCND1","EZH2"
"577","CCNE1","EZH2"
"578","SFRP1","EZH2"
"579","PTEN","EZH2"
"580","DNMT1","EZH2"
"581","DNMT3A","EZH2"
"582","GSTP1","FOSB"
"583","TGFB1","FOSB"
"584","TGFBR2","FOSB"
"585","ROCK2","FOSB"
"586","YWHAG","FOSB"
"587","ANAPC5","FOSB"
"588","NEDD4L","FOSB"
"589","WNT1","FOSB"
"590","CTNNA1","FOSB"
"591","ATF2","FOSB"
"592","SMARCB1","FOSB"
"593","SMARCA2","FOSB"
"594","ATF5","FOSB"
"595","EGR1","FOSB"
"596","EGR2","FOSB"
"597","EGR3","FOSB"
"598","CDKN1A","FUBP1"
"599","MYC","FUBP1"
"600","HDAC4","HDAC4"
"601","E2F4","HLTF"
"602","CDK1","HMGA1"
"603","PRKDC","HMGB2"
"604","CSNK1A1","HMGB2"
"605","HSP90AA1","HSF2"
"606","DCTN4","HSF2"
"607","ID2","ID2"
"608","PRKDC","ILF2"
"609","ILF2","ILF3"
"610","JUNB","JUNB"
"611","MYC","KHDRBS1"
"612","FYN","KHDRBS1"
"613","IGF2","KHDRBS1"
"614","SMARCA2","KHDRBS1"
"615","KHDRBS1","KHDRBS1"
"616","MAML1","MAML1"
"617","EGR2","MAZ"
"618","EGR3","MAZ"
"619","CDKN2A","MCM2"
"620","CDK4","MCM2"
"621","CDK6","MCM2"
"622","MCM2","MCM2"
"623","NCOA6","NCOA6"
"624","NFYA","NFYA"
"625","ALDH6A1","NFYC"
"626","GCH1","NFYC"
"627","PIK3R1","NFYC"
"628","UBE2T","NFYC"
"629","GSK3B","NFYC"
"630","CDC23","NFYC"
"631","CDC20","NFYC"
"632","WNT16","NFYC"
"633","ACTB","NFYC"
"634","WASF2","NFYC"
"635","CKS1B","NFYC"
"636","GRB2","NPM1"
"637","SHC1","NPM1"
"638","CDKN1A","NPM1"
"639","CCND1","NPM1"
"640","GADD45A","NPM1"
"641","PLCG2","NPM1"
"642","CDK1","NPM1"
"643","PLK1","NPM1"
"644","ARF1","NPM1"
"645","ATF5","NPM1"
"646","DNMT1","NPM1"
"647","DCN","NR1H4"
"648","ESR1","NR1H4"
"649","SMARCD3","NR1H4"
"650","CYP2C8","NR1I2"
"651","BCL2L1","NR1I2"
"652","NR1H4","NR1I2"
"653","NR1I2","NR1I2"
"654","KRAS","NR3C2"
"655","EGFR","NR3C2"
"656","HSP90AA1","NR3C2"
"657","ACTG1","NR3C2"
"658","ESR1","NR3C2"
"659","ETV4","NR3C2"
"660","SDHB","NRF1"
"661","IGF2","PLAG1"
"662","SRM","POU2F1"
"663","PRKCB","POU2F1"
"664","BCL2L1","POU2F1"
"665","RGL1","POU2F1"
"666","CDC20","POU2F1"
"667","RILP","POU2F1"
"668","FZD10","POU2F1"
"669","TLR4","POU2F1"
"670","WASF2","POU2F1"
"671","MYO1B","POU2F1"
"672","ETS2","POU2F1"
"673","MECOM","POU2F1"
"674","POU2F1","POU2F1"
"675","CDKN1A","PTMA"
"676","CDK4","PTMA"
"677","RAN","PTMA"
"678","CDK1","PTMA"
"679","PCNA","PTMA"
"680","CCNB1","PTMA"
"681","CCNA2","PTMA"
"682","E2F4","PTMA"
"683","E2F5","PTMA"
"684","E2F2","PTMA"
"685","E2F3","PTMA"
"686","HDAC2","PTMA"
"687","RAC1","PTTG1"
"688","CDK1","PTTG1"
"689","CCNB1","PTTG1"
"690","ANAPC5","PTTG1"
"691","ANAPC7","PTTG1"
"692","ANAPC11","PTTG1"
"693","CDC23","PTTG1"
"694","CDC20","PTTG1"
"695","RB1","PURA"
"696","EGR1","PURA"
"697","EGR3","PURA"
"698","HDAC2","RFX5"
"699","FOSB","TAF4"
"700","CDKN1A","TAF5"
"701","EGR3","TAF5"
"702","ALDOB","TCF3"
"703","PDE7A","TCF3"
"704","PIP4K2B","TCF3"
"705","KRAS","TCF3"
"706","BAD","TCF3"
"707","MAPK3","TCF3"
"708","SH3GLB2","TCF3"
"709","RILP","TCF3"
"710","FZD1","TCF3"
"711","FZD6","TCF3"
"712","MYC","TCF3"
"713","ESR1","TCF3"
"714","ITGA6","TCF3"
"715","MECOM","TCF3"
"716","SMARCB1","TCF3"
"717","ABL2","TCF3"
"718","ETV4","TCF3"
"719","FOSB","TCF3"
"720","PURA","TCF3"
"721","TCF3","TCF3"
"722","TRIM28","TRIM28"
"723","CDKN1A","TSG101"
"724","HGS","TSG101"
"725","AATF","TSG101"
"726","MAZ","TSG101"
"727","TSG101","TTF2"
"728","TP53","UHRF1"
"729","E2F5","UHRF1"
"730","MYC","UHRF1"
"731","YBX1","YBX1"
"732","MYD88","ZIC2"
"733","WNT7B","ZIC2"
"734","PRKAG1","ZIC2"
"735","NFE2L2","ZIC2"
"736","SMARCD3","ZIC2"
"737","TALDO1","ZNF143"
"738","PCYT1A","ZNF143"
"739","MYC","BHLHE40"
"740","EGR1","BHLHE40"
"741","HSF2","BHLHE40"
"742","BHLHE40","BHLHE40"
"743","AIRE","AIRE"
"744","ALYREF","ALYREF"
"745","EGR1","ARID4B"
"746","EGR2","ARID4B"
"747","EGR3","ARID4B"
"748","FOSB","BRD8"
"749","CBX3","CBX3"
"750","ELK1","CITED2"
"751","POU2F1","CITED2"
"752","EGR1","CNOT3"
"753","CNOT6","CNOT6"
"754","COIL","COIL"
"755","HDAC2","DDX20"
"756","EGR2","DDX20"
"757","DEK","DEK"
"758","ELK1","DNAJC2"
"759","MYC","DNAJC2"
"760","EGR1","DNAJC2"
"761","E2F2","DTX1"
"762","DTX1","DTX1"
"763","MYC","EP400"
"764","EGR1","EP400"
"765","ELK1","ERCC3"
"766","CDK7","ERCC3"
"767","EGR1","EZH1"
"768","EGR3","EZH1"
"769","TCF3","EZH1"
"770","FOXP1","FOXP1"
"771","EGR3","FUS"
"772","FUS","FUS"
"773","FXR1","FXR1"
"774","MYC","HAX1"
"775","EGR1","HAX1"
"776","HNRNPK","HNRNPK"
"777","HTATSF1","HTATSF1"
"778","ATF2","JDP2"
"779","ATF5","JDP2"
"780","ELK1","KAT7"
"781","ORC1","KAT7"
"782","DVL3","KAT7"
"783","FOSB","KAT7"
"784","HSF2","KNTC1"
"785","PPP2R1A","MCM3"
"786","CDC45","MCM3"
"787","E2F5","MCM3"
"788","E2F2","MCM3"
"789","E2F3","MCM3"
"790","MCM4","MCM4"
"791","CDC45","MCM6"
"792","E2F5","MCM6"
"793","E2F2","MCM6"
"794","E2F3","MCM6"
"795","MCM3","MCM6"
"796","MCM6","MCM6"
"797","TP53","MCM7"
"798","RB1","MCM7"
"799","CDK7","MCM7"
"800","E2F5","MCM7"
"801","E2F2","MCM7"
"802","E2F3","MCM7"
"803","MYC","MCM7"
"804","MCM2","MCM7"
"805","MCM3","MCM7"
"806","MCM6","MCM7"
"807","MCM7","MCM7"
"808","MED12","MED12"
"809","EGR3","MLLT6"
"810","NONO","NONO"
"811","ELK4","NR2C2"
"812","HSP90AB1","NR2C2"
"813","DR1","NR2C2"
"814","EGR3","NR2C2"
"815","HSF2","NR2C2"
"816","PBRM1","PBRM1"
"817","TP53","PBXIP1"
"818","TP53","PIAS1"
"819","PTK2","PIAS1"
"820","AXIN1","PIAS1"
"821","ESR1","PIAS1"
"822","NR3C2","PIAS1"
"823","PIAS1","PIAS1"
"824","POLR2G","POLR2G"
"825","FOSB","POLR2H"
"826","POLR2H","POLR2H"
"827","FANCD2","RAD51"
"828","E2F5","RAD51"
"829","RAD51","RAD51"
"830","RAD54B","RAD54B"
"831","FOSB","RBBP7"
"832","RFC1","RFC1"
"833","ELK1","RNPS1"
"834","YWHAB","RNPS1"
"835","YWHAG","RNPS1"
"836","DVL2","RNPS1"
"837","RUVBL1","RUVBL2"
"838","ATF2","RUVBL2"
"839","TERT","RUVBL2"
"840","SNRPB","SNRPB"
"841","HDAC2","SNW1"
"842","JDP2","SNW1"
"843","SSB","SSB"
"844","RAN","SSRP1"
"845","CSNK2A1","SSRP1"
"846","ZIC2","SSRP1"
"847","MCM3","SUPT16H"
"848","TAF1A","TAF1A"
"849","TAF6","TAF6"
"850","HDAC6","TARDBP"
"851","FOSB","TCEA2"
"852","BARD1","TCERG1"
"853","NPM1","TCERG1"
"854","ESR1","TRIM24"
"855","NR3C2","TRIM24"
"856","TRIM24","TRIM24"
"857","TRIM32","TRIM32"
"858","TRIP13","TRIP13"
"859","UBTF","UBTF"
"860","URI1","URI1"
"861","PIK3R1","WBP11"
"862","PPP1CC","WBP11"
"863","ARF1","WBP11"
"864","PQBP1","WBP11"
"865","CDKN1A","XRCC6"
"866","PCNA","XRCC6"
"867","YWHAZ","XRCC6"
"868","PRKDC","XRCC6"
"869","E2F3","XRCC6"
"870","TERT","XRCC6"
"871","BARD1","XRCC6"
"872","PTTG1","XRCC6"
"873","ZBTB33","ZBTB33"
"874","TALDO1","ZHX1"
"875","TP53","ZHX1"
"876","DYNLL1","ZHX1"
"877","LAMA4","ZHX1"
"878","EGR1","ZHX1"
"879","TARDBP","ZHX1"
"880","ZHX1","ZHX1"
"881","DYNLL1","ZMYND11"
"882","SMARCA4","ZMYND11"
"883","EZH2","ZMYND11"
"884","EZH1","ZMYND11"
"885","ELK1","ZNF581"
"886","MAPK3","ZNF7"
"887","ALDOB","FBP1"
"888","ALDH2","ADH1B"
"889","ALDH2","ADH1C"
"890","ALDH2","ADH4"
"891","ALDH2","BBOX1"
"892","ALDH2","AKR1B10"
"893","ALDH2","ACYP1"
"894","ALDH1B1","ACYP1"
"895","SDHB","SUCLG2"
"896","SDHD","SUCLG2"
"897","MMUT","SUCLG2"
"898","MYC","SUCLG2"
"899","HSF2","SUCLG2"
"900","TKT","RPIA"
"901","UGP2","PGM1"
"902","UGP2","GALE"
"903","EHHADH","IVD"
"904","ECHS1","IVD"
"905","ECHS1","ACADM"
"906","ACAT1","AACS"
"907","ACAT1","HMGCS2"
"908","ADH1A","GSTO2"
"909","CYP1A2","GSTO2"
"910","ADH1A","GSTA5"
"911","ADH1A","GSTA2"
"912","ADH1A","GSTA3"
"913","ADH1A","GSTM1"
"914","ADH1A","GSTM2"
"915","ADH1A","GSTM3"
"916","ADH1A","GSTM4"
"917","ADH1A","GSTM5"
"918","ADH1A","GSTT1"
"919","ADH1A","GSTT2"
"920","ADH1A","MGST2"
"921","ADH1A","MGST3"
"922","ADH1A","GSTT2B"
"923","ADH1A","GSTO1"
