"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"gene","SEC61A2","SEL1L3","EIF3L","RPL3","KRT23","OAS2","SLC39A11","CFHR5","LRRC1","LOXL4","CREG1","JTB","FAM168B","PTPRD","STC1","SLC22A15","SENP2","HSPA4L","COL4A3","CTDSP2","NR2F1","DLEU1","NR2C2","GTPBP6","PRR14L","MAGEH1","TRIM31","NEURL1B","LINC01806","DENND11"
"TCGA-DD-AAE7-01"," 4.700480"," 6.410175"," 7.311218","10.275017"," 4.804021"," 5.808142"," 7.372118"," 8.231642"," 4.510860"," 5.384495"," 8.399310"," 5.288267"," 7.156956"," 5.805135"," 4.962845"," 1.609438"," 6.548219"," 5.525453"," 4.890349"," 7.556951"," 5.707110"," 3.044522"," 5.247024"," 6.887553"," 5.945421"," 6.107023"," 1.609438"," 5.733341"," 3.970292"," 6.448889"
"TCGA-GJ-A9DB-01"," 6.042633"," 6.011267"," 8.091015","10.785932"," 6.983790"," 6.646391"," 7.906179"," 8.818926"," 6.066108"," 7.066467"," 9.311723"," 5.891644"," 7.886457"," 6.289716"," 5.613128"," 5.880533"," 7.421178"," 5.955837"," 5.433722"," 8.430763"," 6.326149"," 4.543295"," 6.828712"," 8.204398"," 7.011214"," 6.400257"," 5.605802"," 7.119636"," 3.637586"," 7.732369"
"TCGA-DD-A3A3-01"," 4.663439"," 6.875232"," 7.418781","11.368281"," 7.325808"," 5.568345"," 8.104401"," 3.871201"," 5.631212"," 6.133398"," 8.068090"," 6.813445"," 7.142037"," 1.386294"," 5.062595"," 3.663562"," 6.059123"," 5.703782"," 0.000000"," 7.303843"," 2.772589"," 3.637586"," 4.700480"," 7.969012"," 5.703782"," 5.872118"," 5.771441"," 5.451038"," 0.000000"," 5.937536"
"TCGA-DD-A1ED-01"," 5.955837"," 6.705639"," 8.296796","11.198639"," 3.806662"," 7.003065"," 7.672758","10.564886"," 5.241747"," 6.467699"," 9.608042"," 6.167516"," 8.429018"," 7.108244"," 8.530702"," 3.806662"," 7.276556"," 5.883322"," 3.401197"," 8.798002"," 7.001246"," 5.129899"," 6.333280"," 7.743270"," 6.829794"," 6.452049"," 5.420535"," 6.666957"," 5.220356"," 6.791221"
"TCGA-EP-A2KB-01"," 7.022868"," 5.181784"," 8.507143","12.057097"," 5.872118"," 6.610696"," 7.833600"," 8.212297"," 7.039660"," 6.583409"," 8.675564"," 6.473891"," 8.765146"," 5.883322"," 7.475339"," 3.555348"," 7.798113"," 5.402677"," 1.386294"," 9.468465"," 7.840706"," 4.727388"," 6.415097"," 8.321178"," 6.790097"," 4.219508"," 5.517453"," 6.738152"," 4.543295"," 7.275865"
"TCGA-DD-AACN-01"," 5.680173"," 7.254885"," 8.681181","11.789686"," 7.089243"," 6.456770"," 7.167038"," 6.386879"," 6.626718"," 8.946765"," 9.442007"," 6.366470"," 8.610866"," 5.823046"," 6.708084"," 3.951244"," 7.275172"," 5.905362"," 3.713572"," 8.458292"," 6.703188"," 5.003946"," 7.030857"," 7.602900"," 7.154615"," 6.577861"," 3.951244"," 6.470800"," 2.302585"," 7.884953"
"TCGA-DD-A1EF-01"," 5.802118"," 6.224558"," 8.299286","11.398233"," 2.564949"," 5.823046"," 7.112327"," 2.302585"," 6.470800"," 7.354362"," 7.081709"," 5.087596"," 8.541691"," 6.740519"," 6.434547"," 2.639057"," 7.383368"," 4.836282"," 2.484907"," 9.758924"," 6.704414"," 3.761200"," 6.949856"," 6.741701"," 6.933423"," 6.135565"," 4.418841"," 6.144186"," 2.397895"," 7.084226"
"TCGA-DD-A11D-01"," 4.700480"," 6.169611"," 7.795647","10.374335"," 6.529419"," 6.882437"," 8.601167"," 8.499029"," 2.197225"," 2.079442"," 9.297435"," 5.605802"," 6.992096"," 4.709530"," 6.375025"," 2.302585"," 6.437752"," 6.175867"," 4.852030"," 7.571474"," 4.343805"," 2.484907"," 5.883322"," 6.753438"," 6.867974"," 4.890349"," 4.510860"," 5.973810"," 2.397895"," 7.137278"
"TCGA-DD-AADJ-01"," 4.574711"," 5.513429"," 7.325149","11.035244"," 7.599902"," 5.855072"," 7.349231"," 8.811205"," 5.480639"," 8.465900"," 9.267477"," 6.551080"," 7.891705"," 5.463832"," 5.924256"," 4.043051"," 6.786717"," 5.379897"," 4.382027"," 8.004032"," 6.429719"," 4.465908"," 4.700480"," 7.487174"," 6.240276"," 5.225747"," 5.170484"," 5.176150"," 3.135494"," 6.575076"
"TCGA-DD-AADW-01"," 7.2793188"," 8.6654408"," 8.9289054","11.5000124"," 6.9688504"," 6.2915691"," 7.9412956"," 8.8563760"," 7.1724246"," 9.7179408"," 9.7429666"," 6.6933237"," 8.7345601"," 5.4161004"," 7.4139703"," 6.2557500"," 7.8013913"," 7.6226640"," 3.8918203"," 9.0585868"," 7.4558767"," 5.3230100"," 7.6241306"," 8.0238800"," 7.9186287"," 7.0808679"," 3.9702919"," 7.7761155"," 0.6931472"," 8.6569551"
"TCGA-XR-A8TF-01"," 5.568345"," 4.859812"," 8.335431","11.382019"," 0.000000"," 6.291569"," 6.196444","10.594783"," 4.727388"," 1.098612"," 8.926252"," 6.811244"," 8.342602"," 2.639057"," 7.240650"," 3.178054"," 7.565793"," 5.225747"," 1.945910"," 8.876684"," 5.814131"," 2.564949"," 6.871091"," 8.126518"," 6.854355"," 5.564520"," 6.163315"," 6.148468"," 4.060443"," 7.302496"
"TCGA-DD-AAD1-01"," 5.746203"," 8.104703"," 8.123261","11.148607"," 8.987197"," 7.460490"," 8.559869"," 6.605298"," 6.646391"," 9.325899"," 8.794522"," 5.517453"," 8.303257"," 5.676754"," 5.955837"," 6.218600"," 7.044905"," 6.042633"," 5.351858"," 8.707318"," 6.974479"," 4.836282"," 6.892642"," 7.363914"," 7.156177"," 6.527958"," 6.815640"," 7.499423"," 2.833213"," 7.466228"
"TCGA-DD-AACT-01"," 5.056246"," 6.200509"," 6.848005","10.233187"," 1.098612"," 6.295266"," 6.982863"," 8.970432"," 5.075174"," 6.694562"," 9.670925"," 6.146329"," 7.194437"," 4.060443"," 4.110874"," 4.262680"," 6.167516"," 5.820083"," 2.079442"," 7.418181"," 5.877736"," 3.091042"," 5.652489"," 6.282267"," 6.073045"," 5.068904"," 5.111988"," 5.929589"," 2.708050"," 6.885510"
"TCGA-DD-A39X-01"," 4.499810"," 8.018625"," 7.440147","11.942589"," 2.397895"," 6.806829"," 8.324094"," 3.258097"," 5.081404"," 6.804615","10.536832"," 7.473637"," 8.584104"," 3.970292"," 5.762051"," 2.944439"," 6.927558"," 6.756932"," 4.234107"," 8.004366"," 6.049733"," 3.555348"," 5.036953"," 8.245122"," 6.470800"," 6.918695"," 4.510860"," 6.625392"," 3.688879"," 7.097549"
"TCGA-DD-AACO-01"," 4.736198"," 6.278521"," 3.688879","10.732760"," 3.091042"," 6.978214"," 6.391917"," 7.600902"," 5.662960"," 5.676754"," 9.652652"," 8.287528"," 7.453562"," 4.234107"," 5.493061"," 0.000000"," 6.218600"," 5.416100"," 3.135494"," 7.859799"," 3.688879"," 4.025352"," 3.555348"," 6.871091"," 5.624018"," 4.634729"," 4.955827"," 6.287859"," 3.178054"," 6.848005"
"TCGA-DD-AADS-01"," 5.771441"," 5.231109"," 2.944439","10.428748"," 4.521789"," 7.763871"," 7.006695"," 6.390241"," 4.762174"," 1.098612"," 8.439448"," 7.483244"," 6.066108"," 4.094345"," 4.477337"," 0.000000"," 5.958425"," 5.198497"," 1.098612"," 7.212294"," 2.197225"," 2.772589"," 3.583519"," 6.445720"," 5.003946"," 3.806662"," 5.337538"," 4.812184"," 3.218876"," 6.869014"
"TCGA-DD-AADA-01"," 5.247024"," 6.980076"," 7.596894","11.572269"," 6.077642"," 6.608001"," 8.119399"," 9.249080"," 5.231109"," 5.480639"," 9.777017"," 6.906755"," 8.119994"," 5.068904"," 5.081404"," 5.513429"," 7.256297"," 4.595120"," 3.828641"," 8.387085"," 6.177944"," 5.220356"," 6.523562"," 7.008505"," 6.935370"," 4.709530"," 5.777652"," 6.333280"," 3.496508"," 6.614726"
"TCGA-G3-A5SK-01"," 5.680173"," 6.373320"," 7.043160","10.210126"," 1.791759"," 8.431635"," 7.177782"," 9.936971"," 2.197225"," 4.077537"," 9.941843"," 6.013715"," 7.177019"," 5.808142"," 3.951244"," 2.639057"," 6.948897"," 6.719013"," 3.688879"," 7.507141"," 5.662960"," 3.178054"," 6.111467"," 6.775366"," 5.991465"," 5.880533"," 3.295837"," 5.283204"," 4.007333"," 6.739337"
"TCGA-MR-A520-01"," 5.298317"," 5.605802"," 7.852050","10.939888"," 2.079442"," 6.139885"," 8.037543"," 7.582738"," 5.501258"," 5.241747"," 8.776784"," 4.962845"," 8.102889"," 5.846439"," 6.489205"," 5.786897"," 6.898715"," 6.894670"," 4.127134"," 8.500861"," 5.680173"," 3.688879"," 6.263398"," 7.758333"," 6.413459"," 5.937536"," 4.110874"," 5.840642"," 5.288267"," 7.903227"
"TCGA-DD-AAEE-01"," 5.998937"," 5.181784"," 7.413970","10.838561"," 6.272877"," 6.809039"," 8.448272"," 8.696009"," 6.073045"," 7.239215"," 8.987447"," 6.495266"," 8.403128"," 1.609438"," 5.262690"," 3.637586"," 7.506042"," 6.405228"," 1.945910"," 8.486322"," 5.846439"," 4.521789"," 6.820016"," 8.173857"," 6.626718"," 7.176255"," 5.303305"," 7.116394"," 4.663439"," 7.839132"
"TCGA-DD-AAE3-01"," 5.5093883"," 4.9558271"," 6.9612960","10.4877681"," 2.3978953"," 5.5645204"," 7.6187424"," 8.3128714"," 3.8286414"," 2.7725887"," 8.8902728"," 6.3716118"," 6.5624441"," 5.4680601"," 6.8762646"," 1.0986123"," 6.6424868"," 5.7838252"," 2.6390573"," 6.8134446"," 5.3890717"," 1.9459101"," 4.7791235"," 7.1876572"," 5.3033049"," 6.8585650"," 0.6931472"," 6.0614569"," 0.0000000"," 6.6093492"
"TCGA-2Y-A9GT-01"," 6.251904"," 6.908755"," 9.648402","10.204592"," 1.386294"," 7.691657"," 7.266129"," 9.516795"," 2.833213"," 4.653960"," 9.127828"," 5.662960"," 8.010692"," 3.555348"," 5.752573"," 2.397895"," 7.109879"," 6.472346"," 2.708050"," 9.976552"," 5.484797"," 3.465736"," 6.783325"," 7.003065"," 6.827629"," 4.905275"," 5.424950"," 6.734592"," 3.178054"," 7.706163"
"TCGA-DD-AAD8-01"," 5.141664"," 5.683580"," 6.489205","10.413823"," 1.791759"," 6.569481"," 7.768533"," 8.941284"," 5.916202"," 3.663562"," 9.545955"," 6.570883"," 7.149917"," 5.129899"," 6.144186"," 5.429346"," 7.311218"," 5.438079"," 1.791759"," 7.832808"," 4.488636"," 4.488636"," 6.844815"," 7.535830"," 6.473891"," 6.853299"," 5.966147"," 5.883322"," 4.219508"," 7.464510"
"TCGA-G3-A7M6-01"," 6.371612"," 6.703188"," 8.639234","11.762781"," 9.093807"," 7.152269"," 8.045268"," 7.840706"," 7.173192"," 8.567126"," 8.763897"," 7.102499"," 8.834774"," 9.043577"," 6.736967"," 7.926964"," 7.691657"," 8.081166"," 4.584967"," 9.851457"," 7.035269"," 5.093750"," 7.739794"," 8.399085"," 7.932362"," 6.866933"," 5.389072"," 7.124478"," 4.521789"," 7.703008"
"TCGA-G3-A3CK-01"," 6.230481"," 8.225235"," 8.656781","11.627940"," 2.944439"," 8.058644"," 8.829373","11.144583"," 2.079442"," 5.023881","10.260742"," 6.047372"," 8.308199"," 7.154615"," 7.375256"," 1.609438"," 7.518064"," 7.356918"," 2.833213"," 8.921324"," 6.887553"," 4.521789"," 6.614726"," 8.033334"," 7.273093"," 4.499810"," 5.438079"," 6.246107"," 4.779123"," 7.514800"
"TCGA-DD-A3A2-01"," 6.200509"," 4.875197"," 7.783641","11.046547"," 0.000000"," 5.883322"," 7.430114"," 8.819813"," 1.609438"," 5.288267"," 8.970813"," 5.828946"," 7.643004"," 3.135494"," 4.077537"," 1.791759"," 6.796824"," 5.820083"," 2.397895"," 8.259199"," 6.865891"," 2.995732"," 6.006353"," 7.737616"," 6.493754"," 4.174387"," 3.135494"," 5.638355"," 2.890372"," 8.260493"
"TCGA-DD-A1EI-01"," 5.758902"," 7.333023"," 8.851663","11.475338"," 8.018296"," 7.611842"," 8.173857"," 8.171034"," 6.368187","10.073905"," 8.628019"," 6.628041"," 9.111404"," 6.075346"," 7.326466"," 6.693324"," 7.871311"," 7.829630"," 4.369448"," 9.175335"," 7.222566"," 5.379897"," 7.384610"," 8.057061"," 7.780303"," 6.102559"," 6.862758"," 7.350516"," 4.736198"," 8.589142"
"TCGA-2Y-A9GW-01"," 5.356586"," 7.152269"," 7.407924","10.712149"," 7.265430"," 7.048386"," 7.347944"," 8.969669"," 5.950643"," 7.467942"," 9.552226"," 6.291569"," 7.751905"," 6.054439"," 4.882802"," 5.480639"," 6.637258"," 6.981006"," 3.401197"," 8.367532"," 5.676754"," 4.787492"," 6.248043"," 7.505492"," 6.705639"," 6.146329"," 3.663562"," 6.588926"," 3.401197"," 8.013343"
"TCGA-DD-AACL-01"," 5.659482"," 7.198184"," 6.970730","10.973306"," 6.251904"," 7.032624"," 5.831882"," 6.423247"," 5.811141"," 7.095064"," 8.832588"," 6.251904"," 7.817223"," 5.594711"," 5.198497"," 2.639057"," 6.729824"," 6.028279"," 1.945910"," 7.915348"," 6.828712"," 3.555348"," 6.192362"," 7.177782"," 6.546785"," 5.267858"," 5.583496"," 4.955827"," 3.713572"," 5.783825"
"TCGA-DD-AADC-01"," 6.021023"," 6.712956"," 7.556951","10.567206"," 4.356709"," 6.154858"," 8.168770"," 8.856661"," 6.054439"," 7.779885"," 8.885856"," 6.493754"," 7.402452"," 5.641907"," 5.808142"," 4.543295"," 7.031741"," 6.068426"," 2.639057"," 7.823646"," 6.464588"," 3.931826"," 6.538140"," 6.487684"," 6.706862"," 6.403574"," 4.499810"," 6.291569"," 4.356709"," 7.254885"
"TCGA-DD-AAW0-01"," 5.484797"," 7.352441"," 8.126518","11.009737"," 6.682109"," 7.080026"," 8.341887"," 7.817223"," 5.147494"," 8.777401","10.115732"," 6.169611"," 7.983781"," 5.241747"," 4.795791"," 6.282267"," 7.477604"," 5.505332"," 3.688879"," 8.273081"," 6.588926"," 4.204693"," 6.845880"," 7.039660"," 7.249926"," 6.456770"," 5.147494"," 7.052721"," 3.688879"," 7.960673"
"TCGA-DD-AAD2-01"," 5.068904"," 7.494430"," 7.816014","10.796530"," 7.745003"," 7.536897"," 7.703910"," 7.971431"," 5.283204"," 7.097549"," 8.687105"," 5.587249"," 7.695303"," 4.060443"," 5.655992"," 4.330733"," 6.595781"," 6.496775"," 2.944439"," 8.231642"," 5.929589"," 3.871201"," 6.047372"," 6.880384"," 6.626718"," 5.686975"," 5.159055"," 6.729824"," 2.944439"," 7.128496"
"TCGA-XR-A8TG-01"," 5.783825"," 5.389072"," 8.178358","10.786718"," 7.783224"," 6.818924"," 7.852439","10.182558"," 6.444131"," 7.003974","10.083097"," 6.459904"," 8.529912"," 4.820282"," 8.159947"," 4.672829"," 7.709308"," 7.462789"," 4.976734"," 9.088173"," 5.796058"," 5.231109"," 7.015712"," 7.915713"," 7.237059"," 7.005789"," 6.584791"," 7.276556"," 5.389072"," 7.895808"
"TCGA-G3-A25Y-01"," 6.320768"," 8.655040"," 9.192584","12.061631"," 8.115521"," 8.660601"," 8.072779"," 8.098947"," 7.144407"," 8.613594","10.309786"," 7.021084"," 8.868132"," 6.093570"," 8.233503"," 5.459586"," 7.734559"," 6.934397"," 4.820282"," 9.296243"," 7.161622"," 5.493061"," 7.154615"," 8.304742"," 7.930925"," 7.278629"," 6.954639"," 7.841886"," 4.025352"," 8.027150"
"TCGA-DD-A4NR-01"," 6.091310"," 8.531885"," 7.902118","11.252962"," 7.634821"," 8.758727"," 8.044626"," 6.712956"," 6.161207"," 8.100161"," 9.287949"," 5.746203"," 8.203578"," 1.945910"," 6.442540"," 5.455321"," 7.293698"," 6.675823"," 3.663562"," 8.702012"," 5.655992"," 4.812184"," 7.175490"," 8.157944"," 7.395108"," 6.525030"," 8.327484"," 6.198479"," 3.761200"," 7.887584"
"TCGA-EP-A2KC-01"," 6.073045"," 6.774224"," 7.997663","11.222520"," 8.089789"," 7.968666"," 8.534837"," 9.535679"," 5.552960"," 7.160846"," 9.463819"," 6.107023"," 8.281471"," 6.902743"," 6.133398"," 2.639057"," 7.142037"," 6.672033"," 3.135494"," 8.864888"," 7.553287"," 5.043425"," 6.955593"," 7.895436"," 7.099202"," 5.081404"," 4.262680"," 6.856462"," 4.418841"," 8.112827"
"TCGA-K7-A6G5-01"," 4.962845"," 7.139660"," 7.231287","10.938787"," 7.886833"," 8.948586"," 7.913887"," 9.368284"," 5.342334"," 7.796880"," 9.550164"," 6.163315"," 7.705262"," 5.225747"," 6.180017"," 5.003946"," 6.698268"," 6.954639"," 3.218876"," 8.070281"," 5.459586"," 3.526361"," 5.560682"," 7.590347"," 6.345636"," 4.969813"," 4.330733"," 6.001415"," 3.828641"," 7.179308"
"TCGA-G3-A7M5-01"," 5.455321"," 4.330733"," 7.021084","10.911281"," 1.609438"," 6.708084"," 8.109526"," 7.255591"," 2.397895"," 1.791759"," 8.521982"," 6.594413"," 7.315884"," 6.150603"," 7.029973"," 3.091042"," 6.912743"," 6.180017"," 1.098612"," 7.275172"," 4.276666"," 4.143135"," 4.867534"," 7.661056"," 6.340359"," 6.618739"," 3.970292"," 4.905275"," 4.465908"," 7.107425"
"TCGA-MI-A75C-01"," 5.6021188"," 7.8939451"," 7.2668273","11.4732486"," 9.5735936"," 8.8752871"," 7.9160781"," 6.5806391"," 5.7104270"," 1.0986123"," 9.6005565"," 7.0983756"," 8.0497463"," 4.1271344"," 6.4199949"," 5.8348107"," 6.8046145"," 6.8362593"," 1.7917595"," 8.6789718"," 6.1441856"," 4.6539604"," 6.1779441"," 8.1610895"," 6.4473059"," 6.3508857"," 4.9126549"," 5.0689042"," 0.6931472"," 7.0021560"
"TCGA-DD-A73A-01"," 4.867534"," 7.149132"," 7.343426","10.826456"," 7.890957"," 6.533789"," 8.476163"," 7.814400"," 5.323010"," 7.607878"," 8.674710"," 5.929589"," 8.032360"," 5.438079"," 5.420535"," 5.468060"," 7.007601"," 5.973810"," 5.783825"," 8.757941"," 5.370638"," 4.406719"," 6.517671"," 7.883446"," 6.752270"," 5.676754"," 4.343805"," 6.230481"," 4.219508"," 7.635304"
"TCGA-DD-AADD-01"," 6.131226"," 4.962845"," 8.365672","10.921847"," 3.806662"," 5.605802"," 6.953684"," 6.843750"," 6.210600"," 7.322510"," 7.749753"," 5.934894"," 8.557567"," 0.000000"," 5.894403"," 4.875197"," 7.856707"," 6.113682"," 2.197225"," 9.253974"," 5.438079"," 5.164786"," 6.838405"," 7.595890"," 7.431300"," 5.252273"," 5.846439"," 6.546785"," 1.098612"," 7.520235"
"TCGA-2Y-A9H6-01"," 5.673323"," 7.060476"," 7.844633","11.118252"," 2.564949"," 6.748760"," 8.508959"," 8.110728"," 4.859812"," 8.048788"," 9.653294"," 6.383507"," 7.946618"," 5.991465"," 6.182085"," 5.147494"," 7.454720"," 6.763885"," 4.430817"," 8.804175"," 6.914731"," 4.219508"," 6.839476"," 7.334982"," 7.107425"," 6.825460"," 4.276666"," 7.398174"," 3.850148"," 6.742881"
"TCGA-G3-A3CI-01"," 5.099866"," 6.343880"," 7.707512","11.112418"," 2.197225"," 6.432940"," 7.901377"," 7.556951"," 5.337538"," 5.068904"," 8.675051"," 5.537334"," 7.754910"," 4.574711"," 6.658011"," 5.908083"," 6.601230"," 5.926926"," 4.304065"," 8.159375"," 6.456770"," 3.367296"," 6.156979"," 7.766841"," 6.244167"," 6.413459"," 5.641907"," 5.545177"," 4.634729"," 7.399398"
"TCGA-DD-AACZ-01"," 6.1003190"," 7.1115121"," 8.6108657","11.2563673"," 4.7273878"," 7.2923372"," 7.6586996"," 3.8286414"," 5.9401713"," 8.0391574"," 8.0271501"," 6.2614917"," 8.9418071"," 0.6931472"," 7.4079243"," 5.3981627"," 7.6563372"," 7.2137683"," 2.7725887"," 8.7606098"," 6.4937538"," 5.7493930"," 7.2977683"," 7.4247618"," 7.0352686"," 7.2341772"," 4.4659081"," 5.2574954"," 4.1743873"," 6.8480053"
"TCGA-DD-AAE4-01"," 4.9052748"," 5.8777358"," 5.7745515","10.9776193"," 2.3025851"," 6.8189241"," 7.1033221"," 8.4392316"," 1.9459101"," 4.5217886"," 9.2923811"," 7.4360278"," 6.4876840"," 5.1929569"," 5.5012582"," 0.6931472"," 6.1224928"," 5.4764636"," 2.0794415"," 7.5347627"," 4.8121844"," 3.2580965"," 3.4339872"," 7.1212525"," 5.7899602"," 6.2576676"," 3.8286414"," 6.1312265"," 3.7841896"," 5.4553211"
"TCGA-DD-A4ND-01"," 7.250636"," 7.129298"," 8.303009","11.044728"," 5.468060"," 7.249926"," 7.273786"," 7.569412"," 4.262680"," 7.940940"," 8.572060"," 5.135798"," 8.509766"," 6.813445"," 6.601230"," 5.905362"," 7.377134"," 6.841615"," 6.137727"," 8.915432"," 6.646391"," 4.682131"," 7.639161"," 7.265430"," 7.534228"," 6.369901"," 6.284134"," 7.320527"," 4.812184"," 7.545918"
"TCGA-FV-A2QQ-01"," 5.1761497"," 6.8731638"," 7.7093083","11.3290868"," 6.6012301"," 6.9216582"," 7.6187424"," 9.9034376"," 6.5525079"," 7.4247618"," 9.9829917"," 6.4583383"," 8.3320677"," 3.9702919"," 5.5759491"," 4.6347290"," 7.0483864"," 6.0520892"," 3.8501476"," 8.5395416"," 5.7557422"," 4.4067192"," 6.0822189"," 8.5316876"," 6.8658911"," 6.6306834"," 6.8101425"," 6.3919171"," 0.6931472"," 7.6861623"
"TCGA-2Y-A9GX-01"," 5.587249"," 7.809135"," 8.084871","10.825402"," 7.592870"," 7.376508"," 7.596392"," 9.347403"," 5.480639"," 7.930566"," 9.490545"," 6.084499"," 8.094073"," 5.789960"," 6.028279"," 6.079933"," 7.109062"," 7.277939"," 4.174387"," 8.676417"," 6.860664"," 4.844187"," 7.082549"," 7.504392"," 7.091742"," 6.318968"," 5.389072"," 7.090910"," 3.637586"," 7.798933"
"TCGA-DD-A73F-01"," 5.693732"," 6.597146"," 8.481151","10.777747"," 0.000000"," 7.942718"," 7.958227"," 8.599326"," 4.454347"," 3.401197"," 9.257892"," 6.284134"," 8.010692"," 6.580639"," 5.407172"," 4.804021"," 7.678789"," 6.467699"," 5.087596"," 8.848222"," 6.541030"," 4.174387"," 6.527958"," 7.818430"," 6.616065"," 6.572283"," 5.676754"," 7.223296"," 4.682131"," 7.616776"
"TCGA-BC-A10Z-01"," 6.3818160"," 4.4308168"," 8.3313454","10.9105144"," 0.6931472"," 4.9416424"," 7.8931989"," 8.5961892"," 6.5072777"," 5.3423343","10.1038127"," 6.9226439"," 9.0665855"," 7.6685611"," 6.3135480"," 6.4488894"," 8.3610071"," 7.1600692"," 2.0794415"," 9.4707026"," 7.3575562"," 4.7535902"," 7.6328855"," 8.6217334"," 7.7146775"," 4.5108595"," 7.1308988"," 7.2950564"," 5.6559918"," 8.1567970"
"TCGA-DD-AADR-01"," 4.418841"," 6.652863"," 7.188413","10.773274"," 2.639057"," 7.143618"," 8.114325"," 9.321792"," 5.981414"," 5.204007"," 9.131838"," 6.378426"," 7.443664"," 6.095825"," 6.063785"," 2.397895"," 7.126891"," 6.133398"," 1.386294"," 7.752335"," 3.988984"," 3.610918"," 5.966147"," 6.834109"," 6.269096"," 6.829794"," 6.300786"," 5.902633"," 4.510860"," 7.312553"
"TCGA-DD-A4NL-01"," 5.872118"," 6.910751"," 7.390799","10.584790"," 5.472271"," 6.120297"," 7.340187"," 9.636131"," 5.181784"," 6.282267"," 9.040501"," 5.049856"," 7.294377"," 5.318120"," 5.590987"," 4.897840"," 6.542472"," 6.073045"," 4.094345"," 7.996990"," 6.361302"," 3.850148"," 6.163315"," 7.395722"," 6.313548"," 5.451038"," 4.234107"," 6.306275"," 3.891820"," 6.788972"
"TCGA-FV-A2QR-01"," 5.446737"," 5.880533"," 8.056427","10.942226"," 6.590301"," 6.513230"," 8.264106"," 9.179159"," 5.509388"," 5.669881","10.096048"," 6.690842"," 8.416267"," 6.629363"," 6.545350"," 6.429719"," 7.467371"," 7.087574"," 5.905362"," 8.218518"," 5.231109"," 4.094345"," 6.440947"," 7.528332"," 7.531016"," 6.100319"," 3.496508"," 6.982863"," 3.044522"," 8.274357"
"TCGA-DD-AACK-01"," 6.120297"," 7.697575"," 9.050641","12.044312"," 9.403272"," 8.031385"," 8.999249"," 9.632072"," 7.455877"," 9.222565","10.269727"," 6.786717"," 8.850947"," 7.705713"," 7.765145"," 5.308268"," 8.358901"," 8.203578"," 7.068172"," 9.454462"," 7.088409"," 5.648974"," 7.443664"," 8.643650"," 7.872455"," 6.977281"," 6.206576"," 6.975414"," 5.081404"," 8.436850"
"TCGA-DD-AADY-01"," 4.9487599"," 6.2265367"," 8.6026367","11.2956273"," 0.6931472"," 6.0707377"," 8.1059112"," 9.6247652"," 2.3025851"," 7.0228681","10.5167524"," 6.0402547"," 7.9634601"," 1.9459101"," 6.2989492"," 5.4595855"," 7.1815919"," 2.9444390"," 1.9459101"," 7.7133379"," 4.4773368"," 4.9767337"," 5.8579332"," 6.8297937"," 6.6528630"," 4.9126549"," 2.7725887"," 6.2146081"," 2.9957323"," 6.9546389"
"TCGA-G3-A25V-01"," 5.666427"," 6.727432"," 7.881182","11.345181"," 8.216088"," 7.672758"," 8.143227"," 9.159889"," 5.717028"," 8.070594"," 9.414179"," 5.929589"," 8.305237"," 5.789960"," 5.820083"," 4.025352"," 6.870053"," 7.055313"," 4.077537"," 8.622814"," 6.104793"," 3.663562"," 6.212606"," 7.641084"," 6.553933"," 5.828946"," 6.142037"," 7.056175"," 3.891820"," 7.992269"
"TCGA-2Y-A9H9-01"," 6.066108"," 5.666427"," 8.115222","10.974609"," 2.890372"," 7.786552"," 8.291797"," 8.702843"," 5.638355"," 4.859812"," 9.578588"," 6.655440"," 8.071531"," 2.995732"," 6.923629"," 2.639057"," 7.261225"," 7.012115"," 1.945910"," 8.668540"," 4.532599"," 4.158883"," 7.038784"," 8.096817"," 7.189168"," 5.991465"," 5.894403"," 6.947937"," 3.433987"," 8.119696"
"TCGA-RC-A7S9-01"," 5.252273"," 6.863803"," 7.522400","11.441601"," 7.679251"," 7.589842"," 7.718241"," 6.776507"," 6.678342"," 4.025352"," 9.116140"," 6.984716"," 8.167636"," 6.629363"," 6.186209"," 6.769642"," 7.193686"," 7.926964"," 4.060443"," 8.723557"," 8.158516"," 4.897840"," 6.647688"," 7.494430"," 6.951772"," 6.411818"," 6.298949"," 7.286192"," 3.761200"," 7.416378"
"TCGA-UB-AA0V-01"," 4.8828019"," 7.0076006"," 7.7604670","10.6756538"," 4.6249728"," 6.4297195"," 7.1098795"," 7.3588309"," 4.8978398"," 5.7004436"," 8.6108657"," 5.3936275"," 7.7441366"," 6.2728770"," 4.7095302"," 2.6390573"," 6.8772961"," 6.4183649"," 3.8712010"," 8.1161184"," 6.7730804"," 4.0253517"," 6.4329401"," 6.8373328"," 6.4167323"," 6.0520892"," 2.9957323"," 7.0466473"," 0.6931472"," 7.4175804"
"TCGA-2Y-A9H5-01"," 5.811141"," 7.984803"," 8.134468","11.053236"," 8.243019"," 7.204149"," 8.207674"," 9.016634"," 7.007601"," 6.284134"," 9.384798"," 6.315358"," 8.222285"," 5.135798"," 6.888572"," 4.204693"," 7.076654"," 4.060443"," 4.110874"," 8.776939"," 5.783825"," 4.859812"," 6.684612"," 7.807917"," 7.309881"," 5.347108"," 5.940171"," 6.978214"," 3.295837"," 8.030735"
