"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"gene","SEC61A2","SEL1L3","EIF3L","RPL3","KRT23","OAS2","SLC39A11","CFHR5","LRRC1","LOXL4","CREG1","JTB","FAM168B","PTPRD","STC1","SLC22A15","SENP2","HSPA4L","COL4A3","CTDSP2","NR2F1","DLEU1","NR2C2","GTPBP6","PRR14L","MAGEH1","TRIM31","NEURL1B","LINC01806","DENND11"
"TCGA-DD-AADB-01"," 6.436150"," 7.425358"," 8.511376","11.281498"," 7.425954"," 8.176673"," 7.906547"," 7.946618"," 7.620705"," 7.983440"," 8.580544"," 6.016157"," 9.113609"," 6.766192"," 6.324359"," 6.261492"," 7.296413"," 7.160846"," 2.397895"," 9.418817"," 7.706163"," 5.587249"," 6.958448"," 8.012350"," 7.568379"," 4.976734"," 5.710427"," 6.035481"," 4.595120"," 7.478735"
"TCGA-DD-A73B-01"," 7.038784"," 6.089045"," 7.463363","10.216508"," 2.302585"," 5.902633"," 7.990577"," 7.069874"," 6.167516"," 3.367296","10.250511"," 6.659294"," 7.842279"," 7.160069"," 6.580639"," 5.723585"," 7.282074"," 6.996681"," 3.912023"," 8.190354"," 6.778785"," 5.017280"," 6.756932"," 7.635787"," 6.749931"," 4.727388"," 5.880533"," 7.085901"," 4.174387"," 7.418781"
"TCGA-RC-A7SF-01"," 5.267858"," 5.459586"," 6.699500","10.623544"," 7.414573"," 6.154858"," 7.689829"," 7.774856"," 4.521789"," 5.141664"," 8.789965"," 6.192362"," 7.222566"," 2.302585"," 5.814131"," 4.682131"," 6.616065"," 6.535241"," 2.708050"," 7.709308"," 4.406719"," 4.709530"," 6.388561"," 7.457032"," 6.274762"," 5.123964"," 4.382027"," 5.874931"," 4.343805"," 6.892642"
"TCGA-DD-AACW-01"," 5.886104"," 5.902633"," 8.323851","11.349170"," 6.817831"," 7.459915"," 8.089789"," 8.196712"," 7.507141"," 7.100027"," 8.830982"," 6.313548"," 8.630700"," 4.418841"," 3.828641"," 5.683580"," 8.001020"," 5.488938"," 1.609438"," 9.430118"," 7.149132"," 4.465908"," 6.146329"," 8.213924"," 6.862758"," 7.192934"," 5.003946"," 6.075346"," 4.532599"," 7.761745"
"TCGA-DD-AACB-01"," 4.077537"," 6.539586"," 7.616284","11.298643"," 4.615121"," 6.698268"," 7.142827"," 4.919981"," 5.645447"," 6.830874"," 8.498622"," 6.383507"," 7.924072"," 5.863631"," 5.231109"," 2.397895"," 6.869014"," 3.912023"," 0.000000"," 8.459140"," 6.773080"," 4.418841"," 5.075174"," 7.230563"," 6.480045"," 6.463029"," 6.192362"," 4.983607"," 0.000000"," 4.912655"
"TCGA-DD-AAE2-01"," 6.156979"," 6.787845"," 8.481980","11.239882"," 1.609438"," 8.235361"," 8.178919"," 9.182558"," 5.662960"," 3.663562"," 9.460866"," 6.206576"," 7.774015"," 6.472346"," 6.543912"," 4.007333"," 7.428927"," 7.124478"," 3.828641"," 8.426831"," 5.973810"," 4.060443"," 6.556778"," 7.727976"," 7.268920"," 6.588926"," 5.442418"," 7.254885"," 4.189655"," 7.069874"
"TCGA-DD-AAW3-01"," 4.9487599"," 5.1119878"," 7.9229860","11.0331139"," 6.8243737"," 5.7683210"," 7.1846292"," 7.8621122"," 2.8332133"," 4.8675345"," 8.8631913"," 6.0958246"," 8.0636926"," 5.0106353"," 5.3752784"," 0.6931472"," 6.8101425"," 6.6957989"," 1.7917595"," 8.4013333"," 7.2240248"," 5.2364420"," 6.1654179"," 7.6736881"," 6.8793558"," 3.8712010"," 2.8332133"," 5.7203118"," 4.0775374"," 6.8373328"
"TCGA-DD-AA3A-01"," 5.4071718"," 8.2591994"," 8.2519247","11.4594614"," 3.6888795"," 5.8318825"," 6.9314718"," 3.2188758"," 6.8012830"," 8.5111751"," 8.0420564"," 6.8669333"," 8.8729077"," 4.9904326"," 7.3198649"," 5.8692969"," 6.6253924"," 7.8991535"," 5.1179938"," 8.3442674"," 5.1119878"," 4.4998097"," 7.3517999"," 7.7240047"," 6.9782137"," 4.3040651"," 0.6931472"," 6.2915691"," 3.9120230"," 6.3801225"
"TCGA-DD-A73G-01"," 5.176150"," 5.916202"," 5.877736","12.016581"," 1.609438"," 5.937536"," 7.303170"," 3.401197"," 4.990433"," 8.794219"," 8.834337"," 7.951559"," 7.606885"," 1.945910"," 4.820282"," 3.713572"," 6.091310"," 5.170484"," 1.386294"," 8.147578"," 6.226537"," 2.708050"," 4.727388"," 8.407602"," 6.343880"," 6.122493"," 4.174387"," 5.973810"," 2.772589"," 6.169611"
"TCGA-KR-A7K0-01"," 5.988961"," 6.280396"," 7.498316","10.892229"," 6.259581"," 7.369601"," 7.589336"," 9.993831"," 4.624973"," 6.643790","10.155918"," 6.944087"," 8.172447"," 5.398163"," 6.098074"," 2.397895"," 6.963190"," 6.428105"," 1.609438"," 8.362409"," 6.898715"," 4.682131"," 6.706862"," 7.428333"," 6.773080"," 4.682131"," 3.218876"," 6.562444"," 0.000000"," 6.770789"
"TCGA-DD-A11A-01"," 6.222576"," 5.017280"," 7.776954","10.313973"," 3.218876"," 5.545177"," 8.347116"," 9.610793"," 6.553933"," 4.955827"," 9.454541"," 6.042633"," 8.399310"," 1.386294"," 7.391415"," 6.287859"," 7.448334"," 7.452402"," 2.302585"," 8.404472"," 5.765191"," 4.262680"," 6.765039"," 8.248791"," 7.123673"," 6.267201"," 5.602119"," 6.338594"," 4.919981"," 7.061334"
"TCGA-DD-AACF-01"," 5.283204"," 5.929589"," 7.901007","11.237949"," 1.791759"," 7.801800"," 7.089243"," 6.947937"," 5.638355"," 6.535241","10.346698"," 7.169350"," 7.917536"," 4.955827"," 5.288267"," 3.555348"," 7.347300"," 5.707110"," 1.609438"," 8.036250"," 3.332205"," 3.218876"," 5.883322"," 7.918265"," 7.016610"," 6.846943"," 7.214504"," 7.265430"," 2.564949"," 7.237778"
"TCGA-DD-AADV-01"," 6.142037"," 6.418365"," 8.982436","11.666693"," 5.638355"," 7.288928"," 8.479076"," 8.882531"," 6.683361"," 6.272877"," 9.912249"," 6.461468"," 8.168486"," 6.100319"," 5.808142"," 5.010635"," 7.849324"," 5.176150"," 3.044522"," 9.239025"," 6.717805"," 5.170484"," 7.293698"," 8.472614"," 7.846590"," 6.483107"," 3.465736"," 7.564757"," 5.214936"," 8.388905"
"TCGA-5C-A9VH-01"," 5.424950"," 7.902487"," 7.441320","11.140005"," 9.044168"," 7.606885"," 8.389360"," 8.788593"," 6.514713"," 6.144186"," 8.989320"," 6.680855"," 7.803843"," 4.709530"," 6.206576"," 3.637586"," 6.804615"," 6.502790"," 4.204693"," 8.318254"," 5.783825"," 5.159055"," 6.584791"," 7.878913"," 6.985642"," 5.416100"," 5.252273"," 6.991177"," 3.465736"," 7.605890"
"TCGA-DD-AAVZ-01"," 5.872118"," 7.395722"," 8.160232","11.178445"," 7.839132"," 7.841886"," 7.877397"," 9.043104"," 6.522093"," 6.731018"," 9.803446"," 6.274762"," 8.473868"," 4.007333"," 5.252273"," 5.135798"," 7.317876"," 6.826545"," 3.526361"," 8.786304"," 5.976351"," 5.605802"," 6.978214"," 7.605392"," 7.028201"," 4.820282"," 6.244167"," 6.453625"," 4.418841"," 7.379008"
"TCGA-UB-A7MD-01"," 5.497168"," 6.135565"," 7.805067","10.887661"," 5.634790"," 8.530504"," 8.119994","10.041117"," 3.610918"," 4.990433"," 9.708263"," 6.502790"," 7.971431"," 5.379897"," 8.025843"," 5.327876"," 7.243513"," 6.486161"," 4.127134"," 8.521185"," 5.384495"," 4.343805"," 6.232448"," 8.123854"," 7.133296"," 6.879356"," 4.912655"," 6.838405"," 5.497168"," 7.777793"
"TCGA-DD-A1EB-01"," 6.2045578"," 5.0172798"," 8.1472883","10.4633605"," 0.6931472"," 7.2203738"," 8.2666784","10.2182983"," 2.0794415"," 6.2344107"," 8.7818625"," 5.5872487"," 8.2027564"," 5.1059455"," 5.4806389"," 4.4659081"," 7.5511869"," 5.9162021"," 2.3025851"," 8.6882853"," 6.9017372"," 2.6390573"," 6.7557689"," 6.6618547"," 7.3258075"," 4.9126549"," 4.4773368"," 6.1841489"," 4.6728288"," 8.1881334"
"TCGA-WJ-A86L-01"," 6.259581"," 4.787492"," 7.160846","10.682239"," 2.302585"," 6.680855"," 7.575072"," 7.818430"," 5.556828"," 6.467699"," 9.390827"," 6.633318"," 9.067970"," 4.430817"," 5.556828"," 5.099866"," 7.893199"," 6.823286"," 3.931826"," 8.868132"," 3.135494"," 4.060443"," 7.262629"," 7.876638"," 7.483244"," 6.021023"," 5.680173"," 7.584265"," 4.836282"," 8.235361"
"TCGA-FV-A4ZQ-01"," 6.018593"," 7.807510"," 8.586906","11.753508"," 2.079442"," 7.678789"," 7.096721"," 6.285998"," 7.341484"," 6.867974"," 8.158516"," 5.613128"," 8.271037"," 3.465736"," 5.257495"," 6.129050"," 7.390799"," 3.465736"," 2.564949"," 8.705497"," 7.538495"," 5.579730"," 6.857514"," 8.335431"," 7.025538"," 6.122493"," 7.480428"," 5.783825"," 2.890372"," 7.080026"
"TCGA-DD-AAD5-01"," 6.3526294"," 8.7981527"," 7.4448333","11.5976618"," 0.6931472"," 9.2085388"," 7.5621616"," 4.4773368"," 6.0591232"," 6.4313311"," 9.6089823"," 7.2019163"," 8.1185051"," 4.8978398"," 6.4134590"," 6.0234476"," 7.2834482"," 6.6147256"," 2.4849066"," 8.8150731"," 7.5506612"," 5.9864520"," 6.6476884"," 8.0758936"," 6.9782137"," 6.5680779"," 7.0518556"," 6.4232470"," 5.2574954"," 6.9884132"
"TCGA-DD-AADL-01"," 5.998937"," 4.624973"," 8.306225","10.985920"," 3.583519"," 6.514713"," 8.086103"," 8.270269"," 6.637258"," 7.291656","10.228935"," 6.352629"," 8.556029"," 7.043160"," 4.934474"," 5.634790"," 7.944492"," 6.383507"," 4.304065"," 8.990192"," 7.177019"," 4.025352"," 7.239215"," 7.513709"," 7.735433"," 6.595781"," 5.407172"," 7.524021"," 3.806662"," 8.884610"
"TCGA-G3-A7M7-01"," 5.236442"," 7.491088"," 7.470224","11.004414"," 5.472271"," 6.650279"," 7.779885"," 5.783825"," 4.890349"," 8.034631"," 8.863474"," 5.846439"," 8.077447"," 2.639057"," 4.521789"," 3.610918"," 6.700731"," 7.351158"," 2.833213"," 7.860956"," 4.532599"," 3.931826"," 5.777652"," 8.266164"," 6.350886"," 4.859812"," 5.669881"," 6.302619"," 4.477337"," 7.367709"
"TCGA-MR-A8JO-01"," 5.361292"," 7.509883"," 7.104965","10.962076"," 3.688879"," 7.197435"," 6.969791"," 3.988984"," 4.454347"," 4.276666"," 8.241703"," 6.345636"," 7.909489"," 5.446737"," 8.480944"," 5.030438"," 6.594413"," 7.939159"," 4.644391"," 8.216628"," 6.472346"," 4.330733"," 6.818924"," 7.295056"," 6.699500"," 5.993961"," 6.638568"," 7.609862"," 3.496508"," 7.577634"
"TCGA-DD-AAE1-01"," 5.472271"," 5.170484"," 7.653969","11.025198"," 6.762730"," 7.215240"," 7.761745"," 5.799093"," 6.969791"," 6.493754"," 9.199077"," 6.369901"," 7.804251"," 3.367296"," 5.564520"," 3.713572"," 7.319202"," 5.755742"," 1.791759"," 8.533067"," 6.897705"," 4.369448"," 6.276643"," 7.393263"," 6.793466"," 6.259581"," 5.768321"," 5.826000"," 3.688879"," 7.409136"
"TCGA-DD-A11C-01"," 6.3508857"," 6.2480429"," 8.6681961","11.0220659"," 0.6931472"," 7.3575562"," 8.7671734","11.8218576"," 3.1354942"," 4.5643482"," 9.4787632"," 6.8658911"," 8.8327336"," 1.6094379"," 8.1376882"," 4.8362819"," 8.1861860"," 6.3919171"," 3.2958369"," 9.0918946"," 5.1416636"," 2.3025851"," 7.2813857"," 7.0157124"," 7.6591714"," 7.4804283"," 5.3278762"," 8.0310602"," 6.0378709"," 8.2136527"
"TCGA-2Y-A9H1-01"," 4.418841"," 5.948035"," 5.278115","11.451869"," 8.806124"," 6.293419"," 8.153350"," 7.181592"," 5.093750"," 5.891644"," 8.567696"," 7.643962"," 6.897705"," 4.442651"," 4.997212"," 3.258097"," 5.905362"," 5.484797"," 2.079442"," 7.534228"," 5.181784"," 4.060443"," 3.583519"," 8.119994"," 5.594711"," 5.894403"," 3.850148"," 5.323010"," 3.871201"," 5.996452"
"TCGA-DD-A4NF-01"," 5.493061"," 5.062595"," 8.271293","10.948558"," 1.098612"," 7.353722"," 7.930206"," 8.947156"," 2.564949"," 3.526361"," 9.539644"," 6.326149"," 8.715716"," 7.533159"," 7.049255"," 2.833213"," 7.710205"," 6.655440"," 2.708050"," 8.903815"," 8.428362"," 4.465908"," 6.865891"," 7.392032"," 7.190676"," 4.343805"," 1.791759"," 6.366470"," 4.553877"," 7.141245"
"TCGA-DD-A4NP-01"," 6.0591232"," 5.0562458"," 7.6294899","11.4033561"," 0.6931472"," 7.0842264"," 8.7574691","10.8214768"," 5.0434251"," 5.2729996"," 9.2445485"," 6.2166061"," 8.0730912"," 6.9688504"," 5.0751738"," 2.3025851"," 7.4193806"," 5.6835798"," 3.6635616"," 8.3877676"," 6.5439118"," 4.7791235"," 5.8579332"," 8.3464049"," 6.6541525"," 6.2480429"," 1.9459101"," 5.0998664"," 4.3438054"," 6.4520490"
"TCGA-FV-A3R2-01"," 5.560682"," 7.561642"," 8.183677","11.038609"," 2.890372"," 8.044947"," 7.132498"," 9.280426"," 6.126869"," 7.667626"," 8.744010"," 5.743003"," 8.677440"," 7.956126"," 6.823286"," 6.054439"," 7.845808"," 5.733341"," 2.079442"," 9.414016"," 5.273000"," 3.850148"," 7.343426"," 8.725507"," 7.498870"," 6.467699"," 3.135494"," 7.309212"," 3.583519"," 8.339979"
"TCGA-DD-AADF-01"," 6.033086"," 5.365976"," 6.895683","11.050239"," 0.000000"," 6.543912"," 7.861727"," 6.520621"," 4.605170"," 1.791759"," 9.275847"," 7.297768"," 7.741534"," 4.290459"," 5.402677"," 4.077537"," 6.486161"," 6.608001"," 1.386294"," 7.627544"," 6.563856"," 4.382027"," 5.170484"," 7.511525"," 6.285998"," 6.731018"," 5.451038"," 6.665684"," 4.189655"," 5.786897"
"TCGA-DD-AACP-01"," 5.298317"," 6.255750"," 8.657824","11.846887"," 4.867534"," 5.273000"," 7.438384"," 8.316789"," 6.516193"," 6.886532"," 7.748029"," 6.375025"," 8.435115"," 3.988984"," 5.768321"," 3.871201"," 7.153052"," 5.929589"," 2.944439"," 8.326275"," 7.354362"," 4.543295"," 6.383507"," 7.901007"," 7.299121"," 6.413459"," 5.075174"," 6.142037"," 3.465736"," 7.157735"
"TCGA-DD-AACA-01"," 5.955837"," 5.624018"," 8.968269","11.814333"," 2.772589"," 6.747587"," 8.708144"," 8.429891"," 5.703782"," 5.170484"," 8.341410"," 5.955837"," 8.935640"," 6.889591"," 6.137727"," 2.772589"," 7.841493"," 5.988961"," 3.332205"," 9.264544"," 7.858641"," 5.552960"," 7.345365"," 8.255049"," 7.803843"," 6.131226"," 4.990433"," 7.742402"," 5.159055"," 8.684909"
"TCGA-KR-A7K2-01"," 5.298317"," 5.924256"," 6.104793","10.594482"," 5.857933"," 8.508758"," 7.740664"," 8.137396"," 5.913503"," 5.214936"," 9.576233"," 7.365180"," 7.494986"," 4.624973"," 5.686975"," 3.663562"," 6.625392"," 5.802118"," 2.772589"," 8.069968"," 6.717805"," 2.772589"," 5.267858"," 7.665285"," 6.154858"," 5.662960"," 5.908083"," 6.246107"," 2.639057"," 6.722630"
"TCGA-DD-A1EC-01"," 5.4293456"," 9.8209208"," 8.5159925","11.4206347"," 0.6931472"," 7.7765350"," 7.9035963"," 2.8903718"," 6.7117404"," 3.2188758"," 9.1264151"," 6.3261495"," 8.6801620"," 1.0986123"," 7.1340937"," 5.8721178"," 7.8192345"," 8.8324418"," 1.3862944"," 8.9431143"," 7.8532164"," 4.8828019"," 7.3594676"," 7.9942950"," 7.6884554"," 5.4116461"," 6.5176713"," 7.4054957"," 4.7621739"," 8.4140524"
"TCGA-DD-AADN-01"," 3.583519"," 6.475433"," 5.123964","11.886143"," 5.017280"," 6.226537"," 7.327123"," 3.713572"," 6.135565"," 1.386294"," 6.180017"," 6.535241"," 6.712956"," 0.000000"," 2.944439"," 4.521789"," 5.820083"," 5.123964"," 2.639057"," 7.015712"," 6.797940"," 3.401197"," 4.060443"," 7.434848"," 5.105945"," 3.091042"," 6.169611"," 3.465736"," 2.833213"," 5.347108"
"TCGA-K7-A5RG-01"," 5.579730"," 8.442254"," 7.664347","10.468375"," 4.941642"," 7.993958"," 7.920447"," 8.130648"," 5.545177"," 5.940171"," 8.986196"," 5.379897"," 8.333270"," 7.336286"," 6.159095"," 4.204693"," 7.483807"," 5.501258"," 5.411646"," 8.575462"," 6.620073"," 4.634729"," 7.069874"," 7.557473"," 6.825460"," 6.886532"," 7.515889"," 6.572283"," 5.023881"," 7.506042"
"TCGA-ES-A2HS-01"," 5.549076"," 4.234107"," 6.139885","11.988159"," 6.955593"," 5.605802"," 7.762596"," 7.403061"," 4.290459"," 7.723562"," 8.659907"," 6.573680"," 7.687997"," 3.583519"," 3.931826"," 1.098612"," 6.556778"," 4.912655"," 1.386294"," 7.843456"," 6.204558"," 3.465736"," 4.204693"," 8.320692"," 5.948035"," 6.872128"," 1.945910"," 6.335054"," 4.077537"," 7.127694"
"TCGA-2Y-A9GU-01"," 5.963579"," 5.356586"," 8.644883","11.151611"," 0.000000"," 6.222576"," 7.587311"," 6.270988"," 4.127134"," 6.959399"," 9.054972"," 6.230481"," 8.129175"," 4.204693"," 5.105945"," 4.770685"," 7.379632"," 7.017506"," 2.995732"," 8.581107"," 5.036953"," 3.737670"," 6.777647"," 7.362645"," 7.246368"," 5.627621"," 1.098612"," 6.455199"," 3.465736"," 7.087574"
"TCGA-LG-A9QC-01"," 5.220356"," 8.144098"," 7.780721","10.595134"," 3.555348"," 7.551712"," 7.771067"," 3.218876"," 3.688879"," 3.931826"," 8.802673"," 6.431331"," 8.099554"," 1.098612"," 6.194405"," 5.283204"," 6.932448"," 5.899897"," 2.197225"," 8.205492"," 7.317212"," 5.323010"," 6.366470"," 7.678789"," 6.989335"," 4.454347"," 3.828641"," 6.475433"," 0.000000"," 5.062595"
"TCGA-DD-AAE9-01"," 4.382027"," 3.713572"," 6.682109","10.412021"," 2.079442"," 4.753590"," 6.559615","10.062540"," 5.017280"," 5.924256"," 8.856803"," 6.447306"," 7.720018"," 4.927254"," 4.369448"," 2.890372"," 6.690842"," 6.202536"," 0.000000"," 7.463937"," 6.154858"," 3.828641"," 5.948035"," 7.535830"," 5.978886"," 5.659482"," 2.890372"," 5.564520"," 2.484907"," 6.614726"
"TCGA-K7-A5RF-01"," 5.273000"," 7.404888"," 7.454720","10.551794"," 6.859615"," 9.799349"," 7.829630"," 8.214736"," 4.941642"," 6.714171"," 9.020632"," 5.416100"," 7.310550"," 5.752573"," 5.886104"," 3.871201"," 7.065613"," 6.461468"," 3.761200"," 8.376090"," 7.128496"," 3.637586"," 5.968708"," 7.578657"," 6.701960"," 5.940171"," 3.367296"," 6.406880"," 4.007333"," 7.303170"
"TCGA-XR-A8TC-01"," 6.2106001"," 8.0238800"," 8.3861729","11.5818823"," 6.5279579"," 6.9440872"," 7.8777763"," 5.4161004"," 7.4593389"," 7.8111634"," 9.7477106"," 6.5294188"," 8.5952647"," 3.4011974"," 7.2841348"," 4.4543473"," 6.6995003"," 5.9889614"," 3.8501476"," 8.4553178"," 4.9767337"," 5.2094862"," 6.8319536"," 7.3078728"," 7.5142547"," 4.8040210"," 5.7745515"," 6.7298241"," 0.6931472"," 8.2516639"
"TCGA-G3-AAV0-01"," 5.455321"," 4.990433"," 6.378426","11.253675"," 1.609438"," 5.899897"," 6.887553"," 6.214608"," 2.197225"," 3.332205"," 9.119430"," 7.078342"," 7.086738"," 2.397895"," 4.653960"," 1.791759"," 6.849066"," 5.273000"," 1.791759"," 7.494986"," 5.820083"," 3.465736"," 4.867534"," 6.749931"," 6.079933"," 3.871201"," 5.347108"," 5.476464"," 2.484907"," 7.013915"
"TCGA-DD-A4NO-01"," 6.413459"," 6.161207"," 7.629004","10.573571"," 7.585281"," 6.523562"," 7.888335","10.180627"," 6.111467"," 7.834788","10.092661"," 5.932245"," 8.237215"," 4.859812"," 7.430707"," 5.214936"," 7.218910"," 6.608001"," 3.433987"," 8.682199"," 5.899897"," 3.555348"," 6.670766"," 8.130942"," 6.812345"," 6.792344"," 4.532599"," 6.496775"," 3.135494"," 8.333030"
"TCGA-DD-AACS-01"," 5.480639"," 4.262680"," 7.669962","10.214166"," 1.098612"," 6.077642"," 7.234177"," 9.118115"," 4.753590"," 5.476464"," 9.748878"," 5.976351"," 8.301522"," 1.945910"," 5.575949"," 3.332205"," 7.748029"," 6.095825"," 1.609438"," 8.065579"," 3.583519"," 3.737670"," 6.535241"," 7.008505"," 7.076654"," 3.737670"," 5.176150"," 6.678342"," 4.406719"," 7.478170"
"TCGA-DD-AAC8-01"," 5.323010"," 6.852243"," 8.349248","11.271185"," 4.584967"," 5.891644"," 7.941296","10.206440"," 2.890372"," 2.079442"," 9.727228"," 6.981006"," 8.693664"," 4.934474"," 6.565265"," 4.983607"," 7.651120"," 5.010635"," 2.197225"," 8.970178"," 8.727940"," 5.278115"," 6.922644"," 7.890957"," 7.003065"," 6.689599"," 5.594711"," 5.579730"," 0.000000"," 7.247793"
"TCGA-KR-A7K8-01"," 5.505332"," 7.004882"," 7.363914","11.257439"," 1.386294"," 7.160069"," 7.138073"," 8.000014"," 4.990433"," 5.958425"," 8.504918"," 7.390181"," 8.090402"," 1.386294"," 6.102559"," 3.401197"," 6.999422"," 6.342121"," 2.302585"," 8.594710"," 5.545177"," 3.988984"," 5.968708"," 7.779049"," 6.689599"," 6.152733"," 6.648985"," 6.712956"," 3.178054"," 7.131699"
"TCGA-DD-AAED-01"," 5.049856"," 6.049733"," 6.100319","11.633407"," 9.377464"," 7.266827"," 6.844815"," 6.154858"," 6.532334"," 7.578145"," 9.566615"," 7.194437"," 7.072422"," 0.000000"," 4.691348"," 6.432940"," 6.975414"," 4.430817"," 1.386294"," 7.646354"," 2.197225"," 4.369448"," 6.670766"," 7.189922"," 6.874198"," 3.332205"," 4.189655"," 4.454347"," 3.433987"," 6.898715"
"TCGA-WX-AA44-01"," 5.257495"," 8.022569"," 6.361302","10.780622"," 7.063048"," 7.086738"," 7.375882"," 8.904630"," 6.910751"," 7.463363"," 9.210740"," 7.210080"," 8.349248"," 5.789960"," 5.257495"," 4.736198"," 7.210080"," 6.458338"," 4.110874"," 8.580168"," 5.843544"," 3.891820"," 5.869297"," 7.629004"," 6.811244"," 6.107023"," 4.605170"," 6.563856"," 3.610918"," 7.105786"
"TCGA-DD-A1EG-01"," 5.231109"," 8.178919"," 8.189245","11.422891"," 8.195058"," 7.632886"," 7.735433"," 8.339740"," 7.006695"," 7.466799","10.403020"," 6.805723"," 8.778326"," 5.888878"," 6.077642"," 4.927254"," 6.929517"," 6.272877"," 3.258097"," 8.705165"," 5.799093"," 5.411646"," 6.469250"," 8.361475"," 7.051856"," 6.434547"," 6.431331"," 6.555357"," 4.882802"," 7.763446"
"TCGA-2Y-A9H7-01"," 6.156979"," 6.226537"," 8.522579","11.594275"," 7.592366"," 6.990257"," 8.136226"," 9.003931"," 6.343880"," 8.122371"," 8.665786"," 6.769642"," 8.837391"," 3.178054"," 4.418841"," 2.833213"," 7.759187"," 6.431331"," 1.386294"," 9.160204"," 6.731018"," 4.969813"," 6.670766"," 7.434257"," 7.091742"," 7.078342"," 6.188264"," 6.459904"," 3.555348"," 7.730175"
"TCGA-DD-AAD0-01"," 5.793014"," 3.806662"," 8.024535","10.656200"," 4.477337"," 7.945201"," 7.078342"," 7.135687"," 2.397895"," 4.110874"," 9.074635"," 6.008813"," 8.263075"," 5.963579"," 5.755742"," 2.197225"," 7.357556"," 6.896694"," 3.891820"," 8.219595"," 7.475906"," 4.276666"," 6.634633"," 7.606387"," 7.176255"," 6.679599"," 4.919981"," 7.189922"," 4.521789"," 7.325808"
"TCGA-DD-A4NB-01"," 5.783825"," 7.812378"," 7.800982","10.748003"," 4.465908"," 6.717805"," 7.524021"," 4.430817"," 5.036953"," 5.129899"," 8.990815"," 5.187386"," 8.430545"," 5.888878"," 6.386879"," 4.882802"," 7.192182"," 8.140024"," 3.555348"," 8.836665"," 7.621685"," 4.262680"," 6.993015"," 7.457032"," 7.071573"," 5.897154"," 5.093750"," 7.223296"," 3.912023"," 7.768110"
"TCGA-G3-AAV2-01"," 5.209486"," 4.718499"," 8.059592","11.613314"," 2.484907"," 6.137727"," 7.286876","10.866757"," 4.234107"," 5.902633"," 9.355393"," 6.834109"," 8.465268"," 5.147494"," 5.433722"," 1.609438"," 7.113142"," 5.356586"," 2.484907"," 8.478660"," 7.499977"," 4.094345"," 6.371612"," 7.982758"," 6.869014"," 4.709530"," 1.609438"," 5.497168"," 3.931826"," 6.350886"
"TCGA-DD-AAD3-01"," 5.214936"," 6.326149"," 8.508354","11.220418"," 7.145984"," 7.362011"," 8.125631"," 9.047351"," 6.255750"," 7.216709"," 9.607706"," 6.259581"," 8.080856"," 5.669881"," 6.634633"," 5.236442"," 7.040536"," 6.111467"," 3.713572"," 8.381603"," 6.364751"," 4.919981"," 6.369901"," 7.478170"," 7.224753"," 5.420535"," 3.828641"," 6.706862"," 4.564348"," 7.602401"
"TCGA-DD-A11B-01"," 6.463029"," 5.332719"," 7.862882","10.834273"," 4.356709"," 6.418365"," 7.487174","11.548428"," 4.158883"," 6.313548"," 9.778774"," 6.232448"," 8.878358"," 5.010635"," 6.609349"," 2.890372"," 8.145550"," 6.888572"," 3.367296"," 9.375431"," 6.331502"," 5.323010"," 7.333676"," 7.559038"," 7.501082"," 7.013915"," 4.158883"," 6.448889"," 3.737670"," 8.419580"
"TCGA-DD-AAVW-01"," 4.969813"," 7.887584"," 8.046549","11.257349"," 5.342334"," 6.828712"," 8.542861"," 5.505332"," 6.994850"," 6.752270"," 9.397981"," 5.910797"," 8.183118"," 4.727388"," 6.075346"," 3.988984"," 7.023759"," 5.752573"," 4.262680"," 8.528529"," 6.440947"," 5.594711"," 7.173192"," 7.177019"," 7.142037"," 6.177944"," 5.645447"," 7.446585"," 5.220356"," 8.154500"
"TCGA-BC-A3KF-01"," 6.259581"," 5.252273"," 8.188411","11.219145"," 1.098612"," 6.710523"," 8.251664"," 7.833204"," 6.946976"," 6.287859","10.105734"," 6.335054"," 8.110427"," 5.697093"," 5.874931"," 6.047372"," 8.020928"," 6.935370"," 1.609438"," 9.393495"," 6.962243"," 3.931826"," 7.149132"," 8.387312"," 7.424762"," 6.021023"," 7.450661"," 6.909753"," 5.111988"," 8.410721"
"TCGA-G3-A3CG-01"," 5.099866"," 5.141664"," 7.670895","10.778540"," 7.074117"," 8.195885"," 7.303843"," 9.765145"," 3.871201"," 6.916715"," 9.838736"," 5.921578"," 7.980708"," 5.594711"," 6.769642"," 5.840642"," 6.859615"," 6.760415"," 2.079442"," 8.040447"," 5.986452"," 3.663562"," 6.104793"," 7.271704"," 6.992096"," 6.481577"," 5.852202"," 6.180017"," 3.496508"," 7.741534"
"TCGA-DD-AAW2-01"," 4.465908"," 5.117994"," 8.001690","11.019236"," 1.791759"," 5.796058"," 6.361302"," 5.252273"," 2.944439"," 5.393628"," 9.219994"," 5.802118"," 8.131531"," 5.075174"," 5.697093"," 1.386294"," 6.741701"," 5.993961"," 2.397895"," 8.231642"," 7.095893"," 4.762174"," 6.218600"," 7.394493"," 6.587550"," 6.594413"," 1.098612"," 6.329721"," 2.484907"," 7.210080"
