"","gene1","gene2","weight"
"1","NFYA","NIPAL3","0.295317739688935"
"2","NFYA","ACSM3","-0.0347679042764834"
"3","NFYA","GGCT","0.208409788720617"
"4","NFYA","GTF2IRD1","0.480725774431491"
"5","NFYA","MED24","0.574782792922465"
"6","NFYA","BAZ1B","0.520644627808757"
"7","NFYA","METTL13","0.472222407997545"
"8","NFYA","PTBP1","0.726391212456804"
"9","NFYA","SYT13","0.107821663988865"
"10","NFYA","PHF20","0.549466255063543"
"11","NFYA","FAS","0.0100022655415166"
"12","NFYA","DEPDC1B","0.541318493948578"
"13","NFYA","ARID4B","0.500001997737386"
"14","NFYA","CS","0.550180296563088"
"15","NFYA","RPL18","0.216633779968759"
"16","NFYA","RNF4","0.4430735000835"
"17","NFYA","RFXANK","0.444274351125792"
"18","NFYA","YBX1","0.258879912366507"
"19","NFYA","NFYC","0.320420989854831"
"20","NFYA","VPS35","0.430290439087241"
"21","NFYA","ZFYVE26","0.493277667230941"
"22","NFYA","NUP37","0.524255456375624"
"23","NFYA","UNG","0.543627298043498"
"24","NFYA","SNRPA","0.278999294963371"
"25","NFYA","KCNN2","-0.0802996380021452"
"26","NFYA","C5orf22","0.494089058322298"
"27","NFYA","XPO1","0.55579988846332"
"28","NFYA","STARD7","0.499874534545999"
"29","NFYA","AGBL5","0.462902925852432"
"30","NFYA","AURKA","0.279607516647735"
"31","NFYA","CNOT3","0.654784833842751"
"32","NFYA","TPX2","0.545521956373562"
"33","NFYA","RPLP0","0.401246573048429"
"34","NFYA","TRMT6","0.573782155542298"
"35","NFYA","SLC7A8","0.110269020647454"
"36","NFYA","HNRNPC","0.587446101019079"
"37","NFYA","POLRMT","0.251040078636808"
"38","NFYA","CENPM","0.381344864675767"
"39","NFYA","SUN2","0.0848590729110538"
"40","NFYA","MCM5","0.474694013577693"
"41","NFYA","CDKN3","0.42061684421424"
"42","NFYA","GSTZ1","-0.259268623129542"
"43","NFYA","VRK1","0.441542025569103"
"44","NFYA","PABPN1","0.457571079254669"
"45","NFYA","DCAF11","0.153797327065142"
"46","NFYA","FAM83D","0.392596311275356"
