"","from","to"
"160","ELK1","EPHA2"
"161","GAB1","MET"
"162","GRB2","MET"
"163","SHC2","MET"
"164","HRAS","MET"
"165","HGF","MET"
"166","PIK3CA","MET"
"167","GRB2","NGFR"
"168","SHC2","NGFR"
"169","SOS1","PDGFRA"
"170","GRB2","PDGFRA"
"171","SHC2","PDGFRA"
"172","HRAS","PDGFRA"
"173","PDGFD","PDGFRA"
"174","PIK3CA","PDGFRA"
"175","PRKCA","PLCB1"
"176","PRKCB","PLCB1"
"177","EGFR","PLCB1"
"178","IGF1R","PLCB1"
"179","EPHA2","PLCB1"
"180","MET","PLCB1"
"181","NGFR","PLCB1"
"182","PDGFRA","PLCB1"
"183","GNA14","PLCB1"
"184","PRKCA","PLCB2"
"185","PRKCB","PLCB2"
"186","EGFR","PLCB2"
"187","PRKCA","PLCG1"
"188","PRKCB","PLCG1"
"189","EGFR","PLCG1"
"190","PIK3CA","PLCG1"
"191","PIK3CB","PLCG1"
"192","PIK3CD","PLCG1"
"193","PIK3R1","PLCG1"
"194","PIK3R3","PLCG1"
"195","IGF1R","PLCG1"
"196","MET","PLCG1"
"197","PDGFRA","PLCG1"
"198","PRKCA","PLCG2"
"199","PRKCB","PLCG2"
"200","PIK3CA","HOMER2"
"201","PIK3CA","HOMER1"
"202","TGFBR1","TGFBR2"
"203","AKT1","SMAD4"
"204","CDKN1A","SMAD4"
"205","SMAD4","SMAD4"
"206","RB1","DGKZ"
"207","AKT1","TSC1"
"208","AKT2","TSC1"
"209","AKT3","TSC2"
"210","TSC1","RHEB"
"211","TP53","CDK1"
"212","RB1","CDK1"
"213","GADD45G","CDK1"
"214","GADD45G","PCNA"
"215","ARAF","YWHAB"
"216","ARAF","YWHAG"
"217","TP53","YWHAG"
"218","ARAF","YWHAZ"
"219","TP53","PRKDC"
"220","YWHAB","CDC25B"
"221","YWHAG","CDC25B"
"222","YWHAZ","CDC25B"
"223","YWHAB","CDC25C"
"224","YWHAG","CDC25C"
"225","YWHAZ","CDC25C"
"226","AKT1","GSK3B"
"227","AKT2","GSK3B"
"228","IGF1","GSK3B"
"229","TP53","GSK3B"
"230","TSC1","GSK3B"
"231","CDK1","CCNB1"
"232","TP53","CCNA2"
"233","CDKN1A","CCNA2"
"234","RB1","CCNA2"
"235","CDK1","CDK7"
"236","TYMS","E2F4"
"237","SMS","E2F4"
"238","UXS1","E2F4"
"239","PIP4K2B","E2F4"
"240","MTHFD1","E2F4"
"241","GCH1","E2F4"
"242","TP53","E2F4"
"243","RB1","E2F4"
"244","IGF1R","E2F4"
"245","FANCG","E2F4"
"246","TGFBR1","E2F4"
"247","CDK1","E2F4"
"248","PRKDC","E2F4"
"249","CDC45","E2F4"
"250","CCNA2","E2F4"
"251","SMS","E2F5"
"252","UXS1","E2F5"
"253","PIP4K2B","E2F5"
"254","GCH1","E2F5"
"255","GGPS1","E2F5"
"256","TP53","E2F5"
"257","RB1","E2F5"
"258","IGF1R","E2F5"
"259","FANCG","E2F5"
"260","TGFBR1","E2F5"
"261","SMAD4","E2F5"
"262","CDC6","E2F5"
"263","PDE7A","E2F1"
"264","TYMS","E2F1"
"265","AMDHD1","E2F1"
"266","SMS","E2F1"
"267","UXS1","E2F1"
"268","PIP4K2B","E2F1"
"269","MTHFD1","E2F1"
"270","GCH1","E2F1"
"271","GGPS1","E2F1"
"272","GSTM2","E2F1"
"273","GSTT2B","E2F1"
"274","AKT2","E2F1"
"275","EGFR","E2F1"
"276","TP53","E2F1"
"277","CDKN2A","E2F1"
"278","CDKN1A","E2F1"
"279","RB1","E2F1"
"280","IGF1R","E2F1"
"281","UPF3B","E2F1"
"282","PPP2R5A","E2F1"
"283","FANCG","E2F1"
"284","UBE2T","E2F1"
"285","TGFB2","E2F1"
"286","RAC1","E2F1"
"287","ENAH","E2F1"
"288","TGFBR1","E2F1"
"289","TSC1","E2F1"
"290","CDK1","E2F1"
"291","PRKDC","E2F1"
"292","CDC45","E2F1"
"293","CDC6","E2F1"
"294","GSK3B","E2F1"
"295","CCNB1","E2F1"
"296","CCNA2","E2F1"
"297","CDK7","E2F1"
"298","E2F4","E2F1"
"299","E2F5","E2F1"
"300","E2F1","E2F1"
"301","AMDHD1","E2F2"
"302","UXS1","E2F2"
"303","PIP4K2B","E2F2"
"304","GGPS1","E2F2"
"305","TP53","E2F2"
"306","RB1","E2F2"
"307","IGF1R","E2F2"
"308","FANCG","E2F2"
"309","ENAH","E2F2"
"310","TGFBR1","E2F2"
"311","CDC45","E2F2"
"312","CDC6","E2F2"
"313","CCNA2","E2F2"
"314","E2F4","E2F2"
"315","E2F1","E2F2"
"316","UXS1","E2F3"
"317","PIP4K2B","E2F3"
"318","GCH1","E2F3"
"319","GGPS1","E2F3"
"320","TP53","E2F3"
"321","CDKN1A","E2F3"
"322","RB1","E2F3"
"323","FANCG","E2F3"
"324","TGFBR1","E2F3"
"325","CDK1","E2F3"
"326","CDC45","E2F3"
"327","CCNA2","E2F3"
"328","E2F4","E2F3"
"329","E2F5","E2F3"
"330","E2F1","E2F3"
"331","E2F2","E2F3"
"332","E2F3","E2F3"
"333","EGFR","HDAC1"
"334","TP53","HDAC1"
"335","CDKN2A","HDAC1"
"336","CDKN1A","HDAC1"
"337","RB1","HDAC1"
"338","E2F1","HDAC1"
"339","HDAC1","HDAC1"
"340","CCNB2","ANAPC7"
"341","TP53","ANAPC11"
"342","CCNB2","ANAPC11"
"343","HDAC2","CDC20"
"344","TP53","PPP1CC"
"345","CDC25C","PPP1CC"
"346","EGFR","NEDD4L"
"347","EHD3","RBSN"
"348","MTOR","RRAGC"
"349","TSC1","RPS6KA3"
"350","MTOR","PRKAA2"
"351","TSC2","PRKAA2"
"352","E2F1","WNT1"
"353","TP53","WNT3"
"354","E2F4","WNT5A"
"355","E2F5","WNT5A"
"356","E2F1","WNT5A"
"357","E2F2","WNT5A"
"358","E2F3","WNT5A"
"359","E2F4","WNT9A"
"360","E2F5","WNT9A"
"361","E2F1","WNT9A"
"362","E2F2","WNT9A"
"363","E2F3","WNT9A"
"364","TP53","FZD10"
"365","E2F1","FZD10"
"366","WNT16","FZD10"
"367","WNT3","FZD10"
"368","WNT5A","FZD10"
"369","WNT7B","FZD10"
"370","WNT8A","FZD10"
"371","WNT2B","FZD10"
"372","WNT9A","FZD10"
"373","WNT9B","FZD10"
"374","WNT10A","FZD10"
"375","WNT3A","FZD10"
"376","ELK1","FZD4"
"377","E2F4","FZD9"
"378","E2F5","FZD9"
"379","E2F1","FZD9"
"380","E2F2","FZD9"
"381","E2F3","FZD9"
"382","WNT4","LRP6"
"383","WNT1","LRP6"
"384","WNT3","LRP6"
"385","WNT5A","LRP6"
"386","WNT6","LRP6"
"387","WNT7A","LRP6"
"388","WNT7B","LRP6"
"389","WNT8B","LRP6"
"390","WNT10B","LRP6"
"391","WNT9A","LRP6"
"392","WNT9B","LRP6"
"393","WNT10A","LRP6"
"394","WNT5B","LRP6"
"395","WNT3A","LRP6"
"396","FZD6","LRP6"
"397","FZD7","LRP6"
"398","FZD8","LRP6"
"399","FZD9","LRP6"
"400","FZD10","LRP5"
"401","RAC1","DVL1"
"402","LRP6","DVL1"
"403","LRP5","DVL1"
"404","TP53","DVL2"
"405","RAC1","DVL2"
"406","GSK3B","DVL2"
"407","RAC1","DVL3"
"408","GSK3B","DVL3"
"409","MTOR","RPS6KB1"
"410","AKT3","RPS6KB1"
"411","AKT1","RPS6KB1"
"412","AKT2","RPS6KB1"
"413","PDPK1","RPS6KB1"
"414","MAPK1","RPS6KB1"
"415","MAPK3","RPS6KB1"
"416","PPP2CB","RPS6KB1"
"417","PPP2R1A","RPS6KB1"
"418","E2F1","RPS6KB1"
"419","E2F2","RPS6KB1"
"420","AKT3","HSP90AA1"
"421","AKT3","HSP90AB1"
"422","PRKCA","PTK2"
"423","PRKCB","PTK2"
"424","PRKCG","PTK2"
"425","AKT3","PTK2"
"426","EGFR","PTK2"
"427","PIK3CA","PTK2"
"428","PIK3CB","PTK2"
"429","PIK3CD","PTK2"
"430","PIK3R1","PTK2"
"431","PIK3R2","PTK2"
"432","PIK3R3","PTK2"
"433","TP53","PTK2"
"434","IGF1R","PTK2"
"435","MET","PTK2"
"436","PDGFRA","PTK2"
"437","RAC1","TLR4"
"438","MYD88","TLR4"
"439","CD14","TLR4"
"440","MTOR","PRKAB1"
"441","TP53","PRKAB1"
"442","MTOR","PRKAB2"
"443","MTOR","PRKAG1"
"444","PRKAA2","ELAVL1"
"445","PRKAG2","ELAVL1"
"446","PRKAB1","ELAVL1"
"447","PRKAB2","ELAVL1"
"448","PRKAG1","ELAVL1"
"449","CYP1A2","FOS"
"450","SHC4","FOS"
"451","PRKCG","FOS"
"452","HRAS","FOS"
"453","KRAS","FOS"
"454","NRAS","FOS"
"455","TP53","FOS"
"456","CDKN1A","FOS"
"457","RB1","FOS"
"458","ELK4","FOS"
"459","TGFBR2","FOS"
"460","ANAPC5","FOS"
"461","WNT2B","FOS"
"462","DVL2","FOS"
"463","TLR4","FOS"
"464","FOS","FOS"
"465","TKT","MYC"
"466","TALDO1","MYC"
"467","ACAT1","MYC"
"468","PNP","MYC"
"469","PDE7A","MYC"
"470","DTYMK","MYC"
"471","TYMS","MYC"
"472","GLS2","MYC"
"473","SHMT1","MYC"
"474","MAT1A","MYC"
"475","PCCA","MYC"
"476","SRM","MYC"
"477","MTR","MYC"
"478","B4GALT3","MYC"
"479","UGDH","MYC"
"480","PIP4K2B","MYC"
"481","LPCAT1","MYC"
"482","MTHFD1","MYC"
"483","MTHFD1L","MYC"
"484","RETSAT","MYC"
"485","GSTP1","MYC"
"486","MGST1","MYC"
"487","MAP2K1","MYC"
"488","HRAS","MYC"
"489","KRAS","MYC"
"490","NRAS","MYC"
"491","TP53","MYC"
"492","CDKN2A","MYC"
"493","CDKN1A","MYC"
"494","RB1","MYC"
"495","IGF1R","MYC"
"496","MAPK3","MYC"
"497","UPF2","MYC"
"498","SMG7","MYC"
"499","HGS","MYC"
"500","FANCD2","MYC"
"501","TGFB2","MYC"
"502","HOMER2","MYC"
"503","HOMER1","MYC"
"504","TGFBR1","MYC"
"505","SMAD4","MYC"
"506","RHEB","MYC"
"507","CDK1","MYC"
"508","PRKDC","MYC"
"509","CDC6","MYC"
"510","GSK3B","MYC"
"511","CCNB1","MYC"
"512","CCNA2","MYC"
"513","E2F4","MYC"
"514","E2F5","MYC"
"515","E2F1","MYC"
"516","E2F2","MYC"
"517","ANAPC5","MYC"
"518","WNT3","MYC"
"519","WNT2B","MYC"
"520","WNT10A","MYC"
"521","FZD7","MYC"
"522","FZD9","MYC"
"523","DVL2","MYC"
"524","FOS","MYC"
"525","MYC","MYC"
"526","TP53","CCNE1"
"527","CDKN1A","CCNE1"
"528","RB1","CCNE1"
"529","BRCA2","CCNE1"
"530","E2F1","CCNE1"
"531","HDAC2","CCNE1"
"532","MYC","CCNE1"
"533","MYC","RAD1"
"534","RAD1","RAD1"
"535","MAP2K1","PRKCD"
"536","ARAF","PRKCD"
"537","PIK3CA","PRKCD"
"538","PIK3CB","PRKCD"
"539","PIK3CD","PRKCD"
"540","PIK3R2","PRKCD"
"541","PIK3R3","PRKCD"
"542","MAPK1","PRKCD"
"543","PLCG1","PRKCD"
"544","PLCG2","PRKCD"
"545","TLE1","TLE1"
"546","MYC","LEF1"
"547","LEF1","LEF1"
"548","TP53","TCF7L1"
"549","MYC","TCF7L1"
"550","LEF1","TCF7L1"
"551","TP53","RUVBL1"
"552","LEF1","RUVBL1"
"553","TCF7L1","RUVBL1"
"554","GSK3B","APC2"
"555","CSNK1A1L","APC2"
"556","APC","APC"
"557","CTNNB1","CTNNB1"
"558","WNT16","SFRP1"
"559","MYC","SFRP1"
"560","WNT16","SFRP5"
"561","AKT1","SMAD2"
"562","TP53","SMAD2"
"563","CDKN1A","SMAD2"
"564","MAPK3","SMAD2"
"565","RAN","SMAD2"
"566","TGFBR1","SMAD2"
"567","TGFBR2","SMAD2"
"568","E2F4","SMAD2"
"569","E2F5","SMAD2"
"570","HDAC1","SMAD2"
"571","MYC","SMAD2"
"572","LEF1","SMAD2"
"573","SMAD2","SMAD2"
"574","AKT1","SMAD3"
"575","TP53","SMAD3"
"576","CDKN1A","SMAD3"
"577","MAPK3","SMAD3"
"578","HGS","SMAD3"
"579","TGFB2","SMAD3"
"580","SMAD4","SMAD3"
"581","E2F5","SMAD3"
"582","MYC","SMAD3"
"583","SMAD3","SMAD3"
"584","IGF1","DCN"
"585","TGFB1","DCN"
"586","SHC2","FYN"
"587","PIK3CA","FYN"
"588","RAC1","FYN"
"589","FCER1A","FYN"
"590","PTK2","FYN"
"591","ENAH","ACTB"
"592","SMAD3","ACTB"
"593","MYC","ACTG1"
"594","PRKAG2","BMP8A"
"595","E2F4","RASSF4"
"596","E2F5","RASSF4"
"597","E2F1","RASSF4"
"598","E2F2","RASSF4"
"599","E2F3","RASSF4"
"600","PIP4K2B","PTEN"
"601","TP53","PTEN"
"602","ROCK2","PTEN"
"603","PTK2","PTEN"
"604","MYC","PTEN"
"605","PIK3CA","PECAM1"
"606","PECAM1","PECAM1"
"607","TP53","CSNK2A1"
"608","HDAC1","CSNK2A1"
"609","FOS","CSNK2A1"
"610","MYC","CSNK2A1"
"611","TCF7L2","CSNK2A1"
"612","PTEN","CSNK2A1"
"613","RAC1","WASF2"
"614","FOS","WASF2"
"615","ACTB","WASF2"
"616","ACTB","ARPC1A"
"617","ACTB","ACTR3C"
"618","TCF7","AXIN1"
"619","TCF7L2","AXIN1"
"620","TCF7L1","AXIN1"
"621","CSNK1A1L","AXIN1"
"622","SMAD2","AXIN1"
"623","MYC","HLA-A"
"624","HLA-A","HLA-A"
"625","FOS","CTNNA1"
"626","ACTB","CTNNA1"
"627","ACTG1","CTNNA1"
"628","PIK3CA","GNB1"
"629","RAC1","GNB1"
"630","PLCB1","GNB1"
"631","AKT3","C7"
"632","AKT3","C8A"
"633","AKT3","C8B"
"634","UGT2B15","ESR1"
"635","TYMS","ESR1"
"636","CYP2C19","ESR1"
"637","AKT1","ESR1"
"638","AKT2","ESR1"
"639","IGF1","ESR1"
"640","EGFR","ESR1"
"641","PIK3CA","ESR1"
"642","PIK3R3","ESR1"
"643","TP53","ESR1"
"644","CDKN1A","ESR1"
"645","MAPK3","ESR1"
"646","PLCG1","ESR1"
"647","CCNA2","ESR1"
"648","E2F1","ESR1"
"649","HDAC1","ESR1"
"650","WNT10A","ESR1"
"651","MYC","ESR1"
"652","LEF1","ESR1"
"653","SMAD2","ESR1"
"654","ESR1","ESR1"
"655","LCAT","APOA1"
"656","ESR1","APOA1"
"657","ATF2","ATF2"
"658","GSK3B","CREB3L4"
"659","E2F1","CREB3L4"
"660","MYC","CREB3L4"
"661","MYC","ARF1"
"662","WASF2","ARF1"
"663","ELK1","RALA"
"664","RGL1","RALA"
"665","RALGAPB","RALA"
"666","EXOC2","RALA"
"667","AKT3","RHOB"
"668","HDAC1","RHOB"
"669","MYC","LAMC1"
"670","TP53","TERT"
"671","E2F1","TERT"
"672","HDAC1","TERT"
"673","MYC","TERT"
"674","TCF7","TERT"
"675","RUVBL1","TERT"
"676","ESR1","TERT"
"677","PDE7A","ETS2"
"678","KRAS","ETS2"
"679","TP53","ETS2"
"680","CDKN2A","ETS2"
"681","CDKN1A","ETS2"
"682","MAPK3","ETS2"
"683","TGFBR2","ETS2"
"684","CDK1","ETS2"
"685","CCNA2","ETS2"
"686","FOS","ETS2"
"687","MYC","ETS2"
"688","TERT","ETS2"
"689","ETS2","ETS2"
"690","IRF3","IRF3"
"691","TP53","IGF2"
"692","IGF1R","IGF2"
"693","E2F4","IGF2"
"694","E2F5","IGF2"
"695","E2F1","IGF2"
"696","E2F2","IGF2"
"697","E2F3","IGF2"
"698","MYC","CKS2"
"699","SDHB","NFE2L2"
"700","CAT","NFE2L2"
"701","GSTA1","NFE2L2"
"702","DUSP1","NFE2L2"
"703","MYC","NFE2L2"
"704","PRKCD","NFE2L2"
"705","IGF2","GPC3"
"706","MAPK10","MECOM"
"707","ELK1","MECOM"
"708","HDAC1","MECOM"
"709","HDAC2","MECOM"
"710","SMAD3","MECOM"
"711","HEY1","HEY1"
"712","ARID1B","ARID1B"
"713","TP53","ARID1A"
"714","CDKN1A","ARID1A"
"715","E2F4","ARID1A"
"716","E2F5","ARID1A"
"717","E2F1","ARID1A"
"718","E2F2","ARID1A"
"719","E2F3","ARID1A"
"720","MYC","ARID1A"
"721","SMARCB1","SMARCB1"
"722","CCNE1","SMARCC1"
"723","TP53","SMARCA4"
"724","CDKN2A","SMARCA4"
"725","CDKN1A","SMARCA4"
"726","RB1","SMARCA4"
"727","E2F4","SMARCA4"
"728","E2F1","SMARCA4"
"729","FOS","SMARCA4"
"730","MYC","SMARCA4"
"731","CCNE1","SMARCA4"
"732","ACTB","SMARCA4"
"733","ESR1","SMARCA4"
"734","ETS2","SMARCA4"
"735","MECOM","SMARCA4"
"736","ARID1A","SMARCA4"
"737","E2F1","PHF10"
"738","MYC","PHF10"
"739","TP53","ACTL6B"
"740","KDM3B","ACTL6B"
"741","SMARCA2","ACTL6B"
"742","MYC","ACTL6A"
"743","RUVBL1","ACTL6A"
"744","SMARCA2","ACTL6A"
"745","SMARCA4","ACTL6A"
"746","TP53","SMARCD1"
"747","MYC","SMARCD1"
"748","CCNE1","SMARCD3"
"749","ESR1","SMARCD3"
"750","SMARCC1","SMARCD3"
"751","E2F4","SMARCE1"
"752","E2F5","SMARCE1"
"753","E2F1","SMARCE1"
"754","E2F2","SMARCE1"
"755","E2F3","SMARCE1"
"756","ESR1","SMARCE1"
"757","SMARCA4","SMARCE1"
"758","ACTB","ITGB8"
"759","ESR1","ITGB8"
"760","ACTB","ITGA9"
"761","RAC1","ABL2"
"762","MYC","ABL2"
"763","TP53","AATF"
"764","CDKN1A","AATF"
"765","RB1","AATF"
"766","MYC","AATF"
"767","B4GALT3","ATF5"
"768","PIP4K2B","ATF5"
"769","PCYT1A","ATF5"
"770","SHC3","ATF5"
"771","MAP2K1","ATF5"
"772","DUSP1","ATF5"
"773","HOMER1","ATF5"
"774","E2F4","ATF5"
"775","E2F5","ATF5"
"776","E2F1","ATF5"
"777","E2F2","ATF5"
"778","E2F3","ATF5"
"779","WNT2","ATF5"
"780","WNT10A","ATF5"
"781","LRP6","ATF5"
"782","ELAVL1","ATF5"
"783","ARF1","ATF5"
"784","SMARCD1","ATF5"
"785","TP53","BARD1"
"786","E2F4","BARD1"
"787","MYC","BARD1"
"788","ESR1","BARD1"
"789","BARD1","BARD1"
"790","CSNK2A1","BDP1"
"791","AKT1","BRCA1"
"792","EGFR","BRCA1"
"793","TP53","BRCA1"
"794","CDKN1A","BRCA1"
"795","RB1","BRCA1"
"796","IGF1R","BRCA1"
"797","FANCD2","BRCA1"
"798","CDK1","BRCA1"
"799","CCNA2","BRCA1"
"800","E2F4","BRCA1"
"801","E2F1","BRCA1"
"802","HDAC1","BRCA1"
"803","FOS","BRCA1"
"804","MYC","BRCA1"
"805","SMAD2","BRCA1"
"806","CSNK2A1","BRCA1"
"807","ESR1","BRCA1"
"808","ETS2","BRCA1"
"809","SMARCA4","BRCA1"
"810","BARD1","BRCA1"
"811","BRCA1","BRCA1"
"812","DVL1","BRD7"
"813","LAMA4","BRD7"
"814","NAMPT","CLOCK"
"815","ALDH1B1","CTCF"
"816","GALE","CTCF"
"817","ACAT1","CTCF"
"818","ASS1","CTCF"
"819","LCAT","CTCF"
"820","GCH1","CTCF"
"821","CYP26A1","CTCF"
"822","GSTA1","CTCF"
"823","GAB1","CTCF"
"824","HGF","CTCF"
"825","IGF1","CTCF"
"826","TP53","CTCF"
"827","BAD","CTCF"
"828","DUSP1","CTCF"
"829","ELK4","CTCF"
"830","TGFB2","CTCF"
"831","GNA14","CTCF"
"832","GDF5","CTCF"
"833","PLCB1","CTCF"
"834","PLCB2","CTCF"
"835","CD14","CTCF"
"836","E2F4","CTCF"
"837","E2F5","CTCF"
"838","E2F1","CTCF"
"839","E2F2","CTCF"
"840","E2F3","CTCF"
"841","NEDD4L","CTCF"
"842","WNT3","CTCF"
"843","WNT7B","CTCF"
"844","WNT8A","CTCF"
"845","WNT3A","CTCF"
"846","FZD4","CTCF"
"847","MYC","CTCF"
"848","TCF7L1","CTCF"
"849","SFRP1","CTCF"
"850","SFRP5","CTCF"
"851","SMAD3","CTCF"
"852","PTEN","CTCF"
"853","ACTR3C","CTCF"
"854","PKN1","CTCF"
"855","CTNNA1","CTCF"
"856","C7","CTCF"
"857","C8B","CTCF"
"858","RHOB","CTCF"
"859","CFI","CTCF"
"860","TERT","CTCF"
"861","ETS2","CTCF"
"862","DPF1","CTCF"
"863","ITGA9","CTCF"
"864","BRCA1","CTCF"
"865","CTCF","CTCF"
"866","SMAD4","DACH1"
"867","FOS","DACH1"
"868","SMAD3","DACH1"
"869","DNMT1","DNMT1"
"870","CDKN1A","DNMT3A"
"871","RB1","DNMT3A"
"872","IGFBP3","DNMT3A"
"873","MYC","DNMT3A"
"874","SFRP5","DNMT3A"
"875","EBF1","EBF1"
"876","PCCA","EGR1"
"877","LPCAT1","EGR1"
"878","CAT","EGR1"
"879","ALPL","EGR1"
"880","AKT1","EGR1"
"881","AKT2","EGR1"
"882","EGFR","EGR1"
"883","TP53","EGR1"
"884","CDKN1A","EGR1"
"885","RB1","EGR1"
"886","BAD","EGR1"
"887","MAPK3","EGR1"
"888","PPP2R5A","EGR1"
"889","RGL1","EGR1"
"890","PLCG1","EGR1"
"891","HOMER1","EGR1"
"892","TGFBR2","EGR1"
"893","YWHAG","EGR1"
"894","NEDD4L","EGR1"
"895","FZD7","EGR1"
"896","FZD9","EGR1"
"897","PTK2","EGR1"
"898","RUVBL1","EGR1"
"899","APC2","EGR1"
"900","FYN","EGR1"
"901","PTEN","EGR1"
"902","ARPC1A","EGR1"
"903","APOA1","EGR1"
"904","HDAC6","EGR1"
"905","CREB3L4","EGR1"
"906","CREB3L2","EGR1"
"907","DYNLL1","EGR1"
"908","ETS2","EGR1"
"909","SMARCA4","EGR1"
"910","SMARCD2","EGR1"
"911","SMARCD3","EGR1"
"912","ITGB8","EGR1"
"913","ATF5","EGR1"
"914","BRCA1","EGR1"
"915","DR1","EGR1"
"916","EGR1","EGR1"
"917","MAP2K2","EGR2"
"918","PIK3R1","EGR2"
"919","CDKN2C","EGR2"
"920","RRAGC","EGR2"
"921","PRKAA2","EGR2"
"922","WNT1","EGR2"
"923","WNT5A","EGR2"
"924","FZD3","EGR2"
"925","FZD9","EGR2"
"926","PRKAG1","EGR2"
"927","CCNE1","EGR2"
"928","PRKCD","EGR2"
"929","FRMD6","EGR2"
"930","GNB1","EGR2"
"931","CAMK2B","EGR2"
"932","MYO10","EGR2"
"933","DYNLL1","EGR2"
"934","DCTN2","EGR2"
"935","ATP6V1F","EGR2"
"936","IGF2","EGR2"
"937","CAMK1","EGR2"
