"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32"
"gene","SEMA3F","SEC62","RBM7","SEH1L","RNMT","SARS2","RNASEH2A","SERINC1","RBP2","RND3","SCAMP3","RGS4","SEM1","RAN","SEC61G","SEMA6D","SCYL1","RASA1","SANBR","RFT1","SAP30","RNF180","SAC3D1","SCARA3","RNF187","SAMD12","RIC8A","SERHL2","RELN","SDHD","RBMXL1","SEC22B"
"TCGA-XR-A8TF-01","6.8001701","8.7388957","6.7405194","7.2730926","7.3569182","3.7376696","0.6931472","8.8309815","2.9957323","5.4638318","8.1639410","0.6931472","8.6063024","8.6894644","7.6553906","2.9957323","7.9505024","6.2803958","5.0304379","6.2519039","6.0088132","5.4071718","6.4967750","6.0426328","8.8135872","1.0986123","7.6386798","3.5263605","7.8961806","8.0724674","7.3708602","6.8721281"
"TCGA-DD-AAD1-01","6.850126","8.587279","6.836259","7.371489","7.045777","4.174387","1.098612","9.098850","2.708050","7.724005","8.188967","4.770685","8.126223","8.556029","7.038784","4.820282","8.258422","6.628041","4.820282","6.526495","4.595120","5.303305","5.768321","6.421622","8.906664","4.234107","8.374246","3.970292","8.659734","7.602900","5.973810","7.157735"
"TCGA-DD-AACT-01","6.336826","7.725330","5.700444","6.077642","6.173786","3.401197","0.000000","8.417152","1.098612","6.669498","8.167352","4.077537","8.122965","7.486613","7.054450","4.025352","7.846981","5.459586","4.060443","5.451038","4.304065","4.442651","5.472271","7.129298","8.865170","5.135798","7.153052","2.197225","5.416100","7.413367","4.394449","6.851185"
"TCGA-DD-A39X-01","6.530878","8.611048","6.401917","6.840547","6.306275","3.091042","0.000000","8.334712","4.290459","7.240650","9.605014","4.553877","8.647344","9.178747","8.203578","4.955827","8.142936","5.641907","4.110874","6.695799","4.700480","5.030438","7.001246","7.093405","9.701861","3.526361","8.222822","3.044522","5.337538","8.220134","5.736572","7.273093"
"TCGA-DD-AACO-01","6.2304814","8.1980892","5.5490761","6.4101749","5.7137328","4.3174881","0.6931472","7.4360278","0.6931472","5.1416636","7.7328075","2.0794415","9.0355107","7.7911095","8.3223941","3.3322045","6.5889265","3.4965076","4.7706846","6.3225652","4.9344739","3.4965076","6.8416155","6.1047932","8.8858560","4.0073332","6.7105231","2.9444390","4.3307333","6.8023948","5.3981627","6.6592939"
"TCGA-DD-AADS-01","5.7899602","8.0690293","5.6419071","6.0473722","5.0238805","3.6635616","0.6931472","7.4690839","0.0000000","5.6167711","7.5490827","2.9444390","9.3354741","7.3683397","8.0026942","2.9444390","7.5791680","3.7135721","4.0253517","6.1696107","4.2195077","3.6888795","6.4907235","2.9957323","8.4508397","3.2580965","6.8554088","2.0794415","1.0986123","7.7284158","5.4380793","5.7462032"
"TCGA-DD-AADA-01","6.5567784","8.5758394","6.0354814","6.6411822","6.6424868","3.4339872","0.6931472","8.8791939","0.0000000","6.6970342","8.4635814","4.3040651","8.1196963","8.1007682","7.4983159","4.7273878","7.8504932","5.6058021","5.0172798","6.5410300","4.6249728","4.5747110","5.8171112","6.1903154","8.7441694","2.8332133","7.6619976","3.0910425","4.2766661","8.1382726","5.7397929","7.4036703"
"TCGA-G3-A5SK-01","5.5093883","8.8059747","6.4199949","6.6605751","6.2878586","1.7917595","0.6931472","8.9040869","0.0000000","7.4199799","7.4742048","3.4657359","8.1137261","7.9568271","7.5978980","3.5553481","7.2100796","5.7037825","3.8918203","5.6383547","4.4543473","5.3082677","5.3752784","3.7612001","7.9240723","4.9904326","7.1396603","3.3322045","7.7882116","8.5481103","5.8833224","7.5616417"
"TCGA-MR-A520-01","6.2441669","8.8110561","6.2225763","6.6120410","6.5087691","3.6888795","0.6931472","9.2399963","0.0000000","6.2690963","7.5288693","2.4849066","7.7927617","8.0215845","7.0800265","3.6888795","8.2837467","6.2265367","3.6635616","5.9107966","4.8751973","5.3471075","5.5093883","7.8563196","8.7696625","4.2484952","7.6879972","1.7917595","3.5553481","9.0421584","5.6489742","7.6953031"
"TCGA-DD-AAEE-01","7.330405","9.003316","6.257668","6.969791","7.220374","4.158883","1.098612","8.683724","2.302585","5.480639","8.474077","3.637586","9.132379","8.871786","7.880804","4.653960","8.371242","6.642487","5.389072","6.683361","5.455321","5.267858","6.935370","6.045005","8.982436","4.488636","8.561401","3.091042","5.455321","8.397959","6.759255","7.477038"
"TCGA-DD-AAE3-01","7.202661","8.288283","6.224558","6.167516","5.877736","3.526361","0.000000","8.176110","0.000000","6.317165","7.477604","3.688879","8.814182","7.907284","7.404279","3.178054","7.472501","5.655992","3.850148","5.799093","4.875197","5.105945","5.743003","4.317488","8.026497","2.079442","7.054450","2.197225","1.098612","7.951559","5.192957","5.888878"
"TCGA-2Y-A9GT-01","6.492240","8.664923","6.416732","6.098074","6.586172","3.663562","1.098612","8.709630","0.000000","5.855072","7.346655","3.496508","7.722678","7.854381","7.093405","4.189655","7.945910","6.021023","4.521789","5.840642","5.030438","2.772589","5.575949","3.295837","7.883069","4.454347","7.496097","2.772589","2.944439","7.896553","6.077642","7.555905"
"TCGA-DD-AAD8-01","6.3171647","8.4755375","5.6347896","6.6783421","6.6541525","2.9444390","1.9459101","8.5115775","0.6931472","7.9728108","7.4656553","4.5849675","8.6604274","8.1493128","7.4307071","5.5872487","7.3993981","5.4722707","5.3181200","6.3368257","5.0814044","2.4849066","5.5834963","4.6443909","8.4162673","1.7917595","7.4000095","3.4339872","2.6390573","7.7857209","6.8596149","7.6694953"
"TCGA-G3-A7M6-01"," 7.158514"," 8.653122"," 7.090077"," 7.603399"," 7.784889"," 5.068904"," 2.302585"," 9.359450"," 1.945910"," 8.543446"," 9.272376"," 5.365976"," 8.578476"," 9.044404"," 7.770223"," 5.402677"," 8.603004"," 6.453625"," 5.774552"," 7.293698"," 5.796058"," 4.762174"," 6.608001"," 7.291656"," 9.181220"," 4.276666"," 8.972337"," 4.812184","10.336600"," 8.298291"," 7.471932"," 8.146709"
"TCGA-G3-A3CK-01","6.7945866","8.9657178","7.1172055","7.3877092","7.4826818","4.1271344","0.6931472","9.8107142","1.6094379","7.3178762","8.7268056","4.2766661","8.7626460","9.0484095","8.2340342","3.6888795","8.3868567","6.8906091","4.7535902","6.7546041","5.0562458","4.1743873","5.9635793","6.3543700","8.9696691","5.5834963","8.5934132","2.7725887","9.6119313","8.5420809","6.8276292","8.6654408"
"TCGA-DD-A3A2-01","6.3733198","8.4467707","6.2146081","6.6240652","6.2747620","4.1108739","0.0000000","9.1673285","0.6931472","7.8224447","7.3752558","3.9889840","8.6265856","8.0433422","7.5065918","4.1588831","8.3941212","6.1047932","4.4067192","6.1246834","4.6634391","4.0604430","5.9610053","7.0892432","8.3923100","2.7725887","7.4512417","2.4849066","6.2897156","9.2123384","5.6167711","7.2855065"
"TCGA-DD-A1EI-01","7.316548","9.315331","6.924612","7.607878","7.928046","4.584967","0.000000","9.369308","1.386294","8.687273","8.787983","5.342334","9.095715","9.363919","8.014005","6.727432","8.818482","7.305188","5.673323","7.114769","5.164786","5.852202","6.793466","8.228177","9.365119","4.605170","8.990442","4.356709","8.681011","8.462526","6.685861","7.759187"
"TCGA-2Y-A9GW-01","6.678342","7.850104","6.150603","6.852243","6.660575","3.951244","1.098612","8.334952","0.000000","7.110696","8.350902","3.761200","8.693832","8.606302","8.123261","4.127134","8.035926","6.073045","4.663439","6.111467","5.123964","5.236442","5.869297","6.429719","8.837536","6.776507","7.652546","3.044522","8.876126","7.932362","5.451038","7.299797"
"TCGA-DD-AACL-01","5.828946","7.776535","5.351858","6.704414","6.434547","4.007333","1.386294","7.384610","1.945910","6.732211","8.242230","2.772589","8.637107","8.692826","7.820440","4.234107","7.744570","5.293305","5.081404","6.137727","5.513429","2.995732","6.978214","7.257708","8.196437","2.944439","7.768110","3.401197","3.583519","7.446001","5.942799","6.654153"
"TCGA-DD-AADC-01","7.0656134","9.0280988","5.9763509","7.1800699","6.7522704","4.5432948","0.6931472","8.7083093","1.3862944","7.2923372","8.1019807","3.1780538","8.7396965","8.9127426","7.5791680","4.0253517","7.8497138","5.7868974","5.5984220","5.7960578","5.4380793","4.4188406","6.5666724","5.1704840","8.2620428","2.8903718","7.8111634","3.5263605","8.7339162","7.7097569","5.5174529","7.0925737"
"TCGA-DD-AAW0-01","6.556778","9.051579","6.678342","7.295056","7.065613","4.043051","0.000000","8.944289","1.098612","8.000014","8.561401","5.765191","8.203578","8.666647","7.232733","4.406719","8.277158","6.940222","4.736198","6.629363","4.836282","5.624018","5.918894","6.940222","9.605014","5.209486","8.166500","3.610918","6.587550","8.530504","6.558198","7.647786"
"TCGA-DD-AAD2-01","6.369901","7.959625","5.953243","6.542472","6.469250","3.891820","0.000000","8.548886","0.000000","6.876265","7.939515","5.796058","7.991254","8.629629","7.309881","4.043051","8.029433","6.232448","4.369448","6.079933","4.682131","4.787492","5.347108","5.231109","8.061171","5.446737","7.833996","2.564949","8.322637","7.775696","5.834811","6.842683"
"TCGA-XR-A8TG-01","6.9186952","9.1839964","7.1252831","7.0917421","7.1899222","4.1743873","0.6931472","9.4437510","1.0986123","7.8127828","8.3291754","7.0157124","7.7266537","8.6095900","7.4894121","4.6347290","8.5101686","6.6631327","5.3327188","6.8997231","6.4599045","5.3612922","6.4614682","5.5529596","8.6981805","3.9889840","8.1110278","2.9957323","3.4339872","8.1704686","7.3987863","7.9262415"
"TCGA-G3-A25Y-01","7.656810","9.236593","7.320527","7.586296","7.884577","3.737670","1.791759","9.413608","1.098612","8.049746","9.384546","5.384495","9.238928","9.182147","8.441391","5.996452","8.806873","6.601230","6.329721","7.169350","6.122493","5.913503","7.390181","7.682482","9.018453","6.003887","8.753371","4.941642","8.203304","8.585973","6.244167","7.336286"
"TCGA-DD-A4NR-01","7.215240","8.144969","6.447306","7.180831","7.290293","4.094345","1.791759","8.764678","2.833213","7.146772","8.527539","6.003887","8.178919","9.574428","7.898782","3.583519","8.295299","6.670766","5.669881","6.870053","5.525453","4.787492","6.690842","6.991177","9.197052","7.292337","8.317522","3.828641","8.415603","7.910957","6.376727","7.452402"
"TCGA-EP-A2KC-01","7.302496","8.658519","6.546785","7.170888","7.130899","4.077537","1.098612","9.425855","1.791759","7.119636","8.794219","4.043051","9.079206","8.412055","8.023880","4.948760","8.200563","6.759255","5.587249","6.727432","5.411646","5.192957","6.167516","7.248504","9.008591","6.625392","8.160804","3.737670","9.644652","8.254009","6.150603","7.241366"
"TCGA-K7-A6G5-01","6.7957058","8.4563811","6.3403593","6.5467854","6.3456364","3.0910425","0.0000000","8.9219914","0.6931472","7.8034351","8.7494154","4.9344739","8.6567812","8.5784764","7.9683195","3.0910425","8.3772412","5.2470241","4.4659081","6.2934193","5.3181200","3.8712010","6.3080984","6.5467854","8.7311749","4.0073332","7.7458682","2.1972246","7.9827577","8.5952647","5.6629605","7.4552985"
"TCGA-G3-A7M5-01","6.200509","7.832014","6.507278","6.717805","6.729824","3.891820","1.098612","7.949091","0.000000","6.396930","8.029433","2.079442","8.831566","8.424639","7.583756","2.484907","8.159375","5.855072","3.737670","6.386879","5.153292","4.905275","6.349139","6.366470","8.698681","3.401197","7.784057","2.564949","3.555348","8.466531","5.407172","6.490724"
"TCGA-MI-A75C-01","6.587550","7.894318","5.669881","7.090077","6.576470","4.094345","1.386294","8.167068","3.367296","7.141245","8.625868","3.891820","8.806124","9.404838","7.970740","2.079442","8.353733","5.192957","4.744932","6.956545","5.416100","4.234107","6.617403","2.197225","8.905851","5.765191","7.778211","3.401197","7.968320","8.058644","6.381816","6.943122"
"TCGA-DD-A73A-01","6.1527327","8.4826017","6.3261495","6.9754139","6.7369670","3.6375862","0.6931472","8.8346282","1.0986123","7.0246490","7.3901814","3.5263605","7.9237103","8.4978065","6.8793558","4.7004804","8.3101690","6.3062753","4.8202816","6.2025355","5.0238805","5.3518581","5.9401713","4.2904594","8.2937996","4.7706846","7.7544815","2.3978953","6.5496507","8.3818316","6.0980743","7.0842264"
"TCGA-DD-AADD-01"," 8.033334"," 8.249836"," 6.013715"," 7.362011"," 7.617268"," 4.700480"," 0.000000"," 9.108529"," 4.595120"," 3.688879"," 8.874448"," 1.609438"," 8.636042"," 8.826147"," 7.204149"," 2.995732"," 8.062118"," 6.722630"," 5.627621"," 6.774224"," 5.075174"," 2.302585"," 6.289716"," 7.889459"," 9.022685"," 2.079442"," 8.304000"," 3.433987","10.473958"," 7.299121"," 6.756932"," 7.493874"
"TCGA-2Y-A9H6-01","6.994850","8.649274","6.458338","6.727432","6.887553","4.343805","1.386294","8.997023","2.772589","6.380123","8.394347","4.094345","8.205218","8.297294","7.645876","4.927254","7.932003","6.059123","5.332719","5.983936","4.564348","5.513429","5.746203","5.648974","9.071078","3.828641","7.722235","3.610918","1.609438","8.207402","5.645447","6.839476"
"TCGA-G3-A3CI-01","6.335054","8.774158","6.006353","6.543912","6.086775","3.912023","0.000000","9.044758","1.098612","6.565265","7.340836","3.332205","7.885705","7.902487","7.318540","3.713572","8.066208","6.068426","3.891820","6.133398","4.969813","5.411646","5.583496","8.064322","8.655563","3.828641","7.543273","2.302585","2.302585","8.555452","5.505332","7.571988"
"TCGA-DD-AACZ-01","6.846943","8.618847","6.522093","7.453562","7.569928","4.779123","1.386294","9.254549","3.761200","7.489412","8.761080","3.295837","8.403801","9.850930","8.818926","4.234107","8.334472","7.060476","5.963579","7.305188","5.913503","2.772589","6.458338","7.422971","8.903408","4.727388","8.396155","3.401197","7.928406","7.927324","6.188264","7.813187"
"TCGA-DD-AAE4-01","6.3385941","8.1747029","6.4425402","6.3117348","5.4467374","3.1780538","0.6931472","7.7270945","0.0000000","5.5294291","8.2217477","3.4965076","8.9366927","8.0796180","8.1900770","3.2958369","7.5207764","4.0943446","4.2484952","5.9610053","5.8171112","4.7791235","6.2989492","4.2195077","8.0551577","4.1896547","6.8638034","1.6094379","1.9459101","8.1432268","5.4510385","6.0210233"
"TCGA-DD-A4ND-01","7.257708","8.853665","6.536692","6.893656","7.298445","4.330733","0.000000","9.235521","2.484907","8.394121","7.656810","5.501258","7.470224","8.720624","7.972121","5.220356","7.576097","6.972606","5.605802","6.202536","5.365976","6.261492","5.247024","6.995766","8.022241","5.966147","8.182000","3.465736","6.846943","7.697575","6.628041","7.614312"
"TCGA-FV-A2QQ-01","6.721426","8.679992","6.302619","7.369601","6.971669","4.127134","0.000000","8.777864","3.091042","6.992096","8.725507","3.688879","8.616858","9.127502","8.205492","4.564348","8.553525","5.913503","4.595120","6.439350","4.976734","5.252273","6.489205","7.333676","9.237956","5.556828","7.973844","2.944439","4.276666","8.538759","6.357842","7.309881"
"TCGA-2Y-A9GX-01","6.698268","8.819813","6.674561","7.284135","7.103322","4.356709","1.098612","9.236495","0.000000","8.419139","8.397508","6.452049","7.987524","8.527737","7.363280","4.488636","8.402456","6.802395","5.762051","6.188264","5.700444","6.104793","6.098074","6.030685","8.484877","5.579730","7.995307","3.218876","7.021084","7.994632","6.551080","7.736744"
"TCGA-DD-A73F-01","7.624619","8.732627","5.963579","6.818924","6.773080","4.770685","1.386294","8.311153","1.386294","6.961296","8.159947","3.988984","8.304247","8.751316","7.676937","4.624973","8.427706","6.499787","4.820282","7.104144","5.590987","4.418841","6.505784","5.257495","8.586906","2.302585","8.197814","2.484907","2.564949","8.169903","6.455199","7.552237"
"TCGA-BC-A10Z-01","7.427739","9.679594","6.652863","7.615298","7.500529","4.521789","1.386294","9.621522","2.944439","7.898411","8.783549","4.110874","8.656433","8.925720","7.606885","4.382027","8.635865","6.746412","5.963579","6.732211","5.241747","4.709530","6.880384","7.822845","8.214465","4.304065","8.442254","3.496508","4.317488","8.908559","7.477038","7.530480"
"TCGA-DD-AADR-01","5.6767538","8.6276606","6.3595739","7.0578979","6.6293633","3.4011974","0.0000000","7.9824163","0.0000000","6.6745614","7.7756957","0.6931472","8.7162080","8.9115299","7.7397945","1.9459101","7.4792996","5.6347896","4.8978398","6.6333184","5.2149358","4.5325995","6.2538288","6.6528630","8.1936767","3.7612001","7.6333696","3.0910425","6.1696107","8.4213429","6.2126061","7.3011478"
"TCGA-DD-A4NL-01","6.2461068","8.6431207","6.1003190","6.4425402","6.2285110","3.2188758","0.0000000","8.9777776","0.6931472","8.3402173","7.0387835","3.9512437","7.6829432","7.7301748","6.7615728","4.8675345","7.6852436","5.8777358","4.0073332","5.6347896","4.1743873","5.5412635","4.9344739","4.9558271","7.5943812","6.1944054","7.3356340","3.5835189","6.1923625","7.9959805","6.2265367","7.3683397"
"TCGA-FV-A2QR-01","7.342132","8.797095","6.472346","6.914731","7.052721","3.713572","0.000000","8.671801","1.098612","6.941190","9.209940","4.595120","8.573763","8.561784","7.804659","4.663439","8.636397","6.336826","4.852030","6.709304","5.484797","5.198497","6.442540","4.488636","9.303011","4.564348","8.302018","2.890372","8.316300","8.392763","5.872118","7.815611"
"TCGA-DD-AACK-01"," 8.403576"," 9.666055"," 7.276556"," 8.243019"," 8.149313"," 4.820282"," 1.386294"," 9.906483"," 4.644391"," 9.447071"," 8.965335"," 3.737670"," 9.575053","10.242385"," 8.752107"," 4.465908"," 9.384294"," 7.239933"," 6.363028"," 7.594884"," 6.513230"," 6.393591"," 7.038784"," 7.418781"," 9.390493"," 4.077537"," 8.864040"," 3.555348"," 8.674880"," 8.959697"," 7.585789"," 8.669914"
"TCGA-DD-AADY-01","6.340359","8.782783","6.045005","6.815640","6.624065","3.713572","0.000000","8.693161","0.000000","7.451822","8.229244","3.496508","7.759187","7.497207","7.374629","4.143135","7.769379","6.601230","4.779123","5.826000","2.772589","4.852030","5.594711","6.763885","8.578476","1.386294","7.560601","4.043051","2.833213","7.232010","5.493061","7.483807"
"TCGA-G3-A25V-01","6.5161931","8.5846649","6.5381398","6.8710913","6.9373141","3.4965076","0.6931472","8.9516992","3.1780538","8.8141818","8.0814750","4.7004804","8.7071522","8.7674849","8.0196128","5.0875963","8.3610071","6.0063532","4.6821312","6.5847914","5.1179938","4.8978398","5.8435444","6.5264949","8.2168986","5.0039463","7.8758792","2.5649494","8.5145898","8.3133620","6.0234476","7.7561953"
"TCGA-2Y-A9H9-01","7.080026","9.232689","6.546785","6.863803","7.025538","4.605170","1.386294","8.987822","1.098612","6.769642","8.676417","6.436150","8.907477","8.550821","7.811973","4.234107","8.553718","6.453625","5.379897","6.665684","5.556828","4.553877","6.452049","3.465736","8.688117","4.787492","8.218518","6.862758","6.045005","8.508354","6.371612","7.480428"
"TCGA-RC-A7S9-01","6.732211","8.640119","6.052089","6.984716","6.426488","4.394449","2.197225","8.834337","0.000000","7.099202","8.308199","2.564949","9.023529","8.818334","8.295049","3.713572","8.172729","5.472271","5.814131","6.154858","6.315358","2.564949","7.073270","6.371612","9.060796","4.094345","7.960673","3.583519","3.135494","8.622994","6.391917","7.656810"
"TCGA-UB-AA0V-01","5.897154","8.668884","6.424869","6.717805","6.502790","3.610918","0.000000","8.917981","2.079442","8.600983","6.953684","6.102559","7.875879","7.971431","7.100027","5.683580","7.954723","6.124683","4.290459","5.849325","4.564348","5.697093","5.288267","5.655992","7.758761","5.283204","7.290293","2.564949","7.629004","8.051341","6.086775","7.225481"
"TCGA-2Y-A9H5-01","6.999422","8.579792","6.816736","7.121252","7.189168","3.931826","0.000000","9.305378","2.302585","7.295735","8.461680","5.627621","8.304742","8.489205","7.474205","4.672829","8.375169","6.664409","5.117994","6.398595","4.624973","4.653960","6.504288","7.737180","8.739376","3.713572","8.120886","3.828641","7.780303","7.800982","5.891644","6.674561"
"TCGA-DD-AADB-01","7.1747243","8.8957666","6.6567265","7.7608932","7.6058900","5.0106353","0.6931472","9.1467614","2.7080502","7.4736371","8.6862606","4.2484952","8.6769282","9.3156909","8.0040315","4.0073332","8.6123215","6.3613025","5.9914645","7.2427979","5.4071718","3.9120230","7.0379060","7.7931743","8.7028425","4.3307333","8.6073995","4.1108739","8.4104985","8.1961611","7.1793080","7.9094895"
"TCGA-DD-A73B-01"," 6.975414"," 9.241839"," 6.194405"," 7.259116"," 6.934397"," 4.094345"," 0.000000","10.101764"," 1.098612"," 5.332719"," 8.389814"," 2.079442"," 8.820847"," 9.228475"," 7.952263"," 4.644391"," 8.462315"," 6.709304"," 6.864848"," 6.767343"," 6.033086"," 4.143135"," 7.035269"," 6.487684"," 8.785387"," 5.545177"," 8.051978"," 2.397895"," 2.995732"," 8.231110"," 6.198479"," 7.799753"
"TCGA-RC-A7SF-01","6.3647508","8.1530619","4.7273878","5.6629605","5.5834963","3.9318256","0.0000000","8.9418071","0.6931472","7.1623975","7.4696542","3.3322045","8.7319819","8.0169777","7.3310603","2.6390573","8.2741020","5.2678582","4.5217886","6.0544393","5.0369526","3.8918203","6.2065759","6.7274317","8.1037967","2.7725887","7.6487398","2.8903718","2.7080502","7.1268908","5.2257467","6.9275579"
"TCGA-DD-AACW-01","6.6463905","8.9820586","6.5352413","7.4073177","7.3620106","4.4067192","0.6931472","8.5854124","6.4199949","6.1047932","8.5695959","2.0794415","8.6226337","8.8363739","7.7406644","3.3322045","8.1350539","6.4504704","5.4161004","6.9017372","4.9199809","5.2094862","6.7310181","8.5546816","8.9800463","4.3438054","8.2279098","2.8903718","6.0112672","7.9427175","5.9242558","6.2363696"
"TCGA-DD-AACB-01","6.1548581","7.8838232","5.8200829","6.3385941","6.3526294","3.3672958","0.0000000","8.1498905","0.6931472","5.8944028","8.1368109","2.8903718","8.1472883","8.6638876","7.1831117","2.4849066","7.6024013","5.4116461","4.2626799","5.8607862","5.2470241","1.7917595","6.3026190","5.1239640","8.6774395","1.9459101","7.9529668","2.8903718","8.8470723","7.5267176","6.3026190","6.8916259"
"TCGA-DD-AAE2-01","7.477038","9.008591","6.282267","6.756932","6.549651","3.970292","1.609438","9.000976","4.430817","7.024649","8.172164","4.779123","8.769663","8.784928","7.565793","5.537334","8.889308","6.579251","5.105945","6.880384","5.834811","4.406719","6.175867","5.720312","8.745444","5.517453","8.539737","2.708050","5.828946","7.774856","6.818924","8.656259"
"TCGA-DD-AAW3-01","6.3332796","8.1196963","5.8664681","6.8543545","6.7262334","3.5263605","0.0000000","7.9765954","0.6931472","6.7464121","8.1582299","2.4849066","8.7096301","7.9490915","7.3740019","4.2341065","8.2563478","5.8692969","4.4308168","6.3117348","4.9767337","2.8903718","6.0614569","6.8844867","8.7404967","0.0000000","8.0294328","1.7917595","9.0592849","7.9388022","6.1268692","6.9939330"
"TCGA-DD-AA3A-01","6.345636","8.674539","7.013915","7.217443","7.311886","4.356709","1.098612","7.924072","0.000000","7.786552","9.020873","4.204693","8.572817","9.424080","8.231642","5.455321","7.985825","7.533694","5.351858","6.008813","5.968708","6.173786","6.190315","4.369448","9.324205","4.912655","8.598773","4.812184","4.317488","7.678326","5.981414","7.523481"
"TCGA-DD-A73G-01","6.7878450","8.1811609","5.8493248","5.4026774","5.5872487","4.1588831","0.0000000","6.8145429","3.9318256","5.3230100","9.3585879","3.5553481","9.4743187","8.7654585","9.3663180","2.7080502","8.5049182","3.6109179","4.8202816","6.1612073","4.0775374","3.8066625","7.4838067","6.7007311","9.9339198","0.6931472","7.7731737","3.5263605","9.1845096","7.2612251","5.3471075","6.5889265"
"TCGA-KR-A7K0-01","6.830874","8.386401","6.342121","6.902743","6.811244","3.713572","1.098612","9.118773","1.791759","7.713785","8.649799","3.850148","8.941415","8.525161","7.855932","4.304065","8.099858","6.021023","5.164786","6.588926","5.214936","4.795791","6.311735","7.397562","8.655737","2.484907","7.778211","2.772589","9.107089","8.208219","6.324359","7.543803"
"TCGA-DD-A11A-01","7.0085052","8.8469285","6.0282785","7.4211775","6.9167150","3.5553481","0.6931472","9.5731067","0.6931472","7.0192967","8.5612101","4.4426513","8.7484636","8.8823917","7.6246190","4.7273878","8.7498910","6.6580110","5.7004436","6.7464121","5.0498560","3.4011974","6.3767269","7.3185395","8.9926818","4.7095302","8.2646208","4.9836066","7.9420068","9.1976603","7.5071411","7.9858247"
"TCGA-DD-AACF-01","6.4019172","8.2284439","6.5467854","7.2152400","6.9440872","3.2580965","0.0000000","8.4578677","0.0000000","6.7393366","8.6193887","2.5649494","8.9909398","8.7753950","8.4261738","3.4657359","8.1400240","6.4393504","5.7990927","6.6147256","6.2106001","5.3423343","7.0003345","6.2878586","9.2426139","0.6931472","7.9002660","4.0943446","6.0282785","8.0814750","5.7745515","7.2189097"
"TCGA-DD-AADV-01","7.277248","9.105646","6.778785","7.352441","7.464510","4.574711","2.079442","9.536113","1.609438","6.869014","8.424639","6.652863","8.842171","9.108751","7.788212","4.859812","8.557375","7.438972","5.648974","6.851185","5.634790","5.869297","6.519147","8.091321","8.990566","4.624973","8.870523","3.828641","5.983936","8.765615","7.067320","7.963808"
"TCGA-5C-A9VH-01","7.254885","8.603371","6.045005","7.053586","6.738152","4.174387","1.098612","8.865735","1.386294","6.674561","8.558911","6.556778","8.651025","8.637107","7.596894","4.948760","8.132413","6.315358","5.135798","6.406880","5.075174","5.236442","6.476972","7.574045","8.935509","5.429346","8.132413","3.951244","8.716208","7.728856","5.765191","6.812345"
"TCGA-DD-AAVZ-01","6.576470","8.749257","6.276643","7.326466","7.029973","4.369448","0.000000","8.941022","1.386294","7.113956","8.427925","3.178054","8.574518","8.723231","7.585789","4.204693","8.193953","6.562444","4.962845","6.450470","5.087596","5.493061","6.308098","7.183112","8.808369","6.327937","7.994295","2.890372","7.938446","7.793587","5.897154","7.609367"
"TCGA-UB-A7MD-01","7.944847","8.600799","6.608001","7.076654","6.933423","3.828641","0.000000","9.302555","2.302585","7.702556","8.832879","3.850148","9.251866","8.906935","7.828038","3.610918","8.541105","6.204558","5.241747","6.496775","5.564520","3.891820","6.390241","7.020191","9.247154","6.107023","8.328934","3.761200","8.649624","8.169903","6.192362","7.655864"
"TCGA-DD-A1EB-01","7.584773","8.740817","6.480045","6.694562","6.801283","3.688879","0.000000","9.529303","0.000000","7.185387","8.088562","3.871201","7.978996","8.412055","6.792344","4.290459","8.515992","6.542472","4.369448","6.354370","4.897840","5.252273","6.040255","6.874198","8.199464","2.197225","7.910591","2.302585","2.197225","8.684570","5.786897","7.599401"
"TCGA-WJ-A86L-01","7.1989312","8.8365193","6.9536842","7.2964133","7.2108185","3.6375862","1.0986123","8.8065738","0.6931472","7.1244783","8.7335941","2.7080502","8.2305772","7.9054416","6.9017372","3.0910425","8.2364205","6.3647508","5.2094862","6.3189681","4.8362819","3.0445224","7.0698741","6.2576676","9.4610213","2.9957323","8.2185176","3.8286414","1.7917595","8.0746491","6.7274317","7.4656553"
"TCGA-FV-A4ZQ-01","6.5308776","8.6410025","6.8351846","7.2675254","7.3802558","4.4308168","0.6931472","9.3650338","1.7917595","6.9460140","8.2786822","4.3307333","8.4908492","9.2407726","7.5994013","2.8903718","8.8349194","7.2689201","5.5174529","6.4393504","5.6383547","2.7725887","6.4831074","5.6524892","8.5771588","3.8501476","8.6072167","3.4657359","9.7955682","8.0968175","6.6554404","7.5443321"
"TCGA-DD-AAD5-01","6.206576","8.786304","5.942799","7.183871","6.710523","4.828314","2.564949","9.040619","1.386294","7.851661","9.053687","2.397895","9.142276","9.764053","8.579980","1.609438","7.922986","6.016157","5.568345","7.563201","6.259581","2.639057","7.016610","5.774552","9.567595","6.476972","8.400210","5.501258","7.408531","8.125927","6.150603","7.219642"
"TCGA-DD-AADL-01","6.729824","8.992930","6.816736","7.329750","7.482682","4.262680","1.386294","8.693161","1.098612","6.790097","8.805375","3.044522","8.859079","8.785998","7.787382","4.574711","8.748464","6.974479","5.627621","6.914731","5.472271","6.159095","6.862758","8.357728","9.511629","4.584967","8.488588","3.218876","2.197225","8.875986","7.013016","7.905442"
