"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32"
"gene","SEMA3F","SEC62","RBM7","SEH1L","RNMT","SARS2","RNASEH2A","SERINC1","RBP2","RND3","SCAMP3","RGS4","SEM1","RAN","SEC61G","SEMA6D","SCYL1","RASA1","SANBR","RFT1","SAP30","RNF180","SAC3D1","SCARA3","RNF187","SAMD12","RIC8A","SERHL2","RELN","SDHD","RBMXL1","SEC22B"
"TCGA-G3-A7M7-01","6.359574","8.384804","5.902633","6.706862","6.484635","4.317488","0.000000","9.013595","4.477337","6.995766","8.135054","2.890372","8.456594","9.060099","7.914252","4.219508","8.609955","5.583496","4.605170","6.300786","4.941642","4.521789","6.109248","5.669881","8.491260","5.313206","8.045588","5.123964","6.267201","8.161090","5.303305","7.307873"
"TCGA-MR-A8JO-01","8.0962083","8.2720596","6.1590954","6.5889265","6.5482191","3.9889840","1.0986123","9.1509088","0.6931472","7.2668273","7.6866213","5.6903595","8.0381892","8.9784083","7.7155695","5.5214609","7.8107581","6.3508857","4.9487599","6.1377271","5.2729996","5.5683445","6.0426328","5.0106353","8.3945735","3.2188758","7.6980292","4.7791235","7.5010821","8.2477439","5.8493248","7.6610564"
"TCGA-DD-AAE1-01","7.413367","8.553718","5.774552","6.884487","6.677083","3.526361","0.000000","8.448272","1.386294","6.635947","8.315322","2.079442","8.481980","8.352083","7.134891","2.302585","7.847763","5.493061","4.653960","6.047372","4.406719","4.025352","6.317165","7.818832","8.500047","5.081404","7.776115","2.944439","4.369448","7.394493","5.123964","6.703188"
"TCGA-DD-A11C-01","7.981392","9.163458","7.191429","7.202661","7.617268","4.007333","0.000000","9.436360","1.098612","5.817111","8.440312","4.653960","8.636042","8.818926","7.515345","5.159055","8.827615","7.077498","5.036953","7.286876","5.541264","4.510860","6.937314","5.641907","8.303009","3.526361","8.543835","3.465736","2.890372","8.912743","7.435438","7.735433"
"TCGA-2Y-A9H1-01","5.910797","7.881182","5.690359","6.308098","5.241747","3.044522","0.000000","7.711549","0.000000","6.590301","8.294550","6.673298","8.713582","7.949797","8.072779","3.218876","8.307953","3.891820","3.970292","6.236370","4.634729","4.174387","6.936343","5.768321","8.470311","3.583519","6.946014","2.890372","7.178545","7.451242","5.278115","5.998937"
"TCGA-DD-A4NF-01","7.027315","8.947936","6.444131","7.090910","7.370860","4.007333","0.000000","9.669599","1.098612","6.722630","8.494539","2.484907","8.353733","8.508152","7.442493","4.276666","8.236421","6.837333","4.430817","6.113682","5.198497","4.394449","5.852202","7.600402","8.945463","1.609438","8.079618","2.995732","9.084550","8.309923","7.338888","7.300473"
"TCGA-DD-A4NP-01","6.4692503","9.3727143","7.0308575","6.8265452","7.0518556","4.1896547","0.6931472","9.4357214","0.6931472","8.6450586","8.1936767","2.5649494","8.8553782","8.5694061","7.9596253","4.5108595","8.5083542","6.2878586","4.2904594","6.3919171","4.8441871","5.0434251","6.4457198","5.7037825","8.5854124","2.9957323","8.1330002","2.8903718","8.9717024","8.9311554","6.5985090","7.6553906"
"TCGA-FV-A3R2-01"," 7.2189097"," 9.5005443"," 6.4785096"," 7.3802558"," 7.2211051"," 4.5643482"," 0.0000000"," 8.5954497"," 0.6931472"," 7.4999765"," 8.3703160"," 2.8332133"," 8.9646956"," 9.0159057"," 7.7931743"," 3.7612001"," 8.8227643"," 7.3264656"," 5.1761497"," 7.1553963"," 5.8664681"," 6.1003190"," 6.7557689"," 7.3447191","10.1266311"," 5.6559918"," 8.4726141"," 2.9444390"," 8.4353322"," 8.4521212"," 6.9948500"," 7.7836406"
"TCGA-DD-AADF-01","6.3332796","8.3064722","5.7430032","6.7934661","6.0980743","3.2580965","2.0794415","7.7244466","1.6094379","6.0282785","8.9831888","3.2580965","8.3423635","7.8026181","8.1673520","2.5649494","8.5039053","4.8828019","4.7361984","6.1527327","5.9712618","2.3978953","7.5517122","4.9126549","8.3270007","2.3978953","7.7244466","3.0445224","0.6931472","7.9405838","6.2822667","6.6957989"
"TCGA-DD-AACP-01","8.053251","7.966240","5.863631","6.943122","6.943122","4.983607","1.791759","8.044305","6.896694","6.668228","8.479699","4.343805","9.406976","9.470780","8.303009","2.484907","7.683404","6.293419","5.700444","6.825460","5.575949","2.995732","6.605298","7.013915","8.682199","1.791759","7.950855","4.077537","9.918327","7.167809","5.710427","7.114769"
"TCGA-DD-AACA-01","7.371489","8.960981","6.695799","7.601402","7.540090","4.025352","1.791759","9.561208","6.194405","6.444131","8.588211","2.772589","9.125545","8.275376","7.771067","4.736198","8.742574","7.161622","6.297109","6.938284","5.733341","3.637586","6.940222","8.470730","9.021840","2.564949","8.637817","3.526361","7.467942","8.331827","7.465655","7.557995"
"TCGA-KR-A7K2-01","6.516193","7.837949","5.894403","6.655440","6.327937","3.850148","1.098612","8.512382","0.000000","5.940171","8.437500","6.533789","9.114930","8.270013","7.881182","3.871201","7.782807","5.337538","4.382027","6.226537","5.170484","5.420535","6.261492","5.252273","9.248310","3.784190","7.364547","2.564949","7.133296","7.804251","5.659482","6.658011"
"TCGA-DD-A1EC-01","7.406103","9.240190","6.818924","7.570443","7.633370","4.553877","1.609438","9.011157","0.000000","7.616284","8.385032","3.465736","8.988196","9.226411","8.499029","6.586172","8.720624","7.064759","5.700444","7.264730","6.035481","4.976734","6.587550","4.025352","9.022685","5.768321","8.392990","5.916202","9.988288","8.450198","6.466145","8.345455"
"TCGA-DD-AADN-01","6.8156400","6.9255952","5.3132060","6.4473059","5.4722707","2.8903718","1.6094379","6.3368257","3.8712010","5.5759491","7.3987863","0.6931472","8.3829758","8.6640603","7.6241306","1.6094379","7.2710085","3.4339872","3.9889840","6.7322107","4.7706846","0.6931472","7.0021560","5.6094718","7.9915923","4.2195077","6.8057226","2.1972246","3.2958369","6.3595739","5.4026774","5.7868974"
"TCGA-K7-A5RG-01","6.514713","8.465057","6.079933","6.779922","7.460490","4.094345","0.000000","9.353228","2.708050","5.638355","7.939872","4.736198","8.335911","8.899048","6.972606","4.820282","7.991592","6.953684","5.043425","6.606650","4.983607","5.497168","5.916202","6.455199","8.584665","4.543295","8.061802","2.995732","6.878326","7.980024","6.639876","7.669028"
"TCGA-ES-A2HS-01","6.7238324","9.3047410","6.0661081","6.0497335","5.3752784","2.7725887","0.0000000","8.0709061","0.6931472","7.2689201","7.8005727","3.5553481","9.6225162","7.8204395","8.5747071","4.2484952","7.9844627","4.0253517","4.6539604","6.1923625","4.9199809","3.3322045","7.0317413","6.6489846","8.3832046","1.7917595","7.4018416","2.4849066","3.8066625","7.7819732","5.0562458","6.5366916"
"TCGA-2Y-A9GU-01","6.3007858","8.7649903","6.5722825","6.4861608","6.5708830","4.5849675","0.0000000","8.7755494","0.6931472","6.4831074","8.1408985","2.0794415","8.0931567","8.1202913","7.7084107","3.9120230","7.8917047","5.9914645","4.8828019","5.4971682","4.1108739","5.4071718","5.2574954","7.3839895","8.6117758","1.9459101","7.8747391","3.3672958","0.6931472","8.8106088","4.9698133","7.4454176"
"TCGA-LG-A9QC-01","6.3526294","8.3279679","6.4645883","7.1522689","7.0715734","4.9199809","0.0000000","9.5778959","0.6931472","8.2553088","8.3371091","3.0910425","8.4529746","8.3586663","7.2875606","3.6635616","8.3330299","6.7684932","4.9272537","5.4424177","4.7706846","3.1780538","6.6476884","3.4657359","9.1700391","2.1972246","8.1388568","2.9444390","8.3795390","8.0304096","5.6698809","7.0192967"
"TCGA-DD-AAE9-01","6.326149","8.075272","4.867534","6.603944","6.232448","2.995732","0.000000","7.839919","3.496508","5.549076","8.163656","1.791759","8.681520","7.678789","7.230563","2.397895","7.826044","5.257495","4.394449","6.139885","3.988984","4.234107","6.037871","7.432484","8.670086","0.000000","7.745003","1.791759","3.737670","7.615298","5.225747","6.796824"
"TCGA-K7-A5RF-01","6.0614569","8.7099600","6.3508857","6.7440592","6.5553569","3.6888795","0.0000000","9.1299976","0.6931472","8.7649903","7.6820215","5.9964521","8.1519099","7.9990072","7.0732697","5.2882670","8.4811514","6.2841342","4.0253517","6.3207683","4.9558271","5.6383547","5.7235851","6.0730445","8.2348303","4.6728288","7.6875388","3.0445224","7.2737863","8.3437917","6.2822667","7.4742048"
"TCGA-XR-A8TC-01","7.2909748","9.7571314","6.7262334","7.3472997","7.4354380","4.0073332","0.6931472","9.2498495","1.3862944","7.1499168","8.6202911","3.0445224","8.4555305","9.1940077","7.1654935","4.3694479","8.1199938","6.8012830","5.3798974","6.3207683","4.9558271","5.9375362","6.1717006","7.7458682","8.8077711","5.6204009","7.8728362","4.2341065","8.1226680","8.0567438","6.0591232","7.8062893"
"TCGA-G3-AAV0-01","5.8230459","8.1262225","4.9972123","6.2499752","5.7899602","3.5553481","0.6931472","8.2850089","0.6931472","7.3244900","7.9380887","3.2958369","8.8839175","7.6685611","7.2936977","3.1354942","8.6669916","4.6634391","3.5835189","5.8081425","4.8675345","4.9836066","6.9517722","4.5849675","8.6616398","4.5325995","7.5005295","2.1972246","4.2904594","7.3085428","5.2933048","6.6253924"
"TCGA-DD-A4NO-01","6.621406","8.502891","6.559615","6.962243","7.075809","3.951244","1.386294","9.293762","0.000000","6.719013","8.808817","4.356709","8.345693","8.220941","7.528869","4.276666","8.569026","6.785588","5.620401","6.104793","5.123964","6.049733","5.840642","7.309881","8.588397","5.572154","8.203851","2.772589","7.142037","8.390723","6.411818","7.763021"
"TCGA-DD-AACS-01","5.9839363","8.2756311","5.9939614","6.6605751","6.5366916","3.8066625","0.0000000","8.4362000","1.3862944","7.1577355","8.5690263","2.7080502","8.5508214","8.0937678","6.5410300","3.2188758","8.0401247","6.3902407","5.7990927","6.2025355","4.6249728","4.3307333","6.4567697","6.9027427","8.4593522","0.6931472","7.8516612","2.6390573","2.7725887","7.4690839","6.0591232","7.5158891"
"TCGA-DD-AAC8-01","7.0219764","8.4446225","6.5439118","7.0057890","7.0201907","4.0430513","0.6931472","8.9448111","1.6094379","5.8260001","9.3753462","2.6390573","8.7481462","8.7743130","7.9993430","2.9957323","8.2661644","6.8068294","5.1984970","6.3801225","5.4680601","3.1354942","6.6039438","5.5984220","9.5318440","2.6390573","8.5680764","3.2580965","8.4008841","8.1223712","6.1612073","6.9660242"
"TCGA-KR-A7K8-01","7.452402","8.096817","6.253829","7.192182","6.941190","3.135494","1.386294","8.642592","0.000000","7.057037","8.854950","4.060443","8.595080","8.212568","7.970740","3.433987","8.602269","5.669881","5.081404","6.308098","5.981414","4.682131","6.714171","6.220590","9.103200","2.564949","8.274612","2.484907","6.458338","8.025516","5.746203","7.396335"
"TCGA-DD-AAED-01","6.228511","8.442470","5.799093","7.130899","6.584791","4.127134","0.000000","8.277158","0.000000","7.410952","7.144407","3.931826","8.609043","7.671361","6.740519","1.945910","8.006368","5.342334","4.624973","5.863631","3.526361","3.367296","6.188264","5.247024","8.031710","1.791759","7.266827","3.871201","8.564840","7.044905","6.423247","6.605298"
"TCGA-WX-AA44-01","6.566672","8.216358","6.320768","6.826545","6.699500","3.828641","0.000000","8.392537","1.098612","6.859615","8.674880","6.049733","8.514790","8.137103","6.795706","4.488636","7.952263","5.247024","5.808142","6.580639","5.147494","4.934474","6.989335","7.207860","9.736015","5.327876","7.684324","3.465736","7.277939","7.850883","6.104793","7.108244"
"TCGA-DD-A1EG-01","7.2167095","8.6676800","6.7499312","7.5714736","7.1853870","4.1108739","0.6931472","8.9384004","1.6094379","7.3926475","9.3729693","5.0875963","9.0031932","9.1789529","8.2807111","4.5849675","8.8034242","6.3438804","4.8828019","6.9488972","5.5797298","5.2094862","6.6970342","7.4764724","9.5266828","5.1590553","8.5356223","2.8903718","8.1958854","8.5786645","6.6489846","7.6108528"
"TCGA-2Y-A9H7-01","6.8112444","8.7749314","6.8448155","7.7685333","7.5719884","4.8751973","0.6931472","8.2975435","1.3862944","6.6580110","8.6532963","1.6094379","8.8593634","8.8398562","8.1814407","5.0106353","8.5107726","6.6293633","5.2149358","7.0561753","5.5333895","5.1590553","7.0282014","6.7753661","9.1019753","3.6375862","8.3109068","3.4339872","6.2166061","8.1417722","7.0210840","7.2137683"
"TCGA-DD-AAD0-01","7.719574","8.533263","6.356108","6.908755","7.083388","4.043051","1.609438","8.364508","3.806662","6.822197","8.602820","2.995732","8.704668","8.512382","7.333023","2.639057","8.423322","6.775366","4.844187","6.522093","6.200509","0.000000","6.579251","3.526361","9.143025","0.000000","8.385261","3.178054","7.938089","7.912423","6.434547","7.254885"
"TCGA-DD-A4NB-01","6.920672","8.872768","6.493754","6.406880","6.678342","4.143135","0.000000","9.659248","1.945910","8.189522","7.941296","5.802118","7.994970","8.594895","7.454141","5.273000","7.961021","6.634633","5.605802","6.390241","5.765191","6.198479","5.602119","6.511745","8.379769","5.283204","7.878913","5.493061","7.021976","8.308692","6.161207","8.054523"
"TCGA-G3-AAV2-01","6.3699010","8.2493137","5.7268477","6.6920837","6.8700534","4.1108739","0.6931472","8.9088298","0.0000000","5.5490761","8.6983474","2.0794415","8.5592944","8.4875584","7.8224447","4.6249728","9.0154198","6.2747620","4.1743873","6.9411901","5.0937502","4.9904326","6.5279579","6.2126061","9.3404033","5.0106353","8.2922981","2.9957323","5.4638318","7.4389716","6.1675165","7.5054923"
"TCGA-DD-AAD3-01","6.7522704","8.6541686","6.4861608","6.7990559","6.8469431","4.2904594","0.0000000","9.2091397","0.6931472","8.1271092","8.4546793","4.5643482","8.3661377","7.9305659","7.3277805","3.7841896","8.3260327","6.7298241","4.6249728","6.3595739","5.4071718","5.9295891","5.8888780","6.6267177","8.8932981","3.7612001","8.2068564","2.8332133","7.7200179","8.0251893","6.1114673","7.6746175"
"TCGA-DD-A11B-01","6.703188","9.571923","7.057037","7.021084","6.983790","3.951244","0.000000","9.667575","1.386294","7.054450","8.679482","2.397895","8.470730","8.457443","7.695303","4.663439","8.283241","6.740519","5.488938","6.879356","4.430817","6.169611","5.765191","7.617760","8.803124","5.648974","8.012350","2.639057","6.156979","8.959055","6.226537","8.154213"
"TCGA-DD-AAVW-01","7.147559","8.735364","6.210600","6.940222","6.839476","3.526361","0.000000","9.159363","4.912655","6.859615","7.875879","4.983607","7.828038","8.713089","7.334982","5.361292","7.922624","6.905753","5.198497","6.082219","4.465908","6.021023","5.676754","7.670429","8.668024","5.934894","7.902487","3.465736","5.187386","8.138565","5.645447","7.318540"
"TCGA-BC-A3KF-01"," 7.1808312"," 9.2597018"," 6.0378709"," 7.2071189"," 7.2950564"," 4.2484952"," 0.6931472"," 8.9680140"," 4.7095302"," 6.6528630"," 8.5707340"," 3.8066625"," 9.1215092"," 9.2897059"," 7.8139957"," 5.7714411"," 8.7150600"," 6.7357800"," 5.8944028"," 7.1082441"," 5.3278762"," 4.7361984"," 6.8875526"," 8.0446263","10.1183570"," 5.5984220"," 8.7443288"," 2.5649494"," 4.6539604"," 8.4538273"," 6.3801225"," 8.0036973"
"TCGA-G3-A3CG-01","6.267201","8.443331","6.579251","6.788972","6.727432","3.367296","0.000000","8.879472","1.098612","8.393216","8.493925","4.488636","8.537584","8.039480","7.406711","4.454347","8.136226","6.111467","4.127134","6.274762","5.241747","5.023881","6.023448","4.394449","8.814628","4.007333","8.053887","1.791759","8.765302","8.405815","6.139885","7.126087"
"TCGA-DD-AAW2-01","6.401917","8.168203","5.826000","6.490724","6.490724","2.564949","0.000000","8.052615","1.098612","6.234411","7.964851","3.332205","8.262301","7.744137","7.006695","4.317488","7.634337","6.413459","3.951244","6.329721","4.499810","2.944439","5.683580","7.563720","8.600063","1.609438","7.459915","2.639057","2.484907","7.807510","5.768321","6.766192"
"TCGA-G3-A7M8-01","6.616065","8.675393","6.287859","6.442540","6.481577","4.510860","0.000000","8.902864","4.394449","6.025866","7.641564","5.572154","7.917172","8.318254","8.004700","4.077537","8.595820","6.003887","4.007333","6.768493","4.990433","4.382027","5.834811","6.021023","8.497806","4.727388","7.963460","2.397895","2.708050","8.675564","5.545177","7.816014"
"TCGA-G3-AAV4-01","6.882437","8.800415","6.647688","7.086738","7.264730","3.871201","0.000000","8.843904","3.555348","6.958448","8.175548","2.197225","8.520587","8.800867","6.852243","3.367296","7.999343","6.856462","4.844187","6.202536","5.648974","2.708050","6.419995","3.091042","8.934982","1.609438","8.088869","2.833213","7.519692","8.605570","6.549651","7.424762"
"TCGA-EP-A3JL-01","6.8522426","8.1828387","5.9242558","7.0707241","6.7202202","3.3672958","0.6931472","8.1825593","4.0253517","6.4800446","8.8681317","4.0604430","9.1259800","8.9046301","8.2643633","5.0937502","8.3487745","5.6204009","4.7449321","6.2841342","5.3844951","5.1761497","6.7093043","7.7873820","9.3871467","5.3752784","7.7761155","3.0445224","6.5308776","7.7714888","5.5093883","6.9498565"
"TCGA-DD-AAVP-01","6.3526294","7.8156105","5.0875963","6.5944135","6.5235623","3.4657359","0.0000000","7.9909155","0.6931472","5.2149358","8.7112786","1.9459101","8.4578677","8.1696196","7.6113477","3.4339872","8.0317104","4.9487599","3.7841896","5.4116461","4.0253517","2.5649494","6.4183649","5.9295891","8.9111254","2.4849066","7.5218593","2.4849066","8.0040315","7.1024994","5.6058021","6.8875526"
"TCGA-DD-AAEH-01","6.2045578","8.5010638","6.0258660","6.8710913","6.3080984","3.6109179","1.0986123","8.2812177","0.6931472","6.6720329","7.9854844","3.5553481","8.5022826","8.3020178","6.9275579","4.7957905","8.0627479","5.6524892","4.3694479","6.0210233","5.6131281","3.9120230","6.1136822","6.3716118","8.7251825","2.9444390","7.7769544","2.1972246","6.3647508","8.7321433","5.8888780","7.0808679"
"TCGA-O8-A75V-01","7.188413","8.251142","6.011267","6.765039","6.864848","3.871201","0.000000","8.891649","1.386294","7.182352","8.943114","4.174387","9.042750","8.758570","7.996654","4.248495","8.566745","6.285998","4.510860","6.771936","5.332719","5.105945","6.788972","6.953684","9.369990","6.190315","8.304742","3.401197","9.166806","7.938089","5.662960","7.354362"
"TCGA-BC-A69I-01","7.232733","8.793612","6.933423","6.824374","6.674561","3.091042","0.000000","8.032360","0.000000","8.387085","8.254789","4.094345","8.509161","8.248791","7.494986","3.044522","8.286017","5.655992","4.219508","6.003887","5.093750","4.644391","5.918894","6.388561","8.879612","1.609438","7.864036","1.609438","5.916202","8.452975","6.129050","6.919684"
"TCGA-ES-A2HT-01","6.687109","8.434464","6.016157","6.401917","6.013715","2.833213","0.000000","8.177797","0.000000","7.446585","9.084664","4.204693","9.027739","8.493925","8.591187","3.465736","8.453614","4.955827","3.784190","6.378426","5.117994","4.804021","6.728629","4.770685","9.156623","3.970292","7.634821","3.367296","7.421776","7.963460","5.624018","6.723832"
"TCGA-DD-AAVQ-01","6.872128","8.114624","6.298949","7.416378","7.266827","3.931826","1.791759","8.433377","3.044522","6.856462","9.018817","3.828641","9.045112","9.010425","7.702556","3.951244","8.641002","6.184149","4.997212","6.396930","5.129899","4.382027","7.421776","7.504942","9.172535","3.332205","8.263590","3.912023","9.414342","7.786136","5.733341","6.514713"
"TCGA-EP-A12J-01","6.530878","8.828641","6.284134","7.015712","7.251345","3.951244","0.000000","8.824237","1.098612","6.210600","8.284504","2.944439","8.443116","8.365440","6.980076","4.905275","8.397734","6.666957","4.442651","6.695799","5.023881","4.927254","6.222576","7.515345","9.100302","1.609438","8.092851","4.025352","6.342121","8.151622","6.767343","7.508787"
"TCGA-DD-AADO-01","6.131226","7.756623","6.049733","6.844815","6.122493","3.784190","1.386294","7.783641","3.091042","5.899897","8.939581","2.197225","9.506660","8.758570","9.289891","2.197225","7.679251","4.521789","4.795791","6.694562","5.003946","1.386294","7.713338","7.052721","9.161885","5.214936","6.918695","3.663562","8.209580","7.050123","4.779123","6.236370"
"TCGA-DD-AADP-01","6.701960","8.839711","6.018593","6.994850","7.073270","4.094345","0.000000","8.684570","1.098612","7.363280","8.185629","4.043051","8.088562","8.537192","7.493317","4.955827","8.248267","6.738152","5.111988","6.678342","5.283204","5.351858","6.152733","5.771441","8.607765","3.433987","7.960324","3.044522","7.092574","7.277248","6.390241","7.337588"
"TCGA-DD-AADI-01","6.1612073","8.3206916","6.4085288","6.7250336","6.4815771","3.4657359","1.0986123","8.1420633","0.6931472","6.2225763","9.0040539","6.5482191","9.0802317","8.6265856","8.3981844","3.8712010","8.4480575","4.9767337","5.0039463","6.3456364","4.7957905","5.1873858","7.1654935","6.8648478","9.1773005","3.8501476","7.8640357","3.3672958","9.3837894","7.6884554","5.7557422","6.4661447"
"TCGA-ED-A627-01","6.7117404","8.8583686","6.9479371","7.0992017","6.9067548","3.8918203","0.6931472","9.3391732","3.1354942","8.7760127","7.8026181","8.5075468","8.0146664","8.7358467","7.4645098","5.8318825","8.5465578","6.6871086","5.1704840","6.2709884","5.6347896","6.1569790","5.6276211","6.4409465","8.2930491","5.6021188","8.0478294","3.1354942","7.9776251","8.3416486","6.6970342","7.6468314"
"TCGA-DD-A4NS-01","7.3883279","8.7824763","6.7968237","7.2950564","7.2463681","4.1108739","0.6931472","9.2220713","3.2580965","8.8340456","8.2321742","7.3620106","8.1701857","8.4896164","7.2122945","6.1377271","8.4794913","6.9994225","5.1647860","6.4800446","5.1817836","5.9814142","5.9427994","7.5735313","8.6464655","5.6167711","8.0971219","3.8712010","9.2466723","8.0503845","6.6253924","7.5169772"
"TCGA-DD-AACE-01","6.236370","8.280711","6.216606","6.381816","6.333280","3.970292","1.098612","8.796944","0.000000","6.683361","8.505930","3.555348","8.554296","7.614312","7.148346","2.639057","8.124447","6.418365","3.526361","6.115892","5.159055","3.135494","5.575949","7.149917","9.164820","3.555348","7.958926","2.484907","3.367296","8.517193","5.752573","7.470224"
"TCGA-RC-A7SK-01","6.336826","8.737934","5.786897","6.489205","6.538140","4.394449","1.386294","9.305105","1.386294","6.448889","8.236156","4.204693","8.407825","8.234034","7.116394","4.158883","8.364974","6.375025","4.905275","6.569481","4.700480","3.526361","6.777647","7.093405","8.563886","6.802395","8.601350","4.234107","2.639057","8.615408","6.028279","7.181592"
"TCGA-DD-AAEA-01","5.955837","7.799753","4.962845","6.122493","5.634790","3.688879","0.000000","7.613819","0.000000","6.255750","7.705713","2.944439","8.531490","7.626083","6.738152","2.397895","7.584773","5.288267","5.010635","5.726848","5.087596","2.564949","6.232448","6.998510","8.412499","0.000000","7.669495","3.044522","1.098612","7.758761","5.505332","6.883463"
"TCGA-DD-A4NN-01","7.619233","8.782630","6.073045","7.446001","7.992607","4.595120","2.484907","8.789812","2.484907","7.050989","9.565915","4.912655","8.747511","9.154722","7.979681","3.784190","7.937017","6.781058","5.575949","7.013915","5.176150","5.986452","6.573680","8.123558","9.798460","1.609438","8.990940","4.543295","9.877092","7.241366","5.645447","7.439559"
"TCGA-G3-A25U-01","6.8690145","9.1857403","6.3080984","7.0414117","7.0967214","4.2626799","1.0986123","9.2152284","0.6931472","7.2291139","7.8079166","3.2188758","8.4813587","9.0202689","7.5989005","4.3944492","8.4416072","6.3835066","5.7899602","6.6669568","5.7300998","4.4067192","6.3595739","6.5861717","7.5688957","4.7449321","7.9693577","3.4011974","2.8332133","7.7676873","6.2480429","7.7617450"
"TCGA-DD-A39Y-01"," 6.3350543"," 8.6346206"," 6.7833252"," 7.7222347"," 7.0148144"," 4.0775374"," 1.3862944"," 8.8890326"," 0.6931472"," 7.2896105"," 9.4539922"," 3.6635616"," 9.3556521","10.4530241"," 8.8058248"," 5.0998664"," 8.9775252"," 6.4167323"," 5.6489742"," 7.4471684"," 6.7093043"," 2.5649494"," 7.7634464"," 5.8260001","10.0662864"," 6.9939330"," 8.9576393"," 3.9889840"," 6.2045578"," 8.6289134"," 6.5666724"," 7.7052625"
"TCGA-BW-A5NQ-01"," 7.956126"," 8.558911"," 7.051856"," 7.880426"," 7.542744"," 4.025352"," 2.079442"," 9.440658"," 5.823046"," 5.252273"," 9.231906"," 3.784190"," 9.164820"," 9.782111"," 8.179200"," 3.713572"," 8.678291"," 7.145984"," 5.659482"," 7.163172"," 6.003887"," 5.198497"," 7.206377"," 6.680855"," 8.906393"," 5.411646"," 8.848078"," 2.564949","10.902077"," 8.721113"," 7.214504"," 8.058960"
"TCGA-2Y-A9GV-01","6.423247","8.642239","6.605298","6.617403","6.634633","3.850148","0.000000","8.908559","1.098612","6.511745","7.345365","3.637586","7.951207","7.905442","6.893656","4.812184","7.841493","6.206576","4.753590","5.799093","4.804021","5.521461","5.631212","5.347108","8.161660","5.866468","7.661527","3.258097","5.541264","7.963460","6.016157","7.752765"
"TCGA-G3-AAUZ-01","5.9348942","8.0618023","6.2766435","6.2402758","5.6204009","2.8903718","0.6931472","7.9868449","0.0000000","7.1340937","8.1808809","3.7376696","8.7946734","8.2201340","7.8879593","3.4339872","7.9377318","4.3040651","4.7621739","6.1333980","5.6094718","4.0604430","7.2882444","4.6728288","8.2940496","1.9459101","7.3211886","4.7957905","4.5747110","7.9473250","5.5947114","6.4488894"
"TCGA-DD-A73E-01","7.920447","8.893573","6.549651","6.731018","7.188413","3.688879","0.000000","8.588583","1.945910","6.272877","8.077447","2.564949","8.911395","8.353497","7.448334","4.262680","8.264106","6.947937","4.060443","6.670766","5.590987","3.526361","6.498282","7.428333","9.228475","1.609438","8.621193","3.295837","6.426488","8.032360","6.472346","7.549083"
"TCGA-BD-A3EP-01","7.163172","9.347577","6.559615","7.113956","7.039660","4.060443","1.609438","9.329190","3.258097","7.315218","8.188967","5.739793","8.365905","8.562167","7.661998","5.497168","8.552367","6.320768","5.105945","6.131226","5.087596","5.093750","6.146329","6.161207","8.572439","5.365976","8.240649","2.944439","4.927254","8.047510","6.023448","7.134891"
"TCGA-DD-AAEB-01","6.100319","8.046549","5.572154","6.111467","5.579730","3.713572","0.000000","7.550135","0.000000","6.555357","7.455298","2.484907","9.525224","7.218910","7.257003","2.890372","7.572503","4.204693","3.828641","6.084499","4.532599","3.091042","6.244167","5.693732","8.159089","1.609438","6.638568","2.639057","6.278521","7.716015","5.147494","6.267201"
"TCGA-2Y-A9H4-01","6.2728770","8.3832046","6.1070229","6.9314718","5.6524892","3.0445224","0.6931472","8.2571263","0.0000000","6.4982821","7.8062893","2.3978953","8.5514014","8.4854961","7.6187424","3.6109179","8.0093631","5.5984220","4.5747110","6.3801225","5.2149358","5.3230100","6.5220928","4.8283137","9.5378439","4.9698133","8.0608558","2.3978953","3.4965076","8.1769539","5.5759491","6.5861717"
"TCGA-FV-A496-01","6.1820849","8.4765795","6.8394764","6.9007307","6.6120410","3.2188758","0.6931472","9.1379847","1.3862944","7.9083872","8.5486919","3.1354942","8.3861729","8.2653929","8.0053671","4.0604430","8.2887858","6.4409465","5.0369526","6.7499312","4.4773368","4.8675345","5.8171112","4.0604430","8.5463636","5.8833224","7.7944112","2.8903718","6.4297195","8.7083093","5.9135030","7.9540211"
"TCGA-DD-AACV-01","6.805723","8.623174","5.855072","7.263330","7.063048","3.258097","1.386294","9.167120","0.000000","6.091310","7.714231","2.197225","8.399985","8.519191","7.100852","2.302585","7.441320","6.480045","5.267858","6.558198","5.541264","1.945910","5.891644","4.875197","8.043984","4.624973","7.875119","3.295837","2.995732","7.249926","5.932245","7.319865"
"TCGA-DD-AACU-01","6.9127428","8.8604992","6.3750248","7.1324976","7.4271441","3.9889840","0.6931472","9.0619564","4.2341065","6.2633983","8.1994642","4.7184989","8.6255093","8.6410025","7.4599148","4.0775374","8.7778637","6.7844571","4.7957905","6.9186952","4.6539604","5.3423343","6.8690145","7.1853870","9.0931322","4.8202816","8.6716295","4.2046926","7.7549103","8.2195955","6.0567840","7.3537223"
