"","from","to"
"79","TP53","CDK4"
"80","CDKN2A","CDK4"
"81","CDK4","CDK4"
"82","CDK4","RB1"
"83","RB1","RB1"
"84","SHC2","IGF1R"
"85","AKT3","BAD"
"86","AKT1","BAD"
"87","NRAS","PDPK1"
"88","PIK3CA","PDPK1"
"89","PIK3CB","PDPK1"
"90","PIK3CD","PDPK1"
"91","PIK3R2","PDPK1"
"92","PIK3R3","PDPK1"
"93","PCYT1A","MAPK1"
"94","MAP2K2","MAPK1"
"95","PCYT1A","MAPK3"
"96","TP53","MAPK3"
"97","BAD","MAPK3"
"98","AKT3","PPP2CB"
"99","MAP2K1","PPP2CB"
"100","MAP2K1","PPP2R1A"
"101","AKT3","PPP2R5A"
"102","RAD50","RAD50"
"103","BRCA2","FANCG"
"104","TP53","GADD45G"
"105","PIK3CB","RAC1"
"106","PIK3CD","RAC1"
"107","PIK3R1","RAC1"
"108","PIK3R2","RAC1"
"109","PIK3R3","RAC1"
"110","ELK1","RAC1"
"111","IL1RAP","MYD88"
"112","GAB1","MET"
"113","GRB2","MET"
"114","SHC2","MET"
"115","HGF","MET"
"116","GRB2","NGFR"
"117","SHC2","NGFR"
"118","SOS1","PDGFRA"
"119","GRB2","PDGFRA"
"120","SHC2","PDGFRA"
"121","HRAS","PDGFRA"
"122","PDGFD","PDGFRA"
"123","PRKCA","PLCB1"
"124","PRKCB","PLCB1"
"125","EGFR","PLCB1"
"126","IGF1R","PLCB1"
"127","NGFR","PLCB1"
"128","PDGFRA","PLCB1"
"129","PRKCA","PLCG1"
"130","PIK3CD","PLCG1"
"131","MET","PLCG1"
"132","PDGFRA","PLCG1"
"133","PRKCA","PLCG2"
"134","PRKCB","PLCG2"
"135","SMAD4","SMAD4"
"136","AKT3","TSC2"
"137","GADD45G","CDK1"
"138","CDK4","PCNA"
"139","GADD45G","PCNA"
"140","ARAF","YWHAB"
"141","ARAF","YWHAG"
"142","ARAF","YWHAZ"
"143","TP53","YWHAZ"
"144","YWHAB","CDC25B"
"145","YWHAG","CDC25B"
"146","YWHAZ","CDC25B"
"147","YWHAB","CDC25C"
"148","YWHAG","CDC25C"
"149","YWHAZ","CDC25C"
"150","AKT3","GSK3B"
"151","AKT1","GSK3B"
"152","IGF1","GSK3B"
"153","TP53","GSK3B"
"154","RB1","CCNA2"
"155","PIP4K2B","E2F5"
"156","RB1","E2F5"
"157","FANCG","E2F5"
"158","E2F1","E2F1"
"159","AMDHD1","E2F2"
"160","SMS","E2F2"
"161","UXS1","E2F2"
"162","PIP4K2B","E2F2"
"163","FANCG","E2F2"
"164","ENAH","E2F2"
"165","PCNA","E2F2"
"166","CDC45","E2F2"
"167","SMS","E2F3"
"168","PIP4K2B","E2F3"
"169","TP53","E2F3"
"170","RB1","E2F3"
"171","FANCG","E2F3"
"172","PCNA","E2F3"
"173","CDC45","E2F3"
"174","CCNA2","E2F3"
"175","E2F5","E2F3"
"176","E2F2","E2F3"
"177","E2F3","E2F3"
"178","HDAC1","HDAC1"
"179","CCNB2","ANAPC7"
"180","CCNB2","ANAPC11"
"181","HDAC2","CDC20"
"182","TP53","PPP1CC"
"183","CDC25C","PPP1CC"
"184","EGFR","SH3GLB2"
"185","EHD3","RBSN"
"186","RBSN","VPS45"
"187","MTOR","RRAGC"
"188","TSC1","RPS6KA3"
"189","MTOR","PRKAA2"
"190","TSC2","PRKAA2"
"191","TP53","WNT3"
"192","E2F4","WNT5A"
"193","E2F5","WNT5A"
"194","E2F2","WNT5A"
"195","E2F3","WNT5A"
"196","E2F4","WNT9A"
"197","WNT1","FZD10"
"198","WNT3","FZD10"
"199","WNT5A","FZD10"
"200","WNT7B","FZD10"
"201","WNT9B","FZD10"
"202","WNT3A","FZD10"
"203","WNT16","LRP6"
"204","WNT4","LRP6"
"205","WNT6","LRP6"
"206","WNT7A","LRP6"
"207","WNT8A","LRP6"
"208","WNT8B","LRP6"
"209","WNT10B","LRP6"
"210","WNT9A","LRP6"
"211","WNT5B","LRP6"
"212","FZD10","LRP5"
"213","RAC1","DVL1"
"214","LRP6","DVL1"
"215","LRP5","DVL1"
"216","RAC1","DVL2"
"217","GSK3B","DVL2"
"218","RAC1","DVL3"
"219","MTOR","RPS6KB1"
"220","AKT1","RPS6KB1"
"221","AKT2","RPS6KB1"
"222","PDPK1","RPS6KB1"
"223","MAPK1","RPS6KB1"
"224","MAPK3","RPS6KB1"
"225","PPP2CB","RPS6KB1"
"226","PPP2R1A","RPS6KB1"
"227","E2F2","RPS6KB1"
"228","AKT3","HSP90AA1"
"229","AKT3","HSP90AB1"
"230","PRKCA","PTK2"
"231","PRKCG","PTK2"
"232","AKT3","PTK2"
"233","PIK3CB","PTK2"
"234","PIK3CD","PTK2"
"235","PIK3R2","PTK2"
"236","PIK3R3","PTK2"
"237","MET","PTK2"
"238","PDGFRA","PTK2"
"239","MTOR","PRKAB1"
"240","TP53","PRKAB1"
"241","MTOR","PRKAB2"
"242","MTOR","PRKAG1"
"243","PRKAA2","ELAVL1"
"244","PRKAB1","ELAVL1"
"245","PRKAB2","ELAVL1"
"246","PRKAG1","ELAVL1"
"247","FOS","FOS"
"248","TALDO1","MYC"
"249","PDE7A","MYC"
"250","DTYMK","MYC"
"251","TYMS","MYC"
"252","GLS2","MYC"
"253","PCCA","MYC"
"254","SRM","MYC"
"255","MTR","MYC"
"256","B4GALT3","MYC"
"257","UGDH","MYC"
"258","PIP4K2B","MYC"
"259","LPCAT1","MYC"
"260","MTHFD1","MYC"
"261","RETSAT","MYC"
"262","GSTA4","MYC"
"263","MGST1","MYC"
"264","GSTO1","MYC"
"265","HRAS","MYC"
"266","NRAS","MYC"
"267","TP53","MYC"
"268","CDK4","MYC"
"269","MAPK3","MYC"
"270","UPF2","MYC"
"271","HGS","MYC"
"272","FANCD2","MYC"
"273","GSK3B","MYC"
"274","E2F5","MYC"
"275","E2F2","MYC"
"276","VPS45","MYC"
"277","WNT3","MYC"
"278","DVL2","MYC"
"279","MYC","MYC"
"280","BRCA2","CCNE1"
"281","HDAC2","CCNE1"
"282","RAD1","RAD1"
"283","MAP2K1","PRKCD"
"284","ARAF","PRKCD"
"285","PIK3CA","PRKCD"
"286","PIK3CB","PRKCD"
"287","PIK3CD","PRKCD"
"288","PIK3R2","PRKCD"
"289","PIK3R3","PRKCD"
"290","MAPK1","PRKCD"
"291","PLCG1","PRKCD"
"292","PLCG2","PRKCD"
"293","TLE1","TLE1"
"294","MYC","LEF1"
"295","LEF1","LEF1"
"296","LEF1","TCF7L1"
"297","LEF1","RUVBL1"
"298","APC","APC"
"299","CTNNB1","CTNNB1"
"300","AKT1","SMAD2"
"301","CDK4","SMAD2"
"302","MAPK3","SMAD2"
"303","LEF1","SMAD2"
"304","SMAD2","SMAD2"
"305","SMAD3","SMAD3"
"306","IGF1","DCN"
"307","TGFB1","DCN"
"308","SHC2","FYN"
"309","PIK3CA","FYN"
"310","RAC1","FYN"
"311","FCER1A","FYN"
"312","PTK2","FYN"
"313","ENAH","ACTB"
"314","PRKAG2","BMP8A"
"315","E2F4","RASSF4"
"316","PIP4K2B","PTEN"
"317","ROCK2","PTEN"
"318","PTK2","PTEN"
"319","MYC","PTEN"
"320","PECAM1","PECAM1"
"321","TCF7L2","CSNK2A1"
"322","RAC1","WASF2"
"323","HLA-A","HLA-A"
"324","PIK3CA","GNB1"
"325","RAC1","GNB1"
"326","PLCB1","GNB1"
"327","HRAS","CAMK2B"
"328","E2F5","CAMK2B"
"329","E2F2","CAMK2B"
"330","TYMS","ESR1"
"331","CYP2C19","ESR1"
"332","AKT1","ESR1"
"333","CDK4","ESR1"
"334","MAPK3","ESR1"
"335","PLCG1","ESR1"
"336","CDK7","ESR1"
"337","MYC","ESR1"
"338","LEF1","ESR1"
"339","ESR1","ESR1"
"340","ATF2","ATF2"
"341","WASF2","ARF1"
"342","ELK1","RALA"
"343","RGL1","RALA"
"344","RALGAPB","RALA"
"345","EXOC2","RALA"
"346","TP53","TERT"
"347","MYC","TERT"
"348","TCF7","TERT"
"349","RUVBL1","TERT"
"350","ESR1","TERT"
"351","PDE7A","ETS2"
"352","KRAS","ETS2"
"353","TP53","ETS2"
"354","CDKN2A","ETS2"
"355","MAPK3","ETS2"
"356","TGFBR2","ETS2"
"357","CCNA2","ETS2"
"358","MYC","ETS2"
"359","TERT","ETS2"
"360","ETS2","ETS2"
"361","IRF3","IRF3"
"362","PTK2","ITGA6"
"363","ACTB","ITGA6"
"364","LAMB4","ITGA6"
"365","LAMA2","ITGA6"
"366","LAMA4","ITGA6"
"367","E2F2","IGF2"
"368","E2F3","IGF2"
"369","MYC","CKS1B"
"370","SDHB","NFE2L2"
"371","CAT","NFE2L2"
"372","GSTA1","NFE2L2"
"373","DUSP1","NFE2L2"
"374","MYC","NFE2L2"
"375","PRKCD","NFE2L2"
"376","HRAS","CAMK1"
"377","TP53","CAMK1"
"378","MAPK10","MECOM"
"379","ELK1","MECOM"
"380","HDAC2","MECOM"
"381","HEY1","HEY1"
"382","ARID1B","ARID1B"
"383","TP53","SMARCB1"
"384","CDKN2A","SMARCB1"
"385","RB1","SMARCB1"
"386","PPP1CC","SMARCB1"
"387","MYC","SMARCB1"
"388","SMARCB1","SMARCB1"
"389","TP53","SMARCA4"
"390","CDKN2A","SMARCA4"
"391","RB1","SMARCA4"
"392","MYC","SMARCA4"
"393","CCNE1","SMARCA4"
"394","ACTB","SMARCA4"
"395","ESR1","SMARCA4"
"396","ETS2","SMARCA4"
"397","MECOM","SMARCA4"
"398","ARID1A","SMARCA4"
"399","SMARCB1","SMARCA4"
"400","MYC","PHF10"
"401","SMARCB1","PHF10"
"402","KDM3B","ACTL6B"
"403","SMARCA2","ACTL6B"
"404","MYC","ACTL6A"
"405","RUVBL1","ACTL6A"
"406","SMARCB1","ACTL6A"
"407","SMARCA2","ACTL6A"
"408","SMARCA4","ACTL6A"
"409","TP53","SMARCD1"
"410","MYC","SMARCD1"
"411","SMARCB1","SMARCD2"
"412","ESR1","SMARCD3"
"413","SMARCB1","SMARCD3"
"414","SMARCC1","SMARCD3"
"415","E2F4","SMARCE1"
"416","E2F5","SMARCE1"
"417","E2F2","SMARCE1"
"418","E2F3","SMARCE1"
"419","ESR1","SMARCE1"
"420","SMARCB1","SMARCE1"
"421","SMARCA4","SMARCE1"
"422","RAC1","ABL2"
"423","MYC","ABL2"
"424","TP53","AATF"
"425","RB1","AATF"
"426","MYC","AATF"
"427","B4GALT3","ATF5"
"428","PIP4K2B","ATF5"
"429","PCYT1A","ATF5"
"430","SHC3","ATF5"
"431","MAP2K1","ATF5"
"432","DUSP1","ATF5"
"433","WNT2","ATF5"
"434","WNT10A","ATF5"
"435","LRP6","ATF5"
"436","ELAVL1","ATF5"
"437","SMARCD1","ATF5"
"438","TP53","BARD1"
"439","MYC","BARD1"
"440","BARD1","BARD1"
"441","CSNK2A1","BDP1"
"442","BRCA1","BRCA1"
"443","DVL1","BRD7"
"444","LAMA4","BRD7"
"445","NAMPT","CLOCK"
"446","CTCF","CTCF"
"447","DNMT1","DNMT1"
"448","CDKN2A","DNMT3A"
"449","IGFBP3","DNMT3A"
"450","SFRP5","DNMT3A"
"451","EBF1","EBF1"
"452","EGR1","EGR1"
"453","MAP2K2","EGR2"
"454","PIK3R1","EGR2"
"455","CDKN2C","EGR2"
"456","SMG7","EGR2"
"457","RRAGC","EGR2"
"458","PRKAA2","EGR2"
"459","WNT5A","EGR2"
"460","FZD3","EGR2"
"461","FZD9","EGR2"
"462","PRKAG1","EGR2"
"463","CCNE1","EGR2"
"464","PRKCD","EGR2"
"465","FRMD6","EGR2"
"466","GNB1","EGR2"
"467","CAMK2B","EGR2"
"468","MYO10","EGR2"
"469","DYNLL1","EGR2"
"470","DCTN2","EGR2"
"471","ATP6V1F","EGR2"
"472","IGF2","EGR2"
"473","CAMK1","EGR2"
"474","SMARCD2","EGR2"
"475","TKT","EGR3"
"476","UGDH","EGR3"
"477","CDKN2C","EGR3"
"478","PDPK1","EGR3"
"479","PPP2CB","EGR3"
"480","DGKZ","EGR3"
"481","RRAGC","EGR3"
"482","RPS6KA3","EGR3"
"483","PRKAA2","EGR3"
"484","WNT1","EGR3"
"485","WNT5A","EGR3"
"486","FZD9","EGR3"
"487","LRP5","EGR3"
"488","MYC","EGR3"
"489","CCNE1","EGR3"
"490","PRKCD","EGR3"
"491","LEF1","EGR3"
"492","FRMD6","EGR3"
"493","ACTB","EGR3"
"494","ACTG1","EGR3"
"495","CAMK2B","EGR3"
"496","MYO10","EGR3"
"497","DYNLL1","EGR3"
"498","DCTN2","EGR3"
"499","ATP6V1F","EGR3"
"500","IGF2","EGR3"
"501","CAMK1","EGR3"
"502","SMARCD2","EGR3"
"503","SMARCD3","EGR3"
"504","TGFBR2","ETV4"
"505","AGTR1","ETV4"
"506","MYC","ETV4"
"507","TERT","ETV4"
"508","ETS2","ETV4"
"509","SMS","EZH2"
"510","CDKN1A","EZH2"
"511","CCND1","EZH2"
"512","CCNE1","EZH2"
"513","SFRP1","EZH2"
"514","PTEN","EZH2"
"515","DNMT3A","EZH2"
"516","SIRT7","FOSB"
"517","GSTP1","FOSB"
"518","SHC3","FOSB"
"519","TGFB1","FOSB"
"520","TGFBR2","FOSB"
"521","ROCK2","FOSB"
"522","ANAPC5","FOSB"
"523","WNT1","FOSB"
"524","WNT2B","FOSB"
"525","DVL2","FOSB"
"526","SMARCB1","FOSB"
"527","SMARCA2","FOSB"
"528","CDKN1A","FUBP1"
"529","MYC","FUBP1"
"530","HDAC4","HDAC4"
"531","E2F4","HLTF"
"532","CDK1","HMGA1"
"533","CSNK2A1","HMGA1"
"534","PRKDC","HMGB2"
"535","CSNK1A1","HMGB2"
"536","HSP90AA1","HSF2"
"537","DCTN4","HSF2"
"538","ID2","ID2"
"539","PRKDC","ILF2"
"540","ILF2","ILF3"
"541","JUNB","JUNB"
"542","PLCG1","KHDRBS1"
"543","PLCG2","KHDRBS1"
"544","FYN","KHDRBS1"
"545","IGF2","KHDRBS1"
"546","SMARCA2","KHDRBS1"
"547","KHDRBS1","KHDRBS1"
"548","MAML1","MAML1"
"549","HRAS","MAZ"
"550","CSNK2A1","MAZ"
"551","EGR2","MAZ"
"552","EGR3","MAZ"
"553","MCM2","MCM2"
"554","NCOA6","NCOA6"
"555","NFYA","NFYA"
"556","ALDH6A1","NFYC"
"557","CAT","NFYC"
"558","GCH1","NFYC"
"559","PIK3R1","NFYC"
"560","UBE2T","NFYC"
"561","CDC23","NFYC"
"562","CDC20","NFYC"
"563","WNT16","NFYC"
"564","WASF2","NFYC"
"565","CKS1B","NFYC"
"566","ACTL6B","NFYC"
"567","GRB2","NPM1"
"568","SHC1","NPM1"
"569","CDKN1A","NPM1"
"570","CCND1","NPM1"
"571","GADD45A","NPM1"
"572","PLCG2","NPM1"
"573","CDK1","NPM1"
"574","PLK1","NPM1"
"575","ARF1","NPM1"
"576","ATF5","NPM1"
"577","DCN","NR1H4"
"578","SMARCD3","NR1H4"
"579","NR1I2","NR1I2"
"580","KRAS","NR3C2"
"581","EGFR","NR3C2"
"582","HSP90AA1","NR3C2"
"583","ACTG1","NR3C2"
"584","ETV4","NR3C2"
"585","SDHB","NRF1"
"586","DYNLL1","NRF1"
"587","IGF2","PLAG1"
"588","POU2F1","POU2F1"
"589","CDKN1A","PTMA"
"590","CDK4","PTMA"
"591","RAN","PTMA"
"592","CDK1","PTMA"
"593","CCNB1","PTMA"
"594","CCNA2","PTMA"
"595","E2F4","PTMA"
"596","E2F5","PTMA"
"597","E2F3","PTMA"
"598","HDAC2","PTMA"
"599","MYC","PTMA"
"600","ESR1","PTMA"
"601","RAC1","PTTG1"
"602","CDK1","PTTG1"
"603","CCNB1","PTTG1"
"604","ANAPC5","PTTG1"
"605","ANAPC7","PTTG1"
"606","ANAPC11","PTTG1"
"607","CDC23","PTTG1"
"608","CDC20","PTTG1"
"609","RB1","PURA"
"610","PCNA","PURA"
"611","EGR3","PURA"
"612","HDAC2","RFX5"
"613","MYC","RFX5"
"614","UPF3B","SATB2"
"615","FOSB","TAF4"
"616","CDKN1A","TAF5"
"617","EGR3","TAF5"
"618","ALDOB","TCF3"
"619","PDE7A","TCF3"
"620","PIP4K2B","TCF3"
"621","KRAS","TCF3"
"622","BAD","TCF3"
"623","MAPK3","TCF3"
"624","SH3GLB2","TCF3"
"625","FZD1","TCF3"
"626","FZD6","TCF3"
"627","MYC","TCF3"
"628","ITGA6","TCF3"
"629","MECOM","TCF3"
"630","SMARCB1","TCF3"
"631","ETV4","TCF3"
"632","FOSB","TCF3"
"633","PURA","TCF3"
"634","TCF3","TCF3"
"635","ESR1","TRIM28"
"636","TRIM28","TRIM28"
"637","EGFR","TSG101"
"638","CDKN1A","TSG101"
"639","HGS","TSG101"
"640","AATF","TSG101"
"641","MAZ","TSG101"
"642","TSG101","TTF2"
"643","TP53","UHRF1"
"644","RB1","UHRF1"
"645","E2F5","UHRF1"
"646","YBX1","YBX1"
"647","MYD88","ZIC2"
"648","WNT7B","ZIC2"
"649","PRKAG1","ZIC2"
"650","NFE2L2","ZIC2"
"651","SMARCD3","ZIC2"
"652","TALDO1","ZNF143"
"653","PCYT1A","ZNF143"
"654","CDK4","BHLHE40"
"655","RRAGC","BHLHE40"
"656","MYC","BHLHE40"
"657","FOSB","BHLHE40"
"658","HSF2","BHLHE40"
"659","BHLHE40","BHLHE40"
"660","AIRE","AIRE"
"661","ALYREF","ALYREF"
"662","EGR2","ARID4B"
"663","EGR3","ARID4B"
"664","FOSB","BRD8"
"665","CBX3","CBX3"
"666","ELK1","CITED2"
"667","CNOT6","CNOT6"
"668","COIL","COIL"
"669","HDAC2","DDX20"
"670","EGR2","DDX20"
"671","E2F2","DEK"
"672","E2F3","DEK"
"673","DEK","DEK"
"674","ELK1","DNAJC2"
"675","MYC","DNAJC2"
"676","DTX1","DTX1"
"677","MYC","EP400"
"678","ELK1","ERCC3"
"679","CDK7","ERCC3"
"680","MYC","EZH1"
"681","EGR3","EZH1"
"682","TCF3","EZH1"
"683","FOXP1","FOXP1"
"684","FUS","FUS"
"685","FXR1","FXR1"
"686","MYC","HAX1"
"687","HNRNPK","HNRNPK"
"688","HTATSF1","HTATSF1"
"689","ATF5","JDP2"
"690","ELK1","KAT7"
"691","ORC1","KAT7"
"692","DVL3","KAT7"
"693","ATF5","KAT7"
"694","FOSB","KAT7"
"695","HSF2","KNTC1"
"696","PPP2R1A","MCM3"
"697","MCM4","MCM4"
"698","CDKN2A","MCM5"
"699","YWHAG","MCM5"
"700","E2F5","MCM5"
"701","E2F3","MCM6"
"702","MCM6","MCM6"
"703","TP53","MCM7"
"704","CDC45","MCM7"
"705","CDK7","MCM7"
"706","E2F2","MCM7"
"707","MYC","MCM7"
"708","MCM5","MCM7"
"709","MCM6","MCM7"
"710","MCM7","MCM7"
"711","MED12","MED12"
"712","EGR3","MLLT6"
"713","NONO","NONO"
"714","ELK4","NR2C2"
"715","HSP90AB1","NR2C2"
"716","DR1","NR2C2"
"717","EGR3","NR2C2"
"718","HSF2","NR2C2"
"719","PBRM1","PBRM1"
"720","TP53","PBXIP1"
"721","PTK2","PIAS1"
"722","NR3C2","PIAS1"
"723","SATB2","PIAS1"
"724","PIAS1","PIAS1"
"725","POLR2G","POLR2G"
"726","POLR2H","POLR2H"
"727","FANCD2","RAD51"
"728","E2F2","RAD51"
"729","E2F3","RAD51"
"730","MYC","RAD51"
"731","RAD51","RAD51"
"732","RAD54B","RAD54B"
"733","EGR2","RBBP7"
"734","EGR3","RBBP7"
"735","FOSB","RBBP7"
"736","CDK4","RFC1"
"737","RFC1","RFC1"
"738","ELK1","RNPS1"
"739","YWHAB","RNPS1"
"740","YWHAG","RNPS1"
"741","DVL2","RNPS1"
"742","RUVBL1","RUVBL2"
"743","TERT","RUVBL2"
"744","SNRPB","SNRPB"
"745","HDAC2","SNW1"
"746","JDP2","SNW1"
"747","SSB","SSB"
"748","RAN","SSRP1"
"749","CSNK2A1","SSRP1"
"750","ZIC2","SSRP1"
"751","MCM3","SUPT16H"
"752","TAF1A","TAF1A"
"753","TAF6","TAF6"
"754","HDAC6","TARDBP"
"755","FOSB","TCEA2"
"756","NPM1","TCERG1"
"757","MYC","TRIM24"
"758","NR3C2","TRIM24"
"759","TRIM24","TRIM24"
"760","TRIM32","TRIM32"
"761","TRIP13","TRIP13"
"762","UBTF","UBTF"
"763","URI1","URI1"
"764","PIK3R1","WBP11"
"765","PPP1CC","WBP11"
"766","ARF1","WBP11"
"767","PQBP1","WBP11"
"768","EGFR","XRCC6"
"769","CDKN1A","XRCC6"
"770","YWHAZ","XRCC6"
"771","PRKDC","XRCC6"
"772","E2F5","XRCC6"
"773","E2F3","XRCC6"
"774","TERT","XRCC6"
"775","BARD1","XRCC6"
"776","PTTG1","XRCC6"
"777","ZBTB33","ZBTB33"
"778","TALDO1","ZHX1"
"779","PNP","ZHX1"
"780","DYNLL1","ZHX1"
"781","TARDBP","ZHX1"
"782","ZHX1","ZHX1"
"783","DYNLL1","ZMYND11"
"784","SMARCA4","ZMYND11"
"785","EZH2","ZMYND11"
"786","EZH1","ZMYND11"
"787","ELK1","ZNF581"
"788","MAPK3","ZNF7"
"789","ALDOB","FBP1"
"790","ALDH2","ADH1B"
"791","ALDH2","ADH1C"
"792","ALDH2","ADH4"
"793","ALDH2","BBOX1"
"794","ALDH2","AKR1B10"
"795","ALDH2","ACYP1"
"796","ALDH1B1","ACYP1"
"797","SDHB","SUCLG2"
"798","SDHD","SUCLG2"
"799","MMUT","SUCLG2"
"800","MYC","SUCLG2"
"801","HSF2","SUCLG2"
"802","TKT","RPIA"
"803","UGP2","PGM1"
"804","UGP2","GALE"
"805","EHHADH","IVD"
"806","ECHS1","IVD"
"807","ECHS1","ACADM"
"808","ACAT1","AACS"
"809","ACAT1","HMGCS2"
"810","ADH1A","GSTO2"
"811","CYP1A2","GSTO2"
"812","ADH1A","GSTA5"
"813","ADH1A","GSTA2"
"814","ADH1A","GSTA3"
"815","ADH1A","GSTM1"
"816","ADH1A","GSTM2"
"817","ADH1A","GSTM3"
"818","ADH1A","GSTM4"
"819","ADH1A","GSTM5"
"820","ADH1A","GSTT1"
"821","ADH1A","GSTT2"
"822","ADH1A","MGST2"
"823","ADH1A","MGST3"
"824","ADH1A","GSTT2B"
"825","CYP8B1","AKR1D1"
"826","ASS1","ADSS1"
"827","PNP","NMRK1"
"828","PNP","XDH"
"829","PNP","NNMT"
"830","NAMPT","NNMT"
"831","SIRT7","NNMT"
"832","PDE7B","ADSL"
"833","ASL","ADSL"
"834","CYP1A2","CYP2J2"
"835","CYP2A6","CYP2B6"
"836","EPHX2","CYP2B6"
"837","CYP26A1","CYP2B6"
"838","DTYMK","TK1"
"839","DUT","TK1"
"840","E2F4","TK1"
"841","GLUD2","NIT2"
"842","GLUD2","GLUL"
"843","GLS2","GLUL"
"844","FOLH1","ASPA"
"845","BHMT","DMGDH"
"846","SHMT1","SDS"
"847","SHMT1","AGXT"
"848","AGXT2","ABAT"
"849","ALDH6A1","ABAT"
"850","AOC1","INMT"
"851","FTCD","MTHFD1L"
"852","AMDHD1","UROC1"
"853","MTR","CTH"
"854","E2F4","CTH"
"855","B4GALT3","ST3GAL3"
"856","LIPG","MGLL"
"857","MOGAT2","MGLL"
"858","LPCAT1","PLAAT3"
"859","PCYT1A","CHKA"
"860","PIK3CA","CHKA"
"861","PIK3CB","CHKA"
"862","PIK3CD","CHKA"
"863","PIK3R1","CHKA"
"864","PIK3R2","CHKA"
"865","PIK3R3","CHKA"
"866","EGR3","CHKA"
"867","LTA4H","CYP4F3"
"868","HAO2","PGP"
"869","HAO1","PGP"
"870","EGR2","PGP"
"871","EGR3","PGP"
"872","RETSAT","HSD17B6"
"873","GMPS","TPMT"
"874","IMPDH2","TPMT"
"875","MTOR","RRAGD"
"876","MTOR","EIF4EBP1"
"877","SOS1","SPRY2"
"878","SOS2","SPRY2"
"879","E2F4","SPRY2"
"880","GRB2","SHC4"
"881","GRB2","EPHA2"
"882","SHC2","EPHA2"
"883","ELK1","EPHA2"
"884","GRB2","FGFR4"
"885","SHC2","FGFR4"
"886","PRKCA","PLCB2"
"887","PRKCB","PLCB2"
"888","EGFR","PLCB2"
"889","PRKCA","ATP6AP1"
"890","EGFR","ATP6AP1"
"891","PRKCA","PA2G4"
"892","PRKCB","PA2G4"
"893","PRKCG","PA2G4"
"894","HDAC2","PA2G4"
"895","NFYC","PA2G4"
"896","PRKCA","TRPV4"
"897","PRKCB","TRPV4"
"898","PRKCG","TRPV4"
"899","PRKCD","TRPV4"
"900","PRKCB","FCGR3B"
"901","PRKCB","FCGR2C"
"902","PRKCB","SLC2A2"
"903","AKT3","THEM4"
"904","AKT3","C6"
"905","AKT3","C7"
"906","AKT3","C8A"
"907","AKT3","C8B"
"908","AKT3","C9"
"909","AKT3","RHOB"
"910","RAF1","RFXANK"
"911","RFX5","RFXANK"
"912","HRAS","TPM3"
"913","HRAS","TPR"
"914","BCL2L1","BAX"
"915","MAPK10","BAX"
"916","MYC","BAX"
"917","HK3","BAX"
"918","HKDC1","BAX"
"919","AATF","BAX"
"920","BHLHE40","BAX"
"921","EGFR","FGF23"
"922","EGFR","ATP6V1C2"
"923","EGFR","ATP6V1H"
"924","PIK3CA","HOMER2"
"925","PIK3CA","HOMER1"
"926","PIK3CA","TRAF5"
