"","from","to"
"77","PRKCG","HRAS"
"78","MAP2K1","HRAS"
"79","ARAF","HRAS"
"80","MAP2K1","KRAS"
"81","ARAF","KRAS"
"82","MAP2K1","NRAS"
"83","ARAF","NRAS"
"84","RAF1","NRAS"
"85","SOS1","BCL2L1"
"86","AKT3","BCL2L1"
"87","AKT1","BCL2L1"
"88","AKT2","BCL2L1"
"89","MTOR","IGF1"
"90","SOS1","EGFR"
"91","SHC2","EGFR"
"92","MAP2K1","EGFR"
"93","HRAS","EGFR"
"94","HGF","EGFR"
"95","IGF1","EGFR"
"96","PDGFD","EGFR"
"97","MTOR","PIK3CA"
"98","MTOR","PIK3CB"
"99","AKT3","PIK3CB"
"100","RAF1","PIK3CB"
"101","HRAS","PIK3CB"
"102","MTOR","PIK3CD"
"103","RAF1","PIK3CD"
"104","HRAS","PIK3CD"
"105","MTOR","PIK3R1"
"106","AKT3","PIK3R1"
"107","RAF1","PIK3R1"
"108","HRAS","PIK3R1"
"109","MTOR","PIK3R2"
"110","RAF1","PIK3R2"
"111","MTOR","PIK3R3"
"112","RAF1","PIK3R3"
"113","HRAS","PIK3R3"
"114","PCYT1A","MAPK10"
"115","CYP8B1","TP53"
"116","PNP","TP53"
"117","TYMS","TP53"
"118","PIP4K2B","TP53"
"119","PRKCA","TP53"
"120","AKT1","TP53"
"121","HRAS","TP53"
"122","BCL2L1","TP53"
"123","EGFR","TP53"
"124","TP53","TP53"
"125","TP53","CDKN2A"
"126","AKT3","CDKN1A"
"127","AKT1","CDKN1A"
"128","AKT2","CDKN1A"
"129","TP53","CDKN1A"
"130","CDK4","CDK4"
"131","RAF1","RB1"
"132","IGF1","RB1"
"133","PIK3R1","RB1"
"134","PIK3R3","RB1"
"135","TP53","RB1"
"136","CDKN1A","RB1"
"137","RB1","RB1"
"138","SHC2","IGF1R"
"139","MAP2K1","IGF1R"
"140","HRAS","IGF1R"
"141","IGF1","IGF1R"
"142","TP53","IGF1R"
"143","AKT3","BAD"
"144","AKT1","BAD"
"145","AKT2","BAD"
"146","BCL2L1","BAD"
"147","AKT3","PDPK1"
"148","HRAS","PDPK1"
"149","KRAS","PDPK1"
"150","NRAS","PDPK1"
"151","PIK3CA","PDPK1"
"152","PIK3CB","PDPK1"
"153","PIK3CD","PDPK1"
"154","PIK3R1","PDPK1"
"155","PIK3R2","PDPK1"
"156","PIK3R3","PDPK1"
"157","PCYT1A","MAPK1"
"158","PRKCA","MAPK1"
"159","PRKCG","MAPK1"
"160","MAP2K1","MAPK1"
"161","MAP2K2","MAPK1"
"162","HRAS","MAPK1"
"163","KRAS","MAPK1"
"164","NRAS","MAPK1"
"165","IGF1","MAPK1"
"166","EGFR","MAPK1"
"167","TP53","MAPK1"
"168","RB1","MAPK1"
"169","PCYT1A","MAPK3"
"170","PRKCA","MAPK3"
"171","IGF1","MAPK3"
"172","TP53","MAPK3"
"173","BAD","MAPK3"
"174","AKT3","PPP2CB"
"175","MAP2K1","PPP2CB"
"176","MAP2K1","PPP2R1A"
"177","AKT3","PPP2R5A"
"178","RAD50","RAD50"
"179","TP53","BRCA2"
"180","BRCA2","FANCD2"
"181","BRCA2","FANCG"
"182","MAPK1","DUSP6"
"183","MAPK1","ELK4"
"184","MAPK3","ELK4"
"185","SMS","ELK1"
"186","SHC1","ELK1"
"187","PRKCA","ELK1"
"188","PRKCG","ELK1"
"189","MAP2K1","ELK1"
"190","NRAS","ELK1"
"191","BCL2L1","ELK1"
"192","PIK3R1","ELK1"
"193","MAPK1","ELK1"
"194","MAPK3","ELK1"
"195","ELK4","ELK1"
"196","TP53","GADD45G"
"197","PIK3CB","RAC1"
"198","PIK3CD","RAC1"
"199","PIK3R1","RAC1"
"200","PIK3R2","RAC1"
"201","PIK3R3","RAC1"
"202","MAPK1","RAC1"
"203","ELK1","RAC1"
"204","IL1RAP","MYD88"
"205","GRB2","EPHA2"
"206","SHC2","EPHA2"
"207","TP53","EPHA2"
"208","ELK1","EPHA2"
"209","SOS1","FGFR4"
"210","GRB2","FGFR4"
"211","SHC2","FGFR4"
"212","HRAS","FGFR4"
"213","GAB1","MET"
"214","GRB2","MET"
"215","SHC2","MET"
"216","HGF","MET"
"217","TP53","MET"
"218","GRB2","NGFR"
"219","SHC2","NGFR"
"220","GRB2","PDGFRA"
"221","SHC2","PDGFRA"
"222","HRAS","PDGFRA"
"223","PDGFD","PDGFRA"
"224","PRKCA","PLCB1"
"225","PRKCB","PLCB1"
"226","EGFR","PLCB1"
"227","IGF1R","PLCB1"
"228","MET","PLCB1"
"229","NGFR","PLCB1"
"230","PDGFRA","PLCB1"
"231","GNA14","PLCB1"
"232","PRKCA","PLCG1"
"233","EGFR","PLCG1"
"234","PIK3CB","PLCG1"
"235","PIK3CD","PLCG1"
"236","PIK3R1","PLCG1"
"237","IGF1R","PLCG1"
"238","FGFR4","PLCG1"
"239","MET","PLCG1"
"240","PDGFRA","PLCG1"
"241","PRKCA","PLCG2"
"242","PRKCB","PLCG2"
"243","PIK3CA","HOMER2"
"244","PIK3CA","HOMER1"
"245","TGFB2","TGFBR1"
"246","TGFB3","TGFBR1"
"247","TGFB2","TGFBR2"
"248","TGFBR1","TGFBR2"
"249","AKT1","SMAD4"
"250","NRAS","SMAD4"
"251","CDKN1A","SMAD4"
"252","MAPK1","SMAD4"
"253","MAPK3","SMAD4"
"254","GADD45B","SMAD4"
"255","TGFBR1","SMAD4"
"256","TGFBR2","SMAD4"
"257","SMAD4","SMAD4"
"258","RB1","DGKZ"
"259","ELK1","DGKZ"
"260","AKT3","TSC1"
"261","AKT1","TSC1"
"262","AKT2","TSC1"
"263","AKT3","TSC2"
"264","AKT2","TSC2"
"265","MAPK1","TSC2"
"266","MAPK3","TSC2"
"267","ELK1","TSC2"
"268","TSC1","RHEB"
"269","TSC2","RHEB"
"270","TP53","CDK1"
"271","RB1","CDK1"
"272","BRCA2","CDK1"
"273","GADD45G","CDK1"
"274","GADD45B","CDK1"
"275","TP53","PCNA"
"276","RB1","PCNA"
"277","GADD45G","PCNA"
"278","ARAF","YWHAB"
"279","ARAF","YWHAG"
"280","TP53","YWHAG"
"281","ARAF","YWHAZ"
"282","TP53","PRKDC"
"283","YWHAB","CDC25B"
"284","YWHAG","CDC25B"
"285","YWHAZ","CDC25B"
"286","TP53","CDC25C"
"287","CDK1","CDC25C"
"288","YWHAB","CDC25C"
"289","YWHAG","CDC25C"
"290","YWHAZ","CDC25C"
"291","ELK1","CDC45"
"292","AKT3","GSK3B"
"293","AKT1","GSK3B"
"294","AKT2","GSK3B"
"295","IGF1","GSK3B"
"296","TP53","GSK3B"
"297","TSC1","GSK3B"
"298","TP53","CCNB1"
"299","CDK1","CCNB1"
"300","TP53","CCNB2"
"301","TP53","CCNA2"
"302","CDKN1A","CCNA2"
"303","RB1","CCNA2"
"304","CDK1","CDK7"
"305","TYMS","E2F4"
"306","SMS","E2F4"
"307","UXS1","E2F4"
"308","PIP4K2B","E2F4"
"309","MTHFD1","E2F4"
"310","GCH1","E2F4"
"311","GGPS1","E2F4"
"312","TP53","E2F4"
"313","RB1","E2F4"
"314","IGF1R","E2F4"
"315","FANCF","E2F4"
"316","FANCG","E2F4"
"317","TGFBR1","E2F4"
"318","SMAD4","E2F4"
"319","CDK1","E2F4"
"320","PRKDC","E2F4"
"321","CDC45","E2F4"
"322","SMS","E2F5"
"323","UXS1","E2F5"
"324","PIP4K2B","E2F5"
"325","GCH1","E2F5"
"326","GGPS1","E2F5"
"327","TP53","E2F5"
"328","RB1","E2F5"
"329","IGF1R","E2F5"
"330","FANCF","E2F5"
"331","FANCG","E2F5"
"332","TGFBR1","E2F5"
"333","SMAD4","E2F5"
"334","PCNA","E2F5"
"335","CDC6","E2F5"
"336","TALDO1","E2F1"
"337","PDE7A","E2F1"
"338","TYMS","E2F1"
"339","AMDHD1","E2F1"
"340","SMS","E2F1"
"341","UXS1","E2F1"
"342","PIP4K2B","E2F1"
"343","MTHFD1","E2F1"
"344","MTHFD1L","E2F1"
"345","GCH1","E2F1"
"346","GGPS1","E2F1"
"347","GSTM2","E2F1"
"348","GSTT2","E2F1"
"349","MGST3","E2F1"
"350","GSTT2B","E2F1"
"351","GMPS","E2F1"
"352","AKT2","E2F1"
"353","EGFR","E2F1"
"354","TP53","E2F1"
"355","CDKN2A","E2F1"
"356","CDKN1A","E2F1"
"357","RB1","E2F1"
"358","IGF1R","E2F1"
"359","UPF3B","E2F1"
"360","PPP2R5A","E2F1"
"361","FANCF","E2F1"
"362","FANCG","E2F1"
"363","UBE2T","E2F1"
"364","TGFB2","E2F1"
"365","RAC1","E2F1"
"366","ENAH","E2F1"
"367","TGFBR1","E2F1"
"368","TSC1","E2F1"
"369","CDK1","E2F1"
"370","PCNA","E2F1"
"371","PRKDC","E2F1"
"372","CDC45","E2F1"
"373","CDC6","E2F1"
"374","GSK3B","E2F1"
"375","CCNB1","E2F1"
"376","CDK7","E2F1"
"377","E2F4","E2F1"
"378","E2F5","E2F1"
"379","E2F1","E2F1"
"380","AMDHD1","E2F2"
"381","SMS","E2F2"
"382","UXS1","E2F2"
"383","PIP4K2B","E2F2"
"384","GCH1","E2F2"
"385","GGPS1","E2F2"
"386","TP53","E2F2"
"387","RB1","E2F2"
"388","IGF1R","E2F2"
"389","FANCF","E2F2"
"390","FANCG","E2F2"
"391","TGFB2","E2F2"
"392","ENAH","E2F2"
"393","TGFBR1","E2F2"
"394","PCNA","E2F2"
"395","CDC45","E2F2"
"396","CDC6","E2F2"
"397","E2F4","E2F2"
"398","E2F1","E2F2"
"399","SMS","E2F3"
"400","UXS1","E2F3"
"401","PIP4K2B","E2F3"
"402","GCH1","E2F3"
"403","GGPS1","E2F3"
"404","TP53","E2F3"
"405","CDKN1A","E2F3"
"406","RB1","E2F3"
"407","IGF1R","E2F3"
"408","FANCF","E2F3"
"409","FANCG","E2F3"
"410","TGFBR1","E2F3"
"411","CDK1","E2F3"
"412","PCNA","E2F3"
"413","CDC45","E2F3"
"414","CDC6","E2F3"
"415","CCNB1","E2F3"
"416","E2F4","E2F3"
"417","E2F5","E2F3"
"418","E2F1","E2F3"
"419","E2F2","E2F3"
"420","E2F3","E2F3"
"421","EGFR","HDAC1"
"422","TP53","HDAC1"
"423","CDKN2A","HDAC1"
"424","CDKN1A","HDAC1"
"425","RB1","HDAC1"
"426","BRCA2","HDAC1"
"427","PCNA","HDAC1"
"428","E2F1","HDAC1"
"429","HDAC1","HDAC1"
"430","IGF1","HDAC2"
"431","TP53","HDAC2"
"432","CDKN1A","HDAC2"
"433","RB1","HDAC2"
"434","TGFBR2","HDAC2"
"435","HDAC1","HDAC2"
"436","CCNB2","ANAPC5"
"437","CCNB2","ANAPC7"
"438","TP53","ANAPC11"
"439","CCNB2","ANAPC11"
"440","CCNB2","CDC20"
"441","HDAC1","CDC20"
"442","HDAC2","CDC20"
"443","TP53","PPP1CC"
"444","RB1","PPP1CC"
"445","CDC25C","PPP1CC"
"446","IGF1","IGFBP3"
"447","TP53","IGFBP3"
"448","E2F4","IGFBP3"
"449","E2F5","IGFBP3"
"450","E2F1","IGFBP3"
"451","E2F2","IGFBP3"
"452","E2F3","IGFBP3"
"453","HDAC1","IGFBP3"
"454","EGFR","NEDD4L"
"455","EHD3","RBSN"
"456","RBSN","VPS45"
"457","MTOR","RRAGC"
"458","TSC1","RPS6KA3"
"459","MTOR","PRKAA2"
"460","TSC2","PRKAA2"
"461","E2F1","WNT1"
"462","E2F4","WNT5A"
"463","E2F5","WNT5A"
"464","E2F1","WNT5A"
"465","E2F2","WNT5A"
"466","E2F3","WNT5A"
"467","E2F5","WNT9A"
"468","E2F1","WNT9A"
"469","E2F2","WNT9A"
"470","E2F3","WNT9A"
"471","TP53","FZD10"
"472","E2F1","FZD10"
"473","WNT16","FZD10"
"474","WNT4","FZD10"
"475","WNT1","FZD10"
"476","WNT2","FZD10"
"477","WNT3","FZD10"
"478","WNT5A","FZD10"
"479","WNT8A","FZD10"
"480","WNT10B","FZD10"
"481","WNT2B","FZD10"
"482","WNT9A","FZD10"
"483","WNT9B","FZD10"
"484","WNT10A","FZD10"
"485","WNT5B","FZD10"
"486","WNT3A","FZD10"
"487","WNT5A","FZD3"
"488","WNT5B","FZD3"
"489","E2F1","FZD1"
"490","ELK1","FZD4"
"491","E2F5","FZD9"
"492","E2F1","FZD9"
"493","E2F2","FZD9"
"494","E2F3","FZD9"
"495","WNT16","LRP6"
"496","WNT4","LRP6"
"497","WNT1","LRP6"
"498","WNT2","LRP6"
"499","WNT3","LRP6"
"500","WNT5A","LRP6"
"501","WNT6","LRP6"
"502","WNT7A","LRP6"
"503","WNT7B","LRP6"
"504","WNT8A","LRP6"
"505","WNT8B","LRP6"
"506","WNT10B","LRP6"
"507","WNT2B","LRP6"
"508","WNT9A","LRP6"
"509","WNT9B","LRP6"
"510","WNT10A","LRP6"
"511","WNT5B","LRP6"
"512","WNT3A","LRP6"
"513","FZD10","LRP6"
"514","FZD2","LRP6"
"515","FZD3","LRP6"
"516","FZD1","LRP6"
"517","FZD4","LRP6"
"518","FZD6","LRP6"
"519","FZD7","LRP6"
"520","FZD8","LRP6"
"521","FZD9","LRP6"
"522","FZD10","LRP5"
"523","RAC1","DVL1"
"524","LRP6","DVL1"
"525","LRP5","DVL1"
"526","TP53","DVL2"
"527","RAC1","DVL2"
"528","GSK3B","DVL2"
"529","RAC1","DVL3"
"530","GSK3B","DVL3"
"531","MTOR","RPS6KB1"
"532","AKT1","RPS6KB1"
"533","PDPK1","RPS6KB1"
"534","MAPK1","RPS6KB1"
"535","MAPK3","RPS6KB1"
"536","PPP2CB","RPS6KB1"
"537","PPP2R1A","RPS6KB1"
"538","E2F2","RPS6KB1"
"539","AKT3","HSP90AA1"
"540","TP53","HSP90AA1"
"541","AKT3","HSP90AB1"
"542","PRKCA","PTK2"
"543","PRKCG","PTK2"
"544","AKT3","PTK2"
"545","EGFR","PTK2"
"546","PIK3CB","PTK2"
"547","PIK3CD","PTK2"
"548","PIK3R1","PTK2"
"549","PIK3R2","PTK2"
"550","PIK3R3","PTK2"
"551","TP53","PTK2"
"552","IGF1R","PTK2"
"553","MET","PTK2"
"554","PDGFRA","PTK2"
"555","RAC1","TLR4"
"556","MYD88","TLR4"
"557","CD14","TLR4"
"558","MTOR","PRKAB1"
"559","TP53","PRKAB1"
"560","MTOR","PRKAB2"
"561","MTOR","PRKAG1"
"562","TP53","ELAVL1"
"563","ELK1","ELAVL1"
"564","PRKAA2","ELAVL1"
"565","PRKAG2","ELAVL1"
"566","PRKAB1","ELAVL1"
"567","PRKAB2","ELAVL1"
"568","PRKAG1","ELAVL1"
"569","CYP1A2","FOS"
"570","GSTP1","FOS"
"571","SHC4","FOS"
"572","SHC3","FOS"
"573","SHC1","FOS"
"574","PRKCA","FOS"
"575","PRKCG","FOS"
"576","HRAS","FOS"
"577","KRAS","FOS"
"578","NRAS","FOS"
"579","BCL2L1","FOS"
"580","TP53","FOS"
"581","CDKN1A","FOS"
"582","RB1","FOS"
"583","MAPK1","FOS"
"584","MAPK3","FOS"
"585","PPP2R5A","FOS"
"586","ELK4","FOS"
"587","ELK1","FOS"
"588","GADD45B","FOS"
"589","TGFBR2","FOS"
"590","SMAD4","FOS"
"591","ROCK2","FOS"
"592","YWHAG","FOS"
"593","HDAC1","FOS"
"594","HDAC2","FOS"
"595","ANAPC5","FOS"
"596","IGFBP3","FOS"
"597","NEDD4L","FOS"
"598","DYNC1I2","FOS"
"599","WNT1","FOS"
"600","WNT10B","FOS"
"601","WNT2B","FOS"
"602","DVL2","FOS"
"603","TLR4","FOS"
"604","FOS","FOS"
"605","SDHD","MYC"
"606","TKT","MYC"
"607","TALDO1","MYC"
"608","ACAT1","MYC"
"609","ASS1","MYC"
"610","PNP","MYC"
"611","PDE7A","MYC"
"612","DTYMK","MYC"
"613","TYMS","MYC"
"614","GLS2","MYC"
"615","SHMT1","MYC"
"616","MAT1A","MYC"
"617","PCCA","MYC"
"618","SRM","MYC"
"619","AMDHD1","MYC"
"620","MTR","MYC"
"621","B4GALT3","MYC"
"622","UGDH","MYC"
"623","PIP4K2B","MYC"
"624","LPCAT1","MYC"
"625","LTA4H","MYC"
"626","MTHFD1","MYC"
"627","MTHFD1L","MYC"
"628","RETSAT","MYC"
"629","GSTA4","MYC"
"630","GSTP1","MYC"
"631","MGST1","MYC"
"632","MGST3","MYC"
"633","GSTO1","MYC"
"634","SOS1","MYC"
"635","MAP2K1","MYC"
"636","RAF1","MYC"
"637","HRAS","MYC"
"638","KRAS","MYC"
"639","NRAS","MYC"
"640","BCL2L1","MYC"
"641","TP53","MYC"
"642","CDKN2A","MYC"
"643","CDKN1A","MYC"
"644","RB1","MYC"
"645","IGF1R","MYC"
"646","MAPK1","MYC"
"647","MAPK3","MYC"
"648","UPF2","MYC"
"649","HGS","MYC"
"650","RAN","MYC"
"651","BRCA2","MYC"
"652","FANCD2","MYC"
"653","FANCF","MYC"
"654","DUSP6","MYC"
"655","ELK1","MYC"
"656","GADD45B","MYC"
"657","TGFB2","MYC"
"658","TGFB3","MYC"
"659","FGFR4","MYC"
"660","MET","MYC"
"661","HOMER2","MYC"
"662","HOMER1","MYC"
"663","TGFBR1","MYC"
"664","SMAD4","MYC"
"665","TSC2","MYC"
"666","RHEB","MYC"
"667","CDK1","MYC"
"668","PCNA","MYC"
"669","PRKDC","MYC"
"670","CDC25C","MYC"
"671","CDC6","MYC"
"672","GSK3B","MYC"
"673","CCNB1","MYC"
"674","CCNA2","MYC"
"675","E2F4","MYC"
"676","E2F5","MYC"
"677","E2F1","MYC"
"678","E2F2","MYC"
"679","HDAC2","MYC"
"680","ANAPC5","MYC"
"681","ANAPC7","MYC"
"682","VPS45","MYC"
"683","WNT3","MYC"
"684","WNT10B","MYC"
"685","WNT2B","MYC"
"686","WNT10A","MYC"
"687","FZD7","MYC"
"688","FZD9","MYC"
"689","DVL2","MYC"
"690","HSP90AA1","MYC"
"691","PRKAG2","MYC"
"692","FOS","MYC"
"693","MYC","MYC"
"694","RB1","CDK6"
"695","E2F1","CDK6"
"696","MYC","CDK6"
"697","TP53","CCNE1"
"698","CDKN1A","CCNE1"
"699","RB1","CCNE1"
"700","BRCA2","CCNE1"
"701","E2F1","CCNE1"
"702","E2F2","CCNE1"
"703","E2F3","CCNE1"
"704","HDAC2","CCNE1"
"705","MYC","CCNE1"
"706","MYC","RAD1"
"707","RAD1","RAD1"
"708","ARAF","PRKCD"
"709","PIK3CA","PRKCD"
"710","PIK3R2","PRKCD"
"711","PIK3R3","PRKCD"
"712","MAPK1","PRKCD"
"713","PLCG1","PRKCD"
"714","PLCG2","PRKCD"
"715","TLE1","TLE1"
"716","SMAD4","LEF1"
"717","WNT1","LEF1"
"718","MYC","LEF1"
"719","LEF1","LEF1"
"720","TP53","TCF7L1"
"721","SMAD4","TCF7L1"
"722","MYC","TCF7L1"
"723","LEF1","TCF7L1"
"724","TP53","RUVBL1"
"725","LEF1","RUVBL1"
"726","TCF7L1","RUVBL1"
"727","GSK3B","CSNK1A1L"
"728","GSK3B","APC2"
"729","LEF1","APC2"
"730","CSNK1A1L","APC2"
"731","PPP2R5A","APC"
"732","GSK3B","APC"
"733","DVL2","APC"
"734","MYC","APC"
"735","LEF1","APC"
"736","CSNK1A1L","APC"
"737","APC","APC"
"738","CTNNB1","CTNNB1"
"739","HDAC1","SFRP1"
"740","WNT16","SFRP1"
"741","MYC","SFRP1"
"742","WNT16","SFRP5"
"743","AKT1","SMAD2"
"744","TP53","SMAD2"
"745","CDKN1A","SMAD2"
"746","MAPK1","SMAD2"
"747","MAPK3","SMAD2"
"748","PPP2R1A","SMAD2"
"749","HGS","SMAD2"
"750","TGFB2","SMAD2"
"751","TGFB3","SMAD2"
"752","TGFBR1","SMAD2"
"753","TGFBR2","SMAD2"
"754","SMAD4","SMAD2"
"755","TSC2","SMAD2"
"756","E2F4","SMAD2"
"757","E2F5","SMAD2"
"758","HDAC1","SMAD2"
"759","DYNC1H1","SMAD2"
"760","MYC","SMAD2"
"761","LEF1","SMAD2"
"762","SMAD2","SMAD2"
"763","AKT1","SMAD3"
"764","BCL2L1","SMAD3"
"765","TP53","SMAD3"
"766","CDKN1A","SMAD3"
"767","MAPK1","SMAD3"
"768","MAPK3","SMAD3"
"769","BRCA2","SMAD3"
"770","TGFB2","SMAD3"
"771","TGFB3","SMAD3"
"772","TGFBR1","SMAD3"
"773","SMAD4","SMAD3"
"774","E2F4","SMAD3"
"775","E2F5","SMAD3"
"776","FOS","SMAD3"
"777","MYC","SMAD3"
"778","LEF1","SMAD3"
"779","SMAD2","SMAD3"
"780","SMAD3","SMAD3"
"781","IGF1","DCN"
"782","TGFB1","DCN"
"783","SHC2","FYN"
"784","PIK3CA","FYN"
"785","RAC1","FYN"
"786","FCER1A","FYN"
"787","PTK2","FYN"
"788","ELK1","ACTB"
"789","ENAH","ACTB"
"790","SMAD3","ACTB"
"791","ELK1","ACTG1"
"792","MYC","ACTG1"
"793","PRKAG2","BMP8A"
"794","E2F4","RASSF4"
"795","E2F5","RASSF4"
"796","E2F1","RASSF4"
"797","E2F2","RASSF4"
"798","E2F3","RASSF4"
"799","PIP4K2B","PTEN"
"800","TP53","PTEN"
"801","ROCK2","PTEN"
"802","PTK2","PTEN"
"803","MYC","PTEN"
"804","PECAM1","PECAM1"
"805","TP53","CSNK2A1"
"806","HDAC1","CSNK2A1"
"807","HDAC2","CSNK2A1"
"808","FOS","CSNK2A1"
"809","MYC","CSNK2A1"
"810","TCF7L2","CSNK2A1"
"811","PTEN","CSNK2A1"
"812","RAC1","WASF2"
"813","FOS","WASF2"
"814","ACTB","WASF2"
"815","LEF1","AXIN1"
"816","TCF7","AXIN1"
"817","TCF7L2","AXIN1"
"818","TCF7L1","AXIN1"
"819","CSNK1A1L","AXIN1"
"820","APC2","AXIN1"
"821","SMAD2","AXIN1"
"822","SMAD3","AXIN1"
"823","MYC","HLA-A"
"824","HLA-A","HLA-A"
"825","TP53","PKN1"
"826","E2F1","CTNNA1"
"827","FOS","CTNNA1"
"828","ACTB","CTNNA1"
"829","ACTG1","CTNNA1"
"830","PIK3CA","GNB1"
"831","MAPK1","GNB1"
"832","RAC1","GNB1"
"833","PLCB1","GNB1"
"834","HRAS","CAMK2B"
"835","MAPK1","CAMK2B"
"836","E2F4","CAMK2B"
"837","E2F5","CAMK2B"
"838","E2F1","CAMK2B"
"839","E2F3","CAMK2B"
"840","AKT3","C8A"
"841","UGT2B15","ESR1"
"842","TYMS","ESR1"
"843","SOS1","ESR1"
"844","AKT1","ESR1"
"845","AKT2","ESR1"
"846","IGF1","ESR1"
"847","EGFR","ESR1"
"848","PIK3R1","ESR1"
"849","PIK3R3","ESR1"
"850","TP53","ESR1"
"851","CDKN1A","ESR1"
"852","IGF1R","ESR1"
"853","MAPK1","ESR1"
"854","MAPK3","ESR1"
"855","BRCA2","ESR1"
"856","GADD45G","ESR1"
"857","GADD45B","ESR1"
"858","PLCG1","ESR1"
"859","SMAD4","ESR1"
"860","TSC2","ESR1"
"861","CCNA2","ESR1"
"862","CDK7","ESR1"
"863","E2F1","ESR1"
"864","HDAC1","ESR1"
"865","WNT10A","ESR1"
"866","HSP90AA1","ESR1"
"867","FOS","ESR1"
"868","MYC","ESR1"
"869","LEF1","ESR1"
"870","SMAD2","ESR1"
"871","SMAD3","ESR1"
"872","ESR1","ESR1"
"873","LCAT","APOA1"
"874","ESR1","APOA1"
"875","E2F1","KEAP1"
"876","MYC","KEAP1"
"877","PDE7A","ATF2"
"878","B4GALT3","ATF2"
"879","PIP4K2B","ATF2"
"880","PCYT1A","ATF2"
"881","SHC3","ATF2"
"882","MAP2K1","ATF2"
"883","CDKN1A","ATF2"
"884","RB1","ATF2"
"885","TGFB2","ATF2"
"886","EPHA2","ATF2"
"887","PLCG1","ATF2"
"888","CD14","ATF2"
"889","HOMER1","ATF2"
"890","SMAD4","ATF2"
"891","YWHAZ","ATF2"
"892","CCNA2","ATF2"
"893","WNT2","ATF2"
"894","WNT10A","ATF2"
"895","LRP6","ATF2"
"896","PRKAG2","ATF2"
"897","ELAVL1","ATF2"
"898","FOS","ATF2"
"899","SMAD3","ATF2"
"900","CSNK2A1","ATF2"
"901","ATF2","ATF2"
"902","GSK3B","CREB3L4"
"903","E2F1","CREB3L4"
"904","MYC","CREB3L4"
"905","ELK1","ARF1"
"906","MYC","ARF1"
"907","WASF2","ARF1"
"908","ATF2","ARF1"
"909","ACTB","MYO1B"
"910","ELK1","RALA"
"911","RGL1","RALA"
"912","RALGAPB","RALA"
"913","SMAD4","RALA"
"914","EXOC2","RALA"
"915","TP53","LAMA4"
"916","TP53","TERT"
"917","E2F1","TERT"
"918","HDAC1","TERT"
"919","MYC","TERT"
"920","TCF7","TERT"
"921","RUVBL1","TERT"
"922","SMAD3","TERT"
"923","ESR1","TERT"
"924","EGFR","ATP6V1F"
"925","MYC","ATP6V1F"
"926","PDE7A","ETS2"
"927","KRAS","ETS2"
"928","TP53","ETS2"
"929","CDKN2A","ETS2"
"930","CDKN1A","ETS2"
"931","MAPK1","ETS2"
"932","MAPK3","ETS2"
"933","TGFBR2","ETS2"
"934","CDK1","ETS2"
"935","CCNA2","ETS2"
"936","FOS","ETS2"
"937","MYC","ETS2"
"938","TERT","ETS2"
"939","ETS2","ETS2"
"940","IRF3","IRF3"
"941","TP53","IGF2"
