"","gene1","gene2","weight"
"1","AATF","BAX","0.519959053818922"
"2","AATF","LDOC1","0.569769201158993"
"3","AATF","POLR2J","0.679292662315504"
"4","AATF","TSG101","0.260686819440315"
"5","ABL2","BTF3","0.296233416711855"
"6","AOC1","INMT","-0.339285263371357"
"7","ACAA1","PCCA","0.417011310275041"
"8","ACAA2","PCCA","0.586732084289227"
"9","ACAT1","AACS","0.179706046738991"
"10","ACAT1","HMGCS2","0.797314654974896"
"11","ACAT1","MYC","-0.210336728124543"
"12","ACTB","AHNAK","0.0959385628446765"
"13","ACTB","ARHGAP10","0.12168085654939"
"14","ACTB","CTNNA1","-0.168956902255257"
"15","ACTB","EGR1","-0.252255769463734"
"16","ACTB","EGR3","0.0787553927161602"
"17","ACTB","ACTR3C","0.535555082398733"
"18","ACTB","ITGA2","0.454822761220091"
"19","ACTB","ITGA6","0.41931586801198"
"20","ACTB","ITGA9","-0.13443752395394"
"21","ACTB","ITGB8","0.2719689846596"
"22","ACTB","MYO1B","-0.622484143325164"
"23","ACTB","MYO5A","0.685197646516474"
"24","ACTB","NFYC","0.389747522474069"
"25","ACTB","SMARCA4","0.401615122604735"
"26","ACTB","SMARCB1","0.584042570222607"
"27","ACTB","STK3","0.4151313970585"
"28","ACTB","WAS","0.0618437010324879"
"29","ACTB","WASF1","0.562201226131598"
"30","ACTB","WASF2","0.429313667593901"
"31","ACTG1","CTNNA1","0.461154898527555"
"32","ACTG1","EGR1","0.352615962361933"
"33","ACTG1","EGR3","0.410555964868367"
"34","ACTG1","NR3C2","-0.0334062998429413"
"35","ACTG1","SMARCB1","0.380581424548821"
"36","ACTG1","STK3","0.473249872736544"
"37","ACTL6A","TRRAP","0.381063020990599"
"38","ACTL6B","EGR1","0.157686906922959"
"39","ACTL6B","EGR3","0.0308304183265442"
"40","ACTL6B","NFYC","-0.00697185390132663"
"41","ADH1A","CYP26A1","0.0826786939322675"
"42","ADH1A","GSTA1","0.276774300860087"
"43","ADH1A","GSTA2","0.367931022093576"
"44","ADH1A","GSTA3","0.243543031323573"
"45","ADH1A","GSTA4","-0.194870611945995"
"46","ADH1A","GSTA5","0.444768787245207"
"47","ADH1A","GSTM1","0.30635596348857"
"48","ADH1A","GSTM2","0.148968560486991"
"49","ADH1A","GSTM3","0.120153723408531"
"50","ADH1A","GSTM4","-0.367963966709098"
"51","ADH1A","GSTM5","0.176586731566228"
"52","ADH1A","GSTO1","0.416612700974546"
"53","ADH1A","GSTO2","0.412608128027212"
"54","ADH1A","GSTP1","-0.203721869012183"
"55","ADH1A","GSTT2","0.364139184818948"
"56","ADH1A","GSTT2B","0.364139184818948"
"57","ADH1A","MGST1","-0.187940870451437"
"58","ADH1A","MGST2","0.665678502947261"
"59","ADH1A","MGST3","0.00769820672501495"
"61","AGTR1","SND1","0.207064666444589"
"62","AGTR1","ETV4","-0.327507323428353"
"63","AGTR1","SERPINE1","-0.348352859156504"
"64","AGXT2","ABAT","-0.0453591703289421"
"65","AIRE","AIRE","1"
"66","AKT1","BAD","-0.268050646177938"
"67","AKT1","BCL2L1","-0.149532116921214"
"68","AKT1","BRCA1","-0.195500774026916"
"69","AKT1","CDKN1A","-0.00220280964299332"
"70","AKT1","ESR1","0.490707816002149"
"71","AKT1","EZH2","-0.18392347243824"
"72","AKT1","GSK3B","-0.229371834480459"
