"","from","to"
"77","MAP2K1","HRAS"
"78","ARAF","HRAS"
"79","RAF1","HRAS"
"80","MAP2K1","KRAS"
"81","ARAF","KRAS"
"82","MAP2K1","NRAS"
"83","ARAF","NRAS"
"84","RAF1","NRAS"
"85","MTOR","IGF1"
"86","SOS1","EGFR"
"87","SHC2","EGFR"
"88","MAP2K1","EGFR"
"89","HRAS","EGFR"
"90","HGF","EGFR"
"91","IGF1","EGFR"
"92","PDGFD","EGFR"
"93","MTOR","PIK3CA"
"94","GAB1","PIK3CA"
"95","AKT3","PIK3CA"
"96","KRAS","PIK3CA"
"97","NRAS","PIK3CA"
"98","EGFR","PIK3CA"
"99","MTOR","PIK3CB"
"100","AKT3","PIK3CB"
"101","MTOR","PIK3CD"
"102","AKT3","PIK3CD"
"103","RAF1","PIK3CD"
"104","HRAS","PIK3CD"
"105","MTOR","PIK3R1"
"106","AKT3","PIK3R1"
"107","HRAS","PIK3R1"
"108","MTOR","PIK3R3"
"109","AKT3","PIK3R3"
"110","PCYT1A","MAPK10"
"111","CYP8B1","TP53"
"112","PNP","TP53"
"113","TYMS","TP53"
"114","PIP4K2B","TP53"
"115","GSTP1","TP53"
"116","PRKCA","TP53"
"117","AKT1","TP53"
"118","HRAS","TP53"
"119","EGFR","TP53"
"120","PIK3CA","TP53"
"121","TP53","TP53"
"122","TP53","CDKN2A"
"123","AKT3","CDKN1A"
"124","AKT1","CDKN1A"
"125","TP53","CDKN1A"
"126","TP53","CDK4"
"127","CDKN2A","CDK4"
"128","CDKN1A","CDK4"
"129","CDK4","CDK4"
"130","RAF1","RB1"
"131","IGF1","RB1"
"132","PIK3R1","RB1"
"133","PIK3R3","RB1"
"134","TP53","RB1"
"135","CDKN1A","RB1"
"136","CDK4","RB1"
"137","RB1","RB1"
"138","SHC2","IGF1R"
"139","MAP2K1","IGF1R"
"140","HRAS","IGF1R"
"141","IGF1","IGF1R"
"142","PIK3CA","IGF1R"
"143","TP53","IGF1R"
"144","AKT3","BAD"
"145","AKT1","BAD"
"146","AKT3","PDPK1"
"147","HRAS","PDPK1"
"148","KRAS","PDPK1"
"149","NRAS","PDPK1"
"150","PIK3CA","PDPK1"
"151","PIK3CB","PDPK1"
"152","PIK3CD","PDPK1"
"153","PIK3R1","PDPK1"
"154","PIK3R2","PDPK1"
"155","PIK3R3","PDPK1"
"156","PCYT1A","MAPK1"
"157","MAP2K2","MAPK1"
"158","PCYT1A","MAPK3"
"159","PRKCA","MAPK3"
"160","IGF1","MAPK3"
"161","TP53","MAPK3"
"162","CDK4","MAPK3"
"163","BAD","MAPK3"
"164","MAP2K1","PPP2CB"
"165","AKT3","PPP2R1A"
"166","MAP2K1","PPP2R1A"
"167","AKT3","PPP2R5A"
"168","RAD50","RAD50"
"169","TP53","BRCA2"
"170","BRCA2","FANCD2"
"171","BRCA2","FANCG"
"172","SMS","ELK1"
"173","PRKCA","ELK1"
"174","PRKCG","ELK1"
"175","MAP2K1","ELK1"
"176","NRAS","ELK1"
"177","PIK3R1","ELK1"
"178","MAPK3","ELK1"
"179","ELK4","ELK1"
"180","PIK3CB","RAC1"
"181","PIK3CD","RAC1"
"182","PIK3R1","RAC1"
"183","PIK3R2","RAC1"
"184","PIK3R3","RAC1"
"185","ELK1","RAC1"
"186","IL1RAP","MYD88"
"187","GRB2","EPHA2"
"188","SHC2","EPHA2"
"189","TP53","EPHA2"
"190","ELK1","EPHA2"
"191","GRB2","FGFR4"
"192","SHC2","FGFR4"
"193","GRB2","MET"
"194","SHC2","MET"
"195","HGF","MET"
"196","GRB2","NGFR"
"197","SHC2","NGFR"
"198","SOS1","PDGFRA"
"199","GRB2","PDGFRA"
"200","SHC2","PDGFRA"
"201","HRAS","PDGFRA"
"202","PDGFD","PDGFRA"
"203","PIK3CA","PDGFRA"
"204","PRKCA","PLCB1"
"205","PRKCB","PLCB1"
"206","EGFR","PLCB1"
"207","IGF1R","PLCB1"
"208","EPHA2","PLCB1"
"209","FGFR4","PLCB1"
"210","NGFR","PLCB1"
"211","PDGFRA","PLCB1"
"212","GNA14","PLCB1"
"213","PRKCA","PLCG1"
"214","EGFR","PLCG1"
"215","PIK3CB","PLCG1"
"216","PIK3CD","PLCG1"
"217","PIK3R1","PLCG1"
"218","FGFR4","PLCG1"
"219","MET","PLCG1"
"220","PDGFRA","PLCG1"
"221","PRKCA","PLCG2"
"222","PRKCB","PLCG2"
"223","PIK3CA","HOMER2"
"224","PIK3CA","HOMER1"
"225","TGFB2","TGFBR1"
"226","TGFB3","TGFBR1"
"227","TGFB2","TGFBR2"
"228","TGFB3","TGFBR2"
"229","TGFBR1","TGFBR2"
"230","SMAD4","SMAD4"
"231","RB1","DGKZ"
"232","ELK1","DGKZ"
"233","AKT3","TSC1"
"234","AKT1","TSC1"
"235","AKT3","TSC2"
"236","TP53","TSC2"
"237","MAPK3","TSC2"
"238","ELK1","TSC2"
"239","MTOR","RHEB"
"240","TSC1","RHEB"
"241","TSC2","RHEB"
"242","TP53","CDK1"
"243","RB1","CDK1"
"244","BRCA2","CDK1"
"245","GADD45G","CDK1"
"246","TP53","PCNA"
"247","RB1","PCNA"
"248","GADD45G","PCNA"
"249","ARAF","YWHAB"
"250","ARAF","YWHAG"
"251","TP53","YWHAG"
"252","ARAF","YWHAZ"
"253","TP53","YWHAZ"
"254","TP53","PRKDC"
"255","YWHAB","CDC25B"
"256","YWHAG","CDC25B"
"257","YWHAZ","CDC25B"
"258","YWHAB","CDC25C"
"259","YWHAG","CDC25C"
"260","YWHAZ","CDC25C"
"261","ELK1","CDC45"
"262","AKT3","GSK3B"
"263","AKT1","GSK3B"
"264","IGF1","GSK3B"
"265","TP53","GSK3B"
"266","TSC1","GSK3B"
"267","TP53","CCNB1"
"268","CDK1","CCNB1"
"269","TP53","CCNB2"
"270","CDK1","CDK7"
"271","TYMS","E2F4"
"272","SMS","E2F4"
"273","UXS1","E2F4"
"274","PIP4K2B","E2F4"
"275","GCH1","E2F4"
"276","TP53","E2F4"
"277","RB1","E2F4"
"278","IGF1R","E2F4"
"279","FANCF","E2F4"
"280","FANCG","E2F4"
"281","PLCG1","E2F4"
"282","TGFBR1","E2F4"
"283","CDK1","E2F4"
"284","PCNA","E2F4"
"285","PRKDC","E2F4"
"286","CDC45","E2F4"
"287","CCNB1","E2F4"
"288","SMS","E2F5"
"289","UXS1","E2F5"
"290","PIP4K2B","E2F5"
"291","GCH1","E2F5"
"292","GGPS1","E2F5"
"293","TP53","E2F5"
"294","RB1","E2F5"
"295","IGF1R","E2F5"
"296","FANCF","E2F5"
"297","FANCG","E2F5"
"298","TGFBR1","E2F5"
"299","PCNA","E2F5"
"300","E2F1","E2F1"
"301","AMDHD1","E2F2"
"302","SMS","E2F2"
"303","PIP4K2B","E2F2"
"304","GCH1","E2F2"
"305","GGPS1","E2F2"
"306","TP53","E2F2"
"307","RB1","E2F2"
"308","IGF1R","E2F2"
"309","FANCF","E2F2"
"310","FANCG","E2F2"
"311","TGFB2","E2F2"
"312","ENAH","E2F2"
"313","TGFBR1","E2F2"
"314","PCNA","E2F2"
"315","CDC45","E2F2"
"316","E2F4","E2F2"
"317","SMS","E2F3"
"318","UXS1","E2F3"
"319","PIP4K2B","E2F3"
"320","GCH1","E2F3"
"321","GGPS1","E2F3"
"322","TP53","E2F3"
"323","CDKN1A","E2F3"
"324","RB1","E2F3"
"325","IGF1R","E2F3"
"326","FANCF","E2F3"
"327","FANCG","E2F3"
"328","TGFBR1","E2F3"
"329","CDK1","E2F3"
"330","PCNA","E2F3"
"331","CDC45","E2F3"
"332","CCNB1","E2F3"
"333","E2F4","E2F3"
"334","E2F5","E2F3"
"335","E2F2","E2F3"
"336","E2F3","E2F3"
"337","EGFR","HDAC1"
"338","TP53","HDAC1"
"339","CDKN2A","HDAC1"
"340","CDKN1A","HDAC1"
"341","RB1","HDAC1"
"342","BRCA2","HDAC1"
"343","PCNA","HDAC1"
"344","HDAC1","HDAC1"
"345","CCNB2","ANAPC5"
"346","CCNB2","ANAPC7"
"347","TP53","ANAPC11"
"348","CCNB2","ANAPC11"
"349","CCNB2","CDC23"
"350","CCNB2","CDC20"
"351","HDAC1","CDC20"
"352","HDAC2","CDC20"
"353","RB1","PPP1CC"
"354","CDC25C","PPP1CC"
"355","IGF1","IGFBP3"
"356","TP53","IGFBP3"
"357","E2F4","IGFBP3"
"358","E2F5","IGFBP3"
"359","E2F2","IGFBP3"
"360","E2F3","IGFBP3"
"361","HDAC1","IGFBP3"
"362","EGFR","NEDD4L"
"363","EGFR","SH3GLB2"
"364","EHD3","RBSN"
"365","RBSN","VPS45"
"366","MTOR","RRAGC"
"367","TSC1","RPS6KA3"
"368","MTOR","PRKAA2"
"369","TSC2","PRKAA2"
"370","TP53","WNT3"
"371","E2F5","WNT5A"
"372","E2F2","WNT5A"
"373","E2F4","WNT9A"
"374","E2F5","WNT9A"
"375","E2F2","WNT9A"
"376","E2F3","WNT9A"
"377","TP53","FZD10"
"378","WNT16","FZD10"
"379","WNT1","FZD10"
"380","WNT3","FZD10"
"381","WNT5A","FZD10"
"382","WNT7B","FZD10"
"383","WNT8A","FZD10"
"384","WNT2B","FZD10"
"385","WNT9A","FZD10"
"386","WNT9B","FZD10"
"387","WNT10A","FZD10"
"388","WNT3A","FZD10"
"389","ELK1","FZD4"
"390","E2F4","FZD9"
"391","E2F5","FZD9"
"392","E2F2","FZD9"
"393","E2F3","FZD9"
"394","WNT16","LRP6"
"395","WNT4","LRP6"
"396","WNT1","LRP6"
"397","WNT3","LRP6"
"398","WNT5A","LRP6"
"399","WNT6","LRP6"
"400","WNT7A","LRP6"
"401","WNT7B","LRP6"
"402","WNT8A","LRP6"
"403","WNT8B","LRP6"
"404","WNT10B","LRP6"
"405","WNT2B","LRP6"
"406","WNT9A","LRP6"
"407","WNT9B","LRP6"
"408","WNT10A","LRP6"
"409","WNT5B","LRP6"
"410","WNT3A","LRP6"
"411","FZD10","LRP6"
"412","FZD2","LRP6"
"413","FZD1","LRP6"
"414","FZD6","LRP6"
"415","FZD7","LRP6"
"416","FZD9","LRP6"
"417","FZD10","LRP5"
"418","RAC1","DVL1"
"419","LRP6","DVL1"
"420","LRP5","DVL1"
"421","TP53","DVL2"
"422","RAC1","DVL2"
"423","GSK3B","DVL2"
"424","RAC1","DVL3"
"425","GSK3B","DVL3"
"426","AKT1","RPS6KB1"
"427","AKT2","RPS6KB1"
"428","PDPK1","RPS6KB1"
"429","MAPK1","RPS6KB1"
"430","MAPK3","RPS6KB1"
"431","PPP2CB","RPS6KB1"
"432","PPP2R1A","RPS6KB1"
"433","E2F2","RPS6KB1"
"434","AKT3","HSP90AA1"
"435","TP53","HSP90AA1"
"436","AKT3","HSP90AB1"
"437","PRKCA","PTK2"
"438","PRKCG","PTK2"
"439","AKT3","PTK2"
"440","EGFR","PTK2"
"441","PIK3CA","PTK2"
"442","PIK3CB","PTK2"
"443","PIK3CD","PTK2"
"444","PIK3R1","PTK2"
"445","PIK3R2","PTK2"
"446","PIK3R3","PTK2"
"447","TP53","PTK2"
"448","IGF1R","PTK2"
"449","MET","PTK2"
"450","PDGFRA","PTK2"
"451","RAC1","TLR4"
"452","MYD88","TLR4"
"453","CD14","TLR4"
"454","MTOR","PRKAG2"
"455","MTOR","PRKAB1"
"456","TP53","PRKAB1"
"457","MTOR","PRKAB2"
"458","MTOR","PRKAG1"
"459","TP53","ELAVL1"
"460","ELK1","ELAVL1"
"461","PRKAA2","ELAVL1"
"462","PRKAG2","ELAVL1"
"463","PRKAB1","ELAVL1"
"464","PRKAB2","ELAVL1"
"465","PRKAG1","ELAVL1"
"466","CYP1A2","FOS"
"467","GSTP1","FOS"
"468","SHC4","FOS"
"469","SHC3","FOS"
"470","PRKCA","FOS"
"471","PRKCG","FOS"
"472","HRAS","FOS"
"473","KRAS","FOS"
"474","NRAS","FOS"
"475","TP53","FOS"
"476","CDKN1A","FOS"
"477","CDK4","FOS"
"478","RB1","FOS"
"479","MAPK3","FOS"
"480","PPP2R5A","FOS"
"481","ELK4","FOS"
"482","ELK1","FOS"
"483","TGFBR2","FOS"
"484","YWHAG","FOS"
"485","HDAC1","FOS"
"486","ANAPC5","FOS"
"487","IGFBP3","FOS"
"488","NEDD4L","FOS"
"489","RILP","FOS"
"490","DYNC1I2","FOS"
"491","WNT1","FOS"
"492","WNT2B","FOS"
"493","DVL2","FOS"
"494","TLR4","FOS"
"495","FOS","FOS"
"496","SDHD","MYC"
"497","TKT","MYC"
"498","TALDO1","MYC"
"499","ACAT1","MYC"
"500","ASS1","MYC"
"501","PNP","MYC"
"502","PDE7A","MYC"
"503","DTYMK","MYC"
"504","TYMS","MYC"
"505","GLS2","MYC"
"506","SHMT1","MYC"
"507","MAT1A","MYC"
"508","PCCA","MYC"
"509","SRM","MYC"
"510","AMDHD1","MYC"
"511","MTR","MYC"
"512","B4GALT3","MYC"
"513","UGDH","MYC"
"514","PIP4K2B","MYC"
"515","LPCAT1","MYC"
"516","MTHFD1","MYC"
"517","MTHFD1L","MYC"
"518","RETSAT","MYC"
"519","GSTA4","MYC"
"520","GSTP1","MYC"
"521","MGST1","MYC"
"522","MGST3","MYC"
"523","GSTO1","MYC"
"524","MTOR","MYC"
"525","SOS1","MYC"
"526","MAP2K1","MYC"
"527","RAF1","MYC"
"528","HRAS","MYC"
"529","KRAS","MYC"
"530","NRAS","MYC"
"531","TP53","MYC"
"532","CDKN2A","MYC"
"533","CDKN1A","MYC"
"534","CDK4","MYC"
"535","RB1","MYC"
"536","IGF1R","MYC"
"537","MAPK3","MYC"
"538","UPF2","MYC"
"539","SMG7","MYC"
"540","HGS","MYC"
"541","RAN","MYC"
"542","BRCA2","MYC"
"543","FANCD2","MYC"
"544","FANCF","MYC"
"545","DUSP1","MYC"
"546","DUSP6","MYC"
"547","ELK1","MYC"
"548","TGFB2","MYC"
"549","TGFB3","MYC"
"550","FGFR4","MYC"
"551","HOMER2","MYC"
"552","HOMER1","MYC"
"553","TGFBR1","MYC"
"554","TSC2","MYC"
"555","RHEB","MYC"
"556","CDK1","MYC"
"557","PCNA","MYC"
"558","PRKDC","MYC"
"559","GSK3B","MYC"
"560","CCNB1","MYC"
"561","E2F4","MYC"
"562","E2F5","MYC"
"563","E2F2","MYC"
"564","ANAPC5","MYC"
"565","ANAPC7","MYC"
"566","VPS45","MYC"
"567","WNT3","MYC"
"568","WNT2B","MYC"
"569","WNT10A","MYC"
"570","FZD7","MYC"
"571","FZD9","MYC"
"572","DVL2","MYC"
"573","HSP90AA1","MYC"
"574","PRKAG2","MYC"
"575","FOS","MYC"
"576","MYC","MYC"
"577","RB1","CDK6"
"578","MYC","CDK6"
"579","TP53","CCNE1"
"580","CDKN1A","CCNE1"
"581","RB1","CCNE1"
"582","BRCA2","CCNE1"
"583","E2F2","CCNE1"
"584","E2F3","CCNE1"
"585","HDAC2","CCNE1"
"586","MYC","CCNE1"
"587","MYC","RAD1"
"588","RAD1","RAD1"
"589","MAP2K1","PRKCD"
"590","ARAF","PRKCD"
"591","PIK3CA","PRKCD"
"592","PIK3CB","PRKCD"
"593","PIK3CD","PRKCD"
"594","PIK3R1","PRKCD"
"595","PIK3R2","PRKCD"
"596","PIK3R3","PRKCD"
"597","MAPK1","PRKCD"
"598","PLCG1","PRKCD"
"599","PLCG2","PRKCD"
"600","TLE1","TLE1"
"601","WNT1","LEF1"
"602","MYC","LEF1"
"603","LEF1","LEF1"
"604","TP53","TCF7L1"
"605","MYC","TCF7L1"
"606","LEF1","TCF7L1"
"607","TP53","RUVBL1"
"608","LEF1","RUVBL1"
"609","TCF7L1","RUVBL1"
"610","GSK3B","CSNK1A1L"
"611","GSK3B","APC2"
"612","LEF1","APC2"
"613","CSNK1A1L","APC2"
"614","AKT1","APC"
"615","PPP2R5A","APC"
"616","ELK1","APC"
"617","GSK3B","APC"
"618","DVL2","APC"
"619","DVL3","APC"
"620","MYC","APC"
"621","LEF1","APC"
"622","CSNK1A1L","APC"
"623","APC","APC"
"624","CTNNB1","CTNNB1"
"625","WNT16","SFRP1"
"626","MYC","SFRP1"
"627","WNT16","SFRP5"
"628","AKT1","SMAD2"
"629","TP53","SMAD2"
"630","CDKN1A","SMAD2"
"631","CDK4","SMAD2"
"632","MAPK3","SMAD2"
"633","PPP2R1A","SMAD2"
"634","HGS","SMAD2"
"635","TGFB2","SMAD2"
"636","TGFB3","SMAD2"
"637","TGFBR1","SMAD2"
"638","TGFBR2","SMAD2"
"639","TSC2","SMAD2"
"640","E2F4","SMAD2"
"641","E2F5","SMAD2"
"642","HDAC1","SMAD2"
"643","DYNC1H1","SMAD2"
"644","MYC","SMAD2"
"645","LEF1","SMAD2"
"646","SMAD2","SMAD2"
"647","TP53","SMAD3"
"648","CDKN1A","SMAD3"
"649","CDK4","SMAD3"
"650","MAPK3","SMAD3"
"651","BRCA2","SMAD3"
"652","TGFBR2","SMAD3"
"653","TSC2","SMAD3"
"654","E2F4","SMAD3"
"655","E2F5","SMAD3"
"656","FOS","SMAD3"
"657","MYC","SMAD3"
"658","LEF1","SMAD3"
"659","SMAD2","SMAD3"
"660","SMAD3","SMAD3"
"661","IGF1","DCN"
"662","TGFB1","DCN"
"663","ENAH","ACTB"
"664","SMAD3","ACTB"
"665","ELK1","ACTG1"
"666","MYC","ACTG1"
"667","PRKAG2","BMP8A"
"668","PIP4K2B","PTEN"
"669","TP53","PTEN"
"670","ROCK2","PTEN"
"671","PTK2","PTEN"
"672","MYC","PTEN"
"673","PIK3CA","PECAM1"
"674","PECAM1","PECAM1"
"675","TP53","CSNK2A1"
"676","HDAC1","CSNK2A1"
"677","FOS","CSNK2A1"
"678","MYC","CSNK2A1"
"679","TCF7L2","CSNK2A1"
"680","PTEN","CSNK2A1"
"681","RAC1","WASF2"
"682","FOS","WASF2"
"683","ACTB","WASF2"
"684","LEF1","AXIN1"
"685","TCF7","AXIN1"
"686","TCF7L2","AXIN1"
"687","TCF7L1","AXIN1"
"688","CSNK1A1L","AXIN1"
"689","APC2","AXIN1"
"690","APC","AXIN1"
"691","SMAD2","AXIN1"
"692","MYC","HLA-A"
"693","HLA-A","HLA-A"
"694","ACTB","CTNNA1"
"695","ACTG1","CTNNA1"
"696","PIK3CA","GNB1"
"697","RAC1","GNB1"
"698","PLCB1","GNB1"
"699","HRAS","CAMK2B"
"700","E2F4","CAMK2B"
"701","E2F5","CAMK2B"
"702","E2F2","CAMK2B"
"703","E2F3","CAMK2B"
"704","AKT3","C7"
"705","AKT3","C8A"
"706","TYMS","ESR1"
"707","CYP2C19","ESR1"
"708","SOS1","ESR1"
"709","AKT1","ESR1"
"710","IGF1","ESR1"
"711","EGFR","ESR1"
"712","PIK3R1","ESR1"
"713","TP53","ESR1"
"714","CDKN1A","ESR1"
"715","CDK4","ESR1"
"716","IGF1R","ESR1"
"717","MAPK3","ESR1"
"718","BRCA2","ESR1"
"719","GADD45G","ESR1"
"720","PLCG1","ESR1"
"721","TSC2","ESR1"
"722","HDAC1","ESR1"
"723","WNT10A","ESR1"
"724","FOS","ESR1"
"725","MYC","ESR1"
"726","LEF1","ESR1"
"727","SMAD2","ESR1"
"728","SMAD3","ESR1"
"729","ESR1","ESR1"
"730","CDKN2C","RBBP5"
"731","RB1","RBBP5"
"732","ESR1","APOA1"
"733","PDE7A","ATF2"
"734","B4GALT3","ATF2"
"735","PIP4K2B","ATF2"
"736","PCYT1A","ATF2"
"737","SHC3","ATF2"
"738","MAP2K1","ATF2"
"739","CDKN1A","ATF2"
"740","RB1","ATF2"
"741","DUSP1","ATF2"
"742","TGFB2","ATF2"
"743","EPHA2","ATF2"
"744","PLCG1","ATF2"
"745","HOMER1","ATF2"
"746","WNT10A","ATF2"
"747","LRP6","ATF2"
"748","ELAVL1","ATF2"
"749","FOS","ATF2"
"750","CSNK2A1","ATF2"
"751","ATF2","ATF2"
"752","GSK3B","CREB3L4"
"753","MYC","CREB3L4"
"754","ELK1","ARF1"
"755","MYC","ARF1"
"756","WASF2","ARF1"
"757","ACTB","MYO1B"
"758","ELK1","RALA"
"759","RGL1","RALA"
"760","RALGAPB","RALA"
"761","EXOC2","RALA"
"762","TP53","LAMA4"
"763","FOS","LAMC1"
"764","MYC","LAMC1"
"765","SMAD3","LAMC1"
"766","TP53","TERT"
"767","E2F4","TERT"
"768","HDAC1","TERT"
"769","MYC","TERT"
"770","TCF7","TERT"
"771","RUVBL1","TERT"
"772","ESR1","TERT"
"773","PDE7A","ETS2"
"774","TP53","ETS2"
"775","CDKN2A","ETS2"
"776","CDKN1A","ETS2"
"777","MAPK3","ETS2"
"778","TGFBR2","ETS2"
"779","CDK1","ETS2"
"780","FOS","ETS2"
"781","MYC","ETS2"
"782","TERT","ETS2"
"783","ETS2","ETS2"
"784","IRF3","IRF3"
"785","PTK2","ITGA6"
"786","MYC","ITGA6"
"787","ACTB","ITGA6"
"788","LAMB4","ITGA6"
"789","LAMA2","ITGA6"
"790","LAMA4","ITGA6"
"791","LAMC1","ITGA6"
"792","IGF1R","IGF2"
"793","E2F5","IGF2"
"794","E2F2","IGF2"
"795","E2F3","IGF2"
"796","MYC","CKS1B"
"797","E2F4","CKS2"
"798","MYC","CKS2"
"799","SDHB","NFE2L2"
"800","CAT","NFE2L2"
"801","GSTA1","NFE2L2"
"802","DUSP1","NFE2L2"
"803","MYC","NFE2L2"
"804","PRKCD","NFE2L2"
"805","IGF2","GPC3"
"806","MAPK10","MECOM"
"807","ELK1","MECOM"
"808","HDAC1","MECOM"
"809","HDAC2","MECOM"
"810","SMAD3","MECOM"
"811","HEY1","HEY1"
"812","ARID1B","ARID1B"
"813","TP53","SMARCB1"
"814","CDKN2A","SMARCB1"
"815","RB1","SMARCB1"
"816","E2F4","SMARCB1"
"817","FOS","SMARCB1"
"818","MYC","SMARCB1"
"819","ACTB","SMARCB1"
"820","SMARCB1","SMARCB1"
"821","FOS","SMARCA2"
"822","ESR1","SMARCA2"
"823","ATF2","SMARCA2"
"824","TP53","SMARCA4"
"825","CDKN2A","SMARCA4"
"826","CDKN1A","SMARCA4"
"827","RB1","SMARCA4"
"828","E2F4","SMARCA4"
"829","FOS","SMARCA4"
"830","MYC","SMARCA4"
"831","CCNE1","SMARCA4"
"832","ACTB","SMARCA4"
"833","ESR1","SMARCA4"
"834","ETS2","SMARCA4"
"835","MECOM","SMARCA4"
"836","ARID1A","SMARCA4"
"837","SMARCB1","SMARCA4"
"838","FOS","PHF10"
"839","MYC","PHF10"
"840","SMARCB1","PHF10"
"841","SMARCB1","DPF1"
"842","TP53","ACTL6B"
"843","KDM3B","ACTL6B"
"844","SMARCA2","ACTL6B"
"845","MYC","ACTL6A"
"846","RUVBL1","ACTL6A"
"847","SMARCB1","ACTL6A"
"848","SMARCA2","ACTL6A"
"849","SMARCA4","ACTL6A"
"850","SMARCB1","SMARCD2"
"851","CCNE1","SMARCD3"
"852","ESR1","SMARCD3"
"853","SMARCB1","SMARCD3"
"854","SMARCC1","SMARCD3"
"855","E2F4","SMARCE1"
"856","E2F5","SMARCE1"
"857","E2F3","SMARCE1"
"858","ESR1","SMARCE1"
"859","SMARCB1","SMARCE1"
"860","SMARCA4","SMARCE1"
"861","ACTB","ITGB8"
"862","ESR1","ITGB8"
"863","ATF2","ITGB8"
"864","RAC1","ABL2"
"865","MYC","ABL2"
"866","TP53","AATF"
"867","CDKN1A","AATF"
"868","RB1","AATF"
"869","MYC","AATF"
"870","B4GALT3","ATF5"
"871","PIP4K2B","ATF5"
"872","PCYT1A","ATF5"
"873","CYP2B6","ATF5"
"874","MAP2K1","ATF5"
"875","DUSP1","ATF5"
"876","HOMER1","ATF5"
"877","E2F5","ATF5"
"878","E2F2","ATF5"
"879","E2F3","ATF5"
"880","WNT2","ATF5"
"881","WNT10A","ATF5"
"882","ELAVL1","ATF5"
"883","SMARCD1","ATF5"
"884","TP53","BARD1"
"885","E2F4","BARD1"
"886","MYC","BARD1"
"887","ESR1","BARD1"
"888","BARD1","BARD1"
"889","CSNK2A1","BDP1"
"890","AKT1","BRCA1"
"891","IGF1","BRCA1"
"892","EGFR","BRCA1"
"893","TP53","BRCA1"
"894","CDKN1A","BRCA1"
"895","CDK4","BRCA1"
"896","RB1","BRCA1"
"897","IGF1R","BRCA1"
"898","BRCA2","BRCA1"
"899","FANCD2","BRCA1"
"900","ELK4","BRCA1"
"901","ELK1","BRCA1"
"902","CDK1","BRCA1"
"903","PCNA","BRCA1"
"904","CCNB1","BRCA1"
"905","CDK7","BRCA1"
"906","E2F4","BRCA1"
"907","HDAC1","BRCA1"
"908","FOS","BRCA1"
"909","MYC","BRCA1"
"910","SMAD2","BRCA1"
"911","SMAD3","BRCA1"
"912","CSNK2A1","BRCA1"
"913","ESR1","BRCA1"
"914","ETS2","BRCA1"
"915","NFE2L2","BRCA1"
"916","SMARCA2","BRCA1"
"917","SMARCA4","BRCA1"
"918","BARD1","BRCA1"
"919","BRCA1","BRCA1"
"920","DVL1","BRD7"
"921","LAMA4","BRD7"
"922","ABL2","BTF3"
"923","NAMPT","CLOCK"
"924","CTCF","CTCF"
"925","FOS","DACH1"
"926","SMAD3","DACH1"
"927","DNMT1","DNMT1"
"928","CDKN2A","DNMT3A"
"929","CDKN1A","DNMT3A"
"930","RB1","DNMT3A"
"931","HDAC1","DNMT3A"
"932","IGFBP3","DNMT3A"
"933","MYC","DNMT3A"
"934","SFRP1","DNMT3A"
