"","from","to"
"922","CYP1A2","CYP2J2"
"923","CYP2A6","CYP2B6"
"924","EPHX2","CYP2B6"
"925","CYP26A1","CYP2B6"
"926","DTYMK","TK1"
"927","DUT","TK1"
"928","E2F4","TK1"
"929","GLUD2","NIT2"
"930","GLUD2","GLUL"
"931","GLS2","GLUL"
"932","FOLH1","ASPA"
"933","ESR1","ASPA"
"934","BHMT","DMGDH"
"935","SHMT1","SDS"
"936","SHMT1","AGXT"
"937","AGXT2","ABAT"
"938","ALDH6A1","ABAT"
"939","AOC1","INMT"
"940","FTCD","MTHFD1"
"941","AMDHD1","UROC1"
"942","MTR","CTH"
"943","E2F4","CTH"
"944","LIPG","MGLL"
"945","MOGAT2","MGLL"
"946","LPCAT1","PLAAT3"
"947","PCYT1A","CHKA"
"948","PIK3CA","CHKA"
"949","PIK3CB","CHKA"
"950","PIK3CD","CHKA"
"951","PIK3R1","CHKA"
"952","PIK3R2","CHKA"
"953","PIK3R3","CHKA"
"954","EGR3","CHKA"
"955","LTA4H","CYP4F3"
"956","HAO2","PGP"
"957","HAO1","PGP"
"958","MYC","PGP"
"959","EGR2","PGP"
"960","EGR3","PGP"
"961","RETSAT","HSD17B6"
"962","GMPS","TPMT"
"963","IMPDH2","TPMT"
"964","MTOR","RRAGD"
"965","MTOR","EIF4EBP1"
"966","SOS1","SPRY2"
"967","SOS2","SPRY2"
"968","E2F5","SPRY2"
"969","E2F2","SPRY2"
"970","GRB2","SHC4"
"971","GRB2","EPHA2"
"972","SHC2","EPHA2"
"973","ELK1","EPHA2"
"974","GRB2","FGFR4"
"975","SHC2","FGFR4"
"976","SHC2","FYN"
"977","PIK3CA","FYN"
"978","RAC1","FYN"
"979","FCER1A","FYN"
"980","PTK2","FYN"
"981","PRKCA","PLCB2"
"982","PRKCB","PLCB2"
"983","EGFR","PLCB2"
"984","PRKCA","ATP6AP1"
"985","EGFR","ATP6AP1"
"986","PRKCA","PA2G4"
"987","PRKCB","PA2G4"
"988","PRKCG","PA2G4"
"989","HDAC2","PA2G4"
"990","NFYC","PA2G4"
"991","PRKCA","TRPV4"
"992","PRKCB","TRPV4"
"993","PRKCG","TRPV4"
"994","PRKCD","TRPV4"
"995","PRKCB","FCGR3B"
"996","PRKCB","FCGR2C"
"997","PRKCB","SLC2A2"
"998","AKT3","THEM4"
"999","AKT3","C6"
"1000","AKT3","C8B"
"1001","AKT3","C9"
"1002","AKT3","RHOB"
"1003","HDAC1","RHOB"
"1004","AKT1","MDM4"
"1005","RB1","MDM4"
"1006","ELK1","MDM4"
"1007","CDK1","MDM4"
"1008","YWHAB","MDM4"
"1009","YWHAG","MDM4"
"1010","YWHAZ","MDM4"
"1011","CSNK1A1","MDM4"
"1012","ARF1","MDM4"
"1013","RAF1","RFXANK"
"1014","RFX5","RFXANK"
"1015","HRAS","TPM3"
"1016","HRAS","TPR"
"1017","MYC","TPR"
"1018","EGFR","FGF23"
"1019","EGFR","ATP6V1C2"
"1020","EGFR","ATP6V1H"
"1021","PIK3CA","HOMER1"
"1022","PIK3CA","TRAF5"
"1023","ELAVL1","TRAF5"
"1024","MAPK10","BAX"
"1025","HK3","BAX"
"1026","HKDC1","BAX"
"1027","AATF","BAX"
"1028","CDKN2A","FOXM1"
"1029","CDK1","FOXM1"
"1030","CDC25B","FOXM1"
"1031","CDC6","FOXM1"
"1032","CCNB1","FOXM1"
"1033","MYC","FOXM1"
"1034","CDKN2C","WDR5"
"1035","MYC","WDR5"
"1036","CDKN1A","NELFCD"
"1037","CCND1","NELFCD"
"1038","CCND1","E2F8"
"1039","RB1","CCNE2"
"1040","E2F2","CCNE2"
"1041","MYC","CCNE2"
"1042","RB1","ARID3B"
"1043","E2F2","ARID3B"
"1044","RB1","GTF3C2"
"1045","E2F5","GTF3C2"
"1046","E2F2","GTF3C2"
"1047","MYC","GTF3C2"
"1048","RB1","TP53BP2"
"1049","RB1","POLA1"
"1050","ELK1","POLA1"
"1051","MAPK1","DUSP9"
"1052","MAPK1","IL17RC"
"1053","MYC","IL17RC"
"1054","MAPK1","SDC1"
"1055","MAPK1","ZFP36"
"1056","UPF2","ZFP36"
"1057","ELK1","ZFP36"
"1058","YWHAB","ZFP36"
"1059","YWHAG","ZFP36"
"1060","ELAVL1","ZFP36"
"1061","MYC","ZFP36"
"1062","FOSB","ZFP36"
"1063","MAPK1","TNF"
"1064","MAPK3","TNF"
"1065","ELK1","TNF"
"1066","MYD88","TNF"
"1067","ETV4","TNF"
"1068","HMGB2","TNF"
"1069","UPF2","GSPT2"
"1070","UPF3B","GSPT2"
"1071","SMG7","SMG5"
"1072","PPP2CB","SMG5"
"1073","PPP2R1A","SMG5"
"1074","PPP2R5A","SMG5"
"1075","PPP2CB","IRAK1"
"1076","PPP2R1A","IRAK1"
"1077","MYD88","IRAK1"
"1078","PPP2CB","STK3"
"1079","FRMD6","STK3"
"1080","ACTB","STK3"
"1081","ACTG1","STK3"
"1082","RASSF4","STK3"
"1083","FOSB","STK3"
"1084","BRCA2","SEM1"
"1085","BRCA2","PSMD3"
"1086","BRCA2","BUB1B"
"1087","HDAC1","BUB1B"
"1088","POU2F1","BUB1B"
"1089","ZNF143","BUB1B"
"1090","FANCC","FANCI"
"1091","FANCF","FANCI"
"1092","FANCG","FANCI"
"1093","UBE2T","FANCI"
"1094","CENPX","FANCI"
"1095","CENPS","FANCI"
"1096","ELK1","FANCI"
"1097","MAP4K4","MAP3K1"
"1098","RAC1","MAP3K1"
"1099","ELK1","FZD4"
"1100","ELK1","PARD3"
"1101","GSK3B","PARD3"
"1102","E2F2","PARD3"
"1103","ELK1","SND1"
"1104","AGTR1","SND1"
"1105","ATF5","SND1"
"1106","ELK1","TRRAP"
"1107","ACTL6A","TRRAP"
"1108","BRD8","TRRAP"
"1109","EP400","TRRAP"
"1110","ELK1","SKP2"
"1111","CKS1B","SKP2"
"1112","CKS2","SKP2"
"1113","ELK1","ARID2"
"1114","SMARCC1","ARID2"
"1115","SMARCC2","ARID2"
"1116","SMARCA2","ARID2"
"1117","SMARCE1","ARID2"
"1118","ELK1","SETDB1"
"1119","HDAC2","SETDB1"
"1120","PHF10","SETDB1"
"1121","DNMT3A","SETDB1"
"1122","TRIM16","SETDB1"
"1123","TARDBP","SETDB1"
"1124","TCERG1","SETDB1"
"1125","ZFP64","SETDB1"
"1126","ELK1","MCM10"
"1127","E2F4","MCM10"
"1128","E2F5","MCM10"
"1129","E2F2","MCM10"
"1130","MCM3","MCM10"
"1131","MCM7","MCM10"
"1132","ELK1","DAP3"
"1133","MYC","DAP3"
"1134","ELK1","EIF2AK1"
"1135","NFE2L2","EIF2AK1"
"1136","ELK1","FUT4"
"1137","ELK1","BLM"
"1138","ELK1","NOL7"
"1139","MYC","NOL7"
"1140","ELK1","OGG1"
"1141","NFYC","OGG1"
"1142","ELK1","PRCP"
"1143","NFYC","PRCP"
"1144","ELK1","CENPF"
"1145","NFYC","CENPF"
"1146","ELK1","WDR46"
"1147","ELK1","THOC6"
"1148","EGR2","THOC6"
"1149","EGR3","THOC6"
"1150","ZIC2","THOC6"
"1151","ELK1","PUF60"
"1152","FUBP1","PUF60"
"1153","ELK1","PTBP3"
"1154","E2F4","PTBP3"
"1155","E2F5","PTBP3"
"1156","MYC","PTBP3"
"1157","ELK1","LASP1"
"1158","TRIP13","LASP1"
"1159","ELK1","ASXL2"
"1160","ELK1","SENP1"
"1161","E2F5","SENP1"
"1162","E2F2","SENP1"
"1163","ELK1","NUP155"
"1164","ELK1","MSH3"
"1165","E2F5","MSH3"
"1166","E2F2","MSH3"
"1167","ELK1","BROX"
"1168","E2F5","BROX"
"1169","E2F2","BROX"
"1170","EGR2","BROX"
"1171","EGR3","BROX"
"1172","ELK1","DHX30"
"1173","E2F5","DHX30"
"1174","E2F2","DHX30"
"1175","ZIC2","DHX30"
"1176","RBBP7","DHX30"
"1177","ELK1","SEC24C"
"1178","ELK1","PRPF19"
"1179","ELK1","DPCD"
"1180","TCF3","DPCD"
"1181","RUVBL2","DPCD"
"1182","ELK1","C17orf58"
"1183","ELK1","ACD"
"1184","XRCC6","ACD"
"1185","ELK1","SF3B2"
"1186","TCERG1","SF3B2"
"1187","ELK1","OTUD7B"
"1188","E2F5","OTUD7B"
"1189","E2F2","OTUD7B"
"1190","ELK1","MTBP"
"1191","POU2F1","MTBP"
"1192","ELK1","KIF4A"
"1193","E2F4","KIF4A"
"1194","POU2F1","KIF4A"
"1195","TTF2","KIF4A"
"1196","ELK1","EPB41L4A"
"1197","ELK1","ACTG2"
"1198","ELK1","SLBP"
"1199","MYC","SLBP"
"1200","NFYC","SLBP"
"1201","ELK1","LRRC4C"
"1202","E2F4","LRRC4C"
"1203","E2F5","LRRC4C"
"1204","E2F2","LRRC4C"
"1205","NFYC","LRRC4C"
"1206","ELK1","SERPINI1"
"1207","ELK1","RBP5"
"1208","ELK1","MLEC"
"1209","ELK1","MAF1"
"1210","ELK1","KCNN2"
"1211","EGR2","KCNN2"
"1212","EGR3","KCNN2"
"1213","FOSB","KCNN2"
"1214","ELK1","GPANK1"
"1215","E2F4","GPANK1"
"1216","ELK1","UBE2Q1"
"1217","MYC","UBE2Q1"
"1218","ELK1","TMEM68"
"1219","ELK1","RPL37"
"1220","MYC","RPL37"
"1221","ELK1","RPL15"
"1222","E2F4","RPL15"
"1223","E2F5","RPL15"
"1224","MYC","RPL15"
"1225","ELK1","MEA1"
"1226","ELK1","ITPA"
"1227","ELK1","ITGB3BP"
"1228","E2F4","ITGB3BP"
"1229","ESR1","ITGB3BP"
"1230","ELK1","HEATR1"
"1231","MYC","HEATR1"
"1232","ELK1","EXOSC10"
"1233","MYC","EXOSC10"
"1234","RUVBL2","EXOSC10"
"1235","SSRP1","EXOSC10"
"1236","TARDBP","EXOSC10"
"1237","ELK1","DCAF8"
"1238","ELK1","COLEC11"
"1239","MYC","COLEC11"
"1240","ELK1","CLK2"
"1241","ELK1","CIDEB"
"1242","MYC","CIDEB"
"1243","ELK1","SMG8"
"1244","HSF2","SMG8"
"1245","ELK1","TINAGL1"
"1246","ELK1","ZSCAN29"
"1247","ELK1","ZNF623"
"1248","ELK1","ZNF322"
"1249","ELK1","UGGT1"
"1250","ELK1","UBE2J2"
"1251","ELK1","TRIM15"
"1252","ELK1","SNX12"
"1253","ELK1","SLC25A20"
"1254","E2F5","SLC25A20"
"1255","E2F2","SLC25A20"
"1256","ELK1","SFR1"
"1257","ELK1","RNF150"
"1258","ELK1","RBM22"
"1259","E2F4","RBM22"
"1260","E2F5","RBM22"
"1261","E2F2","RBM22"
"1262","ELK1","RABIF"
"1263","E2F4","RABIF"
"1264","ELK1","PPOX"
"1265","EGR2","PPOX"
"1266","EGR3","PPOX"
"1267","ELK1","OSTF1"
"1268","ELK1","MTIF2"
"1269","ELK1","LZIC"
"1270","ELK1","KLHDC3"
"1271","E2F5","KLHDC3"
"1272","E2F2","KLHDC3"
"1273","ELK1","KCND3"
"1274","ELK1","KBTBD4"
"1275","ELK1","FBXW2"
"1276","ELK1","FBXL18"
"1277","ELK1","FAM168B"
"1278","BHLHE40","FAM168B"
"1279","ELK1","EMG1"
"1280","ELK1","EIF3G"
"1281","ELK1","DNAJC7"
"1282","ATF5","DNAJC7"
"1283","ELK1","DISP1"
"1284","ELK1","DDX55"
"1285","ELK1","CSPP1"
"1286","ELK1","CPSF3"
"1287","PAPOLA","CPSF3"
"1288","ELK1","COPA"
"1289","ATF5","COPA"
"1290","ELK1","COMMD5"
"1291","ELK1","CDCA8"
"1292","ELK1","CBLN2"
"1293","ELK1","BANF1"
"1294","ELK1","AP5M1"
"1295","ELK1","AP3B1"
"1296","ELK1","UBE2I"
"1297","HDAC1","UBE2I"
"1298","ESR1","UBE2I"
"1299","DACH1","UBE2I"
"1300","DNMT3A","UBE2I"
"1301","HSF2","UBE2I"
"1302","RAD51","UBE2I"
"1303","GADD45G","MAP3K4"
"1304","GADD45A","MAP3K4"
"1305","GADD45B","MAP3K4"
"1306","TGFB1","ASH1L"
"1307","MAPKAPK5","HSPB1"
"1308","ESR1","HSPB1"
"1309","RAC1","RALBP1"
"1310","RALA","RALBP1"
"1311","GDF5","BMPR1A"
"1312","BMP8A","BMPR1A"
"1313","BMP5","BMPR1A"
"1314","ZMYND11","BMPR1A"
"1315","PLCB1","AVPR1A"
"1316","PLCB1","FPR1"
"1317","DGKQ","PLCD3"
"1318","DGKZ","PLCD3"
"1319","MTMR7","PIP4P2"
"1320","AGTR1","SERPINE1"
"1321","FOSB","SERPINE1"
"1322","PCNA","BAZ1B"
"1323","MYC","BAZ1B"
"1324","SMARCC2","BAZ1B"
"1325","SMARCE1","BAZ1B"
"1326","YWHAG","MCM5"
"1327","GSK3B","FRAT1"
"1328","DVL1","FRAT1"
"1329","DVL2","FRAT1"
"1330","DVL3","FRAT1"
"1331","GSK3B","CREB3L4"
"1332","MYC","CREB3L4"
"1333","CDK7","PCGF6"
"1334","E2F4","SUZ12"
"1335","E2F2","SUZ12"
"1336","IGF2","SUZ12"
"1337","EZH2","SUZ12"
"1338","E2F4","LHX2"
"1339","E2F5","LHX2"
"1340","E2F2","LHX2"
"1341","TCF3","LHX2"
"1342","CITED2","LHX2"
"1343","E2F4","SUPT4H1"
"1344","E2F4","AURKB"
"1345","ANKZF1","AURKB"
"1346","E2F4","DIRAS3"
"1347","E2F4","RRM1"
"1348","E2F4","TOP2A"
"1349","HDAC2","TOP2A"
"1350","BRCA1","TOP2A"
"1351","UHRF1","TOP2A"
"1352","E2F4","PCLAF"
"1353","E2F4","PLK4"
"1354","E2F4","TTK"
"1355","NFYC","TTK"
"1356","E2F4","F3"
"1357","EGR2","F3"
"1358","FOSB","F3"
"1359","E2F4","TMPO"
"1360","E2F5","TMPO"
"1361","E2F2","TMPO"
"1362","MYC","TMPO"
"1363","E2F4","UBE2S"
"1364","E2F5","UBE2S"
"1365","E2F2","UBE2S"
"1366","NFYC","UBE2S"
"1367","E2F4","MKI67"
"1368","E2F4","PRC1"
"1369","E2F4","MEPCE"
"1370","E2F5","MEPCE"
"1371","E2F2","MEPCE"
"1372","MYC","MEPCE"
"1373","BHLHE40","MEPCE"
"1374","E2F4","CSRNP1"
"1375","E2F5","CSRNP1"
"1376","E2F2","CSRNP1"
"1377","FOSB","CSRNP1"
"1378","E2F4","PRR14L"
"1379","E2F5","PRR14L"
"1380","E2F2","PRR14L"
"1381","EGR2","PRR14L"
"1382","EGR3","PRR14L"
"1383","E2F4","NSF"
"1384","E2F5","NSF"
"1385","E2F2","NSF"
"1386","EGR3","NSF"
"1387","TCF3","NSF"
"1388","E2F4","SMC4"
"1389","E2F5","SMC4"
"1390","E2F2","SMC4"
"1391","E2F4","N4BP2L1"
"1392","E2F5","N4BP2L1"
"1393","E2F2","N4BP2L1"
"1394","POU2F1","N4BP2L1"
"1395","TCF3","N4BP2L1"
"1396","E2F4","RFC3"
"1397","E2F4","NDC80"
"1398","E2F4","MSH6"
"1399","E2F5","MSH6"
"1400","E2F2","MSH6"
"1401","NFYC","MSH6"
"1402","E2F4","KIAA1143"
"1403","E2F5","KIAA1143"
"1404","E2F2","KIAA1143"
"1405","E2F4","DTL"
"1406","E2F5","DTL"
"1407","E2F2","DTL"
"1408","E2F4","BUB3"
"1409","HDAC1","BUB3"
"1410","HDAC2","BUB3"
"1411","ZIC2","BUB3"
"1412","E2F4","FBLN1"
"1413","E2F5","FBLN1"
"1414","ESR1","FBLN1"
"1415","E2F4","RUSC1"
"1416","E2F5","RUSC1"
"1417","E2F2","RUSC1"
"1418","MYC","RUSC1"
"1419","ATF5","RUSC1"
"1420","E2F4","SHB"
"1421","E2F5","SHB"
"1422","E2F2","SHB"
"1423","POU2F1","SHB"
"1424","E2F4","GON4L"
"1425","E2F5","GON4L"
"1426","E2F2","GON4L"
"1427","POU2F1","GON4L"
"1428","E2F4","RPL23A"
"1429","E2F4","NEK2"
"1430","E2F2","NEK2"
"1431","E2F4","MZT1"
"1432","E2F5","MZT1"
"1433","E2F2","MZT1"
"1434","E2F4","RHOBTB1"
"1435","E2F5","RHOBTB1"
"1436","MYC","RHOBTB1"
"1437","E2F4","RFC4"
"1438","HDAC1","RFC4"
"1439","MYC","RFC4"
"1440","E2F4","PLSCR4"
"1441","MYC","PLSCR4"
"1442","TRIP13","PLSCR4"
"1443","E2F4","NCBP2"
"1444","E2F5","NCBP2"
"1445","MYC","NCBP2"
"1446","E2F4","COL4A1"
"1447","MYC","COL4A1"
"1448","E2F4","ANLN"
"1449","E2F4","GJB2"
"1450","ETV4","GJB2"
"1451","E2F4","AP1S1"
"1452","E2F5","AP1S1"
"1453","E2F2","AP1S1"
"1454","EGR2","AP1S1"
"1455","EGR3","AP1S1"
"1456","E2F4","TBL2"
"1457","E2F4","GALNT11"
"1458","E2F5","GALNT11"
"1459","E2F2","GALNT11"
"1460","E2F4","DENR"
"1461","E2F5","DENR"
"1462","E2F2","DENR"
"1463","E2F4","TACC3"
"1464","E2F5","TACC3"
"1465","E2F2","TACC3"
"1466","TTF2","TACC3"
"1467","E2F4","SORL1"
"1468","E2F5","SORL1"
"1469","E2F2","SORL1"
"1470","E2F4","RPL29"
"1471","E2F5","RPL29"
"1472","E2F2","RPL29"
"1473","E2F4","PHYHIPL"
"1474","E2F5","PHYHIPL"
"1475","E2F2","PHYHIPL"
"1476","E2F4","MELK"
"1477","E2F5","MELK"
"1478","E2F2","MELK"
"1479","E2F4","COPS6"
"1480","E2F5","COPS6"
"1481","E2F2","COPS6"
"1482","E2F4","CHRDL1"
"1483","E2F5","CHRDL1"
"1484","E2F2","CHRDL1"
"1485","E2F4","BAP1"
"1486","E2F5","BAP1"
"1487","E2F2","BAP1"
"1488","BRCA1","BAP1"
"1489","E2F4","STAM"
"1490","E2F4","SMC2"
"1491","E2F4","RPS4X"
"1492","MCM2","RPS4X"
"1493","E2F4","G6PD"
"1494","E2F4","CSE1L"
"1495","E2F4","CDC37L1"
"1496","E2F5","NKD2"
"1497","E2F2","NKD2"
"1498","DVL1","NKD2"
"1499","DVL2","NKD2"
"1500","DVL3","NKD2"
"1501","E2F5","PTPRB"
"1502","E2F2","PTPRB"
"1503","E2F5","CDCA7"
"1504","E2F5","LOXL2"
"1505","E2F5","UNG"
"1506","E2F2","UNG"
"1507","MYC","UNG"
"1508","E2F5","TRMT6"
"1509","E2F2","TRMT6"
"1510","E2F5","SUV39H1"
"1511","E2F2","SUV39H1"
"1512","HDAC2","SUV39H1"
"1513","DNMT3A","SUV39H1"
"1514","RBBP7","SUV39H1"
"1515","E2F5","KDM6A"
"1516","ZIC2","KDM6A"
"1517","E2F5","WRAP73"
"1518","E2F2","WRAP73"
"1519","E2F5","STK35"
"1520","E2F2","STK35"
"1521","MYC","STK35"
"1522","E2F5","PXMP2"
"1523","E2F2","PXMP2"
"1524","E2F5","PPM1D"
"1525","E2F2","PPM1D"
"1526","E2F5","NIPBL"
"1527","E2F2","NIPBL"
"1528","E2F5","HAT1"
"1529","E2F2","HAT1"
"1530","E2F5","GPR158"
"1531","E2F2","GPR158"
"1532","E2F5","DHX9"
"1533","E2F2","DHX9"
"1534","ILF3","DHX9"
"1535","DDX20","DHX9"
"1536","SSRP1","DHX9"
"1537","E2F5","ARL6IP6"
"1538","E2F2","ARL6IP6"
"1539","E2F5","STOML2"
"1540","E2F2","STOML2"
"1541","FOSB","STOML2"
"1542","E2F5","CHCHD7"
"1543","MYC","CHCHD7"
"1544","POU2F1","CHCHD7"
"1545","E2F5","TMEM53"
"1546","E2F2","TMEM53"
"1547","E2F5","EFCAB7"
"1548","E2F2","EFCAB7"
"1549","E2F5","MRPL49"
"1550","E2F2","MRPL49"
"1551","NFYC","MRPL49"
"1552","E2F5","TCP1"
"1553","E2F2","TCP1"
"1554","E2F5","ARHGAP11A"
"1555","E2F2","ARHGAP11A"
"1556","E2F5","AGBL5"
"1557","E2F2","AGBL5"
"1558","E2F5","NR2C2AP"
"1559","E2F2","NR2C2AP"
"1560","MYC","NR2C2AP"
"1561","NR2C2","NR2C2AP"
"1562","E2F5","GPAA1"
"1563","E2F2","GPAA1"
"1564","MYC","GPAA1"
"1565","E2F5","CCT3"
"1566","E2F2","CCT3"
"1567","MYC","CCT3"
"1568","HSF2","CCT3"
"1569","XRCC6","CCT3"
"1570","E2F5","BMPR1B"
"1571","E2F2","BMPR1B"
"1572","HSF2","BMPR1B"
"1573","E2F5","CA2"
"1574","E2F2","CA2"
"1575","ANKZF1","CA2"
"1576","E2F5","TSPAN7"
"1577","E2F2","TSPAN7"
"1578","E2F5","RBM28"
"1579","E2F2","RBM28"
"1580","E2F5","NSFL1C"
"1581","E2F2","NSFL1C"
"1582","TARDBP","NSFL1C"
"1583","E2F5","MYOZ3"
"1584","E2F2","MYOZ3"
"1585","E2F5","METTL15"
"1586","E2F2","METTL15"
"1587","E2F5","CNOT10"
"1588","E2F2","CNOT10"
"1589","E2F5","TUFT1"
"1590","E2F2","TUFT1"
"1591","E2F5","SLC16A2"
"1592","E2F2","SLC16A2"
"1593","E2F5","SETD2"
"1594","E2F2","SETD2"
"1595","E2F5","SAP30L"
"1596","E2F2","SAP30L"
"1597","E2F5","PRRC2C"
"1598","E2F2","PRRC2C"
"1599","E2F5","NPY1R"
"1600","E2F2","NPY1R"
"1601","E2F5","MRPL24"
"1602","E2F2","MRPL24"
"1603","E2F5","CLTA"
"1604","E2F2","CLTA"
"1605","E2F5","CAPRIN1"
"1606","E2F2","CAPRIN1"
"1607","E2F5","ARSJ"
"1608","E2F2","ARSJ"
"1609","E2F5","APIP"
"1610","E2F2","APIP"
"1611","E2F2","PTGS2"
"1612","TCF7L2","PTGS2"
"1613","DR1","PTGS2"
"1614","EGR2","PTGS2"
"1615","ETV4","PTGS2"
"1616","HMGA1","PTGS2"
"1617","E2F2","SLC2A3"
"1618","HMGA1","SLC2A3"
"1619","E2F2","MAPRE1"
"1620","MYC","MAPRE1"
"1621","E2F2","STAG1"
"1622","E2F2","POLE2"
"1623","E2F2","DPF2"
"1624","E2F2","ACSL1"
"1625","POU2F1","ACSL1"
"1626","E2F2","CDCA3"
"1627","NFYC","CDCA3"
"1628","E2F2","USP1"
"1629","EGR2","USP1"
"1630","E2F2","DCAF7"
"1631","MYC","DCAF7"
"1632","E2F2","C11orf54"
"1633","MYC","C11orf54"
"1634","TRIP13","C11orf54"
"1635","E2F2","TRMT12"
"1636","HSF2","TRMT12"
"1637","E2F2","OAS2"
"1638","ETV4","OAS2"
"1639","E2F2","UTRN"
"1640","E2F2","RDH16"
"1641","E2F2","GCHFR"
"1642","E2F2","ACTR6"
"1643","HDAC1","MMP9"
"1644","ETV4","MMP9"
"1645","FOSB","MMP9"
"1646","MAZ","MMP9"
"1647","HDAC1","APOC3"
"1648","HDAC1","EPCAM"
"1649","HDAC1","CD82"
"1650","HDAC1","DEFB1"
"1651","HDAC1","KDM1A"
"1652","HDAC2","HIF1AN"
"1653","HDAC2","CCL2"
"1654","NR1I2","CCL2"
"1655","HDAC2","CD1D"
"1656","HDAC2","CDYL"
"1657","EGR2","CDYL"
"1658","EGR3","CDYL"
"1659","CDC20","FBXO5"
"1660","PPP1CC","TRPM8"
"1661","RBSN","RAB4A"
"1662","MYC","RAB4A"
"1663","RILP","TUBA1B"
"1664","DYNC1H1","TUBA1B"
"1665","DYNC1I2","TUBA1B"
"1666","ESR1","TUBA1B"
"1667","DYNLL1","TUBA1B"
"1668","DCTN2","TUBA1B"
"1669","DCTN4","TUBA1B"
"1670","RPS6KA3","MEFV"
"1671","PKN1","MEFV"
"1672","PRKAA2","ACACA"
"1673","PRKAG2","ACACA"
"1674","PRKAB1","ACACA"
"1675","PRKAB2","ACACA"
"1676","PRKAG1","ACACA"
"1677","MYC","ACACA"
"1678","BRCA1","ACACA"
"1679","POU2F1","ACACA"
"1680","PRKAA2","ACACB"
"1681","PRKAG2","ACACB"
"1682","PRKAB1","ACACB"
"1683","PRKAB2","ACACB"
"1684","PRKAG1","ACACB"
"1685","DVL1","FRAT2"
"1686","RPS6KB1","EIF4B"
"1687","RPS6KB2","EIF4B"
"1688","PTK2","ITGA2"
"1689","ACTB","ITGA2"
"1690","PTK2","ITGA6"
"1691","ACTB","ITGA6"
"1692","LAMB4","ITGA6"
"1693","LAMA2","ITGA6"
"1694","LAMA4","ITGA6"
"1695","PRKAG2","ADRA1A"
"1696","MYC","HLA-B"
"1697","MYC","CUX2"
"1698","CSNK2A1","CUX2"
"1699","MYC","MATR3"
"1700","EGR2","MATR3"
"1701","EGR3","MATR3"
"1702","TTF2","MATR3"
"1703","MYC","RNF4"
"1704","HMGA1","RNF4"
"1705","MYC","UBE2K"
"1706","MYC","ST3GAL3"
"1707","MYC","HMOX1"
"1708","NFE2L2","HMOX1"
"1709","MYC","MSH2"
"1710","MYC","PCSK6"
"1711","ETV4","PCSK6"
"1712","FOSB","PCSK6"
"1713","MYC","RRM2"
"1714","NFYC","RRM2"
"1715","MYC","HYAL1"
"1716","MYC","KPNB1"
"1717","SMAD2","KPNB1"
"1718","EZH2","KPNB1"
"1719","NFYC","KPNB1"
"1720","PTMA","KPNB1"
"1721","MYC","HSPA4"
"1722","HSF2","HSPA4"
"1723","NR3C2","HSPA4"
"1724","MYC","BAG2"
"1725","MYC","HNRNPA1"
"1726","HSF2","HNRNPA1"
"1727","TTF2","HNRNPA1"
"1728","MYC","NDRG1"
"1729","ILF3","NDRG1"
"1730","RUVBL2","NDRG1"
"1731","MYC","PTBP1"
"1732","FUS","PTBP1"
"1733","MYC","SART3"
"1734","RNPS1","SART3"
"1735","MYC","UBE2C"
"1736","MYC","NME1"
"1737","MYC","DCAF11"
"1738","EGR3","DCAF11"
"1739","NFYC","DCAF11"
"1740","MYC","SLC38A6"
"1741","MYC","PRDM10"
"1742","NFYC","PRDM10"
"1743","MYC","NUP37"
"1744","NFYC","NUP37"
"1745","MYC","SLC7A2"
"1746","MYC","PSMA1"
"1747","MYC","PLOD3"
"1748","MYC","PCID2"
"1749","MYC","OAF"
"1750","MYC","METTL1"
"1751","MYC","GNS"
"1752","MYC","EIF2S3"
"1753","MYC","EFTUD2"
"1754","FOSB","EFTUD2"
"1755","MYC","DPM2"
"1756","MYC","DLEU2"
"1757","MYC","DCK"
"1758","MYC","CUTA"
"1759","MYC","CPSF1"
"1760","MCM2","CPSF1"
"1761","TAF5","CPSF1"
"1762","TAF12","CPSF1"
"1763","MYC","BOP1"
"1764","MYC","AGAP3"
"1765","EGR2","AGAP3"
"1766","EGR3","AGAP3"
"1767","MYC","USP39"
"1768","EGR3","USP39"
"1769","MYC","TLCD1"
"1770","EGR2","TLCD1"
"1771","EGR3","TLCD1"
"1772","MYC","MORC2"
"1773","EGR2","MORC2"
"1774","EGR3","MORC2"
"1775","MYC","CDK5"
"1776","PURA","CDK5"
"1777","MYC","LRG1"
"1778","ZIC2","LRG1"
"1779","MYC","SLC25A39"
"1780","EGR2","SLC25A39"
"1781","MYC","SEMA3F"
"1782","FOSB","SEMA3F"
"1783","MYC","NSUN5"
"1784","MYC","LIG3"
"1785","ATF5","LIG3"
"1786","MYC","AIDA"
"1787","MYC","TRIM71"
"1788","MYC","SCAMP3"
"1789","TSG101","SCAMP3"
"1790","MYC","EXOC3L1"
"1791","TCF3","EXOC3L1"
"1792","MYC","ROBO1"
"1793","MYC","RMI1"
"1794","MYC","LEMD2"
"1795","POU2F1","LEMD2"
"1796","MYC","DHX35"
"1797","POU2F1","DHX35"
"1798","MYC","DENND4B"
"1799","MYC","CSNK1G1"
"1800","EGR2","CSNK1G1"
"1801","EGR3","CSNK1G1"
"1802","POU2F1","CSNK1G1"
"1803","MYC","FLAD1"
"1804","NFYC","FLAD1"
"1805","MYC","DEPDC1B"
"1806","NFYC","DEPDC1B"
