"","from","to"
"82","PIK3CB","PDPK1"
"83","PIK3CD","PDPK1"
"84","PIK3R2","PDPK1"
"85","PIK3R3","PDPK1"
"86","PCYT1A","MAPK1"
"87","MAP2K2","MAPK1"
"88","PCYT1A","MAPK3"
"89","IGF1","MAPK3"
"90","MAP2K1","PPP2CB"
"91","MAP2K1","PPP2R1A"
"92","AKT3","PPP2R5A"
"93","RAD50","RAD50"
"94","BRCA2","FANCD2"
"95","BRCA2","FANCG"
"96","PIK3CB","RAC1"
"97","PIK3CD","RAC1"
"98","PIK3R1","RAC1"
"99","PIK3R2","RAC1"
"100","PIK3R3","RAC1"
"101","ELK1","RAC1"
"102","IL1RAP","MYD88"
"103","GRB2","EPHA2"
"104","SHC2","EPHA2"
"105","ELK1","EPHA2"
"106","GAB1","MET"
"107","GRB2","MET"
"108","SHC2","MET"
"109","HGF","MET"
"110","GRB2","NGFR"
"111","SHC2","NGFR"
"112","SOS1","PDGFRA"
"113","GRB2","PDGFRA"
"114","SHC2","PDGFRA"
"115","HRAS","PDGFRA"
"116","PDGFD","PDGFRA"
"117","PRKCA","PLCB1"
"118","PRKCB","PLCB1"
"119","EGFR","PLCB1"
"120","IGF1R","PLCB1"
"121","NGFR","PLCB1"
"122","PDGFRA","PLCB1"
"123","PRKCA","PLCG1"
"124","EGFR","PLCG1"
"125","PIK3CB","PLCG1"
"126","PIK3CD","PLCG1"
"127","PIK3R1","PLCG1"
"128","IGF1R","PLCG1"
"129","MET","PLCG1"
"130","PDGFRA","PLCG1"
"131","PRKCA","PLCG2"
"132","PRKCB","PLCG2"
"133","PIK3CA","HOMER2"
"134","SMAD4","SMAD4"
"135","AKT3","TSC2"
"136","TSC1","RHEB"
"137","GADD45G","CDK1"
"138","GADD45G","PCNA"
"139","ARAF","YWHAB"
"140","ARAF","YWHAG"
"141","ARAF","YWHAZ"
"142","YWHAB","CDC25B"
"143","YWHAG","CDC25B"
"144","YWHAZ","CDC25B"
"145","YWHAB","CDC25C"
"146","YWHAG","CDC25C"
"147","YWHAZ","CDC25C"
"148","AKT1","GSK3B"
"149","IGF1","GSK3B"
"150","RB1","CCNA2"
"151","BRCA2","CCNA2"
"152","CDC6","CCNA2"
"153","TYMS","E2F1"
"154","EGFR","E2F1"
"155","RB1","E2F1"
"156","UPF3B","E2F1"
"157","FANCG","E2F1"
"158","CDC6","E2F1"
"159","CCNB1","E2F1"
"160","CCNA2","E2F1"
"161","CDK7","E2F1"
"162","E2F1","E2F1"
"163","ENAH","E2F2"
"164","RB1","E2F3"
"165","FANCF","E2F3"
"166","CDC6","E2F3"
"167","CCNB1","E2F3"
"168","E2F3","E2F3"
"169","EGFR","HDAC1"
"170","CDKN2A","HDAC1"
"171","BRCA2","HDAC1"
"172","E2F1","HDAC1"
"173","HDAC1","HDAC1"
"174","CCNB2","ANAPC7"
"175","CCNB2","ANAPC11"
"176","HDAC2","CDC20"
"177","CDC25C","PPP1CC"
"178","IGF1","IGFBP3"
"179","EGFR","SH3GLB2"
"180","EHD3","RBSN"
"181","RBSN","VPS45"
"182","E2F1","DYNC1I2"
"183","MTOR","RRAGC"
"184","TSC1","RPS6KA3"
"185","MTOR","PRKAA2"
"186","TSC2","PRKAA2"
"187","E2F4","WNT5A"
"188","E2F5","WNT5A"
"189","E2F2","WNT5A"
"190","E2F4","WNT9A"
"191","E2F5","WNT9A"
"192","E2F2","WNT9A"
"193","E2F1","FZD10"
"194","WNT16","FZD10"
"195","WNT5A","FZD10"
"196","WNT9B","FZD10"
"197","WNT4","LRP6"
"198","WNT1","LRP6"
"199","WNT3","LRP6"
"200","WNT6","LRP6"
"201","WNT7A","LRP6"
"202","WNT7B","LRP6"
"203","WNT8A","LRP6"
"204","WNT8B","LRP6"
"205","WNT10B","LRP6"
"206","WNT9A","LRP6"
"207","WNT5B","LRP6"
"208","WNT3A","LRP6"
"209","FZD10","LRP5"
"210","RAC1","DVL1"
"211","LRP6","DVL1"
"212","LRP5","DVL1"
"213","RAC1","DVL2"
"214","RAC1","DVL3"
"215","GSK3B","DVL3"
"216","MTOR","RPS6KB1"
"217","AKT3","RPS6KB1"
"218","AKT1","RPS6KB1"
"219","AKT2","RPS6KB1"
"220","PDPK1","RPS6KB1"
"221","MAPK1","RPS6KB1"
"222","MAPK3","RPS6KB1"
"223","PPP2CB","RPS6KB1"
"224","PPP2R1A","RPS6KB1"
"225","E2F2","RPS6KB1"
"226","AKT3","HSP90AA1"
"227","AKT3","HSP90AB1"
"228","PRKCA","PTK2"
"229","PRKCG","PTK2"
"230","AKT3","PTK2"
"231","PIK3CB","PTK2"
"232","PIK3CD","PTK2"
"233","PIK3R2","PTK2"
"234","PIK3R3","PTK2"
"235","MET","PTK2"
"236","PDGFRA","PTK2"
"237","RAC1","TLR4"
"238","MYD88","TLR4"
"239","CD14","TLR4"
"240","MTOR","PRKAB1"
"241","MTOR","PRKAB2"
"242","MTOR","PRKAG1"
"243","PRKAA2","ELAVL1"
"244","PRKAB1","ELAVL1"
"245","PRKAB2","ELAVL1"
"246","PRKAG1","ELAVL1"
"247","FOS","FOS"
"248","TALDO1","MYC"
"249","PNP","MYC"
"250","TYMS","MYC"
"251","SHMT1","MYC"
"252","PCCA","MYC"
"253","SRM","MYC"
"254","PIP4K2B","MYC"
"255","LPCAT1","MYC"
"256","GSTO1","MYC"
"257","MAP2K1","MYC"
"258","RB1","MYC"
"259","RAN","MYC"
"260","BRCA2","MYC"
"261","FANCD2","MYC"
"262","HOMER2","MYC"
"263","RHEB","MYC"
"264","CDC6","MYC"
"265","CCNB1","MYC"
"266","CCNA2","MYC"
"267","E2F1","MYC"
"268","ANAPC5","MYC"
"269","VPS45","MYC"
"270","MYC","MYC"
"271","E2F2","CCNE1"
"272","HDAC2","CCNE1"
"273","RAD1","RAD1"
"274","MAP2K1","PRKCD"
"275","ARAF","PRKCD"
"276","PIK3CA","PRKCD"
"277","PIK3R2","PRKCD"
"278","PIK3R3","PRKCD"
"279","MAPK1","PRKCD"
"280","PLCG1","PRKCD"
"281","PLCG2","PRKCD"
"282","TLE1","TLE1"
"283","MYC","LEF1"
"284","LEF1","LEF1"
"285","APC","APC"
"286","CTNNB1","CTNNB1"
"287","AKT1","SMAD2"
"288","MAPK3","SMAD2"
"289","HDAC1","SMAD2"
"290","MYC","SMAD2"
"291","LEF1","SMAD2"
"292","SMAD2","SMAD2"
"293","SMAD3","SMAD3"
"294","IGF1","DCN"
"295","TGFB1","DCN"
"296","ENAH","ACTB"
"297","PRKAG2","BMP8A"
"298","E2F4","RASSF4"
"299","E2F5","RASSF4"
"300","E2F2","RASSF4"
"301","PIP4K2B","PTEN"
"302","ROCK2","PTEN"
"303","MYC","PTEN"
"304","PECAM1","PECAM1"
"305","HDAC1","CSNK2A1"
"306","TCF7L2","CSNK2A1"
"307","PTEN","CSNK2A1"
"308","RAC1","WASF2"
"309","HLA-A","HLA-A"
"310","E2F1","CTNNA1"
"311","ACTB","CTNNA1"
"312","ACTG1","CTNNA1"
"313","PIK3CA","GNB1"
"314","RAC1","GNB1"
"315","PLCB1","GNB1"
"316","AKT3","C7"
"317","AKT3","C8A"
"318","ESR1","ESR1"
"319","ATF2","ATF2"
"320","GSK3B","CREB3L4"
"321","MYC","CREB3L4"
"322","WASF2","ARF1"
"323","ELK1","RALA"
"324","RGL1","RALA"
"325","RALGAPB","RALA"
"326","EXOC2","RALA"
"327","TCF7","TERT"
"328","PDE7A","ETS2"
"329","MAPK3","ETS2"
"330","ETS2","ETS2"
"331","IRF3","IRF3"
"332","IGF1R","IGF2"
"333","MYC","CKS1B"
"334","SDHB","NFE2L2"
"335","GSTA1","NFE2L2"
"336","DUSP1","NFE2L2"
"337","PRKCD","NFE2L2"
"338","HRAS","CAMK1"
"339","MAPK10","MECOM"
"340","ELK1","MECOM"
"341","HDAC2","MECOM"
"342","HEY1","HEY1"
"343","ARID1B","ARID1B"
"344","E2F5","ARID1A"
"345","E2F2","ARID1A"
"346","E2F3","ARID1A"
"347","SMARCB1","SMARCB1"
"348","CDKN2A","SMARCA4"
"349","RB1","SMARCA4"
"350","CCNE1","SMARCA4"
"351","MECOM","SMARCA4"
"352","ARID1A","SMARCA4"
"353","KDM3B","ACTL6B"
"354","SMARCA2","ACTL6B"
"355","RUVBL1","ACTL6A"
"356","SMARCA2","ACTL6A"
"357","SMARCA4","ACTL6A"
"358","SMARCC1","SMARCD3"
"359","E2F4","SMARCE1"
"360","E2F5","SMARCE1"
"361","E2F1","SMARCE1"
"362","E2F2","SMARCE1"
"363","E2F3","SMARCE1"
"364","SMARCA4","SMARCE1"
"365","RAC1","ABL2"
"366","PIP4K2B","ATF5"
"367","PCYT1A","ATF5"
"368","SHC3","ATF5"
"369","MAP2K1","ATF5"
"370","DUSP1","ATF5"
"371","WNT2","ATF5"
"372","WNT10A","ATF5"
"373","LRP6","ATF5"
"374","ELAVL1","ATF5"
"375","SMARCD1","ATF5"
"376","BARD1","BARD1"
"377","CSNK2A1","BDP1"
"378","IGF1","BRCA1"
"379","EGFR","BRCA1"
"380","RB1","BRCA1"
"381","IGF1R","BRCA1"
"382","BRCA2","BRCA1"
"383","FANCD2","BRCA1"
"384","CCNB1","BRCA1"
"385","CCNA2","BRCA1"
"386","E2F1","BRCA1"
"387","HDAC1","BRCA1"
"388","MYC","BRCA1"
"389","SMAD2","BRCA1"
"390","CSNK2A1","BRCA1"
"391","ETS2","BRCA1"
"392","BRCA1","BRCA1"
"393","DVL1","BRD7"
"394","LAMA4","BRD7"
"395","NAMPT","CLOCK"
"396","CTCF","CTCF"
"397","DNMT1","DNMT1"
"398","CDKN2A","DNMT3A"
"399","HDAC1","DNMT3A"
"400","IGFBP3","DNMT3A"
"401","MYC","DNMT3A"
"402","SFRP5","DNMT3A"
"403","EBF1","EBF1"
"404","PCCA","EGR1"
"405","LPCAT1","EGR1"
"406","CAT","EGR1"
"407","GGPS1","EGR1"
"408","EGFR","EGR1"
"409","RB1","EGR1"
"410","BAD","EGR1"
"411","RHEB","EGR1"
"412","HDAC1","EGR1"
"413","SH3GLB2","EGR1"
"414","WNT5A","EGR1"
"415","HSP90AA1","EGR1"
"416","CSNK2A1","EGR1"
"417","GNB1","EGR1"
"418","KEAP1","EGR1"
"419","HDAC6","EGR1"
"420","CREB3L4","EGR1"
"421","DYNLL1","EGR1"
"422","ACTL6B","EGR1"
"423","SMARCD2","EGR1"
"424","ITGB8","EGR1"
"425","BRCA1","EGR1"
"426","EGR1","EGR1"
"427","UGDH","EGR2"
"428","MAP2K2","EGR2"
"429","PIK3R1","EGR2"
"430","CDKN2C","EGR2"
"431","SMG7","EGR2"
"432","RRAGC","EGR2"
"433","PRKAA2","EGR2"
"434","FZD3","EGR2"
"435","FZD9","EGR2"
"436","PRKAG1","EGR2"
"437","CCNE1","EGR2"
"438","PRKCD","EGR2"
"439","FRMD6","EGR2"
"440","CAMK2B","EGR2"
"441","MYO10","EGR2"
"442","DCTN2","EGR2"
"443","ATP6V1F","EGR2"
"444","IGF2","EGR2"
"445","CAMK1","EGR2"
"446","TKT","EGR3"
"447","UGDH","EGR3"
"448","CDKN2C","EGR3"
"449","PDPK1","EGR3"
"450","PPP2CB","EGR3"
"451","DGKZ","EGR3"
"452","RRAGC","EGR3"
"453","RPS6KA3","EGR3"
"454","PRKAA2","EGR3"
"455","FZD9","EGR3"
"456","LRP5","EGR3"
"457","CCNE1","EGR3"
"458","PRKCD","EGR3"
"459","FRMD6","EGR3"
"460","ACTG1","EGR3"
"461","CAMK2B","EGR3"
"462","MYO10","EGR3"
"463","DCTN2","EGR3"
"464","ATP6V1F","EGR3"
"465","IGF2","EGR3"
"466","CAMK1","EGR3"
"467","SMARCD3","EGR3"
"468","TGFBR2","ETV4"
"469","AGTR1","ETV4"
"470","TERT","ETV4"
"471","SMS","EZH2"
"472","AKT1","EZH2"
"473","CDKN1A","EZH2"
"474","CCND1","EZH2"
"475","CCNE1","EZH2"
"476","SFRP1","EZH2"
"477","PTEN","EZH2"
"478","DNMT3A","EZH2"
"479","GSTP1","FOSB"
"480","SHC3","FOSB"
"481","PPP2R5A","FOSB"
"482","GADD45B","FOSB"
"483","TGFB1","FOSB"
"484","YWHAG","FOSB"
"485","ANAPC5","FOSB"
"486","NEDD4L","FOSB"
"487","CTNNA1","FOSB"
"488","ATF5","FOSB"
"489","EGR1","FOSB"
"490","CDKN1A","FUBP1"
"491","HDAC4","HDAC4"
"492","E2F4","HLTF"
"493","CDK1","HMGA1"
"494","E2F5","HMGA1"
"495","PRKDC","HMGB2"
"496","E2F5","HMGB2"
"497","E2F2","HMGB2"
"498","CSNK1A1","HMGB2"
"499","HSP90AA1","HSF2"
"500","DCTN4","HSF2"
"501","ID2","ID2"
"502","PRKDC","ILF2"
"503","ILF2","ILF3"
"504","JUNB","JUNB"
"505","PLCG1","KHDRBS1"
"506","PLCG2","KHDRBS1"
"507","IGF2","KHDRBS1"
"508","KHDRBS1","KHDRBS1"
"509","MAML1","MAML1"
"510","HRAS","MAZ"
"511","EGR2","MAZ"
"512","EGR3","MAZ"
"513","CDC6","MCM2"
"514","MCM2","MCM2"
"515","NCOA6","NCOA6"
"516","NFYA","NFYA"
"517","ALDH6A1","NFYC"
"518","GCH1","NFYC"
"519","PIK3R1","NFYC"
"520","UBE2T","NFYC"
"521","GSK3B","NFYC"
"522","CDC23","NFYC"
"523","CDC20","NFYC"
"524","WNT16","NFYC"
"525","ACTB","NFYC"
"526","WASF2","NFYC"
"527","CKS1B","NFYC"
"528","GRB2","NPM1"
"529","SHC1","NPM1"
"530","CDKN1A","NPM1"
"531","CCND1","NPM1"
"532","GADD45A","NPM1"
"533","PLCG2","NPM1"
"534","CDK1","NPM1"
"535","PLK1","NPM1"
"536","ARF1","NPM1"
"537","ATF5","NPM1"
"538","DCN","NR1H4"
"539","SMARCD3","NR1H4"
"540","CYP2C8","NR1I2"
"541","CYP2C9","NR1I2"
"542","NR1I2","NR1I2"
"543","KRAS","NR3C2"
"544","EGFR","NR3C2"
"545","HSP90AA1","NR3C2"
"546","ACTG1","NR3C2"
"547","ETV4","NR3C2"
"548","SDHB","NRF1"
"549","IGF2","PLAG1"
"550","SRM","POU2F1"
"551","CYP26A1","POU2F1"
"552","UPF3B","POU2F1"
"553","MAP4K4","POU2F1"
"554","GADD45G","POU2F1"
"555","GSK3B","POU2F1"
"556","E2F1","POU2F1"
"557","HDAC1","POU2F1"
"558","RILP","POU2F1"
"559","TLR4","POU2F1"
"560","MYC","POU2F1"
"561","LEF1","POU2F1"
"562","SMAD2","POU2F1"
"563","WASF2","POU2F1"
"564","C8A","POU2F1"
"565","ARID1A","POU2F1"
"566","BRCA1","POU2F1"
"567","HMGA1","POU2F1"
"568","POU2F1","POU2F1"
"569","CDKN1A","PTMA"
"570","RAN","PTMA"
"571","CDK1","PTMA"
"572","PCNA","PTMA"
"573","E2F4","PTMA"
"574","E2F5","PTMA"
"575","E2F2","PTMA"
"576","E2F3","PTMA"
"577","HDAC1","PTMA"
"578","HDAC2","PTMA"
"579","MYC","PTMA"
"580","RAC1","PTTG1"
"581","CDK1","PTTG1"
"582","CCNB1","PTTG1"
"583","ANAPC5","PTTG1"
"584","ANAPC7","PTTG1"
"585","ANAPC11","PTTG1"
"586","CDC23","PTTG1"
"587","CDC20","PTTG1"
"588","EGR3","PURA"
"589","HDAC2","RFX5"
"590","MYC","RFX5"
"591","UPF3B","SATB2"
"592","EGR1","SATB2"
"593","FOSB","TAF4"
"594","CDKN1A","TAF5"
"595","EGR3","TAF5"
"596","PIP4K2B","TCF3"
"597","SHC3","TCF3"
"598","BAD","TCF3"
"599","MAPK3","TCF3"
"600","EPHA2","TCF3"
"601","SH3GLB2","TCF3"
"602","RILP","TCF3"
"603","MYC","TCF3"
"604","LEF1","TCF3"
"605","C7","TCF3"
"606","ABL2","TCF3"
"607","DNMT3A","TCF3"
"608","FOSB","TCF3"
"609","TCF3","TCF3"
"610","TRIM28","TRIM28"
"611","EGFR","TSG101"
"612","CDKN1A","TSG101"
"613","HGS","TSG101"
"614","AATF","TSG101"
"615","MAZ","TSG101"
"616","TSG101","TTF2"
"617","RB1","UHRF1"
"618","E2F5","UHRF1"
"619","E2F1","UHRF1"
"620","E2F2","UHRF1"
"621","MYC","UHRF1"
"622","YBX1","YBX1"
"623","MYD88","ZIC2"
"624","WNT7B","ZIC2"
"625","PRKAG1","ZIC2"
"626","NFE2L2","ZIC2"
"627","SMARCD3","ZIC2"
"628","TALDO1","ZNF143"
"629","PCYT1A","ZNF143"
"630","RRAGC","BHLHE40"
"631","MYC","BHLHE40"
"632","EGR1","BHLHE40"
"633","HSF2","BHLHE40"
"634","ILF3","BHLHE40"
"635","BHLHE40","BHLHE40"
"636","AIRE","AIRE"
"637","ALYREF","ALYREF"
"638","EGR2","ARID4B"
"639","EGR3","ARID4B"
"640","FOSB","BRD8"
"641","CBX3","CBX3"
"642","ELK1","CITED2"
"643","MYC","CITED2"
"644","CNOT6","CNOT6"
"645","COIL","COIL"
"646","HDAC2","DDX20"
"647","EGR2","DDX20"
"648","DEK","DEK"
"649","ELK1","DNAJC2"
"650","DTX1","DTX1"
"651","ELK1","ERCC3"
"652","CDK7","ERCC3"
"653","EGR1","EZH1"
"654","EGR3","EZH1"
"655","TCF3","EZH1"
"656","FOXP1","FOXP1"
"657","FUS","FUS"
"658","FXR1","FXR1"
"659","MYC","GTF2IRD1"
"660","MYC","HAX1"
"661","EGR1","HAX1"
"662","HNRNPK","HNRNPK"
"663","HTATSF1","HTATSF1"
"664","ATF5","JDP2"
"665","ELK1","KAT7"
"666","ORC1","KAT7"
"667","DVL3","KAT7"
"668","ATF5","KAT7"
"669","FOSB","KAT7"
"670","MCM2","KAT7"
"671","HSF2","KNTC1"
"672","PPP2R1A","MCM3"
"673","MCM4","MCM4"
"674","MCM6","MCM6"
"675","MCM7","MCM7"
"676","MED12","MED12"
"677","MYC","MLLT6"
"678","EGR3","MLLT6"
"679","TCF3","MLLT6"
"680","NONO","NONO"
"681","ELK4","NR2C2"
"682","HSP90AB1","NR2C2"
"683","DR1","NR2C2"
"684","EGR3","NR2C2"
"685","HSF2","NR2C2"
"686","SMAD2","PAPOLA"
"687","EGR1","PAPOLA"
"688","PBRM1","PBRM1"
"689","NR3C2","PIAS1"
"690","SATB2","PIAS1"
"691","PIAS1","PIAS1"
"692","POLR2G","POLR2G"
"693","POLR2H","POLR2H"
"694","RAD51","RAD51"
"695","RAD54B","RAD54B"
"696","EGR2","RBBP7"
"697","EGR3","RBBP7"
"698","FOSB","RBBP7"
"699","E2F1","RFC1"
"700","HDAC1","RFC1"
"701","RFC1","RFC1"
"702","ELK1","RNPS1"
"703","YWHAB","RNPS1"
"704","YWHAG","RNPS1"
"705","DVL2","RNPS1"
"706","HDAC1","RUVBL2"
"707","RUVBL1","RUVBL2"
"708","TERT","RUVBL2"
"709","SNRPB","SNRPB"
"710","RB1","SNW1"
"711","HDAC2","SNW1"
"712","SMAD2","SNW1"
"713","JDP2","SNW1"
"714","SSB","SSB"
"715","CSNK2A1","SSRP1"
"716","ZIC2","SSRP1"
"717","MCM3","SUPT16H"
"718","TAF1A","TAF1A"
"719","TAF6","TAF6"
"720","HDAC6","TARDBP"
"721","FOSB","TCEA2"
"722","NPM1","TCERG1"
"723","NR3C2","TRIM24"
"724","TRIM24","TRIM24"
"725","TRIM32","TRIM32"
"726","TRIP13","TRIP13"
"727","UBTF","UBTF"
"728","URI1","URI1"
"729","PIK3R1","WBP11"
"730","PPP1CC","WBP11"
"731","ARF1","WBP11"
"732","PQBP1","WBP11"
"733","CDKN1A","XRCC6"
"734","PCNA","XRCC6"
"735","YWHAZ","XRCC6"
"736","PRKDC","XRCC6"
"737","TERT","XRCC6"
"738","PTTG1","XRCC6"
"739","ZBTB33","ZBTB33"
"740","TALDO1","ZHX1"
"741","PNP","ZHX1"
"742","CSNK2A1","ZHX1"
"743","DYNLL1","ZHX1"
"744","EGR1","ZHX1"
"745","TARDBP","ZHX1"
"746","ZHX1","ZHX1"
"747","DYNLL1","ZMYND11"
"748","SMARCA4","ZMYND11"
"749","EZH2","ZMYND11"
"750","EZH1","ZMYND11"
"751","ELK1","ZNF581"
"752","MAPK3","ZNF7"
"753","ALDOB","FBP1"
"754","ALDH2","ADH1B"
"755","ALDH2","ADH1C"
"756","ALDH2","ADH4"
"757","ALDH2","BBOX1"
"758","ALDH2","AKR1B10"
"759","ALDH2","ACYP1"
"760","ALDH1B1","ACYP1"
"761","SDHB","SUCLG2"
"762","SDHD","SUCLG2"
"763","MMUT","SUCLG2"
"764","MYC","SUCLG2"
"765","HSF2","SUCLG2"
"766","TKT","RPIA"
"767","UGP2","PGM1"
"768","UGP2","GALE"
"769","EHHADH","IVD"
"770","ECHS1","IVD"
"771","ECHS1","ACADM"
"772","ACAT1","AACS"
"773","ACAT1","HMGCS2"
"774","ADH1A","GSTO2"
"775","CYP1A2","GSTO2"
"776","ADH1A","GSTA5"
"777","ADH1A","GSTA2"
"778","ADH1A","GSTA3"
"779","ADH1A","GSTA4"
"780","ADH1A","GSTM1"
"781","ADH1A","GSTM2"
"782","ADH1A","GSTM3"
"783","ADH1A","GSTM4"
"784","ADH1A","GSTM5"
"785","ADH1A","GSTT1"
"786","ADH1A","GSTT2"
"787","ADH1A","MGST1"
"788","ADH1A","MGST2"
"789","ADH1A","MGST3"
"790","ADH1A","GSTT2B"
"791","CYP8B1","AKR1D1"
"792","ASS1","ADSS1"
"793","PNP","NMRK1"
"794","PNP","XDH"
"795","PNP","NNMT"
"796","NAMPT","NNMT"
"797","SIRT7","NNMT"
"798","PDE7B","ADSL"
"799","PDE7A","ADSL"
"800","ASL","ADSL"
"801","CYP1A2","CYP2C19"
"802","CYP1A2","CYP2J2"
"803","CYP2A6","CYP2B6"
"804","EPHX2","CYP2B6"
"805","CYP26A1","CYP2B6"
"806","DTYMK","TK1"
"807","DUT","TK1"
"808","E2F4","TK1"
"809","GLUD2","NIT2"
"810","GLUD2","GLUL"
"811","GLS2","GLUL"
"812","FOLH1","ASPA"
"813","BHMT","DMGDH"
"814","SHMT1","SDS"
"815","SHMT1","AGXT"
"816","AGXT2","ABAT"
"817","ALDH6A1","ABAT"
"818","AOC1","INMT"
"819","FTCD","MTHFD1"
"820","FTCD","MTHFD1L"
"821","AMDHD1","UROC1"
"822","MTR","CTH"
"823","E2F4","CTH"
"824","B4GALT3","ST3GAL3"
"825","LIPG","MGLL"
"826","MOGAT2","MGLL"
"827","LPCAT1","PLAAT3"
"828","PCYT1A","CHKA"
"829","PIK3CA","CHKA"
"830","PIK3CB","CHKA"
"831","PIK3CD","CHKA"
"832","PIK3R1","CHKA"
"833","PIK3R2","CHKA"
"834","PIK3R3","CHKA"
"835","E2F1","CHKA"
"836","EGR1","CHKA"
"837","EGR3","CHKA"
"838","LTA4H","CYP4F3"
"839","HAO2","PGP"
"840","HAO1","PGP"
"841","EGR2","PGP"
"842","EGR3","PGP"
"843","RETSAT","HSD17B6"
"844","GMPS","TPMT"
"845","IMPDH2","TPMT"
"846","EGR1","TPMT"
"847","MTOR","RRAGD"
"848","MTOR","EIF4EBP1"
"849","SOS1","SPRY2"
"850","SOS2","SPRY2"
"851","E2F4","SPRY2"
"852","E2F5","SPRY2"
"853","E2F2","SPRY2"
"854","GRB2","SHC4"
"855","GRB2","FGFR4"
"856","SHC2","FGFR4"
"857","SHC2","FYN"
"858","PIK3CA","FYN"
"859","RAC1","FYN"
"860","FCER1A","FYN"
"861","PRKCA","PLCB2"
"862","PRKCB","PLCB2"
"863","EGFR","PLCB2"
"864","PRKCA","ATP6AP1"
"865","EGFR","ATP6AP1"
"866","PRKCA","PA2G4"
"867","PRKCB","PA2G4"
"868","PRKCG","PA2G4"
"869","HDAC2","PA2G4"
"870","NFYC","PA2G4"
"871","PRKCA","TRPV4"
"872","PRKCB","TRPV4"
"873","PRKCG","TRPV4"
"874","PRKCD","TRPV4"
"875","PRKCB","FCGR3B"
"876","PRKCB","FCGR2C"
"877","PRKCB","SLC2A2"
"878","AKT3","THEM4"
"879","AKT3","C6"
"880","AKT3","C8B"
"881","AKT3","C9"
"882","AKT3","RHOB"
"883","HDAC1","RHOB"
"884","AKT1","MDM4"
"885","ELK1","MDM4"
"886","CDK1","MDM4"
"887","YWHAB","MDM4"
"888","YWHAG","MDM4"
"889","YWHAZ","MDM4"
"890","E2F1","MDM4"
"891","CSNK1A1","MDM4"
"892","ARF1","MDM4"
"893","RAF1","RFXANK"
"894","EGR1","RFXANK"
"895","RFX5","RFXANK"
"896","HRAS","TPM3"
"897","HRAS","TPR"
"898","MYC","TPR"
"899","BCL2L1","BAX"
"900","MAPK10","BAX"
"901","HK3","BAX"
"902","HKDC1","BAX"
"903","AATF","BAX"
"904","BHLHE40","BAX"
"905","EGFR","FGF23"
"906","EGFR","ATP6V1C2"
"907","EGFR","ATP6V1H"
"908","PIK3CA","HOMER1"
"909","PIK3CA","TRAF5"
"910","ELAVL1","TRAF5"
"911","CDKN2A","FOXM1"
"912","CDK1","FOXM1"
"913","CDC25B","FOXM1"
"914","CDC6","FOXM1"
"915","CCNB1","FOXM1"
"916","EGR1","FOXM1"
"917","CDKN2A","MCM5"
"918","YWHAG","MCM5"
"919","CDKN2C","WDR5"
