"","aHCC-1","aHCC-2","aHCC-3","aHCC-4","aHCC-5","aHCC-6","aHCC-7","aHCC-8","aHCC-9","aHCC-10","aHCC-11","aHCC-12"
"PKM",8.058787461,7.256453292,8.01529129,8.707235564,8.067343205,7.327530002,8.182076941,7.04200559,6.96714194,9.568197362,6.62054988,8.145781831
"PKN1",5.740839665,6.837378813,6.06834067,5.950685757,5.749620244,6.545577961,6.368758888,5.228027474,5.884907804,6.528847003,6.043633764,6.77898879
"PLAAT3",9.981853596,10.35440957,10.93964101,9.258273801,11.23529648,10.15131763,10.42352236,11.22547149,10.64506245,9.323733715,9.0751769,9.922798
"PLAC8",5.113089883,7.472584311,9.082239534,6.195914045,8.851642252,7.876501702,5.549066154,9.012825621,9.043589797,5.554917358,4.938043343,5.672553551
"PLAG1",4.67187,4.689972482,4.897059179,5.787456591,4.987789578,4.729501322,4.648174751,4.621284929,4.707826431,5.905630705,4.679928342,4.524401627
"PLCB1",7.893156731,7.187630499,6.340846192,7.53789952,6.823319832,6.539363651,7.517176757,5.279343606,5.748385981,5.91716262,5.362201035,5.580362524
"PLCB2",5.384250594,6.564813075,7.601861805,5.960094086,6.790811827,5.82007479,5.669858199,6.322674936,6.643855785,5.801614468,4.738131445,6.62690558
"PLCD3",4.506157183,4.496396865,4.521338297,4.56212262,4.479811682,4.466302312,4.657790621,4.638988397,4.503731969,5.940662444,4.483584152,4.523254068
"PLCG1",7.266144403,8.355849683,7.727590035,7.907014607,7.257772014,7.229292973,6.913194255,6.110625756,6.562091261,7.756845774,6.761861843,7.897599366
"PLCG2",8.843418133,8.985136266,10.33998736,8.284010502,10.0494748,9.927379305,9.377975024,9.998888311,10.19512483,10.03068256,9.311927734,8.769204437
"PLG",12.13309471,12.22244788,11.74735171,11.94185107,12.7969772,12.35773002,13.09737465,14.06347665,13.76985251,6.029398481,13.40596914,12.84542045
"PLIN5",6.896330792,7.582380056,8.400538415,5.822941119,5.629564633,5.766641732,6.806755482,6.814815533,7.002507846,6.664281805,6.708280101,6.710728887
"PLK1",9.482783461,8.806012174,9.070657685,8.701692422,9.322588064,9.367665949,9.473995748,9.95853672,9.547498101,6.389992836,9.827124477,9.342162324
"PLK4",6.994132623,5.521095801,5.83956427,7.179831016,5.645419235,8.55402691,7.697725766,5.544752815,5.75335997,6.343058457,9.270471551,6.809466752
"PLOD3",10.12391645,10.09743153,9.884666776,10.51032271,9.670629836,10.42938637,10.56107612,9.927379305,9.886144384,10.8417047,10.40200152,9.873750008
"PLSCR4",7.878408842,8.736300764,8.428586308,7.51826403,9.382287179,7.712085007,8.563952159,8.563027392,8.350066655,9.346157852,8.294280952,7.631459991
"PLXNC1",4.939706438,4.855715526,5.218954967,5.185972605,4.881825419,6.181370513,6.559577746,5.000828271,4.967880963,5.253093105,4.799376082,5.983249168
"PMF1",7.070281975,6.625398398,6.013117835,7.072469707,6.648346602,7.837537173,7.408091978,6.717015792,7.191212833,7.17198048,8.363889599,6.408331443
"PNP",9.191728446,8.13359964,7.60429994,8.391121737,7.997908773,8.972182428,8.559469227,9.574652489,9.049340095,8.421397336,8.56849269,9.080621178
"PODXL",8.855521136,8.38348234,8.312175663,7.974746801,7.867673268,8.061996525,8.630135629,7.773963975,6.696873293,9.184397191,8.478720065,8.984172075
"POGK",10.75625356,9.258833109,9.240234101,10.23222608,9.525560722,10.03463387,9.695716355,9.476644969,9.398137291,11.11817424,10.43252824,9.786659358
"POGZ",7.216711421,7.584284655,7.340843288,7.049729004,6.577238822,7.383880256,7.926194321,7.038862291,8.047871929,9.469729955,8.680109828,8.113609443
"POLA1",7.502880318,6.082756266,6.164225143,6.927584392,5.923116908,7.062494599,7.635501926,5.397058023,6.206553003,6.327430213,6.707357383,6.884635423
"POLD1",7.064918854,6.435810542,6.266605271,7.894909339,5.906427377,7.94460042,7.390096771,5.517235571,6.565650991,6.69090839,7.253031263,7.0314524
"POLE2",8.099971169,7.057825958,4.963901814,8.232955198,5.8451634,8.606050819,7.839471235,7.007763234,6.5421498,6.473106427,8.250898706,7.660853899
"POLE3",10.75354074,9.617304203,9.814761552,11.26020386,10.32236515,11.8813701,11.17745842,10.46200004,10.39932602,10.76496875,11.49233104,10.66710141
"POLG2",5.236405366,5.349807683,4.676452586,5.228405974,4.576701875,4.859582638,4.857051759,4.489861011,4.455398203,4.823743946,5.004969386,4.865335721
"POLR1D",10.39079965,11.05391681,10.82727916,12.82070463,11.8482369,11.07327533,10.9785475,11.16366795,10.71213449,11.42093765,10.36776354,12.30905425
"POLR2G",9.602747334,9.175190569,9.599405191,10.47636175,10.02657224,9.473412804,9.421904634,9.050858436,9.176854139,9.961129021,9.727649282,9.374684011
"POLR2H",9.75990103,9.89058446,9.526775821,10.97011948,9.56225155,9.928850001,10.34711695,9.160493504,9.492974664,10.36582824,9.668693196,9.71892722
"POLR2J",5.728325085,5.175101547,5.412501981,6.155149276,5.505485795,6.528520237,6.671502502,5.676902963,5.434663345,5.573259335,6.522276843,6.279044767
"POLR3F",6.355335895,5.800700789,5.291100394,5.698586662,5.721079099,5.990587481,5.494305778,4.647500233,4.773889666,5.330718894,5.78839307,5.746973475
"POLRMT",8.485167206,9.846665171,9.76466399,9.256161358,8.729049083,8.944057156,8.414454569,9.257784598,8.99027569,9.540640342,9.278481451,9.022842272
"POP5",8.785915454,8.134055574,7.80267344,9.085786647,7.520065689,8.537698874,8.532984581,8.565751662,8.031540822,7.951483101,8.871702733,9.104767289
"POU2F1",5.890606771,6.552634349,6.430830021,6.542501079,5.836974244,5.97991088,6.132819734,5.663945946,5.9966808,6.616944048,6.452963172,6.070707897
"PPFIBP1",6.752202618,7.971143722,8.183689479,7.030463003,6.971787083,6.665811701,6.362190258,7.550422777,7.604650133,8.859855777,7.158152739,7.436683622
"PPFIBP2",9.501840412,10.4516012,10.36862642,9.231232857,9.873750008,10.43362155,9.025284452,10.30068149,10.4267168,10.17385775,10.14869241,9.913721616
"PPIA",6.023495743,5.782412921,5.926417322,5.446865048,5.348534622,5.816802399,5.62256531,5.329680489,5.392863334,5.304202292,4.815101869,5.499976616
"PPIH",7.501763611,7.281280145,7.774808558,9.166599713,8.469466617,9.358576052,8.418693476,7.972737376,7.755465006,8.414454569,8.92079056,7.573839547
"PPM1D",6.88184698,5.855638621,6.586400972,5.902421449,5.831793026,7.917848412,6.949030418,6.366314066,6.100134719,6.50969788,7.005153449,7.271222627
"PPM1G",11.3242426,10.46305779,10.48810068,11.91100666,10.76609062,11.16808999,11.39298505,10.56745262,10.60006031,11.48088922,10.79030763,10.88871118
"PPOX",7.52040925,7.748997912,7.309144262,7.554998269,7.437712025,7.738124489,7.662787565,6.90919331,7.127961971,7.710602135,7.720653393,7.499333484
"PPP1CC",10.59164169,10.22550026,10.36358329,11.3242426,10.68836516,10.55890196,10.72251025,10.30233788,10.20999619,11.08920606,10.97011948,11.14728665
"PPP1R3B",7.18866553,6.247511303,6.084249328,5.19931771,5.805221717,6.601198947,6.526163815,7.80267344,7.409648015,5.339453276,7.023539179,6.132234693
"PPP2CB",9.777699119,8.271470383,9.149337861,8.916102171,9.81974861,9.945903341,8.980947425,10.10637457,9.733960183,9.981104891,10.18481868,9.529183499
"PPP2R1A",10.49106446,11.89816258,11.24835858,11.87899745,10.87724733,11.20845985,11.31041638,10.2422025,10.23858008,12.05389371,10.33811379,10.93964101
"PPP2R5A",10.72128978,10.16220967,9.848846102,10.04627349,9.634658768,10.23661147,10.6646215,9.745223093,9.965964091,9.847324246,10.42352236,10.04707071
"PPWD1",7.461988892,7.380252627,7.821937107,7.879154212,7.50474179,7.601861805,7.521339914,7.409648015,7.56963078,7.3014822,7.543321129,8.169308157
"PQBP1",8.271470383,8.325272126,7.88266999,8.865903901,8.430500624,9.337955252,8.993428035,8.494893101,8.24203868,8.403734112,8.785046033,8.708703791
"PRC1",8.909097546,7.873145569,7.082097955,9.295119854,6.598068675,9.760517574,10.41652376,7.067719304,7.806542492,8.836477888,10.57054051,8.98149584
"PRCP",11.35869823,12.16321947,12.97096584,11.18805024,12.44402964,11.80965952,10.50304035,12.03291004,12.01304545,10.88990602,11.79308178,11.69391966
"PRDM10",5.928943548,6.873343497,6.078696146,7.084997763,6.14393188,6.567126075,6.850187486,6.616675051,6.753073019,7.195902549,7.031113398,6.550835564
"PRDM15",4.676340235,4.652258861,4.616011021,4.672919851,4.762660769,4.743207726,4.567991498,4.663216397,4.693041166,4.624063468,4.624050506,4.551147764
"PRIM1",9.061471035,6.056728661,6.655248,8.788827753,7.038862291,10.46605413,8.828269865,7.016825916,7.132327704,7.019431957,8.900451484,8.100714389
"PRIM2",6.392633644,5.591522441,5.700841245,6.370618457,5.560426943,7.224081575,6.596469651,5.659109105,5.7387502,6.773568309,6.764664673,6.18109569
"PRKAA2",4.658150897,4.526303587,4.501090826,4.661244603,4.66648487,4.531595267,4.590072573,4.561363886,4.621159968,4.624701814,4.613215577,4.626519701
"PRKAB1",7.889255992,7.815515283,7.841331732,7.786265794,7.779037146,8.066989017,8.704485573,7.561686245,7.544738481,8.09757459,7.895278038,9.304162844
"PRKAB2",9.054747609,8.190846302,7.717527013,8.674920317,7.401264647,8.51995476,7.653861218,8.351666172,8.973725237,8.380411001,8.766798878,8.473513759
"PRKAG1",7.383880256,7.082756416,7.105978192,7.610884194,7.616262989,7.933677703,7.624495991,7.365988025,7.022637925,7.792854832,7.470469527,7.518973856
"PRKAG2",7.390096771,7.899061713,8.045766345,7.353686563,7.582380056,8.30212591,8.378330784,8.985136266,9.079431033,7.183169498,8.705417195,8.167751462
"PRKAR2A",5.281078178,5.337896274,5.331950217,6.68936115,5.42879865,6.336085922,6.688107597,5.871136658,6.280491762,6.27767925,6.519353102,5.422631395
"PRKAR2B",4.492522598,4.481782328,4.408029684,4.723999839,4.625803442,4.757155925,4.520390392,4.503649805,4.577284035,4.507872059,4.929218755,4.59691111
"PRKCA",9.051404913,10.28735351,8.594185053,8.018458831,7.918191427,8.486159418,9.215545539,8.320755648,8.107982548,8.435473398,9.296775915,8.99027569
"PRKCB",5.550610387,7.071487828,8.42403927,6.787758473,8.14322887,6.626604264,6.73759205,7.630750089,7.479360733,5.973433597,5.718543151,7.323505985
"PRKCD",7.658761776,8.560016608,8.999281827,9.594902293,8.671594225,7.546936022,7.912469669,8.047010691,7.857738035,9.102567259,7.137253162,9.255026619
"PRKCG",4.569915608,4.732415262,4.735303852,4.708260362,4.76562797,4.787550553,4.574271237,5.050924438,4.818127185,4.732505233,4.578849916,4.924808798
"PRKD2",6.563330483,6.951478086,6.82546064,6.409771161,5.966231873,6.138296608,5.831072582,5.249026281,6.155597381,6.7436769,5.679300497,6.238045876
"PRKDC",10.09193899,9.180548503,8.963567728,10.24137172,8.226004914,8.320295935,8.852695491,8.445802713,9.045174355,9.933204405,9.034848755,9.436200017
"PRMT3",8.363096005,8.690387781,8.212475455,9.046199664,8.113183043,8.414454569,7.744279833,8.151398826,8.269415796,8.503638808,8.865385,8.244790294
"PRODH2",8.814453327,10.55248522,10.30773207,9.19115547,9.852836319,9.22777925,9.452943199,10.02113475,9.912887824,5.551219534,10.05988296,10.68475181
"PROM1",5.501924508,4.642350846,5.435913289,6.096526989,10.02908094,6.009838038,4.644782031,6.276600088,6.693063736,9.795540005,4.878068551,4.84512638
"PRPF19",8.568900821,8.781703814,8.284010502,9.336211132,8.438171988,8.246035176,8.187197634,8.508516758,8.293881927,8.438574297,8.71013296,8.778502656
"PRPF3",9.789411721,9.638882085,9.330137275,8.625357776,8.406348496,8.84670487,9.610346925,8.746953471,9.085786647,9.451219733,9.832164685,9.203820432
"PRPF31",9.306618231,9.604674618,9.143284207,10.6873314,9.266467202,9.600683855,9.584105638,9.1059077,9.389538466,10.29614202,9.482783461,9.747247336
"PRPF6",5.381536947,6.002956485,4.752936551,6.045386704,5.479079983,5.978879038,5.944649491,4.758850498,5.398592743,6.072043184,5.052737278,5.373673719
"PRR14L",4.526771303,4.573615549,4.563349541,4.880705709,4.831112249,4.808402617,4.63985157,4.835425558,5.024508736,4.831329486,4.726711284,4.826488682
"PRRC1",8.503180521,8.199851392,8.003558799,8.146575536,7.565178588,7.565178588,7.685528618,7.513875209,7.706371853,7.630014244,8.027438451,7.87498787
"PRRC2C",9.469729955,8.829347003,8.657680111,9.545583506,8.35127388,8.785464925,9.425931267,8.694060161,9.115582942,9.984834959,9.343920681,9.183321171
"PRSS53",5.662371429,7.107903126,6.639721034,5.717330339,5.351848113,6.68592452,7.49967434,6.618196853,7.331399193,6.042306456,6.087240814,6.900546269
"PSG6",4.638434362,4.735283341,4.728792384,4.677406562,4.551760863,4.623217712,4.66396395,4.767036159,4.702687733,4.640891577,4.744262912,4.628019972
"PSMA1",11.06038599,10.77968468,10.78783991,11.3830779,11.03580291,11.02130437,10.63070834,10.76975574,10.74853378,11.04445425,11.10765607,10.6989673
"PSMB4",11.3483191,11.37636647,10.98909987,11.8813701,11.3433554,11.56424984,11.83340493,11.24160756,11.16060921,11.50618329,11.88547069,10.9632681
"PSMD1",9.882403744,8.99697156,9.207643955,10.30505202,9.5037398,9.841422328,10.40200152,9.783204241,9.95539135,9.332609337,10.33228803,9.561593822
"PSMD14",9.305467868,8.813881365,8.047871929,8.852695491,8.021487038,8.777569928,8.557306245,8.25016377,7.884648022,7.900545111,8.617152208,7.67267453
"PSMD3",6.308805524,6.901792817,5.90967171,7.351304292,6.393182385,6.40918015,7.227684747,6.658940755,6.197587251,6.338039981,6.689055548,7.270438547
"PSMD4",10.96198171,10.95811895,10.16817303,11.14728665,10.82351538,11.46589426,10.86188262,10.20593156,10.77968468,10.85568605,11.15018465,10.51876191
"PSMG3",7.400183331,6.888300721,6.402948887,6.954381264,6.276852868,6.769108665,7.268053481,6.099648698,5.874771113,6.448841853,6.94066718,6.970524518
"PSPH",8.040290451,5.503311386,5.064136148,8.387421582,6.19482625,6.116335343,8.123117208,5.951650368,6.259006539,8.538184082,6.930518767,8.051279379
"PTBP1",12.45560136,13.04331008,12.43862163,13.43111535,12.82791879,12.88625052,13.02315977,12.39439381,12.51508502,13.58877583,12.83862959,13.26781522
"PTBP3",10.05670891,9.792090135,10.30233788,10.15357694,10.2068253,10.10806281,10.44471256,9.386853038,9.851211755,11.11246665,10.30505202,10.44471256
"PTEN",10.64170638,10.64727667,10.47727467,11.01215127,11.67702825,11.15473132,10.2766219,11.05889394,11.21668043,11.73987464,9.434467019,11.10204031
"PTGES3",8.56445178,8.590039621,8.380872186,8.006293001,7.399147806,8.614897807,8.187607004,7.527214603,7.724388784,7.795940634,7.807277268,7.328520456
"PTGS2",6.213926901,5.813199458,7.582772511,6.535680798,7.678904522,5.72329059,5.647552141,8.037755909,7.885387934,6.265755894,5.77674866,6.071480719
"PTH1R",5.957707561,7.721796035,8.973187031,6.763734552,10.03634259,6.766896516,5.674931936,7.917848412,9.325000946,8.695476142,5.517983074,6.645418326
"PTK2",11.67499368,10.87312872,10.42938637,12.3277595,11.10326071,10.87970951,10.14122136,10.20257689,10.91971485,12.43339971,10.41931077,11.41284546
"PTMA",7.939825696,7.091035124,7.155232409,8.328589957,7.74737663,8.135251869,8.475255403,7.655241071,7.993284743,8.916626705,8.790777241,7.861937587
"PTPN12",8.55449422,8.275714204,8.7969313,8.280733099,8.438947789,7.849215471,7.792146352,7.647580887,7.837537173,9.051902519,7.838635412,7.796650678
"PTPN13",4.55020213,4.873410741,4.893885921,4.921793387,6.429118637,4.442125073,4.717734082,5.030359611,4.955407448,5.497793806,4.526013431,4.573885734
"PTPN3",7.693163003,6.796336007,7.826665767,6.461592565,7.275765371,7.562059107,7.427262442,7.634423352,7.461658211,6.506403573,7.460867687,7.393250826
"PTPRB",6.50306284,6.601198947,7.735046678,5.249652793,6.374694603,6.354773962,6.160983516,7.122259963,7.423696391,6.669712275,6.536289754,6.737020452
"PTPRG",5.884907804,6.070398914,5.379517568,5.81268316,5.245239952,5.266765426,4.555888165,4.920871446,5.147260932,5.578072284,5.527866653,4.980234832
"PTS",9.328898379,9.632656366,9.865179893,8.433732642,9.761905112,9.185023337,8.840324354,9.860882991,9.646438964,9.2869577,9.226656508,8.261124037
"PTTG1",9.894265105,8.816295818,8.30419219,10.38765228,7.910901151,11.63275899,10.54590695,8.245149017,8.613189769,9.86782577,12.18750595,10.09509844
"PUF60",12.32516535,11.25570865,10.9785475,12.97612793,10.93297983,12.3837334,11.18044051,11.04983669,11.79308178,12.04649713,11.69215001,12.29104773
"PURA",7.679265323,8.357110368,7.658067858,6.70150475,7.135631556,7.151905031,7.230538521,7.543321129,7.554294647,7.618858082,7.526481489,8.357592289
"PUS1",9.923598403,10.16309914,10.29318684,11.47065282,9.371122922,9.491734552,10.2422025,9.826464597,9.582365624,9.731021944,9.75165853,11.2703651
"PUS10",5.932753543,5.571326801,5.951909698,5.68048399,6.204498608,5.782412921,6.141638418,6.611759115,6.9508521,4.928092642,6.34507343,5.659750373
"PUS7",7.788782838,7.413828822,6.777929618,8.680581997,6.815448011,7.461288097,8.267305798,7.327530002,7.279552895,7.741752014,7.384521039,7.228016123
"PWP1",9.655214089,8.960973145,9.29842198,10.19072082,9.556913399,10.17648229,9.615980262,9.462143361,9.374228407,9.7240942,9.728331446,9.602747334
"PWWP2A",5.794870625,5.633153968,5.556265604,5.445773344,5.395100634,5.555677533,5.659555785,5.329175867,6.132234693,6.223076297,6.422288715,5.988576195
"PXDC1",5.230788726,5.254901048,4.78024897,4.644360932,5.196289362,4.680465697,4.559125548,6.010860808,4.784264864,4.654063991,4.50262557,5.291243021
"PXMP2",12.16094008,10.68836516,11.54186229,10.08801967,11.31201537,11.9641295,13.40995688,12.7969772,12.32516535,9.078379568,12.67373701,12.0731448
"PYCR2",9.50975565,9.080069311,8.600273394,8.819663178,8.544737072,8.496815006,8.973187031,8.430067441,8.83264127,8.931064293,9.025284452,8.635609679
"PYGO2",6.288879878,6.458652089,4.867588758,6.41793212,5.696532874,5.157870967,6.414709815,4.758803036,5.226511723,6.554470074,6.405620433,6.193337648
"QSER1",5.16339037,5.235184899,5.07052893,4.859716936,4.74481135,4.886617615,4.861465126,4.883959144,4.774098005,4.920074611,4.656169946,4.695943577
"R3HDM1",5.758450507,5.626391748,5.415474688,5.719059577,5.228167654,5.42499899,5.413032484,5.262654716,5.228910616,5.258297996,5.600603107,4.973605713
"RAB11FIP4",5.559663024,5.962130906,5.0706127,5.571326801,4.611230553,5.054369713,6.575495487,4.855823777,4.86763137,5.725554666,5.123806721,6.648612976
"RAB13",6.348139194,5.799427915,6.180176291,5.397428988,5.747953171,6.143117983,5.20604631,5.223374248,5.137809121,5.151781533,5.434283183,5.105013602
"RAB20",6.426922267,5.743070735,7.079192879,5.632737543,6.99024072,6.182150829,6.093031083,7.255406089,6.346467446,6.339706578,5.879432163,5.369093332
"RAB22A",8.80943576,9.537046902,8.450579429,8.315125137,8.841924989,8.29318755,8.785046033,9.055275759,8.969055951,9.97485366,8.945601975,9.051902519
"RAB25",5.142839434,4.78216527,4.776788121,4.869581577,8.85790301,5.459810943,4.649623379,4.889792336,5.448531557,4.785091162,4.479850312,4.785665689
"RAB3GAP2",5.22442867,5.237743275,4.587482936,4.705023089,4.780540844,4.762891861,4.802313168,4.863292516,4.64978922,4.978511624,4.720007557,4.72385655
"RAB4A",7.82737477,7.507915038,6.662537914,8.104705157,7.58748142,8.253810144,7.692883466,7.469405998,8.333791044,7.84777208,8.422696037,7.100527589
