"","HDN-1","HDN-2","HDN-3","HDN-4","HDN-5","HDN-6","HDN-7","HDN-8","HDN-9","HDN-10","HDN-11"
"BIRC5",4.829876688,4.722566892,4.699974023,6.238337361,4.794564356,4.845939296,4.920459205,5.163512302,5.931476675,5.082673077,5.127067836
"BLM",4.981975566,4.674446665,5.012052622,5.385709524,5.120830298,4.712611853,4.822435255,5.439571515,4.838408722,4.927190539,5.802508674
"BMP5",5.238817014,4.600045201,5.470641799,4.56363077,4.837970577,4.959763548,4.986440574,4.987990194,4.740503861,4.716680585,5.149218175
"BMP8A",4.537571628,4.590990469,4.53835608,4.660876918,4.606019863,4.859356784,4.586597123,4.578805511,4.672065696,4.566193294,4.809133277
"BMPR1A",6.919508165,7.137670655,6.781909737,6.70458029,6.549915623,6.475747115,6.247787122,6.860223217,7.000044182,6.332657571,6.613865281
"BMPR1B",5.03926606,4.607409023,4.713492458,4.565537096,5.059937026,4.553636917,5.423308844,4.595237757,4.66966732,4.623179133,4.766297957
"BMX",4.723897459,4.840838829,4.941180622,4.802720377,4.892980718,4.910395588,4.876629061,4.783181757,4.674941505,4.807304212,4.968314027
"BOLA1",9.731021944,9.093957502,11.64372344,8.497264898,9.480166604,8.522572037,9.904078276,10.02431948,10.60006031,8.958996279,8.771099424
"BOP1",4.523574084,4.752475939,4.805538134,5.028072847,4.834800963,4.899760214,4.608051381,4.737865539,5.016095641,4.393907126,5.162143109
"BORA",5.552601823,4.954523275,5.40440775,5.736723933,4.926613176,4.845599149,5.279450069,5.165126562,4.719454632,5.032014377,4.911146077
"BRAF",6.461592565,6.842754737,6.319642292,7.23233155,6.963601434,6.723255191,6.708541703,6.835080631,6.196974169,6.458652089,6.317821602
"BRCA1",4.965293383,4.819789615,5.692680905,5.880641306,5.246759883,4.961060637,5.525412046,5.013246919,5.169614253,5.201193614,4.801476355
"BRCA2",4.612098827,4.577224636,4.537425766,4.489465372,4.472958696,4.486588683,4.432900597,4.556600246,4.677804468,4.440285669,4.632133533
"BRD7",8.11961628,8.709182978,8.349633144,9.304162844,8.209283661,7.888909427,7.740267098,8.28576314,8.052924302,7.773279479,7.947345234
"BRD8",7.333731527,8.244016749,7.484313852,8.221478385,7.963125065,7.384184871,7.778645176,7.689236981,7.763540555,7.945397901,7.250667535
"BRD9",9.428245617,9.680688236,8.814936658,9.269879832,9.100983359,8.879858259,9.47086339,9.320155857,9.130407839,9.818915631,9.164501429
"BRI3BP",7.422658691,7.3467566,6.911107187,8.416003487,7.268676299,6.964549848,7.181858174,7.403598551,6.804052983,7.144075852,7.272648331
"BROX",4.558045005,4.701420031,4.550233849,4.52667165,4.540671294,4.923280326,4.589163437,4.579835679,4.626463629,4.675985568,4.759798009
"BTF3",12.36543611,12.65067967,12.29602829,12.7347023,12.30149299,12.46987575,12.50904872,12.49219165,12.62865821,12.28832837,12.56768346
"BUB1B",4.687733188,4.660454125,5.10247932,5.292426454,4.749267405,4.633611769,4.685353513,4.626396853,5.302161313,4.790158274,4.78941427
"BUB3",10.60518366,11.01215127,10.824755,10.61684904,10.78783991,10.39932602,10.86687548,10.64170638,10.70636267,10.92356781,11.15917915
"BZW2",7.963828531,7.999518281,8.33461274,7.779410275,7.717527013,8.101904622,8.026670207,7.833045931,8.215431108,7.585353305,8.431240163
"C11orf54",10.16733978,11.53977989,11.14728665,11.06623037,11.00688298,10.88760078,10.33228803,11.3322159,10.40200152,10.11910508,10.69784036
"C12orf75",4.964087037,7.769299899,5.93326475,7.159200791,5.429299324,4.996570836,5.308660853,5.173450887,8.192923907,5.881445262,5.091599882
"C15orf40",6.740879553,6.877015834,6.427227895,6.880200328,6.581077262,7.024516357,7.005153449,6.784455805,6.545039876,6.736127068,6.765959021
"C17orf58",9.228305079,9.671254717,8.958996279,9.196295866,9.266467202,9.099355046,9.629389757,9.18382213,9.241300377,9.452943199,9.225569974
"C18orf21",7.07212434,7.525413618,7.32415452,6.936874714,7.123610297,6.59929159,6.759108195,7.110960884,7.051635709,7.042637232,7.03365628
"C18orf54",4.859545248,5.079651484,4.915859064,4.63107846,4.917101187,5.115998482,4.864717577,4.857092565,5.065939987,4.869922984,5.091305639
"C1orf131",7.245843644,7.658067858,8.040649573,8.020705415,7.602270339,7.997908773,7.807277268,7.955011259,7.678522544,7.786265794,8.02629398
"C1orf216",6.05873278,5.012369611,5.733772785,5.462522985,5.903134255,5.123806721,5.781892027,5.248763376,6.015506629,5.961102231,5.186226693
"C1orf35",6.911426633,7.402552567,6.810697137,8.244425836,7.334361312,7.152827946,7.166343586,7.092693846,6.87794603,7.26169792,7.469054577
"C1orf43",9.470312144,9.714988445,9.093471978,9.737452706,9.117605101,9.408289789,9.491734552,9.720867173,9.53093316,9.212806702,9.373595719
"C1orf74",5.149769751,6.13195635,5.804694462,6.389399539,5.625319376,4.814249522,5.563143273,5.399646866,6.286449169,5.252976683,5.195423425
"C1QTNF1",9.492974664,8.083607764,9.223951185,7.274727332,9.321962328,9.349166055,10.08575815,9.501246378,10.81175705,10.23661147,9.490441507
"C1R",10.94105256,10.54498964,11.23377817,10.64270465,11.56062208,11.66848304,11.4491347,12.07550416,11.21969634,11.39010548,11.5379697
"C1RL",10.88247902,10.39431123,11.01879414,10.29806003,11.12956435,11.56254328,10.85809141,12.07550416,11.11082584,10.44471256,11.06745893
"C2orf76",5.829885292,6.749774019,5.533291608,6.123928728,5.831544147,5.136059638,5.472420446,5.567019137,5.692927558,5.513535828,5.342112359
"C3",13.30118265,12.76630827,14.03843718,13.67864909,13.85468098,13.90982983,13.22602179,13.76985251,13.4729292,13.28216046,13.64526552
"C4orf46",4.774072785,4.755723374,4.750968221,5.296588368,4.662339586,4.659543433,4.486278394,4.854984964,4.712196006,4.683915596,4.871693757
"C6",13.20762628,13.36997791,13.441134,13.05527583,13.62633342,14.01238028,13.47894268,13.90982983,13.34910697,13.39444557,13.87601694
"C6orf141",5.368934256,5.191225357,4.63446468,4.577698723,5.133610746,5.289355639,4.816679777,4.728257131,4.916745934,4.761518216,4.806303363
"C6orf62",9.297827812,9.441710581,9.154169706,9.884666776,9.2440484,8.949393757,9.072175062,9.117605101,8.752917105,9.713335745,9.187144323
"C7",9.045757823,7.488651579,8.838885786,6.440776247,8.456455436,7.405030602,9.141677008,7.82959125,8.955010197,7.385607893,8.139689278
"C8A",13.86864527,13.44580954,13.60708686,13.13625446,14.00323717,14.06347665,13.58877583,13.72351896,13.26781522,14.30445751,13.82624506
"C8B",12.58072025,12.20234792,13.14533742,12.13556731,13.47894268,13.40020405,12.5212008,12.90515732,12.8569246,13.12339608,12.85327893
"C9",11.05391681,11.27967263,10.89738025,9.538181673,10.49424346,10.1942386,10.26527759,9.85032107,9.274088309,11.07327533,9.860093137
"CA2",10.67505152,10.61462356,10.64400216,10.84422556,10.09277391,10.9632681,9.945903341,10.33135146,11.04445425,9.965964091,11.37480853
"CACYBP",8.216630909,8.361299048,7.732212852,8.492670318,7.719972712,8.407194986,7.623726785,8.339385857,7.50569903,7.446020689,8.223119562
"CAD",6.343058457,6.283345584,6.443143649,6.992753943,7.119775642,6.815843937,6.884080999,6.693663818,6.857485012,7.413177373,6.807915484
"CALM1",11.43362634,10.91226497,11.00014725,11.58252047,11.43174505,11.41120645,11.07579462,11.13838925,10.61150995,11.34026353,11.32244826
"CALU",8.347101502,7.165437292,8.568045821,8.338495967,8.242847897,8.489186848,8.052580958,7.958865329,8.359161067,7.977030289,8.465042026
"CAMK1",7.387039242,7.177826877,7.457347509,8.489546328,6.971115757,7.813917316,8.106750721,7.910901151,7.738124489,8.151398826,8.03239962
"CAMK2B",8.234948872,5.458021672,8.394325112,5.229605441,7.764984812,8.257453936,7.28773256,8.684931361,6.252819703,6.982455267,8.441993055
"CAMLG",11.15156708,10.90676835,10.42352236,11.45079454,11.24835858,11.10940256,11.11534821,10.83267654,11.15616577,10.83904859,11.08112973
"CAMSAP1",6.669134836,7.270438547,6.813172331,7.3564611,6.731097242,6.911426633,7.307125257,6.776701694,6.973595791,7.304082866,7.243566866
"CAMSAP2",7.391731682,6.692786693,6.751595812,7.469405998,6.855017261,6.5958831,6.92539811,6.863134682,6.813472041,7.400883111,7.232712374
"CAND1",6.563330483,6.502425446,6.24446556,7.246217495,6.620814101,6.525929981,6.045386704,7.014546092,6.357666232,5.944414181,6.521412188
"CANX",8.944572673,8.473911511,8.815811707,8.655983127,8.739492869,8.8032096,9.132169069,8.223859547,9.034270856,9.339246827,8.93687333
"CAP2",7.791812134,9.875726857,7.614162324,10.28988199,7.899061713,7.819624592,8.425874964,8.102707524,9.362243697,8.987691888,8.458590754
"CAPRIN1",7.210732512,7.597523328,7.397987754,7.447844756,7.130573921,7.641281744,7.620610941,7.817025723,7.575346666,7.920819745,7.546167016
"CARS2",6.750349218,6.619672033,7.045937739,6.858107014,6.943983462,6.283055332,6.658335472,6.015506629,6.442871276,5.972353608,5.881878951
"CASK",6.641681194,6.917860521,6.60214375,7.468694913,6.273239247,6.325023091,6.616675051,7.335444975,7.228336883,6.872134238,7.317138838
"CASP2",8.916102171,8.720284253,8.775325482,10.31587028,8.708196682,8.564910363,8.779464965,9.107520103,9.223951185,9.345067783,9.043589797
"CAT",12.22670441,12.12605687,13.28216046,11.66651076,12.38884112,12.96320433,12.16094008,12.76952864,10.76140523,11.02899071,12.78994632
"CBLN2",4.725594761,4.536122804,5.155424024,4.538706317,4.65054546,4.846510325,4.45109323,4.79080276,4.456012805,4.540382614,4.538137487
"CBX1",5.188741809,6.480734932,4.610656401,7.187976727,6.199798182,4.922648257,5.81268316,6.424055255,5.130359938,4.811576772,5.938724013
"CBX3",8.638383976,8.72534423,7.827047112,9.18382213,8.148172465,8.326154295,9.516340894,9.033277375,9.277933511,9.495470916,8.889612343
"CCAR1",4.676547784,4.945353953,4.563609474,4.641296125,4.832028015,4.880613835,4.958291479,5.047883283,4.935489165,4.729521183,4.587577397
"CCDC117",8.971602176,9.338556364,8.892129127,9.258273801,8.879858259,9.066539225,8.694989599,8.477463143,8.557745536,8.843418133,8.871702733
"CCDC124",6.201723062,6.353400696,6.512174002,6.413903283,6.7436769,6.667005709,5.789772323,6.458065268,6.526489352,5.887296202,6.222799123
"CCDC137",5.369963612,4.828038472,4.96471675,5.125879743,5.09018783,4.92196543,5.353079923,5.729302356,4.957366329,5.466577034,5.002139457
"CCDC142",8.492291162,8.499491709,8.83603645,9.170393773,8.867821796,8.991322255,8.766371493,8.730331144,8.83264127,8.632354825,8.617556915
"CCDC149",4.781502065,4.896681358,4.907377417,5.507438296,4.795827064,5.026584759,5.951650368,4.817998026,4.761251406,6.383403331,4.875898354
"CCDC167",8.692726218,7.533055514,9.262286944,8.513837992,8.471196205,9.261061557,8.685405503,8.38654776,8.897546069,7.653470921,8.460755085
"CCDC34",7.508542335,9.29842198,8.316335125,9.981104891,8.872224985,8.39027959,8.5396603,8.363476497,8.860301798,8.715244693,7.981296758
"CCDC6",9.322588064,9.325578468,9.524865529,8.874239151,9.281872194,9.208269873,9.335584176,9.520723888,9.5037398,9.665871852,9.527364905
"CCDC86",7.363874046,6.437660156,7.447472744,7.577002528,7.49064633,7.773279479,8.108792024,7.996382718,7.838635412,8.090775414,8.33461274
"CCDC93",4.538627913,4.623580976,4.607724879,4.522072466,4.636647,4.329224308,4.592279883,4.808528167,4.449726544,4.503720169,4.393266655
"CCL2",9.360134272,8.508066353,9.261718682,8.450579429,9.33373098,8.321507889,8.181717665,8.07991199,13.19345836,8.764441045,8.333791044
"CCNA2",5.053787942,6.210620421,5.336523054,7.183169498,4.987449437,4.681534938,4.74586686,6.287744813,5.734891735,4.871303681,5.650203399
"CCNB1",4.623309372,4.986228756,4.537955985,6.10649307,4.839976334,4.68915053,4.485098447,4.54671554,4.900827535,4.414823312,4.753952141
"CCNB2",4.787930362,6.695598884,5.158388077,8.016949376,6.045386704,5.515838165,4.903167279,6.24446556,5.433184344,5.154216853,5.576826139
"CCND1",12.66068263,10.7354771,12.99101962,8.464600903,12.01976834,12.10989396,12.76284089,12.44995072,11.51023027,11.9615907,12.5274452
"CCNE1",5.094603931,5.042968302,5.365330488,7.657632871,5.201422269,5.132376815,5.131947117,5.648026112,5.409876519,4.964403432,4.881198567
"CCNE2",5.082774444,5.014005766,5.545687717,8.104296436,5.550228779,4.948249616,5.218071504,6.0368262,5.425489861,5.424832124,5.540953531
"CCNK",8.32567683,8.772515355,8.14322887,8.845344758,8.528152643,8.157956698,8.431684995,8.626327409,8.24203868,8.676406787,8.476177568
"CCT2",9.815516565,9.796098219,10.20257689,10.18723796,9.800312117,9.87296729,9.685973836,9.821993375,10.15885081,9.560247726,10.18723796
"CCT3",9.726997937,9.685973836,10.17822917,10.34254429,9.790040853,9.901046504,10.35623662,9.919716098,10.27412986,9.945158243,10.47909061
"CCT4",6.083030971,6.339160569,5.958227957,6.792382147,6.404681127,6.515350055,6.066774251,6.063762347,6.400252646,6.089702113,6.735768627
"CCT5",6.746074419,5.831544147,6.296241039,6.88380092,6.480123869,6.79886498,6.157703972,5.537034211,5.952398906,6.005614343,6.382859538
"CCT6A",8.98923603,8.25665755,8.708703791,8.236156919,8.114480354,8.55449422,8.0022129,8.178892274,8.583180719,8.810365686,8.609132433
"CCT7",10.403875,10.36683663,10.72358362,11.32079149,10.79999163,10.8176737,10.80356644,10.64624966,10.94792119,10.5176527,10.79755954
"CD14",14.61736932,14.36877115,14.20890499,14.60709083,14.53460228,14.38078954,14.56789889,14.64302885,13.81116187,14.84525398,14.5929164
"CD163",11.1711585,8.988210102,11.3830779,9.213384864,10.76496875,10.7938986,11.10765607,10.32137183,10.23961758,11.03580291,10.70521102
"CD180",4.563947886,4.585024929,4.647341179,4.533496573,4.572511767,4.698814397,4.587266282,4.688518102,4.564023574,4.614231015,4.571404529
"CD1D",7.624768742,7.397599838,7.620610941,5.628242366,5.763407858,7.857000272,7.134306664,7.169637012,7.601861805,7.609715418,7.86873004
"CD300A",7.646443474,6.357023871,7.932569656,5.78290193,7.486035658,7.5230267,7.977481045,7.797310422,7.157515881,8.310025053,7.619859513
"CD300LB",4.726595612,4.408274012,4.612473556,4.567276311,4.684267216,4.550356752,4.54447648,4.510808799,4.6217698,4.573741706,4.585301446
"CD34",7.440129354,9.340413862,6.213609911,9.015930885,7.57626621,7.118850155,6.010599231,7.106273276,9.11231971,9.63125716,7.912051613
"CD4",7.35402067,5.934209021,7.397248974,6.875783433,7.642909996,7.586061112,7.117461596,7.184859456,6.153596855,6.907712919,6.896024805
"CD82",6.94291473,6.470078076,7.08570384,6.980944496,7.771128746,7.281280145,7.055923875,7.119170935,7.074820047,6.59710901,6.822160069
"CDAN1",12.8140299,12.93923195,12.39995413,13.17576502,12.45282943,12.08258272,12.77302399,12.64738135,12.32516535,13.10668896,12.53355107
"CDC20",5.239483108,7.276112701,5.704712225,9.13721425,6.172115397,4.86239969,5.674027995,7.10318503,6.190913157,5.276045987,6.316956755
"CDC23",8.025528273,8.612364533,8.176925957,8.868787864,8.018148706,8.272242723,8.46365285,8.155239958,8.435473398,8.755351678,8.39672656
"CDC25B",8.414046115,8.971602176,8.407194986,9.313725999,8.873760157,8.377867169,8.483484731,8.768978775,9.122577132,9.457323808,8.746953471
"CDC25C",5.392211216,5.586934402,5.257593241,6.740015294,5.154117981,5.221489726,5.341315404,5.609718727,5.658046933,5.099220223,5.46036354
"CDC37L1",5.19931771,4.898107841,5.8447193,4.740056369,4.718904798,4.586713823,4.75509663,4.67692799,4.63757158,4.677163674,4.747987712
"CDC45",4.992589651,5.854919282,6.560963094,7.645371787,5.278483411,4.951773008,5.507438296,7.114487209,6.329883744,4.834596896,6.16739724
"CDC6",4.736059538,4.766297957,4.624075221,4.761638596,4.543076945,4.524753468,4.574123501,4.533680769,4.640961275,4.76790406,4.586258525
"CDCA3",4.565159118,4.90595307,4.781789183,6.397963816,5.061401741,4.812716036,4.513832854,4.874972622,4.624075221,4.663201613,4.679781625
"CDCA5",5.131007791,6.605398676,6.233485145,8.060771528,6.318428664,5.961630986,5.962352266,7.136287841,6.721348497,5.252707182,6.540794489
"CDCA7",4.929381702,5.058066319,5.26743309,8.730917039,4.761961466,4.875141253,4.81183444,4.792037264,5.291548588,5.060350052,5.213324369
"CDCA8",4.958890736,5.283898146,4.9651183,6.450000913,4.761126933,4.813893858,5.06912864,5.792171739,4.83317297,5.261367333,5.109589908
"CDHR2",8.543878306,6.497102564,8.914620795,5.558823339,7.735046678,8.665547673,7.790689709,6.492006905,7.806542492,6.946818791,7.775229556
"CDK1",4.848193647,6.335793035,5.407556054,7.276780677,5.510500466,4.630404244,4.901329336,6.266329129,5.510139701,4.916745934,5.423308844
"CDK16",4.479276107,4.6572254,4.624490436,4.567162742,4.538255092,4.777114725,4.566852289,4.741537544,4.665673582,4.548930935,4.660774621
"CDK4",8.503180521,8.867321946,8.291836137,9.559493536,8.711049643,8.538184082,8.918108895,8.481396871,9.008263947,8.508516758,8.560016608
"CDK5",6.734558067,6.764664673,7.369094205,8.094366976,7.380960259,7.182531356,7.513875209,7.130573921,7.495500769,6.660129999,7.345177417
"CDK6",8.534264025,7.21438324,7.948089231,6.468104398,7.645522821,8.198705653,8.130099659,7.460867687,8.071877488,6.920203189,7.769019922
"CDK7",7.767196142,8.0996002,7.619152856,7.825921894,7.71458417,7.334054544,7.620988481,7.58572647,7.561686245,7.558058124,7.610098615
"CDKL5",4.63739542,4.586449145,4.60548009,4.533870809,4.958522226,4.576912789,4.604629981,4.593626655,4.625707868,4.727461722,4.703011721
"CDKN1A",12.08994519,10.87060241,12.09790659,11.268875,10.40769863,11.42982716,10.3415596,11.55090289,13.78332094,12.38610608,11.87186683
"CDKN2A",5.882649255,4.632075185,5.809996206,7.738492897,4.716587203,5.121737653,6.428003765,5.617150969,5.49878818,4.571482169,5.432070238
"CDKN2AIPNL",11.93977022,12.03051813,11.4864658,12.20234792,11.97908712,11.54388908,12.4895645,11.83711681,11.96872197,13.17192734,11.80553648
"CDKN2C",5.18406892,5.642777492,4.974623005,6.352545648,5.737617541,4.718177151,5.84733846,6.326873014,6.218019264,5.894452049,6.224237946
"CDKN3",4.598557928,6.158249372,5.460537295,7.816580819,5.114081747,4.568725863,4.756109048,5.599282478,5.494895437,4.630038506,5.261367333
"CDT1",4.537449361,5.363388956,5.269565445,6.629038003,4.877314652,5.025199191,4.58908009,5.94315023,5.277916342,4.631266634,4.825258855
"CDYL",4.75813089,5.178187203,5.117037805,5.268017886,5.22919143,4.757735276,5.172262711,4.965998645,5.076344616,4.866711794,4.818613677
"CENPA",4.796897663,5.593114544,5.132955354,6.691785589,4.988058908,5.06912864,4.715043082,5.085261316,5.023339256,4.87404679,5.614765665
"CENPE",4.967451381,5.70512965,5.177507605,7.1085308,5.515234646,5.001100063,5.149322069,5.353558516,5.250879561,4.976139327,5.643247956
"CENPF",4.746128197,5.800944905,4.654930923,7.457347509,5.069585198,4.557658253,4.604143906,4.812648386,4.757802165,4.840606647,4.669892333
"CENPH",4.684993666,4.747359943,4.651605567,4.719762781,4.675342288,4.697614357,4.945600968,4.914028877,4.987383251,4.825567598,4.677056277
"CENPI",4.664594702,4.688280223,4.683310106,5.454139948,4.6115801,4.652789619,4.61485658,4.6694776,4.578650175,4.684052311,4.735489986
"CENPJ",5.172716124,5.570130172,5.437571725,6.103054624,5.302014657,4.992654444,5.083047298,5.340063508,5.130251863,5.60558375,4.821860019
"CENPK",4.967578584,4.932645398,4.884700539,6.619930566,4.674508558,4.707697516,5.037231359,5.201535734,5.213970427,4.653215937,5.372587522
"CENPM",5.008361419,5.539155966,6.189203341,7.527523153,5.278044958,4.726692301,5.16777022,6.295695811,5.702834504,5.288063095,5.642777492
"CENPN",5.830835403,8.02629398,6.221999952,5.872261755,6.861470955,7.272648331,6.319642292,6.76063337,6.59433637,5.744429518,6.292328108
"CENPQ",4.700708447,5.295887082,4.968878697,5.655907631,4.919850544,4.610894346,4.843832391,5.154864441,5.259628075,4.695262397,4.867829569
"CENPS",8.032746276,8.315525283,7.800841962,7.760195824,7.805367027,7.713176125,7.373517157,7.968449485,7.730387684,7.173286692,7.385271244
"CENPT",6.867908993,6.729492956,6.687538409,6.526781174,6.9425933,7.200299563,7.191212833,6.819238012,7.515767068,7.415952757,7.390776071
"CENPV",9.222399264,8.496815006,9.478916267,10.77968468,10.37715161,10.17648229,10.41265736,9.415245322,9.317708166,9.13721425,10.07870393
