"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"TCGA-FV-A4ZQ-01"," 3.871201"," 8.762333"," 5.308268"," 7.615791"," 2.564949"," 5.905362"," 2.484907"," 3.433987"," 5.298317"," 4.330733"," 2.639057"," 7.542744"," 4.753590"," 5.808142"," 5.940171"," 4.644391"," 3.555348"," 4.615121"," 3.465736"," 9.245708"," 6.276643"," 1.098612"," 4.997212"," 7.534763","11.422859"," 7.464510"," 3.433987"," 5.568345"," 6.842683"," 5.549076"," 2.639057"
"TCGA-DD-AAD5-01","4.0430513","5.5947114","5.2094862","9.1438800","2.3025851","7.3752558","3.2958369","7.4318919","7.1678092","2.3978953","6.2324480","6.1114673","7.7084107","8.3513747","9.2533999","5.6869754","6.7056391","7.5616417","4.8978398","3.1354942","9.6370450","1.6094379","4.2484952","6.7810576","0.6931472","6.1246834","5.1357984","8.2915465","6.3578423","4.1588831","6.8575141"
"TCGA-DD-AADL-01","8.111328","4.174387","6.456770","8.008033","2.890372","4.997212","3.135494","7.367709","6.685861","3.044522","5.837730","8.029107","3.583519","4.897840","6.489205","6.820016","2.079442","6.416732","7.043160","3.178054","4.653960","1.791759","4.882802","9.493110","0.000000","7.943783","2.302585","6.546785","7.156177","6.357842","6.077642"
"TCGA-G3-A7M7-01"," 5.666427"," 5.739793"," 4.077537"," 6.902743"," 4.174387"," 4.795791"," 6.095825"," 7.584265"," 5.631212"," 2.890372"," 4.709530"," 6.373320"," 6.289716"," 5.424950"," 5.739793"," 5.117994"," 1.386294"," 5.730100"," 2.639057"," 3.135494"," 5.303305"," 2.197225"," 4.682131"," 6.411818"," 0.000000"," 7.584265"," 2.397895","12.059381"," 5.241747"," 6.447306"," 5.153292"
"TCGA-MR-A8JO-01"," 7.167809"," 3.761200"," 4.897840"," 9.112617"," 5.075174"," 7.677864"," 7.201916"," 8.360539"," 6.400257"," 5.690359"," 4.727388"," 6.426488"," 4.248495"," 6.013715"," 7.064759"," 5.993961"," 4.317488"," 6.552508"," 5.446737"," 5.953243"," 6.591674"," 4.330733"," 6.419995"," 6.570883","10.448251"," 7.380879"," 4.007333","11.726318"," 6.008813"," 6.091310"," 4.634729"
"TCGA-DD-AAE1-01"," 6.011267","10.604355"," 6.356108"," 6.352629"," 2.079442"," 3.970292"," 3.688879"," 4.919981"," 5.556828"," 2.079442"," 5.342334"," 6.839476"," 6.171701"," 4.812184"," 2.302585"," 5.159055"," 1.609438"," 3.555348"," 3.367296"," 2.079442"," 2.564949"," 3.044522"," 3.713572"," 9.062884"," 0.000000"," 7.183871"," 2.397895"," 3.610918"," 5.624018"," 2.564949"," 1.609438"
"TCGA-DD-A11C-01","8.642768","7.634337","3.850148","8.915567","5.003946","7.850493","5.141664","8.891236","6.788972","4.653960","1.098612","7.925519","4.158883","5.111988","5.537334","5.318120","2.484907","6.405228","1.609438","5.075174","5.327876","5.820083","5.424950","7.085901","0.000000","9.107200","3.583519","7.460490","6.306275","8.197814","4.007333"
"TCGA-2Y-A9H1-01","5.5214609","5.6204009","1.3862944","6.1003190","2.9444390","4.7706846","4.9199809","5.5012582","6.1398846","6.6732980","4.6634391","6.2822667","6.3491390","4.6051702","3.4657359","4.6249728","1.7917595","5.0172798","4.4426513","2.0794415","5.8692969","0.6931472","4.0943446","6.4488894","1.0986123","6.8405465","0.0000000","9.3156009","5.2626902","5.8200829","6.2841342"
"TCGA-DD-A4NF-01","7.4972072","5.4889377","9.1140497","8.9590545","4.1588831","5.5174529","3.3672958","7.7698010","6.1590954","2.4849066","5.8664681","6.7730804","4.9558271","5.8493248","6.8606637","6.3080984","2.3025851","4.5432948","7.5331588","2.9957323","4.2046926","2.9957323","4.8283137","7.0379060","0.6931472","9.6241704","2.9444390","4.7095302","5.8200829","7.2240248","2.8903718"
"TCGA-DD-A4NP-01"," 7.545390"," 6.504288"," 9.278092"," 8.192017"," 2.639057"," 7.410952"," 8.603738"," 7.666690"," 6.148468"," 2.564949"," 5.398163"," 7.315884"," 4.394449"," 5.451038"," 6.817831"," 6.287859"," 2.079442"," 5.323010"," 6.968850"," 9.474549"," 5.342334"," 1.098612"," 4.465908"," 8.333751"," 4.836282"," 9.607975"," 3.091042","10.967767"," 6.366470"," 7.930925"," 4.844187"
"TCGA-FV-A3R2-01","7.5115246","4.8751973","2.0794415","9.1857403","1.9459101","7.3581938","2.3025851","7.7475968","6.1923625","2.8332133","6.0378709","7.2717037","3.2958369","6.4019172","5.8081425","6.6187390","2.7725887","7.4424927","7.9561264","2.8332133","5.2832037","2.3978953","7.2152400","8.4191393","0.0000000","7.4187809","0.6931472","8.6358647","6.7821921","7.7836406","7.0139155"
"TCGA-DD-AADF-01","7.1838707","5.2522734","2.0794415","7.4085306","2.6390573","7.0741168","4.2484952","8.6508496","5.2094862","3.2580965","0.0000000","7.0192967","2.3025851","4.3307333","4.3567088","4.9558271","0.6931472","6.6280414","4.2904594","3.4657359","3.9318256","1.6094379","4.5849675","7.2800083","1.3862944","8.5457806","2.3025851","9.6775275","5.9188939","7.5336937","2.3025851"
"TCGA-DD-AACP-01"," 4.762174"," 9.599947"," 5.913503"," 8.669227"," 2.639057"," 6.084499"," 5.846439"," 4.912655"," 6.278521"," 4.343805"," 4.859812"," 6.708084"," 5.365976"," 3.931826"," 4.418841"," 4.043051"," 2.197225"," 5.605802"," 3.988984"," 7.826044"," 4.605170"," 1.791759"," 4.521789"," 6.253829"," 4.234107"," 6.848005"," 2.995732","11.703182"," 5.758902"," 5.852202"," 2.397895"
"TCGA-DD-AACA-01"," 8.103494"," 5.762051"," 0.000000"," 8.330623"," 3.891820"," 5.991465"," 3.044522"," 7.721349"," 6.361302"," 2.772589"," 6.161207"," 6.759255"," 2.995732"," 5.389072"," 5.613128"," 6.042633"," 2.484907"," 3.637586"," 6.889591"," 3.135494"," 4.499810"," 1.609438"," 4.304065"," 8.059592"," 0.000000","10.190582"," 2.995732"," 5.937536"," 6.063785"," 5.252273"," 3.044522"
"TCGA-KR-A7K2-01"," 5.3082677"," 7.0184018"," 5.1059455"," 7.4832444"," 3.4657359"," 5.9322452"," 4.4188406"," 6.5057841"," 3.7376696"," 6.5337888"," 0.0000000"," 6.7369670"," 3.6109179"," 6.9735430"," 5.5568281"," 5.8550719"," 2.6390573"," 5.2257467"," 4.6249728"," 4.8121844"," 3.7841896"," 2.0794415"," 6.3261495"," 7.6577553"," 0.6931472"," 8.0599083"," 2.5649494","10.6815042"," 4.4998097"," 6.5191473"," 6.2653012"
"TCGA-DD-A1EC-01"," 7.488294"," 2.564949"," 4.787492"," 9.246672"," 3.496508"," 8.452121"," 4.317488"," 9.577480"," 6.212606"," 3.465736"," 6.192362"," 8.759355"," 6.735780"," 5.823046"," 6.766192"," 5.905362"," 4.248495"," 6.961296"," 1.098612"," 6.689599"," 7.113142"," 2.302585"," 5.393628"," 7.412764"," 0.000000"," 9.486987"," 2.397895","10.403293"," 6.609349"," 6.661855"," 3.806662"
"TCGA-DD-AADN-01"," 3.0910425","13.5616526"," 5.7462032"," 4.8040210"," 1.0986123"," 3.3322045"," 5.4680601"," 1.0986123"," 5.8051350"," 0.6931472"," 4.7957905"," 5.9026333"," 7.8111634"," 4.6913479"," 2.8332133"," 2.5649494"," 2.0794415"," 5.0434251"," 0.0000000"," 2.6390573"," 5.2882670"," 0.0000000"," 4.5849675"," 5.0751738"," 0.0000000"," 6.4052285"," 0.0000000"," 3.4011974"," 5.4116461"," 1.6094379"," 5.6489742"
"TCGA-K7-A5RG-01","7.3951075","8.2990372","4.8121844","8.3096769","4.8121844","6.9650803","6.2344107","6.9027427","6.1180972","4.7361984","5.9763509","7.5626812","6.7638849","6.0378709","6.6694981","7.2682230","4.4886364","5.7620514","7.3362857","5.2470241","5.2781147","2.8903718","7.1196356","8.3818316","0.6931472","6.5792512","4.8520303","9.2179116","6.6359466","6.7178047","5.3423343"
"TCGA-ES-A2HS-01","6.2803958","6.2934193","1.7917595","6.9754139","3.8918203","4.6051702","3.6109179","6.0544393","5.1059455","3.5553481","2.3978953","5.9661467","3.2580965","4.6151205","4.1108739","5.4380793","0.6931472","6.8384052","3.5835189","2.6390573","4.9972123","2.4849066","4.0253517","7.1647204","3.5263605","7.5137092","1.9459101","5.6629605","5.7899602","6.8710913","2.5649494"
"TCGA-2Y-A9GU-01"," 4.262680"," 5.049856"," 4.158883"," 7.664816"," 3.367296"," 7.657283"," 4.454347"," 8.672315"," 4.510860"," 2.079442"," 6.042633"," 8.390496"," 3.850148"," 5.849325"," 5.872118"," 5.375278"," 2.197225"," 2.564949"," 4.204693"," 6.345636"," 3.433987"," 1.791759"," 3.951244"," 9.087155"," 3.332205"," 7.122060"," 1.791759","11.007983"," 5.176150"," 4.844187"," 2.302585"
"TCGA-LG-A9QC-01"," 7.606387"," 5.347108"," 8.023552"," 7.266129"," 2.484907"," 5.303305"," 2.079442"," 7.438972"," 4.770685"," 3.091042"," 0.000000"," 6.429719"," 3.496508"," 4.330733","10.611228"," 4.510860"," 2.708050"," 6.190315"," 1.098612"," 3.610918"," 4.521789"," 2.197225"," 4.025352"," 8.828787"," 0.000000"," 8.978913"," 1.098612"," 0.000000"," 3.496508"," 7.566828"," 2.397895"
"TCGA-DD-AAE9-01","6.6120410","5.4638318","6.1180972","5.0562458","0.6931472","3.3672958","1.3862944","6.2747620","5.5333895","1.7917595","1.3862944","5.4722707","4.3694479","3.0445224","5.6664267","5.1929569","1.0986123","4.7273878","4.9272537","2.9444390","2.8903718","2.1972246","4.5951199","6.0234476","0.0000000","7.0414117","1.3862944","2.5649494","2.8903718","5.2470241","1.7917595"
"TCGA-K7-A5RF-01","7.115582","4.804021","4.110874","7.694393","3.583519","7.100027","9.670672","7.862882","5.726848","5.996452","5.204007","7.457032","4.905275","9.080801","6.311735","6.159095","3.433987","6.463029","5.752573","6.082219","6.284134","3.828641","5.043425","8.860357","1.791759","8.492696","3.850148","7.787382","6.350886","7.079184","5.303305"
"TCGA-XR-A8TC-01"," 5.198497","11.087130"," 2.833213"," 7.999679"," 3.912023"," 5.513429"," 3.367296"," 9.765259"," 6.923629"," 3.044522"," 0.000000"," 7.625595"," 4.488636"," 6.052089"," 4.927254"," 4.343805"," 1.791759"," 6.944087"," 3.401197"," 3.970292"," 4.644391"," 2.564949"," 4.532599"," 9.354527","11.798683"," 9.138307"," 3.135494"," 7.684324"," 3.610918"," 2.772589"," 3.871201"
"TCGA-G3-AAV0-01","6.888572","5.560682","2.397895","6.113682","2.890372","4.094345","6.776507","6.210600","5.303305","3.295837","4.691348","6.940222","2.944439","4.356709","5.549076","5.030438","1.386294","5.192957","2.397895","1.609438","3.496508","2.397895","5.837730","7.865572","4.553877","7.618251","1.098612","7.922986","4.828314","5.863631","3.091042"
"TCGA-DD-A4NO-01"," 6.687109"," 5.247024"," 5.991465"," 7.604894"," 3.433987"," 8.040769"," 2.484907"," 8.666647"," 5.886104"," 4.356709"," 3.258097"," 6.731018"," 4.356709"," 4.499810"," 6.561031"," 6.476972"," 2.639057"," 5.043425"," 4.859812"," 4.143135"," 5.241747"," 3.367296"," 5.916202"," 7.404279"," 0.000000"," 8.452548"," 3.044522","10.249344"," 6.169611"," 7.554859"," 6.818924"
"TCGA-DD-AACS-01","5.4764636","6.2766435","2.4849066","7.7702232","3.4965076","4.2341065","4.0943446","7.6152983","3.8066625","2.7080502","0.6931472","7.1921821","2.0794415","4.2484952","6.5957805","5.1119878","0.0000000","5.9454206","1.9459101","1.6094379","4.8362819","1.3862944","4.2484952","7.8316173","0.6931472","8.0636926","0.0000000","1.6094379","2.1972246","4.2626799","5.2040067"
"TCGA-DD-AAC8-01","6.659294","4.521789","7.470794","6.987490","2.197225","7.768956","1.791759","6.297109","5.560682","2.639057","0.000000","6.107023","4.343805","4.927254","3.912023","5.521461","2.639057","8.017967","4.934474","8.046549","6.416732","1.386294","5.971262","6.660575","0.000000","8.899731","2.995732","4.859812","3.637586","4.418841","1.945910"
"TCGA-KR-A7K8-01","7.903596","5.361292","3.583519","7.935945","3.258097","5.897154","5.411646","6.870053","4.330733","4.060443","1.386294","6.082219","6.984716","5.891644","6.253829","5.710427","3.295837","6.867974","1.386294","4.605170","5.347108","4.127134","5.560682","7.488294","0.000000","8.528726","2.302585","5.023881","5.828946","5.916202","2.890372"
"TCGA-DD-AAED-01"," 4.5325995"," 6.6808547"," 1.0986123"," 5.4847969"," 0.6931472"," 3.8066625"," 2.3025851"," 5.9375362"," 4.2195077"," 3.9318256"," 2.1972246"," 8.1493128"," 3.1780538"," 4.5432948"," 1.0986123"," 5.1239640"," 5.0039463"," 5.1179938"," 0.0000000"," 1.6094379"," 5.2729996"," 0.0000000"," 5.3936275"," 7.7012002","10.0395034"," 7.4079243"," 0.6931472"," 0.0000000"," 5.7397929"," 1.9459101"," 4.2904594"
"TCGA-WX-AA44-01","5.247024","5.916202","6.428105","7.937017","3.295837","7.615791","6.135565","6.751101","4.532599","6.049733","1.945910","7.550135","5.424950","6.167516","6.648985","6.395262","2.639057","6.033086","5.789960","3.761200","4.969813","3.912023","5.602119","8.829226","2.833213","9.163982","3.178054","7.257003","5.669881","4.779123","5.945421"
"TCGA-DD-A1EG-01","6.5510803","7.2477926","5.3423343","7.9533183","4.3820266","5.8636312","3.5835189","6.7381525","6.2614917","5.0875963","1.6094379","7.1033221","6.7615728","6.7129562","7.0621916","6.7650390","3.4657359","7.2254815","5.8888780","4.0073332","6.4118183","2.6390573","6.0258660","7.3858511","0.6931472","8.2746119","3.7135721","4.3040651","6.6858609","5.1590553","6.6398758"
"TCGA-2Y-A9H7-01","7.057037","9.889693","6.563856","8.638348","1.945910","8.173011","5.768321","6.964136","7.379632","1.609438","5.159055","7.587817","4.727388","4.465908","6.499787","5.509388","2.564949","3.583519","3.178054","1.098612","4.770685","2.079442","4.219508","9.342070","0.000000","8.273081","2.484907","6.001415","5.762051","4.836282","2.302585"
"TCGA-DD-AAD0-01","7.5093353","5.6204009","3.6375862","5.8888780","0.0000000","3.5263605","2.0794415","4.1108739","5.9080829","2.9957323","1.0986123","6.7381525","2.3025851","6.7557689","7.0290876","5.2257467","0.6931472","3.0445224","5.9635793","3.6375862","5.0304379","1.3862944","5.9558374","9.1338912","0.0000000","7.9554251","0.0000000","1.0986123","1.9459101","7.0121153","1.3862944"
"TCGA-DD-A4NB-01"," 8.326759"," 5.225747"," 5.023881"," 9.185638"," 5.926926"," 7.799753"," 4.007333"," 8.015327"," 6.257668"," 5.802118"," 5.204007"," 6.997596"," 5.424950"," 4.997212"," 8.333511"," 6.672033"," 3.688879"," 7.093405"," 5.888878"," 5.087596"," 4.976734"," 4.077537"," 6.436150"," 8.152198"," 0.000000"," 8.607399"," 5.176150","11.576623"," 5.676754"," 7.080026"," 5.976351"
"TCGA-G3-AAV2-01","7.647786","4.779123","1.098612","6.952729","4.584967","5.010635","2.772589","6.553933","5.192957","2.079442","5.420535","5.662960","3.583519","4.852030","4.990433","4.718499","2.197225","6.612041","5.147494","3.044522","5.017280","3.044522","5.117994","7.413367","0.000000","9.215527","2.079442","7.880048","6.011267","6.077642","2.197225"
"TCGA-DD-AAD3-01","7.1348909","5.2094862","3.0445224","8.4118327","4.7004804","7.5363639","6.1717006","7.1364832","5.3890717","4.5643482","3.1780538","7.3271233","5.3798974","6.5279579","6.7673431","6.5323343","2.9957323","6.7546041","5.6698809","3.9120230","4.9698133","2.0794415","4.5432948","8.3184983","0.6931472","8.7969439","4.0073332","5.5721540","5.8406417","6.0450053","5.4337220"
"TCGA-DD-A11B-01","8.244071","6.386879","6.280396","7.798933","4.219508","7.567346","3.044522","8.530109","7.046647","2.397895","1.098612","7.063904","4.369448","4.276666","6.426488","5.602119","2.079442","6.709304","5.010635","3.737670","4.204693","3.871201","4.700480","9.663007","0.000000","8.087333","3.044522","9.246769","2.708050","6.077642","3.610918"
"TCGA-DD-AAVW-01","5.379897","8.778018","3.663562","8.719481","4.595120","6.333280","3.761200","7.461066","6.490724","4.983607","1.609438","7.401231","5.327876","5.579730","7.713338","6.383507","4.919981","6.520621","4.727388","4.094345","4.605170","2.079442","5.634790","8.493925","7.489412","7.990915","4.543295","3.610918","4.644391","4.454347","5.170484"
"TCGA-BC-A3KF-01","6.2934193","8.2712927","5.0369526","9.5909662","3.8501476","5.4467374","2.0794415","9.1066451","5.6629605","3.8066625","0.0000000","7.7714888","5.6664267","4.9052748","7.3024964","5.8464388","2.4849066","7.2499255","5.6970935","3.5835189","4.2904594","2.9957323","5.1239640","8.5692162","0.6931472","8.6626779","2.8332133","8.1645103","7.1316985","6.3421214","6.7357800"
"TCGA-G3-A3CG-01","6.835185","5.613128","3.951244","7.543803","3.688879","7.436617","6.980076","9.343384","5.075174","4.488636","1.386294","7.136483","2.484907","6.980076","7.839132","5.991465","2.197225","4.859812","5.594711","3.044522","5.564520","3.295837","5.198497","8.461258","0.000000","8.903272","2.890372","9.682903","6.267201","6.758095","3.970292"
"TCGA-DD-AAW2-01","7.3790081","4.3438054","0.0000000","6.8906091","3.2580965","4.9344739","3.3322045","5.7899602","4.9972123","3.3322045","1.7917595","6.0038871","2.5649494","4.6728288","5.5568281","4.3944492","1.3862944","7.8212421","5.0751738","2.6390573","4.8598124","1.9459101","5.7170277","6.6200732","0.6931472","7.9366602","1.3862944","1.6094379","5.0172798","3.9318256","2.0794415"
"TCGA-G3-A7M8-01","7.232733","5.703782","1.945910","7.477604","4.060443","7.805882","8.031385","7.006695","6.021023","5.572154","4.700480","7.182352","3.806662","6.647688","8.093768","6.001415","2.944439","6.922644","3.433987","3.610918","4.867534","4.672829","4.700480","9.121400","0.000000","6.505784","2.197225","2.890372","5.961005","7.566311","5.648974"
"TCGA-G3-AAV4-01","7.762171","4.859812","0.000000","7.299121","2.708050","4.955827","0.000000","7.747165","4.574711","2.197225","0.000000","7.130899","3.951244","6.608001","7.342779","5.968708","2.639057","6.837333","5.641907","9.323937","3.737670","1.609438","7.554859","8.605936","0.000000","9.344696","0.000000","1.945910","6.401917","5.888878","2.397895"
"TCGA-EP-A3JL-01","6.570883","9.092345","5.476464","7.370231","4.584967","7.472501","8.220941","5.820083","5.480639","4.060443","3.951244","6.234411","5.093750","6.776507","6.436150","5.739793","3.891820","6.916715","4.234107","3.135494","6.796824","1.945910","6.028279","6.883463","0.000000","7.264030","3.218876","9.577688","5.793014","5.934894","5.736572"
"TCGA-DD-AAVP-01"," 5.7004436"," 6.8731638"," 3.7135721"," 6.3716118"," 3.6375862"," 4.4886364"," 3.1780538"," 8.4892052"," 5.7960578"," 1.9459101"," 0.6931472"," 5.7235851"," 2.4849066"," 4.4308168"," 6.2785214"," 2.8903718"," 1.0986123"," 6.4504704"," 2.0794415","10.1118423"," 5.2522734"," 0.0000000"," 3.6109179"," 6.2499752"," 2.3025851"," 8.0176372"," 1.0986123"," 7.4747722"," 5.4595855"," 6.0544393"," 1.6094379"
"TCGA-DD-AAEH-01","6.622736","5.777652","1.609438","7.080868","4.143135","5.583496","7.401231","7.582229","3.610918","3.555348","1.386294","6.710523","3.258097","5.273000","7.334329","5.950643","2.944439","7.375256","2.833213","2.197225","4.394449","1.386294","4.955827","7.050123","1.945910","7.942007","2.397895","7.365180","4.094345","6.740519","5.940171"
"TCGA-O8-A75V-01"," 5.823046"," 5.575949"," 4.753590"," 7.758761"," 5.105945"," 5.468060"," 6.437752"," 6.721426"," 5.517453"," 4.174387"," 2.639057"," 6.173786"," 6.428105"," 6.100319"," 5.655992"," 5.762051"," 1.386294"," 4.976734"," 5.686975"," 2.944439"," 6.525030"," 3.583519"," 4.997212"," 7.792762"," 0.000000"," 8.079618"," 3.135494","10.132215"," 5.934894"," 5.451038"," 3.496508"
"TCGA-BC-A69I-01","7.359468","5.075174","1.098612","7.731931","4.875197","5.525453","6.826545","8.680502","5.624018","4.094345","5.135798","5.958425","3.433987","5.187386","6.154858","4.852030","1.609438","6.616065","6.257668","3.367296","6.230481","3.401197","4.406719","8.659907","3.713572","8.835210","2.484907","8.477620","6.167516","6.946976","4.753590"
"TCGA-ES-A2HT-01"," 5.605802"," 4.890349"," 1.386294"," 7.210818"," 3.332205"," 4.859812","11.410295"," 7.147559"," 4.905275"," 4.204693"," 1.386294"," 6.285998"," 3.526361"," 7.838738"," 6.263398"," 5.209486"," 1.386294"," 6.347389"," 3.401197"," 3.091042"," 7.589336"," 2.708050"," 4.691348"," 6.629363"," 1.791759"," 7.733684"," 2.708050","12.402913"," 4.615121"," 6.311735"," 5.817111"
"TCGA-DD-AAVQ-01"," 4.8598124","12.2633647"," 3.5263605"," 7.5709586"," 4.2766661"," 5.6594822"," 5.2203558"," 5.6664267"," 5.7651911"," 3.8286414"," 0.6931472"," 6.7673431"," 5.9687076"," 5.5797298"," 7.0396603"," 5.6559918"," 4.0604430"," 6.3716118"," 3.2188758"," 8.5714920"," 5.2678582"," 2.4849066"," 5.3375381"," 8.2677057"," 0.0000000"," 6.9037473"," 3.8066625"," 5.3278762"," 5.4806389"," 3.5553481"," 3.6635616"
"TCGA-EP-A12J-01","8.818926","5.303305","1.098612","6.794587","4.110874","4.653960","2.302585","6.935370","5.505332","2.944439","0.000000","6.593045","3.091042","9.727228","6.098074","5.273000","2.079442","6.028279","6.967909","1.609438","4.941642","1.609438","6.848005","7.628031","0.000000","8.903272","1.609438","6.616065","5.451038","8.092851","2.484907"
"TCGA-DD-AADO-01"," 3.526361","12.598523"," 6.025866"," 7.772332"," 2.302585"," 6.926577"," 5.389072"," 5.605802"," 6.230481"," 2.197225"," 3.332205"," 6.396930"," 7.010312"," 4.488636"," 4.430817"," 4.369448"," 2.708050"," 6.267201"," 4.852030"," 3.871201"," 5.971262"," 1.098612"," 3.806662"," 6.388561"," 9.705341"," 6.502790"," 1.098612"," 7.163172"," 5.438079"," 5.141664"," 2.833213"
"TCGA-DD-AADP-01"," 7.127694"," 4.143135"," 2.639057"," 7.864804"," 3.688879"," 7.400621"," 5.442418"," 9.081711"," 7.246368"," 4.043051"," 5.420535"," 7.569928"," 3.332205"," 6.442540"," 6.569481"," 6.122493"," 2.564949"," 6.563856"," 3.871201"," 4.521789"," 5.497168"," 1.609438"," 6.047372"," 8.261526","11.998876"," 9.372544"," 2.639057"," 6.098074"," 3.828641"," 3.891820"," 3.258097"
"TCGA-DD-AADI-01","3.912023","6.261492","3.135494","7.264730","4.356709","5.411646","5.176150","6.568078","6.492240","6.548219","0.000000","6.706862","3.871201","5.176150","6.269096","6.687109","2.302585","6.028279","3.332205","6.661855","5.278115","3.044522","4.744932","7.508787","4.477337","7.317876","2.708050","7.916443","3.871201","2.302585","4.343805"
"TCGA-ED-A627-01"," 7.148346"," 6.694562"," 4.060443"," 9.026297"," 4.875197"," 7.707063"," 9.559658"," 8.498010"," 5.370638"," 8.507547"," 5.273000"," 7.410347"," 5.416100"," 6.835185"," 7.069023"," 7.071573"," 4.990433"," 6.364751"," 7.028201"," 6.008813"," 6.664409"," 3.891820"," 6.196444"," 8.405815"," 5.332719"," 8.600799"," 4.955827","10.350702"," 6.163315"," 7.156956"," 6.295266"
"TCGA-DD-A4NS-01","7.494986","5.003946","5.971262","9.100302","5.501258","7.177019","8.570924","7.850104","5.533389","7.362011","5.932245","7.437206","4.804021","6.098074","6.909753","7.090077","4.595120","6.770789","6.892642","7.740664","6.311735","3.258097","7.268920","9.065315","2.708050","9.024974","5.420535","5.918894","6.363028","6.999422","6.484635"
"TCGA-DD-AACE-01","7.478735","3.912023","1.098612","7.126891","3.610918","4.718499","6.759255","7.202661","3.828641","3.555348","3.688879","7.215240","3.178054","6.516193","5.710427","4.969813","2.197225","6.013715","1.945910","2.833213","3.784190","3.044522","4.976734","9.220786","0.000000","9.473474","1.609438","1.098612","5.783825","5.673323","4.882802"
"TCGA-RC-A7SK-01","5.252273","5.043425","3.555348","7.330405","3.295837","4.682131","3.970292","7.204893","3.951244","4.204693","1.386294","7.132498","3.891820","5.669881","5.690359","5.743003","2.079442","7.246368","5.379897","3.332205","2.833213","1.386294","6.152733","7.728856","6.562444","7.906547","2.944439","2.564949","6.391917","3.871201","6.886532"
"TCGA-DD-AAEA-01","6.1420374","6.0822189","1.0986123","6.5903010","2.6390573","3.7376696","3.1780538","6.8458799","4.5747110","2.9444390","0.0000000","6.3919171","1.9459101","4.9487599","5.7004436","4.2484952","2.0794415","4.6821312","0.6931472","2.1972246","3.1780538","0.6931472","3.8286414","7.6309466","0.0000000","6.6732980","0.6931472","4.8040210","4.6539604","7.2813857","1.0986123"
"TCGA-DD-A4NN-01","5.641907","8.968014","2.772589","8.046870","4.330733","5.327876","5.356586","5.093750","5.384495","4.912655","1.098612","6.779922","3.784190","4.077537","5.099866","5.913503","2.079442","6.569481","4.584967","6.309918","6.576470","4.304065","4.804021","8.044947","1.098612","7.334982","2.995732","4.890349","6.075346","2.564949","3.850148"
"TCGA-G3-A25U-01"," 8.0475095"," 4.5108595"," 0.6931472"," 7.5224002"," 4.9126549"," 4.9767337"," 3.3322045","10.2297291"," 5.3423343"," 3.2188758"," 6.0378709"," 7.7756957"," 2.0794415"," 5.6383547"," 5.7203118"," 5.6698809"," 1.9459101"," 8.1667843"," 6.9343972"," 2.1972246"," 5.7203118"," 1.9459101"," 6.5117453"," 9.7793406"," 3.7841896"," 8.4456972"," 0.6931472"," 2.8332133"," 6.6012301"," 7.9589265"," 5.7620514"
"TCGA-DD-A39Y-01","4.442651","7.510431","7.793174","9.304468","2.564949","7.561642","3.931826","5.690359","7.121252","3.663562","3.931826","7.795235","8.853380","5.214936","5.209486","5.966147","2.995732","7.026427","2.484907","4.094345","7.372118","1.609438","3.555348","6.951772","1.386294","7.095064","1.609438","2.197225","7.105786","4.812184","6.823286"
"TCGA-BW-A5NQ-01"," 4.836282","11.090446"," 4.804021"," 7.427144"," 3.688879"," 6.706862"," 2.397895"," 4.682131"," 6.368187"," 3.784190"," 3.178054"," 7.912057"," 6.812345"," 6.131226"," 6.684612"," 5.049856"," 4.204693"," 4.290459"," 3.295837"," 3.713572"," 5.932245"," 3.737670"," 5.187386"," 6.683361"," 9.944534"," 7.879291"," 3.496508"," 7.642044"," 7.353082"," 4.025352"," 2.890372"
"TCGA-2Y-A9GV-01","7.5694118","3.0910425","2.7725887","7.4552985","3.2580965","5.2626902","8.9027277","6.2402758","4.3944492","3.6375862","4.2766661","7.3808790","5.3752784","5.0625950","5.8230459","6.3207683","2.5649494","6.8469431","4.3694479","3.1780538","6.0038871","5.0039463","7.2848209","9.1956327","0.6931472","7.6989362","2.3978953","9.5928780","5.4722707","7.8131873","6.1758673"
"TCGA-G3-AAUZ-01","5.686975","6.196444","1.386294","7.326466","4.382027","4.672829","6.469250","7.664347","6.135565","3.737670","0.000000","6.240276","3.850148","6.242223","4.753590","5.308268","2.564949","4.852030","5.739793","1.609438","5.062595","1.609438","4.317488","7.792762","2.484907","8.231642","2.197225","9.227296","5.023881","6.894670","5.170484"
"TCGA-DD-A73E-01","8.201386","5.262690","2.639057","7.398174","2.397895","6.965080","1.386294","6.849066","5.488938","2.564949","0.000000","7.082549","2.397895","4.127134","6.802395","4.510860","1.945910","7.357556","6.741701","5.389072","3.663562","1.609438","6.733402","8.648397","0.000000","9.340228","1.609438","3.583519","3.091042","6.508769","2.564949"
"TCGA-BD-A3EP-01","5.6698809","6.5279579","7.6634077","8.1356399","5.0238805","6.8627579","8.0040315","7.0361485","5.0937502","5.7397929","5.7990927","6.9791453","5.8318825","5.7776523","7.1929342","6.6280414","4.5849675","6.6694981","4.6151205","3.8712010","4.6728288","3.3322045","5.8749307","6.7968237","0.6931472","7.8355792","3.8066625","9.7674960","6.4504704","6.7511015","5.9763509"
