"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33"
"TCGA-DD-A1EE-00","2.564949","6.469250","3.637586","6.889591","2.197225","2.484907","2.484907","3.135494","6.246107","2.397895","3.178054","3.044522","5.950643","3.806662","2.397895","4.262680","3.526361","8.087025","2.079442","2.639057","7.793587","4.356709","2.484907","4.465908","3.295837","7.695303","3.583519","3.178054","5.918894","1.791759","4.343805","2.708050","2.302585"
"TCGA-BC-A216-00","5.3659760","0.0000000","4.8121844","0.6931472","4.4308168","4.3040651","3.6888795","4.3944492","6.8405465","4.3174881","4.1588831","5.3181200","6.5792512","5.5412635","4.3307333","6.4281053","5.5294291","8.6876108","3.9318256","4.1588831","7.9547233","6.5467854","4.7184989","5.3936275","4.3820266","8.6030038","4.7449321","4.6051702","5.8805330","4.4426513","5.4293456","5.2522734","3.8712010"
"TCGA-DD-A119-00","2.944439","6.188264","3.433987","7.198184","2.397895","2.890372","2.890372","3.784190","6.703188","2.079442","2.995732","2.833213","6.011267","3.737670","2.079442","4.406719","4.094345","9.313258","1.609438","3.258097","8.910316","4.025352","1.791759","4.605170","3.526361","8.853808","4.219508","2.708050","6.825460","2.197225","3.737670","2.079442","2.397895"
"TCGA-DD-A3A8-00","1.3862944","6.3681872","1.7917595","6.6592939","2.4849066","2.4849066","1.6094379","3.7841896","6.6846117","1.6094379","2.5649494","2.7725887","5.7589018","2.3025851","1.3862944","2.3025851","3.7841896","8.9222582","0.6931472","1.7917595","7.7828073","3.2188758","1.7917595","4.4067192","1.0986123","7.9752208","3.9702919","3.0445224","5.9763509","1.7917595","3.6375862","2.4849066","0.6931472"
"TCGA-DD-A3A6-00","1.6094379","0.6931472","2.3025851","0.6931472","1.6094379","1.3862944","0.6931472","2.8903718","5.7651911","1.0986123","1.7917595","2.3025851","5.7300998","2.1972246","1.9459101","0.6931472","3.3672958","5.7170277","1.0986123","1.9459101","3.9702919","1.6094379","0.0000000","3.2188758","2.8903718","5.3752784","2.9444390","2.0794415","2.0794415","0.6931472","2.8332133","1.0986123","1.6094379"
"TCGA-DD-A1EC-00","3.091042","0.000000","3.295837","0.000000","2.302585","2.708050","2.197225","3.737670","6.746412","2.302585","3.091042","2.772589","6.456770","4.007333","2.564949","4.276666","3.912023","8.232972","2.079442","3.091042","8.074960","4.477337","2.564949","4.394449","3.218876","8.561019","3.784190","2.833213","6.173786","2.397895","4.094345","2.708050","2.484907"
"TCGA-DD-A11C-00","2.8903718","6.1463293","3.4657359","6.6858609","1.9459101","2.3978953","2.1972246","3.2188758","5.9635793","1.7917595","3.0445224","2.7725887","5.1590553","3.4965076","0.6931472","3.4339872","3.3672958","7.9810498","1.7917595","2.7725887","7.4454176","4.0253517","1.6094379","3.7376696","2.8903718","7.6280311","3.5553481","2.6390573","5.5645204","2.7725887","4.4308168","2.4849066","1.3862944"
"TCGA-FV-A23B-00","3.970292","0.000000","4.204693","0.000000","3.465736","3.258097","3.044522","4.234107","7.118826","2.708050","2.995732","3.912023","6.935370","4.394449","3.332205","5.056246","4.770685","8.596189","3.044522","3.526361","8.051341","5.123964","2.995732","5.117994","4.189655","8.220134","4.465908","4.394449","5.805135","2.833213","4.955827","3.761200","3.295837"
"TCGA-BC-A110-00","1.0986123","0.0000000","2.5649494","0.6931472","2.3978953","3.1780538","2.7080502","2.8903718","6.6833609","1.0986123","1.6094379","1.9459101","5.5294291","3.1780538","1.3862944","3.0445224","3.5553481","8.7795575","1.3862944","1.7917595","8.4623145","2.6390573","0.6931472","3.8712010","2.4849066","8.8773820","3.7612001","3.1354942","6.6093492","0.0000000","3.8286414","2.3025851","1.9459101"
"TCGA-FV-A3I1-00","3.1354942","0.6931472","3.7612001","0.6931472","2.3978953","2.5649494","2.0794415","3.1354942","6.4785096","1.0986123","2.1972246","3.0445224","6.0473722","3.7841896","2.3978953","3.6109179","3.7376696","8.7850806","2.1972246","2.7725887","8.1950577","3.9512437","2.0794415","4.2341065","3.5835189","8.3298993","3.3672958","3.1354942","6.2595815","1.0986123","4.2766661","2.3978953","1.3862944"
"TCGA-DD-A1EB-00","3.496508","0.000000","3.951244","0.000000","2.944439","2.484907","2.833213","4.094345","6.924612","1.791759","2.944439","3.663562","6.129050","4.007333","2.944439","4.477337","4.477337","9.095491","2.564949","2.708050","8.572628","4.532599","2.197225","4.762174","3.737670","8.597851","4.077537","3.891820","6.329721","2.708050","4.369448","2.708050","1.609438"
"TCGA-BC-A10Z-00","2.3025851","0.0000000","2.3025851","0.0000000","2.3978953","3.4965076","2.8332133","2.6390573","6.5467854","1.3862944","1.3862944","1.0986123","6.6227363","2.7080502","1.7917595","2.7725887","3.8286414","7.1785455","1.0986123","2.7080502","6.9546389","2.6390573","1.7917595","3.4965076","2.3025851","8.1232613","3.3672958","3.5263605","4.7957905","0.6931472","3.7841896","2.0794415","2.3978953"
"TCGA-DD-A118-00","3.7612001","0.6931472","3.9889840","0.0000000","2.6390573","3.4011974","3.4965076","3.4657359","5.8888780","2.7080502","3.3672958","3.2580965","6.2538288","3.6109179","2.3025851","4.4543473","4.6051702","8.6119578","2.8903718","4.0430513","7.9882036","4.1743873","2.7080502","4.5217886","3.4011974","8.3277262","4.3820266","4.0073332","6.5708830","3.9120230","5.0998664","3.3322045","2.7080502"
"TCGA-DD-A1EJ-00","3.663562","0.000000","3.931826","0.000000","3.465736","3.583519","3.761200","4.276666","7.249926","2.944439","3.433987","3.912023","6.543912","4.248495","3.465736","4.700480","4.727388","9.190036","2.772589","3.871201","8.553718","4.941642","2.708050","4.795791","3.951244","8.576405","4.158883","4.158883","6.577861","2.564949","4.990433","3.526361","2.944439"
"TCGA-BC-A10Y-00","2.995732","6.854355","3.295837","7.715570","3.091042","2.890372","2.397895","3.091042","6.827629","2.484907","3.044522","2.833213","6.580639","4.158883","2.484907","3.806662","4.110874","8.279190","2.708050","2.833213","8.184793","4.007333","1.945910","4.430817","3.806662","8.773539","3.401197","3.258097","5.899897","1.609438","4.430817","3.135494","2.302585"
"TCGA-DD-A1EG-00","2.944439","6.311735","3.555348","7.055313","2.772589","3.091042","2.772589","3.583519","6.694562","1.791759","2.995732","3.258097","6.230481","3.401197","2.484907","4.406719","4.158883","9.121181","2.833213","3.044522","8.292298","4.356709","2.397895","4.382027","3.135494","8.688117","4.234107","3.912023","6.579251","2.995732","4.499810","3.465736","2.564949"
"TCGA-DD-A1EI-00","4.430817","7.045777","5.730100","7.494430","3.850148","4.330733","4.110874","5.429346","7.724005","3.737670","4.691348","4.779123","7.076654","5.043425","3.688879","5.888878","5.236442","8.874308","3.332205","4.795791","8.650850","5.902633","3.891820","5.605802","3.931826","8.672486","5.010635","4.510860","6.583409","4.394449","6.142037","4.189655","2.890372"
"TCGA-BD-A2L6-00","3.761200","7.292337","4.262680","7.782390","3.688879","3.496508","3.610918","4.330733","7.207119","3.367296","3.663562","3.912023","7.236339","4.682131","3.583519","5.252273","4.795791","8.757312","3.465736","3.737670","7.648740","5.402677","3.737670","5.257495","4.077537","8.500861","4.574711","5.123964","5.393628","2.890372","5.049856","3.912023","3.044522"
"TCGA-BC-A10R-00","3.218876","0.000000","3.044522","0.000000","2.833213","3.295837","3.401197","3.496508","6.745236","1.791759","2.772589","2.772589","5.910797","3.688879","2.772589","4.356709","3.784190","8.902728","2.197225","2.772589","8.495765","4.143135","2.302585","4.158883","2.484907","8.846065","3.688879","3.433987","6.694562","1.791759","4.477337","3.218876","3.135494"
"TCGA-DD-A11B-00","2.708050","6.270988","3.401197","6.646391","2.079442","1.791759","2.397895","4.025352","6.366470","2.397895","2.484907","2.772589","5.590987","2.890372","1.386294","3.663562","3.688879","7.746301","1.386294","2.484907","7.251345","3.912023","2.397895","4.234107","2.708050","7.459339","3.951244","2.890372","5.537334","2.772589","4.304065","2.197225","1.791759"
"TCGA-DD-A11D-00","2.772589","0.000000","4.043051","0.000000","2.995732","3.091042","2.995732","3.218876","6.635947","2.079442","2.890372","3.091042","6.075346","3.951244","2.833213","4.406719","4.276666","9.128262","1.791759","3.258097","8.110127","4.691348","2.484907","4.584967","3.091042","8.759826","4.158883","3.583519","6.120297","2.772589","4.304065","3.332205","2.772589"
"TCGA-FV-A3R2-00","2.772589","6.850126","2.890372","7.203406","2.302585","2.995732","2.197225","3.367296","6.666957","2.197225","3.044522","3.465736","6.565265","3.737670","1.609438","4.127134","4.110874","8.310661","1.386294","2.995732","7.023759","4.060443","1.609438","4.174387","3.401197","8.498214","3.761200","3.784190","5.247024","1.791759","4.060443","2.890372","2.079442"
"TCGA-DD-A3A1-00","2.772589","5.117994","2.302585","6.361302","1.945910","2.079442","2.639057","2.772589","6.253829","1.098612","2.197225","3.332205","6.206576","2.833213","2.484907","3.295837","3.637586","8.843904","1.386294","2.995732","7.808323","3.828641","1.098612","4.143135","2.639057","8.408271","3.433987","4.290459","5.869297","2.772589","4.204693","2.944439","1.791759"
"TCGA-EP-A12J-00","3.433987","6.102559","4.356709","6.690842","2.708050","3.135494","2.833213","4.406719","6.745236","2.708050","2.995732","2.944439","5.940171","3.871201","2.995732","4.382027","4.262680","8.227108","2.197225","3.970292","7.446001","4.584967","2.639057","4.653960","3.433987","7.629004","4.454347","3.496508","5.451038","3.258097","5.605802","2.944439","2.397895"
"TCGA-BC-A10T-00","2.0794415","5.9914645","2.7725887","7.3356340","3.0445224","3.3322045","2.4849066","2.9444390","6.4614682","0.6931472","2.6390573","2.6390573","5.9532433","3.8066625","2.3978953","3.9318256","3.8286414","7.9851439","2.0794415","2.7725887","7.9469714","3.7376696","1.3862944","3.8286414","2.5649494","8.4799066","3.6375862","3.2188758","5.8861040","1.7917595","4.0253517","2.7725887","1.9459101"
"TCGA-DD-A113-00","2.772589","0.000000","3.178054","0.000000","2.564949","2.772589","2.397895","3.332205","6.206576","0.000000","2.197225","2.995732","5.743003","3.401197","1.098612","3.988984","3.688879","8.116716","1.945910","2.890372","7.064759","4.234107","1.945910","3.737670","1.791759","7.412764","3.091042","3.258097","5.347108","2.397895","4.406719","2.639057","1.791759"
"TCGA-BD-A3EP-00","2.3025851","0.6931472","3.5263605","0.0000000","1.3862944","3.2580965","2.3025851","2.9957323","6.4457198","1.6094379","2.5649494","2.4849066","5.7525726","3.3322045","2.4849066","4.0430513","3.9120230","8.3323084","1.7917595","3.0910425","7.7604670","3.7135721","1.6094379","3.9318256","3.2188758","8.2521854","3.5263605","3.0910425","5.6559918","2.3025851","3.8501476","3.1354942","1.9459101"
"TCGA-EP-A3RK-00","3.988984","6.788972","4.330733","7.243513","2.995732","3.332205","3.465736","3.433987","6.549651","2.197225","4.110874","4.304065","6.396930","4.262680","2.890372","4.867534","4.820282","6.570883","2.639057","4.234107","7.550135","5.049856","3.218876","4.564348","3.637586","7.862882","4.276666","4.234107","5.273000","3.688879","5.170484","4.060443","2.564949"
"TCGA-DD-A1EH-00","3.931826","6.595781","4.204693","7.224025","3.091042","2.944439","3.555348","3.951244","6.814543","2.639057","3.988984","3.871201","6.605298","4.543295","3.135494","4.762174","4.564348","8.419801","2.772589","3.970292","7.865955","4.795791","2.890372","4.709530","3.583519","8.452121","4.262680","4.110874","5.762051","3.295837","4.948760","3.555348","2.397895"
"TCGA-FV-A2QR-00","3.871201","6.714171","3.828641","7.600402","3.135494","3.828641","3.688879","3.970292","7.160846","2.772589","3.688879","3.555348","7.301148","4.465908","2.995732","4.812184","4.691348","8.201934","2.833213","3.688879","7.582229","4.521789","2.833213","4.875197","3.931826","7.773174","4.553877","4.043051","5.236442","2.564949","4.997212","3.871201","2.772589"
"TCGA-DD-AAEI-01","6.2285110","6.6025879","6.6682282","6.4769724","5.4249500","6.4997870","6.0520892","5.8607862","7.8312202","5.4337220","6.3885614","6.9353704","7.5918617","6.5220928","5.6664267","6.7753661","7.2298388","3.8501476","4.9698133","6.3207683","2.8903718","7.6760099","5.5947114","6.5567784","4.9904326","6.0684256","6.1590954","6.3368257","0.6931472","5.0814044","7.3833681","6.2538288","4.3944492"
"TCGA-FV-A3R3-01","4.5538769","1.3862944","4.8598124","0.0000000","4.0253517","4.4543473","4.0604430","4.2626799","7.3238306","3.6109179","4.5325995","4.5643482","7.5878172","5.2574954","4.1431347","6.0330862","5.2040067","4.0073332","3.5835189","4.7449321","4.6728288","5.7300998","4.0943446","5.2983174","4.3820266","7.7557672","5.2729996","4.1271344","0.6931472","4.1271344","5.3565863","4.2766661","3.6888795"
"TCGA-G3-A5SJ-01","6.340359","5.774552","5.843544","5.897154","5.648974","6.089045","5.641907","6.120297","8.473241","5.537334","6.246107","7.307873","8.944289","6.748760","6.230481","7.993958","7.035269","3.044522","5.673323","6.133398","2.302585","6.715383","5.501258","6.597146","5.411646","5.393628","6.444131","6.556778","0.000000","5.262690","7.553287","6.383507","4.442651"
"TCGA-HP-A5MZ-01","5.365976","7.169350","5.828946","7.196687","4.727388","5.560682","5.587249","4.867534","7.299797","4.394449","5.501258","5.666427","7.662938","6.040255","4.812184","6.483107","6.410175","4.543295","5.023881","5.298317","4.174387","6.405228","4.276666","5.863631","4.521789","6.154858","5.493061","6.025866","1.098612","5.099866","6.668228","5.786897","3.555348"
"TCGA-G3-A25Z-01","5.135798","6.448889","5.257495","6.869014","4.976734","5.652489","6.047372","5.198497","7.796469","4.744932","5.560682","6.295266","7.634821","5.902633","5.068904","7.213768","6.373320","5.093750","5.384495","4.976734","3.784190","6.192362","4.330733","6.063785","5.030438","6.289716","5.030438","6.317165","0.000000","6.063785","7.264730","5.874931","3.891820"
"TCGA-DD-AACD-01","4.543295","4.077537","4.905275","4.418841","4.510860","5.087596","5.062595","4.219508","7.405496","3.401197","5.105945","5.805135","8.220403","5.123964","4.304065","5.723585","5.676754","4.430817","4.043051","4.779123","3.258097","6.210600","2.833213","5.624018","3.806662","6.548219","4.564348","6.297109","0.000000","4.204693","6.529419","5.771441","3.465736"
"TCGA-NI-A8LF-01","5.736572","7.191429","5.293305","7.558517","4.060443","5.484797","5.153292","5.135798","7.321850","4.219508","5.768321","5.159055","7.334329","5.459586","3.970292","6.659294","5.932245","4.317488","4.356709","5.560682","5.247024","6.400257","5.056246","6.467699","4.007333","7.160846","5.627621","6.006353","0.000000","4.709530","6.276643","5.743003","3.663562"
"TCGA-DD-AAE7-01","3.931826","6.493754","4.143135","6.734592","3.091042","3.761200","3.583519","3.496508","6.188264","3.465736","3.258097","4.276666","6.516193","4.744932","3.367296","5.017280","4.736198","7.098376","3.135494","3.828641","6.541030","4.624973","3.044522","4.605170","3.401197","7.033506","4.158883","4.043051","4.418841","3.258097","5.030438","3.931826","2.079442"
"TCGA-GJ-A9DB-01","6.139885","7.752335","6.811244","7.598399","5.579730","6.139885","5.805135","6.169611","7.923710","5.181784","6.234411","6.395262","8.309185","6.714171","5.521461","7.323171","6.774224","4.369448","5.164786","6.280396","3.496508","7.596392","5.420535","6.313548","5.105945","4.605170","5.710427","6.194405","1.609438","5.117994","7.370231","5.886104","4.532599"
"TCGA-DD-A3A3-01","4.804021","3.737670","6.200509","6.322565","4.969813","5.370638","5.484797","4.595120","6.836259","4.948760","5.247024","6.152733","7.647309","5.472271","5.049856","6.609349","6.774224","2.397895","5.056246","5.446737","2.484907","6.030685","3.761200","5.686975","4.127134","5.655992","5.424950","6.668228","0.000000","4.890349","6.940222","6.184149","2.890372"
"TCGA-DD-A1ED-01","3.258097","6.921658","3.555348","7.757479","2.833213","3.332205","3.178054","3.688879","7.078342","2.564949","2.639057","3.401197","6.818924","4.158883","2.639057","4.897840","4.174387","6.773080","2.772589","3.295837","7.023759","4.442651","2.708050","5.420535","3.970292","7.776115","4.317488","3.401197","4.248495","2.484907","4.143135","3.401197","3.258097"
"TCGA-EP-A2KB-01","6.4769724","0.6931472","7.7111013","0.0000000","5.8377304","6.4676987","6.6240652","6.5998705","8.3556150","6.6908423","7.4854916","7.1522689","8.3459303","7.5027382","6.1333980","8.4102759","7.8628820","2.9957323","6.5581978","6.7357800","5.6970935","8.0907087","5.6559918","7.0975489","5.8998974","6.0980743","6.4441313","7.6718268","1.3862944","6.9275579","7.7025561","7.5822292","4.8675345"
"TCGA-DD-AACN-01","5.129899","7.327123","5.945421","7.641564","4.595120","4.836282","4.564348","4.948760","7.997327","4.691348","5.135798","4.890349","7.527256","6.320768","4.430817","6.601230","5.298317","7.266129","4.553877","4.644391","6.416732","6.558198","4.744932","5.693732","4.532599","6.818924","4.510860","5.379897","4.127134","3.871201","5.624018","5.231109","3.496508"
"TCGA-DD-A1EF-01","5.8051350","0.0000000","6.8156400","0.6931472","4.7184989","5.7268477","5.0751738","6.1398846","7.5642385","4.8283137","5.7868974","6.4457198","7.8943181","6.8658911","5.4971682","7.1139561","6.4167323","1.9459101","5.1179938","6.0822189","2.0794415","7.1831117","5.3423343","6.1003190","5.0562458","5.8636312","5.7899602","5.5294291","0.0000000","4.6913479","6.7707894","6.3733198","4.3307333"
"TCGA-DD-A11D-01","4.948760","0.000000","5.181784","0.000000","3.433987","4.330733","3.784190","3.401197","6.496775","3.583519","4.025352","3.931826","6.498282","5.407172","3.806662","5.720312","5.278115","4.077537","3.295837","4.615121","1.945910","5.624018","3.433987","4.927254","3.332205","6.040255","4.189655","4.753590","0.000000","4.290459","5.986452","4.634729","2.772589"
"TCGA-DD-AADJ-01","4.510860","0.000000","5.370638","0.000000","4.158883","4.718499","5.843544","4.488636","7.307202","3.912023","4.682131","5.252273","6.977281","5.730100","4.532599","6.079933","5.897154","3.871201","4.110874","5.111988","2.772589","6.049733","3.367296","5.247024","3.828641","6.704414","5.068904","6.052089","1.098612","4.700480","5.883322","5.648974","1.386294"
"TCGA-DD-AADW-01","7.793587","7.986165","8.664406","8.042056","6.320768","7.300473","7.295056","7.422971","9.341456","6.651572","6.774224","7.216709","8.813885","8.588397","7.026427","9.297068","7.698483","5.017280","7.167038","7.679714","3.178054","8.996900","7.184629","7.930206","6.727432","5.583496","7.321189","6.665684","1.386294","7.371489","7.762596","7.407924","5.973810"
"TCGA-XR-A8TF-01","5.7365723","7.1098795","6.3985949","7.2562972","4.9836066","5.6058021","5.7683210","5.1119878","7.5480290","4.5849675","5.7807435","5.7868974","8.1379805","6.6346334","4.7004804","6.7592553","6.4297195","3.0445224","5.2257467","5.5947114","3.0910425","6.8458799","4.5849675","6.3421214","4.4998097","7.0148144","5.1984970","5.9188939","0.6931472","5.4806389","6.6066502","5.8377304","4.3307333"
"TCGA-DD-AAD1-01","5.2832037","1.3862944","6.2538288","0.6931472","4.6913479","5.3132060","4.9272537","5.3375381","7.8678715","4.4426513","5.1119878","5.4116461","7.3205270","6.4769724","4.7535902","6.8178306","5.8607862","6.7129562","4.7095302","5.3082677","5.3565863","6.5117453","4.7706846","5.7589018","4.8675345","6.9314718","5.3752784","5.2257467","3.1780538","4.3567088","6.5708830","5.3082677","3.8066625"
"TCGA-DD-AACT-01","5.2832037","0.0000000","6.3935908","0.6931472","4.0430513","4.7791235","4.7535902","4.7957905","6.8265452","3.2188758","4.6634391","5.2678582","6.7934661","5.5174529","4.3174881","6.0661081","5.7071103","6.6895993","4.8903491","4.7874917","6.0799332","5.5909870","3.5835189","5.1298987","4.2766661","7.1522689","4.5217886","5.3752784","4.3944492","5.4930614","6.0378709","5.6276211","2.9444390"
"TCGA-DD-A39X-01","4.0430513","0.6931472","5.4205350","0.0000000","5.4510385","5.5214609","6.1800167","5.4764636","7.7625960","3.8286414","5.3706380","6.6200732","7.5422135","5.3612922","4.6443909","6.2690963","6.7592553","4.8040210","5.3033049","4.8903491","3.8712010","6.4377516","3.7376696","5.6835798","4.5538769","6.4441313","5.4424177","6.2989492","0.6931472","4.9628446","6.1964441","5.8522025","2.8903718"
