"","gene1","gene2","weight"
"1","NFYA","NIPAL3","0.483693150111873"
"2","NFYA","ACSM3","0.110121678041279"
"3","NFYA","GGCT","0.0674242202363411"
"4","NFYA","GTF2IRD1","0.339220050256792"
"5","NFYA","MED24","0.45828381661507"
"6","NFYA","BAZ1B","0.48948101592964"
"7","NFYA","METTL13","0.425275454795059"
"8","NFYA","PTBP1","0.637777634243706"
"9","NFYA","SYT13","0.205300023199153"
"10","NFYA","PHF20","0.671351155016347"
"11","NFYA","FAS","-0.0178862729555618"
"12","NFYA","DEPDC1B","0.466435204248996"
"13","NFYA","ARID4B","0.603775336337941"
"14","NFYA","CS","0.443849589523728"
"15","NFYA","RPL18","-0.0305567605747184"
"16","NFYA","RNF4","0.499133179547606"
"17","NFYA","RFXANK","0.131720414976103"
"18","NFYA","YBX1","0.261694152019873"
"19","NFYA","NFYC","0.331606269999098"
"20","NFYA","VPS35","0.514440424763144"
"21","NFYA","ZFYVE26","0.48456943418699"
"22","NFYA","NUP37","0.535343405127551"
"23","NFYA","UNG","0.555508311703334"
"24","NFYA","SNRPA","0.224041411823779"
"25","NFYA","KCNN2","-0.0315563494208504"
"26","NFYA","C5orf22","0.533319645986321"
"27","NFYA","XPO1","0.645840929319934"
"28","NFYA","STARD7","0.55418644372815"
"29","NFYA","AGBL5","0.440446813990912"
"30","NFYA","AURKA","0.343138117761105"
"31","NFYA","CNOT3","0.597332346548866"
"32","NFYA","TPX2","0.499987351091125"
"33","NFYA","RPLP0","0.299659736027277"
"34","NFYA","TRMT6","0.500046395819922"
"35","NFYA","SLC7A8","0.104334208295772"
"36","NFYA","HNRNPC","0.702935086389836"
"37","NFYA","POLRMT","0.047497101805531"
"38","NFYA","CENPM","0.203740311321008"
"39","NFYA","SUN2","0.320153303858719"
"40","NFYA","MCM5","0.395730253528471"
"41","NFYA","CDKN3","0.371421116133511"
"42","NFYA","GSTZ1","-0.238647795886286"
"43","NFYA","VRK1","0.481067632109783"
"44","NFYA","PABPN1","0.436994522281447"
"45","NFYA","DCAF11","0.122669213658918"
"46","NFYA","FAM83D","0.47746446996831"
"47","NFYA","SUV39H1","0.248661614614202"
"48","NFYA","PQBP1","0.105659735329256"
"49","NFYA","CDK16","0.472847170442122"
"50","NFYA","CENPI","0.47707636051945"
"51","NFYA","NUP93","0.273727040302148"
