"","from","to"
"941","MYC","LEF1"
"942","CCND1","TCF7"
"943","SMAD4","TCF7"
"944","MYC","TCF7"
"945","TP53","TCF7L2"
"946","CCND1","TCF7L2"
"947","SMAD4","TCF7L2"
"948","MYC","TCF7L2"
"949","TP53","TCF7L1"
"950","CCND1","TCF7L1"
"951","SMAD4","TCF7L1"
"952","MYC","TCF7L1"
"953","LEF1","TCF7L1"
"954","TP53","RUVBL1"
"955","LEF1","RUVBL1"
"956","TCF7","RUVBL1"
"957","TCF7L2","RUVBL1"
"958","TCF7L1","RUVBL1"
"959","GSK3B","CSNK1A1L"
"960","TP53","CSNK1A1"
"961","ELK1","CSNK1A1"
"962","GSK3B","APC2"
"963","LEF1","APC2"
"964","TCF7","APC2"
"965","CSNK1A1L","APC2"
"966","AKT1","APC"
"967","PPP2R5A","APC"
"968","ELK1","APC"
"969","GSK3B","APC"
"970","DVL1","APC"
"971","DVL2","APC"
"972","DVL3","APC"
"973","MYC","APC"
"974","LEF1","APC"
"975","TCF7","APC"
"976","CSNK1A1L","APC"
"977","TGFA","NKD2"
"978","E2F4","NKD2"
"979","E2F5","NKD2"
"980","E2F1","NKD2"
"981","E2F2","NKD2"
"982","E2F3","NKD2"
"983","DVL1","NKD2"
"984","DVL2","NKD2"
"985","DVL3","NKD2"
"986","AKT3","CTNNB1"
"987","AKT1","CTNNB1"
"988","AKT2","CTNNB1"
"989","EGFR","CTNNB1"
"990","PIK3R1","CTNNB1"
"991","TP53","CTNNB1"
"992","CCND1","CTNNB1"
"993","RB1","CTNNB1"
"994","IGF1R","CTNNB1"
"995","MET","CTNNB1"
"996","TGFBR1","CTNNB1"
"997","TGFBR2","CTNNB1"
"998","SMAD4","CTNNB1"
"999","ROCK2","CTNNB1"
"1000","PLK1","CTNNB1"
"1001","GSK3B","CTNNB1"
"1002","E2F4","CTNNB1"
"1003","E2F5","CTNNB1"
"1004","E2F1","CTNNB1"
"1005","E2F2","CTNNB1"
"1006","E2F3","CTNNB1"
"1007","FZD10","CTNNB1"
"1008","FZD2","CTNNB1"
"1009","FZD5","CTNNB1"
"1010","FZD3","CTNNB1"
"1011","FZD1","CTNNB1"
"1012","FZD4","CTNNB1"
"1013","FZD6","CTNNB1"
"1014","FZD7","CTNNB1"
"1015","FZD8","CTNNB1"
"1016","FZD9","CTNNB1"
"1017","DVL1","CTNNB1"
"1018","DVL3","CTNNB1"
"1019","MYC","CTNNB1"
"1020","CDK6","CTNNB1"
"1021","LEF1","CTNNB1"
"1022","TCF7","CTNNB1"
"1023","TCF7L2","CTNNB1"
"1024","TCF7L1","CTNNB1"
"1025","RUVBL1","CTNNB1"
"1026","CSNK1A1L","CTNNB1"
"1027","CSNK1A1","CTNNB1"
"1028","APC2","CTNNB1"
"1029","APC","CTNNB1"
"1030","HDAC1","SFRP1"
"1031","WNT16","SFRP1"
"1032","MYC","SFRP1"
"1033","WNT16","SFRP5"
"1034","AKT1","SMAD2"
"1035","TP53","SMAD2"
"1036","CDKN1A","SMAD2"
"1037","CDK4","SMAD2"
"1038","MAPK1","SMAD2"
"1039","MAPK3","SMAD2"
"1040","PPP2R1A","SMAD2"
"1041","HGS","SMAD2"
"1042","RAN","SMAD2"
"1043","TGFB1","SMAD2"
"1044","TGFB2","SMAD2"
"1045","TGFB3","SMAD2"
"1046","TGFBR1","SMAD2"
"1047","TGFBR2","SMAD2"
"1048","SMAD4","SMAD2"
"1049","TSC2","SMAD2"
"1050","E2F4","SMAD2"
"1051","E2F5","SMAD2"
"1052","HDAC1","SMAD2"
"1053","DYNC1H1","SMAD2"
"1054","DVL1","SMAD2"
"1055","MYC","SMAD2"
"1056","LEF1","SMAD2"
"1057","CTNNB1","SMAD2"
"1058","AKT1","SMAD3"
"1059","BCL2L1","SMAD3"
"1060","TP53","SMAD3"
"1061","CDKN1A","SMAD3"
"1062","CDK4","SMAD3"
"1063","MAPK1","SMAD3"
"1064","MAPK3","SMAD3"
"1065","PPP2R1A","SMAD3"
"1066","HGS","SMAD3"
"1067","BRCA2","SMAD3"
"1068","GADD45B","SMAD3"
"1069","TGFB1","SMAD3"
"1070","TGFB2","SMAD3"
"1071","TGFB3","SMAD3"
"1072","TGFBR1","SMAD3"
"1073","TGFBR2","SMAD3"
"1074","SMAD4","SMAD3"
"1075","TSC2","SMAD3"
"1076","E2F4","SMAD3"
"1077","E2F5","SMAD3"
"1078","DVL1","SMAD3"
"1079","FOS","SMAD3"
"1080","MYC","SMAD3"
"1081","LEF1","SMAD3"
"1082","CTNNB1","SMAD3"
"1083","SMAD2","SMAD3"
"1084","IGF1","DCN"
"1085","TGFB1","DCN"
"1086","ELK1","PARD3"
"1087","SMAD4","PARD3"
"1088","GSK3B","PARD3"
"1089","E2F4","PARD3"
"1090","E2F5","PARD3"
"1091","E2F1","PARD3"
"1092","E2F2","PARD3"
"1093","E2F3","PARD3"
"1094","SMAD2","PARD3"
"1095","SMAD3","PARD3"
"1096","SHC2","FYN"
"1097","PIK3CA","FYN"
"1098","RAC1","FYN"
"1099","FCER1A","FYN"
"1100","PTK2","FYN"
"1101","CTNNB1","FYN"
"1102","TP53","FRMD6"
"1103","ELK1","ACTB"
"1104","ENAH","ACTB"
"1105","SMAD3","ACTB"
"1106","ELK1","ACTG1"
"1107","E2F4","ACTG1"
"1108","MYC","ACTG1"
"1109","PRKAG2","BMP8A"
"1110","E2F4","RASSF4"
"1111","E2F5","RASSF4"
"1112","E2F1","RASSF4"
"1113","E2F2","RASSF4"
"1114","E2F3","RASSF4"
"1115","PIP4K2B","PTEN"
"1116","TP53","PTEN"
"1117","ROCK2","PTEN"
"1118","PTK2","PTEN"
"1119","MYC","PTEN"
"1120","PIK3CA","PECAM1"
"1121","CTNNB1","PECAM1"
"1122","TP53","CSNK2A1"
"1123","HDAC1","CSNK2A1"
"1124","HDAC2","CSNK2A1"
"1125","FOS","CSNK2A1"
"1126","MYC","CSNK2A1"
"1127","TCF7L2","CSNK2A1"
"1128","CTNNB1","CSNK2A1"
"1129","PTEN","CSNK2A1"
"1130","RAC1","WASF2"
"1131","FOS","WASF2"
"1132","ACTB","WASF2"
"1133","ACTB","ARPC1A"
"1134","MYC","ACTR3C"
"1135","ACTB","ACTR3C"
"1136","LEF1","AXIN1"
"1137","TCF7","AXIN1"
"1138","TCF7L2","AXIN1"
"1139","TCF7L1","AXIN1"
"1140","CSNK1A1L","AXIN1"
"1141","CSNK1A1","AXIN1"
"1142","APC2","AXIN1"
"1143","APC","AXIN1"
"1144","CTNNB1","AXIN1"
"1145","SMAD2","AXIN1"
"1146","SMAD3","AXIN1"
"1147","TP53","AXIN2"
"1148","MYC","AXIN2"
"1149","LEF1","AXIN2"
"1150","TCF7","AXIN2"
"1151","CSNK1A1L","AXIN2"
"1152","APC2","AXIN2"
"1153","APC","AXIN2"
"1154","CTNNB1","AXIN2"
"1155","SMAD3","AXIN2"
"1156","PIK3CA","ITGA2"
"1157","PTK2","ITGA2"
"1158","FOS","ITGA2"
"1159","ACTB","ITGA2"
"1160","MYC","HLA-A"
"1161","MYC","HLA-B"
"1162","MYC","HLA-C"
"1163","HLA-A","HLA-C"
"1164","TP53","PKN1"
"1165","E2F1","CTNNA1"
"1166","FOS","CTNNA1"
"1167","CTNNB1","CTNNA1"
"1168","ACTB","CTNNA1"
"1169","ACTG1","CTNNA1"
"1170","PIK3CA","GNB1"
"1171","MAPK1","GNB1"
"1172","RAC1","GNB1"
"1173","PLCB1","GNB1"
"1174","FOS","KDM3B"
"1175","HRAS","CAMK2B"
"1176","MAPK1","CAMK2B"
"1177","E2F4","CAMK2B"
"1178","E2F5","CAMK2B"
"1179","E2F1","CAMK2B"
"1180","E2F2","CAMK2B"
"1181","E2F3","CAMK2B"
"1182","AKT3","C7"
"1183","AKT3","C8A"
"1184","AKT3","C8B"
"1185","UGT2B15","ESR1"
"1186","CAD","ESR1"
"1187","TYMS","ESR1"
"1188","DUT","ESR1"
"1189","CYP2C19","ESR1"
"1190","TGFA","ESR1"
"1191","SOS1","ESR1"
"1192","GRB2","ESR1"
"1193","SHC1","ESR1"
"1194","AKT1","ESR1"
"1195","AKT2","ESR1"
"1196","IGF1","ESR1"
"1197","EGFR","ESR1"
"1198","PIK3CA","ESR1"
"1199","PIK3R1","ESR1"
"1200","PIK3R3","ESR1"
"1201","MAPK10","ESR1"
"1202","TP53","ESR1"
"1203","CDKN1A","ESR1"
"1204","CCND1","ESR1"
"1205","CDK4","ESR1"
"1206","IGF1R","ESR1"
"1207","MAPK1","ESR1"
"1208","MAPK3","ESR1"
"1209","BRCA2","ESR1"
"1210","GADD45G","ESR1"
"1211","GADD45A","ESR1"
"1212","GADD45B","ESR1"
"1213","PLCG1","ESR1"
"1214","SMAD4","ESR1"
"1215","TSC2","ESR1"
"1216","CDC25B","ESR1"
"1217","CCNA2","ESR1"
"1218","CDK7","ESR1"
"1219","E2F1","ESR1"
"1220","HDAC1","ESR1"
"1221","RPS6KA3","ESR1"
"1222","WNT7A","ESR1"
"1223","WNT11","ESR1"
"1224","WNT10A","ESR1"
"1225","HSP90AA1","ESR1"
"1226","HSP90AB1","ESR1"
"1227","FOS","ESR1"
"1228","MYC","ESR1"
"1229","LEF1","ESR1"
"1230","CTNNB1","ESR1"
"1231","SMAD2","ESR1"
"1232","SMAD3","ESR1"
"1233","PARD3","ESR1"
"1234","ITGA2","ESR1"
"1235","CDKN2C","WDR5"
"1236","MYC","WDR5"
"1237","CDKN2C","RBBP5"
"1238","RB1","RBBP5"
"1239","LCAT","APOA1"
"1240","ESR1","APOA1"
"1241","E2F1","KEAP1"
"1242","MYC","KEAP1"
"1243","PDE7A","ATF2"
"1244","ALDH6A1","ATF2"
"1245","PIP4K2B","ATF2"
"1246","PCYT1A","ATF2"
"1247","IMPDH2","ATF2"
"1248","SHC3","ATF2"
"1249","MAP2K1","ATF2"
"1250","CDKN1A","ATF2"
"1251","CCND1","ATF2"
"1252","RB1","ATF2"
"1253","DUSP1","ATF2"
"1254","TGFB2","ATF2"
"1255","MAPKAPK5","ATF2"
"1256","EPHA2","ATF2"
"1257","PLCG1","ATF2"
"1258","CD14","ATF2"
"1259","HOMER1","ATF2"
"1260","SMAD4","ATF2"
"1261","YWHAZ","ATF2"
"1262","CCNA2","ATF2"
"1263","WNT2","ATF2"
"1264","WNT11","ATF2"
"1265","WNT10A","ATF2"
"1266","LRP6","ATF2"
"1267","HSP90AB1","ATF2"
"1268","PRKAG2","ATF2"
"1269","ELAVL1","ATF2"
"1270","FOS","ATF2"
"1271","CSNK1A1","ATF2"
"1272","CTNNB1","ATF2"
"1273","SMAD3","ATF2"
"1274","CSNK2A1","ATF2"
"1275","CCND1","CREB3L4"
"1276","GSK3B","CREB3L4"
"1277","E2F1","CREB3L4"
"1278","MYC","CREB3L4"
"1279","CCND1","CREB3L2"
"1280","ATF2","CREB3L2"
"1281","ELK1","ARF1"
"1282","MYC","ARF1"
"1283","WASF2","ARF1"
"1284","ATF2","ARF1"
"1285","ACTB","MYO1B"
"1286","TP53","MYO10"
"1287","ACTB","MYO10"
"1288","ELK1","RALA"
"1289","RGL1","RALA"
"1290","RALGAPB","RALA"
"1291","SMAD4","RALA"
"1292","EXOC2","RALA"
"1293","TP53","AHNAK"
"1294","ACTB","AHNAK"
"1295","AKT3","RHOB"
"1296","HDAC1","RHOB"
"1297","PRKCB","FCGR3B"
"1298","PRKCB","FCGR2C"
"1299","TP53","LAMA4"
"1300","FOS","LAMC1"
"1301","MYC","LAMC1"
"1302","SMAD3","LAMC1"
"1303","FOS","CLEC4M"
"1304","TP53","TERT"
"1305","E2F4","TERT"
"1306","E2F1","TERT"
"1307","HDAC1","TERT"
"1308","MYC","TERT"
"1309","TCF7","TERT"
"1310","RUVBL1","TERT"
"1311","CTNNB1","TERT"
"1312","SMAD3","TERT"
"1313","ESR1","TERT"
"1314","EGFR","ATP6V1F"
"1315","MYC","ATP6V1F"
"1316","E2F4","MAD2L1"
"1317","CDC20","MAD2L1"
"1318","MYC","MAD2L1"
"1319","PDE7A","ETS2"
"1320","KRAS","ETS2"
"1321","TP53","ETS2"
"1322","CDKN2A","ETS2"
"1323","CDKN1A","ETS2"
"1324","CCND1","ETS2"
"1325","MAPK1","ETS2"
"1326","MAPK3","ETS2"
"1327","TGFBR2","ETS2"
"1328","CDK1","ETS2"
"1329","CCNA2","ETS2"
"1330","FOS","ETS2"
"1331","MYC","ETS2"
"1332","TERT","ETS2"
"1333","E2F1","IRF3"
"1334","TLR4","IRF3"
"1335","MYC","IRF3"
"1336","PTK2","ITGA6"
"1337","MYC","ITGA6"
"1338","ACTB","ITGA6"
"1339","LAMB4","ITGA6"
"1340","LAMA2","ITGA6"
"1341","LAMA4","ITGA6"
"1342","LAMC1","ITGA6"
"1343","TP53","IGF2"
"1344","IGF1R","IGF2"
"1345","E2F4","IGF2"
"1346","E2F5","IGF2"
"1347","E2F1","IGF2"
"1348","E2F2","IGF2"
"1349","E2F3","IGF2"
"1350","HRAS","CCDC6"
"1351","E2F1","CCDC6"
"1352","MYC","CCDC6"
"1353","ESR1","CCDC6"
"1354","E2F4","CKS1B"
"1355","FOS","CKS1B"
"1356","MYC","CKS1B"
"1357","E2F4","CKS2"
"1358","MYC","CKS2"
"1359","SDHB","NFE2L2"
"1360","CAT","NFE2L2"
"1361","GSTA1","NFE2L2"
"1362","DUSP1","NFE2L2"
"1363","MYC","NFE2L2"
"1364","PRKCD","NFE2L2"
"1365","KEAP1","NFE2L2"
"1366","MAPK1","SDC1"
"1367","E2F4","SDC1"
"1368","E2F5","SDC1"
"1369","E2F1","SDC1"
"1370","E2F2","SDC1"
"1371","E2F3","SDC1"
"1372","MYC","SDC1"
"1373","IGF2","GPC3"
"1374","HRAS","CAMK1"
"1375","TP53","CAMK1"
"1376","MAPK10","MECOM"
"1377","ELK1","MECOM"
"1378","HDAC1","MECOM"
"1379","HDAC2","MECOM"
"1380","SMAD3","MECOM"
"1381","CCND1","HEY1"
"1382","SMAD3","HEY1"
"1383","FOS","ARID1B"
"1384","ATF2","ARID1B"
"1385","TP53","ARID1A"
"1386","CDKN1A","ARID1A"
"1387","E2F4","ARID1A"
"1388","E2F5","ARID1A"
"1389","E2F1","ARID1A"
"1390","E2F2","ARID1A"
"1391","E2F3","ARID1A"
"1392","MYC","ARID1A"
"1393","SMAD3","ARID1A"
"1394","TP53","SMARCB1"
"1395","CDKN2A","SMARCB1"
"1396","RB1","SMARCB1"
"1397","E2F4","SMARCB1"
"1398","PPP1CC","SMARCB1"
"1399","FOS","SMARCB1"
"1400","MYC","SMARCB1"
"1401","ACTB","SMARCB1"
"1402","ACTG1","SMARCB1"
"1403","ARID1B","SMARCB1"
"1404","ARID1A","SMARCB1"
"1405","CCNE1","SMARCC1"
"1406","ESR1","SMARCC2"
"1407","FOS","SMARCA2"
"1408","ESR1","SMARCA2"
"1409","ATF2","SMARCA2"
"1410","ARID1B","SMARCA2"
"1411","CAD","SMARCA4"
"1412","TP53","SMARCA4"
"1413","CDKN2A","SMARCA4"
"1414","CDKN1A","SMARCA4"
"1415","CCND1","SMARCA4"
"1416","RB1","SMARCA4"
"1417","E2F4","SMARCA4"
"1418","E2F1","SMARCA4"
"1419","FOS","SMARCA4"
"1420","MYC","SMARCA4"
"1421","CCNE1","SMARCA4"
"1422","CTNNB1","SMARCA4"
"1423","ACTB","SMARCA4"
"1424","ESR1","SMARCA4"
"1425","ETS2","SMARCA4"
"1426","MECOM","SMARCA4"
"1427","ARID1B","SMARCA4"
"1428","ARID1A","SMARCA4"
"1429","SMARCB1","SMARCA4"
"1430","SMARCC1","SMARCA4"
"1431","E2F1","PHF10"
"1432","FOS","PHF10"
"1433","MYC","PHF10"
"1434","SMARCB1","PHF10"
"1435","SMARCB1","DPF1"
"1436","TP53","ACTL6B"
"1437","KDM3B","ACTL6B"
"1438","SMARCB1","ACTL6B"
"1439","SMARCA2","ACTL6B"
"1440","MYC","ACTL6A"
"1441","RUVBL1","ACTL6A"
"1442","SMARCB1","ACTL6A"
"1443","SMARCA2","ACTL6A"
"1444","SMARCA4","ACTL6A"
"1445","TP53","SMARCD1"
"1446","FOS","SMARCD1"
"1447","MYC","SMARCD1"
"1448","ATF2","SMARCD1"
"1449","SMARCB1","SMARCD1"
"1450","SMARCB1","SMARCD2"
"1451","CCNE1","SMARCD3"
"1452","ESR1","SMARCD3"
"1453","SMARCB1","SMARCD3"
"1454","SMARCC1","SMARCD3"
"1455","E2F4","SMARCE1"
"1456","E2F5","SMARCE1"
"1457","E2F1","SMARCE1"
"1458","E2F2","SMARCE1"
"1459","E2F3","SMARCE1"
"1460","ESR1","SMARCE1"
"1461","SMARCB1","SMARCE1"
"1462","SMARCA4","SMARCE1"
"1463","ACTB","ITGB8"
"1464","ESR1","ITGB8"
"1465","ATF2","ITGB8"
"1466","ACTB","ITGA9"
"1467","RAC1","ABL2"
"1468","MYC","ABL2"
"1469","TP53","AATF"
"1470","CDKN1A","AATF"
"1471","RB1","AATF"
"1472","MYC","AATF"
"1473","B4GALT3","ATF5"
"1474","PIP4K2B","ATF5"
"1475","PCYT1A","ATF5"
"1476","CYP2B6","ATF5"
"1477","SHC3","ATF5"
"1478","MAP2K1","ATF5"
"1479","DUSP1","ATF5"
"1480","HOMER1","ATF5"
"1481","E2F4","ATF5"
"1482","E2F5","ATF5"
"1483","E2F1","ATF5"
"1484","E2F2","ATF5"
"1485","E2F3","ATF5"
"1486","WNT2","ATF5"
"1487","WNT11","ATF5"
"1488","WNT10A","ATF5"
"1489","LRP6","ATF5"
"1490","ELAVL1","ATF5"
"1491","CSNK1A1","ATF5"
"1492","ARF1","ATF5"
"1493","SMARCD1","ATF5"
"1494","TP53","BARD1"
"1495","E2F4","BARD1"
"1496","MYC","BARD1"
"1497","ESR1","BARD1"
"1498","TP53","BDP1"
"1499","RB1","BDP1"
"1500","MYC","BDP1"
"1501","CSNK2A1","BDP1"
"1502","AKT1","BRCA1"
"1503","IGF1","BRCA1"
"1504","EGFR","BRCA1"
"1505","TP53","BRCA1"
"1506","CDKN1A","BRCA1"
"1507","CCND1","BRCA1"
"1508","CDK4","BRCA1"
"1509","RB1","BRCA1"
"1510","IGF1R","BRCA1"
"1511","BRCA2","BRCA1"
"1512","FANCD2","BRCA1"
"1513","ELK4","BRCA1"
"1514","ELK1","BRCA1"
"1515","GADD45A","BRCA1"
"1516","SMAD4","BRCA1"
"1517","CDK1","BRCA1"
"1518","PCNA","BRCA1"
"1519","CCNB1","BRCA1"
"1520","CCNA2","BRCA1"
"1521","CDK7","BRCA1"
"1522","E2F4","BRCA1"
"1523","E2F1","BRCA1"
"1524","HDAC1","BRCA1"
"1525","HDAC2","BRCA1"
"1526","FOS","BRCA1"
"1527","MYC","BRCA1"
"1528","SMAD2","BRCA1"
"1529","SMAD3","BRCA1"
"1530","CSNK2A1","BRCA1"
"1531","ESR1","BRCA1"
"1532","MAD2L1","BRCA1"
"1533","ETS2","BRCA1"
"1534","NFE2L2","BRCA1"
"1535","SMARCA2","BRCA1"
"1536","SMARCA4","BRCA1"
"1537","BARD1","BRCA1"
"1538","TP53","BRD7"
"1539","E2F4","BRD7"
"1540","E2F5","BRD7"
"1541","E2F1","BRD7"
"1542","E2F2","BRD7"
"1543","E2F3","BRD7"
"1544","DVL1","BRD7"
"1545","MYC","BRD7"
"1546","LAMA4","BRD7"
"1547","BARD1","BRD7"
"1548","ABL2","BTF3"
"1549","NAMPT","CLOCK"
"1550","FOS","CLOCK"
"1551","ESR1","CLOCK"
"1552","ALDH1B1","CTCF"
"1553","GALE","CTCF"
"1554","ACAT1","CTCF"
"1555","ASS1","CTCF"
"1556","PAPSS2","CTCF"
"1557","BBOX1","CTCF"
"1558","B4GALT3","CTCF"
"1559","LCAT","CTCF"
"1560","PEMT","CTCF"
"1561","GCH1","CTCF"
"1562","ALPL","CTCF"
"1563","CYP26A1","CTCF"
"1564","HSD17B6","CTCF"
"1565","GSTA5","CTCF"
"1566","GSTA1","CTCF"
"1567","GSTA2","CTCF"
"1568","GAB1","CTCF"
"1569","TGFA","CTCF"
"1570","SOS1","CTCF"
"1571","SHC4","CTCF"
"1572","BRAF","CTCF"
"1573","HRAS","CTCF"
"1574","HGF","CTCF"
"1575","BCL2L1","CTCF"
"1576","IGF1","CTCF"
"1577","PDGFD","CTCF"
"1578","PIK3CA","CTCF"
"1579","PIK3R1","CTCF"
"1580","TP53","CTCF"
"1581","CDKN2A","CTCF"
"1582","CCND1","CTCF"
"1583","BAD","CTCF"
"1584","PPP2CB","CTCF"
"1585","RAN","CTCF"
"1586","DUSP1","CTCF"
"1587","DUSP6","CTCF"
"1588","ELK4","CTCF"
"1589","GADD45G","CTCF"
"1590","GADD45B","CTCF"
"1591","TGFB1","CTCF"
"1592","TGFB2","CTCF"
"1593","FGFR4","CTCF"
"1594","GNA14","CTCF"
"1595","GDF5","CTCF"
"1596","PLCB1","CTCF"
"1597","PLCB2","CTCF"
"1598","PLCG1","CTCF"
"1599","CD14","CTCF"
"1600","SMAD4","CTCF"
"1601","DGKZ","CTCF"
"1602","AGTR1","CTCF"
"1603","TSC2","CTCF"
"1604","ORC1","CTCF"
"1605","PLK1","CTCF"
"1606","E2F4","CTCF"
"1607","E2F5","CTCF"
"1608","E2F1","CTCF"
"1609","E2F2","CTCF"
"1610","E2F3","CTCF"
"1611","IGFBP3","CTCF"
"1612","NEDD4L","CTCF"
"1613","DYNC1H1","CTCF"
"1614","WNT16","CTCF"
"1615","WNT4","CTCF"
"1616","WNT1","CTCF"
"1617","WNT3","CTCF"
"1618","WNT7A","CTCF"
"1619","WNT7B","CTCF"
"1620","WNT8A","CTCF"
"1621","WNT10B","CTCF"
"1622","WNT10A","CTCF"
"1623","WNT3A","CTCF"
"1624","FZD3","CTCF"
"1625","FZD4","CTCF"
"1626","HSP90AA1","CTCF"
"1627","PRKAG2","CTCF"
"1628","PRKAG1","CTCF"
"1629","MYC","CTCF"
"1630","CDK6","CTCF"
"1631","TCF7L1","CTCF"
"1632","APC2","CTCF"
"1633","APC","CTCF"
"1634","NKD2","CTCF"
"1635","SFRP1","CTCF"
"1636","SFRP5","CTCF"
"1637","SMAD3","CTCF"
"1638","PTEN","CTCF"
"1639","ACTR3C","CTCF"
"1640","PKN1","CTCF"
"1641","CTNNA1","CTCF"
"1642","KDM3B","CTCF"
"1643","CAMK2B","CTCF"
"1644","C7","CTCF"
"1645","C8B","CTCF"
"1646","WDR5","CTCF"
"1647","RBBP5","CTCF"
"1648","APOA1","CTCF"
"1649","MYO1B","CTCF"
"1650","RHOB","CTCF"
"1651","DYNLL1","CTCF"
"1652","LAMC1","CTCF"
"1653","CFI","CTCF"
"1654","TERT","CTCF"
"1655","ATP6V1F","CTCF"
"1656","MAD2L1","CTCF"
"1657","ETS2","CTCF"
"1658","IRF3","CTCF"
"1659","ITGA6","CTCF"
"1660","IGF2","CTCF"
"1661","CCDC6","CTCF"
"1662","CKS1B","CTCF"
"1663","SDC1","CTCF"
"1664","SMARCC2","CTCF"
"1665","DPF1","CTCF"
"1666","ITGA9","CTCF"
"1667","BRCA1","CTCF"
"1668","BRD7","CTCF"
"1669","CLOCK","CTCF"
"1670","SMAD4","DACH1"
"1671","FOS","DACH1"
"1672","SMAD3","DACH1"
"1673","MAT1A","DNMT1"
"1674","TP53","DNMT1"
"1675","CDKN2A","DNMT1"
"1676","RB1","DNMT1"
"1677","PCNA","DNMT1"
"1678","E2F4","DNMT1"
"1679","E2F5","DNMT1"
"1680","E2F1","DNMT1"
"1681","E2F2","DNMT1"
"1682","E2F3","DNMT1"
"1683","HDAC1","DNMT1"
"1684","HDAC2","DNMT1"
"1685","APC","DNMT1"
"1686","SFRP1","DNMT1"
"1687","SFRP5","DNMT1"
"1688","ESR1","DNMT1"
"1689","DYNLL1","DNMT1"
"1690","TERT","DNMT1"
"1691","CDKN2A","DNMT3A"
"1692","CDKN1A","DNMT3A"
"1693","RB1","DNMT3A"
"1694","HDAC1","DNMT3A"
"1695","IGFBP3","DNMT3A"
"1696","MYC","DNMT3A"
"1697","SFRP1","DNMT3A"
"1698","SFRP5","DNMT3A"
"1699","ESR1","DNMT3A"
"1700","DNMT1","DNMT3A"
"1701","CCND1","E2F8"
"1702","E2F1","E2F8"
"1703","AKT2","EBF1"
"1704","HRAS","EBF1"
"1705","PIK3R1","EBF1"
"1706","CDC20","EBF1"
"1707","RRAGC","EBF1"
"1708","DVL1","EBF1"
"1709","ATF2","EBF1"
"1710","AHNAK","EBF1"
"1711","FCGR2C","EBF1"
"1712","LAMC1","EBF1"
"1713","ATF5","EBF1"
"1714","CTCF","EBF1"
"1715","PDE7A","EGR1"
"1716","CAD","EGR1"
"1717","PCCA","EGR1"
"1718","SMS","EGR1"
"1719","B4GALT3","EGR1"
"1720","UGDH","EGR1"
"1721","UXS1","EGR1"
"1722","LPCAT1","EGR1"
"1723","PEMT","EGR1"
"1724","CAT","EGR1"
"1725","ALPL","EGR1"
"1726","GPHN","EGR1"
"1727","CYP2B6","EGR1"
"1728","GGPS1","EGR1"
"1729","GSTM4","EGR1"
"1730","MGST3","EGR1"
"1731","IMPDH2","EGR1"
"1732","SOS1","EGR1"
"1733","SOS2","EGR1"
"1734","GRB2","EGR1"
"1735","PRKCB","EGR1"
"1736","AKT1","EGR1"
"1737","AKT2","EGR1"
"1738","BRAF","EGR1"
"1739","HRAS","EGR1"
"1740","KRAS","EGR1"
"1741","EGFR","EGR1"
"1742","PIK3R1","EGR1"
"1743","TP53","EGR1"
"1744","CDKN2A","EGR1"
"1745","CDKN2C","EGR1"
"1746","CDKN1A","EGR1"
"1747","CCND1","EGR1"
"1748","CDK4","EGR1"
"1749","RB1","EGR1"
"1750","IGF1R","EGR1"
"1751","BAD","EGR1"
"1752","PDPK1","EGR1"
"1753","MAPK1","EGR1"
"1754","MAPK3","EGR1"
"1755","SMG7","EGR1"
"1756","PPP2R5A","EGR1"
"1757","RAN","EGR1"
"1758","FANCC","EGR1"
"1759","DUSP6","EGR1"
"1760","ELK1","EGR1"
"1761","GADD45B","EGR1"
"1762","TGFB1","EGR1"
"1763","RGL1","EGR1"
"1764","PLCG1","EGR1"
"1765","HOMER1","EGR1"
"1766","TGFBR1","EGR1"
"1767","TGFBR2","EGR1"
"1768","DGKZ","EGR1"
"1769","RHEB","EGR1"
"1770","DBF4","EGR1"
"1771","YWHAG","EGR1"
"1772","YWHAZ","EGR1"
"1773","E2F3","EGR1"
"1774","HDAC1","EGR1"
"1775","NEDD4L","EGR1"
"1776","SH3GLB2","EGR1"
"1777","RRAGC","EGR1"
"1778","WNT4","EGR1"
"1779","WNT1","EGR1"
"1780","WNT5A","EGR1"
"1781","WNT11","EGR1"
"1782","WNT2B","EGR1"
"1783","FZD5","EGR1"
"1784","FZD7","EGR1"
"1785","FZD9","EGR1"
"1786","DVL1","EGR1"
"1787","HSP90AA1","EGR1"
"1788","HSP90AB1","EGR1"
"1789","PTK2","EGR1"
"1790","PRKAG2","EGR1"
"1791","PRKAG1","EGR1"
"1792","FOS","EGR1"
"1793","CDK6","EGR1"
"1794","LEF1","EGR1"
"1795","RUVBL1","EGR1"
"1796","CSNK1A1","EGR1"
"1797","APC2","EGR1"
"1798","CTNNB1","EGR1"
"1799","SMAD3","EGR1"
"1800","FYN","EGR1"
"1801","FRMD6","EGR1"
"1802","ACTB","EGR1"
"1803","ACTG1","EGR1"
"1804","PTEN","EGR1"
"1805","PECAM1","EGR1"
"1806","CSNK2A1","EGR1"
"1807","ARPC1A","EGR1"
"1808","AXIN1","EGR1"
"1809","GNB1","EGR1"
"1810","CAMK2B","EGR1"
"1811","APOA1","EGR1"
"1812","KEAP1","EGR1"
"1813","HDAC6","EGR1"
"1814","ATF2","EGR1"
