"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"gene","NFYA","E2F2","BRCA1","ARID1B","TCF3","PTGS2","ACTL6B","SMARCA2","MET","GAB1","ATF2","PLCG1","FOSB","ELK1","SMARCA4","E2F5","MYC","TPMT","ANXA3","TP53","PIK3R1","SHC3","GMPS","SMAD3","CTNNB1","ATF5","FOS","GRB2","IMPDH2","FAF1","ARID2","MZT1","E2F4"
"TCGA-DD-A3A2-00"," 5.7838252"," 1.0986123"," 3.9512437"," 6.9716686"," 6.3350543"," 5.3132060"," 0.6931472"," 8.1037967"," 8.8408696"," 6.4150970"," 6.9565454"," 5.8916442"," 9.9460201"," 7.0299729"," 6.7878450"," 3.6888795"," 8.0192838"," 8.1878554"," 4.1108739"," 7.0175061"," 7.9280456"," 2.8332133"," 6.8585650"," 7.3517999"," 8.8397114"," 9.8141644","11.2907689"," 8.1847927"," 7.7731737"," 7.2034055"," 5.9788858"," 5.4205350"," 6.7833252"
"TCGA-DD-A39Z-00"," 5.877736"," 2.639057"," 4.007333"," 6.854355"," 6.018593"," 4.442651"," 0.000000"," 7.808729"," 8.133587"," 5.843544"," 6.922644"," 6.066108"," 8.014005"," 6.618739"," 6.997596"," 3.806662"," 6.916715"," 8.105609"," 4.753590"," 6.815640"," 8.151333"," 2.079442"," 6.740519"," 6.965080"," 8.488588","11.019547","10.554275"," 8.002360"," 7.349231"," 6.901737"," 5.823046"," 5.117994"," 6.386879"
"TCGA-FV-A3I0-00"," 6.047372"," 1.386294"," 3.688879"," 6.860664"," 6.282267"," 4.043051"," 1.098612"," 8.059276"," 8.328451"," 5.384495"," 6.867974"," 5.739793"," 8.265136"," 6.675823"," 7.096721"," 4.094345"," 8.412943"," 7.990238"," 4.969813"," 6.643790"," 8.125039"," 1.609438"," 6.812345"," 7.421776"," 8.877103","10.966179"," 9.571366"," 8.016978"," 7.329094"," 7.020191"," 5.648974"," 4.094345"," 6.487684"
"TCGA-DD-A39X-00"," 5.8833224"," 2.3025851"," 4.3694479"," 7.1869010"," 6.4504704"," 3.8501476"," 0.6931472"," 8.3375879"," 8.8520928"," 6.2402758"," 7.1800699"," 6.1484683"," 8.6192081"," 7.3721180"," 6.8221974"," 3.6109179"," 8.3167891"," 8.4274873"," 4.2341065"," 7.1831117"," 8.4902330"," 2.6390573"," 6.9334230"," 7.4265491"," 8.9432449","10.5710092","10.2239756"," 8.2807111"," 8.0595923"," 7.2703129"," 5.9763509"," 5.4161004"," 6.6682282"
"TCGA-BC-A10U-00"," 6.282267"," 2.397895"," 4.844187"," 7.145984"," 6.390241"," 6.285998"," 1.386294"," 8.173857"," 8.703507"," 6.159095"," 7.229839"," 6.115892"," 8.639588"," 6.680855"," 7.455298"," 4.454347"," 8.655737"," 8.146999"," 6.184149"," 6.825460"," 7.978654"," 2.079442"," 6.964136"," 7.755339"," 9.185023","10.456424"," 9.858542"," 8.084871"," 7.375256"," 7.000334"," 6.049733"," 4.804021"," 6.507278"
"TCGA-DD-A114-00","6.400257","4.532599","6.006353","7.455298","6.767343","5.587249","1.098612","8.489205","8.401109","6.633318","7.469084","7.218910","9.203517","7.121252","7.706163","4.382027","8.009031","8.326275","4.927254","7.498870","9.064042","3.433987","7.194437","7.409742","9.283312","9.990628","9.270683","8.637994","7.572503","7.259116","6.496775","5.455321","6.916715"
"TCGA-BC-A10Q-00"," 6.0753460"," 0.6931472"," 5.8141305"," 6.8297937"," 6.1862086"," 3.5553481"," 0.6931472"," 7.9455554"," 8.3397398"," 5.7333413"," 6.8885725"," 6.2085900"," 7.7807209"," 6.7369670"," 7.1082441"," 3.5835189"," 8.0876403"," 8.1817205"," 4.4543473"," 6.7878450"," 8.6448826"," 2.9957323"," 6.9697907"," 7.0228681"," 8.8420265","10.3432575"," 8.6956740"," 7.8781553"," 7.3427792"," 6.9957662"," 5.6629605"," 4.5643482"," 6.3868793"
"TCGA-DD-A1EL-00"," 6.428105"," 3.135494"," 6.131226"," 7.556951"," 6.794587"," 5.003946"," 1.609438"," 8.648397"," 8.434246"," 6.582025"," 7.429521"," 7.172425"," 7.630947"," 7.488294"," 7.577122"," 4.510860"," 8.860925"," 8.705000"," 5.342334"," 6.981935"," 9.464207"," 4.234107"," 7.266827"," 7.410347"," 9.278373","10.202851"," 8.753687"," 8.581669"," 7.751475"," 7.289611"," 6.552508"," 5.707110"," 6.977281"
"TCGA-BC-A10W-00"," 5.9687076"," 2.0794415"," 5.5373343"," 7.1284959"," 6.4150970"," 4.9416424"," 0.6931472"," 7.8853292"," 8.0255164"," 5.6347896"," 6.9047508"," 6.0890449"," 8.7220913"," 6.6945621"," 7.4054957"," 3.8286414"," 8.8487965"," 8.3705476"," 5.0172798"," 6.7638849"," 8.0614869"," 1.7917595"," 6.9295168"," 7.1115121"," 8.6480460","10.5070109"," 8.5784764"," 8.2214789"," 7.4552985"," 6.9754139"," 5.6594822"," 5.2094862"," 6.4101749"
"TCGA-DD-A39W-00"," 5.902633"," 1.609438"," 5.493061"," 7.282761"," 6.238325"," 4.882802"," 1.791759"," 8.917311"," 8.725020"," 6.527958"," 7.134891"," 6.668228"," 9.601504"," 7.123673"," 7.212294"," 3.555348"," 7.318540"," 8.365207"," 4.430817"," 7.068172"," 9.273503"," 2.079442"," 6.975414"," 7.100852"," 9.190648","11.048936","10.454812"," 8.322880"," 7.687080"," 7.307202"," 6.152733"," 5.153292"," 6.597146"
"TCGA-G3-A3CH-00"," 6.100319"," 2.079442"," 5.627621"," 7.026427"," 6.248043"," 4.174387"," 0.000000"," 8.242493"," 8.125039"," 5.996452"," 7.110696"," 6.791221"," 6.775366"," 6.859615"," 7.076654"," 3.637586"," 5.789960"," 8.186186"," 4.644391"," 6.480045"," 9.226804"," 1.945910"," 6.826545"," 6.683361"," 8.618666","10.064713"," 8.439015"," 8.210396"," 7.211557"," 6.909753"," 5.880533"," 5.303305"," 6.612041"
"TCGA-BC-A10X-00"," 6.612041"," 1.386294"," 6.396930"," 7.528869"," 6.343880"," 5.176150"," 1.386294"," 8.916506"," 8.842749"," 6.875232"," 7.699842"," 6.690842"," 9.186969"," 6.677083"," 7.438384"," 4.442651"," 7.593878"," 8.739376"," 5.262690"," 7.139660"," 9.658418"," 2.639057"," 7.321850"," 7.178545"," 9.457357","11.463262","10.896795"," 8.419580"," 7.652071"," 7.471932"," 6.630683"," 5.710427"," 6.654153"
"TCGA-DD-A3A3-00","5.8348107","1.0986123","3.6635616","6.6631327","5.9135030","4.6634391","0.6931472","7.6058900","8.1820001","5.4249500","6.5453497","6.0161572","8.3226371","6.7165948","6.8341087","3.6375862","8.6452345","7.6643466","4.6051702","6.4297195","7.8454160","1.6094379","6.8564620","6.6187390","8.6294499","9.2475398","9.8215723","8.0690293","7.3993981","7.0850643","5.2574954","5.0937502","6.7214257"
"TCGA-DD-A11A-00","6.517671","3.526361","4.700480","7.553287","6.470800","5.375278","1.386294","8.390268","8.729882","6.234411","7.504392","6.632002","7.944137","7.297091","7.644441","4.875197","9.142811","8.194506","4.672829","7.299797","8.183118","3.091042","7.406711","7.685244","9.206533","9.698736","9.876425","8.562358","7.337588","7.371489","6.342121","5.313206","6.935370"
"TCGA-ES-A2HT-00","6.7238324","3.7612001","5.1532916","7.2710085","6.8384052","4.9767337","0.6931472","8.0368968","8.3366301","6.1506028","7.2247534","6.8679744","7.6755460","7.1966866","7.7735945","4.9416424","8.2674490","8.3610071","5.2364420","7.5207764","8.5291218","2.9957323","7.2855065","7.5647570","9.1850226","8.9564798","9.5588118","8.5135867","7.7977020","7.2348984","6.3868793","5.6937321","7.1754897"
"TCGA-DD-A116-00"," 6.263398"," 3.401197"," 4.912655"," 7.068172"," 6.364751"," 4.634729"," 1.386294"," 8.244859"," 8.300777"," 6.302619"," 7.063904"," 6.816736"," 7.296413"," 7.061334"," 7.086738"," 4.219508"," 7.541683"," 8.417152"," 4.406719"," 6.792344"," 8.975883"," 2.772589"," 6.745236"," 7.192182"," 8.814182","10.204925"," 9.965476"," 8.151622"," 7.716906"," 6.971669"," 5.983936"," 5.273000"," 6.573680"
"TCGA-DD-A3A4-00"," 6.415097"," 3.091042"," 6.163315"," 7.296413"," 6.960348"," 4.969813"," 0.000000"," 8.191463"," 8.146130"," 6.156979"," 7.252762"," 6.967909"," 6.899723"," 7.421776"," 7.814803"," 4.477337"," 8.495356"," 8.383890"," 4.605170"," 7.847763"," 8.233769"," 2.772589"," 7.423568"," 7.490529"," 9.070618","11.492049"," 8.041735"," 8.607034"," 8.586159"," 7.242082"," 6.230481"," 5.424950"," 7.375256"
"TCGA-EP-A26S-00"," 6.182085"," 1.791759"," 4.553877"," 6.859615"," 6.184149"," 6.995766"," 1.609438"," 8.287528"," 8.385945"," 6.308098"," 7.232010"," 6.300786","10.272496"," 7.380256"," 6.964136"," 3.737670"," 6.996681"," 8.248006"," 4.624973"," 6.846943"," 8.817298"," 2.484907"," 6.898715"," 6.884487"," 8.947546","10.621620","11.115533"," 8.300280"," 7.923348"," 7.268223"," 6.001415"," 5.087596"," 6.598509"
"TCGA-DD-A3A5-00"," 5.673323"," 1.945910"," 4.997212"," 6.748760"," 5.971262"," 3.688879"," 1.098612"," 7.928406"," 8.111628"," 5.488938"," 6.820016"," 5.252273"," 9.326433"," 6.888572"," 6.914731"," 4.110874"," 8.374477"," 8.215818"," 4.290459"," 6.591674"," 8.314832"," 2.079442"," 6.688355"," 6.781058"," 8.628556","10.952664","10.389303"," 8.020928"," 7.188413"," 6.848005"," 5.398163"," 4.762174"," 6.220590"
"TCGA-DD-A39V-00"," 5.707110"," 1.791759"," 5.003946"," 6.729824"," 6.144186"," 4.143135"," 1.945910"," 8.009031"," 7.740664"," 5.568345"," 6.915723"," 6.434547"," 7.450661"," 6.629363"," 7.014814"," 3.891820"," 7.551712"," 7.911691"," 4.343805"," 6.591674"," 8.021585"," 1.098612"," 6.656727"," 6.614726"," 8.689801","10.939817"," 8.656607"," 7.970395"," 7.273786"," 6.916715"," 5.476464"," 5.010635"," 6.432940"
"TCGA-DD-A1EE-00","5.8721178","1.9459101","4.1431347","6.9641356","6.3044488","3.5553481","0.0000000","7.7873820","7.8913308","5.8493248","6.7475865","6.3189681","5.9763509","6.7511015","7.0967214","3.9889840","7.1623975","7.6415644","4.8828019","6.6214057","8.1958854","0.6931472","6.4907235","6.6567265","8.5665546","9.0956027","7.0673198","7.8716927","7.0690234","6.6644090","5.8260001","4.8121844","6.3350543"
"TCGA-BC-A216-00"," 6.107023"," 3.688879"," 5.545177"," 6.988413"," 6.224558"," 4.634729"," 0.000000"," 7.875879"," 7.908387"," 5.953243"," 7.104144"," 6.251904"," 7.701200"," 6.751101"," 7.151485"," 4.406719"," 7.948032"," 8.208219"," 4.875197"," 6.626718"," 8.749891"," 2.197225"," 6.846943"," 6.655440"," 8.620291","11.038239","10.572214"," 8.179200"," 7.226209"," 7.019297"," 5.846439"," 5.594711"," 6.447306"
"TCGA-DD-A119-00"," 5.857933"," 2.079442"," 5.525453"," 7.169350"," 6.025866"," 4.418841"," 1.098612"," 8.487558"," 8.455531"," 6.287859"," 7.145984"," 6.654153"," 8.321178"," 6.796824"," 7.443664"," 4.343805"," 8.310661"," 8.305237"," 4.584967"," 6.909753"," 8.886824"," 1.945910"," 7.122867"," 6.787845"," 9.111514","10.706341"," 8.684401"," 8.286017"," 6.955593"," 7.307202"," 6.098074"," 5.010635"," 6.306275"
"TCGA-DD-A3A8-00"," 5.6021188"," 1.9459101"," 4.6728288"," 6.2441669"," 5.8435444"," 3.2958369"," 0.6931472"," 8.0551577"," 7.7406644"," 5.1761497"," 6.1612073"," 6.5191473"," 8.4372838"," 6.9994225"," 7.0749632"," 3.3672958"," 6.9097533"," 7.1678092"," 3.9702919"," 6.5510803"," 7.7566233"," 1.7917595"," 6.5916737"," 6.6970342"," 8.4303273","10.1899814"," 8.9117996"," 8.1385647"," 7.4944302"," 6.9546389"," 5.2983174"," 4.4659081"," 6.2785214"
"TCGA-DD-A3A6-00"," 5.1119878"," 1.0986123"," 4.1108739"," 6.0591232"," 5.6094718"," 2.9444390"," 0.0000000"," 7.4645098"," 7.6211952"," 4.9126549"," 6.1268692"," 4.8040210"," 8.3214216"," 6.0567840"," 6.4425402"," 3.0910425"," 7.0613344"," 7.7523352"," 4.2046926"," 6.4167323"," 7.5443321"," 0.6931472"," 6.0520892"," 6.1590954"," 7.9655456","10.8480547"," 9.4762369"," 7.6558640"," 7.1884127"," 6.4150970"," 5.2678582"," 4.7957905"," 5.8230459"
"TCGA-DD-A1EC-00"," 6.030685"," 2.772589"," 5.123964"," 7.507141"," 6.304449"," 5.318120"," 1.791759"," 8.590072"," 8.722254"," 6.458338"," 7.139660"," 6.530878"," 9.517825"," 7.201916"," 7.297768"," 3.912023"," 8.377701"," 8.104099"," 4.736198"," 6.962243"," 8.946896"," 2.197225"," 7.188413"," 7.254178"," 9.078522","10.621888"," 9.935567"," 8.292549"," 7.297091"," 7.211557"," 6.371612"," 5.153292"," 6.575076"
"TCGA-DD-A11C-00"," 5.433722"," 2.197225"," 4.653960"," 6.516193"," 5.525453"," 3.806662"," 1.386294"," 7.529943"," 7.353082"," 5.480639"," 6.295266"," 5.908083"," 7.446001"," 6.161207"," 6.434547"," 3.526361"," 6.030685"," 7.393263"," 3.178054"," 5.978886"," 8.595080"," 2.397895"," 6.008813"," 6.304449"," 8.176110","10.469426"," 8.620291"," 7.404279"," 6.591674"," 6.198479"," 5.416100"," 4.317488"," 5.762051"
"TCGA-FV-A23B-00"," 6.634633"," 3.465736"," 5.318120"," 7.642044"," 6.861711"," 6.885510"," 2.302585"," 8.563504"," 8.472405"," 6.670766"," 7.360740"," 7.229839","10.397696"," 7.129298"," 7.463937"," 4.356709"," 8.270781"," 8.421783"," 5.241747"," 7.175490"," 8.586346"," 3.688879"," 7.051856"," 7.711549"," 9.217812"," 9.890504","11.064511"," 8.467372"," 8.065265"," 7.135687"," 6.580639"," 5.521461"," 7.023759"
"TCGA-BC-A110-00"," 6.293419"," 0.000000"," 5.278115"," 6.852243"," 6.030685"," 4.543295"," 2.079442"," 7.873217"," 8.173575"," 5.433722"," 7.145984"," 6.131226"," 7.321189"," 6.836259"," 7.169350"," 4.110874"," 8.060540"," 8.193124"," 4.744932"," 6.765039"," 8.131237"," 3.044522"," 7.147559"," 7.338888"," 8.844913","10.687343"," 8.944159"," 8.214465"," 7.345365"," 7.203406"," 5.897154"," 4.795791"," 7.083388"
"TCGA-FV-A3I1-00"," 6.120297"," 2.079442"," 4.406719"," 7.210818"," 6.391917"," 4.779123"," 1.609438"," 8.151045"," 8.550241"," 6.291569"," 6.953684"," 6.253829"," 8.031710"," 6.979145"," 6.963190"," 3.637586"," 5.814131"," 8.061487"," 3.951244"," 6.923629"," 8.228978"," 2.397895"," 6.729824"," 7.260523"," 8.750683","10.332051","10.438401"," 8.117014"," 7.404279"," 6.841615"," 6.167516"," 5.075174"," 6.598509"
"TCGA-DD-A1EB-00"," 6.142037"," 2.079442"," 6.224558"," 7.597898"," 6.505784"," 5.476464"," 1.386294"," 8.673342"," 8.774622"," 6.642487"," 7.536897"," 6.761573"," 9.049350"," 7.364547"," 7.379008"," 3.951244"," 8.443116"," 8.541886"," 4.912655"," 7.154615"," 9.352794"," 2.484907"," 7.141245"," 7.138867"," 9.304195","11.037547","10.868035"," 8.452548"," 7.617760"," 7.375882"," 6.538140"," 5.525453"," 6.775366"
"TCGA-BC-A10Z-00"," 6.656727"," 2.833213"," 3.713572"," 7.109062"," 6.944087"," 6.579251"," 0.000000"," 7.875119"," 8.451053"," 5.749393"," 7.147559"," 6.285998"," 9.015906"," 6.741701"," 7.606387"," 4.736198"," 8.615227"," 8.216899"," 6.317165"," 7.415777"," 7.362645"," 2.564949"," 7.305188"," 7.873978"," 8.943637","10.831529"," 9.788469"," 8.195334"," 7.952615"," 7.275865"," 6.131226"," 5.525453"," 7.150701"
"TCGA-DD-A118-00","5.568345","2.302585","5.068904","6.655440","5.899897","2.564949","1.098612","7.676474","7.819636","5.375278","6.976348","5.568345","7.026427","6.815640","6.426488","4.043051","7.018402","7.979681","4.290459","6.091310","8.522579","1.791759","6.539586","6.284134","8.474494","9.991040","6.587550","7.715570","6.827629","6.656727","5.476464","5.068904","6.169611"
"TCGA-DD-A1EJ-00"," 6.522093"," 2.890372"," 5.099866"," 7.700295"," 6.633318"," 6.228511"," 1.791759"," 8.458928"," 8.787220"," 6.434547"," 7.611348"," 6.507278"," 9.384546"," 7.340187"," 7.542213"," 4.290459"," 9.562827"," 8.691819"," 4.770685"," 7.377759"," 8.550821"," 2.890372"," 7.440734"," 7.331715"," 9.284055","11.692142","10.829194"," 8.512583"," 7.966587"," 7.546446"," 6.599870"," 5.765191"," 7.057037"
"TCGA-BC-A10Y-00","6.480045","2.197225","4.919981","7.629004","6.519147","4.442651","1.386294","8.442254","9.019059","6.545350","7.248504","6.753438","9.833226","7.242798","7.364547","4.304065","8.461680","8.074649","5.003946","7.289611","8.449771","2.772589","7.114769","7.371489","9.199987","9.315331","8.891649","8.282736","7.695303","7.396949","6.708084","5.176150","6.913737"
"TCGA-DD-A1EG-00","6.0544393","2.1972246","4.4998097","6.8023948","6.4101749","4.9416424","0.6931472","7.8590270","8.2832414","5.5606816","6.7464121","6.1398846","7.6774004","6.6066502","7.0518556","3.6375862","8.3471164","8.2679623","5.6524892","6.9353704","8.2960476","2.4849066","6.5957805","7.3145528","8.6026367","9.5688536","9.3059232","8.0317104","7.2108185","6.9874902","5.7868974","4.8978398","6.9304948"
"TCGA-DD-A1EI-00"," 6.302619"," 2.944439"," 6.350886"," 7.513709"," 6.559615"," 4.836282"," 1.791759"," 8.677099"," 8.544225"," 6.761573"," 7.410347"," 7.393263"," 8.468003"," 7.113956"," 7.786552"," 4.330733"," 7.702104"," 8.440528"," 4.912655"," 7.104144"," 9.146868"," 2.484907"," 7.419381"," 7.439559"," 9.239316","10.862110"," 8.552367"," 8.401109"," 7.914618"," 7.418181"," 6.408529"," 5.081404"," 6.715383"
"TCGA-BD-A2L6-00","6.628041","3.555348","4.905275","7.599902","7.016610","5.602119","0.000000","8.448057","8.273592","6.461468","7.239215","7.789040","9.748236","7.293698","7.591862","4.770685","8.405367","8.307706","5.411646","7.457609","8.233238","3.135494","7.153052","7.591357","9.088850","9.496421","9.872461","8.897956","7.867106","7.291656","6.572283","5.852202","7.374629"
"TCGA-BC-A10R-00"," 6.169611"," 1.945910"," 5.429346"," 7.254885"," 6.679599"," 4.406719"," 0.000000"," 8.219326"," 8.981933"," 5.913503"," 7.266129"," 6.436150"," 8.023880"," 7.203406"," 7.404279"," 4.204693"," 8.446771"," 8.261526"," 4.852030"," 6.952729"," 8.333991"," 2.708050"," 7.315218"," 7.801800"," 9.117786","10.917467"," 9.310095"," 8.450198"," 7.422374"," 7.186901"," 5.981414"," 4.762174"," 6.942157"
"TCGA-DD-A11B-00"," 5.463832"," 2.197225"," 4.770685"," 6.679599"," 5.986452"," 4.875197"," 0.000000"," 7.943428"," 7.768533"," 5.846439"," 6.532334"," 6.255750"," 8.180881"," 6.598509"," 6.969791"," 3.367296"," 6.775366"," 7.395722"," 4.418841"," 6.383507"," 8.261010"," 2.639057"," 6.234411"," 6.609349"," 8.588024","10.374522"," 8.544225"," 7.798933"," 7.061334"," 6.502790"," 5.594711"," 4.770685"," 6.028279"
"TCGA-DD-A11D-00"," 6.196444"," 2.197225"," 5.327876"," 7.148346"," 6.393591"," 5.497168"," 1.609438"," 8.209036"," 8.092851"," 6.084499"," 7.183112"," 6.366470"," 9.514363"," 6.461468"," 7.429521"," 4.060443"," 7.688913"," 8.226573"," 4.644391"," 6.882437"," 8.644002"," 2.708050"," 7.010312"," 7.410952"," 8.912743","10.807301","10.019847"," 8.171034"," 7.237778"," 7.116394"," 5.897154"," 4.890349"," 6.663133"
"TCGA-FV-A3R2-00"," 6.251904"," 2.639057"," 4.127134"," 6.980076"," 6.539586"," 4.941642"," 0.000000"," 7.893945"," 8.219865"," 5.869297"," 6.813445"," 6.660575"," 8.982687"," 7.252054"," 7.232733"," 4.143135"," 7.239215"," 8.000685"," 5.049856"," 6.932448"," 8.147867"," 2.708050"," 6.916715"," 7.099202"," 8.719317"," 9.975901","10.082094"," 8.253488"," 7.723120"," 7.292337"," 5.802118"," 5.017280"," 6.818924"
"TCGA-DD-A3A1-00","5.0998664","2.3978953","3.7612001","6.2324480","6.0378709","4.4886364","0.6931472","7.0791844","7.6207051","5.4510385","6.0330862","5.7203118","8.2692445","6.1420374","7.0112140","2.8903718","8.2702691","7.5714736","4.3307333","6.1737861","7.0103119","2.3025851","6.0730445","6.2747620","8.0067008","9.9945159","9.0258164","7.8819375","7.8830694","6.9574974","4.9904326","4.7361984","6.3868793"
"TCGA-EP-A12J-00","5.620401","3.044522","5.214936","6.957497","6.163315","4.454347","0.000000","7.852439","7.703910","6.049733","6.669498","6.298949","6.860664","6.517671","7.275865","3.496508","6.056784","7.833600","4.077537","6.711740","8.655911","2.772589","6.575076","6.612041","8.588583","9.300547","8.411166","7.948385","6.792344","6.796824","5.686975","4.595120","6.159095"
"TCGA-BC-A10T-00"," 6.0520892"," 1.3862944"," 3.1780538"," 6.8627579"," 6.1398846"," 5.2781147"," 0.6931472"," 7.7549103"," 8.1411898"," 5.5214609"," 6.9007307"," 5.6970935"," 6.7776466"," 6.3630281"," 6.8906091"," 4.0430513"," 7.4307071"," 7.9337969"," 4.5538769"," 6.9930151"," 7.4091364"," 1.7917595"," 6.8341087"," 7.2562972"," 8.7142391","10.2366687"," 8.9023195"," 7.8984111"," 7.1838707"," 6.8752321"," 5.8377304"," 5.1239640"," 6.3902407"
"TCGA-DD-A113-00"," 5.913503"," 2.079442"," 5.308268"," 6.805723"," 6.242223"," 4.465908"," 1.609438"," 8.066208"," 8.183397"," 5.669881"," 6.935370"," 5.971262"," 7.561122"," 6.663133"," 7.109062"," 3.970292"," 8.332068"," 8.237479"," 4.615121"," 6.638568"," 8.074649"," 2.397895"," 6.791221"," 7.091742"," 8.694670","10.800983"," 8.340456"," 7.955425"," 6.880384"," 6.768493"," 5.780744"," 4.691348"," 6.378426"
"TCGA-BD-A3EP-00"," 6.139885"," 2.079442"," 3.931826"," 7.034388"," 6.597146"," 5.484797"," 0.000000"," 8.052615"," 8.304000"," 5.459586"," 6.913737"," 6.120297"," 9.362976"," 7.229839"," 7.287561"," 3.663562"," 8.564458"," 8.095294"," 4.859812"," 6.836259"," 7.616284"," 2.639057"," 6.983790"," 7.412160"," 8.872207","10.478217"," 9.817875"," 8.216088"," 7.301822"," 6.810142"," 6.028279"," 4.653960"," 6.709304"
"TCGA-EP-A3RK-00"," 6.073045"," 1.945910"," 4.820282"," 6.965080"," 6.028279"," 5.662960"," 1.098612"," 7.958926"," 8.426831"," 6.253829"," 6.838405"," 6.142037"," 9.786111"," 6.711740"," 6.828712"," 3.931826"," 6.722630"," 8.007367"," 4.143135"," 6.913737"," 8.850231"," 1.609438"," 6.565265"," 6.778785"," 8.566935","10.202517","10.818177"," 7.975908"," 7.540090"," 6.865891"," 5.849325"," 5.049856"," 6.315358"
"TCGA-DD-A1EH-00"," 5.973810"," 2.197225"," 4.948760"," 7.003974"," 6.300786"," 5.147494"," 0.000000"," 8.073403"," 8.212026"," 6.234411"," 7.028201"," 6.313548"," 8.060856"," 6.781058"," 7.029088"," 4.369448"," 8.038835"," 8.321178"," 4.744932"," 7.113956"," 9.141419"," 2.197225"," 7.027315"," 6.986566"," 8.632662","10.700477","10.088431"," 8.158230"," 7.451822"," 6.926577"," 5.846439"," 5.332719"," 6.186209"
"TCGA-FV-A2QR-00"," 6.562444"," 2.397895"," 4.330733"," 7.491645"," 6.900731"," 6.986566"," 1.609438"," 8.132706"," 8.700181"," 6.263398"," 7.114769"," 6.709304","10.338479"," 6.818924"," 7.708411"," 4.644391"," 9.243195"," 7.997999"," 6.527958"," 7.224025"," 8.196988"," 3.367296"," 7.154615"," 7.747597"," 9.254836"," 9.222467","10.778185"," 8.473659"," 7.845024"," 7.216709"," 6.269096"," 5.572154"," 7.112327"
"gene ID-00","  4800","  1870","   672"," 57492","  6929","  5743"," 51412","  6595","  4233","  2549","  1386","  5335","  2354","  2002","  6597","  1875","  4609","  7172","   306","  7157","  5295"," 53358","  8833","  4088","  1499"," 22809","  2353","  2885","  3615"," 11124","196528","440145","  1874"
"TCGA-DD-AAEI-01","6.448889","5.056246","4.983607","7.228388","7.122867","1.386294","2.708050","7.890957","8.794825","5.843544","6.965080","6.924612","5.613128","7.151485","8.445267","5.278115","8.489205","7.680176","1.791759","5.648974","8.180041","2.484907","7.145984","7.068172","8.762177","7.013016","6.516193","8.314342","8.263075","7.273786","5.897154","5.666427","7.085064"
"TCGA-FV-A3R3-01","6.786717","3.135494","5.117994","7.765569","7.440734","4.007333","3.091042","8.313362","9.186253","6.672033","7.644441","7.788626","5.762051","7.355641","8.297793","4.317488","6.948897","8.011023","4.094345","7.379632","8.448486","4.510860","7.227662","7.589842","9.388905","8.639588","7.922261","9.219597","8.068403","7.450080","6.650279","5.730100","7.380879"
"TCGA-G3-A5SJ-01"," 6.991177"," 5.556828"," 6.395262"," 7.270313"," 7.746733"," 4.317488"," 1.098612"," 8.179480"," 8.691315"," 6.152733"," 7.658228"," 7.350516"," 6.555357"," 7.249215"," 8.231376"," 6.782192"," 8.142063"," 8.067149"," 6.827629"," 7.327781"," 8.165079"," 2.639057"," 7.574558"," 8.149891"," 9.568085"," 7.122867","10.134798"," 8.814776"," 8.179480"," 8.175829"," 6.336826"," 6.680855"," 7.501634"
"TCGA-HP-A5MZ-01","6.3595739","4.1431347","4.9487599","7.2115567","7.2262090","4.6821312","0.6931472","7.9779681","7.8823149","6.1569790","7.4187809","7.6053924","6.6106960","7.4103471","7.8728362","5.5373343","7.9631121","7.7030077","4.2484952","7.3524411","8.1533498","3.7135721","7.2041493","7.5735313","9.2682319","8.8648879","8.3945735","8.4215630","7.9669335","7.1204444","6.2653012","6.1092476","7.4489161"
"TCGA-G3-A25Z-01"," 6.5847914"," 4.4067192"," 5.5529596"," 7.0057890"," 7.1459845"," 2.0794415"," 0.6931472"," 7.4776042"," 8.2902926"," 5.1059455"," 7.7488913"," 7.1212525"," 5.1984970"," 7.3011478"," 8.1766728"," 5.4293456"," 8.5161927"," 8.0519781"," 3.8918203"," 6.6359466"," 8.1727291"," 2.7080502"," 7.4229713"," 6.9127428"," 8.9828122","10.4899122"," 7.7016524"," 8.9040869"," 8.8365193"," 7.6118424"," 5.8522025"," 6.2519039"," 7.3323692"
"TCGA-DD-AACD-01","5.609472","4.219508","4.905275","5.497168","6.388561","2.484907","2.564949","7.151485","8.044305","5.105945","6.282267","6.442540","3.637586","6.788972","7.325149","4.624973","7.316548","7.400010","2.564949","7.452402","7.185387","2.564949","6.721426","6.597146","8.272571","6.519147","5.480639","7.877018","8.434898","7.217443","5.602119","5.323010","6.829794"
"TCGA-NI-A8LF-01","6.985642","3.367296","5.480639","6.981935","6.638568","3.555348","1.791759","7.392032","9.389908","6.562444","7.434848","7.616776","7.408531","7.329094","7.277939","4.804021","7.254178","8.800114","5.153292","5.942799","8.373554","4.454347","7.029973","7.853993","9.444463","7.059618","8.155649","8.678461","7.749753","7.371489","6.703188","5.480639","6.911747"
