"","ENSEMBL","SYMBOL","ENTREZID"
"637","ENSG00000048052","HDAC9","9734"
"638","ENSG00000048140","TSPAN17","26262"
"639","ENSG00000048162","NOP16","51491"
"640","ENSG00000048342","CC2D2A","57545"
"641","ENSG00000048392","RRM2B","50484"
"642","ENSG00000048405","ZNF800","168850"
"643","ENSG00000048462","TNFRSF17","608"
"644","ENSG00000048471","SNX29","92017"
"645","ENSG00000048540","LMO3","55885"
"646","ENSG00000048544","MRPS10","55173"
"647","ENSG00000048545","GUCA1A","2978"
"648","ENSG00000048649","RSF1","51773"
"649","ENSG00000048707","VPS13D","55187"
"650","ENSG00000048740","CELF2","10659"
"651","ENSG00000048828","FAM120A","23196"
"652","ENSG00000048991","R3HDM1","23518"
"653","ENSG00000049089","COL9A2","1298"
"654","ENSG00000049130","KITLG","4254"
"655","ENSG00000049167","ERCC8","1161"
"656","ENSG00000049192","ADAMTS6","11174"
"657","ENSG00000049239","H6PD","9563"
"658","ENSG00000049245","VAMP3","9341"
"659","ENSG00000049246","PER3","8863"
"660","ENSG00000049247","UTS2","10911"
"661","ENSG00000049249","TNFRSF9","3604"
"662","ENSG00000049283","EPN3","55040"
"663","ENSG00000049323","LTBP1","4052"
"664","ENSG00000049449","RCN1","5954"
"665","ENSG00000049540","ELN","2006"
"666","ENSG00000049541","RFC2","5982"
"667","ENSG00000049618","ARID1B","57492"
"668","ENSG00000049656","CLPTM1L","81037"
"669","ENSG00000049759","NEDD4L","23327"
"670","ENSG00000049768","FOXP3","50943"
"671","ENSG00000049769","PPP1R3F","89801"
"672","ENSG00000049860","HEXB","3074"
"673","ENSG00000049883","PTCD2","79810"
"674","ENSG00000050030","NEXMIF","340533"
"675","ENSG00000050130","JKAMP","51528"
"676","ENSG00000050165","DKK3","27122"
"677","ENSG00000050327","ARHGEF5","7984"
"678","ENSG00000050344","NFE2L3","9603"
"679","ENSG00000050393","MCUR1","63933"
"680","ENSG00000050405","LIMA1","51474"
"681","ENSG00000050426","LETMD1","25875"
"682","ENSG00000050438","SLC4A8","9498"
"683","ENSG00000050555","LAMC3","10319"
"684","ENSG00000050628","PTGER3","5733"
"685","ENSG00000050730","TNIP3","79931"
"686","ENSG00000050748","MAPK9","5601"
"687","ENSG00000050767","COL23A1","91522"
"688","ENSG00000050820","BCAR1","9564"
"689","ENSG00000051009","FHIP1B","84067"
"690","ENSG00000051108","HERPUD1","9709"
"691","ENSG00000051128","HOMER3","9454"
"692","ENSG00000051180","RAD51","5888"
"693","ENSG00000051341","POLQ","10721"
"694","ENSG00000051382","PIK3CB","5291"
"695","ENSG00000051523","CYBA","1535"
"696","ENSG00000051596","THOC3","84321"
"697","ENSG00000051620","HEBP2","23593"
"698","ENSG00000051825","MPHOSPH9","10198"
"699","ENSG00000052126","PLEKHA5","54477"
"700","ENSG00000052344","PRSS8","5652"
"701","ENSG00000052723","SIKE1","80143"
"702","ENSG00000052749","RRP12","23223"
"703","ENSG00000052795","FNIP2","57600"
"704","ENSG00000052802","MSMO1","6307"
"705","ENSG00000052841","TTC17","55761"
"706","ENSG00000052850","ALX4","60529"
"707","ENSG00000053108","FSTL4","23105"
"708","ENSG00000053254","FOXN3","1112"
"709","ENSG00000053328","METTL24","728464"
"710","ENSG00000053371","AKR7A2","8574"
"711","ENSG00000053372","MRTO4","51154"
"712","ENSG00000053438","NNAT","4826"
"713","ENSG00000053501","USE1","55850"
"714","ENSG00000053524","MCF2L2","23101"
"715","ENSG00000053702","NRIP2","83714"
"716","ENSG00000053747","LAMA3","3909"
"717","ENSG00000053770","AP5M1","55745"
"718","ENSG00000053900","ANAPC4","29945"
"719","ENSG00000053918","KCNQ1","3784"
"720","ENSG00000054116","TRAPPC3","27095"
"721","ENSG00000054118","THRAP3","9967"
"722","ENSG00000054148","PHPT1","29085"
"723","ENSG00000054179","ENTPD2","954"
"724","ENSG00000054219","LY75","4065"
"725","ENSG00000054267","ARID4B","51742"
"726","ENSG00000054277","OPN3","23596"
"727","ENSG00000054282","SDCCAG8","10806"
"728","ENSG00000054356","PTPRN","5798"
"729","ENSG00000054392","HHAT","55733"
"730","ENSG00000054523","KIF1B","23095"
"731","ENSG00000054598","FOXC1","2296"
"732","ENSG00000054611","TBC1D22A","25771"
"733","ENSG00000054654","SYNE2","23224"
"734","ENSG00000054690","PLEKHH1","57475"
"735","ENSG00000054793","ATP9A","10079"
"736","ENSG00000054796","SPO11","23626"
"737","ENSG00000054803","CBLN4","140689"
"738","ENSG00000054938","CHRDL2","25884"
"739","ENSG00000054965","FAM168A","23201"
"740","ENSG00000054967","RELT","84957"
"741","ENSG00000054983","GALC","2581"
"742","ENSG00000055044","NOP58","51602"
"743","ENSG00000055070","SZRD1","26099"
"744","ENSG00000055118","KCNH2","3757"
"745","ENSG00000055130","CUL1","8454"
"746","ENSG00000055147","FAM114A2","10827"
"747","ENSG00000055163","CYFIP2","26999"
"748","ENSG00000055208","TAB2","23118"
"749","ENSG00000055211","GINM1","116254"
"750","ENSG00000055332","EIF2AK2","5610"
"751","ENSG00000055483","USP36","57602"
"752","ENSG00000055609","KMT2C","58508"
"753","ENSG00000055732","MCOLN3","55283"
"754","ENSG00000055813","CCDC85A","114800"
"755","ENSG00000055917","PUM2","23369"
"756","ENSG00000055950","MRPL43","84545"
"757","ENSG00000055955","ITIH4","3700"
"758","ENSG00000055957","ITIH1","3697"
"759","ENSG00000056050","HPF1","54969"
"760","ENSG00000056097","ZFR","51663"
"761","ENSG00000056277","ZNF280C","55609"
"762","ENSG00000056291","NPFFR2","10886"
"763","ENSG00000056487","PHF21B","112885"
"764","ENSG00000056558","TRAF1","7185"
"765","ENSG00000056586","RC3H2","54542"
"766","ENSG00000056736","IL17RB","55540"
"767","ENSG00000056972","TRAF3IP2","10758"
"768","ENSG00000056998","GYG2","8908"
"769","ENSG00000057019","DCBLD2","131566"
"770","ENSG00000057149","SERPINB3","6317"
"771","ENSG00000057252","SOAT1","6646"
"772","ENSG00000057294","PKP2","5318"
"773","ENSG00000057468","MSH4","4438"
"774","ENSG00000057593","F7","2155"
"775","ENSG00000057608","GDI2","2665"
"776","ENSG00000057657","PRDM1","639"
"777","ENSG00000057663","ATG5","9474"
"778","ENSG00000057704","TMCC3","57458"
"779","ENSG00000057757","PITHD1","57095"
"780","ENSG00000057935","MTA3","57504"
"781","ENSG00000058056","USP13","8975"
"782","ENSG00000058063","ATP11B","23200"
"783","ENSG00000058085","LAMC2","3918"
"784","ENSG00000058091","CDK14","5218"
"785","ENSG00000058262","SEC61A1","29927"
"786","ENSG00000058272","PPP1R12A","4659"
"787","ENSG00000058335","RASGRF1","5923"
"788","ENSG00000058404","CAMK2B","816"
"789","ENSG00000058453","CROCC","9696"
"790","ENSG00000058600","POLR3E","55718"
"791","ENSG00000058668","ATP2B4","493"
"792","ENSG00000058673","ZC3H11A","9877"
"793","ENSG00000058729","RIOK2","55781"
"794","ENSG00000058799","YIPF1","54432"
"795","ENSG00000058804","NDC1","55706"
"796","ENSG00000058866","DGKG","1608"
"797","ENSG00000059122","FLYWCH1","84256"
"798","ENSG00000059145","UNKL","64718"
"799","ENSG00000059377","TBXAS1","6916"
"800","ENSG00000059378","PARP12","64761"
"801","ENSG00000059573","ALDH18A1","5832"
"802","ENSG00000059588","TARBP1","6894"
"803","ENSG00000059691","GATB","5188"
"804","ENSG00000059728","MXD1","4084"
"805","ENSG00000059758","CDK17","5128"
"806","ENSG00000059769","DNAJC25","548645"
"807","ENSG00000059804","SLC2A3","6515"
"808","ENSG00000059915","PSD","5662"
"809","ENSG00000060069","CTDP1","9150"
"810","ENSG00000060138","YBX3","8531"
"811","ENSG00000060140","STYK1","55359"
"812","ENSG00000060237","WNK1","65125"
"813","ENSG00000060303","RPS17P5","442216"
"814","ENSG00000060339","CCAR1","55749"
"815","ENSG00000060491","OGFR","11054"
"816","ENSG00000060558","GNA15","2769"
"817","ENSG00000060566","CREB3L3","84699"
"818","ENSG00000060642","PIGV","55650"
"819","ENSG00000060656","PTPRU","10076"
"820","ENSG00000060688","SNRNP40","9410"
"821","ENSG00000060709","RIMBP2","23504"
"822","ENSG00000060718","COL11A1","1301"
"823","ENSG00000060749","QSER1","79832"
"824","ENSG00000060762","MPC1","51660"
"825","ENSG00000060971","ACAA1","30"
"826","ENSG00000060982","BCAT1","586"
"827","ENSG00000061273","HDAC7","51564"
"828","ENSG00000061337","LZTS1","11178"
"829","ENSG00000061455","PRDM6","93166"
"830","ENSG00000061492","WNT8A","7478"
"831","ENSG00000061656","SPAG4","6676"
"832","ENSG00000061676","NCKAP1","10787"
"833","ENSG00000061794","MRPS35","60488"
"834","ENSG00000061918","GUCY1B1","2983"
"835","ENSG00000061936","SFSWAP","6433"
"836","ENSG00000061938","TNK2","10188"
"837","ENSG00000061987","MON2","23041"
"838","ENSG00000062038","CDH3","1001"
"839","ENSG00000062096","ARSF","416"
"840","ENSG00000062194","GPBP1","65056"
"841","ENSG00000062282","DGAT2","84649"
"842","ENSG00000062370","ZNF112","7771"
"843","ENSG00000062485","CS","1431"
"844","ENSG00000062524","LTK","4058"
"845","ENSG00000062582","MRPS24","64951"
"846","ENSG00000062598","ELMO2","63916"
"847","ENSG00000062650","WAPL","23063"
"848","ENSG00000062716","VMP1","81671"
"849","ENSG00000062725","APPBP2","10513"
"850","ENSG00000062822","POLD1","5424"
"851","ENSG00000063015","SEZ6","124925"
"852","ENSG00000063046","EIF4B","1975"
"853","ENSG00000063127","SLC6A16","28968"
"854","ENSG00000063169","BICRA","29998"
"855","ENSG00000063176","SPHK2","56848"
"856","ENSG00000063177","RPL18","6141"
"857","ENSG00000063180","CA11","770"
"858","ENSG00000063241","ISOC2","79763"
"859","ENSG00000063244","U2AF2","11338"
"860","ENSG00000063245","EPN1","29924"
"861","ENSG00000063322","MED29","55588"
"862","ENSG00000063438","AHRR","57491"
"863","ENSG00000063515","GSC2","2928"
"864","ENSG00000063587","ZNF275","10838"
"865","ENSG00000063587","LOC105373378","105373378"
"866","ENSG00000063601","MTMR1","8776"
"867","ENSG00000063660","GPC1","2817"
"868","ENSG00000063761","ADCK1","57143"
"869","ENSG00000063854","HAGH","3029"
"870","ENSG00000063978","RNF4","6047"
"871","ENSG00000064012","CASP8","841"
"872","ENSG00000064042","LIMCH1","22998"
"873","ENSG00000064102","INTS13","55726"
"874","ENSG00000064115","TM7SF3","51768"
"875","ENSG00000064195","DLX3","1747"
"876","ENSG00000064199","SPA17","53340"
"877","ENSG00000064201","TSPAN32","10077"
"878","ENSG00000064205","CCN5","8839"
"879","ENSG00000064218","DMRT3","58524"
"880","ENSG00000064225","ST3GAL6","10402"
"881","ENSG00000064270","ATP2C2","9914"
"882","ENSG00000064300","NGFR","4804"
"883","ENSG00000064309","CDON","50937"
"884","ENSG00000064313","TAF2","6873"
"885","ENSG00000064393","HIPK2","28996"
"886","ENSG00000064419","TNPO3","23534"
"888","ENSG00000064490","RFXANK","8625"
"889","ENSG00000064545","TMEM161A","54929"
"890","ENSG00000064547","LPAR2","9170"
"891","ENSG00000064601","CTSA","5476"
"892","ENSG00000064607","SUGP2","10147"
"893","ENSG00000064651","SLC12A2","6558"
"894","ENSG00000064652","SNX24","28966"
"895","ENSG00000064655","EYA2","2139"
"896","ENSG00000064666","CNN2","1265"
"897","ENSG00000064687","ABCA7","10347"
"898","ENSG00000064692","SNCAIP","9627"
"899","ENSG00000064703","DDX20","11218"
"900","ENSG00000064726","BTBD1","53339"
"901","ENSG00000064763","FAR2","55711"
"902","ENSG00000064787","BCAS1","8537"
"903","ENSG00000064835","POU1F1","5449"
"904","ENSG00000064886","CHI3L2","1117"
"905","ENSG00000064932","SBNO2","22904"
"906","ENSG00000064933","PMS1","5378"
"907","ENSG00000064961","HMG20B","10362"
"908","ENSG00000064989","CALCRL","10203"
"909","ENSG00000064995","TAF11","6882"
"910","ENSG00000064999","ANKS1A","23294"
"911","ENSG00000065000","AP3D1","8943"
"912","ENSG00000065029","ZNF76","7629"
"913","ENSG00000065054","SLC9A3R2","9351"
"914","ENSG00000065057","NTHL1","4913"
"915","ENSG00000065060","BLTP3A","54887"
"916","ENSG00000065135","GNAI3","2773"
"917","ENSG00000065150","IPO5","3843"
"918","ENSG00000065154","OAT","4942"
"919","ENSG00000065183","WDR3","10885"
"920","ENSG00000065243","PKN2","5586"
"921","ENSG00000065268","WDR18","57418"
"922","ENSG00000065308","TRAM2","9697"
"923","ENSG00000065320","NTN1","9423"
"924","ENSG00000065325","GLP2R","9340"
"925","ENSG00000065328","MCM10","55388"
"926","ENSG00000065357","DGKA","1606"
"927","ENSG00000065361","ERBB3","2065"
"928","ENSG00000065371","ROPN1","54763"
"929","ENSG00000065413","ANKRD44","91526"
"930","ENSG00000065427","KARS1","3735"
"931","ENSG00000065457","ADAT1","23536"
"932","ENSG00000065485","PDIA5","10954"
"933","ENSG00000065491","TBC1D22B","55633"
"934","ENSG00000065518","NDUFB4","4710"
"935","ENSG00000065526","SPEN","23013"
"936","ENSG00000065534","MYLK","4638"
"937","ENSG00000065548","ZC3H15","55854"
"938","ENSG00000065559","MAP2K4","6416"
"939","ENSG00000065600","PACC1","55248"
"940","ENSG00000065609","SNAP91","9892"
"941","ENSG00000065613","SLK","9748"
"942","ENSG00000065615","CYB5R4","51167"
"943","ENSG00000065618","COL17A1","1308"
"944","ENSG00000065621","GSTO2","119391"
"945","ENSG00000065665","SEC61A2","55176"
"946","ENSG00000065675","PRKCQ","5588"
"947","ENSG00000065717","TLE2","7089"
"948","ENSG00000065802","ASB1","51665"
"949","ENSG00000065809","FAM107B","83641"
"950","ENSG00000065833","ME1","4199"
"951","ENSG00000065882","TBC1D1","23216"
"952","ENSG00000065883","CDK13","8621"
"953","ENSG00000065911","MTHFD2","10797"
"954","ENSG00000065923","SLC9A7","84679"
"955","ENSG00000065970","FOXJ2","55810"
"956","ENSG00000065978","YBX1","4904"
"957","ENSG00000065989","PDE4A","5141"
"958","ENSG00000066027","PPP2R5A","5525"
"959","ENSG00000066032","CTNNA2","1496"
"960","ENSG00000066044","ELAVL1","1994"
"961","ENSG00000066056","TIE1","7075"
"962","ENSG00000066084","DIP2B","57609"
"963","ENSG00000066117","SMARCD1","6602"
"964","ENSG00000066135","KDM4A","9682"
"965","ENSG00000066136","NFYC","4802"
"966","ENSG00000066185","ZMYND12","84217"
"967","ENSG00000066230","SLC9A3","6550"
"968","ENSG00000066248","NGEF","25791"
"969","ENSG00000066279","ASPM","259266"
"970","ENSG00000066294","CD84","8832"
"971","ENSG00000066322","ELOVL1","64834"
"972","ENSG00000066336","SPI1","6688"
"973","ENSG00000066379","POLR1H","30834"
"974","ENSG00000066382","MPPED2","744"
"975","ENSG00000066405","CLDN18","51208"
"976","ENSG00000066422","ZBTB11","27107"
"977","ENSG00000066427","ATXN3","4287"
"978","ENSG00000066455","GOLGA5","9950"
"979","ENSG00000066468","FGFR2","2263"
"980","ENSG00000066557","LRRC40","55631"
"981","ENSG00000066583","ISOC1","51015"
"982","ENSG00000066629","EML1","2009"
"983","ENSG00000066651","TRMT11","60487"
"984","ENSG00000066654","THUMPD1","55623"
"985","ENSG00000066697","MSANTD3","91283"
"986","ENSG00000066735","KIF26A","26153"
"987","ENSG00000066739","ATG2B","55102"
"988","ENSG00000066777","ARFGEF1","10565"
"989","ENSG00000066813","ACSM2B","348158"
"990","ENSG00000066827","ZFAT","57623"
"991","ENSG00000066855","MTFR1","9650"
"992","ENSG00000066923","STAG3","10734"
"993","ENSG00000066926","FECH","2235"
"994","ENSG00000066933","MYO9A","4649"
"995","ENSG00000067048","DDX3Y","8653"
"996","ENSG00000067057","PFKP","5214"
"997","ENSG00000067064","IDI1","3422"
"998","ENSG00000067066","SP100","6672"
"999","ENSG00000067082","KLF6","1316"
"1000","ENSG00000067113","PLPP1","8611"
"1001","ENSG00000067141","NEO1","4756"
"1002","ENSG00000067167","TRAM1","23471"
"1003","ENSG00000067177","PHKA1","5255"
"1004","ENSG00000067182","TNFRSF1A","7132"
"1005","ENSG00000067191","CACNB1","782"
"1006","ENSG00000067208","EVI5","7813"
"1007","ENSG00000067221","STOML1","9399"
"1008","ENSG00000067225","PKM","5315"
"1009","ENSG00000067248","DHX29","54505"
"1010","ENSG00000067334","DNTTIP2","30836"
"1011","ENSG00000067365","METTL22","79091"
"1012","ENSG00000067369","TP53BP1","7158"
"1013","ENSG00000067445","TRO","7216"
"1014","ENSG00000067533","RRP15","51018"
"1015","ENSG00000067560","RHOA","387"
"1016","ENSG00000067596","DHX8","1659"
"1017","ENSG00000067601","PMS2P2","5380"
"1018","ENSG00000067601","PMS2P4","5382"
"1019","ENSG00000067606","PRKCZ","5590"
"1020","ENSG00000067646","ZFY","7544"
"1021","ENSG00000067704","IARS2","55699"
"1022","ENSG00000067715","SYT1","6857"
"1023","ENSG00000067798","NAV3","89795"
"1024","ENSG00000067829","IDH3G","3421"
"1025","ENSG00000067836","ROGDI","79641"
"1026","ENSG00000067840","PDZD4","57595"
"1027","ENSG00000067842","ATP2B3","492"
"1028","ENSG00000067900","ROCK1","6093"
"1029","ENSG00000067955","CBFB","865"
"1030","ENSG00000067992","PDK3","5165"
"1031","ENSG00000068001","HYAL2","8692"
"1032","ENSG00000068024","HDAC4","9759"
"1033","ENSG00000068028","RASSF1","11186"
"1034","ENSG00000068078","FGFR3","2261"
"1035","ENSG00000068079","IFI35","3430"
"1036","ENSG00000068097","HEATR6","63897"
"1037","ENSG00000068120","COASY","80347"
"1038","ENSG00000068137","PLEKHH3","79990"
"1039","ENSG00000068305","MEF2A","4205"
"1040","ENSG00000068308","OTUD5","55593"
"1041","ENSG00000068323","TFE3","7030"
"1042","ENSG00000068354","TBC1D25","4943"
"1043","ENSG00000068366","ACSL4","2182"
"1044","ENSG00000068383","INPP5A","3632"
"1045","ENSG00000068394","GPKOW","27238"
"1046","ENSG00000068400","GRIPAP1","56850"
"1047","ENSG00000068438","FTSJ1","24140"
"1048","ENSG00000068489","PRR11","55771"
"1049","ENSG00000068615","REEP1","65055"
"1050","ENSG00000068650","ATP11A","23250"
"1051","ENSG00000068654","POLR1A","25885"
"1052","ENSG00000068697","LAPTM4A","9741"
"1053","ENSG00000068724","TTC7A","57217"
"1054","ENSG00000068745","IP6K2","51447"
"1055","ENSG00000068781","STON1-GTF2A1L","286749"
"1056","ENSG00000068784","SRBD1","55133"
"1057","ENSG00000068796","KIF2A","3796"
"1058","ENSG00000068831","RASGRP2","10235"
"1059","ENSG00000068878","PSME4","23198"
"1060","ENSG00000068885","IFT80","57560"
"1061","ENSG00000068903","SIRT2","22933"
"1062","ENSG00000068912","ERLEC1","27248"
"1063","ENSG00000068971","PPP2R5B","5526"
"1064","ENSG00000068976","PYGM","5837"
"1065","ENSG00000068985","PAGE1","8712"
"1066","ENSG00000069011","PITX1","5307"
"1067","ENSG00000069018","TRPC7","57113"
"1068","ENSG00000069020","MAST4","375449"
"1069","ENSG00000069122","ADGRF5","221395"
"1070","ENSG00000069188","SDK2","54549"
"1071","ENSG00000069206","ADAM7","8756"
"1072","ENSG00000069248","NUP133","55746"
"1073","ENSG00000069275","NUCKS1","64710"
"1074","ENSG00000069329","VPS35","55737"
"1075","ENSG00000069345","DNAJA2","10294"
"1076","ENSG00000069399","BCL3","602"
"1077","ENSG00000069424","KCNAB2","8514"
"1078","ENSG00000069431","ABCC9","10060"
"1079","ENSG00000069482","GAL","51083"
"1080","ENSG00000069493","CLEC2D","29121"
"1081","ENSG00000069509","FUNDC1","139341"
"1082","ENSG00000069535","MAOB","4129"
"1083","ENSG00000069667","RORA","6095"
"1084","ENSG00000069696","DRD4","1815"
"1085","ENSG00000069702","TGFBR3","7049"
"1086","ENSG00000069764","PLA2G10","8399"
"1087","ENSG00000069812","HES2","54626"
"1088","ENSG00000069849","ATP1B3","483"
"1089","ENSG00000069869","NEDD4","4734"
"1090","ENSG00000069943","PIGB","9488"
"1091","ENSG00000069956","MAPK6","5597"
"1092","ENSG00000069966","GNB5","10681"
"1093","ENSG00000069974","RAB27A","5873"
"1094","ENSG00000069998","HDHD5","27440"
"1095","ENSG00000070010","UFD1","7353"
"1096","ENSG00000070018","LRP6","4040"
"1097","ENSG00000070019","GUCY2C","2984"
"1098","ENSG00000070031","SCT","6343"
"1099","ENSG00000070047","PHRF1","57661"
"1100","ENSG00000070061","ELP1","8518"
"1101","ENSG00000070081","NUCB2","4925"
"1102","ENSG00000070087","PFN2","5217"
"1103","ENSG00000070159","PTPN3","5774"
"1104","ENSG00000070182","SPTB","6710"
"1105","ENSG00000070190","DAPP1","27071"
"1106","ENSG00000070193","FGF10","2255"
"1107","ENSG00000070214","SLC44A1","23446"
"1108","ENSG00000070269","TMEM260","54916"
"1109","ENSG00000070366","SMG6","23293"
"1110","ENSG00000070367","EXOC5","10640"
"1111","ENSG00000070371","CLTCL1","8218"
"1112","ENSG00000070388","FGF22","27006"
"1113","ENSG00000070404","FSTL3","10272"
"1114","ENSG00000070413","DGCR2","9993"
"1115","ENSG00000070423","RNF126","55658"
"1116","ENSG00000070444","MNT","4335"
"1117","ENSG00000070476","ZXDC","79364"
"1118","ENSG00000070495","JMJD6","23210"
"1119","ENSG00000070501","POLB","5423"
"1120","ENSG00000070526","ST6GALNAC1","55808"
"1121","ENSG00000070540","WIPI1","55062"
"1122","ENSG00000070601","FRMPD1","22844"
"1123","ENSG00000070610","GBA2","57704"
"1124","ENSG00000070614","NDST1","3340"
"1125","ENSG00000070669","ASNS","440"
"1126","ENSG00000070718","AP3M2","10947"
"1127","ENSG00000070729","CNGB1","1258"
"1128","ENSG00000070731","ST6GALNAC2","10610"
"1129","ENSG00000070748","CHAT","1103"
"1130","ENSG00000070756","PABPC1","26986"
"1131","ENSG00000070759","TESK2","10420"
"1132","ENSG00000070761","CFAP20","29105"
"1133","ENSG00000070770","CSNK2A2","1459"
