"","V1","V2"
"166","MTHFD1","E2F4"
"167","MTHFD1","MYC"
"168","NAMPT","CLOCK"
"169","NAMPT","NNMT"
"170","SIRT7","NNMT"
"171","GCH1","PTS"
"172","GCH1","E2F4"
"173","GCH1","E2F5"
"174","GCH1","E2F2"
"175","GCH1","NFYC"
"176","PTS","PTS"
"177","GPHN","GPHN"
"178","RETSAT","CYP26A1"
"179","RETSAT","HSD17B6"
"180","CYP26A1","CYP2B6"
"181","FDPS","FDPS"
"182","FDPS","GGPS1"
"183","FDPS","HRAS"
"184","FDPS","NFYC"
"185","GGPS1","E2F2"
"186","GSTA1","NFE2L2"
"187","GSTA1","CTCF"
"188","GSTA4","MYC"
"189","MGST1","MYC"
"190","GMPS","TPMT"
"191","IMPDH2","MYC"
"192","IMPDH2","ATF2"
"193","IMPDH2","TPMT"
"194","MTOR","PRKCA"
"195","MTOR","PRKCB"
"196","MTOR","PRKCG"
"197","MTOR","IGF1"
"198","MTOR","PIK3CA"
"199","MTOR","PIK3CB"
"200","MTOR","PIK3CD"
"201","MTOR","PIK3R1"
"202","MTOR","PIK3R2"
"203","MTOR","PIK3R3"
"204","MTOR","RHEB"
"205","MTOR","RRAGD"
"206","MTOR","RRAGC"
"207","MTOR","PRKAA2"
"208","MTOR","RPS6KB1"
"209","MTOR","PRKAG2"
"210","MTOR","PRKAB1"
"211","MTOR","PRKAB2"
"212","MTOR","PRKAG1"
"213","MTOR","MYC"
"214","GAB1","SHC3"
"215","GAB1","SHC1"
"216","GAB1","MET"
"217","TGFA","EGFR"
"218","TGFA","TP53"
"219","TGFA","NKD2"
"220","TGFA","ESR1"
"221","TGFA","CTCF"
"222","SOS1","SHC3"
"223","SOS1","PDGFRA"
"224","SOS1","SPRY2"
"225","SOS2","GRB2"
"226","SOS2","HRAS"
"227","SOS2","CCND1"
"228","SOS2","FOS"
"229","SOS2","MYC"
"230","SOS2","FOSB"
"231","SOS2","JUNB"
"232","SOS2","SPRY2"
"233","GRB2","SHC4"
"234","GRB2","SHC3"
"235","GRB2","EPHA2"
"236","GRB2","FGFR4"
"237","GRB2","MET"
"238","GRB2","NGFR"
"239","GRB2","PDGFRA"
"240","GRB2","ESR1"
"241","GRB2","KHDRBS1"
"242","GRB2","NPM1"
"243","GRB2","DTX1"
"244","SHC2","EGFR"
"245","SHC2","IGF1R"
"246","SHC2","EPHA2"
"247","SHC2","FGFR4"
"248","SHC2","MET"
"249","SHC2","NGFR"
"250","SHC2","PDGFRA"
"251","SHC2","FYN"
"252","SHC1","NPM1"
"253","PRKCA","ARAF"
"254","PRKCA","RAF1"
"255","PRKCA","HRAS"
"256","PRKCA","TP53"
"257","PRKCA","PLCB1"
"258","PRKCA","PLCB2"
"259","PRKCA","PLCG1"
"260","PRKCA","PLCG2"
"261","PRKCA","PTK2"
"262","PRKCA","ATP6AP1"
"263","PRKCA","PA2G4"
"264","PRKCA","TRPV4"
"265","PRKCB","PLCB1"
"266","PRKCB","PLCB2"
"267","PRKCB","PLCG2"
"268","PRKCB","FCGR3B"
"269","PRKCB","FCGR2C"
"270","PRKCB","PA2G4"
"271","PRKCB","TRPV4"
"272","PRKCB","SLC2A2"
"273","PRKCG","ARAF"
"274","PRKCG","RAF1"
"275","PRKCG","HRAS"
"276","PRKCG","PTK2"
"277","PRKCG","FOS"
"278","PRKCG","PA2G4"
"279","PRKCG","TRPV4"
"280","AKT3","CDKN1A"
"281","AKT3","BAD"
"282","AKT3","PPP2R5A"
"283","AKT3","TSC2"
"284","AKT3","RPS6KB1"
"285","AKT3","THEM4"
"286","AKT3","HSP90AA1"
"287","AKT3","HSP90AB1"
"288","AKT3","PTK2"
"289","AKT3","C6"
"290","AKT3","C7"
"291","AKT3","C8A"
"292","AKT3","C8B"
"293","AKT3","C9"
"294","AKT3","RHOB"
"295","AKT1","RPS6KB1"
"296","AKT1","EZH2"
"297","AKT1","MDM4"
"298","AKT2","RPS6KB1"
"299","MAP2K1","PPP2CB"
"300","MAP2K1","PPP2R1A"
"301","MAP2K1","PRKCD"
"302","MAP2K1","ATF5"
"303","MAP2K2","MAPK1"
"304","MAP2K2","EGR2"
"305","ARAF","KRAS"
"306","ARAF","NRAS"
"307","ARAF","YWHAB"
"308","ARAF","YWHAG"
"309","ARAF","YWHAZ"
"310","ARAF","PRKCD"
"311","RAF1","HRAS"
"312","RAF1","PIK3CA"
"313","RAF1","PIK3CB"
"314","RAF1","PIK3CD"
"315","RAF1","PIK3R1"
"316","RAF1","PIK3R2"
"317","RAF1","PIK3R3"
"318","RAF1","RB1"
"319","RAF1","MYC"
"320","RAF1","RFXANK"
"321","BRAF","HRAS"
"322","BRAF","NRAS"
"323","BRAF","FOS"
"324","BRAF","FOSB"
"325","BRAF","JUNB"
"326","HRAS","EGFR"
"327","HRAS","PIK3CA"
"328","HRAS","PIK3CB"
"329","HRAS","PIK3CD"
"330","HRAS","PIK3R1"
"331","HRAS","PIK3R2"
"332","HRAS","PIK3R3"
"333","HRAS","TP53"
"334","HRAS","PDPK1"
"335","HRAS","FGFR4"
"336","HRAS","MET"
"337","HRAS","FOS"
"338","HRAS","MYC"
"339","HRAS","CAMK2B"
"340","HRAS","TPM3"
"341","HRAS","TPR"
"342","HRAS","CAMK1"
"343","HRAS","CTCF"
"344","HRAS","MAZ"
"345","KRAS","PIK3CA"
"346","KRAS","MYC"
"347","KRAS","ETS2"
"348","KRAS","NR3C2"
"349","NRAS","PIK3CA"
"350","NRAS","PDPK1"
"351","NRAS","MYC"
"352","HGF","EGFR"
"353","HGF","MET"
"354","HGF","CTCF"
"355","BCL2L1","BAX"
"356","IGF1","EGFR"
"357","IGF1","MAPK3"
"358","IGF1","GSK3B"
"359","IGF1","IGFBP3"
"360","IGF1","DCN"
"361","IGF1","ESR1"
"362","IGF1","BRCA1"
"363","IGF1","CTCF"
"364","PDGFD","EGFR"
"365","PDGFD","PDGFRA"
"366","EGFR","PIK3CA"
"367","EGFR","TP53"
"368","EGFR","FGF23"
"369","EGFR","PLCB1"
"370","EGFR","PLCB2"
"371","EGFR","PTK2"
"372","EGFR","CTNNB1"
"373","EGFR","ESR1"
"374","EGFR","ATP6AP1"
"375","EGFR","ATP6V1C2"
"376","EGFR","ATP6V1H"
"377","EGFR","BRCA1"
"378","EGFR","JUNB"
"379","EGFR","TSG101"
"380","EGFR","YBX1"
"381","PIK3CA","TP53"
"382","PIK3CA","MET"
"383","PIK3CA","PLCG1"
"384","PIK3CA","HOMER2"
"385","PIK3CA","HOMER1"
"386","PIK3CA","FZD3"
"387","PIK3CA","PTK2"
"388","PIK3CA","PRKCD"
"389","PIK3CA","FYN"
"390","PIK3CA","PECAM1"
"391","PIK3CA","ITGA2"
"392","PIK3CA","TRAF5"
"393","PIK3CA","GNB1"
"394","PIK3CA","ESR1"
"395","PIK3CA","CTCF"
"396","PIK3CA","CHKA"
"397","PIK3CB","PDPK1"
"398","PIK3CB","RAC1"
"399","PIK3CB","PLCG1"
"400","PIK3CB","PTK2"
"401","PIK3CB","PRKCD"
"402","PIK3CB","CHKA"
"403","PIK3CD","PDPK1"
"404","PIK3CD","RAC1"
"405","PIK3CD","PLCG1"
"406","PIK3CD","PTK2"
"407","PIK3CD","PRKCD"
"408","PIK3CD","CHKA"
"409","PIK3R1","RB1"
"410","PIK3R1","PDPK1"
"411","PIK3R1","RAC1"
"412","PIK3R1","PLCG1"
"413","PIK3R1","PTK2"
"414","PIK3R1","PRKCD"
"415","PIK3R1","CTNNB1"
"416","PIK3R1","ESR1"
"417","PIK3R1","EBF1"
"418","PIK3R1","EGR3"
"419","PIK3R1","KHDRBS1"
"420","PIK3R1","NFYC"
"421","PIK3R1","WBP11"
"422","PIK3R1","CHKA"
"423","PIK3R2","PDPK1"
"424","PIK3R2","RAC1"
"425","PIK3R2","PLCG1"
"426","PIK3R2","PTK2"
"427","PIK3R2","PRKCD"
"428","PIK3R2","CHKA"
"429","PIK3R3","RB1"
"430","PIK3R3","PDPK1"
"431","PIK3R3","RAC1"
"432","PIK3R3","PLCG1"
"433","PIK3R3","PTK2"
"434","PIK3R3","PRKCD"
"435","PIK3R3","ESR1"
"436","PIK3R3","CHKA"
"437","MAPK10","MECOM"
"438","MAPK10","BAX"
"439","TP53","TP53"
"440","TP53","CCND1"
"441","TP53","RB1"
"442","TP53","MAPK3"
"443","TP53","DUSP1"
"444","TP53","GADD45G"
"445","TP53","GADD45A"
"446","TP53","GADD45B"
"447","TP53","EPHA2"
"448","TP53","MET"
"449","TP53","TSC2"
"450","TP53","PCNA"
"451","TP53","PLK1"
"452","TP53","YWHAG"
"453","TP53","YWHAZ"
"454","TP53","CCNA2"
"455","TP53","E2F4"
"456","TP53","E2F5"
"457","TP53","E2F2"
"458","TP53","PPP1CC"
"459","TP53","IGFBP3"
"460","TP53","WNT3"
"461","TP53","FZD10"
"462","TP53","DVL2"
"463","TP53","HSP90AA1"
"464","TP53","HSP90AB1"
"465","TP53","PTK2"
"466","TP53","PRKAB1"
"467","TP53","ELAVL1"
"468","TP53","FOS"
"469","TP53","MYC"
"470","TP53","CCNE1"
"471","TP53","TCF7L2"
"472","TP53","TCF7L1"
"473","TP53","CSNK1A1"
"474","TP53","CTNNB1"
"475","TP53","SMAD2"
"476","TP53","SMAD3"
"477","TP53","PTEN"
"478","TP53","CSNK2A1"
"479","TP53","AXIN2"
"480","TP53","ESR1"
"481","TP53","ARHGAP10"
"482","TP53","AHNAK"
"483","TP53","LAMA4"
"484","TP53","TERT"
"485","TP53","ETS2"
"486","TP53","CAMK1"
"487","TP53","ARID1A"
"488","TP53","SMARCB1"
"489","TP53","SMARCA4"
"490","TP53","ACTL6B"
"491","TP53","SMARCD1"
"492","TP53","AATF"
"493","TP53","BARD1"
"494","TP53","BRCA1"
"495","TP53","BRD7"
"496","TP53","CTCF"
"497","TP53","ETV4"
"498","TP53","MCM2"
"499","TP53","MDM4"
"500","TP53","NPM1"
"501","TP53","PTTG1"
"502","TP53","TSG101"
"503","TP53","YBX1"
"504","TP53","BAZ1B"
"505","TP53","ERCC3"
"506","TP53","FUS"
"507","TP53","MCM7"
"508","TP53","PBXIP1"
"509","TP53","PIAS1"
"510","TP53","RAD51"
"511","TP53","UBTF"
"512","TP53","ZHX1"
"513","TP53","FAS"
"514","TP53","BAK1"
"515","TP53","BIRC5"
"516","TP53","NQO1"
"517","TP53","PTGS2"
"518","TP53","MDC1"
"519","TP53","PTPRG"
"520","TP53","EPCAM"
"521","TP53","AURKA"
"522","TP53","TP53BP2"
"523","TP53","STMN1"
"524","TP53","BLM"
"525","TP53","KPNB1"
"526","TP53","HSPA4"
"527","TP53","SOCS2"
"528","TP53","NDRG1"
"529","TP53","PTBP1"
"530","TP53","THRSP"
"531","TP53","AQP3"
"532","TP53","POLD1"
"533","TP53","TRIM22"
"534","TP53","SPRYD4"
"535","TP53","SLC39A14"
"536","TP53","CUTA"
"537","TP53","FAM83H"
"538","TP53","N4BP2L1"
"539","TP53","PPFIBP2"
"540","TP53","SPON2"
"541","TP53","SMPD1"
"542","TP53","SLC25A39"
"543","TP53","SEMA3F"
"544","TP53","SCRIB"
"545","TP53","S100A8"
"546","TP53","RC3H1"
"547","TP53","PXDC1"
"548","TP53","PRPF6"
"549","TP53","PEAK1"
"550","TP53","NSUN5"
"551","TP53","MCC"
"552","TP53","LIG3"
"553","TP53","LIG1"
"554","TP53","KLKB1"
"555","TP53","KIN"
"556","TP53","KCNN3"
"557","TP53","IK"
"558","TP53","FBLN1"
"559","TP53","DUSP12"
"560","TP53","CNTN4"
"561","TP53","CHCHD7"
"562","TP53","C15orf40"
"563","TP53","AIDA"
"564","TP53","VRK1"
"565","TP53","EPHA3"
"566","TP53","ARIH2"
"567","TP53","POLA1"
"568","TP53","UBE2I"
"569","TP53","PRIM1"
"570","TP53","SMYD2"
"571","TP53","RPA1"
"572","CDKN2A","EZH2"
"573","CDKN2A","FOXM1"
"574","CDKN2A","MCM5"
"575","CDKN2C","CCND1"
"576","CDKN2C","E2F2"
"577","CDKN2C","MYC"
"578","CDKN2C","WDR5"
"579","CDKN2C","RBBP5"
"580","CDKN2C","EGR2"
"581","CDKN2C","EGR3"
"582","CDKN1A","EZH2"
"583","CDKN1A","FUBP1"
"584","CDKN1A","NELFCD"
"585","CDKN1A","NPM1"
"586","CDKN1A","PTMA"
"587","CDKN1A","TAF5"
"588","CDKN1A","TSG101"
"589","CDKN1A","XRCC6"
"590","CCND1","RB1"
"591","CCND1","MAPK3"
"592","CCND1","E2F4"
"593","CCND1","FOS"
"594","CCND1","MYC"
"595","CCND1","CDK6"
"596","CCND1","TCF7L2"
"597","CCND1","TCF7L1"
"598","CCND1","CTNNB1"
"599","CCND1","ESR1"
"600","CCND1","ATF2"
"601","CCND1","CREB3L4"
"602","CCND1","ETS2"
"603","CCND1","HEY1"
"604","CCND1","SMARCA4"
"605","CCND1","BRCA1"
"606","CCND1","CTCF"
"607","CCND1","E2F8"
"608","CDK4","CDK4"
"609","RB1","RB1"
"610","RB1","DGKZ"
"611","RB1","PCNA"
"612","RB1","CCNA2"
"613","RB1","E2F4"
"614","RB1","E2F5"
"615","RB1","E2F2"
"616","RB1","PPP1CC"
"617","RB1","FOS"
"618","RB1","MYC"
"619","RB1","CDK6"
"620","RB1","CCNE1"
"621","RB1","CCNE2"
"622","RB1","CTNNB1"
"623","RB1","RBBP5"
"624","RB1","SMARCB1"
"625","RB1","SMARCA4"
"626","RB1","AATF"
"627","RB1","BRCA1"
"628","RB1","MDM4"
"629","RB1","NCOA6"
"630","RB1","PURA"
"631","RB1","GTF3C2"
"632","RB1","KDM5B"
"633","RB1","MCM7"
"634","RB1","SNW1"
"635","RB1","UBTF"
"636","RB1","BIRC5"
"637","RB1","SKP2"
"638","RB1","TP53BP2"
"639","RB1","TMPO"
"640","RB1","NDC80"
"641","RB1","POLA1"
"642","RB1","LIN9"
"643","IGF1R","PLCB1"
"644","BAD","MAPK3"
"645","BAD","CTCF"
"646","PDPK1","RPS6KB1"
"647","PDPK1","EGR3"
"648","MAPK1","DUSP9"
"649","MAPK1","RPS6KB1"
"650","MAPK1","PRKCD"
"651","MAPK1","IL17RC"
"652","MAPK1","SDC1"
"653","MAPK1","ZFP36"
"654","MAPK1","TNF"
"655","MAPK3","TSC2"
"656","MAPK3","RPS6KB1"
"657","MAPK3","FOS"
"658","MAPK3","MYC"
"659","MAPK3","SMAD2"
"660","MAPK3","SMAD3"
"661","MAPK3","ESR1"
"662","MAPK3","ETS2"
"663","MAPK3","ZNF7"
"664","UPF2","ZFP36"
"665","UPF2","GSPT2"
"666","UPF3B","SATB2"
"667","UPF3B","GSPT2"
"668","SMG7","MYC"
"669","SMG7","EGR2"
"670","SMG7","SMG5"
"671","PPP2CB","RPS6KB1"
"672","PPP2CB","EGR3"
"673","PPP2CB","SMG5"
"674","PPP2CB","IRAK1"
"675","PPP2CB","STK3"
"676","PPP2R1A","RPS6KB1"
"677","PPP2R1A","MCM3"
"678","PPP2R1A","SMG5"
"679","PPP2R1A","IRAK1"
"680","PPP2R1A","STK3"
"681","PPP2R5A","APC"
"682","PPP2R5A","EGR2"
"683","PPP2R5A","EGR3"
"684","PPP2R5A","FOSB"
"685","PPP2R5A","JUNB"
"686","PPP2R5A","SMG5"
"687","HGS","MYC"
"688","HGS","SMAD2"
"689","HGS","SMAD3"
"690","HGS","TSG101"
"691","RAN","MYC"
"692","RAN","SMAD2"
"693","RAN","PTMA"
"694","RAN","SSRP1"
"695","RAD50","RAD50"
"696","BRCA2","FANCG"
"697","BRCA2","CCNE1"
"698","BRCA2","SEM1"
"699","BRCA2","PSMD3"
"700","BRCA2","BUB1B"
"701","BRCA2","RPA1"
"702","FANCC","FANCI"
"703","FANCD2","MYC"
"704","FANCD2","BRCA1"
"705","FANCD2","RAD51"
"706","FANCF","MYC"
"707","FANCF","FANCI"
"708","FANCG","E2F4"
"709","FANCG","E2F5"
"710","FANCG","E2F2"
"711","FANCG","FANCI"
"712","UBE2T","NFYC"
"713","UBE2T","FANCI"
"714","CENPX","FANCI"
"715","CENPS","FANCI"
"716","DUSP1","MYC"
"717","DUSP1","ATF2"
"718","DUSP1","NFE2L2"
"719","DUSP1","ATF5"
"720","DUSP1","CTCF"
"721","MAP4K4","MAP3K1"
"722","ELK4","FOS"
"723","ELK4","BRCA1"
"724","ELK4","CTCF"
"725","ELK4","NR2C2"
"726","ELK1","RAC1"
"727","ELK1","EPHA2"
"728","ELK1","FZD4"
"729","ELK1","PARD3"
"730","ELK1","RALA"
"731","ELK1","MECOM"
"732","ELK1","MDM4"
"733","ELK1","SND1"
"734","ELK1","ZFP36"
"735","ELK1","CITED2"
"736","ELK1","DNAJC2"
"737","ELK1","ERCC3"
"738","ELK1","KAT7"
"739","ELK1","RNPS1"
"740","ELK1","TRRAP"
"741","ELK1","ZNF581"
"742","ELK1","FANCI"
"743","ELK1","TNF"
"744","ELK1","SKP2"
"745","ELK1","ARID2"
"746","ELK1","SETDB1"
"747","ELK1","MCM10"
"748","ELK1","DAP3"
"749","ELK1","EIF2AK1"
"750","ELK1","FUT4"
"751","ELK1","BLM"
"752","ELK1","NOL7"
"753","ELK1","OGG1"
"754","ELK1","PRCP"
"755","ELK1","CENPF"
"756","ELK1","WDR46"
"757","ELK1","THOC6"
"758","ELK1","PUF60"
"759","ELK1","PTBP3"
"760","ELK1","LASP1"
"761","ELK1","ASXL2"
"762","ELK1","SENP1"
"763","ELK1","NUP155"
"764","ELK1","MSH3"
"765","ELK1","BROX"
"766","ELK1","DHX30"
"767","ELK1","SEC24C"
"768","ELK1","PRPF19"
"769","ELK1","DPCD"
"770","ELK1","C17orf58"
"771","ELK1","ACD"
"772","ELK1","SF3B2"
"773","ELK1","OTUD7B"
"774","ELK1","MTBP"
"775","ELK1","KIF4A"
"776","ELK1","EPB41L4A"
"777","ELK1","ACTG2"
"778","ELK1","SLBP"
"779","ELK1","LRRC4C"
"780","ELK1","SERPINI1"
"781","ELK1","RBP5"
"782","ELK1","MLEC"
"783","ELK1","MAF1"
"784","ELK1","KCNN2"
"785","ELK1","GPANK1"
"786","ELK1","UBE2Q1"
"787","ELK1","TMEM68"
"788","ELK1","RPL37"
"789","ELK1","RPL15"
"790","ELK1","MEA1"
"791","ELK1","ITPA"
"792","ELK1","ITGB3BP"
"793","ELK1","HEATR1"
"794","ELK1","EXOSC10"
"795","ELK1","DCAF8"
"796","ELK1","COLEC11"
"797","ELK1","CLK2"
"798","ELK1","CIDEB"
"799","ELK1","SMG8"
"800","ELK1","TINAGL1"
"801","ELK1","ZSCAN29"
"802","ELK1","ZNF623"
"803","ELK1","ZNF322"
"804","ELK1","UGGT1"
"805","ELK1","UBE2J2"
"806","ELK1","TRIM15"
"807","ELK1","SNX12"
"808","ELK1","SLC25A20"
"809","ELK1","SFR1"
"810","ELK1","RNF150"
"811","ELK1","RBM22"
"812","ELK1","RABIF"
"813","ELK1","PPOX"
"814","ELK1","POLA1"
"815","ELK1","OSTF1"
"816","ELK1","MTIF2"
"817","ELK1","LZIC"
"818","ELK1","KLHDC3"
"819","ELK1","KCND3"
"820","ELK1","KBTBD4"
"821","ELK1","FBXW2"
"822","ELK1","FBXL18"
"823","ELK1","FAM168B"
"824","ELK1","EMG1"
"825","ELK1","EIF3G"
"826","ELK1","DNAJC7"
"827","ELK1","DISP1"
"828","ELK1","DDX55"
"829","ELK1","CSPP1"
"830","ELK1","CPSF3"
"831","ELK1","COPA"
"832","ELK1","COMMD5"
"833","ELK1","CDCA8"
"834","ELK1","CBLN2"
"835","ELK1","BANF1"
"836","ELK1","AP5M1"
"837","ELK1","AP3B1"
"838","ELK1","UBE2I"
"839","GADD45G","CDK1"
"840","GADD45G","PCNA"
"841","GADD45G","ESR1"
"842","GADD45G","MAP3K4"
"843","GADD45A","E2F4"
"844","GADD45A","ESR1"
"845","GADD45A","BRCA1"
"846","GADD45A","NPM1"
"847","GADD45A","MAP3K4"
"848","GADD45B","PCNA"
"849","GADD45B","FOS"
"850","GADD45B","MYC"
"851","GADD45B","SMAD3"
"852","GADD45B","ESR1"
"853","GADD45B","CTCF"
"854","GADD45B","FOSB"
"855","GADD45B","JUNB"
"856","GADD45B","MAP3K4"
"857","IL1RAP","MYD88"
"858","TGFB1","DCN"
"859","TGFB1","ASH1L"
"860","TGFB1","FOSB"
"861","TGFB3","TGFBR1"
"862","TGFB3","TGFBR2"
"863","TGFB3","MYC"
"864","TGFB3","SMAD2"
"865","TGFB3","SMAD3"
"866","MAPKAPK5","HSPB1"
"867","RAC1","DVL1"
"868","RAC1","DVL2"
"869","RAC1","DVL3"
"870","RAC1","TLR4"
"871","RAC1","FYN"
"872","RAC1","WASF2"
"873","RAC1","GNB1"
"874","RAC1","RALBP1"
"875","RAC1","ABL2"
"876","RAC1","PTTG1"
"877","RAC1","MAP3K1"
"878","MYD88","TLR4"
"879","MYD88","ZIC2"
"880","MYD88","IRAK1"
"881","MYD88","TNF"
"882","EPHA2","PLCB1"
"883","EPHA2","ATF2"
"884","FGFR4","PLCB1"
"885","FGFR4","PLCG1"
"886","FGFR4","MYC"
"887","FGFR4","CTCF"
"888","MET","PLCB1"
"889","MET","PLCG1"
"890","MET","PTK2"
"891","MET","MYC"
"892","MET","CTNNB1"
"893","MET","YBX1"
"894","NGFR","PLCB1"
"895","PDGFRA","PLCB1"
"896","PDGFRA","PLCG1"
"897","PDGFRA","PTK2"
"898","RGL1","RALA"
"899","RALGAPB","RALA"
"900","ENAH","E2F2"
"901","ENAH","ACTB"
"902","GDF5","CTCF"
"903","GDF5","BMPR1A"
"904","PLCB1","AGTR1"
"905","PLCB1","AVPR1A"
"906","PLCB1","FPR1"
"907","PLCB1","GNB1"
"908","PLCB1","CTCF"
"909","PLCB2","CTCF"
"910","PLCG1","E2F4"
"911","PLCG1","PRKCD"
"912","PLCG1","ESR1"
"913","PLCG1","ATF2"
"914","PLCG1","CTCF"
"915","PLCG1","KHDRBS1"
"916","PLCG2","PRKCD"
"917","PLCG2","KHDRBS1"
"918","PLCG2","NPM1"
"919","CD14","TLR4"
"920","CD14","ATF2"
"921","CD14","CTCF"
"922","TGFBR1","TGFBR2"
"923","TGFBR1","E2F4"
"924","TGFBR1","E2F5"
"925","TGFBR1","E2F2"
"926","TGFBR1","MYC"
"927","TGFBR1","CTNNB1"
"928","TGFBR1","SMAD2"
"929","TGFBR1","SMAD3"
"930","TGFBR2","FOS"
"931","TGFBR2","CTNNB1"
"932","TGFBR2","SMAD2"
"933","TGFBR2","SMAD3"
"934","TGFBR2","ETS2"
"935","TGFBR2","ETV4"
"936","TGFBR2","FOSB"
"937","TGFBR2","JUNB"
"938","SMAD4","SMAD4"
"939","DGKQ","PLCD3"
