"","V1","V2"
"166","CYP26A1","CYP2B6"
"167","CYP2B6","EGR1"
"168","FDPS","FDPS"
"169","FDPS","GGPS1"
"170","FDPS","HRAS"
"171","GGPS1","E2F4"
"172","GGPS1","E2F2"
"173","GGPS1","EGR1"
"174","GSTA1","NFE2L2"
"175","GSTA4","MYC"
"176","GSTM4","TLE1"
"177","GSTM4","EGR1"
"178","MGST1","MYC"
"179","GMPS","TPMT"
"180","IMPDH2","MYC"
"181","IMPDH2","EGR1"
"182","IMPDH2","TCF3"
"183","IMPDH2","TPMT"
"184","MTOR","PRKCA"
"185","MTOR","PRKCB"
"186","MTOR","PRKCG"
"187","MTOR","AKT2"
"188","MTOR","IGF1"
"189","MTOR","PIK3CA"
"190","MTOR","PIK3CB"
"191","MTOR","PIK3CD"
"192","MTOR","PIK3R1"
"193","MTOR","PIK3R2"
"194","MTOR","PIK3R3"
"195","MTOR","RHEB"
"196","MTOR","RRAGD"
"197","MTOR","RRAGC"
"198","MTOR","PRKAA2"
"199","MTOR","RPS6KB1"
"200","MTOR","PRKAG2"
"201","MTOR","PRKAB1"
"202","MTOR","PRKAB2"
"203","MTOR","PRKAG1"
"204","MTOR","MYC"
"205","MTOR","EIF4EBP1"
"206","GAB1","SHC3"
"207","GAB1","SHC1"
"208","GAB1","MET"
"209","TGFA","EGFR"
"210","TGFA","TP53"
"211","TGFA","NKD2"
"212","TGFA","ESR1"
"213","SOS1","SHC3"
"214","SOS1","PDGFRA"
"215","SOS1","SPRY2"
"216","SOS2","GRB2"
"217","SOS2","HRAS"
"218","SOS2","CCND1"
"219","SOS2","FOS"
"220","SOS2","MYC"
"221","SOS2","EGR1"
"222","SOS2","FOSB"
"223","GRB2","SHC4"
"224","GRB2","SHC3"
"225","GRB2","EGFR"
"226","GRB2","IGF1R"
"227","GRB2","MAPK1"
"228","GRB2","ELK1"
"229","GRB2","EPHA2"
"230","GRB2","FGFR4"
"231","GRB2","MET"
"232","GRB2","NGFR"
"233","GRB2","PDGFRA"
"234","GRB2","ESR1"
"235","GRB2","EGR1"
"236","GRB2","KHDRBS1"
"237","GRB2","NPM1"
"238","GRB2","DTX1"
"239","SHC2","EGFR"
"240","SHC2","IGF1R"
"241","SHC2","EPHA2"
"242","SHC2","FGFR4"
"243","SHC2","MET"
"244","SHC2","NGFR"
"245","SHC2","PDGFRA"
"246","SHC2","FYN"
"247","SHC3","ATF2"
"248","SHC3","FOSB"
"249","SHC3","TCF3"
"250","SHC1","NPM1"
"251","PRKCA","PLCB1"
"252","PRKCA","PLCB2"
"253","PRKCA","PLCG1"
"254","PRKCA","PLCG2"
"255","PRKCA","PTK2"
"256","PRKCA","ATP6AP1"
"257","PRKCA","PA2G4"
"258","PRKCA","TRPV4"
"259","PRKCB","ARAF"
"260","PRKCB","HRAS"
"261","PRKCB","MAPK1"
"262","PRKCB","PLCB1"
"263","PRKCB","PLCB2"
"264","PRKCB","PLCG2"
"265","PRKCB","PTK2"
"266","PRKCB","FOS"
"267","PRKCB","FCGR3B"
"268","PRKCB","FCGR2C"
"269","PRKCB","EGR1"
"270","PRKCB","PA2G4"
"271","PRKCB","TRPV4"
"272","PRKCB","SLC2A2"
"273","PRKCG","ARAF"
"274","PRKCG","HRAS"
"275","PRKCG","MAPK1"
"276","PRKCG","PTK2"
"277","PRKCG","FOS"
"278","PRKCG","PA2G4"
"279","PRKCG","TRPV4"
"280","AKT3","CDKN1A"
"281","AKT3","BAD"
"282","AKT3","PPP2R5A"
"283","AKT3","TSC2"
"284","AKT3","RPS6KB1"
"285","AKT3","THEM4"
"286","AKT3","HSP90AA1"
"287","AKT3","HSP90AB1"
"288","AKT3","PTK2"
"289","AKT3","C6"
"290","AKT3","C7"
"291","AKT3","C8A"
"292","AKT3","C8B"
"293","AKT3","C9"
"294","AKT3","RHOB"
"295","AKT1","RPS6KB1"
"296","AKT1","EZH2"
"297","AKT1","MDM4"
"298","AKT2","BAD"
"299","AKT2","TSC1"
"300","AKT2","RPS6KB1"
"301","AKT2","ESR1"
"302","AKT2","EBF1"
"303","MAP2K1","PPP2CB"
"304","MAP2K1","PPP2R1A"
"305","MAP2K1","PRKCD"
"306","MAP2K1","ATF5"
"307","MAP2K2","MAPK1"
"308","MAP2K2","EGR2"
"309","ARAF","HRAS"
"310","ARAF","KRAS"
"311","ARAF","NRAS"
"312","ARAF","YWHAB"
"313","ARAF","YWHAG"
"314","ARAF","YWHAZ"
"315","ARAF","PRKCD"
"316","RAF1","PIK3CA"
"317","RAF1","PIK3CB"
"318","RAF1","PIK3CD"
"319","RAF1","PIK3R2"
"320","RAF1","RFXANK"
"321","BRAF","HRAS"
"322","BRAF","KRAS"
"323","BRAF","NRAS"
"324","BRAF","FOS"
"325","BRAF","EGR1"
"326","HRAS","EGFR"
"327","HRAS","PIK3CA"
"328","HRAS","PIK3CB"
"329","HRAS","PIK3CD"
"330","HRAS","PIK3R1"
"331","HRAS","PIK3R3"
"332","HRAS","TP53"
"333","HRAS","IGF1R"
"334","HRAS","PDPK1"
"335","HRAS","MAPK1"
"336","HRAS","MET"
"337","HRAS","FOS"
"338","HRAS","MYC"
"339","HRAS","CAMK2B"
"340","HRAS","TPM3"
"341","HRAS","TPR"
"342","HRAS","CAMK1"
"343","HRAS","EBF1"
"344","HRAS","EGR1"
"345","HRAS","MAZ"
"346","KRAS","PIK3CA"
"347","KRAS","MAPK1"
"348","KRAS","FOS"
"349","KRAS","MYC"
"350","KRAS","ETS2"
"351","KRAS","NR3C2"
"352","KRAS","POU2F1"
"353","NRAS","PIK3CA"
"354","NRAS","PDPK1"
"355","NRAS","MAPK1"
"356","NRAS","ELK1"
"357","NRAS","FOS"
"358","NRAS","MYC"
"359","NRAS","POU2F1"
"360","HGF","EGFR"
"361","HGF","MET"
"362","BCL2L1","BAX"
"363","IGF1","EGFR"
"364","IGF1","IGF1R"
"365","IGF1","MAPK1"
"366","IGF1","MAPK3"
"367","IGF1","GSK3B"
"368","IGF1","HDAC2"
"369","IGF1","DCN"
"370","IGF1","ESR1"
"371","PDGFD","EGFR"
"372","PDGFD","PDGFRA"
"373","EGFR","PIK3CA"
"374","EGFR","TP53"
"375","EGFR","MAPK1"
"376","EGFR","FGF23"
"377","EGFR","PLCB1"
"378","EGFR","PLCB2"
"379","EGFR","PTK2"
"380","EGFR","ESR1"
"381","EGFR","ATP6AP1"
"382","EGFR","ATP6V1C2"
"383","EGFR","ATP6V1H"
"384","EGFR","EGR1"
"385","EGFR","TSG101"
"386","EGFR","YBX1"
"387","PIK3CA","TP53"
"388","PIK3CA","IGF1R"
"389","PIK3CA","MET"
"390","PIK3CA","HOMER2"
"391","PIK3CA","HOMER1"
"392","PIK3CA","PRKCD"
"393","PIK3CA","FYN"
"394","PIK3CA","PECAM1"
"395","PIK3CA","ITGA2"
"396","PIK3CA","TRAF5"
"397","PIK3CA","GNB1"
"398","PIK3CA","ESR1"
"399","PIK3CA","CHKA"
"400","PIK3CB","PDPK1"
"401","PIK3CB","RAC1"
"402","PIK3CB","PTK2"
"403","PIK3CB","PRKCD"
"404","PIK3CB","CHKA"
"405","PIK3CD","PDPK1"
"406","PIK3CD","RAC1"
"407","PIK3CD","PTK2"
"408","PIK3CD","PRKCD"
"409","PIK3CD","CHKA"
"410","PIK3R1","RB1"
"411","PIK3R1","RAC1"
"412","PIK3R1","PTK2"
"413","PIK3R1","CTNNB1"
"414","PIK3R1","ESR1"
"415","PIK3R1","EBF1"
"416","PIK3R1","EGR2"
"417","PIK3R1","KHDRBS1"
"418","PIK3R1","NFYC"
"419","PIK3R1","WBP11"
"420","PIK3R1","CHKA"
"421","PIK3R2","PDPK1"
"422","PIK3R2","RAC1"
"423","PIK3R2","PTK2"
"424","PIK3R2","PRKCD"
"425","PIK3R2","CHKA"
"426","PIK3R3","RB1"
"427","PIK3R3","PDPK1"
"428","PIK3R3","RAC1"
"429","PIK3R3","PTK2"
"430","PIK3R3","PRKCD"
"431","PIK3R3","POU2F1"
"432","PIK3R3","CHKA"
"433","MAPK10","MECOM"
"434","MAPK10","BAX"
"435","TP53","TP53"
"436","TP53","CCND1"
"437","TP53","RB1"
"438","TP53","IGF1R"
"439","TP53","MAPK1"
"440","TP53","MAPK3"
"441","TP53","DUSP1"
"442","TP53","GADD45G"
"443","TP53","GADD45A"
"444","TP53","EPHA2"
"445","TP53","MET"
"446","TP53","PCNA"
"447","TP53","PLK1"
"448","TP53","YWHAG"
"449","TP53","YWHAZ"
"450","TP53","PRKDC"
"451","TP53","CCNA2"
"452","TP53","E2F4"
"453","TP53","E2F5"
"454","TP53","E2F2"
"455","TP53","HDAC2"
"456","TP53","PPP1CC"
"457","TP53","WNT3"
"458","TP53","FZD10"
"459","TP53","HSP90AA1"
"460","TP53","HSP90AB1"
"461","TP53","PTK2"
"462","TP53","PRKAB1"
"463","TP53","FOS"
"464","TP53","MYC"
"465","TP53","TCF7L2"
"466","TP53","TCF7L1"
"467","TP53","RUVBL1"
"468","TP53","CTNNB1"
"469","TP53","SMAD2"
"470","TP53","SMAD3"
"471","TP53","FRMD6"
"472","TP53","CSNK2A1"
"473","TP53","PKN1"
"474","TP53","ESR1"
"475","TP53","ARHGAP10"
"476","TP53","AHNAK"
"477","TP53","LAMA4"
"478","TP53","TERT"
"479","TP53","ETS2"
"480","TP53","CAMK1"
"481","TP53","ARID1A"
"482","TP53","SMARCB1"
"483","TP53","SMARCA4"
"484","TP53","ACTL6B"
"485","TP53","SMARCD1"
"486","TP53","AATF"
"487","TP53","BARD1"
"488","TP53","BDP1"
"489","TP53","BRCA1"
"490","TP53","BRD7"
"491","TP53","EGR1"
"492","TP53","ETV4"
"493","TP53","MCM2"
"494","TP53","MDM4"
"495","TP53","NPM1"
"496","TP53","PTTG1"
"497","TP53","TSG101"
"498","TP53","YBX1"
"499","TP53","BAZ1B"
"500","TP53","ERCC3"
"501","TP53","FUS"
"502","TP53","MCM7"
"503","TP53","MLLT6"
"504","TP53","PBXIP1"
"505","TP53","PIAS1"
"506","TP53","RAD51"
"507","TP53","UBTF"
"508","TP53","XRCC6"
"509","TP53","ZHX1"
"510","TP53","TK1"
"511","TP53","BAX"
"512","TP53","FAS"
"513","TP53","XPO1"
"514","TP53","HSPB1"
"515","TP53","RAB4A"
"516","TP53","BAK1"
"517","TP53","SERPINE1"
"518","TP53","TNF"
"519","TP53","NQO1"
"520","TP53","PTGS2"
"521","TP53","MDC1"
"522","TP53","PTPRG"
"523","TP53","AURKA"
"524","TP53","RRM2"
"525","TP53","STMN1"
"526","TP53","BLM"
"527","TP53","HSPA4"
"528","TP53","NDRG1"
"529","TP53","PTBP1"
"530","TP53","OGG1"
"531","TP53","THRSP"
"532","TP53","MKI67"
"533","TP53","POLD1"
"534","TP53","PRC1"
"535","TP53","PTPN13"
"536","TP53","MNAT1"
"537","TP53","SPRYD4"
"538","TP53","SLC39A14"
"539","TP53","CUTA"
"540","TP53","CDK5"
"541","TP53","N4BP2L1"
"542","TP53","UBE2A"
"543","TP53","PPFIBP2"
"544","TP53","SPON2"
"545","TP53","SEMA3F"
"546","TP53","SCRIB"
"547","TP53","RC3H1"
"548","TP53","PXDC1"
"549","TP53","PRPF6"
"550","TP53","NSUN5"
"551","TP53","MCC"
"552","TP53","KLKB1"
"553","TP53","KIN"
"554","TP53","KCNN3"
"555","TP53","IK"
"556","TP53","DUSP12"
"557","TP53","C15orf40"
"558","TP53","AIFM2"
"559","TP53","AIDA"
"560","TP53","VRK1"
"561","TP53","SCAMP1"
"562","TP53","PBK"
"563","TP53","CSNK1D"
"564","TP53","COPS7A"
"565","TP53","ARIH2"
"566","TP53","ANXA3"
"567","TP53","PAFAH1B3"
"568","TP53","UBE2I"
"569","TP53","PRIM1"
"570","TP53","COPS6"
"571","TP53","SMYD2"
"572","CDKN2A","EZH2"
"573","CDKN2A","FOXM1"
"574","CDKN2A","MCM5"
"575","CDKN2C","WDR5"
"576","CDKN2C","RBBP5"
"577","CDKN2C","EGR2"
"578","CDKN2C","EGR3"
"579","CDKN1A","EZH2"
"580","CDKN1A","FUBP1"
"581","CDKN1A","NELFCD"
"582","CDKN1A","NPM1"
"583","CDKN1A","PTMA"
"584","CDKN1A","TAF5"
"585","CDKN1A","TSG101"
"586","CDKN1A","XRCC6"
"587","CCND1","RB1"
"588","CCND1","MAPK1"
"589","CCND1","MAPK3"
"590","CCND1","E2F4"
"591","CCND1","FOS"
"592","CCND1","MYC"
"593","CCND1","TCF7"
"594","CCND1","TCF7L1"
"595","CCND1","CTNNB1"
"596","CCND1","ESR1"
"597","CCND1","ATF2"
"598","CCND1","CREB3L4"
"599","CCND1","CREB3L2"
"600","CCND1","ETS2"
"601","CCND1","HEY1"
"602","CCND1","SMARCA4"
"603","CCND1","BRCA1"
"604","CCND1","E2F8"
"605","CCND1","NELFCD"
"606","CCND1","NPM1"
"607","CCND1","POU2F1"
"608","CDK4","CDK4"
"609","RB1","RB1"
"610","RB1","MAPK1"
"611","RB1","PCNA"
"612","RB1","E2F4"
"613","RB1","E2F5"
"614","RB1","E2F2"
"615","RB1","FOS"
"616","RB1","MYC"
"617","RB1","CCNE2"
"618","RB1","CTNNB1"
"619","RB1","ATF2"
"620","RB1","SMARCA4"
"621","RB1","AATF"
"622","RB1","NCOA6"
"623","RB1","PURA"
"624","RB1","ARID3B"
"625","RB1","KDM5B"
"626","RB1","MCM7"
"627","RB1","RBBP7"
"628","RB1","SNW1"
"629","RB1","TP53BP2"
"630","RB1","TMPO"
"631","RB1","NDC80"
"632","RB1","POLA1"
"633","RB1","LIN9"
"634","IGF1R","PLCB1"
"635","IGF1R","E2F4"
"636","IGF1R","E2F2"
"637","IGF1R","MYC"
"638","IGF1R","CTNNB1"
"639","IGF1R","ESR1"
"640","BAD","MAPK3"
"641","BAD","EGR1"
"642","BAD","TCF3"
"643","PDPK1","RPS6KB1"
"644","PDPK1","EGR3"
"645","MAPK1","DUSP1"
"646","MAPK1","DUSP9"
"647","MAPK1","ELK4"
"648","MAPK1","ELK1"
"649","MAPK1","RPS6KB1"
"650","MAPK1","FOS"
"651","MAPK1","MYC"
"652","MAPK1","PRKCD"
"653","MAPK1","SMAD2"
"654","MAPK1","SMAD3"
"655","MAPK1","IL17RC"
"656","MAPK1","CAMK2B"
"657","MAPK1","ESR1"
"658","MAPK1","ETS2"
"659","MAPK1","SDC1"
"660","MAPK1","EGR1"
"661","MAPK1","HDAC4"
"662","MAPK1","KHDRBS1"
"663","MAPK1","TCF3"
"664","MAPK1","YBX1"
"665","MAPK1","ZFP36"
"666","MAPK1","UBTF"
"667","MAPK1","TNF"
"668","MAPK3","ELK4"
"669","MAPK3","ELK1"
"670","MAPK3","RPS6KB1"
"671","MAPK3","FOS"
"672","MAPK3","MYC"
"673","MAPK3","SMAD2"
"674","MAPK3","SMAD3"
"675","MAPK3","ESR1"
"676","MAPK3","ETS2"
"677","MAPK3","EGR1"
"678","MAPK3","HDAC4"
"679","MAPK3","TCF3"
"680","MAPK3","UBTF"
"681","MAPK3","ZNF7"
"682","MAPK3","TNF"
"683","UPF2","ZFP36"
"684","UPF2","GSPT2"
"685","UPF3B","POU2F1"
"686","UPF3B","SATB2"
"687","UPF3B","GSPT2"
"688","SMG7","EGR1"
"689","SMG7","EGR2"
"690","SMG7","SMG5"
"691","PPP2CB","RPS6KB1"
"692","PPP2CB","EGR3"
"693","PPP2CB","SMG5"
"694","PPP2CB","IRAK1"
"695","PPP2CB","STK3"
"696","PPP2R1A","RPS6KB1"
"697","PPP2R1A","SMAD2"
"698","PPP2R1A","SMAD3"
"699","PPP2R1A","POU2F1"
"700","PPP2R1A","MCM3"
"701","PPP2R1A","SMG5"
"702","PPP2R1A","IRAK1"
"703","PPP2R1A","STK3"
"704","PPP2R5A","FOS"
"705","PPP2R5A","APC"
"706","PPP2R5A","EGR1"
"707","PPP2R5A","EGR2"
"708","PPP2R5A","EGR3"
"709","PPP2R5A","FOSB"
"710","PPP2R5A","SMG5"
"711","HGS","TSG101"
"712","RAN","MYC"
"713","RAN","PTMA"
"714","RAN","SSRP1"
"715","RAN","XPO1"
"716","RAD50","RAD50"
"717","RAD50","MRE11"
"718","BRCA2","FANCG"
"719","BRCA2","CCNE1"
"720","BRCA2","SEM1"
"721","BRCA2","PSMD3"
"722","BRCA2","BUB1B"
"723","BRCA2","RPA1"
"724","FANCC","E2F4"
"725","FANCC","EGR1"
"726","FANCC","FANCI"
"727","FANCD2","MYC"
"728","FANCD2","BRCA1"
"729","FANCD2","RAD51"
"730","FANCF","E2F4"
"731","FANCF","E2F2"
"732","FANCF","MYC"
"733","FANCF","FANCI"
"734","FANCG","E2F4"
"735","FANCG","E2F5"
"736","FANCG","E2F2"
"737","FANCG","FANCI"
"738","UBE2T","NFYC"
"739","UBE2T","FANCI"
"740","CENPX","FANCI"
"741","CENPS","FANCI"
"742","DUSP1","MYC"
"743","DUSP1","ATF2"
"744","DUSP1","NFE2L2"
"745","DUSP1","ATF5"
"746","MAP4K4","POU2F1"
"747","MAP4K4","MAP3K1"
"748","ELK4","ELK1"
"749","ELK4","FOS"
"750","ELK4","NR2C2"
"751","ELK1","RAC1"
"752","ELK1","EPHA2"
"753","ELK1","FZD4"
"754","ELK1","FOS"
"755","ELK1","MYC"
"756","ELK1","PARD3"
"757","ELK1","ACTB"
"758","ELK1","ACTG1"
"759","ELK1","ARF1"
"760","ELK1","RALA"
"761","ELK1","MECOM"
"762","ELK1","EGR1"
"763","ELK1","MDM4"
"764","ELK1","ZFP36"
"765","ELK1","DNAJC2"
"766","ELK1","ERCC3"
"767","ELK1","RNPS1"
"768","ELK1","TRRAP"
"769","ELK1","FANCI"
"770","ELK1","TNF"
"771","ELK1","ARID2"
"772","ELK1","SETDB1"
"773","ELK1","MCM10"
"774","ELK1","DAP3"
"775","ELK1","EIF2AK1"
"776","ELK1","FUT4"
"777","ELK1","BLM"
"778","ELK1","NOL7"
"779","ELK1","OGG1"
"780","ELK1","PRCP"
"781","ELK1","THOC6"
"782","ELK1","PUF60"
"783","ELK1","LASP1"
"784","ELK1","ASXL2"
"785","ELK1","SENP1"
"786","ELK1","NUP155"
"787","ELK1","MSH3"
"788","ELK1","BROX"
"789","ELK1","DHX30"
"790","ELK1","SEC24C"
"791","ELK1","PRPF19"
"792","ELK1","DPCD"
"793","ELK1","C17orf58"
"794","ELK1","SF3B2"
"795","ELK1","OTUD7B"
"796","ELK1","MTBP"
"797","ELK1","KIF4A"
"798","ELK1","EPB41L4A"
"799","ELK1","ACTG2"
"800","ELK1","SLBP"
"801","ELK1","LRRC4C"
"802","ELK1","SERPINI1"
"803","ELK1","RBP5"
"804","ELK1","MLEC"
"805","ELK1","KCNN2"
"806","ELK1","GPANK1"
"807","ELK1","TMEM68"
"808","ELK1","MEA1"
"809","ELK1","ITPA"
"810","ELK1","ITGB3BP"
"811","ELK1","HEATR1"
"812","ELK1","EXOSC10"
"813","ELK1","CIDEB"
"814","ELK1","SMG8"
"815","ELK1","ZSCAN29"
"816","ELK1","ZNF623"
"817","ELK1","ZNF322"
"818","ELK1","UGGT1"
"819","ELK1","UBE2J2"
"820","ELK1","TRIM15"
"821","ELK1","SNX12"
"822","ELK1","SLC25A20"
"823","ELK1","SFR1"
"824","ELK1","RNF150"
"825","ELK1","RBM22"
"826","ELK1","RABIF"
"827","ELK1","PPOX"
"828","ELK1","POLA1"
"829","ELK1","OSTF1"
"830","ELK1","MTIF2"
"831","ELK1","LZIC"
"832","ELK1","KLHDC3"
"833","ELK1","KCND3"
"834","ELK1","KBTBD4"
"835","ELK1","FBXW2"
"836","ELK1","FBXL18"
"837","ELK1","FAM168B"
"838","ELK1","EMG1"
"839","ELK1","EIF3G"
"840","ELK1","DNAJC7"
"841","ELK1","DISP1"
"842","ELK1","DDX55"
"843","ELK1","CSPP1"
"844","ELK1","CPSF3"
"845","ELK1","COPA"
"846","ELK1","COMMD5"
"847","ELK1","CDCA8"
"848","ELK1","CBLN2"
"849","ELK1","BANF1"
"850","ELK1","AP5M1"
"851","ELK1","AP3B1"
"852","ELK1","UBE2I"
"853","GADD45G","CDK1"
"854","GADD45G","PCNA"
"855","GADD45G","ESR1"
"856","GADD45G","MAP3K4"
"857","GADD45A","PCNA"
"858","GADD45A","E2F4"
"859","GADD45A","ESR1"
"860","GADD45A","NPM1"
"861","GADD45A","MAP3K4"
"862","GADD45B","PCNA"
"863","GADD45B","SMAD3"
"864","GADD45B","ESR1"
"865","GADD45B","FOSB"
"866","GADD45B","MAP3K4"
"867","IL1RAP","MYD88"
"868","TGFB1","DCN"
"869","TGFB1","ASH1L"
"870","TGFB1","FOSB"
"871","TGFB3","TGFBR1"
"872","TGFB3","MYC"
"873","TGFB3","SMAD2"
"874","TGFB3","SMAD3"
"875","MAPKAPK5","HSPB1"
"876","RAC1","DVL1"
"877","RAC1","DVL2"
"878","RAC1","DVL3"
"879","RAC1","TLR4"
"880","RAC1","FYN"
"881","RAC1","WASF2"
"882","RAC1","GNB1"
"883","RAC1","RALBP1"
"884","RAC1","ABL2"
"885","RAC1","PTTG1"
"886","RAC1","MAP3K1"
"887","MYD88","TLR4"
"888","MYD88","ZIC2"
"889","MYD88","IRAK1"
"890","MYD88","TNF"
"891","EPHA2","PLCB1"
"892","EPHA2","ATF2"
"893","EPHA2","TCF3"
"894","FGFR4","MYC"
"895","FGFR4","TCF3"
"896","MET","PLCB1"
"897","MET","PLCG1"
"898","MET","PTK2"
"899","MET","MYC"
"900","MET","CTNNB1"
"901","MET","TCF3"
"902","MET","YBX1"
"903","NGFR","PLCB1"
"904","PDGFRA","PLCB1"
"905","PDGFRA","PLCG1"
"906","PDGFRA","PTK2"
"907","RGL1","RALA"
"908","RGL1","EGR1"
"909","RGL1","POU2F1"
"910","RALGAPB","RALA"
"911","ENAH","E2F2"
"912","ENAH","ACTB"
"913","GNA14","PLCB1"
"914","GDF5","BMPR1A"
"915","PLCB1","AGTR1"
"916","PLCB1","AVPR1A"
"917","PLCB1","FPR1"
"918","PLCB1","GNB1"
"919","PLCB1","TCF3"
"920","PLCG1","PRKCD"
"921","PLCG2","PRKCD"
"922","PLCG2","KHDRBS1"
"923","PLCG2","NPM1"
"924","CD14","TLR4"
"925","CD14","ATF2"
"926","HOMER2","MYC"
"927","TGFBR1","E2F4"
"928","TGFBR1","E2F5"
"929","TGFBR1","E2F2"
"930","TGFBR1","MYC"
"931","TGFBR1","CTNNB1"
"932","TGFBR1","SMAD2"
"933","TGFBR1","SMAD3"
"934","TGFBR1","EGR1"
"935","TGFBR1","TCF3"
"936","TGFBR2","ETV4"
"937","SMAD4","SMAD4"
"938","DGKQ","PLCD3"
"939","DGKZ","EGR3"
"940","DGKZ","PLCD3"
