"","V1","V2"
"166","MTOR","PIK3R3"
"167","MTOR","RRAGD"
"168","MTOR","RRAGC"
"169","MTOR","PRKAA2"
"170","MTOR","RPS6KB1"
"171","MTOR","PRKAG2"
"172","MTOR","PRKAB1"
"173","MTOR","PRKAB2"
"174","MTOR","PRKAG1"
"175","MTOR","MYC"
"176","GAB1","SHC3"
"177","GAB1","SHC1"
"178","GAB1","MET"
"179","TGFA","EGFR"
"180","TGFA","NKD2"
"181","SOS1","SHC3"
"182","SOS1","PDGFRA"
"183","SOS1","SPRY2"
"184","SOS2","SPRY2"
"185","GRB2","SHC4"
"186","GRB2","SHC3"
"187","GRB2","EPHA2"
"188","GRB2","FGFR4"
"189","GRB2","MET"
"190","GRB2","NGFR"
"191","GRB2","PDGFRA"
"192","GRB2","NPM1"
"193","SHC2","EGFR"
"194","SHC2","IGF1R"
"195","SHC2","EPHA2"
"196","SHC2","FGFR4"
"197","SHC2","MET"
"198","SHC2","NGFR"
"199","SHC2","PDGFRA"
"200","SHC2","FYN"
"201","SHC1","NPM1"
"202","PRKCA","ARAF"
"203","PRKCA","HRAS"
"204","PRKCA","MAPK3"
"205","PRKCA","PLCB1"
"206","PRKCA","PLCB2"
"207","PRKCA","PLCG1"
"208","PRKCA","PLCG2"
"209","PRKCA","PTK2"
"210","PRKCA","ATP6AP1"
"211","PRKCA","PA2G4"
"212","PRKCA","TRPV4"
"213","PRKCB","ARAF"
"214","PRKCB","PLCB1"
"215","PRKCB","PLCB2"
"216","PRKCB","PLCG2"
"217","PRKCB","FCGR3B"
"218","PRKCB","FCGR2C"
"219","PRKCB","PA2G4"
"220","PRKCB","TRPV4"
"221","PRKCB","SLC2A2"
"222","PRKCG","PTK2"
"223","PRKCG","PA2G4"
"224","PRKCG","TRPV4"
"225","AKT3","CDKN1A"
"226","AKT3","BAD"
"227","AKT3","PPP2R5A"
"228","AKT3","TSC2"
"229","AKT3","RPS6KB1"
"230","AKT3","THEM4"
"231","AKT3","HSP90AA1"
"232","AKT3","HSP90AB1"
"233","AKT3","PTK2"
"234","AKT3","C6"
"235","AKT3","C7"
"236","AKT3","C8A"
"237","AKT3","C8B"
"238","AKT3","C9"
"239","AKT3","RHOB"
"240","AKT1","RPS6KB1"
"241","AKT1","EZH2"
"242","AKT1","MDM4"
"243","AKT2","CDKN1A"
"244","AKT2","BAD"
"245","AKT2","RPS6KB1"
"246","MAP2K1","ARAF"
"247","MAP2K1","HRAS"
"248","MAP2K1","KRAS"
"249","MAP2K1","EGFR"
"250","MAP2K1","PPP2CB"
"251","MAP2K1","PPP2R1A"
"252","MAP2K1","MYC"
"253","MAP2K1","ATF2"
"254","MAP2K1","ATF5"
"255","MAP2K2","MAPK1"
"256","MAP2K2","EGR2"
"257","ARAF","KRAS"
"258","ARAF","NRAS"
"259","ARAF","YWHAB"
"260","ARAF","YWHAG"
"261","ARAF","YWHAZ"
"262","ARAF","PRKCD"
"263","RAF1","PIK3CA"
"264","RAF1","PIK3CB"
"265","RAF1","PIK3CD"
"266","RAF1","PIK3R2"
"267","RAF1","RFXANK"
"268","HRAS","EGFR"
"269","HRAS","PIK3CB"
"270","HRAS","PIK3CD"
"271","HRAS","TP53"
"272","HRAS","PDGFRA"
"273","HRAS","MYC"
"274","HRAS","TPM3"
"275","HRAS","TPR"
"276","HRAS","CAMK1"
"277","HRAS","MAZ"
"278","KRAS","MYC"
"279","KRAS","ETS2"
"280","KRAS","NR3C2"
"281","NRAS","PDPK1"
"282","HGF","EGFR"
"283","HGF","MET"
"284","BCL2L1","BAX"
"285","IGF1","EGFR"
"286","IGF1","MAPK3"
"287","IGF1","GSK3B"
"288","IGF1","IGFBP3"
"289","IGF1","DCN"
"290","IGF1","BRCA1"
"291","PDGFD","EGFR"
"292","PDGFD","PDGFRA"
"293","EGFR","TP53"
"294","EGFR","FGF23"
"295","EGFR","PLCB1"
"296","EGFR","PLCB2"
"297","EGFR","SH3GLB2"
"298","EGFR","ATP6AP1"
"299","EGFR","ATP6V1C2"
"300","EGFR","ATP6V1H"
"301","EGFR","BRCA1"
"302","EGFR","NR3C2"
"303","EGFR","TSG101"
"304","EGFR","YBX1"
"305","PIK3CA","PDPK1"
"306","PIK3CA","HOMER2"
"307","PIK3CA","HOMER1"
"308","PIK3CA","PRKCD"
"309","PIK3CA","FYN"
"310","PIK3CA","TRAF5"
"311","PIK3CA","GNB1"
"312","PIK3CA","CHKA"
"313","PIK3CB","PDPK1"
"314","PIK3CB","RAC1"
"315","PIK3CB","PTK2"
"316","PIK3CB","PRKCD"
"317","PIK3CB","CHKA"
"318","PIK3CD","PDPK1"
"319","PIK3CD","RAC1"
"320","PIK3CD","PTK2"
"321","PIK3CD","PRKCD"
"322","PIK3CD","CHKA"
"323","PIK3R1","RAC1"
"324","PIK3R1","EGR2"
"325","PIK3R1","NFYC"
"326","PIK3R1","WBP11"
"327","PIK3R1","CHKA"
"328","PIK3R2","PDPK1"
"329","PIK3R2","RAC1"
"330","PIK3R2","PTK2"
"331","PIK3R2","PRKCD"
"332","PIK3R2","CHKA"
"333","PIK3R3","PDPK1"
"334","PIK3R3","RAC1"
"335","PIK3R3","PTK2"
"336","PIK3R3","PRKCD"
"337","PIK3R3","CHKA"
"338","MAPK10","MECOM"
"339","MAPK10","BAX"
"340","TP53","TP53"
"341","TP53","CDKN1A"
"342","TP53","DUSP1"
"343","TP53","GADD45A"
"344","TP53","GADD45B"
"345","TP53","EPHA2"
"346","TP53","MET"
"347","TP53","PLK1"
"348","TP53","YWHAG"
"349","TP53","YWHAZ"
"350","TP53","GSK3B"
"351","TP53","CCNB2"
"352","TP53","WNT3"
"353","TP53","HSP90AA1"
"354","TP53","PRKAB1"
"355","TP53","ELAVL1"
"356","TP53","MYC"
"357","TP53","CCNE1"
"358","TP53","TCF7L2"
"359","TP53","CSNK2A1"
"360","TP53","AXIN2"
"361","TP53","PKN1"
"362","TP53","ETS2"
"363","TP53","CAMK1"
"364","TP53","ACTL6B"
"365","TP53","SMARCD1"
"366","TP53","AATF"
"367","TP53","BRCA1"
"368","TP53","BRD7"
"369","TP53","DNMT1"
"370","TP53","PTTG1"
"371","TP53","TSG101"
"372","TP53","YBX1"
"373","TP53","YEATS4"
"374","TP53","ERCC3"
"375","TP53","MLLT6"
"376","TP53","PIAS1"
"377","TP53","RAD51"
"378","TP53","ZHX1"
"379","TP53","FAS"
"380","TP53","BAK1"
"381","TP53","SERPINE1"
"382","TP53","NQO1"
"383","TP53","IL1B"
"384","TP53","KPNB1"
"385","TP53","HSPA4"
"386","TP53","THRSP"
"387","TP53","AQP3"
"388","TP53","POLD1"
"389","TP53","KPNA2"
"390","TP53","MNAT1"
"391","TP53","NCL"
"392","TP53","SLC39A14"
"393","TP53","CUTA"
"394","TP53","N4BP2L1"
"395","TP53","UBE2A"
"396","TP53","VIPR1"
"397","TP53","STOML2"
"398","TP53","SPON2"
"399","TP53","SMPD1"
"400","TP53","SLMAP"
"401","TP53","SEMA3F"
"402","TP53","RC3H1"
"403","TP53","PXDC1"
"404","TP53","PRPF6"
"405","TP53","PEAK1"
"406","TP53","MCC"
"407","TP53","KLKB1"
"408","TP53","KDM6B"
"409","TP53","KCNN3"
"410","TP53","FBLN1"
"411","TP53","AQP1"
"412","TP53","AIDA"
"413","TP53","ARIH2"
"414","TP53","ANXA3"
"415","TP53","PRIM1"
"416","CDKN2A","EZH2"
"417","CDKN2A","FOXM1"
"418","CDKN2A","MCM5"
"419","CDKN2C","WDR5"
"420","CDKN2C","RBBP5"
"421","CDKN2C","EGR2"
"422","CDKN2C","EGR3"
"423","CDKN1A","MYC"
"424","CDKN1A","CCNE1"
"425","CDKN1A","ATF2"
"426","CDKN1A","ETS2"
"427","CDKN1A","AATF"
"428","CDKN1A","BRCA1"
"429","CDKN1A","FUBP1"
"430","CDKN1A","HDAC4"
"431","CDKN1A","NELFCD"
"432","CDKN1A","TAF5"
"433","CDKN1A","TSG101"
"434","CCND1","E2F8"
"435","CCND1","EZH2"
"436","CCND1","NELFCD"
"437","CCND1","NPM1"
"438","CDK4","CDK4"
"439","RB1","RB1"
"440","IGF1R","PLCB1"
"441","BAD","MAPK3"
"442","PDPK1","RPS6KB1"
"443","PDPK1","EGR3"
"444","MAPK1","DUSP9"
"445","MAPK1","RPS6KB1"
"446","MAPK1","PRKCD"
"447","MAPK1","IL17RC"
"448","MAPK1","SDC1"
"449","MAPK1","ZFP36"
"450","MAPK1","TNF"
"451","MAPK3","ELK4"
"452","MAPK3","RPS6KB1"
"453","MAPK3","MYC"
"454","MAPK3","ETS2"
"455","MAPK3","HDAC4"
"456","MAPK3","ZNF7"
"457","MAPK3","TNF"
"458","UPF2","MYC"
"459","UPF2","GSPT2"
"460","UPF3B","SATB2"
"461","UPF3B","GSPT2"
"462","SMG7","MYC"
"463","SMG7","SMG5"
"464","PPP2CB","RPS6KB1"
"465","PPP2CB","EGR3"
"466","PPP2CB","SMG5"
"467","PPP2CB","IRAK1"
"468","PPP2CB","STK3"
"469","PPP2R1A","RPS6KB1"
"470","PPP2R1A","MCM3"
"471","PPP2R1A","SMG5"
"472","PPP2R1A","IRAK1"
"473","PPP2R1A","STK3"
"474","PPP2R5A","SMG5"
"475","HGS","TSG101"
"476","RAN","PTMA"
"477","RAN","SSRP1"
"478","RAN","XPO1"
"479","RAD50","RAD50"
"480","RAD50","MRE11"
"481","BRCA2","FANCG"
"482","BRCA2","CCNE1"
"483","BRCA2","SEM1"
"484","BRCA2","PSMD3"
"485","BRCA2","BUB1B"
"486","BRCA2","RPA1"
"487","FANCC","FANCI"
"488","FANCF","MYC"
"489","FANCF","FANCI"
"490","FANCG","FANCI"
"491","UBE2T","NFYC"
"492","UBE2T","FANCI"
"493","CENPX","FANCI"
"494","CENPS","FANCI"
"495","DUSP1","MYC"
"496","DUSP1","ATF2"
"497","DUSP1","ATF5"
"498","MAP4K4","MAP3K1"
"499","ELK4","BRCA1"
"500","ELK4","NR2C2"
"501","ELK1","RAC1"
"502","ELK1","EPHA2"
"503","ELK1","FZD4"
"504","ELK1","PARD3"
"505","ELK1","RALA"
"506","ELK1","MECOM"
"507","ELK1","MDM4"
"508","ELK1","SND1"
"509","ELK1","ZFP36"
"510","ELK1","CITED2"
"511","ELK1","DNAJC2"
"512","ELK1","ERCC3"
"513","ELK1","KAT7"
"514","ELK1","RNPS1"
"515","ELK1","TRRAP"
"516","ELK1","ZNF581"
"517","ELK1","FANCI"
"518","ELK1","TNF"
"519","ELK1","SKP2"
"520","ELK1","ARID2"
"521","ELK1","SETDB1"
"522","ELK1","MCM10"
"523","ELK1","DAP3"
"524","ELK1","EIF2AK1"
"525","ELK1","FUT4"
"526","ELK1","BLM"
"527","ELK1","NOL7"
"528","ELK1","OGG1"
"529","ELK1","PRCP"
"530","ELK1","CENPF"
"531","ELK1","WDR46"
"532","ELK1","THOC6"
"533","ELK1","PUF60"
"534","ELK1","PTBP3"
"535","ELK1","LASP1"
"536","ELK1","ASXL2"
"537","ELK1","SENP1"
"538","ELK1","NUP155"
"539","ELK1","MSH3"
"540","ELK1","BROX"
"541","ELK1","DHX30"
"542","ELK1","SEC24C"
"543","ELK1","PRPF19"
"544","ELK1","DPCD"
"545","ELK1","C17orf58"
"546","ELK1","ACD"
"547","ELK1","SF3B2"
"548","ELK1","OTUD7B"
"549","ELK1","MTBP"
"550","ELK1","KIF4A"
"551","ELK1","EPB41L4A"
"552","ELK1","ACTG2"
"553","ELK1","SLBP"
"554","ELK1","LRRC4C"
"555","ELK1","SERPINI1"
"556","ELK1","RBP5"
"557","ELK1","MLEC"
"558","ELK1","MAF1"
"559","ELK1","KCNN2"
"560","ELK1","GPANK1"
"561","ELK1","UBE2Q1"
"562","ELK1","TMEM68"
"563","ELK1","RPL37"
"564","ELK1","RPL15"
"565","ELK1","MEA1"
"566","ELK1","ITPA"
"567","ELK1","ITGB3BP"
"568","ELK1","HEATR1"
"569","ELK1","EXOSC10"
"570","ELK1","DCAF8"
"571","ELK1","COLEC11"
"572","ELK1","CLK2"
"573","ELK1","CIDEB"
"574","ELK1","SMG8"
"575","ELK1","TINAGL1"
"576","ELK1","ZSCAN29"
"577","ELK1","ZNF623"
"578","ELK1","ZNF322"
"579","ELK1","UGGT1"
"580","ELK1","UBE2J2"
"581","ELK1","TRIM15"
"582","ELK1","SNX12"
"583","ELK1","SLC25A20"
"584","ELK1","SFR1"
"585","ELK1","RNF150"
"586","ELK1","RBM22"
"587","ELK1","RABIF"
"588","ELK1","PPOX"
"589","ELK1","POLA1"
"590","ELK1","OSTF1"
"591","ELK1","MTIF2"
"592","ELK1","LZIC"
"593","ELK1","KLHDC3"
"594","ELK1","KCND3"
"595","ELK1","KBTBD4"
"596","ELK1","FBXW2"
"597","ELK1","FBXL18"
"598","ELK1","FAM168B"
"599","ELK1","EMG1"
"600","ELK1","EIF3G"
"601","ELK1","DNAJC7"
"602","ELK1","DISP1"
"603","ELK1","DDX55"
"604","ELK1","CSPP1"
"605","ELK1","CPSF3"
"606","ELK1","COPA"
"607","ELK1","COMMD5"
"608","ELK1","CDCA8"
"609","ELK1","CBLN2"
"610","ELK1","BANF1"
"611","ELK1","AP5M1"
"612","ELK1","AP3B1"
"613","ELK1","UBE2I"
"614","GADD45G","CDK1"
"615","GADD45G","PCNA"
"616","GADD45G","MAP3K4"
"617","GADD45A","BRCA1"
"618","GADD45A","NPM1"
"619","GADD45A","MAP3K4"
"620","GADD45B","MYC"
"621","GADD45B","MAP3K4"
"622","IL1RAP","MYD88"
"623","TGFB1","DCN"
"624","TGFB1","ASH1L"
"625","TGFB1","FOSB"
"626","TGFB2","MYC"
"627","TGFB2","ATF2"
"628","TGFB3","MYC"
"629","MAPKAPK5","HSPB1"
"630","RAC1","DVL1"
"631","RAC1","DVL2"
"632","RAC1","DVL3"
"633","RAC1","TLR4"
"634","RAC1","FYN"
"635","RAC1","WASF2"
"636","RAC1","GNB1"
"637","RAC1","RALBP1"
"638","RAC1","ABL2"
"639","RAC1","PTTG1"
"640","RAC1","MAP3K1"
"641","MYD88","TLR4"
"642","MYD88","ZIC2"
"643","MYD88","IRAK1"
"644","MYD88","TNF"
"645","EPHA2","PLCB1"
"646","EPHA2","ATF2"
"647","MET","PLCB1"
"648","MET","PLCG1"
"649","MET","PTK2"
"650","MET","MYC"
"651","MET","YBX1"
"652","NGFR","PLCB1"
"653","PDGFRA","PLCB1"
"654","PDGFRA","PLCG1"
"655","PDGFRA","PTK2"
"656","RGL1","RALA"
"657","RALGAPB","RALA"
"658","ENAH","E2F2"
"659","ENAH","ACTB"
"660","GNA14","PLCB1"
"661","GDF5","BMPR1A"
"662","PLCB1","AVPR1A"
"663","PLCB1","FPR1"
"664","PLCB1","GNB1"
"665","PLCG1","PRKCD"
"666","PLCG2","PRKCD"
"667","PLCG2","NPM1"
"668","CD14","TLR4"
"669","CD14","ATF2"
"670","HOMER2","MYC"
"671","TGFBR2","ETV4"
"672","SMAD4","SMAD4"
"673","DGKQ","PLCD3"
"674","DGKZ","EGR3"
"675","DGKZ","PLCD3"
"676","MTMR7","PIP4P2"
"677","ROCK2","PTEN"
"678","FCER1A","FYN"
"679","AGTR1","ETV4"
"680","AGTR1","SND1"
"681","AGTR1","SERPINE1"
"682","TSC1","RHEB"
"683","TSC1","GSK3B"
"684","TSC1","RPS6KA3"
"685","TSC2","PRKAA2"
"686","ORC1","KAT7"
"687","ORC1","MCM3"
"688","ORC1","MCM5"
"689","ORC1","MCM6"
"690","CDK1","FOXM1"
"691","CDK1","HMGA1"
"692","CDK1","MDM4"
"693","CDK1","NPM1"
"694","CDK1","PTMA"
"695","CDK1","PTTG1"
"696","PCNA","PTMA"
"697","PCNA","BAZ1B"
"698","PCNA","XRCC6"
"699","PLK1","CDC25B"
"700","PLK1","CCNB2"
"701","PLK1","MYC"
"702","PLK1","MCM3"
"703","YWHAB","CDC25B"
"704","YWHAB","CDC25C"
"705","YWHAB","MDM4"
"706","YWHAB","ZFP36"
"707","YWHAB","RNPS1"
"708","YWHAG","CDC25B"
"709","YWHAG","CDC25C"
"710","YWHAG","HDAC4"
"711","YWHAG","MDM4"
"712","YWHAG","ZFP36"
"713","YWHAG","MCM5"
"714","YWHAG","RNPS1"
"715","YWHAZ","CDC25B"
"716","YWHAZ","CDC25C"
"717","YWHAZ","ATF2"
"718","YWHAZ","HDAC4"
"719","YWHAZ","MDM4"
"720","YWHAZ","XRCC6"
"721","PRKDC","HMGB2"
"722","PRKDC","ILF2"
"723","PRKDC","XRCC6"
"724","CDC25B","MYC"
"725","CDC25B","FOXM1"
"726","CDC25C","PPP1CC"
"727","CDC25C","MYC"
"728","CDC6","MYC"
"729","CDC6","FOXM1"
"730","CDC6","MCM3"
"731","GSK3B","DVL2"
"732","GSK3B","MYC"
"733","GSK3B","PARD3"
"734","GSK3B","YBX1"
"735","CCNB1","FOXM1"
"736","CCNB1","PTMA"
"737","CCNB1","PTTG1"
"738","CCNB2","ANAPC7"
"739","CCNB2","ANAPC11"
"740","CCNB2","CDC23"
"741","CCNA2","PTMA"
"742","CDK7","ERCC3"
"743","CDK7","PCGF6"
"744","E2F4","WNT5A"
"745","E2F4","WNT9A"
"746","E2F4","PARD3"
"747","E2F4","RASSF4"
"748","E2F4","PTPRB"
"749","E2F4","SMARCE1"
"750","E2F4","HLTF"
"751","E2F4","PTMA"
"752","E2F4","SUZ12"
"753","E2F4","GTF3C2"
"754","E2F4","LHX2"
"755","E2F4","MCM8"
"756","E2F4","SUPT4H1"
"757","E2F4","TRRAP"
"758","E2F4","TK1"
"759","E2F4","CTH"
"760","E2F4","XPO1"
"761","E2F4","BIRC5"
"762","E2F4","PTGS2"
"763","E2F4","MSH2"
"764","E2F4","AURKB"
"765","E2F4","CDCA7"
"766","E2F4","DIRAS3"
"767","E2F4","RRM1"
"768","E2F4","TOP2A"
"769","E2F4","PCLAF"
"770","E2F4","MCM10"
"771","E2F4","PLK4"
"772","E2F4","TOPBP1"
"773","E2F4","TTK"
"774","E2F4","F3"
"775","E2F4","STMN1"
"776","E2F4","TMPO"
"777","E2F4","UBE2S"
"778","E2F4","MKI67"
"779","E2F4","POLD1"
"780","E2F4","PRC1"
"781","E2F4","PPIA"
"782","E2F4","NUP153"
"783","E2F4","NCL"
"784","E2F4","EIF4H"
"785","E2F4","UNG"
"786","E2F4","TRMT6"
"787","E2F4","SMC3"
"788","E2F4","SLC39A14"
"789","E2F4","RANBP1"
"790","E2F4","METTL3"
"791","E2F4","MEPCE"
"792","E2F4","MAPRE1"
"793","E2F4","HMMR"
"794","E2F4","CENPM"
"795","E2F4","CSRNP1"
"796","E2F4","CLIC1"
"797","E2F4","PTBP3"
"798","E2F4","PRR14L"
"799","E2F4","PABPC1"
"800","E2F4","NSF"
"801","E2F4","SUV39H1"
"802","E2F4","SMC4"
"803","E2F4","KDM6A"
"804","E2F4","GINS1"
"805","E2F4","WRAP73"
"806","E2F4","N4BP2L1"
"807","E2F4","STK35"
"808","E2F4","STAG1"
"809","E2F4","SENP1"
"810","E2F4","RPS20"
"811","E2F4","RFC3"
"812","E2F4","PXMP2"
"813","E2F4","PPM1D"
"814","E2F4","POLE2"
"815","E2F4","NUP155"
"816","E2F4","NIPBL"
"817","E2F4","NDC80"
"818","E2F4","MSH6"
"819","E2F4","MSH3"
"820","E2F4","KIAA1143"
"821","E2F4","HAT1"
"822","E2F4","GPR158"
"823","E2F4","GMNN"
"824","E2F4","DTL"
"825","E2F4","DHX9"
"826","E2F4","BROX"
"827","E2F4","ARL6IP6"
"828","E2F4","DHX30"
"829","E2F4","BUB3"
"830","E2F4","STOML2"
"831","E2F4","FBLN1"
"832","E2F4","CHCHD7"
"833","E2F4","RUSC1"
"834","E2F4","SPRY2"
"835","E2F4","TMEM53"
"836","E2F4","SHB"
"837","E2F4","PRIM2"
"838","E2F4","OTUD7B"
"839","E2F4","KIF4A"
"840","E2F4","GON4L"
"841","E2F4","EFCAB7"
"842","E2F4","MRPL49"
"843","E2F4","LRRC4C"
"844","E2F4","TCP1"
"845","E2F4","RPL23A"
"846","E2F4","NEK2"
"847","E2F4","MZT1"
"848","E2F4","GPANK1"
"849","E2F4","CYP2R1"
"850","E2F4","ARHGAP11A"
"851","E2F4","AGBL5"
"852","E2F4","TSNAX"
"853","E2F4","RPL15"
"854","E2F4","RHOBTB1"
"855","E2F4","RFC4"
"856","E2F4","PLSCR4"
"857","E2F4","NR2C2AP"
"858","E2F4","NCBP2"
"859","E2F4","MRTO4"
"860","E2F4","ITGB3BP"
"861","E2F4","GPAA1"
"862","E2F4","FEN1"
"863","E2F4","FARS2"
"864","E2F4","DRG1"
"865","E2F4","DCTPP1"
"866","E2F4","COL4A1"
"867","E2F4","CLK2"
"868","E2F4","CCT3"
"869","E2F4","CALM1"
"870","E2F4","ANLN"
"871","E2F4","BMPR1B"
"872","E2F4","CA2"
"873","E2F4","GJB2"
"874","E2F4","TSPAN7"
"875","E2F4","SLC25A20"
"876","E2F4","RBM22"
"877","E2F4","RABIF"
"878","E2F4","KLHDC3"
"879","E2F4","AP1S1"
"880","E2F4","TBL2"
"881","E2F4","RBM28"
"882","E2F4","NSFL1C"
"883","E2F4","MYOZ3"
"884","E2F4","METTL15"
"885","E2F4","GALNT11"
"886","E2F4","DENR"
"887","E2F4","CNOT10"
"888","E2F4","TUFT1"
"889","E2F4","TACC3"
"890","E2F4","SORL1"
"891","E2F4","SLC16A2"
"892","E2F4","SETD2"
"893","E2F4","SAP30L"
"894","E2F4","RPL29"
"895","E2F4","PRRC2C"
"896","E2F4","PHYHIPL"
"897","E2F4","NPY1R"
"898","E2F4","MRPL24"
"899","E2F4","MELK"
"900","E2F4","COPS6"
"901","E2F4","CLTA"
"902","E2F4","CHRDL1"
"903","E2F4","CBX1"
"904","E2F4","CAPRIN1"
"905","E2F4","BAP1"
"906","E2F4","ARSJ"
"907","E2F4","APIP"
"908","E2F4","STAM"
"909","E2F4","SMC2"
"910","E2F4","RPS4X"
"911","E2F4","G6PD"
"912","E2F4","CSE1L"
"913","E2F4","CENPE"
"914","E2F4","CDC37L1"
"915","E2F5","WNT5A"
"916","E2F5","WNT9A"
"917","E2F5","PARD3"
"918","E2F5","RASSF4"
"919","E2F5","PTPRB"
"920","E2F5","ARID1A"
"921","E2F5","SMARCE1"
"922","E2F5","HMGA1"
"923","E2F5","HMGB2"
"924","E2F5","PTMA"
"925","E2F5","UHRF1"
"926","E2F5","GTF3C2"
"927","E2F5","LHX2"
"928","E2F5","XPO1"
"929","E2F5","CDCA7"
"930","E2F5","MCM10"
"931","E2F5","LOXL2"
"932","E2F5","STMN1"
"933","E2F5","TMPO"
"934","E2F5","UBE2S"
"935","E2F5","NUP153"
