gene1,gene2
ATF2,ARF1
ATF2,ARID1B
ATF2,ARID2
ATF2,BAZ1B
ATF2,C1orf35
ATF2,C6orf62
ATF2,CCDC124
ATF2,CCDC86
ATF2,CDKL5
ATF2,CEP55
ATF2,CHD7
ATF2,COL15A1
ATF2,COPA
ATF2,DCUN1D3
ATF2,DNAJC9
ATF2,EBF1
ATF2,EGR1
ATF2,ENOPH1
ATF2,ENSA
ATF2,EXOC6B
ATF2,FAM50A
ATF2,FAM91A1
ATF2,FAS
ATF2,FBXO4
ATF2,FGF13
ATF2,FOSB
ATF2,GABARAPL1
ATF2,GGNBP2
ATF2,HDAC4
ATF2,IRAK1
ATF2,ITGB8
ATF2,JDP2
ATF2,KCNN2
ATF2,KCNN3
ATF2,KDM5B
ATF2,KIF18A
ATF2,KLF13
ATF2,LIG3
ATF2,LPP
ATF2,MCM10
ATF2,MRPL34
ATF2,NCOA6
ATF2,NDUFA2
ATF2,NEDD1
ATF2,NPM1
ATF2,NUP133
ATF2,ONECUT2
ATF2,OSGEPL1
ATF2,PEX5
ATF2,PFDN6
ATF2,PHACTR3
ATF2,POGK
ATF2,PTGS2
ATF2,RAB25
ATF2,RAP2A
ATF2,RBM12
ATF2,RCC2
ATF2,RNF44
ATF2,RNMT
ATF2,RPS27
ATF2,RUSC1
ATF2,RUVBL2
ATF2,SAFB2
ATF2,SART3
ATF2,SLC16A2
ATF2,SLC25A37
ATF2,SMARCA2
ATF2,SMARCD1
ATF2,SNRNP40
ATF2,STAMBP
ATF2,STAU2
ATF2,STRBP
ATF2,TAF2
ATF2,TAPT1
ATF2,TNF
ATF2,TSPAN7
ATF2,UCK2
ATF2,ZBTB37
ATF2,ZCCHC17
ATF2,ZNF746
ATF5,ACBD4
ATF5,ADK
ATF5,ADRA1B
ATF5,CDKL5
ATF5,CENPE
ATF5,CEP55
ATF5,CIRBP-AS1
ATF5,COPA
ATF5,DNAJC7
ATF5,DNAJC9
ATF5,ENOPH1
ATF5,FBXO4
ATF5,FGF13
ATF5,GGNBP2
ATF5,HHIP
ATF5,HNRNPA2B1
ATF5,HNRNPU
ATF5,IGF2BP2
ATF5,JDP2
ATF5,KAT7
ATF5,KCNN2
ATF5,KLF13
ATF5,KLHL12
ATF5,KRTCAP2
ATF5,LIG3
ATF5,LOX
ATF5,LPP
ATF5,MCAM
ATF5,NEDD1
ATF5,NPM1
ATF5,NUDT3
ATF5,ONECUT2
ATF5,PCDH9
ATF5,PEX5
ATF5,PFDN6
ATF5,PHACTR3
ATF5,RAD51C
ATF5,RNF44
ATF5,RPS27
ATF5,RUSC1
ATF5,SAFB2
ATF5,SLC5A7
ATF5,SND1
ATF5,STAMBP
ATF5,TAF2
ATF5,TAPT1
ATF5,TSPYL1
ATF5,UCK2
ATF5,ZNF711
ATF5,ZNF746
ATF5,ZWILCH
ATP6V1F,EGR2
ATP6V1F,EGR3
AXIN1,PIAS1
B4GALT3,ATF2
B4GALT3,ST3GAL3
BAD,EGR1
BAD,MAPK3
BAD,TCF3
BARD1,BRD7
BARD1,POU2F1
BARD1,SETDB1
BCL2L1,BAX
BDP1,POLR3F
BHLHE40,ABCF1
BHLHE40,BAX
BHLHE40,CCDC86
BHLHE40,CTSA
BHLHE40,CUTA
BHLHE40,FAM168B
BHLHE40,MIEN1
BHLHE40,S100PBP
BHLHE40,SETDB1
BHLHE40,U2SURP
BHMT,DMGDH
BMP5,BMPR1A
BMP8A,BMPR1A
BRAF,EGR1
BRAF,FOS
BRAF,HRAS
BRAF,KRAS
BRAF,NRAS
BRCA1,ASPM
BRCA1,AURKA
BRCA1,DDB2
BRCA1,ETV4
BRCA1,KPNA2
BRCA1,MNAT1
BRCA1,POU2F1
BRCA1,SMC1A
BRCA1,TRRAP
BRCA2,BUB1B
BRCA2,CCNE1
BRCA2,FANCG
BRCA2,PSMD3
BRCA2,RPA1
BRCA2,SEM1
BRD7,BHLHE40
BRD7,PAFAH1B3
BRD7,PTPN13
BRD7,RPLP1
BRD8,TRRAP
CAMK1,EGR2
CAMK1,EGR3
CAMK2B,EGR1
CAMK2B,EGR2
CAMK2B,EGR3
CAT,EGR3
CAT,NFE2L2
CCNA2,ATF2
CCNA2,E2F2
CCNA2,E2F4
CCNA2,ETS2
CCNA2,MYC
CCNA2,PTMA
CCNA2,UBTF
CCNB1,FOXM1
CCNB1,PTMA
CCNB1,PTTG1
CCNB2,ANAPC11
CCNB2,ANAPC7
CCND1,ATF2
CCND1,BRCA1
CCND1,CREB3L2
CCND1,CREB3L4
CCND1,CTNNB1
CCND1,E2F4
CCND1,E2F8
CCND1,ESR1
CCND1,ETS2
CCND1,FOS
CCND1,HEY1
CCND1,MAPK1
CCND1,MAPK3
CCND1,MYC
CCND1,NELFCD
CCND1,NPM1
CCND1,POU2F1
CCND1,RB1
CCND1,SMARCA4
CCND1,TCF7
CCND1,TCF7L1
CCNE1,EGR2
CCNE1,EGR3
CCNE1,EZH2
CCNE1,SMARCA4
CCNE1,TCF19
CD14,ATF2
CD14,TLR4
CDC20,FBXO5
CDC20,NFYC
CDC20,PTTG1
CDC23,NFYC
CDC23,PTTG1
CDC23,RAD54B
CDC25B,FOXM1
CDC25C,PPP1CC
CDC6,FOXM1
CDK1,FOXM1
CDK1,HMGA1
CDK1,MDM4
CDK1,NPM1
CDK1,PTMA
CDK1,PTTG1
CDK7,ERCC3
CDK7,PCGF6
CDKN1A,EZH2
CDKN1A,FUBP1
CDKN1A,NELFCD
CDKN1A,NPM1
CDKN1A,PTMA
CDKN1A,TAF5
CDKN1A,TSG101
CDKN1A,XRCC6
CDKN2A,EZH2
CDKN2A,FOXM1
CDKN2A,MCM5
CDKN2C,EGR2
CDKN2C,EGR3
CDKN2C,RBBP5
CDKN2C,WDR5
CENPS,FANCI
CENPX,FANCI
CFI,C3
CITED2,LHX2
CKS1B,NFYC
CKS1B,SKP2
CKS2,YBX1
CLEC4M,IL10
CLOCK,CSNK1D
CNOT3,CAND1
CNOT3,CNOT1
CNOT4,CNOT1
CNOT4,UBE2D2
CREB3L2,EGR1
CREB3L4,EGR1
CSNK1A1,HMGB2
CSNK1A1,MDM4
CSNK1A1L,APC2
CSNK1A1L,CTNNB1
CSNK2A1,ATF2
CSNK2A1,BDP1
CSNK2A1,BRCA1
CSNK2A1,CUX2
CSNK2A1,EGR1
CSNK2A1,MAZ
CSNK2A1,SSRP1
CSNK2A1,UBTF
CSNK2A1,ZHX1
CTNNB1,ATF2
CTNNB1,AXIN1
CTNNB1,CSNK2A1
CTNNB1,DLG5
CTNNB1,EGR1
CTNNB1,ESR1
CTNNB1,FYN
CTNNB1,NDRG1
CTNNB1,PECAM1
CTNNB1,PTGS2
CTNNB1,PTPN13
CTNNB1,RUVBL2
CTNNB1,SMAD2
CTNNB1,SMAD3
CTNNB1,SMARCA4
CTNNB1,TCF3
CTNNB1,TERT
CTNNBL1,STAMBP
CYP1A2,CYP2C19
CYP1A2,CYP2C8
CYP1A2,CYP2C9
CYP1A2,CYP2J2
CYP1A2,FOS
CYP1A2,GSTO2
CYP1A2,NAT2
CYP26A1,CYP2B6
CYP2A6,CYP2B6
CYP2A6,CYP2C9
CYP2A7,CYP26A1
CYP2B6,EGR1
CYP2C19,ESR1
CYP2C8,CYP26A1
CYP2C9,CYP26A1
CYP2C9,NCOA6
CYP8B1,AKR1D1
CYP8B1,TP53
DACH1,UBE2I
DBF4,E2F4
DBF4,EGR1
DBF4,MCM2
DBF4,MCM3
DBF4,MCM5
DBF4,MCM7
DCN,NR1H4
DCTN2,EGR2
DCTN2,EGR3
DCTN2,TUBA1B
DCTN4,HSF2
DCTN4,TUBA1B
DDB2,CUL4A
DDB2,CUL4B
DDX20,DHX9
DDX20,GEMIN5
DDX20,SNRPD2
DDX20,SNRPE
DDX20,SNRPF
DGKQ,PLCD3
DGKZ,EGR3
DGKZ,PLCD3
DNAJC2,HSPA14
DNMT3A,CBX1
DNMT3A,EZH2
DNMT3A,PIAS1
DNMT3A,POU2F1
DNMT3A,SETDB1
DNMT3A,SUV39H1
DNMT3A,TCF3
DNMT3A,UBE2I
DR1,NR2C2
DR1,POLE3
DR1,PTGS2
DTYMK,MYC
DTYMK,TK1
DUSP1,ATF2
DUSP1,ATF5
DUSP1,MYC
DUSP1,NFE2L2
DUT,E2F4
DUT,ESR1
DUT,MYC
DUT,TK1
DVL1,APC
DVL1,BRD7
DVL1,CTNNB1
DVL1,EBF1
DVL1,FRAT1
DVL1,FRAT2
DVL1,MYC
DVL1,NKD2
DVL1,SMAD2
DVL1,SMAD3
DVL2,FRAT1
DVL2,NKD2
DVL2,RNPS1
DVL3,FRAT1
DVL3,KAT7
DVL3,NKD2
DYNC1H1,SMAD2
DYNC1H1,TUBA1B
DYNC1I2,FOS
DYNC1I2,TUBA1B
DYNLL1,EGR2
DYNLL1,EGR3
DYNLL1,NRF1
DYNLL1,TUBA1B
DYNLL1,ZMYND11
E2F2,ACSL1
E2F2,ACTR6
E2F2,AGBL5
E2F2,AP1S1
E2F2,APIP
E2F2,ARHGAP11A
E2F2,ARID1A
E2F2,ARID3B
E2F2,ARL6IP6
E2F2,ARSJ
E2F2,BAP1
E2F2,BMPR1B
E2F2,BRD7
E2F2,BROX
E2F2,CA2
E2F2,CAMK2B
E2F2,CAPRIN1
E2F2,CBX1
E2F2,CCNE2
E2F2,CDCA3
E2F2,CENPM
E2F2,CHRDL1
E2F2,CLTA
E2F2,CNOT10
E2F2,COPS6
E2F2,CSRNP1
E2F2,CTNNB1
E2F2,CYP2R1
E2F2,DCAF7
E2F2,DENR
E2F2,DHX30
E2F2,DHX9
E2F2,DPF2
E2F2,DTL
E2F2,DTX1
E2F2,EFCAB7
E2F2,EPM2A
E2F2,FARS2
E2F2,FBLN1
E2F2,FZD9
E2F2,GALNT11
E2F2,GCHFR
E2F2,GON4L
E2F2,GPR158
E2F2,HAT1
E2F2,HMGB2
E2F2,KDM6A
E2F2,KIAA1143
E2F2,KLHDC3
E2F2,LBR
E2F2,LHX2
E2F2,LRRC4C
E2F2,MAPRE1
E2F2,MCM10
E2F2,MCM3
E2F2,MCM5
E2F2,MCM7
E2F2,MELK
E2F2,METTL15
E2F2,MRPL24
E2F2,MRPL49
E2F2,MRTO4
E2F2,MSH3
E2F2,MSH6
E2F2,MYC
E2F2,MYOZ3
E2F2,MZT1
E2F2,N4BP2L1
E2F2,NCBP2
E2F2,NEK2
E2F2,NIPBL
E2F2,NKD2
E2F2,NPY1R
E2F2,NR2C2AP
E2F2,NSF
E2F2,NSFL1C
E2F2,NUP153
E2F2,NUP155
E2F2,OAS2
E2F2,OTUD7B
E2F2,PABPC1
E2F2,PARD3
E2F2,PHYHIPL
E2F2,POLE2
E2F2,PPM1D
E2F2,PRR14L
E2F2,PRRC2C
E2F2,PTGS2
E2F2,PTMA
E2F2,PXMP2
E2F2,RAD51
E2F2,RANBP1
E2F2,RASSF4
E2F2,RBM22
E2F2,RBM28
E2F2,RDH16
E2F2,RPL29
E2F2,RPS6KB1
E2F2,RUSC1
E2F2,SAP30L
E2F2,SDC1
E2F2,SENP1
E2F2,SERPINE1
E2F2,SETD2
E2F2,SHB
E2F2,SLC16A2
E2F2,SLC25A20
E2F2,SLC2A3
E2F2,SLC39A14
E2F2,SMARCE1
E2F2,SMC4
E2F2,SORL1
E2F2,SPRY2
E2F2,STAG1
E2F2,STK35
E2F2,STOML2
E2F2,SUV39H1
E2F2,SUZ12
E2F2,TACC3
E2F2,TCP1
E2F2,TMEM53
E2F2,TMPO
E2F2,TRMT12
E2F2,TRMT6
E2F2,TSPAN7
E2F2,TUFT1
E2F2,UBE2S
E2F2,UTRN
E2F2,WNT5A
E2F2,WNT9A
E2F2,WRAP73
E2F4,AGBL5
E2F4,ANLN
E2F4,AP1S1
E2F4,ARHGAP11A
E2F4,ARID1A
E2F4,ARL6IP6
E2F4,AURKB
E2F4,BARD1
E2F4,BRCA1
E2F4,BRD7
E2F4,BROX
E2F4,BUB3
E2F4,CALM1
E2F4,CAMK2B
E2F4,CAPRIN1
E2F4,CBX1
E2F4,CDC37L1
E2F4,CENPE
E2F4,CENPM
E2F4,CKS1B
E2F4,CKS2
E2F4,CLK2
E2F4,CLTA
E2F4,CNOT10
E2F4,COPS6
E2F4,CSE1L
E2F4,CTH
E2F4,CTNNB1
E2F4,DEK
E2F4,DHX30
E2F4,DHX9
E2F4,DIRAS3
E2F4,E2F2
E2F4,EIF4H
E2F4,F3
E2F4,FARS2
E2F4,FEN1
E2F4,FUS
E2F4,FZD9
E2F4,G6PD
E2F4,GJB2
E2F4,GON4L
E2F4,GPANK1
E2F4,GPR158
E2F4,HLTF
E2F4,HMMR
E2F4,ITGB3BP
E2F4,KDM6A
E2F4,KHDRBS1
E2F4,KIAA1143
E2F4,KIF4A
E2F4,MAD2L1
E2F4,MAPRE1
E2F4,MCM10
E2F4,MCM3
E2F4,MCM5
E2F4,MCM6
E2F4,MCM7
E2F4,METTL15
E2F4,MKI67
E2F4,MRPL49
E2F4,MRTO4
E2F4,MSH3
E2F4,MSH6
E2F4,MYC
E2F4,MZT1
E2F4,N4BP2L1
E2F4,NCBP2
E2F4,NDC80
E2F4,NEK2
E2F4,NR2C2AP
E2F4,NSFL1C
E2F4,NUP153
E2F4,NUP155
E2F4,OTUD7B
E2F4,PABPC1
E2F4,PCLAF
E2F4,PLK4
E2F4,PLSCR4
E2F4,PRC1
E2F4,PRRC2C
E2F4,PTGS2
E2F4,PTMA
E2F4,PXMP2
E2F4,RABIF
E2F4,RBM22
E2F4,RBM28
E2F4,RFC3
E2F4,RPL23A
E2F4,RPL29
E2F4,RPS4X
E2F4,RRM1
E2F4,RUSC1
E2F4,SAP30L
E2F4,SDC1
E2F4,SENP1
E2F4,SETD2
E2F4,SHB
E2F4,SLC16A2
E2F4,SLC39A14
E2F4,SMAD2
E2F4,SMAD3
E2F4,SMARCA4
E2F4,SMARCB1
E2F4,SMC2
E2F4,SORL1
E2F4,STAG1
E2F4,STAM
E2F4,STK35
E2F4,STMN1
E2F4,SUPT4H1
E2F4,TBL2
E2F4,TCP1
E2F4,TERT
E2F4,TMPO
E2F4,TOP2A
E2F4,TOPBP1
E2F4,TRMT6
E2F4,TSPAN7
E2F4,TTK
E2F4,TUFT1
E2F4,XPO1
E2F4,XRCC6
E2F5,AGBL5
E2F5,AP1S1
E2F5,APIP
E2F5,ARHGAP11A
E2F5,ARID1A
E2F5,ARL6IP6
E2F5,ARSJ
E2F5,BAP1
E2F5,BMPR1B
E2F5,BRD7
E2F5,BROX
E2F5,CA2
E2F5,CAMK2B
E2F5,CAPRIN1
E2F5,CBX1
E2F5,CENPM
E2F5,CHRDL1
E2F5,CLK2
E2F5,CLTA
E2F5,CNOT10
E2F5,COPS6
E2F5,CSRNP1
E2F5,CTNNB1
E2F5,CYP2R1
E2F5,DENR
E2F5,DHX30
E2F5,DHX9
E2F5,DTL
E2F5,EFCAB7
E2F5,FARS2
E2F5,FBLN1
E2F5,FUS
E2F5,GALNT11
E2F5,GON4L
E2F5,GPR158
E2F5,HAT1
E2F5,HMGB2
E2F5,KDM6A
E2F5,KIAA1143
E2F5,KLHDC3
E2F5,LHX2
E2F5,LOXL2
E2F5,LRRC4C
E2F5,MCM10
E2F5,MCM3
E2F5,MCM7
E2F5,MELK
E2F5,METTL15
E2F5,MRPL24
E2F5,MRPL49
E2F5,MRTO4
E2F5,MSH3
E2F5,MSH6
E2F5,MYC
E2F5,MYOZ3
E2F5,MZT1
E2F5,N4BP2L1
E2F5,NCBP2
E2F5,NIPBL
E2F5,NKD2
E2F5,NPY1R
E2F5,NR2C2AP
E2F5,NSF
E2F5,NSFL1C
E2F5,NUP153
E2F5,NUP155
E2F5,OTUD7B
E2F5,PABPC1
E2F5,PHYHIPL
E2F5,PPM1D
E2F5,PRR14L
E2F5,PRRC2C
E2F5,PTMA
E2F5,PXMP2
E2F5,RANBP1
E2F5,RASSF4
E2F5,RBM22
E2F5,RBM28
E2F5,RPL29
E2F5,RUSC1
E2F5,SAP30L
E2F5,SDC1
E2F5,SENP1
E2F5,SETD2
E2F5,SHB
E2F5,SLC16A2
E2F5,SLC25A20
E2F5,SLC39A14
E2F5,SMAD2
E2F5,SMAD3
E2F5,SMARCE1
E2F5,SMC4
E2F5,SORL1
E2F5,SPRY2
E2F5,STAG1
E2F5,STK35
E2F5,STMN1
E2F5,STOML2
E2F5,SUV39H1
E2F5,TACC3
E2F5,TCP1
E2F5,TMEM53
E2F5,TMPO
E2F5,TRMT6
E2F5,TSPAN7
E2F5,TUFT1
E2F5,UBE2S
E2F5,WNT5A
E2F5,WNT9A
E2F5,WRAP73
E2F5,XRCC6
EBF1,BOP1
EBF1,CENPM
EBF1,DDX20
EBF1,DUSP12
EBF1,FCGR2B
EBF1,GALNT10
EBF1,LAGE3
EBF1,LIX1L
EBF1,LNPEP
EBF1,LSM7
EBF1,MAP3K4
EBF1,MT2A
EBF1,NHEJ1
EBF1,PRPF6
EBF1,PTPN12
EBF1,PTPN13
EBF1,R3HDM1
EBF1,RCAN1
EBF1,RNF44
EBF1,RPL38
EBF1,SLC1A1
EBF1,SLC25A37
EBF1,SOWAHA
EBF1,SPSB2
EBF1,TBXA2R
EBF1,TCF3
EBF1,TSPAN1
EBF1,UBXN1
EBF1,UCKL1
EBF1,UTP23
EBF1,XPR1
EBF1,ZNF143
EBF1,ZNF605
ECHS1,ACADM
ECHS1,IVD
EGFR,ATP6AP1
EGFR,ATP6V1C2
EGFR,ATP6V1H
EGFR,EGR1
EGFR,ESR1
EGFR,FGF23
EGFR,MAPK1
EGFR,PIK3CA
EGFR,PLCB1
EGFR,PLCB2
EGFR,PTK2
EGFR,TP53
EGFR,TSG101
EGFR,YBX1
EGR1,ADAR
EGR1,AGAP1
EGR1,AIG1
EGR1,ALG6
EGR1,ANKH
EGR1,ARHGEF11
EGR1,ARID3B
EGR1,ARL6IP6
EGR1,ARRDC4
EGR1,ASXL2
EGR1,ATAD2
EGR1,BORA
EGR1,C18orf21
EGR1,C1orf216
EGR1,C1orf35
EGR1,C1orf43
EGR1,CALM1
EGR1,CAMSAP1
EGR1,CAMSAP2
EGR1,CCNK
EGR1,CCT4
EGR1,CCT6A
EGR1,CDK5
EGR1,CENPJ
EGR1,CENPN
EGR1,CENPQ
EGR1,CENPW
EGR1,CERS5
EGR1,CH25H
EGR1,CHCHD1
EGR1,CHD1L
EGR1,CHRAC1
EGR1,CIAO1
EGR1,CLK2
EGR1,CNOT10
EGR1,CSNK1G1
EGR1,DCAF7
EGR1,DCUN1D3
EGR1,DHX35
EGR1,DKC1
EGR1,DLGAP5
EGR1,DNAH14
EGR1,DNAJC2
EGR1,DONSON
EGR1,DPM3
EGR1,EARS2
EGR1,EGR2
EGR1,EIF2B1
EGR1,EIF3B
EGR1,EIF4A3
EGR1,EIF4H
EGR1,ETV4
EGR1,EXOSC1
EGR1,EZH1
EGR1,FAM168A
EGR1,FAM20B
EGR1,FAM83H
EGR1,FANCI
EGR1,FARS2
EGR1,FAS
EGR1,FGF13
EGR1,FIGNL1
EGR1,FNDC4
EGR1,FOSB
EGR1,FOXK1
EGR1,GAS5
EGR1,GGCT
EGR1,GLYAT
EGR1,GM2A
EGR1,GNS
EGR1,GREM2
EGR1,HACE1
EGR1,HMGCL
EGR1,HNRNPL
EGR1,HSPA4
EGR1,IGF2BP3
EGR1,INTS4
EGR1,ITGB3BP
EGR1,JRKL
EGR1,KCNN2
EGR1,KDM1A
EGR1,KHDRBS1
EGR1,KIF2A
EGR1,KIFC1
EGR1,LAGE3
EGR1,LCMT1
EGR1,LONP2
EGR1,LSM14B
EGR1,LY6E
EGR1,MAN1C1
EGR1,MAP3K1
EGR1,MAP3K4
EGR1,MAZ
EGR1,MDC1
EGR1,METTL15
EGR1,METTL5
EGR1,MND1
EGR1,MRPL23
EGR1,MRPL49
EGR1,MRPL51
EGR1,MRPL55
EGR1,MSH6
EGR1,MSTO1
EGR1,MZT1
EGR1,NCAPD2
EGR1,NIPAL3
EGR1,NME1
EGR1,NOSIP
EGR1,NRBP1
EGR1,NRF1
EGR1,NSFL1C
EGR1,OGG1
EGR1,PABPC1
EGR1,PAXIP1
EGR1,PCDH9
EGR1,PDCD11
EGR1,PGP
EGR1,PHF6
EGR1,PLOD3
EGR1,PODXL
EGR1,POLA1
EGR1,POLD1
EGR1,PRDM15
EGR1,PTGS2
EGR1,PUF60
EGR1,QSER1
EGR1,RAB20
EGR1,RAD21
EGR1,RANBP1
EGR1,RBBP7
EGR1,RBM28
EGR1,RBMX
EGR1,RCAN1
EGR1,RCC2
EGR1,RHOD
EGR1,RPIA
EGR1,RPL18
EGR1,RPL9
EGR1,RPS2
EGR1,RUFY1
EGR1,SASS6
EGR1,SATB2
EGR1,SCARB2
EGR1,SCGB3A1
EGR1,SERPINE1
EGR1,SHBG
EGR1,SLC25A6
EGR1,SLC27A2
EGR1,SLC36A1
EGR1,SLC39A10
EGR1,SLC5A5
EGR1,SLC7A8
EGR1,SLC9A9
EGR1,SLCO4C1
EGR1,SNX27
EGR1,SNX30
EGR1,SOCS7
EGR1,SQLE
EGR1,SRD5A1
EGR1,SRXN1
EGR1,STK25
EGR1,STRBP
EGR1,TBC1D13
EGR1,TBL2
EGR1,TBXA2R
EGR1,TCFL5
EGR1,TCP1
EGR1,TFPI2
EGR1,TIGD1
EGR1,TIGD2
EGR1,TMPO
EGR1,TMSB10
EGR1,TNF
EGR1,TRIM10
EGR1,TRIM15
EGR1,TRMT6
EGR1,TRRAP
EGR1,TSPYL1
EGR1,TTL
EGR1,TTPAL
EGR1,TUBA1B
EGR1,TXNL4A
EGR1,UBA2
EGR1,UBE2I
EGR1,UBE2N
EGR1,UBE2Z
EGR1,UBQLN4
EGR1,UBTF
EGR1,UBXN1
EGR1,UBXN2B
EGR1,UNKL
EGR1,USP31
EGR1,USP43
EGR1,VPS13B
EGR1,WRNIP1
EGR1,XPO5
EGR1,XPOT
EGR1,YBX1
EGR1,YEATS2
EGR1,ZDHHC16
EGR1,ZFP36
EGR1,ZFP62
EGR1,ZHX1
EGR1,ZNF189
EGR1,ZNF280C
EGR1,ZNF3
EGR1,ZNF322
EGR1,ZNF398
EGR1,ZNF445
EGR1,ZNF706
EGR1,ZNF740
EGR2,AGAP1
EGR2,AGAP3
EGR2,ANKH
EGR2,AP1S1
EGR2,ARID4B
EGR2,BROX
EGR2,C12orf75
EGR2,CCDC124
EGR2,CDYL
EGR2,CEP70
EGR2,CKAP5
EGR2,COLEC12
EGR2,CSNK1G1
EGR2,CYP39A1
EGR2,DDX20
EGR2,EIF3B
EGR2,ERGIC3
EGR2,F3
EGR2,FAS
EGR2,KCNN2
EGR2,KIF2C
EGR2,LRRC42
EGR2,LSM2
EGR2,MASTL
EGR2,MATR3
EGR2,MAZ
EGR2,MID1
EGR2,MORC2
EGR2,MRPL34
EGR2,MTCH1
EGR2,NDUFA4L2
EGR2,NKIRAS2
EGR2,NTN4
EGR2,PABPC1
EGR2,PABPC4
EGR2,PAFAH1B3
EGR2,PPOX
EGR2,PRKAR2B
EGR2,PRPF3
EGR2,PRR14L
EGR2,PTGS2
EGR2,PTPN3
EGR2,RNASEH2A
EGR2,SF3B4
EGR2,SFT2D2
EGR2,SLC25A39
EGR2,SOCS2
EGR2,SORT1
EGR2,SPNS1
EGR2,STAMBP
EGR2,TDRKH
EGR2,THOC6
EGR2,TLCD1
EGR2,TRMT112
EGR2,UBE2Z
EGR2,UBTF
EGR2,USP1
EGR2,XPR1
EGR2,ZSWIM6
EGR3,AGAP1
EGR3,AGAP3
EGR3,AHCTF1
EGR3,AP1S1
EGR3,ARID4B
EGR3,BROX
EGR3,C12orf75
EGR3,CALM1
EGR3,CAMSAP2
EGR3,CCDC124
EGR3,CDYL
EGR3,CEP70
EGR3,CHKA
EGR3,CKAP5
EGR3,COLEC12
EGR3,CSNK1G1
EGR3,CYP39A1
EGR3,DCAF11
EGR3,DNAJC14
EGR3,ERGIC3
EGR3,EZH1
EGR3,FAM20B
EGR3,FAM83H
EGR3,FKBP1A
EGR3,FREM2
EGR3,FSD1L
EGR3,HNRNPL
EGR3,HNRNPU
EGR3,IFFO1
EGR3,KCNN2
EGR3,KDM5B
EGR3,KIF2C
EGR3,LRRC42
EGR3,LSM2
EGR3,LYVE1
EGR3,MASTL
EGR3,MATR3
EGR3,MAZ
EGR3,MID1
EGR3,MLLT6
EGR3,MORC2
EGR3,MRPL34
EGR3,MTCH1
