"","V1","V2"
"165","MTOR","PRKAB1"
"166","MTOR","PRKAB2"
"167","MTOR","PRKAG1"
"168","MTOR","EIF4EBP1"
"169","GAB1","SHC3"
"170","GAB1","SHC1"
"171","GAB1","MET"
"172","TGFA","NKD2"
"173","SOS1","SHC3"
"174","SOS1","PDGFRA"
"175","SOS1","SPRY2"
"176","SOS2","GRB2"
"177","SOS2","FOS"
"178","SOS2","EGR1"
"179","SOS2","SPRY2"
"180","GRB2","SHC4"
"181","GRB2","SHC3"
"182","GRB2","MAP2K1"
"183","GRB2","IGF1R"
"184","GRB2","MAPK1"
"185","GRB2","ELK1"
"186","GRB2","FGFR4"
"187","GRB2","MET"
"188","GRB2","NGFR"
"189","GRB2","PDGFRA"
"190","GRB2","EGR1"
"191","GRB2","KHDRBS1"
"192","GRB2","NPM1"
"193","SHC2","EGFR"
"194","SHC2","IGF1R"
"195","SHC2","EPHA2"
"196","SHC2","FGFR4"
"197","SHC2","MET"
"198","SHC2","NGFR"
"199","SHC2","PDGFRA"
"200","SHC2","FYN"
"201","SHC1","NPM1"
"202","PRKCA","PLCB1"
"203","PRKCA","PLCB2"
"204","PRKCA","PLCG1"
"205","PRKCA","PLCG2"
"206","PRKCA","PTK2"
"207","PRKCA","ATP6AP1"
"208","PRKCA","PA2G4"
"209","PRKCA","TRPV4"
"210","PRKCB","PLCB1"
"211","PRKCB","PLCB2"
"212","PRKCB","PLCG2"
"213","PRKCB","FCGR3B"
"214","PRKCB","FCGR2C"
"215","PRKCB","PA2G4"
"216","PRKCB","TRPV4"
"217","PRKCB","SLC2A2"
"218","PRKCG","PTK2"
"219","PRKCG","PA2G4"
"220","PRKCG","TRPV4"
"221","AKT3","CDKN1A"
"222","AKT3","BAD"
"223","AKT3","PPP2R5A"
"224","AKT3","TSC2"
"225","AKT3","RPS6KB1"
"226","AKT3","THEM4"
"227","AKT3","HSP90AA1"
"228","AKT3","HSP90AB1"
"229","AKT3","PTK2"
"230","AKT3","C6"
"231","AKT3","C7"
"232","AKT3","C8A"
"233","AKT3","C8B"
"234","AKT3","C9"
"235","AKT3","RHOB"
"236","AKT1","RPS6KB1"
"237","AKT1","EZH2"
"238","AKT1","MDM4"
"239","AKT2","RPS6KB1"
"240","MAP2K1","RAF1"
"241","MAP2K1","KRAS"
"242","MAP2K1","IGF1R"
"243","MAP2K1","MAPK1"
"244","MAP2K1","PPP2CB"
"245","MAP2K1","PPP2R1A"
"246","MAP2K1","ELK1"
"247","MAP2K1","ATF2"
"248","MAP2K1","ATF5"
"249","MAP2K2","MAPK1"
"250","MAP2K2","EGR2"
"251","ARAF","HRAS"
"252","ARAF","KRAS"
"253","ARAF","NRAS"
"254","ARAF","YWHAB"
"255","ARAF","YWHAG"
"256","ARAF","YWHAZ"
"257","ARAF","PRKCD"
"258","RAF1","KRAS"
"259","RAF1","PIK3CB"
"260","RAF1","PIK3CD"
"261","RAF1","PIK3R2"
"262","RAF1","RFXANK"
"263","HRAS","PDGFRA"
"264","HRAS","TPM3"
"265","HRAS","TPR"
"266","HRAS","CAMK1"
"267","HRAS","MAZ"
"268","KRAS","MAPK1"
"269","KRAS","FOS"
"270","KRAS","ETS2"
"271","KRAS","NR3C2"
"272","KRAS","TCF3"
"273","NRAS","PDPK1"
"274","HGF","EGFR"
"275","HGF","MET"
"276","BCL2L1","BAX"
"277","IGF1","IGF1R"
"278","IGF1","MAPK1"
"279","IGF1","MAPK3"
"280","IGF1","GSK3B"
"281","IGF1","HDAC2"
"282","IGF1","DCN"
"283","IGF1","BRCA1"
"284","PDGFD","EGFR"
"285","PDGFD","PDGFRA"
"286","EGFR","FGF23"
"287","EGFR","PLCB1"
"288","EGFR","PLCB2"
"289","EGFR","ATP6AP1"
"290","EGFR","ATP6V1C2"
"291","EGFR","ATP6V1H"
"292","EGFR","NR3C2"
"293","EGFR","TSG101"
"294","EGFR","XRCC6"
"295","PIK3CA","PDPK1"
"296","PIK3CA","HOMER2"
"297","PIK3CA","HOMER1"
"298","PIK3CA","PRKCD"
"299","PIK3CA","FYN"
"300","PIK3CA","TRAF5"
"301","PIK3CA","GNB1"
"302","PIK3CA","CHKA"
"303","PIK3CB","PDPK1"
"304","PIK3CB","RAC1"
"305","PIK3CB","PTK2"
"306","PIK3CB","PRKCD"
"307","PIK3CB","CHKA"
"308","PIK3CD","PDPK1"
"309","PIK3CD","RAC1"
"310","PIK3CD","PTK2"
"311","PIK3CD","PRKCD"
"312","PIK3CD","CHKA"
"313","PIK3R1","RAC1"
"314","PIK3R1","EGR2"
"315","PIK3R1","NFYC"
"316","PIK3R1","WBP11"
"317","PIK3R1","CHKA"
"318","PIK3R2","PDPK1"
"319","PIK3R2","RAC1"
"320","PIK3R2","PTK2"
"321","PIK3R2","PRKCD"
"322","PIK3R2","CHKA"
"323","PIK3R3","PDPK1"
"324","PIK3R3","RAC1"
"325","PIK3R3","PTK2"
"326","PIK3R3","PRKCD"
"327","PIK3R3","CHKA"
"328","MAPK10","MECOM"
"329","MAPK10","BAX"
"330","TP53","TP53"
"331","CDKN2A","EZH2"
"332","CDKN2A","FOXM1"
"333","CDKN2A","MCM5"
"334","CDKN2C","WDR5"
"335","CDKN2C","RBBP5"
"336","CDKN2C","EGR2"
"337","CDKN2C","EGR3"
"338","CDKN1A","EZH2"
"339","CDKN1A","FUBP1"
"340","CDKN1A","NELFCD"
"341","CDKN1A","NPM1"
"342","CDKN1A","PTMA"
"343","CDKN1A","TAF5"
"344","CDKN1A","TSG101"
"345","CDKN1A","XRCC6"
"346","CCND1","E2F8"
"347","CCND1","EZH2"
"348","CCND1","NELFCD"
"349","CCND1","NPM1"
"350","CDK4","CDK4"
"351","RB1","RB1"
"352","IGF1R","PLCB1"
"353","IGF1R","E2F3"
"354","IGF1R","PTK2"
"355","IGF1R","BRCA1"
"356","IGF1R","EGR1"
"357","PDPK1","RPS6KB1"
"358","PDPK1","EGR3"
"359","MAPK1","DUSP1"
"360","MAPK1","DUSP9"
"361","MAPK1","ELK1"
"362","MAPK1","RPS6KB1"
"363","MAPK1","PRKCD"
"364","MAPK1","IL17RC"
"365","MAPK1","CAMK2B"
"366","MAPK1","SDC1"
"367","MAPK1","EGR1"
"368","MAPK1","HDAC4"
"369","MAPK1","KHDRBS1"
"370","MAPK1","TCF3"
"371","MAPK3","ELK1"
"372","MAPK3","RPS6KB1"
"373","MAPK3","FOS"
"374","MAPK3","SMAD2"
"375","MAPK3","SMAD3"
"376","MAPK3","ETS2"
"377","MAPK3","EGR1"
"378","MAPK3","HDAC4"
"379","MAPK3","ZNF7"
"380","MAPK3","TNF"
"381","UPF2","ZFP36"
"382","UPF2","GSPT2"
"383","UPF3B","SATB2"
"384","UPF3B","GSPT2"
"385","SMG7","EGR2"
"386","SMG7","SMG5"
"387","PPP2CB","RPS6KB1"
"388","PPP2CB","EGR3"
"389","PPP2CB","SMG5"
"390","PPP2CB","IRAK1"
"391","PPP2CB","STK3"
"392","PPP2R1A","RPS6KB1"
"393","PPP2R1A","MCM3"
"394","PPP2R1A","SMG5"
"395","PPP2R1A","IRAK1"
"396","PPP2R1A","STK3"
"397","PPP2R5A","SMG5"
"398","HGS","SMAD2"
"399","HGS","SMAD3"
"400","HGS","TSG101"
"401","RAN","PTMA"
"402","RAN","SSRP1"
"403","RAN","XPO1"
"404","RAD50","RAD50"
"405","BRCA2","FANCG"
"406","BRCA2","CCNE1"
"407","BRCA2","SEM1"
"408","BRCA2","PSMD3"
"409","BRCA2","BUB1B"
"410","BRCA2","RPA1"
"411","FANCC","FANCI"
"412","FANCF","E2F3"
"413","FANCF","FANCI"
"414","FANCG","FANCI"
"415","UBE2T","NFYC"
"416","UBE2T","FANCI"
"417","CENPX","FANCI"
"418","CENPS","FANCI"
"419","DUSP1","ATF2"
"420","DUSP1","NFE2L2"
"421","DUSP1","ATF5"
"422","MAP4K4","MAP3K1"
"423","ELK4","NR2C2"
"424","ELK1","RAC1"
"425","ELK1","EPHA2"
"426","ELK1","FZD4"
"427","ELK1","FOS"
"428","ELK1","PARD3"
"429","ELK1","ACTG1"
"430","ELK1","ARF1"
"431","ELK1","RALA"
"432","ELK1","MECOM"
"433","ELK1","BRCA1"
"434","ELK1","EGR1"
"435","ELK1","EZH2"
"436","ELK1","SND1"
"437","ELK1","ALYREF"
"438","ELK1","ERCC3"
"439","ELK1","RNPS1"
"440","ELK1","TRRAP"
"441","ELK1","ZNF581"
"442","ELK1","FANCI"
"443","ELK1","TNF"
"444","ELK1","SKP2"
"445","ELK1","ARID2"
"446","ELK1","SETDB1"
"447","ELK1","MCM10"
"448","ELK1","DAP3"
"449","ELK1","EIF2AK1"
"450","ELK1","FUT4"
"451","ELK1","BLM"
"452","ELK1","NOL7"
"453","ELK1","OGG1"
"454","ELK1","PRCP"
"455","ELK1","CENPF"
"456","ELK1","WDR46"
"457","ELK1","PUF60"
"458","ELK1","LASP1"
"459","ELK1","ASXL2"
"460","ELK1","SENP1"
"461","ELK1","NUP155"
"462","ELK1","MSH3"
"463","ELK1","BROX"
"464","ELK1","SEC24C"
"465","ELK1","PRPF19"
"466","ELK1","C17orf58"
"467","ELK1","ACD"
"468","ELK1","SF3B2"
"469","ELK1","MTBP"
"470","ELK1","KIF4A"
"471","ELK1","EPB41L4A"
"472","ELK1","ACTG2"
"473","ELK1","SLBP"
"474","ELK1","LRRC4C"
"475","ELK1","SERPINI1"
"476","ELK1","RBP5"
"477","ELK1","MLEC"
"478","ELK1","GPANK1"
"479","ELK1","UBE2Q1"
"480","ELK1","TMEM68"
"481","ELK1","RPL37"
"482","ELK1","RPL15"
"483","ELK1","ITPA"
"484","ELK1","ITGB3BP"
"485","ELK1","HEATR1"
"486","ELK1","EXOSC10"
"487","ELK1","DCAF8"
"488","ELK1","CLK2"
"489","ELK1","CIDEB"
"490","ELK1","SMG8"
"491","ELK1","ZSCAN29"
"492","ELK1","ZNF623"
"493","ELK1","UGGT1"
"494","ELK1","UBE2J2"
"495","ELK1","TRIM15"
"496","ELK1","SNX12"
"497","ELK1","SLC25A20"
"498","ELK1","SFR1"
"499","ELK1","RNF150"
"500","ELK1","RBM22"
"501","ELK1","RABIF"
"502","ELK1","PPOX"
"503","ELK1","POLA1"
"504","ELK1","OSTF1"
"505","ELK1","MTIF2"
"506","ELK1","KLHDC3"
"507","ELK1","KCND3"
"508","ELK1","FBXW2"
"509","ELK1","FBXL18"
"510","ELK1","EMG1"
"511","ELK1","EIF3G"
"512","ELK1","DISP1"
"513","ELK1","DDX55"
"514","ELK1","CSPP1"
"515","ELK1","CPSF3"
"516","ELK1","COPA"
"517","ELK1","COMMD5"
"518","ELK1","CDCA8"
"519","ELK1","CBLN2"
"520","ELK1","BANF1"
"521","ELK1","AP5M1"
"522","ELK1","AP3B1"
"523","GADD45G","CDK1"
"524","GADD45G","PCNA"
"525","GADD45G","MAP3K4"
"526","GADD45A","CDK1"
"527","GADD45A","E2F4"
"528","GADD45A","BRCA1"
"529","GADD45A","MAP3K4"
"530","GADD45B","SMAD4"
"531","GADD45B","CDK1"
"532","GADD45B","FOS"
"533","GADD45B","SMAD3"
"534","GADD45B","EGR1"
"535","GADD45B","MAP3K4"
"536","IL1RAP","MYD88"
"537","TGFB1","FOS"
"538","TGFB1","SMAD2"
"539","TGFB1","SMAD3"
"540","TGFB1","DCN"
"541","TGFB1","ASH1L"
"542","TGFB1","EGR1"
"543","MAPKAPK5","HSPB1"
"544","RAC1","DVL1"
"545","RAC1","DVL2"
"546","RAC1","DVL3"
"547","RAC1","TLR4"
"548","RAC1","FYN"
"549","RAC1","WASF2"
"550","RAC1","GNB1"
"551","RAC1","RALBP1"
"552","RAC1","ABL2"
"553","RAC1","PTTG1"
"554","RAC1","MAP3K1"
"555","MYD88","TLR4"
"556","MYD88","ZIC2"
"557","MYD88","IRAK1"
"558","MYD88","TNF"
"559","MET","PLCG1"
"560","MET","PTK2"
"561","NGFR","PLCB1"
"562","PDGFRA","PLCB1"
"563","PDGFRA","PLCG1"
"564","PDGFRA","PTK2"
"565","RGL1","RALA"
"566","RALGAPB","RALA"
"567","RALGAPB","TCF3"
"568","ENAH","E2F2"
"569","ENAH","ACTB"
"570","GDF5","BMPR1A"
"571","PLCB1","AVPR1A"
"572","PLCB1","FPR1"
"573","PLCB1","GNB1"
"574","PLCG1","PRKCD"
"575","PLCG2","PRKCD"
"576","PLCG2","NPM1"
"577","CD14","TLR4"
"578","CD14","ATF2"
"579","HOMER1","ATF2"
"580","HOMER1","EGR1"
"581","TGFBR2","ETV4"
"582","SMAD4","SMAD4"
"583","SMAD4","CTNNB1"
"584","SMAD4","SMAD3"
"585","SMAD4","ATF2"
"586","SMAD4","RALA"
"587","SMAD4","BRCA1"
"588","SMAD4","HDAC4"
"589","SMAD4","PLK4"
"590","SMAD4","FBLN1"
"591","SMAD4","XPO5"
"592","SMAD4","RHOD"
"593","DGKQ","PLCD3"
"594","DGKZ","EGR3"
"595","DGKZ","PLCD3"
"596","MTMR7","PIP4P2"
"597","ROCK2","PTEN"
"598","FCER1A","FYN"
"599","AGTR1","ETV4"
"600","AGTR1","SND1"
"601","AGTR1","SERPINE1"
"602","TSC1","RHEB"
"603","TSC1","RPS6KA3"
"604","TSC2","PRKAA2"
"605","ORC6","MCM2"
"606","ORC1","E2F4"
"607","ORC1","MCM2"
"608","CDK1","E2F4"
"609","CDK1","E2F3"
"610","CDK1","TLE1"
"611","CDK1","ETS2"
"612","CDK1","BRCA1"
"613","CDK1","FOXM1"
"614","CDK1","HMGA1"
"615","CDK1","MDM4"
"616","CDK1","NPM1"
"617","PCNA","PTMA"
"618","PCNA","BAZ1B"
"619","PCNA","XRCC6"
"620","PLK1","CTNNB1"
"621","PLK1","NPM1"
"622","YWHAB","CDC25B"
"623","YWHAB","CDC25C"
"624","YWHAB","MDM4"
"625","YWHAB","ZFP36"
"626","YWHAB","RNPS1"
"627","YWHAG","CDC25B"
"628","YWHAG","CDC25C"
"629","YWHAG","FOS"
"630","YWHAG","HDAC4"
"631","YWHAG","MDM4"
"632","YWHAG","MCM5"
"633","YWHAG","RNPS1"
"634","YWHAZ","CDC25B"
"635","YWHAZ","CDC25C"
"636","YWHAZ","ATF2"
"637","YWHAZ","EGR1"
"638","YWHAZ","HDAC4"
"639","YWHAZ","MDM4"
"640","YWHAZ","XRCC6"
"641","PRKDC","HMGB2"
"642","PRKDC","ILF2"
"643","PRKDC","XRCC6"
"644","CDC25B","FOXM1"
"645","CDC25C","PPP1CC"
"646","CDC6","FOXM1"
"647","GSK3B","FRAT1"
"648","GSK3B","PARD3"
"649","GSK3B","CREB3L4"
"650","GSK3B","NFYC"
"651","CCNB1","FOXM1"
"652","CCNB1","PTMA"
"653","CCNB1","PTTG1"
"654","CCNB2","ANAPC7"
"655","CCNB2","ANAPC11"
"656","CCNA2","E2F3"
"657","CCNA2","ATF2"
"658","CCNA2","BRCA1"
"659","CCNA2","UBTF"
"660","CDK7","ERCC3"
"661","CDK7","PCGF6"
"662","E2F4","E2F3"
"663","E2F4","WNT5A"
"664","E2F4","ACTG1"
"665","E2F4","CAMK2B"
"666","E2F4","CKS2"
"667","E2F4","SDC1"
"668","E2F4","ARID1A"
"669","E2F4","BRCA1"
"670","E2F4","BRD7"
"671","E2F4","HLTF"
"672","E2F4","HMGA1"
"673","E2F4","KHDRBS1"
"674","E2F4","TRIM28"
"675","E2F4","GTF3C2"
"676","E2F4","MCM8"
"677","E2F4","SUPT4H1"
"678","E2F4","TRRAP"
"679","E2F4","XRCC6"
"680","E2F4","TK1"
"681","E2F4","CTH"
"682","E2F4","XPO1"
"683","E2F4","BIRC5"
"684","E2F4","MSH2"
"685","E2F4","AURKB"
"686","E2F4","DIRAS3"
"687","E2F4","RRM1"
"688","E2F4","TOP2A"
"689","E2F4","PCLAF"
"690","E2F4","MCM10"
"691","E2F4","PLK4"
"692","E2F4","TOPBP1"
"693","E2F4","TTK"
"694","E2F4","F3"
"695","E2F4","TMPO"
"696","E2F4","MKI67"
"697","E2F4","POLD1"
"698","E2F4","PRC1"
"699","E2F4","PPIA"
"700","E2F4","NCL"
"701","E2F4","EIF4H"
"702","E2F4","TRMT6"
"703","E2F4","SMC3"
"704","E2F4","SLC39A14"
"705","E2F4","RANBP1"
"706","E2F4","METTL3"
"707","E2F4","MAPRE1"
"708","E2F4","HMMR"
"709","E2F4","CENPM"
"710","E2F4","PRR14L"
"711","E2F4","PABPC1"
"712","E2F4","NSF"
"713","E2F4","KDM6A"
"714","E2F4","RFC3"
"715","E2F4","PPM1D"
"716","E2F4","POLE2"
"717","E2F4","NDC80"
"718","E2F4","MSH6"
"719","E2F4","GPR158"
"720","E2F4","DHX9"
"721","E2F4","BROX"
"722","E2F4","ARL6IP6"
"723","E2F4","BUB3"
"724","E2F4","FBLN1"
"725","E2F4","RUSC1"
"726","E2F4","SPRY2"
"727","E2F4","PRIM2"
"728","E2F4","KIF4A"
"729","E2F4","GON4L"
"730","E2F4","MRPL49"
"731","E2F4","RPL23A"
"732","E2F4","NEK2"
"733","E2F4","MZT1"
"734","E2F4","GPANK1"
"735","E2F4","TSNAX"
"736","E2F4","RPL15"
"737","E2F4","RHOBTB1"
"738","E2F4","RFC4"
"739","E2F4","PLSCR4"
"740","E2F4","NCBP2"
"741","E2F4","ITGB3BP"
"742","E2F4","FEN1"
"743","E2F4","DRG1"
"744","E2F4","COL4A1"
"745","E2F4","CLK2"
"746","E2F4","CALM1"
"747","E2F4","ANLN"
"748","E2F4","BMPR1B"
"749","E2F4","GJB2"
"750","E2F4","RBM22"
"751","E2F4","RABIF"
"752","E2F4","AP1S1"
"753","E2F4","TBL2"
"754","E2F4","MYOZ3"
"755","E2F4","GALNT11"
"756","E2F4","CNOT10"
"757","E2F4","TUFT1"
"758","E2F4","TACC3"
"759","E2F4","PRRC2C"
"760","E2F4","PHYHIPL"
"761","E2F4","NPY1R"
"762","E2F4","COPS6"
"763","E2F4","CAPRIN1"
"764","E2F4","STAM"
"765","E2F4","SMC2"
"766","E2F4","RPS4X"
"767","E2F4","G6PD"
"768","E2F4","CSE1L"
"769","E2F4","CENPE"
"770","E2F4","CDC37L1"
"771","E2F5","WNT5A"
"772","E2F5","WNT9A"
"773","E2F5","PARD3"
"774","E2F5","RASSF4"
"775","E2F5","PTPRB"
"776","E2F5","ARID1A"
"777","E2F5","SMARCE1"
"778","E2F5","HMGA1"
"779","E2F5","HMGB2"
"780","E2F5","PTMA"
"781","E2F5","UHRF1"
"782","E2F5","GTF3C2"
"783","E2F5","LHX2"
"784","E2F5","XPO1"
"785","E2F5","CDCA7"
"786","E2F5","MCM10"
"787","E2F5","LOXL2"
"788","E2F5","STMN1"
"789","E2F5","TMPO"
"790","E2F5","UBE2S"
"791","E2F5","NUP153"
"792","E2F5","UNG"
"793","E2F5","TRMT6"
"794","E2F5","SMC3"
"795","E2F5","SLC39A14"
"796","E2F5","RANBP1"
"797","E2F5","METTL3"
"798","E2F5","MEPCE"
"799","E2F5","CENPM"
"800","E2F5","CSRNP1"
"801","E2F5","CLIC1"
"802","E2F5","PTBP3"
"803","E2F5","PRR14L"
"804","E2F5","PABPC1"
"805","E2F5","NSF"
"806","E2F5","SUV39H1"
"807","E2F5","SMC4"
"808","E2F5","KDM6A"
"809","E2F5","GINS1"
"810","E2F5","WRAP73"
"811","E2F5","N4BP2L1"
"812","E2F5","STK35"
"813","E2F5","STAG1"
"814","E2F5","SENP1"
"815","E2F5","RPS20"
"816","E2F5","PXMP2"
"817","E2F5","PPM1D"
"818","E2F5","NUP155"
"819","E2F5","NIPBL"
"820","E2F5","MSH6"
"821","E2F5","MSH3"
"822","E2F5","KIAA1143"
"823","E2F5","HAT1"
"824","E2F5","GPR158"
"825","E2F5","GMNN"
"826","E2F5","DTL"
"827","E2F5","DHX9"
"828","E2F5","BROX"
"829","E2F5","ARL6IP6"
"830","E2F5","DHX30"
"831","E2F5","STOML2"
"832","E2F5","FBLN1"
"833","E2F5","CHCHD7"
"834","E2F5","RUSC1"
"835","E2F5","SPRY2"
"836","E2F5","TMEM53"
"837","E2F5","SHB"
"838","E2F5","OTUD7B"
"839","E2F5","GON4L"
"840","E2F5","EFCAB7"
"841","E2F5","MRPL49"
"842","E2F5","LRRC4C"
"843","E2F5","TCP1"
"844","E2F5","MZT1"
"845","E2F5","CYP2R1"
"846","E2F5","ARHGAP11A"
"847","E2F5","AGBL5"
"848","E2F5","RPL15"
"849","E2F5","RHOBTB1"
"850","E2F5","NR2C2AP"
"851","E2F5","NCBP2"
"852","E2F5","MRTO4"
"853","E2F5","GPAA1"
"854","E2F5","FARS2"
"855","E2F5","DCTPP1"
"856","E2F5","CLK2"
"857","E2F5","CCT3"
"858","E2F5","BMPR1B"
"859","E2F5","CA2"
"860","E2F5","TSPAN7"
"861","E2F5","SLC25A20"
"862","E2F5","RBM22"
"863","E2F5","KLHDC3"
"864","E2F5","AP1S1"
"865","E2F5","RBM28"
"866","E2F5","NSFL1C"
"867","E2F5","MYOZ3"
"868","E2F5","METTL15"
"869","E2F5","GALNT11"
"870","E2F5","DENR"
"871","E2F5","CNOT10"
"872","E2F5","TUFT1"
"873","E2F5","TACC3"
"874","E2F5","SORL1"
"875","E2F5","SLC16A2"
"876","E2F5","SETD2"
"877","E2F5","SAP30L"
"878","E2F5","RPL29"
"879","E2F5","PRRC2C"
"880","E2F5","PHYHIPL"
"881","E2F5","NPY1R"
"882","E2F5","MRPL24"
"883","E2F5","MELK"
"884","E2F5","COPS6"
"885","E2F5","CLTA"
"886","E2F5","CHRDL1"
"887","E2F5","CBX1"
"888","E2F5","CAPRIN1"
"889","E2F5","BAP1"
"890","E2F5","ARSJ"
"891","E2F5","APIP"
"892","E2F1","E2F1"
"893","E2F2","WNT5A"
"894","E2F2","WNT9A"
"895","E2F2","RPS6KB1"
"896","E2F2","CCNE1"
"897","E2F2","CCNE2"
"898","E2F2","PARD3"
"899","E2F2","RASSF4"
"900","E2F2","PTPRB"
"901","E2F2","ARID1A"
"902","E2F2","SMARCE1"
"903","E2F2","HMGB2"
"904","E2F2","PTMA"
"905","E2F2","SUZ12"
"906","E2F2","UHRF1"
"907","E2F2","ARID3B"
"908","E2F2","GTF3C2"
"909","E2F2","LHX2"
"910","E2F2","XPO1"
"911","E2F2","SERPINE1"
"912","E2F2","PTGS2"
"913","E2F2","CDCA7"
"914","E2F2","MCM10"
"915","E2F2","STMN1"
"916","E2F2","TMPO"
"917","E2F2","UBE2S"
"918","E2F2","SLC2A3"
"919","E2F2","NUP153"
"920","E2F2","UNG"
"921","E2F2","TRMT6"
"922","E2F2","SMC3"
"923","E2F2","SLC39A14"
"924","E2F2","RANBP1"
"925","E2F2","METTL3"
