"","GSM155919-00","GSM155926-00","GSM155927-00","GSM155928-00","GSM155947-00","GSM155948-00","GSM155961-00","GSM155964-00","GSM155988-00","GSM155989-00","GSM155920-01","GSM155921-01","GSM155922-01","GSM155923-01","GSM155931-01","GSM155965-01","GSM155966-01","GSM155967-01","GSM155968-01","GSM155969-01","GSM155924-02","GSM155925-02","GSM155971-02","GSM155972-02","GSM155973-02","GSM155974-02","GSM155976-02","GSM155978-02","GSM155979-02","GSM155980-02","GSM155929-03","GSM155930-03","GSM155970-03","GSM155975-03","GSM155977-03","GSM155981-03","GSM155982-03","GSM155932-04","GSM155933-04","GSM155934-04","GSM155935-04","GSM155983-04","GSM155987-04","GSM155991-04","GSM155993-04","GSM155937-05","GSM155939-05","GSM155945-05","GSM155946-05","GSM155955-05","GSM155958-05","GSM155959-05","GSM155960-05","GSM155986-05","GSM155992-05","GSM155938-06","GSM155940-06","GSM155941-06","GSM155942-06","GSM155963-06","GSM155985-06","GSM155990-06","GSM155936-07","GSM155943-07","GSM155944-07","GSM155949-07","GSM155950-07","GSM155953-07","GSM155954-07","GSM155956-07","GSM155957-07","GSM155962-07"
"FBXO4",7.32389881956069,7.14672333961791,7.30288990993912,7.28058349198138,8.52596294437226,7.70919976814973,8.56752455169994,6.98727530694743,7.62032390042364,7.21286951276896,7.01026486895262,7.04415477045555,7.31693948130395,7.18577601110041,6.94381428100261,6.78991559374318,6.8567070274927,6.21755800514156,6.84101965294287,7.11679285573295,6.88447431620274,7.45864094377642,6.84068403793141,7.41935511648265,7.0019298516114,7.1582594836427,7.07292494402115,7.14244227307355,7.02116085800548,7.03513484668789,7.04913880869416,7.02712126220048,7.14516350422995,7.17318693998287,6.94795592689675,6.94961256122162,6.89859734243417,7.11075411749835,7.00358071433589,7.24401779434561,7.17616751094573,6.70330521753561,6.93234517721996,7.19456184843975,6.96890710093053,7.8916067017,7.86627874786019,7.78964241736278,8.46480471391459,8.87931460848191,8.30288244092278,7.6944095036749,7.32889482472846,8.20457485708348,7.8382236774191,7.23958076372692,6.83279490929182,7.15222995378459,8.21273859456096,7.76307381566934,8.06492314620357,6.80923323473623,7.11600921211147,7.40794144459173,7.99733631134958,7.35238117058154,7.30947676857508,6.68532808829423,7.38950188614571,7.36833938174898,6.99621648228524,7.38666121134417
"FBXO44",6.13759083181859,5.83577358961895,5.76823879334148,6.04567430105804,5.99596709969589,6.19419163860864,5.74035852592249,6.06374180509057,5.65066474030101,5.95443900878366,6.17667867456779,5.93844468861468,6.13759083181859,6.11007926033996,6.17472411930184,5.98750699347659,6.04038959847814,6.53832826961047,6.23934729780444,6.21619181884654,6.20569637064406,5.91679579005935,6.26125877060344,5.8133648231405,6.13140144989482,6.04592059430783,6.08627529918924,6.11484389241532,5.93975826685039,5.64026533522777,6.1731189124191,6.01453230483243,6.17244932822715,6.03298516966527,6.14599719259082,5.95394313816496,6.06113736574467,6.00910088647892,5.85558042883039,6.03659311836743,6.27416985944666,6.13957943921559,6.19277521777281,6.1789924331364,6.22942221434338,6.38010680018136,6.37901907307546,6.57215254767848,6.31625095860462,6.41783294877567,6.68511789654137,6.64532421199425,6.39396019586087,6.20856014315423,6.39465115053226,6.20850050963163,6.32515445657735,6.06543289903053,6.29527660997014,6.55769221235061,6.08347334723301,6.13147245460906,5.67188299454364,5.89108135295527,6.16832464395533,6.14147849193984,5.88740643697378,6.19127704720023,6.1682826634465,6.31474382995092,6.189366017433,5.617635649544
"FBXO5",6.04547642036597,5.48357489402495,5.42485952213072,5.2398971501198,5.7175116461462,5.8671419116799,5.60817957155389,5.49962327716223,6.11226343952708,5.54349907796741,5.5524874782178,5.99425182491118,5.52174930399156,5.54079808684387,5.66700868993489,5.92217375101627,6.05502626249866,5.24338499427629,5.30193187052047,5.39420809207658,5.47240116722866,6.13542890590313,5.82591991804397,5.29575997273483,5.55066758839714,5.32668235296769,5.39851306683746,5.93985147224358,5.92224804501302,5.47392901911328,6.45728465166773,5.37315679947564,5.35228286849075,5.34546240163836,5.57633918545493,5.81620690524139,5.73125850807785,5.47143104206224,5.14967809091936,5.3033788691766,5.2845711707757,5.66887933587937,5.61007904770103,5.58238720246328,5.67748406967783,5.13356132619584,5.89466247994536,5.46596608373594,5.84593697744923,5.90557943276568,5.90392965230958,5.75006836141205,5.37133634888764,5.74729907083023,5.72017344341604,5.49350946733164,5.66887933587937,5.83834376638601,6.54006914992253,6.19398571123256,5.69773809763354,5.94202867985059,7.94081783328368,7.26520117262772,5.67908177918233,6.13293124963625,5.82747055964104,6.52175975748249,7.29785452315949,6.40351085299755,8.21768790625066,7.78148895703702
"FBXW2",7.77908297473203,7.85164691799501,7.72174800898788,7.73560327714029,8.50188184209416,8.22503249971796,7.81842226340981,7.95711295788388,7.72455509788559,7.79120503787551,7.90861853886925,7.69583613352234,8.14537421322853,7.80451960863965,8.18639686092603,7.31647306438055,7.50165117846528,8.05514692113074,7.87330011265936,7.77050442534369,7.66241498714955,7.6323549537604,7.33340122448469,8.00751467945283,6.84840527711238,7.33877582100534,7.06659851035588,7.65936246513996,7.33475583102664,8.07581037678648,7.18748679489928,7.63048895501697,7.31825556458084,7.29625117561957,7.30472167475034,7.31934148218939,7.39635429480481,7.96095869697102,7.53778272442511,8.59791919529635,8.32371482858416,8.00848950568436,8.2416243207573,7.78664264047922,8.05390043960712,8.39134244868395,8.12725272675299,8.17071390998272,7.97470851732459,8.19735377681754,8.17959542176002,8.25971108410876,7.88526492452656,9.1233537394463,9.18426595252609,8.30883340020293,7.95336278946143,8.71013208887828,8.08282267676803,7.673311725173,8.21121106515942,9.05164443201906,8.22225982311179,8.39334449855271,8.75209228321384,8.40089734904898,8.33084330025342,7.97623270443333,7.50459045358645,9.03499351159173,8.86229907754742,8.65461778060845
"FCER1A",4.90097573894111,4.75423699663656,5.25789734193783,4.55116110336125,5.83262375477562,5.23399258077372,4.27510652050357,5.34270864168262,3.86156438500734,4.22721359458374,5.98938960264135,6.11419736759743,7.41561871785361,7.13405863494405,6.57166278693405,6.45991130458121,6.8848188365899,4.48551268663868,4.46567353934607,6.69069315953671,4.64132785115831,4.26518470643898,5.0697204419919,4.41205607720739,4.19939596240287,4.57866663916719,5.00766926489672,5.00682341037691,4.44027608766208,6.83321341672469,4.48255327783667,4.04361516081758,4.25553683411041,4.66995382239583,4.30779875263906,4.60421039783504,4.47274235445826,4.11827444966152,5.79890107047299,4.36720958725603,4.06510489970788,4.37825691880031,3.93856589331206,6.18357056728863,6.1198525835424,4.82771398729507,4.77836182069373,3.90678343281698,4.57866663916719,4.20523592128574,4.16241514528241,4.97464732453516,4.24243332157009,4.07902872841427,5.56490779129934,4.54649963858373,4.23017369515886,3.90508059043173,3.96469606797653,3.74570303853074,3.69570451787054,4.17058222262854,4.33179948957852,4.06909768292105,4.24372736263631,5.33797485200518,5.63278635320651,4.3581208069614,3.93863879767193,4.14175845925242,4.15527530583839,3.74904049422904
"FCGR2B",7.4378770155037,6.78726680489681,7.44657465907466,6.88079725571062,8.1553244440171,7.67831296692874,7.85219154593675,7.40712013257907,7.38679266164374,7.77459694852458,7.91301642725649,7.97424122798425,8.33481128671684,8.11416877475016,7.93162634946714,7.8491604166959,8.34682974886096,7.8805539982882,7.89754745865599,7.87687810755165,8.21345617332803,7.59012221266247,8.26904297731065,7.46406332505686,7.86851513344632,8.08212521074582,8.38712322467315,8.02437174076944,8.17378411313102,7.47128801250452,7.82100643122858,7.62461902046543,9.90365628721922,8.03872325251394,7.33377302489657,8.14113918703592,8.14354594168254,6.94287648304436,7.65201137639673,5.57552900375374,5.69626163186765,5.81322237449904,4.11204692497544,5.91672881566517,6.40510071722718,4.19366964021379,7.99285210754912,4.52527510999741,7.34388986504479,3.81386591888786,3.65863826904732,10.4216178009996,5.04803731998047,4.99455908503272,5.0931916876037,6.62287312090365,7.18719766606602,5.70323288431772,3.96261020198531,4.51437689271971,4.81407245712638,4.32113550168662,5.92485908148918,6.39242385405743,4.6827843903412,8.51830842990447,7.58316232326394,4.89881405346162,4.32714602801318,4.23029379440166,4.27340470672194,4.30543204082728
"FCGR2C",8.34241931770415,8.00219561111921,8.04347508209736,7.30369250284602,8.13794655770823,7.59205869174224,8.46760689465638,8.3071041634018,8.59099813015889,8.3168181308983,8.46375947674344,9.05798191248215,8.58845553937354,8.76366186783912,8.54741125002052,8.80488603717946,8.66608312385081,8.31712339709244,7.94917030313709,8.24096233221119,8.5318831978935,8.36034684925479,8.9526952336413,7.78787739248834,8.37996337541329,8.24423991191571,8.94323716360723,8.42152191830409,8.47299863371178,8.26850901012375,8.61075731935231,8.04669437243819,9.6522304938656,8.29639499072579,8.13079438207743,8.48723023354939,8.42360341656497,7.75200467636919,8.09378388702479,7.09402975769379,6.25102692117289,6.02585989248013,6.14740073948906,6.79096717925139,6.42507305384135,6.94492393693228,8.40890610170798,5.94681580569712,7.86317944985363,5.99134496379047,7.12402605229655,10.3699072216627,7.00222907997319,6.46137309540375,6.34162888057124,7.7135946076513,8.53440751056424,7.48430266904421,6.9624952977052,6.72433710161071,5.89836169833691,6.0653964218507,8.41489564149918,7.95994577260389,6.84711713074015,9.05897717367649,8.70606533659432,6.96495528766504,6.65484186384184,7.12466609988456,6.598338009268,6.57374581165084
"FCGR3B",6.66740489696608,7.08798322421082,6.32580014114412,6.43489345657128,7.3223973394039,5.68755651258689,6.9146099552181,7.47224301562676,7.84897334088017,6.96053053922897,7.00331318011232,7.05908383960228,7.099351973776,6.93078608311006,7.30056649862347,7.32041439651821,7.08965051301794,6.87164419271211,7.41252496645216,6.58950389571821,6.44150241291637,6.51937000053044,6.84305220280851,6.47283310422101,7.13087934237226,6.47315107077214,7.07509966980767,6.59486375257717,6.95998265129302,6.75738426334681,6.76208141332411,6.1965936950424,6.93916699870215,6.52365321198612,6.9433242848069,7.00477910301279,6.60377980665482,6.39901812958332,5.90130874313195,6.65293619822369,6.17679585548755,4.94781875115386,5.17619267581656,4.92379306103445,5.17133457097823,6.33839192076467,6.58727655030544,5.15603806796545,7.04278600213256,5.47521849885431,5.56441351333387,5.83824314827008,4.07928149694331,5.10564233039879,4.3406142017892,6.31740723915486,6.32678197312324,6.93708056375457,5.49940800511555,5.34673480386279,5.98084991080853,4.74524728148268,6.63665418463327,6.28067890600655,5.50062108528823,5.24660789544952,7.25710259703501,5.48594608001129,5.80983890061047,7.03052538993144,5.88074879660866,5.53331244144812
"FCN3",10.2554180647857,10.4300205693038,10.5580479333049,10.8591238652178,11.2107552580552,11.1125986242163,11.2096118372962,11.1367967182617,11.0356883893157,11.4591305777258,11.3563683326313,10.7797122789588,11.0250145875938,10.8160140201838,10.2674548775397,10.5948669987697,11.3980154773911,10.8496900127318,11.2594620396291,10.133832153867,11.0167839574635,10.7235848945142,11.2396797530583,9.55686832906784,10.6982231932468,10.7730604944862,10.634512471941,10.9692355175595,11.3650011902918,10.3914981980331,10.4097767589165,10.5763767349818,10.7163212893183,10.8153583293618,10.4898534056888,11.3280049116632,10.9618199707648,10.2445124048778,10.5395709479178,9.04948212998669,9.55389432311693,6.12047751629418,7.41621556631874,8.31314393258464,8.37792999864213,6.25854843005889,10.5200178189441,5.72600652588429,8.41911079168724,6.08123007197714,6.00231463980671,5.816185129347,5.87857469666853,5.91060734026413,6.12617823969692,8.33494308146597,5.31407146338253,9.35531999128749,6.06648795105836,5.31178614858624,6.19808529965945,5.94693216692272,6.21170919033862,5.54945288843245,6.01427750820415,5.42591773297449,4.87387733923441,5.87826925917515,5.88939381876605,6.24143191836548,6.29637542189652,6.43667899142228
"FDPS",10.2835871467536,10.9236240327136,8.99026335786414,10.1593975528499,9.55647809549141,9.85021804173164,9.82721173624513,10.0569786251606,9.21806579228679,8.99643314987128,9.12743608568237,9.72316340648235,8.90395294576428,9.6277843562227,9.44012256029636,9.09717102712516,8.90409895985714,9.12207523152817,9.1991328584059,10.5300227099269,9.8460421348136,10.3404963862943,9.29828229249623,8.81624439703825,8.73235687017212,8.90717569807617,9.07596281091666,10.1665043132625,9.65849369928756,9.84183204239259,10.3178066368641,9.10491723550284,8.9478841669582,8.94057556755067,8.88558716572017,9.64838211255978,9.16082019909793,8.05176497015791,10.0135505438799,9.77881851414292,9.35457818570793,9.52614737833773,10.3544037188318,8.7790389024512,9.58320441537431,10.8149704292254,9.58465726710496,11.1187102557442,9.16140080568353,9.76574420662967,10.4414515789045,10.2860535770726,10.1767395491264,9.69192592927289,10.6667543256103,9.59364627658348,10.5202484399825,10.5171708561357,11.3173497108795,10.3487938971976,10.1769725980142,9.94697145848338,10.1159300027347,10.8721210855553,9.8880185525416,11.0173528502031,10.7651585693485,10.637584418171,10.3046967998996,9.79117795686983,12.4677583295505,10.9816728661224
"FEN1",6.95789155490303,6.40913434876615,6.01202974818493,6.63233275818525,6.89241973386071,6.76258226828975,7.90301320997459,6.51318396785736,7.47096319923225,7.1204192109417,6.74331516637119,6.76604199742399,6.62905250633082,6.79656182433458,6.39328166192464,6.84838565642174,6.75077793973982,6.70603144391821,6.53103621126477,6.37432377483385,6.91659461487775,6.15700728153245,6.44234505994087,6.3744886794259,6.56565828571713,6.67005236383915,6.68340917885998,6.85629308973675,6.59543699786528,6.80783296927938,6.87949692429195,6.89955914390562,6.25956782231044,6.67643108102873,6.38886119413188,6.72932010613554,6.68057814052436,7.24834359327033,6.83953231828014,7.44212291895114,7.06057477367506,7.26734920561267,6.92724877344473,6.94270812569439,7.11530042623194,7.49941689408704,7.00567131255684,6.77981111257012,7.28363593635701,6.87275545363428,7.19900631142268,6.90256203135934,7.55272794595019,8.87240790662052,9.1097738707388,7.13713922289654,7.70748367685884,7.78314225631481,8.32079868334739,7.87695192022918,7.46554443423499,7.51220292087515,9.04115618895393,8.59746045448408,8.2305225171535,7.51709873194763,7.84576725193964,8.30970748387597,8.57719287911771,8.69920582013564,9.4736499665295,8.28858673583271
"FERMT1",5.17443374252763,5.31558129098535,5.49518301739934,5.47472067729753,4.95728706086699,5.05388283131472,4.63444943219192,5.28671313877435,5.12177061514752,4.96670596409145,5.39017023111632,5.04538113515564,5.64618996945674,5.66887933587937,5.70768379418837,5.27332646798361,5.15990160329119,5.30426111438853,5.07319267302514,5.33401119043157,5.0852952770279,5.0308878656887,5.36606582608111,5.02458848771683,4.94340975884179,5.28888808193772,5.16356636558203,5.08425043913837,4.91737698429851,5.47840574754507,5.46284496288581,5.31981297710158,4.91905521317572,5.30650511318934,5.1466278767348,5.07762387992993,5.01331856571292,5.25705496101255,5.64100295859223,4.91148725432332,4.69062857505054,5.08522954503984,5.11687554169338,5.32506532894349,6.2536946471346,5.29613338852019,6.71236485681066,6.14200882970632,4.37614370085006,5.14820132222986,6.67063251503426,4.80218591444544,4.59617013711688,4.5898295119675,5.23636131007637,5.11974695994392,6.66207781982048,4.72676765505028,7.56983391039481,5.48921762994962,4.84813034770952,4.98648636114659,7.69301737989915,6.44132295062354,6.50133942738263,6.30854857920253,5.40790165963509,5.47974919722367,7.62352556179629,6.83547185526103,7.1346354162807,7.60731851448975
"FEZ1",6.79693202977893,6.96046402255221,6.94200398172526,6.89894516103242,7.97991376411092,8.11648730673528,7.85192585004473,8.25611186373993,7.04561628143132,7.96206509447683,7.90741829846656,6.9888807284079,7.50242094728479,7.25577000272563,7.38822567897191,7.44108251090475,7.40214209519379,7.66877294380743,7.38713189200099,8.04843002116018,6.8583648865185,6.69345401405344,6.31163884290219,7.02016012772735,7.67730419740509,7.35818649810527,6.45972195331055,7.18789986658916,7.33449681698297,6.97183269368136,6.68034570209165,6.80238580078273,7.65057019045499,7.43215221581707,7.03185313772013,7.29572882389558,7.6474716088928,6.88204223267073,6.85583008364165,6.75529726348141,6.33023940678103,5.86881525187577,6.73104761793155,6.89996272626522,7.04858451348286,5.59543646833332,7.30544961334305,5.24284305933239,6.69883370041678,5.01473887082572,6.14198709438188,5.90087539395153,5.15844745464132,4.96935925434323,7.00341517466611,6.29968334752106,5.60295637315784,7.02046554021754,6.2904120096948,5.47998658265622,6.1416132557125,5.7041588892145,6.09538177785534,6.40633618933089,6.42616521976694,6.14368689862852,6.99964266457629,6.38621930704637,6.11836872021794,7.35515651736896,6.00772759970333,5.70346202134038
"FGF13",4.38156804098556,5.39612418774337,5.3587577340419,4.92652933554277,6.15806134489922,4.8255173929231,4.94643671978527,4.36938224055334,5.61124314319051,4.82975266891122,5.13865076687352,5.72612791195786,6.62543682898405,6.09233990847076,6.21606706235231,5.87766871306786,4.94434673445745,5.46757117524008,4.04812806151063,6.2573302585481,4.86797229251562,4.69230166381049,4.97389143754671,5.2153242409493,5.00418046697874,5.7321978285062,5.66816332762395,4.70439280329677,4.49653315037925,5.34408432706427,5.40419913659145,4.3454935735126,5.38382366147577,5.83240940302347,4.88290662815142,4.28196885903329,4.93513435398077,5.32103994495189,5.02927551892057,6.50621407011878,4.38200854763087,5.50243003456268,5.9918036854364,7.13563264876299,7.24660999542271,6.55915986204148,8.76472638036338,6.19015346761473,6.13977288339193,9.84756219953475,7.1973078640233,8.23874322352892,5.84504951127911,8.19774832982666,6.22952376891439,6.91317903900286,5.39565733935499,9.1098146634002,9.4009810602841,5.44190675899068,6.03151147081229,7.83321200021788,5.39195830689482,6.26182166376106,6.40521352950544,5.83075371474785,6.83514937976693,6.48907327994078,8.21122053918211,7.49227813803057,4.67995785371089,4.3637965815709
"FGF23",5.12669384490526,4.70807173365551,5.1166811715764,4.66453526668695,4.09840674534645,4.51531448459823,4.61655625366135,4.81229868528423,4.64854046887142,4.38925468394872,4.43420635068771,5.62909757723854,4.77515395347041,4.77311138368905,4.47993891761803,4.71303642240705,4.76479763407362,4.48951491128323,4.97001659507677,4.7135080469895,5.10087760021186,5.57912490772347,5.27068176156158,4.74464010115722,5.78982002708034,5.04977361404341,5.14447055183367,5.47637651987842,6.08160542131571,4.6427497668007,5.63563194503047,5.4172369795667,4.96088328509386,4.87870996182623,5.30784526233804,5.75914300046877,5.15740347445753,4.67302200512246,4.94900580269131,4.42656072848627,4.45839030098056,4.47934718785111,3.96518181831964,4.350707779258,4.01498121977265,4.30172306508355,5.12152085222325,4.44035936977063,4.20297508461866,4.20453113356098,4.59559154617031,4.51021920564029,4.36199945292535,4.23770808619624,4.35453099607275,4.55968134274539,4.27916130955207,4.22490449097795,4.10274716054448,4.2365924174823,4.14031312467951,4.32921017584186,4.20020462843307,4.34600101419429,4.16755065113511,4.35875830406365,4.37160476372415,4.33277609495201,4.49761402218467,4.23983745290061,4.42006923061965,4.29711408840205
"FGFR4",7.57919705437272,7.74896486662459,7.49370227422182,7.90885968647792,6.88280196464423,7.81278723303218,7.21127693111915,7.28816775011205,7.35074038284986,7.14722264408462,7.32179913411187,6.89325221530413,7.42640197849427,7.56121698939212,6.94317553779207,6.79587808562217,7.14534988624146,7.64894402825715,7.36681016990603,7.55316475792804,7.48512656863225,6.9457495114039,7.01523841205244,7.48259409258182,7.09838359788331,7.06469260344748,7.32816369560627,7.699363503602,7.367407732775,8.19129177234906,7.11273184029717,7.12349371884384,7.09644791171993,7.02084245339281,6.76523901784776,7.19788042626445,7.40790409216842,6.97931121531374,7.37692873285201,8.40183613225568,7.8728680197552,9.93171990400941,7.75117704416322,7.91110441843969,7.54319919187768,7.57937273926564,7.61575544963865,7.1287697771337,6.46737525053169,7.07449847460111,7.94716285291804,8.07393815229677,8.115584945771,7.77570639322696,9.65263741912602,8.11181569876123,7.77059251909472,8.68254121613732,8.50031385067576,8.07327146163062,7.56214626440368,9.40795395912625,8.76895313773977,8.78391450836367,7.91248694178123,8.22216159127593,7.68735648034441,7.95215865889458,9.20797912295166,9.67434568146508,9.24646211198267,9.55659072994847
"FIGNL1",4.82672092522053,4.50899923078947,5.33786972175989,5.11884623204289,6.83698711212024,6.3563900483371,7.12956358261094,4.70129801357092,6.0506447909243,6.05473210224873,5.57074668158349,5.7757231016695,5.77197417875337,5.77606618145426,6.01540809021639,5.81717543053683,5.52084881702259,5.51723269824806,5.45452204568552,5.87886411741758,5.90643422716109,5.02531542955164,5.16936059554655,5.29755463113781,5.47238005486426,5.92691975407974,5.39484073007585,5.80653357746765,6.04119955094155,6.10810196979645,5.30850420697763,5.34540731477863,5.87356289243213,5.98627527340697,5.35120008732534,6.04954818122042,5.86961380837106,4.7048436245016,5.38590095963871,6.74909179272433,6.25875130170184,6.3536037460115,6.17407790724447,6.30652670760343,6.93887591496266,8.18892274104631,7.27412829886109,7.76413299892721,6.7045906596906,8.21151854691742,6.9570620004897,5.71943465801733,5.64610491933241,7.60972409041769,6.80594808794485,5.48149490855304,6.96955533907733,6.17754696469885,7.26994511238066,6.83779819067681,7.06620852288381,8.4982920705571,7.43512240315634,7.92014794653868,6.79976382870919,6.57865033029265,6.70285313475408,7.57020237153752,7.58294229085726,6.98644289165266,7.8320579958303,7.93867909055801
"FKBP11",9.28076783500645,9.14143669959281,9.00911057106812,8.6115884795825,8.67961159265291,9.19544300936078,11.1964899583275,8.69372131861884,11.0135129144319,10.6639618792972,8.55449563798866,9.96241049102427,9.68485732537522,9.77950746004373,10.0760443480031,9.60238626008872,9.70716317808633,9.69609928779045,9.50937755374327,9.80452346375173,9.45158011085172,9.80609826675132,10.249023412236,9.5574707396842,10.1858047761103,10.3749274362153,10.0992240008669,9.74656615538833,9.96293387145263,10.7729167707765,9.29266689044167,9.01528318207005,9.63237405890435,10.3594603100588,10.4975780124806,9.92907184587139,10.1004400882005,9.52164405212367,9.95900959826693,10.7927609170589,9.59525287457138,11.0334421914148,8.98825671067226,8.53337203268355,9.99163348719188,9.69686963166467,9.80999106978879,8.95916054576901,10.9577575115067,8.44838510226206,9.8395200496342,9.67066989513606,7.65400801397446,10.6967214839923,9.94462100580024,10.2247509711318,10.0759295186244,10.7025829175709,10.3420723406494,9.99368682846988,10.1532445942274,8.7324757605721,11.613263447798,11.4971404849766,10.7271617340237,10.4707576578561,11.57803462881,10.8858322270873,11.6680281173629,11.1581350620319,11.6492760286741,12.1215277683245
"FKBP1A",9.373243733125,9.18256262225911,9.17718535984544,9.2534894525316,9.33517721002117,9.27375778595973,9.66451465750593,9.17896685137215,10.2632870991958,10.123345563274,9.70028514617773,9.86382127444701,9.66056924641418,9.72247710245302,9.63411952717261,10.0484017675004,9.79317081516724,9.55561972252721,9.5344634740822,10.0539650865025,9.69137885169558,9.21801496934428,9.46282548974759,9.8902486813176,9.9351608033494,9.9689977915582,9.73079153347696,9.54929040769695,9.73977956037348,10.1053902453816,9.36112748423129,9.48789755200862,9.69568903988539,9.94093086180927,9.84656257302915,9.6985264154843,9.8895729351866,9.77197719779637,9.66201789841752,9.92196615860489,9.45719706401349,10.0069367282152,10.2407639356885,10.2675850979064,10.2657167992006,9.84288202452887,9.75291681284673,9.4953859205043,9.43562114521225,8.34428181270525,9.69685355507454,9.77092358489722,9.3142976785276,9.53420693083467,10.1048018934958,9.87411380600013,9.57554567701746,9.67309538836875,10.0593022644484,10.4721492241826,9.21726676231344,9.48396706196351,10.6871116102206,10.5732542184009,9.77843674951684,9.81282400963002,10.6005710370794,10.5423875794047,10.839007580328,10.6639649750452,10.3923025583237,10.4758491740741
"FLAD1",7.05659630130151,6.89130193893173,7.05686542123827,7.11244794931687,7.22956396978332,7.44084606159967,7.20903306154192,7.07405484542652,7.76396612898212,7.67104098090691,7.18455528268071,7.17810261095266,7.53933722826321,7.20026832819366,6.9360591594412,7.22178914907637,7.17815548117866,7.38212709221336,6.95168334879219,7.17843636094561,7.39795292137568,7.36447194795443,7.3493313299659,7.06305465945359,7.50605927960517,7.45123316147391,7.36093234885192,7.20119009415639,7.42059938566387,7.51799426496056,6.85059716658046,7.12844692479986,7.33968624286749,7.4341381211771,7.38647591946273,7.37380070259227,7.35703392555437,7.56503773967066,7.38593061699728,7.52361228512327,7.58143139177011,7.4022747732962,8.14963296951355,8.59324024839597,7.9760057247717,8.83348566098599,8.24643862535392,8.62743550961976,7.534117164055,7.42809693942374,8.39433134426354,8.44399313375165,7.82410137797545,7.03237060353747,7.44840483800566,8.25418717035016,7.65280337042627,9.0712817452996,8.45079236539245,8.51330635146758,8.2415459675332,7.29891467391626,7.86666840321533,7.84401677156004,7.82063217968743,8.45375431894234,8.33731354420779,9.52209919785048,7.65238055839907,8.51960658992775,8.44114709150867,7.80331739739619
"FNDC4",8.29089030804265,8.19961328461774,8.0007021923774,7.87464084238691,8.26406190041384,7.99749814499026,9.09281542790225,8.05767459263185,9.64785302542314,9.39863712575124,7.91538662795719,8.3956520740329,7.62330570035612,7.5320379065857,7.50364513003063,8.05142049323104,8.30812342955515,8.03339795202003,8.16819609234102,8.0807952961617,8.05287905023082,8.73385871149859,8.16659871721348,8.23916936600964,8.44850728209332,8.55981374016631,8.05277473101836,8.42162796435682,8.85569321785501,8.1382505457833,8.33359848774383,8.29918954520827,8.2327878253861,8.61177803685498,9.27942425714381,8.8807441037329,8.2068395472557,7.81756132169461,8.00159842820163,7.03772115006695,6.72063016626374,7.80205427485434,8.1428540676121,8.71280392678406,8.05105232029474,7.4124149860449,7.6528989522964,7.93244491809067,8.00774229644125,7.73870612489459,7.33581808236155,6.36366076084352,7.58359076274271,6.90847826524357,6.18095939247153,6.86291665930086,8.12721624109929,6.49844153028811,6.78468967032075,7.43655217788677,6.24952487314761,7.56308094433646,6.62952051793037,6.471497790388,6.75803230831491,7.51640061505184,6.43392020861072,7.17091591143338,6.81024061828398,6.92150314996427,7.28746006897736,7.16809386018189
"FNTB",3.98505871068758,3.35235025676428,3.56602182859075,3.66804346842962,4.22732998828249,3.76701229141012,4.22992407202007,3.45999346087911,3.58866063857366,3.68776060117056,3.74669273471677,3.73015009316977,3.6731539183826,3.75292462136567,3.7833058379081,3.82593285748653,3.61957048086812,3.85051725423225,4.02714747346946,3.65815456338126,3.5317057572187,3.93989958183284,3.57447925603429,3.67335605374653,3.69748422092133,4.02382403859404,3.51979017270226,4.02591064233618,3.71245198215462,3.9564636007759,3.5168443721596,3.58705874627155,3.46398838742917,3.72090683995324,3.88966712476284,3.99078833240959,3.60693600329453,3.59433879373581,3.48278328007917,4.57910734810006,4.22992407202007,5.33860501324845,4.76953017627814,4.337105299762,4.52111811024181,5.06013389191565,4.50582964011635,5.05736317597171,4.23982517866159,4.77656795645441,4.30791511241164,3.94227527684243,4.55588043593125,4.51488166450182,4.684434658484,4.27975065771072,3.75845561835204,4.72834020302587,4.00218197588635,4.92186487752494,4.08718205146345,5.31714792355225,3.92883379631167,3.81110764799284,4.03559336434236,3.52422593371426,3.77426497551178,4.03982584314585,4.31768296520264,3.9564636007759,3.39578828209833,5.18055040387098
"FOLH1",5.04819036083816,4.76844928955881,5.11993740177907,4.61006302647331,4.79171313108965,4.7530119559459,4.69883137291058,5.01083920169892,4.67270445164781,4.48707266780153,4.48401008011074,4.43555759972341,4.12555935381679,4.27293977150903,4.54165208510953,4.27407626383219,4.39624491166151,4.55300549543277,4.32992385496382,4.47809790581907,4.54424958347392,4.86423960963626,4.14720733798105,4.55982137114115,4.43705901572601,4.34375945196387,4.02749529240367,4.58039963653329,4.36805101126273,4.21384623038945,5.00746302966238,4.92356219610411,4.8780375123093,4.36805101126273,4.1733464564248,4.51437139931769,4.15725492109074,4.74967374266561,4.39362907716377,3.91729979760619,4.89792775949151,4.2759380287931,4.14744914522183,4.32704030805981,4.32266867891664,4.15438113574662,3.79963145890909,3.84672698403561,4.12579869487997,3.89165597936864,4.11163318413317,4.40523182036595,4.01750842681323,4.29106788836528,4.37333679863687,3.91929784807702,4.67460940072866,3.52177400040303,4.47600776337938,4.13934465628264,4.00635725634081,4.53986693275278,4.32418350068354,4.37701139612885,4.39890730473587,4.05167608607286,4.06282161067091,4.1029346335196,3.9672775487941,4.0911211694443,4.02168128032671,4.58922221677475
