"","GSM155919-00","GSM155926-00","GSM155927-00","GSM155928-00","GSM155947-00","GSM155948-00","GSM155961-00","GSM155964-00","GSM155988-00","GSM155989-00","GSM155920-01","GSM155921-01","GSM155922-01","GSM155923-01","GSM155931-01","GSM155965-01","GSM155966-01","GSM155967-01","GSM155968-01","GSM155969-01","GSM155924-02","GSM155925-02","GSM155971-02","GSM155972-02","GSM155973-02","GSM155974-02","GSM155976-02","GSM155978-02","GSM155979-02","GSM155980-02","GSM155929-03","GSM155930-03","GSM155970-03","GSM155975-03","GSM155977-03","GSM155981-03","GSM155982-03","GSM155932-04","GSM155933-04","GSM155934-04","GSM155935-04","GSM155983-04","GSM155987-04","GSM155991-04","GSM155993-04","GSM155937-05","GSM155939-05","GSM155945-05","GSM155946-05","GSM155955-05","GSM155958-05","GSM155959-05","GSM155960-05","GSM155986-05","GSM155992-05","GSM155938-06","GSM155940-06","GSM155941-06","GSM155942-06","GSM155963-06","GSM155985-06","GSM155990-06","GSM155936-07","GSM155943-07","GSM155944-07","GSM155949-07","GSM155950-07","GSM155953-07","GSM155954-07","GSM155956-07","GSM155957-07","GSM155962-07"
"ABHD2",10.0199627393931,9.24091787877564,9.64757145565852,9.68532504214398,9.18550047440351,9.87094854312056,9.11135854456525,9.70248592515132,9.35119357522191,10.1623124201643,9.70618748849799,8.7083009296738,9.39693108935971,9.36383411613395,9.34122588973272,8.9797264066064,9.61318343851264,10.0493796604512,9.88226692319003,9.39934393006181,9.98747724511362,8.69856339772748,10.0767022400383,9.73467848168347,9.15004560973453,9.69617454811253,9.84012380967863,9.25152185634329,9.23409389784096,10.1263914152721,8.55506531011385,10.0816264502131,9.93191512811185,9.67842070216977,9.56025373487923,9.25152185634329,9.65946283333531,8.80358502842211,9.37347622875861,9.77840272304664,9.96582280422609,9.49695140932183,9.92900541212246,10.0454430218684,9.30964083535371,8.59047275477028,9.11917379438433,7.73158083450885,8.52852920160931,7.89046901999594,9.19797138832738,8.7280693829951,9.51000242490259,7.96229607245249,8.43337063650522,9.27929530484731,10.3530535751399,8.48289662218597,8.93838272728381,9.13057312540004,7.37045643491021,8.19059314254222,8.47450714610716,7.50175844975036,8.97378503526404,8.95682341999952,7.5723191068423,9.31663559132535,7.28341838642092,9.22394687466931,7.87808186621776,8.10661043103756
"ABL2",6.02480845008132,6.35607242974321,5.92718123945061,6.35733233734808,6.26822406441602,6.30958490388682,6.67625321579081,6.45267455963763,6.42546841308168,5.97532791099247,6.31444648559979,6.77211320844943,6.40504660471516,6.15904884284612,6.53618513142128,6.61429016231401,6.55116813982332,6.25808830060074,6.07585591581955,6.37273214297751,5.94802092604533,6.3259160920167,6.4019170657586,6.62698615276546,6.04755730202127,6.21675558724716,6.39549497408622,6.52954220256542,6.6673958996884,6.72609116832172,6.46802727187809,6.16082448400139,6.24467150118631,6.32245154539801,5.81328557961688,6.65063636203932,6.18656580081607,6.45359145605152,6.3259816423201,7.15972605718952,6.33915818915184,7.20128843613967,7.20382044966293,7.8493538913398,7.54403979157569,7.57863856127674,7.50309619889458,7.25244065712991,6.67523801830464,7.55166262987219,7.02118904771573,6.42796122863692,6.99381105073796,7.65678267284561,7.26745024660085,7.20811757302421,6.9002021551857,7.53307683961363,7.3455014549563,6.91226230027938,6.91241131139782,7.89680841447,7.29061052275248,7.52793780222396,7.20285058956788,6.97010711100266,7.6638797285245,6.8770243817723,7.31697566589249,7.02714148300366,8.05246258421275,6.77058286131974
"ACAA1",11.5340389694839,11.339590997891,11.601235120663,12.0920991365738,11.4178351084182,11.8467894328317,10.5207620369948,11.6054555273054,10.5650227538788,10.5288604524759,11.5480820684559,10.4689540806522,10.8708695520495,11.2593912283108,11.0190745475939,11.0511755635944,11.180427956227,11.5164095747255,11.2353438628902,11.3984631571164,11.4167329004018,10.9314891833866,10.9729545178953,10.9294863643965,11.376991668334,11.4924339541898,10.787107669486,11.133415183043,11.3277326062279,10.6993884346606,10.6007593064832,11.273256916235,11.4112847798663,11.5184896528441,11.3121159009482,11.3537664635118,11.5286244815297,10.1320680732895,10.5472657989844,10.6794346566585,11.1987944221784,11.077008554091,10.9237950338139,10.9338326994306,10.6712771765181,10.6057930980683,10.5003667674971,10.5528973848375,10.4148332621757,10.3351419150971,11.2399478036926,10.0164729337732,10.7367221571621,10.7275995558838,10.1478018909389,9.94266775820795,9.40851951280296,9.51333231975107,9.8351149676186,10.3676390207526,10.1983478419449,10.8033955555737,9.09206871384525,9.73999161901782,11.3526408672009,10.2093313675271,9.00615767455826,9.28161951259742,9.84171581160594,9.62780353043998,9.32230572714026,10.2628211666201
"ACAA2",11.9185567301108,12.2236184669467,12.0526881897922,12.5538996068617,11.9353190018992,11.5175251182318,11.5142791775783,12.5409572405089,11.8445331184423,11.7948648142466,12.1765686055024,11.274964729063,11.6312568360518,12.0672841224994,11.4918000209704,11.7670445590991,12.3153588584066,12.1033695235664,11.8606516750267,11.739599296111,12.2422641063217,11.7435268056152,12.0766726010091,11.396740324952,12.1230104863539,11.8972974844888,11.8753300134184,11.3574717236346,11.5630997381139,11.4983068224803,11.2295003668631,12.3713695485424,12.0124074586683,11.8964963201378,12.0786689301504,11.5743699099241,12.0191732497209,11.9316049323278,11.6889270505016,11.0779489564608,12.6183953942746,10.1129284964779,11.6733488379158,10.996900088199,9.99904755865043,10.8589048515606,11.0425266724041,11.015565950287,10.7772724254573,11.5498529793672,11.2730753518892,11.4598456420879,12.1034055208412,10.2463627013256,9.8999022645598,11.3915738886987,11.6623922349055,10.8620012177829,10.8544561306271,11.4723172723113,10.5350865174121,10.8901716754184,9.55124169205682,9.85482614049776,11.3729838078056,11.6469168043027,9.07498738866546,9.50675887722433,10.2211869147874,9.48063511879513,9.6181239763677,9.21094301535456
"ACACA",7.39017638133364,7.38764479281251,7.37623388889997,7.90254665302968,7.29936858397459,7.93519280476205,7.9470672277353,8.01413023759498,7.86966581409571,8.03463568617858,7.15557661204073,7.46257930915403,7.4887734356758,7.67090082024568,6.98006183622559,7.42996559539566,7.48825797821583,7.6298976885209,7.63590454754652,8.34727110102843,8.12429854813646,7.56442989230001,7.07321707735487,7.81367784554813,7.27179211611045,7.78375942747774,7.21322941192144,7.96113217680448,7.56317919663616,8.45311240189969,7.47597997530828,7.39084936864602,7.34941410108274,7.84777269968582,7.74464664869718,7.62575388159323,7.22862321358557,7.83017532352519,8.1225453015116,7.66624673603919,7.521686082355,8.03724383333125,8.21693369802583,7.86393961694335,8.38206770586473,8.41324415895962,7.82225875326505,8.16114981413444,6.88206928533698,7.56715604200074,8.14963296951355,8.55246956725085,7.56442989230001,8.90030171492055,8.77618073533673,7.80806396519908,7.42279097301345,7.41081994164912,9.54711299807561,9.06472967963625,7.76462213540632,9.13271553149028,8.28089630512546,8.44526727638659,8.3063644230919,8.54973765638543,8.45993631771421,8.67937518758644,9.26217813430223,9.03059347056079,9.53814942901833,9.5556811365447
"ACACB",9.63736379236465,9.71172292708011,9.36654710092521,10.2294924454955,9.2988040956838,9.96077307975067,9.02495108048587,9.66375651569859,9.57360005499162,8.93153844965896,8.86102878682396,7.96362392643416,8.19749580538222,8.70533274408061,8.7207800766345,7.99697424646669,8.28815843885175,9.61772221429122,9.64480264524913,8.6846718282561,8.75768483914242,8.90930015552054,8.74438353195927,9.34102374567661,8.78607557426011,9.05036739498248,8.14291316642815,9.13727337305068,8.09326915593028,8.60926065694086,8.17991068230705,8.58167845184776,8.54547221734875,9.06402807017195,8.71158478994907,8.05120228586909,9.28699847791999,8.08112841472959,8.43654134559477,9.28292791005058,9.8868567043719,9.0829957932952,8.28739817583484,8.20880660100736,7.93182948950128,8.09314020392606,7.86085539715826,8.07158905145159,8.26667571285511,8.04723775208631,8.03357600673704,8.53075947152485,8.9442443766015,8.25410976497896,8.54214436429209,8.54684001924221,8.98445355523985,8.12323834187487,7.54223908787773,8.1079794146927,7.7130571383717,8.34394714457872,7.53045683956157,7.6297631937052,7.91098109510336,8.57756394721785,7.57699367773849,7.7998052578961,7.51027213084328,8.18696538880615,7.73168218145365,7.97371077293319
"ACADM",10.9783531527695,11.4644016887505,11.3983931616364,11.4847679080594,11.5521326947757,11.1861157532404,10.7964378475269,11.6632141980304,10.5442537224342,10.6327251645111,11.3753838663675,10.6076254436115,10.8608503228442,11.2034441360062,10.9699211518971,10.9942570438625,11.0331673859184,10.9386380798902,11.218636097898,10.7685181559703,11.3602797382937,11.0346505572533,10.9500227607951,10.7123104884112,11.2313117144035,11.4540032402362,11.0533817562702,11.0730062781982,10.9724751857944,10.8221386254027,10.8582084058158,11.2971785345005,11.2608807628588,11.4416417668459,11.2621224163284,10.962148573814,11.0868302808405,11.0133741330738,11.0127109419404,10.7918707757013,11.5793657958856,9.61023287501161,10.575381841721,10.3548270019536,9.87940283895901,10.7752595465731,10.3964505772213,10.9863074243766,10.5122737614379,11.8306570461901,9.594580740518,10.2634759104511,10.8038334044164,9.38344349516817,9.93718686164237,9.87651448490758,10.8168696786177,10.0394536938954,10.1021637817127,11.1731988472151,10.1964765002098,10.0061997534512,9.49947775113862,9.58304865339671,11.0006453217351,10.6666043440531,9.69901284287011,9.3045997391796,10.503922639762,8.28576260108515,10.5324125723926,10.7705352228094
"ACADS",8.09273997738241,8.40540518410308,8.20921385526652,9.09913523890401,8.28485022492654,8.8020011090362,7.94112171718462,8.50405648760381,8.57336012205731,8.0666411643779,8.03860317522144,7.20943691768108,7.78155156025731,7.76743972988697,7.22024155775398,7.7002981693102,7.97280884138202,8.03942715442325,8.20376312072898,7.54778417960568,7.96460793392232,8.10332643423137,7.96470001400979,7.7002981693102,8.08312929740695,8.04649000189512,7.87361191755791,7.77152228892152,7.70430285031682,7.28099524433638,6.59719752346903,8.15522230124137,8.04244843041513,8.01914102657584,8.26267997605261,7.72077854908079,8.12882366888124,7.29703113234107,7.57556772398946,7.50192672875087,7.56116465904231,7.43588577087731,7.60751520293646,7.78672120901917,7.46484078816245,7.48341969394418,7.20914834421095,7.74528199635358,7.16982365786174,7.63075227949618,7.78691909407755,7.04787747129351,7.0366233783365,7.1355126066554,8.71807707970879,7.61014643881793,7.22261845787942,7.37799506446988,6.30595743757891,7.4203799347636,7.53985717712794,7.33477261822991,6.25626200979692,7.13675433732361,7.53853155474413,7.88044355456943,6.72283166295093,6.99418713907987,6.8049262876837,6.88814089357092,7.16009317698011,7.341918278097
"ACAT1",12.3136929763499,12.0977892759003,12.253556823309,12.5648939552458,12.611283738898,12.4131416863137,12.7726963494431,12.6578780811425,12.4796247205652,12.9100696908394,11.8937476428374,11.6872361458381,11.5596475785212,12.1419199521803,11.5522223766456,11.9823184403,12.0127303719302,11.9176173056127,12.5396348308258,11.7539491874485,12.4326255022307,12.3209308505934,12.1015821010491,11.7972214611741,12.2912916991777,12.2911690035003,11.8521729232214,12.0017774093257,12.0303943735127,12.127913740939,12.1484524913556,12.5730469329055,12.4273856785533,12.2915171673998,12.5034698828854,12.0184602795958,12.1617677583665,11.9572634709675,12.5498153513973,12.2671748511402,12.2331048403173,11.0264376921087,12.2129030381987,11.7308011562511,10.8386406998176,11.7399089656812,11.9745814016149,12.0498654174066,11.8139978992652,12.2533195287377,11.3782754702733,12.062694222648,10.6318615397058,11.9032106720201,10.7704409648211,11.8146297562861,12.2839899515086,11.9994373619542,10.5169844965432,10.3456880714961,11.9642288139682,10.064893488888,10.1956890487672,10.9938705695838,11.8269348625644,12.3595402582979,10.8645946436606,11.0475701746858,10.3321414038592,9.93036458002813,10.4711414073068,10.0452973348916
"ACBD4",7.64738951443191,7.20298544648624,7.36633803457943,7.80373273747654,7.6826454414159,7.69686408135736,6.65844911835454,7.27523460885587,7.26259694469345,7.32581843101627,7.55787514102837,6.88733659971444,7.33550940789945,7.45988365923598,7.25327262438164,7.17668887158873,7.19814244112277,7.7620013725494,7.33302645724886,7.33155639063287,7.726615222955,7.0322962784509,7.57648826705408,7.16598471092675,7.47652409037177,7.44063503364978,7.37730118792745,7.40526342395502,7.28837958067721,7.41473481177311,6.84660661633446,7.50963007272206,7.6080068294569,7.46608461376942,7.01433978486851,7.26680459820947,7.65791680205261,7.33957962454126,7.12093737409865,6.99415718526628,7.92046802263934,6.97172505281117,7.00667695426195,7.10734330727431,7.35735719864425,7.09299140847475,7.04514332574478,7.41123581190046,7.060036764369,7.30924204335829,6.67455958500801,7.41555336256558,7.66658595325164,6.22695917785051,6.85208498076763,7.5683058375404,6.78796812172311,6.60690400710448,6.63318061199702,7.20136341970888,6.41876527885579,7.01023004066839,5.70566795533903,5.5253469898455,7.72739430576945,6.63121121543412,6.34331568539608,6.66214987188843,6.43138370500595,5.30232322459321,6.27020837458921,6.58000156453945
"ACD",6.22139018656975,6.29864513275072,5.95091810386058,6.04365546558498,6.20076880672125,6.15520277706083,5.59200810070153,6.28259964783916,6.17260455407715,6.24840348778182,6.22183630799835,6.42458957525436,6.62191336771974,6.31736420698693,6.65166684846825,6.12539411954694,6.09266872654266,6.21073321753751,6.2461513973346,6.51151532569323,6.53664015279695,6.2926314770845,6.18588453723363,6.26348858785884,5.910071019454,6.01686491302022,6.172973135473,6.18786300035275,5.96454133255115,6.14319697295203,6.00716612554531,5.94290898194825,6.20742085410628,5.97059836123008,6.11871326831718,5.80909886500942,6.01710913502692,6.83569246509064,6.13080734604981,5.91458288501838,6.32442346234558,6.66584746974593,6.04129295627609,6.53053405920152,6.31554159673041,6.59650572175181,6.45018132274517,6.3199049555411,6.76329074547771,5.69178973612001,6.68949309065013,6.33731456310944,7.17863805008643,5.60431616351978,6.08921260797099,6.52185176434315,6.56268495851709,6.52815878250218,7.1291436820106,6.6117832541119,6.52331699537601,6.6542909649302,8.41261832528017,7.05213131735682,6.68159757982241,6.32588116526803,6.41589521708432,6.40902335258363,7.67393690538789,7.41464947598259,6.39362385342096,7.21465701718176
