"","V1","V2"
"166","MTOR","PIK3R3"
"167","MTOR","RRAGD"
"168","MTOR","RRAGC"
"169","MTOR","PRKAA2"
"170","MTOR","RPS6KB1"
"171","MTOR","PRKAB1"
"172","MTOR","PRKAB2"
"173","MTOR","PRKAG1"
"174","MTOR","EIF4EBP1"
"175","GAB1","SHC3"
"176","GAB1","SHC1"
"177","GAB1","MET"
"178","TGFA","NKD2"
"179","SOS1","SHC3"
"180","SOS1","PDGFRA"
"181","SOS1","SPRY2"
"182","SOS2","SPRY2"
"183","GRB2","SHC4"
"184","GRB2","SHC3"
"185","GRB2","ELK1"
"186","GRB2","FGFR4"
"187","GRB2","MET"
"188","GRB2","NGFR"
"189","GRB2","PDGFRA"
"190","GRB2","KHDRBS1"
"191","GRB2","NPM1"
"192","SHC2","EGFR"
"193","SHC2","IGF1R"
"194","SHC2","EPHA2"
"195","SHC2","FGFR4"
"196","SHC2","MET"
"197","SHC2","NGFR"
"198","SHC2","PDGFRA"
"199","SHC2","FYN"
"200","SHC1","NPM1"
"201","PRKCA","PLCB1"
"202","PRKCA","PLCB2"
"203","PRKCA","PLCG1"
"204","PRKCA","PLCG2"
"205","PRKCA","PTK2"
"206","PRKCA","ATP6AP1"
"207","PRKCA","PA2G4"
"208","PRKCA","TRPV4"
"209","PRKCB","PLCB1"
"210","PRKCB","PLCB2"
"211","PRKCB","PLCG2"
"212","PRKCB","FCGR3B"
"213","PRKCB","FCGR2C"
"214","PRKCB","PA2G4"
"215","PRKCB","TRPV4"
"216","PRKCB","SLC2A2"
"217","PRKCG","PTK2"
"218","PRKCG","PA2G4"
"219","PRKCG","TRPV4"
"220","AKT3","CDKN1A"
"221","AKT3","BAD"
"222","AKT3","PPP2R5A"
"223","AKT3","TSC2"
"224","AKT3","RPS6KB1"
"225","AKT3","THEM4"
"226","AKT3","HSP90AA1"
"227","AKT3","HSP90AB1"
"228","AKT3","PTK2"
"229","AKT3","C6"
"230","AKT3","C7"
"231","AKT3","C8A"
"232","AKT3","C8B"
"233","AKT3","C9"
"234","AKT3","RHOB"
"235","AKT1","RPS6KB1"
"236","AKT1","EZH2"
"237","AKT1","MDM4"
"238","AKT2","RPS6KB1"
"239","MAP2K1","PPP2CB"
"240","MAP2K1","PPP2R1A"
"241","MAP2K1","PRKCD"
"242","MAP2K1","ATF5"
"243","MAP2K2","MAPK1"
"244","MAP2K2","EGR2"
"245","ARAF","HRAS"
"246","ARAF","KRAS"
"247","ARAF","NRAS"
"248","ARAF","YWHAB"
"249","ARAF","YWHAG"
"250","ARAF","YWHAZ"
"251","ARAF","PRKCD"
"252","RAF1","KRAS"
"253","RAF1","PIK3CB"
"254","RAF1","PIK3CD"
"255","RAF1","PIK3R1"
"256","RAF1","PIK3R2"
"257","RAF1","RFXANK"
"258","HRAS","PDGFRA"
"259","HRAS","TPM3"
"260","HRAS","TPR"
"261","HRAS","CAMK1"
"262","HRAS","MAZ"
"263","KRAS","NR3C2"
"264","KRAS","POU2F1"
"265","KRAS","TCF3"
"266","NRAS","PDPK1"
"267","HGF","EGFR"
"268","HGF","MET"
"269","BCL2L1","BAX"
"270","IGF1","MAPK1"
"271","IGF1","MAPK3"
"272","IGF1","GSK3B"
"273","IGF1","HDAC2"
"274","IGF1","DCN"
"275","IGF1","BRCA1"
"276","PDGFD","EGFR"
"277","PDGFD","PDGFRA"
"278","EGFR","FGF23"
"279","EGFR","PLCB1"
"280","EGFR","PLCB2"
"281","EGFR","ATP6AP1"
"282","EGFR","ATP6V1C2"
"283","EGFR","ATP6V1H"
"284","EGFR","NR3C2"
"285","EGFR","TSG101"
"286","EGFR","XRCC6"
"287","PIK3CA","PDPK1"
"288","PIK3CA","HOMER2"
"289","PIK3CA","HOMER1"
"290","PIK3CA","PRKCD"
"291","PIK3CA","FYN"
"292","PIK3CA","TRAF5"
"293","PIK3CA","GNB1"
"294","PIK3CA","CHKA"
"295","PIK3CB","PDPK1"
"296","PIK3CB","RAC1"
"297","PIK3CB","PTK2"
"298","PIK3CB","PRKCD"
"299","PIK3CB","CHKA"
"300","PIK3CD","PDPK1"
"301","PIK3CD","RAC1"
"302","PIK3CD","PTK2"
"303","PIK3CD","PRKCD"
"304","PIK3CD","CHKA"
"305","PIK3R1","ELK1"
"306","PIK3R1","CTNNB1"
"307","PIK3R1","EGR2"
"308","PIK3R1","KHDRBS1"
"309","PIK3R1","NFYA"
"310","PIK3R1","WBP11"
"311","PIK3R1","CHKA"
"312","PIK3R2","PDPK1"
"313","PIK3R2","RAC1"
"314","PIK3R2","PTK2"
"315","PIK3R2","PRKCD"
"316","PIK3R2","CHKA"
"317","PIK3R3","PDPK1"
"318","PIK3R3","RAC1"
"319","PIK3R3","PTK2"
"320","PIK3R3","PRKCD"
"321","PIK3R3","CHKA"
"322","MAPK10","MECOM"
"323","MAPK10","BAX"
"324","TP53","TP53"
"325","TP53","IGF1R"
"326","TP53","MAPK1"
"327","TP53","MAPK3"
"328","TP53","DUSP1"
"329","TP53","GADD45G"
"330","TP53","GADD45A"
"331","TP53","GADD45B"
"332","TP53","TGFB1"
"333","TP53","YWHAG"
"334","TP53","YWHAZ"
"335","TP53","CCNA2"
"336","TP53","E2F2"
"337","TP53","E2F3"
"338","TP53","HDAC1"
"339","TP53","HDAC2"
"340","TP53","HSP90AA1"
"341","TP53","CCNE1"
"342","TP53","TCF7L2"
"343","TP53","RUVBL1"
"344","TP53","CTNNB1"
"345","TP53","SMAD2"
"346","TP53","SMAD3"
"347","TP53","PTEN"
"348","TP53","AHNAK"
"349","TP53","CAMK1"
"350","TP53","ARID1A"
"351","TP53","SMARCB1"
"352","TP53","BRCA1"
"353","TP53","BRD7"
"354","TP53","EZH2"
"355","TP53","HMGA1"
"356","TP53","NFYA"
"357","TP53","PTTG1"
"358","TP53","UHRF1"
"359","TP53","DDB2"
"360","TP53","MLLT6"
"361","TP53","UBE2K"
"362","TP53","UBTF"
"363","TP53","XRCC6"
"364","TP53","XPO1"
"365","TP53","HSPB1"
"366","TP53","RAB4A"
"367","TP53","TNF"
"368","TP53","PTGS2"
"369","TP53","PTPRG"
"370","TP53","MSH2"
"371","TP53","TOP2A"
"372","TP53","PTBP1"
"373","TP53","AQP3"
"374","TP53","NME1"
"375","TP53","POLD1"
"376","TP53","TRIM22"
"377","TP53","SPRYD4"
"378","TP53","NAP1L1"
"379","TP53","CUTA"
"380","TP53","CDK5"
"381","TP53","PPM1D"
"382","TP53","STEAP3"
"383","TP53","SSNA1"
"384","TP53","SPON2"
"385","TP53","SCRIB"
"386","TP53","SART1"
"387","TP53","PRPF6"
"388","TP53","MCC"
"389","TP53","KCNN3"
"390","TP53","GPN2"
"391","TP53","GAS1"
"392","TP53","C15orf40"
"393","TP53","AQP1"
"394","TP53","AIFM2"
"395","TP53","CSNK1D"
"396","TP53","COPS7A"
"397","TP53","ARIH2"
"398","TP53","POLA1"
"399","TP53","PAFAH1B3"
"400","TP53","COPS6"
"401","CDKN2A","EZH2"
"402","CDKN2A","FOXM1"
"403","CDKN2A","MCM5"
"404","CDKN2C","WDR5"
"405","CDKN2C","RBBP5"
"406","CDKN2C","EGR2"
"407","CDKN2C","EGR3"
"408","CDKN1A","EZH2"
"409","CDKN1A","FUBP1"
"410","CDKN1A","NELFCD"
"411","CDKN1A","NPM1"
"412","CDKN1A","PTMA"
"413","CDKN1A","TAF5"
"414","CDKN1A","TSG101"
"415","CDKN1A","XRCC6"
"416","CCND1","E2F8"
"417","CCND1","EZH2"
"418","CCND1","NELFCD"
"419","CCND1","NPM1"
"420","CDK4","CDK4"
"421","RB1","RB1"
"422","IGF1R","PLCB1"
"423","IGF1R","E2F2"
"424","IGF1R","E2F3"
"425","IGF1R","CTNNB1"
"426","IGF1R","BRCA1"
"427","BAD","MAPK1"
"428","BAD","MAPK3"
"429","BAD","TCF3"
"430","PDPK1","RPS6KB1"
"431","PDPK1","EGR3"
"432","MAPK1","DUSP1"
"433","MAPK1","DUSP9"
"434","MAPK1","RPS6KB1"
"435","MAPK1","PRKCD"
"436","MAPK1","SMAD2"
"437","MAPK1","SMAD3"
"438","MAPK1","IL17RC"
"439","MAPK1","CAMK2B"
"440","MAPK1","SDC1"
"441","MAPK1","HDAC4"
"442","MAPK1","TCF3"
"443","MAPK1","UBTF"
"444","MAPK1","TNF"
"445","MAPK3","ELK1"
"446","MAPK3","RPS6KB1"
"447","MAPK3","SMAD2"
"448","MAPK3","SMAD3"
"449","MAPK3","HDAC4"
"450","MAPK3","TCF3"
"451","MAPK3","UBTF"
"452","MAPK3","ZNF7"
"453","MAPK3","TNF"
"454","UPF2","ZFP36"
"455","UPF2","GSPT2"
"456","UPF3B","SATB2"
"457","UPF3B","GSPT2"
"458","SMG7","EGR2"
"459","SMG7","SMG5"
"460","PPP2CB","RPS6KB1"
"461","PPP2CB","EGR3"
"462","PPP2CB","SMG5"
"463","PPP2CB","IRAK1"
"464","PPP2CB","STK3"
"465","PPP2R1A","RPS6KB1"
"466","PPP2R1A","SMAD2"
"467","PPP2R1A","SMAD3"
"468","PPP2R1A","HSF2"
"469","PPP2R1A","MCM3"
"470","PPP2R1A","SMG5"
"471","PPP2R1A","IRAK1"
"472","PPP2R1A","STK3"
"473","PPP2R5A","SMG5"
"474","HGS","SMAD2"
"475","HGS","SMAD3"
"476","HGS","TSG101"
"477","RAN","PTMA"
"478","RAN","SSRP1"
"479","RAN","XPO1"
"480","RAD50","RAD50"
"481","BRCA2","FANCG"
"482","BRCA2","CCNE1"
"483","BRCA2","SEM1"
"484","BRCA2","PSMD3"
"485","BRCA2","BUB1B"
"486","BRCA2","RPA1"
"487","FANCC","FANCI"
"488","FANCF","FANCI"
"489","FANCG","FANCI"
"490","UBE2T","NFYC"
"491","UBE2T","FANCI"
"492","CENPX","FANCI"
"493","CENPS","FANCI"
"494","DUSP1","ATF2"
"495","DUSP1","NFE2L2"
"496","DUSP1","ATF5"
"497","MAP4K4","POU2F1"
"498","MAP4K4","MAP3K1"
"499","ELK4","NR2C2"
"500","ELK1","RAC1"
"501","ELK1","EPHA2"
"502","ELK1","FZD4"
"503","ELK1","PARD3"
"504","ELK1","ACTG1"
"505","ELK1","ARF1"
"506","ELK1","RALA"
"507","ELK1","MECOM"
"508","ELK1","BRCA1"
"509","ELK1","EZH2"
"510","ELK1","NFYA"
"511","ELK1","SND1"
"512","ELK1","ZFP36"
"513","ELK1","ALYREF"
"514","ELK1","CITED2"
"515","ELK1","DNAJC2"
"516","ELK1","ERCC3"
"517","ELK1","KAT7"
"518","ELK1","RNPS1"
"519","ELK1","TRRAP"
"520","ELK1","ZNF581"
"521","ELK1","FANCI"
"522","ELK1","TNF"
"523","ELK1","SKP2"
"524","ELK1","ARID2"
"525","ELK1","SETDB1"
"526","ELK1","MCM10"
"527","ELK1","DAP3"
"528","ELK1","EIF2AK1"
"529","ELK1","FUT4"
"530","ELK1","NOL7"
"531","ELK1","WDR46"
"532","ELK1","THOC6"
"533","ELK1","PUF60"
"534","ELK1","PTBP3"
"535","ELK1","LASP1"
"536","ELK1","ASXL2"
"537","ELK1","SENP1"
"538","ELK1","NUP155"
"539","ELK1","MSH3"
"540","ELK1","BROX"
"541","ELK1","DHX30"
"542","ELK1","SEC24C"
"543","ELK1","PRPF19"
"544","ELK1","C17orf58"
"545","ELK1","ACD"
"546","ELK1","SF3B2"
"547","ELK1","OTUD7B"
"548","ELK1","MTBP"
"549","ELK1","KIF4A"
"550","ELK1","EPB41L4A"
"551","ELK1","ACTG2"
"552","ELK1","SLBP"
"553","ELK1","RBP5"
"554","ELK1","GPANK1"
"555","ELK1","UBE2Q1"
"556","ELK1","TMEM68"
"557","ELK1","RPL37"
"558","ELK1","RPL15"
"559","ELK1","MEA1"
"560","ELK1","ITPA"
"561","ELK1","ITGB3BP"
"562","ELK1","HEATR1"
"563","ELK1","EXOSC10"
"564","ELK1","DCAF8"
"565","ELK1","COLEC11"
"566","ELK1","CLK2"
"567","ELK1","CIDEB"
"568","ELK1","SMG8"
"569","ELK1","TINAGL1"
"570","ELK1","ZSCAN29"
"571","ELK1","ZNF623"
"572","ELK1","ZNF322"
"573","ELK1","UGGT1"
"574","ELK1","UBE2J2"
"575","ELK1","TRIM15"
"576","ELK1","SNX12"
"577","ELK1","SLC25A20"
"578","ELK1","SFR1"
"579","ELK1","RNF150"
"580","ELK1","RBM22"
"581","ELK1","RABIF"
"582","ELK1","PPOX"
"583","ELK1","POLA1"
"584","ELK1","OSTF1"
"585","ELK1","MTIF2"
"586","ELK1","LZIC"
"587","ELK1","KLHDC3"
"588","ELK1","KCND3"
"589","ELK1","KBTBD4"
"590","ELK1","FBXW2"
"591","ELK1","FBXL18"
"592","ELK1","FAM168B"
"593","ELK1","EMG1"
"594","ELK1","EIF3G"
"595","ELK1","DNAJC7"
"596","ELK1","DISP1"
"597","ELK1","DDX55"
"598","ELK1","CSPP1"
"599","ELK1","CPSF3"
"600","ELK1","COPA"
"601","ELK1","COMMD5"
"602","ELK1","CDCA8"
"603","ELK1","CBLN2"
"604","ELK1","BANF1"
"605","ELK1","AP5M1"
"606","ELK1","AP3B1"
"607","ELK1","UBE2I"
"608","GADD45G","CDK1"
"609","GADD45G","PCNA"
"610","GADD45G","POU2F1"
"611","GADD45G","MAP3K4"
"612","GADD45A","BRCA1"
"613","GADD45A","NFYA"
"614","GADD45A","NPM1"
"615","GADD45A","POU2F1"
"616","GADD45A","MAP3K4"
"617","GADD45B","SMAD3"
"618","GADD45B","MAP3K4"
"619","IL1RAP","MYD88"
"620","TGFB1","SMAD2"
"621","TGFB1","SMAD3"
"622","TGFB1","DCN"
"623","TGFB1","ASH1L"
"624","TGFB1","FOSB"
"625","MAPKAPK5","HSPB1"
"626","RAC1","DVL1"
"627","RAC1","DVL2"
"628","RAC1","DVL3"
"629","RAC1","TLR4"
"630","RAC1","FYN"
"631","RAC1","WASF2"
"632","RAC1","GNB1"
"633","RAC1","RALBP1"
"634","RAC1","ABL2"
"635","RAC1","PTTG1"
"636","RAC1","MAP3K1"
"637","MYD88","TLR4"
"638","MYD88","ZIC2"
"639","MYD88","IRAK1"
"640","MYD88","TNF"
"641","MET","PLCG1"
"642","MET","PTK2"
"643","NGFR","PLCB1"
"644","PDGFRA","PLCB1"
"645","PDGFRA","PLCG1"
"646","PDGFRA","PTK2"
"647","RGL1","RALA"
"648","RALGAPB","RALA"
"649","ENAH","E2F2"
"650","ENAH","ACTB"
"651","GDF5","BMPR1A"
"652","PLCB1","AVPR1A"
"653","PLCB1","FPR1"
"654","PLCB1","GNB1"
"655","PLCG1","PRKCD"
"656","PLCG2","PRKCD"
"657","PLCG2","NPM1"
"658","CD14","TLR4"
"659","CD14","ATF2"
"660","TGFBR2","ETV4"
"661","SMAD4","SMAD4"
"662","DGKQ","PLCD3"
"663","DGKZ","EGR3"
"664","DGKZ","PLCD3"
"665","MTMR7","PIP4P2"
"666","ROCK2","PTEN"
"667","FCER1A","FYN"
"668","AGTR1","ETV4"
"669","AGTR1","POU2F1"
"670","AGTR1","SND1"
"671","AGTR1","SERPINE1"
"672","TSC1","RHEB"
"673","TSC1","RPS6KA3"
"674","TSC2","PRKAA2"
"675","ORC6","MCM5"
"676","ORC1","KAT7"
"677","ORC1","MCM5"
"678","CDK1","FOXM1"
"679","CDK1","HMGA1"
"680","CDK1","MDM4"
"681","CDK1","NPM1"
"682","CDK1","PTMA"
"683","CDK1","PTTG1"
"684","PCNA","PTMA"
"685","PCNA","BAZ1B"
"686","PCNA","XRCC6"
"687","PLK1","NPM1"
"688","YWHAB","CDC25B"
"689","YWHAB","CDC25C"
"690","YWHAB","MDM4"
"691","YWHAB","ZFP36"
"692","YWHAB","RNPS1"
"693","YWHAG","CDC25B"
"694","YWHAG","CDC25C"
"695","YWHAG","HDAC4"
"696","YWHAG","MDM4"
"697","YWHAG","ZFP36"
"698","YWHAG","MCM5"
"699","YWHAG","RNPS1"
"700","YWHAZ","CDC25B"
"701","YWHAZ","CDC25C"
"702","YWHAZ","ATF2"
"703","YWHAZ","HDAC4"
"704","YWHAZ","MDM4"
"705","YWHAZ","NFYA"
"706","YWHAZ","XRCC6"
"707","PRKDC","HMGB2"
"708","PRKDC","ILF2"
"709","PRKDC","XRCC6"
"710","CDC25B","FOXM1"
"711","CDC25C","PPP1CC"
"712","CDC6","FOXM1"
"713","GSK3B","FRAT1"
"714","GSK3B","PARD3"
"715","GSK3B","CREB3L4"
"716","GSK3B","NFYC"
"717","CCNB1","FOXM1"
"718","CCNB1","PTMA"
"719","CCNB1","PTTG1"
"720","CCNB2","ANAPC7"
"721","CCNB2","ANAPC11"
"722","CCNA2","E2F3"
"723","CCNA2","ATF2"
"724","CCNA2","BRCA1"
"725","CCNA2","UBTF"
"726","CDK7","BRCA1"
"727","CDK7","ERCC3"
"728","CDK7","PCGF6"
"729","E2F4","WNT5A"
"730","E2F4","WNT9A"
"731","E2F4","PARD3"
"732","E2F4","RASSF4"
"733","E2F4","PTPRB"
"734","E2F4","SMARCE1"
"735","E2F4","HLTF"
"736","E2F4","PTMA"
"737","E2F4","SUZ12"
"738","E2F4","GTF3C2"
"739","E2F4","LHX2"
"740","E2F4","MCM8"
"741","E2F4","SUPT4H1"
"742","E2F4","TRRAP"
"743","E2F4","TK1"
"744","E2F4","CTH"
"745","E2F4","XPO1"
"746","E2F4","BIRC5"
"747","E2F4","PTGS2"
"748","E2F4","MSH2"
"749","E2F4","AURKB"
"750","E2F4","CDCA7"
"751","E2F4","DIRAS3"
"752","E2F4","RRM1"
"753","E2F4","TOP2A"
"754","E2F4","PCLAF"
"755","E2F4","MCM10"
"756","E2F4","PLK4"
"757","E2F4","TOPBP1"
"758","E2F4","TTK"
"759","E2F4","F3"
"760","E2F4","STMN1"
"761","E2F4","TMPO"
"762","E2F4","UBE2S"
"763","E2F4","MKI67"
"764","E2F4","POLD1"
"765","E2F4","PRC1"
"766","E2F4","PPIA"
"767","E2F4","NUP153"
"768","E2F4","NCL"
"769","E2F4","EIF4H"
"770","E2F4","UNG"
"771","E2F4","TRMT6"
"772","E2F4","SMC3"
"773","E2F4","SLC39A14"
"774","E2F4","RANBP1"
"775","E2F4","METTL3"
"776","E2F4","MEPCE"
"777","E2F4","MAPRE1"
"778","E2F4","HMMR"
"779","E2F4","CENPM"
"780","E2F4","CSRNP1"
"781","E2F4","CLIC1"
"782","E2F4","PTBP3"
"783","E2F4","PRR14L"
"784","E2F4","PABPC1"
"785","E2F4","NSF"
"786","E2F4","SUV39H1"
"787","E2F4","SMC4"
"788","E2F4","KDM6A"
"789","E2F4","GINS1"
"790","E2F4","WRAP73"
"791","E2F4","N4BP2L1"
"792","E2F4","STK35"
"793","E2F4","STAG1"
"794","E2F4","SENP1"
"795","E2F4","RPS20"
"796","E2F4","RFC3"
"797","E2F4","PXMP2"
"798","E2F4","PPM1D"
"799","E2F4","POLE2"
"800","E2F4","NUP155"
"801","E2F4","NIPBL"
"802","E2F4","NDC80"
"803","E2F4","MSH6"
"804","E2F4","MSH3"
"805","E2F4","KIAA1143"
"806","E2F4","HAT1"
"807","E2F4","GPR158"
"808","E2F4","GMNN"
"809","E2F4","DTL"
"810","E2F4","DHX9"
"811","E2F4","BROX"
"812","E2F4","ARL6IP6"
"813","E2F4","DHX30"
"814","E2F4","BUB3"
"815","E2F4","STOML2"
"816","E2F4","FBLN1"
"817","E2F4","CHCHD7"
"818","E2F4","RUSC1"
"819","E2F4","SPRY2"
"820","E2F4","TMEM53"
"821","E2F4","SHB"
"822","E2F4","PRIM2"
"823","E2F4","OTUD7B"
"824","E2F4","KIF4A"
"825","E2F4","GON4L"
"826","E2F4","EFCAB7"
"827","E2F4","MRPL49"
"828","E2F4","LRRC4C"
"829","E2F4","TCP1"
"830","E2F4","RPL23A"
"831","E2F4","NEK2"
"832","E2F4","MZT1"
"833","E2F4","GPANK1"
"834","E2F4","CYP2R1"
"835","E2F4","ARHGAP11A"
"836","E2F4","AGBL5"
"837","E2F4","TSNAX"
"838","E2F4","RPL15"
"839","E2F4","RHOBTB1"
"840","E2F4","RFC4"
"841","E2F4","PLSCR4"
"842","E2F4","NR2C2AP"
"843","E2F4","NCBP2"
"844","E2F4","MRTO4"
"845","E2F4","ITGB3BP"
"846","E2F4","GPAA1"
"847","E2F4","FEN1"
"848","E2F4","FARS2"
"849","E2F4","DRG1"
"850","E2F4","DCTPP1"
"851","E2F4","COL4A1"
"852","E2F4","CLK2"
"853","E2F4","CCT3"
"854","E2F4","CALM1"
"855","E2F4","ANLN"
"856","E2F4","BMPR1B"
"857","E2F4","CA2"
"858","E2F4","GJB2"
"859","E2F4","TSPAN7"
"860","E2F4","SLC25A20"
"861","E2F4","RBM22"
"862","E2F4","RABIF"
"863","E2F4","KLHDC3"
"864","E2F4","AP1S1"
"865","E2F4","TBL2"
"866","E2F4","RBM28"
"867","E2F4","NSFL1C"
"868","E2F4","MYOZ3"
"869","E2F4","METTL15"
"870","E2F4","GALNT11"
"871","E2F4","DENR"
"872","E2F4","CNOT10"
"873","E2F4","TUFT1"
"874","E2F4","TACC3"
"875","E2F4","SORL1"
"876","E2F4","SLC16A2"
"877","E2F4","SETD2"
"878","E2F4","SAP30L"
"879","E2F4","RPL29"
"880","E2F4","PRRC2C"
"881","E2F4","PHYHIPL"
"882","E2F4","NPY1R"
"883","E2F4","MRPL24"
"884","E2F4","MELK"
"885","E2F4","COPS6"
"886","E2F4","CLTA"
"887","E2F4","CHRDL1"
"888","E2F4","CBX1"
"889","E2F4","CAPRIN1"
"890","E2F4","BAP1"
"891","E2F4","ARSJ"
"892","E2F4","APIP"
"893","E2F4","STAM"
"894","E2F4","SMC2"
"895","E2F4","RPS4X"
"896","E2F4","G6PD"
"897","E2F4","CSE1L"
"898","E2F4","CENPE"
"899","E2F4","CDC37L1"
"900","E2F5","WNT5A"
"901","E2F5","WNT9A"
"902","E2F5","PARD3"
"903","E2F5","RASSF4"
"904","E2F5","PTPRB"
"905","E2F5","ARID1A"
"906","E2F5","SMARCE1"
"907","E2F5","HMGA1"
"908","E2F5","HMGB2"
"909","E2F5","PTMA"
"910","E2F5","UHRF1"
"911","E2F5","GTF3C2"
"912","E2F5","LHX2"
"913","E2F5","XPO1"
"914","E2F5","CDCA7"
"915","E2F5","MCM10"
"916","E2F5","LOXL2"
"917","E2F5","STMN1"
"918","E2F5","TMPO"
"919","E2F5","UBE2S"
"920","E2F5","NUP153"
"921","E2F5","UNG"
"922","E2F5","TRMT6"
"923","E2F5","SMC3"
"924","E2F5","SLC39A14"
"925","E2F5","RANBP1"
"926","E2F5","METTL3"
"927","E2F5","MEPCE"
"928","E2F5","CENPM"
"929","E2F5","CSRNP1"
