"","V1","V2"
"166","GGPS1","E2F5"
"167","GGPS1","E2F2"
"168","GGPS1","EGR1"
"169","GSTA1","NFE2L2"
"170","GSTM4","TP53"
"171","GSTM4","FOS"
"172","GSTM4","TLE1"
"173","GSTM4","EGR1"
"174","GSTP1","TP53"
"175","GSTP1","FOS"
"176","GSTP1","FOSB"
"177","GMPS","TPMT"
"178","IMPDH2","TPMT"
"179","MTOR","PRKCA"
"180","MTOR","PRKCB"
"181","MTOR","PRKCG"
"182","MTOR","IGF1"
"183","MTOR","PIK3CA"
"184","MTOR","PIK3CB"
"185","MTOR","PIK3CD"
"186","MTOR","PIK3R1"
"187","MTOR","PIK3R2"
"188","MTOR","PIK3R3"
"189","MTOR","RRAGD"
"190","MTOR","RRAGC"
"191","MTOR","PRKAA2"
"192","MTOR","RPS6KB1"
"193","MTOR","PRKAB1"
"194","MTOR","PRKAB2"
"195","MTOR","PRKAG1"
"196","MTOR","EIF4EBP1"
"197","GAB1","SHC3"
"198","GAB1","SHC1"
"199","GAB1","MET"
"200","SOS1","SHC3"
"201","SOS1","PDGFRA"
"202","SOS1","SPRY2"
"203","SOS2","GRB2"
"204","SOS2","FOS"
"205","SOS2","EGR1"
"206","SOS2","SPRY2"
"207","GRB2","SHC4"
"208","GRB2","SHC3"
"209","GRB2","IGF1R"
"210","GRB2","ELK1"
"211","GRB2","FGFR4"
"212","GRB2","MET"
"213","GRB2","NGFR"
"214","GRB2","PDGFRA"
"215","GRB2","EGR1"
"216","GRB2","KHDRBS1"
"217","GRB2","NPM1"
"218","SHC2","EGFR"
"219","SHC2","IGF1R"
"220","SHC2","EPHA2"
"221","SHC2","FGFR4"
"222","SHC2","MET"
"223","SHC2","NGFR"
"224","SHC2","PDGFRA"
"225","SHC2","FYN"
"226","SHC1","NPM1"
"227","PRKCA","PLCB1"
"228","PRKCA","PLCB2"
"229","PRKCA","PLCG1"
"230","PRKCA","PLCG2"
"231","PRKCA","PTK2"
"232","PRKCA","ATP6AP1"
"233","PRKCA","PA2G4"
"234","PRKCA","TRPV4"
"235","PRKCB","PLCB1"
"236","PRKCB","PLCB2"
"237","PRKCB","PLCG2"
"238","PRKCB","FCGR3B"
"239","PRKCB","FCGR2C"
"240","PRKCB","PA2G4"
"241","PRKCB","TRPV4"
"242","PRKCB","SLC2A2"
"243","PRKCG","ARAF"
"244","PRKCG","RAF1"
"245","PRKCG","ELK1"
"246","PRKCG","PTK2"
"247","PRKCG","FOS"
"248","PRKCG","PA2G4"
"249","PRKCG","TRPV4"
"250","AKT3","CDKN1A"
"251","AKT3","BAD"
"252","AKT3","PPP2R5A"
"253","AKT3","TSC2"
"254","AKT3","RPS6KB1"
"255","AKT3","THEM4"
"256","AKT3","HSP90AA1"
"257","AKT3","HSP90AB1"
"258","AKT3","PTK2"
"259","AKT3","C6"
"260","AKT3","C7"
"261","AKT3","C8A"
"262","AKT3","C8B"
"263","AKT3","C9"
"264","AKT3","RHOB"
"265","AKT1","RPS6KB1"
"266","AKT1","EZH2"
"267","AKT1","MDM4"
"268","AKT2","RPS6KB1"
"269","MAP2K1","PPP2CB"
"270","MAP2K1","PPP2R1A"
"271","MAP2K1","PRKCD"
"272","MAP2K1","ATF5"
"273","MAP2K2","MAPK1"
"274","MAP2K2","EGR2"
"275","ARAF","HRAS"
"276","ARAF","KRAS"
"277","ARAF","NRAS"
"278","ARAF","YWHAB"
"279","ARAF","YWHAG"
"280","ARAF","YWHAZ"
"281","ARAF","PRKCD"
"282","RAF1","KRAS"
"283","RAF1","PIK3CA"
"284","RAF1","PIK3CB"
"285","RAF1","PIK3CD"
"286","RAF1","PIK3R1"
"287","RAF1","PIK3R2"
"288","RAF1","PIK3R3"
"289","RAF1","RFXANK"
"290","BRAF","KRAS"
"291","BRAF","NRAS"
"292","BRAF","FOS"
"293","BRAF","EGR1"
"294","BRAF","FOSB"
"295","HRAS","PDGFRA"
"296","HRAS","TPM3"
"297","HRAS","TPR"
"298","HRAS","CAMK1"
"299","HRAS","MAZ"
"300","KRAS","PIK3CA"
"301","KRAS","ETS2"
"302","KRAS","EGR1"
"303","KRAS","NR3C2"
"304","KRAS","POU2F1"
"305","KRAS","TCF3"
"306","NRAS","PIK3CA"
"307","NRAS","POU2F1"
"308","HGF","EGFR"
"309","HGF","MET"
"310","BCL2L1","BAX"
"311","IGF1","IGF1R"
"312","IGF1","MAPK3"
"313","IGF1","GSK3B"
"314","IGF1","HDAC2"
"315","IGF1","DCN"
"316","IGF1","BRCA1"
"317","PDGFD","EGFR"
"318","PDGFD","PDGFRA"
"319","EGFR","FGF23"
"320","EGFR","PLCB1"
"321","EGFR","PLCB2"
"322","EGFR","ATP6AP1"
"323","EGFR","ATP6V1C2"
"324","EGFR","ATP6V1H"
"325","EGFR","NR3C2"
"326","EGFR","TSG101"
"327","EGFR","XRCC6"
"328","PIK3CA","TP53"
"329","PIK3CA","IGF1R"
"330","PIK3CA","PDPK1"
"331","PIK3CA","HOMER2"
"332","PIK3CA","HOMER1"
"333","PIK3CA","PRKCD"
"334","PIK3CA","FYN"
"335","PIK3CA","PECAM1"
"336","PIK3CA","TRAF5"
"337","PIK3CA","GNB1"
"338","PIK3CA","CHKA"
"339","PIK3CB","PDPK1"
"340","PIK3CB","RAC1"
"341","PIK3CB","PTK2"
"342","PIK3CB","PRKCD"
"343","PIK3CB","CHKA"
"344","PIK3CD","PDPK1"
"345","PIK3CD","RAC1"
"346","PIK3CD","PTK2"
"347","PIK3CD","PRKCD"
"348","PIK3CD","CHKA"
"349","PIK3R1","ELK1"
"350","PIK3R1","EGR1"
"351","PIK3R1","NFYA"
"352","PIK3R1","WBP11"
"353","PIK3R2","PDPK1"
"354","PIK3R2","RAC1"
"355","PIK3R2","PTK2"
"356","PIK3R2","PRKCD"
"357","PIK3R2","CHKA"
"358","PIK3R3","PDPK1"
"359","PIK3R3","RAC1"
"360","PIK3R3","PTK2"
"361","PIK3R3","PRKCD"
"362","PIK3R3","NFYA"
"363","MAPK10","ELK1"
"364","MAPK10","MECOM"
"365","MAPK10","FOSB"
"366","MAPK10","HNRNPK"
"367","MAPK10","BAX"
"368","TP53","TP53"
"369","TP53","CDKN2A"
"370","TP53","CDKN1A"
"371","TP53","IGF1R"
"372","TP53","MAPK3"
"373","TP53","GADD45A"
"374","TP53","GADD45B"
"375","TP53","YWHAG"
"376","TP53","CDC25C"
"377","TP53","E2F4"
"378","TP53","HDAC1"
"379","TP53","HSP90AA1"
"380","TP53","CCNE1"
"381","TP53","TCF7L2"
"382","TP53","RUVBL1"
"383","TP53","SMAD2"
"384","TP53","AHNAK"
"385","TP53","ETS2"
"386","TP53","CAMK1"
"387","TP53","ARID1A"
"388","TP53","SMARCB1"
"389","TP53","ACTL6B"
"390","TP53","DNMT1"
"391","TP53","EGR1"
"392","TP53","ETV4"
"393","TP53","EZH2"
"394","TP53","MCM2"
"395","TP53","NFYA"
"396","TP53","PTTG1"
"397","TP53","MLLT6"
"398","TP53","UBTF"
"399","TP53","ZHX1"
"400","TP53","TK1"
"401","TP53","FAS"
"402","TP53","HSPB1"
"403","TP53","RAB4A"
"404","TP53","NQO1"
"405","TP53","PTPRG"
"406","TP53","IL1B"
"407","TP53","TOP2A"
"408","TP53","HSPA4"
"409","TP53","NDRG1"
"410","TP53","AQP3"
"411","TP53","NME1"
"412","TP53","POLD1"
"413","TP53","PTPN13"
"414","TP53","MNAT1"
"415","TP53","SPRYD4"
"416","TP53","NAP1L1"
"417","TP53","KHK"
"418","TP53","PPFIBP2"
"419","TP53","STEAP3"
"420","TP53","SSNA1"
"421","TP53","SPON2"
"422","TP53","SEMA3F"
"423","TP53","SCRIB"
"424","TP53","SART1"
"425","TP53","S100A8"
"426","TP53","PXDC1"
"427","TP53","PRPF6"
"428","TP53","MCC"
"429","TP53","KLKB1"
"430","TP53","GPM6A"
"431","TP53","GAS1"
"432","TP53","DUSP12"
"433","TP53","C15orf40"
"434","TP53","AQP1"
"435","TP53","AIFM2"
"436","TP53","ARIH2"
"437","CDKN2A","CDK4"
"438","CDKN2A","HDAC1"
"439","CDKN2A","ETS2"
"440","CDKN2A","SMARCB1"
"441","CDKN2A","DNMT1"
"442","CDKN2A","DNMT3A"
"443","CDKN2A","EGR1"
"444","CDKN2A","EZH2"
"445","CDKN2A","HDAC4"
"446","CDKN2A","MCM2"
"447","CDKN2A","MCM5"
"448","CDKN2C","WDR5"
"449","CDKN2C","RBBP5"
"450","CDKN2C","EGR2"
"451","CDKN2C","EGR3"
"452","CDKN1A","HDAC1"
"453","CDKN1A","CCNE1"
"454","CDKN1A","SMAD2"
"455","CDKN1A","ETS2"
"456","CDKN1A","ARID1A"
"457","CDKN1A","DNMT3A"
"458","CDKN1A","EGR1"
"459","CDKN1A","EZH2"
"460","CDKN1A","FUBP1"
"461","CDKN1A","HDAC4"
"462","CDKN1A","NELFCD"
"463","CDKN1A","NPM1"
"464","CDKN1A","TAF5"
"465","CDKN1A","TCF3"
"466","CDKN1A","TSG101"
"467","CCND1","MAPK3"
"468","CCND1","ELK1"
"469","CCND1","HDAC1"
"470","CCND1","ELAVL1"
"471","CCND1","TCF7L2"
"472","CCND1","CREB3L2"
"473","CCND1","ETS2"
"474","CCND1","HEY1"
"475","CCND1","BRCA1"
"476","CCND1","E2F8"
"477","CCND1","EGR1"
"478","CCND1","EZH2"
"479","CCND1","NELFCD"
"480","CCND1","NPM1"
"481","CCND1","RFC1"
"482","CDK4","CDK4"
"483","CDK4","MAPK3"
"484","CDK4","SMAD2"
"485","CDK4","SMAD3"
"486","CDK4","EGR1"
"487","CDK4","MCM2"
"488","RB1","RB1"
"489","IGF1R","PLCB1"
"490","IGF1R","E2F4"
"491","IGF1R","E2F2"
"492","IGF1R","BRCA1"
"493","IGF1R","EGR1"
"494","BAD","MAPK3"
"495","BAD","TCF3"
"496","PDPK1","RPS6KB1"
"497","PDPK1","EGR3"
"498","MAPK1","DUSP9"
"499","MAPK1","RPS6KB1"
"500","MAPK1","PRKCD"
"501","MAPK1","IL17RC"
"502","MAPK1","SDC1"
"503","MAPK1","ZFP36"
"504","MAPK1","TNF"
"505","MAPK3","ELK1"
"506","MAPK3","SMAD4"
"507","MAPK3","RPS6KB1"
"508","MAPK3","FOS"
"509","MAPK3","SMAD2"
"510","MAPK3","SMAD3"
"511","MAPK3","ETS2"
"512","MAPK3","EGR1"
"513","MAPK3","HDAC4"
"514","MAPK3","TCF3"
"515","MAPK3","UBTF"
"516","MAPK3","ZNF7"
"517","MAPK3","TNF"
"518","UPF2","ZFP36"
"519","UPF2","GSPT2"
"520","UPF3B","SATB2"
"521","UPF3B","GSPT2"
"522","SMG7","EGR1"
"523","SMG7","SMG5"
"524","PPP2CB","RPS6KB1"
"525","PPP2CB","EGR3"
"526","PPP2CB","SMG5"
"527","PPP2CB","IRAK1"
"528","PPP2CB","STK3"
"529","PPP2R1A","RPS6KB1"
"530","PPP2R1A","MCM3"
"531","PPP2R1A","SMG5"
"532","PPP2R1A","IRAK1"
"533","PPP2R1A","STK3"
"534","PPP2R5A","APC"
"535","PPP2R5A","EGR1"
"536","PPP2R5A","FOSB"
"537","PPP2R5A","SMG5"
"538","HGS","TSG101"
"539","RAN","SMAD2"
"540","RAN","EGR1"
"541","RAN","SSRP1"
"542","RAN","XPO1"
"543","RAD50","RAD50"
"544","RAD50","MRE11"
"545","BRCA2","FANCG"
"546","BRCA2","CCNE1"
"547","BRCA2","SEM1"
"548","BRCA2","PSMD3"
"549","BRCA2","BUB1B"
"550","BRCA2","RPA1"
"551","FANCC","E2F4"
"552","FANCC","EGR1"
"553","FANCC","FANCI"
"554","FANCF","FANCI"
"555","FANCG","FANCI"
"556","UBE2T","NFYA"
"557","UBE2T","FANCI"
"558","CENPX","FANCI"
"559","CENPS","FANCI"
"560","DUSP1","NFE2L2"
"561","DUSP1","ATF5"
"562","MAP4K4","POU2F1"
"563","MAP4K4","MAP3K1"
"564","ELK4","NR2C2"
"565","ELK1","RAC1"
"566","ELK1","EPHA2"
"567","ELK1","FZD4"
"568","ELK1","ELAVL1"
"569","ELK1","FOS"
"570","ELK1","APC"
"571","ELK1","PARD3"
"572","ELK1","ACTG1"
"573","ELK1","ARF1"
"574","ELK1","RALA"
"575","ELK1","MECOM"
"576","ELK1","BRCA1"
"577","ELK1","EGR1"
"578","ELK1","EZH2"
"579","ELK1","NFYA"
"580","ELK1","SND1"
"581","ELK1","ZFP36"
"582","ELK1","ALYREF"
"583","ELK1","ERCC3"
"584","ELK1","KAT7"
"585","ELK1","RNPS1"
"586","ELK1","TRRAP"
"587","ELK1","ZNF581"
"588","ELK1","FANCI"
"589","ELK1","TNF"
"590","ELK1","SKP2"
"591","ELK1","ARID2"
"592","ELK1","SETDB1"
"593","ELK1","MCM10"
"594","ELK1","DAP3"
"595","ELK1","EIF2AK1"
"596","ELK1","FUT4"
"597","ELK1","NOL7"
"598","ELK1","OGG1"
"599","ELK1","PRCP"
"600","ELK1","WDR46"
"601","ELK1","PUF60"
"602","ELK1","LASP1"
"603","ELK1","SENP1"
"604","ELK1","NUP155"
"605","ELK1","MSH3"
"606","ELK1","BROX"
"607","ELK1","SEC24C"
"608","ELK1","PRPF19"
"609","ELK1","C17orf58"
"610","ELK1","ACD"
"611","ELK1","SF3B2"
"612","ELK1","OTUD7B"
"613","ELK1","MTBP"
"614","ELK1","KIF4A"
"615","ELK1","EPB41L4A"
"616","ELK1","ACTG2"
"617","ELK1","SLBP"
"618","ELK1","SERPINI1"
"619","ELK1","RBP5"
"620","ELK1","UBE2Q1"
"621","ELK1","TMEM68"
"622","ELK1","RPL37"
"623","ELK1","RPL15"
"624","ELK1","ITPA"
"625","ELK1","ITGB3BP"
"626","ELK1","HEATR1"
"627","ELK1","EXOSC10"
"628","ELK1","DCAF8"
"629","ELK1","CLK2"
"630","ELK1","CIDEB"
"631","ELK1","SMG8"
"632","ELK1","ZSCAN29"
"633","ELK1","ZNF623"
"634","ELK1","UGGT1"
"635","ELK1","UBE2J2"
"636","ELK1","TRIM15"
"637","ELK1","SNX12"
"638","ELK1","SLC25A20"
"639","ELK1","SFR1"
"640","ELK1","RNF150"
"641","ELK1","RBM22"
"642","ELK1","RABIF"
"643","ELK1","PPOX"
"644","ELK1","POLA1"
"645","ELK1","OSTF1"
"646","ELK1","MTIF2"
"647","ELK1","LZIC"
"648","ELK1","KLHDC3"
"649","ELK1","KCND3"
"650","ELK1","KBTBD4"
"651","ELK1","FBXW2"
"652","ELK1","FBXL18"
"653","ELK1","EMG1"
"654","ELK1","EIF3G"
"655","ELK1","DISP1"
"656","ELK1","DDX55"
"657","ELK1","CSPP1"
"658","ELK1","CPSF3"
"659","ELK1","COPA"
"660","ELK1","COMMD5"
"661","ELK1","CDCA8"
"662","ELK1","CBLN2"
"663","ELK1","BANF1"
"664","ELK1","AP5M1"
"665","ELK1","AP3B1"
"666","GADD45G","CDK1"
"667","GADD45G","PCNA"
"668","GADD45G","POU2F1"
"669","GADD45G","MAP3K4"
"670","GADD45A","PCNA"
"671","GADD45A","E2F4"
"672","GADD45A","BRCA1"
"673","GADD45A","NFYA"
"674","GADD45A","NPM1"
"675","GADD45A","POU2F1"
"676","GADD45A","MAP3K4"
"677","GADD45B","PCNA"
"678","GADD45B","EGR1"
"679","GADD45B","FOSB"
"680","GADD45B","NFYA"
"681","GADD45B","MAP3K4"
"682","IL1RAP","MYD88"
"683","TGFB1","SMAD4"
"684","TGFB1","FOS"
"685","TGFB1","SMAD2"
"686","TGFB1","SMAD3"
"687","TGFB1","DCN"
"688","TGFB1","ASH1L"
"689","TGFB1","EGR1"
"690","TGFB1","FOSB"
"691","MAPKAPK5","HSPB1"
"692","RAC1","DVL1"
"693","RAC1","DVL2"
"694","RAC1","DVL3"
"695","RAC1","TLR4"
"696","RAC1","FYN"
"697","RAC1","WASF2"
"698","RAC1","GNB1"
"699","RAC1","RALBP1"
"700","RAC1","ABL2"
"701","RAC1","PTTG1"
"702","RAC1","MAP3K1"
"703","MYD88","TLR4"
"704","MYD88","ZIC2"
"705","MYD88","IRAK1"
"706","MYD88","TNF"
"707","FGFR4","TCF3"
"708","MET","PLCG1"
"709","MET","PTK2"
"710","NGFR","PLCB1"
"711","PDGFRA","PLCB1"
"712","PDGFRA","PLCG1"
"713","PDGFRA","PTK2"
"714","RGL1","RALA"
"715","RALGAPB","RALA"
"716","ENAH","E2F2"
"717","ENAH","ACTB"
"718","GDF5","BMPR1A"
"719","PLCB1","AVPR1A"
"720","PLCB1","FPR1"
"721","PLCB1","GNB1"
"722","PLCG1","PRKCD"
"723","PLCG2","PRKCD"
"724","PLCG2","NPM1"
"725","CD14","TLR4"
"726","HOMER1","EGR1"
"727","TGFBR1","E2F4"
"728","TGFBR1","EGR1"
"729","TGFBR1","TCF3"
"730","TGFBR2","ETV4"
"731","SMAD4","SMAD4"
"732","SMAD4","E2F4"
"733","SMAD4","E2F5"
"734","SMAD4","FOS"
"735","SMAD4","TCF7L2"
"736","SMAD4","SMAD2"
"737","SMAD4","SMAD3"
"738","SMAD4","RALA"
"739","SMAD4","HP"
"740","SMAD4","FBLN1"
"741","SMAD4","XPO5"
"742","SMAD4","NAT8"
"743","SMAD4","UHRF2"
"744","DGKQ","PLCD3"
"745","DGKZ","EGR3"
"746","DGKZ","PLCD3"
"747","MTMR7","PIP4P2"
"748","ROCK2","PTEN"
"749","FCER1A","FYN"
"750","AGTR1","ETV4"
"751","AGTR1","POU2F1"
"752","AGTR1","SND1"
"753","AGTR1","SERPINE1"
"754","TSC1","RHEB"
"755","TSC1","RPS6KA3"
"756","TSC2","PRKAA2"
"757","ORC6","MCM2"
"758","ORC1","KAT7"
"759","ORC1","MCM5"
"760","CDK1","FOXM1"
"761","CDK1","HMGA1"
"762","CDK1","MDM4"
"763","CDK1","NPM1"
"764","CDK1","PTMA"
"765","CDK1","PTTG1"
"766","PCNA","E2F4"
"767","PCNA","HDAC1"
"768","PCNA","BRCA1"
"769","PCNA","EZH2"
"770","PCNA","NFYA"
"771","PCNA","RFC1"
"772","PLK1","NPM1"
"773","YWHAB","CDC25B"
"774","YWHAB","CDC25C"
"775","YWHAB","MDM4"
"776","YWHAB","ZFP36"
"777","YWHAB","RNPS1"
"778","YWHAG","CDC25B"
"779","YWHAG","CDC25C"
"780","YWHAG","EGR1"
"781","YWHAG","HDAC4"
"782","YWHAG","MDM4"
"783","YWHAG","ZFP36"
"784","YWHAG","MCM5"
"785","YWHAG","RNPS1"
"786","YWHAZ","CDC25B"
"787","YWHAZ","CDC25C"
"788","YWHAZ","EGR1"
"789","YWHAZ","MDM4"
"790","YWHAZ","NFYA"
"791","PRKDC","HMGB2"
"792","PRKDC","ILF2"
"793","PRKDC","XRCC6"
"794","CDC25B","FOXM1"
"795","CDC25C","PPP1CC"
"796","CDC6","FOXM1"
"797","GSK3B","FRAT1"
"798","GSK3B","PARD3"
"799","GSK3B","CREB3L4"
"800","GSK3B","NFYC"
"801","CCNB1","FOXM1"
"802","CCNB1","PTMA"
"803","CCNB1","PTTG1"
"804","CCNB2","ANAPC7"
"805","CCNB2","ANAPC11"
"806","CCNA2","PTMA"
"807","CDK7","BRCA1"
"808","CDK7","ERCC3"
"809","CDK7","PCGF6"
"810","E2F4","E2F2"
"811","E2F4","WNT5A"
"812","E2F4","NKD2"
"813","E2F4","SMAD2"
"814","E2F4","SMAD3"
"815","E2F4","ACTG1"
"816","E2F4","CAMK2B"
"817","E2F4","CKS1B"
"818","E2F4","SDC1"
"819","E2F4","ARID1A"
"820","E2F4","SMARCB1"
"821","E2F4","SMARCE1"
"822","E2F4","BRCA1"
"823","E2F4","BRD7"
"824","E2F4","DNMT1"
"825","E2F4","HLTF"
"826","E2F4","HMGA1"
"827","E2F4","KHDRBS1"
"828","E2F4","NFYA"
"829","E2F4","PTTG1"
"830","E2F4","SUZ12"
"831","E2F4","UHRF1"
"832","E2F4","CBX3"
"833","E2F4","GTF3C2"
"834","E2F4","MCM5"
"835","E2F4","MCM8"
"836","E2F4","SUPT4H1"
"837","E2F4","TRRAP"
"838","E2F4","TK1"
"839","E2F4","MSH2"
"840","E2F4","AURKB"
"841","E2F4","CDCA7"
"842","E2F4","DIRAS3"
"843","E2F4","RRM1"
"844","E2F4","PCLAF"
"845","E2F4","MCM10"
"846","E2F4","PLK4"
"847","E2F4","TOPBP1"
"848","E2F4","TTK"
"849","E2F4","F3"
"850","E2F4","TMPO"
"851","E2F4","UBE2S"
"852","E2F4","POLD1"
"853","E2F4","PRC1"
"854","E2F4","PPIA"
"855","E2F4","NUP153"
"856","E2F4","NCL"
"857","E2F4","EIF4H"
"858","E2F4","TRMT6"
"859","E2F4","SMC3"
"860","E2F4","SLC39A14"
"861","E2F4","RANBP1"
"862","E2F4","METTL3"
"863","E2F4","MEPCE"
"864","E2F4","MAPRE1"
"865","E2F4","HMMR"
"866","E2F4","CENPM"
"867","E2F4","CLIC1"
"868","E2F4","PABPC1"
"869","E2F4","NSF"
"870","E2F4","STAG1"
"871","E2F4","RFC3"
"872","E2F4","PXMP2"
"873","E2F4","POLE2"
"874","E2F4","NDC80"
"875","E2F4","MSH6"
"876","E2F4","MSH3"
"877","E2F4","KIAA1143"
"878","E2F4","GPR158"
"879","E2F4","DHX9"
"880","E2F4","BROX"
"881","E2F4","BUB3"
"882","E2F4","RUSC1"
"883","E2F4","SPRY2"
"884","E2F4","PRIM2"
"885","E2F4","OTUD7B"
"886","E2F4","KIF4A"
"887","E2F4","GON4L"
"888","E2F4","MZT1"
"889","E2F4","AGBL5"
"890","E2F4","TSNAX"
"891","E2F4","RPL15"
"892","E2F4","RFC4"
"893","E2F4","PLSCR4"
"894","E2F4","NR2C2AP"
"895","E2F4","NCBP2"
"896","E2F4","ITGB3BP"
"897","E2F4","FEN1"
"898","E2F4","FARS2"
"899","E2F4","DRG1"
"900","E2F4","COL4A1"
"901","E2F4","CLK2"
"902","E2F4","CALM1"
"903","E2F4","ANLN"
"904","E2F4","BMPR1B"
"905","E2F4","CA2"
"906","E2F4","GJB2"
"907","E2F4","SLC25A20"
"908","E2F4","RBM22"
"909","E2F4","RABIF"
"910","E2F4","AP1S1"
"911","E2F4","TBL2"
"912","E2F4","NSFL1C"
"913","E2F4","MYOZ3"
"914","E2F4","CNOT10"
"915","E2F4","TUFT1"
"916","E2F4","TACC3"
"917","E2F4","SORL1"
"918","E2F4","SLC16A2"
"919","E2F4","SAP30L"
"920","E2F4","RPL29"
"921","E2F4","PRRC2C"
"922","E2F4","PHYHIPL"
"923","E2F4","NPY1R"
"924","E2F4","COPS6"
"925","E2F4","CAPRIN1"
"926","E2F4","STAM"
"927","E2F4","SMC2"
"928","E2F4","RPS4X"
