"","V1","V2"
"930","E2F5","NCBP2"
"931","E2F5","MRTO4"
"932","E2F5","GPAA1"
"933","E2F5","FARS2"
"934","E2F5","DCTPP1"
"935","E2F5","CLK2"
"936","E2F5","CCT3"
"937","E2F5","BMPR1B"
"938","E2F5","CA2"
"939","E2F5","TSPAN7"
"940","E2F5","SLC25A20"
"941","E2F5","RBM22"
"942","E2F5","KLHDC3"
"943","E2F5","AP1S1"
"944","E2F5","RBM28"
"945","E2F5","NSFL1C"
"946","E2F5","MYOZ3"
"947","E2F5","METTL15"
"948","E2F5","GALNT11"
"949","E2F5","DENR"
"950","E2F5","CNOT10"
"951","E2F5","TUFT1"
"952","E2F5","TACC3"
"953","E2F5","SORL1"
"954","E2F5","SLC16A2"
"955","E2F5","SETD2"
"956","E2F5","SAP30L"
"957","E2F5","RPL29"
"958","E2F5","PRRC2C"
"959","E2F5","PHYHIPL"
"960","E2F5","NPY1R"
"961","E2F5","MRPL24"
"962","E2F5","MELK"
"963","E2F5","COPS6"
"964","E2F5","CLTA"
"965","E2F5","CHRDL1"
"966","E2F5","CBX1"
"967","E2F5","CAPRIN1"
"968","E2F5","BAP1"
"969","E2F5","ARSJ"
"970","E2F5","APIP"
"971","E2F1","E2F1"
"972","E2F2","WNT5A"
"973","E2F2","WNT9A"
"974","E2F2","RPS6KB1"
"975","E2F2","CCNE1"
"976","E2F2","CCNE2"
"977","E2F2","PARD3"
"978","E2F2","RASSF4"
"979","E2F2","PTPRB"
"980","E2F2","ARID1A"
"981","E2F2","SMARCE1"
"982","E2F2","HMGB2"
"983","E2F2","PTMA"
"984","E2F2","SUZ12"
"985","E2F2","UHRF1"
"986","E2F2","ARID3B"
"987","E2F2","GTF3C2"
"988","E2F2","LHX2"
"989","E2F2","XPO1"
"990","E2F2","SERPINE1"
"991","E2F2","PTGS2"
"992","E2F2","CDCA7"
"993","E2F2","MCM10"
"994","E2F2","STMN1"
"995","E2F2","TMPO"
"996","E2F2","UBE2S"
"997","E2F2","SLC2A3"
"998","E2F2","NUP153"
"999","E2F2","UNG"
"1000","E2F2","TRMT6"
"1001","E2F2","SMC3"
"1002","E2F2","SLC39A14"
"1003","E2F2","RANBP1"
"1004","E2F2","METTL3"
"1005","E2F2","MEPCE"
"1006","E2F2","MAPRE1"
"1007","E2F2","EPM2A"
"1008","E2F2","CENPM"
"1009","E2F2","CSRNP1"
"1010","E2F2","CLIC1"
"1011","E2F2","PTBP3"
"1012","E2F2","PRR14L"
"1013","E2F2","PABPC1"
"1014","E2F2","NSF"
"1015","E2F2","SUV39H1"
"1016","E2F2","SMC4"
"1017","E2F2","KDM6A"
"1018","E2F2","GINS1"
"1019","E2F2","WRAP73"
"1020","E2F2","N4BP2L1"
"1021","E2F2","STK35"
"1022","E2F2","STAG1"
"1023","E2F2","SENP1"
"1024","E2F2","RPS20"
"1025","E2F2","PXMP2"
"1026","E2F2","PPM1D"
"1027","E2F2","POLE2"
"1028","E2F2","NUP155"
"1029","E2F2","NIPBL"
"1030","E2F2","MSH6"
"1031","E2F2","MSH3"
"1032","E2F2","KIAA1143"
"1033","E2F2","HAT1"
"1034","E2F2","GPR158"
"1035","E2F2","GMNN"
"1036","E2F2","DTL"
"1037","E2F2","DHX9"
"1038","E2F2","BROX"
"1039","E2F2","ARL6IP6"
"1040","E2F2","DHX30"
"1041","E2F2","STOML2"
"1042","E2F2","FBLN1"
"1043","E2F2","DPF2"
"1044","E2F2","CHCHD7"
"1045","E2F2","RUSC1"
"1046","E2F2","SPRY2"
"1047","E2F2","TMEM53"
"1048","E2F2","SHB"
"1049","E2F2","OTUD7B"
"1050","E2F2","GON4L"
"1051","E2F2","EFCAB7"
"1052","E2F2","ACSL1"
"1053","E2F2","MRPL49"
"1054","E2F2","LRRC4C"
"1055","E2F2","CDCA3"
"1056","E2F2","USP1"
"1057","E2F2","TCP1"
"1058","E2F2","NEK2"
"1059","E2F2","MZT1"
"1060","E2F2","LBR"
"1061","E2F2","DCAF7"
"1062","E2F2","CYP2R1"
"1063","E2F2","ARHGAP11A"
"1064","E2F2","AGBL5"
"1065","E2F2","RPL15"
"1066","E2F2","RHOBTB1"
"1067","E2F2","NR2C2AP"
"1068","E2F2","NCBP2"
"1069","E2F2","MRTO4"
"1070","E2F2","GPAA1"
"1071","E2F2","FARS2"
"1072","E2F2","DCTPP1"
"1073","E2F2","CLK2"
"1074","E2F2","CCT3"
"1075","E2F2","C11orf54"
"1076","E2F2","TRMT12"
"1077","E2F2","BMPR1B"
"1078","E2F2","CA2"
"1079","E2F2","OAS2"
"1080","E2F2","TSPAN7"
"1081","E2F2","SLC25A20"
"1082","E2F2","RBM22"
"1083","E2F2","KLHDC3"
"1084","E2F2","AP1S1"
"1085","E2F2","RBM28"
"1086","E2F2","NSFL1C"
"1087","E2F2","MYOZ3"
"1088","E2F2","METTL15"
"1089","E2F2","GALNT11"
"1090","E2F2","DENR"
"1091","E2F2","CNOT10"
"1092","E2F2","TUFT1"
"1093","E2F2","TACC3"
"1094","E2F2","SORL1"
"1095","E2F2","SLC16A2"
"1096","E2F2","SETD2"
"1097","E2F2","SAP30L"
"1098","E2F2","RPL29"
"1099","E2F2","PRRC2C"
"1100","E2F2","PHYHIPL"
"1101","E2F2","NPY1R"
"1102","E2F2","MRPL24"
"1103","E2F2","MELK"
"1104","E2F2","COPS6"
"1105","E2F2","CLTA"
"1106","E2F2","CHRDL1"
"1107","E2F2","CBX1"
"1108","E2F2","CAPRIN1"
"1109","E2F2","BAP1"
"1110","E2F2","ARSJ"
"1111","E2F2","APIP"
"1112","E2F2","UTRN"
"1113","E2F2","RDH16"
"1114","E2F2","GCHFR"
"1115","E2F2","ACTR6"
"1116","E2F3","E2F3"
"1117","HDAC1","HDAC1"
"1118","HDAC2","CDC20"
"1119","HDAC2","CCNE1"
"1120","HDAC2","MECOM"
"1121","HDAC2","PA2G4"
"1122","HDAC2","PTMA"
"1123","HDAC2","RFX5"
"1124","HDAC2","DDX20"
"1125","HDAC2","HIF1AN"
"1126","HDAC2","SNW1"
"1127","HDAC2","CCL2"
"1128","HDAC2","SETDB1"
"1129","HDAC2","TOP2A"
"1130","HDAC2","CD1D"
"1131","HDAC2","SUV39H1"
"1132","HDAC2","BUB3"
"1133","HDAC2","CDYL"
"1134","ANAPC5","PTTG1"
"1135","ANAPC7","PTTG1"
"1136","ANAPC11","PTTG1"
"1137","CDC23","NFYC"
"1138","CDC23","PTTG1"
"1139","CDC20","FBXO5"
"1140","CDC20","NFYC"
"1141","CDC20","PTTG1"
"1142","PPP1CC","WBP11"
"1143","PPP1CC","TRPM8"
"1144","IGFBP3","DNMT3A"
"1145","SH3GLB2","TCF3"
"1146","EHD3","RBSN"
"1147","RBSN","VPS45"
"1148","RBSN","RAB4A"
"1149","RILP","FOSB"
"1150","RILP","POU2F1"
"1151","RILP","TCF3"
"1152","RILP","TUBA1B"
"1153","DYNC1H1","TUBA1B"
"1154","DYNC1I2","TUBA1B"
"1155","RRAGC","EGR2"
"1156","RRAGC","EGR3"
"1157","RPS6KA3","EGR3"
"1158","RPS6KA3","MEFV"
"1159","PRKAA2","ELAVL1"
"1160","PRKAA2","EGR2"
"1161","PRKAA2","EGR3"
"1162","PRKAA2","ACACA"
"1163","PRKAA2","ACACB"
"1164","WNT16","LRP6"
"1165","WNT16","NFYC"
"1166","WNT4","LRP6"
"1167","WNT1","LRP6"
"1168","WNT2","ATF5"
"1169","WNT3","LRP6"
"1170","WNT5A","LRP6"
"1171","WNT5A","EGR2"
"1172","WNT5A","EGR3"
"1173","WNT6","LRP6"
"1174","WNT7A","LRP6"
"1175","WNT7B","LRP6"
"1176","WNT7B","ZIC2"
"1177","WNT8A","LRP6"
"1178","WNT8B","LRP6"
"1179","WNT10B","LRP6"
"1180","WNT11","ESR1"
"1181","WNT11","FOSB"
"1182","WNT9A","LRP6"
"1183","WNT9B","LRP6"
"1184","WNT10A","ATF5"
"1185","WNT5B","LRP6"
"1186","WNT3A","LRP6"
"1187","FZD2","POU2F1"
"1188","FZD3","EGR2"
"1189","FZD9","EGR2"
"1190","FZD9","EGR3"
"1191","LRP6","DVL1"
"1192","LRP6","ATF5"
"1193","LRP5","DVL1"
"1194","LRP5","EGR3"
"1195","DVL1","NKD2"
"1196","DVL1","FRAT1"
"1197","DVL1","FRAT2"
"1198","DVL1","BRD7"
"1199","DVL2","NKD2"
"1200","DVL2","FRAT1"
"1201","DVL2","FOSB"
"1202","DVL2","RNPS1"
"1203","DVL3","NKD2"
"1204","DVL3","FRAT1"
"1205","DVL3","KAT7"
"1206","RPS6KB1","EIF4B"
"1207","RPS6KB2","EIF4B"
"1208","HSP90AA1","NR3C2"
"1209","HSP90AA1","NR2C2"
"1210","HSP90AB1","FOSB"
"1211","HSP90AB1","NR2C2"
"1212","PTK2","ITGA2"
"1213","PTK2","ITGA6"
"1214","PRKAG2","ADRA1A"
"1215","PRKAG2","BMP8A"
"1216","PRKAG2","ADIPOR1"
"1217","PRKAG2","ACACA"
"1218","PRKAG2","ACACB"
"1219","PRKAB1","ELAVL1"
"1220","PRKAB1","ACACA"
"1221","PRKAB1","ACACB"
"1222","PRKAB2","ELAVL1"
"1223","PRKAB2","ACACA"
"1224","PRKAB2","ACACB"
"1225","PRKAG1","ELAVL1"
"1226","PRKAG1","EGR2"
"1227","PRKAG1","ZIC2"
"1228","PRKAG1","ACACA"
"1229","PRKAG1","ACACB"
"1230","ELAVL1","TRAF5"
"1231","ELAVL1","ATF5"
"1232","ELAVL1","ZFP36"
"1233","FOS","FOS"
"1234","MYC","MYC"
"1235","CCNE1","SMARCA4"
"1236","CCNE1","EGR2"
"1237","CCNE1","EGR3"
"1238","CCNE1","EZH2"
"1239","CCNE1","TCF19"
"1240","RAD1","RAD1"
"1241","PRKCD","NFE2L2"
"1242","PRKCD","EGR2"
"1243","PRKCD","EGR3"
"1244","PRKCD","TRPV4"
"1245","TLE1","TLE1"
"1246","LEF1","LEF1"
"1247","TCF7","AXIN1"
"1248","TCF7","TERT"
"1249","TCF7","BIRC5"
"1250","TCF7L2","CSNK2A1"
"1251","TCF7L2","AXIN1"
"1252","TCF7L2","BIRC5"
"1253","TCF7L2","PTGS2"
"1254","TCF7L2","STARD7"
"1255","TCF7L1","AXIN1"
"1256","TCF7L1","BIRC5"
"1257","RUVBL1","ACTL6A"
"1258","RUVBL1","RUVBL2"
"1259","RUVBL1","DKC1"
"1260","RUVBL1","PLG"
"1261","CSNK1A1L","AXIN1"
"1262","CSNK1A1L","AXIN2"
"1263","CSNK1A1","HMGB2"
"1264","CSNK1A1","MDM4"
"1265","APC2","AXIN2"
"1266","APC","APC"
"1267","CTNNB1","CTNNB1"
"1268","SFRP1","EZH2"
"1269","SFRP5","DNMT3A"
"1270","SMAD2","SMAD2"
"1271","SMAD2","AXIN1"
"1272","SMAD2","POU2F1"
"1273","SMAD3","SMAD3"
"1274","SMAD3","ACTB"
"1275","SMAD3","AXIN1"
"1276","SMAD3","TERT"
"1277","SMAD3","MDM4"
"1278","SMAD3","POU2F1"
"1279","SMAD3","APOC3"
"1280","SMAD3","HSPA4"
"1281","DCN","NR1H4"
"1282","FRMD6","EGR2"
"1283","FRMD6","EGR3"
"1284","FRMD6","STK3"
"1285","ACTB","WASF1"
"1286","ACTB","WAS"
"1287","ACTB","ARPC1A"
"1288","ACTB","ACTR3C"
"1289","ACTB","ITGA2"
"1290","ACTB","CTNNA1"
"1291","ACTB","ARHGAP10"
"1292","ACTB","MYO1B"
"1293","ACTB","MYO5A"
"1294","ACTB","AHNAK"
"1295","ACTB","ITGA6"
"1296","ACTB","SMARCB1"
"1297","ACTB","SMARCA4"
"1298","ACTB","ITGA9"
"1299","ACTB","NFYC"
"1300","ACTB","STK3"
"1301","ACTG1","CTNNA1"
"1302","ACTG1","EGR3"
"1303","ACTG1","NR3C2"
"1304","ACTG1","STK3"
"1305","BMP8A","BMPR1A"
"1306","BMP5","BMPR1A"
"1307","RASSF4","STK3"
"1308","PTEN","EZH2"
"1309","PECAM1","PECAM1"
"1310","PECAM1","XRCC6"
"1311","CSNK2A1","BDP1"
"1312","CSNK2A1","HMGA1"
"1313","CSNK2A1","MAZ"
"1314","CSNK2A1","CUX2"
"1315","CSNK2A1","SSRP1"
"1316","WASF2","ARF1"
"1317","WASF2","NFYC"
"1318","HLA-A","HLA-A"
"1319","PKN1","MEFV"
"1320","GNB1","EGR2"
"1321","KDM3B","ACTL6B"
"1322","CAMK2B","EGR2"
"1323","CAMK2B","EGR3"
"1324","ESR1","ESR1"
"1325","ESR1","TERT"
"1326","ESR1","SMARCA4"
"1327","ESR1","POU2F1"
"1328","ESR1","TCF3"
"1329","ESR1","REXO4"
"1330","ESR1","SAFB2"
"1331","ESR1","TRRAP"
"1332","ESR1","IL10"
"1333","ESR1","PTPRG"
"1334","ESR1","ATAD2"
"1335","ESR1","PRPF6"
"1336","ESR1","UBQLN4"
"1337","ESR1","SLCO4C1"
"1338","ESR1","NDRG2"
"1339","ESR1","LSM2"
"1340","ESR1","EEF1G"
"1341","ESR1","APBB3"
"1342","ESR1","CUL4B"
"1343","HDAC6","TARDBP"
"1344","ATF2","ATF2"
"1345","ARF1","MDM4"
"1346","ARF1","NPM1"
"1347","ARF1","WBP11"
"1348","MYO10","EGR2"
"1349","MYO10","EGR3"
"1350","HK3","BAX"
"1351","HKDC1","BAX"
"1352","EXOC2","RALA"
"1353","EXOC2","EXOC4"
"1354","RALA","RALBP1"
"1355","DYNLL1","EGR2"
"1356","DYNLL1","EGR3"
"1357","DYNLL1","NRF1"
"1358","DYNLL1","ZMYND11"
"1359","DYNLL1","TUBA1B"
"1360","DCTN2","EGR2"
"1361","DCTN2","EGR3"
"1362","DCTN2","TUBA1B"
"1363","DCTN4","HSF2"
"1364","DCTN4","TUBA1B"
"1365","SERPING1","C1R"
"1366","LAMB4","ITGA6"
"1367","LAMA2","ITGA6"
"1368","LAMA4","ITGA6"
"1369","LAMA4","BRD7"
"1370","CFI","C3"
"1371","MRC1","IL10"
"1372","MRC2","IL10"
"1373","CLEC4M","IL10"
"1374","TERT","ETS2"
"1375","TERT","RUVBL2"
"1376","TERT","XRCC6"
"1377","ATP6V1F","EGR2"
"1378","ATP6V1F","EGR3"
"1379","ETS2","ETS2"
"1380","ETS2","SMARCA4"
"1381","ETS2","POU2F1"
"1382","ETS2","NAE1"
"1383","IRF3","IRF3"
"1384","ITGA6","TCF3"
"1385","IGF2","GPC3"
"1386","IGF2","EGR2"
"1387","IGF2","EGR3"
"1388","IGF2","PLAG1"
"1389","IGF2","SUZ12"
"1390","CKS1B","NFYC"
"1391","CKS1B","SKP2"
"1392","CKS2","SKP2"
"1393","NFE2L2","ZIC2"
"1394","NFE2L2","HMOX1"
"1395","NFE2L2","NQO1"
"1396","NFE2L2","EIF2AK1"
"1397","NFE2L2","CFTR"
"1398","NFE2L2","HBB"
"1399","NFE2L2","PMF1"
"1400","NFE2L2","COPS7A"
"1401","GPC3","POU2F1"
"1402","CAMK1","EGR2"
"1403","CAMK1","EGR3"
"1404","MECOM","SMARCA4"
"1405","MECOM","POU2F1"
"1406","MECOM","TCF3"
"1407","HEY1","HEY1"
"1408","ARID1B","ARID1B"
"1409","ARID1B","SMARCB1"
"1410","ARID1B","SMARCA4"
"1411","ARID1A","SMARCA4"
"1412","SMARCB1","SMARCB1"
"1413","SMARCB1","SMARCA4"
"1414","SMARCB1","FOSB"
"1415","SMARCB1","TCF3"
"1416","SMARCB1","YEATS4"
"1417","SMARCC1","SMARCD3"
"1418","SMARCC1","ARID2"
"1419","SMARCC2","BAZ1B"
"1420","SMARCC2","ARID2"
"1421","SMARCC2","ITSN1"
"1422","SMARCA2","ACTL6B"
"1423","SMARCA2","ACTL6A"
"1424","SMARCA2","ARID2"
"1425","SMARCA2","PRPF6"
"1426","SMARCA4","ACTL6A"
"1427","SMARCA4","ZMYND11"
"1428","SMARCA4","ARID2"
"1429","PHF10","SETDB1"
"1430","PHF10","UTP14A"
"1431","ACTL6B","NFYC"
"1432","ACTL6A","TRRAP"
"1433","SMARCD1","ATF5"
"1434","SMARCD1","FEZ1"
"1435","SMARCD1","LDOC1"
"1436","SMARCD2","EGR2"
"1437","SMARCD2","EGR3"
"1438","SMARCD3","EGR3"
"1439","SMARCD3","NR1H4"
"1440","SMARCD3","ZIC2"
"1441","SMARCE1","BAZ1B"
"1442","SMARCE1","NCOA2"
"1443","SMARCE1","ARID2"
"1444","ABL2","BTF3"
"1445","AATF","TSG101"
"1446","AATF","POLR2J"
"1447","AATF","BAX"
"1448","AATF","LDOC1"
"1449","ATF5","NPM1"
"1450","ATF5","SND1"
"1451","ATF5","JDP2"
"1452","ATF5","KAT7"
"1453","ATF5","SAFB2"
"1454","ATF5","HNRNPA2B1"
"1455","ATF5","CEP55"
"1456","ATF5","PFDN6"
"1457","ATF5","ENOPH1"
"1458","ATF5","ADK"
"1459","ATF5","ADRA1B"
"1460","ATF5","HNRNPU"
"1461","ATF5","LIG3"
"1462","ATF5","RUSC1"
"1463","ATF5","PHACTR3"
"1464","ATF5","RNF44"
"1465","ATF5","ONECUT2"
"1466","ATF5","LOX"
"1467","ATF5","FGF13"
"1468","ATF5","PCDH9"
"1469","ATF5","KLF13"
"1470","ATF5","KCNN2"
"1471","ATF5","UCK2"
"1472","ATF5","STAMBP"
"1473","ATF5","NUDT3"
"1474","ATF5","KRTCAP2"
"1475","ATF5","CIRBP-AS1"
"1476","ATF5","ACBD4"
"1477","ATF5","CDKL5"
"1478","ATF5","DNAJC7"
"1479","ATF5","COPA"
"1480","ATF5","TSPYL1"
"1481","ATF5","RAD51C"
"1482","ATF5","HHIP"
"1483","ATF5","FBXO4"
"1484","ATF5","CENPE"
"1485","ATF5","ZWILCH"
"1486","ATF5","PEX5"
"1487","ATF5","LPP"
"1488","ATF5","DNAJC9"
"1489","ATF5","KLHL12"
"1490","ATF5","ZNF746"
"1491","ATF5","ZNF711"
"1492","ATF5","TAPT1"
"1493","ATF5","TAF2"
"1494","ATF5","SLC5A7"
"1495","ATF5","RPS27"
"1496","ATF5","NEDD1"
"1497","ATF5","MCAM"
"1498","ATF5","IGF2BP2"
"1499","ATF5","GGNBP2"
"1500","BARD1","BARD1"
"1501","BDP1","POLR3F"
"1502","BRCA1","BRCA1"
"1503","BRD7","PTPN13"
"1504","BRD7","RPLP1"
"1505","BRD7","PAFAH1B3"
"1506","CLOCK","CSNK1D"
"1507","CTCF","CTCF"
"1508","DACH1","UBE2I"
"1509","DNMT1","DNMT1"
"1510","DNMT3A","EZH2"
"1511","DNMT3A","SETDB1"
"1512","DNMT3A","SUV39H1"
"1513","DNMT3A","UBE2I"
"1514","DNMT3A","CBX1"
"1515","DR1","NR2C2"
"1516","DR1","PTGS2"
"1517","DR1","POLE3"
"1518","EBF1","EBF1"
"1519","EGR1","EGR1"
"1520","EGR2","MAZ"
"1521","EGR2","ARID4B"
"1522","EGR2","DDX20"
"1523","EGR2","MATR3"
"1524","EGR2","RBBP7"
"1525","EGR2","PGP"
"1526","EGR2","FAS"
"1527","EGR2","PTGS2"
"1528","EGR2","KIF2C"
"1529","EGR2","F3"
"1530","EGR2","SOCS2"
"1531","EGR2","AGAP3"
"1532","EGR2","ZSWIM6"
"1533","EGR2","TLCD1"
"1534","EGR2","THOC6"
"1535","EGR2","TDRKH"
"1536","EGR2","RNASEH2A"
"1537","EGR2","PRR14L"
"1538","EGR2","PABPC1"
"1539","EGR2","NDUFA4L2"
"1540","EGR2","MORC2"
"1541","EGR2","LRRC42"
"1542","EGR2","FAM83H"
"1543","EGR2","ANKH"
"1544","EGR2","BROX"
"1545","EGR2","SLC25A39"
"1546","EGR2","SORT1"
"1547","EGR2","XPR1"
"1548","EGR2","TRMT112"
"1549","EGR2","MTCH1"
"1550","EGR2","MID1"
"1551","EGR2","CSNK1G1"
"1552","EGR2","USP1"
"1553","EGR2","KCNN2"
"1554","EGR2","CKAP5"
"1555","EGR2","STAMBP"
"1556","EGR2","SPNS1"
"1557","EGR2","SFT2D2"
"1558","EGR2","PABPC4"
"1559","EGR2","EIF3B"
"1560","EGR2","PTPN3"
"1561","EGR2","LSM2"
"1562","EGR2","PPOX"
"1563","EGR2","UBE2Z"
"1564","EGR2","SF3B4"
"1565","EGR2","PRPF3"
"1566","EGR2","PRKAR2B"
"1567","EGR2","PAFAH1B3"
"1568","EGR2","NTN4"
"1569","EGR2","NKIRAS2"
"1570","EGR2","MRPL34"
"1571","EGR2","MASTL"
"1572","EGR2","ERGIC3"
"1573","EGR2","CYP39A1"
"1574","EGR2","COLEC12"
"1575","EGR2","CEP70"
"1576","EGR2","CDYL"
"1577","EGR2","CCDC124"
"1578","EGR2","C12orf75"
"1579","EGR2","AP1S1"
"1580","EGR2","AGAP1"
"1581","EGR3","MAZ"
"1582","EGR3","PURA"
"1583","EGR3","TAF5"
"1584","EGR3","ARID4B"
"1585","EGR3","EZH1"
"1586","EGR3","KDM5B"
"1587","EGR3","MATR3"
"1588","EGR3","MLLT6"
"1589","EGR3","NR2C2"
"1590","EGR3","RBBP7"
"1591","EGR3","CHKA"
"1592","EGR3","PGP"
"1593","EGR3","KIF2C"
"1594","EGR3","SOCS2"
"1595","EGR3","DCAF11"
"1596","EGR3","UBAP2L"
"1597","EGR3","RANBP1"
"1598","EGR3","AGAP3"
"1599","EGR3","ZSWIM6"
"1600","EGR3","USP39"
"1601","EGR3","TLCD1"
"1602","EGR3","THOC6"
"1603","EGR3","TDRKH"
"1604","EGR3","SNX27"
"1605","EGR3","RNASEH2A"
"1606","EGR3","PRR14L"
"1607","EGR3","PABPC1"
"1608","EGR3","NSF"
"1609","EGR3","NDUFA4L2"
"1610","EGR3","MORC2"
"1611","EGR3","LRRC42"
"1612","EGR3","HNRNPU"
"1613","EGR3","FAM83H"
"1614","EGR3","FAM20B"
"1615","EGR3","BROX"
"1616","EGR3","SORT1"
"1617","EGR3","PITPNM3"
"1618","EGR3","XPR1"
"1619","EGR3","MTCH1"
"1620","EGR3","MID1"
"1621","EGR3","CSNK1G1"
"1622","EGR3","KCNN2"
"1623","EGR3","HNRNPL"
"1624","EGR3","CKAP5"
"1625","EGR3","ZSWIM5"
"1626","EGR3","ZNF706"
"1627","EGR3","USP43"
"1628","EGR3","STAMBP"
"1629","EGR3","SPNS1"
"1630","EGR3","SNX30"
"1631","EGR3","SFT2D2"
"1632","EGR3","DNAJC14"
"1633","EGR3","CALM1"
"1634","EGR3","AHCTF1"
"1635","EGR3","PTPN3"
"1636","EGR3","LSM2"
"1637","EGR3","PPOX"
"1638","EGR3","UBE2Z"
"1639","EGR3","THOC2"
"1640","EGR3","SPINT2"
"1641","EGR3","SF3B4"
"1642","EGR3","PRPF3"
"1643","EGR3","PRKAR2B"
"1644","EGR3","PAFAH1B3"
"1645","EGR3","NTN4"
"1646","EGR3","NKIRAS2"
"1647","EGR3","MRPL34"
"1648","EGR3","MASTL"
"1649","EGR3","LYVE1"
"1650","EGR3","IFFO1"
"1651","EGR3","FSD1L"
"1652","EGR3","FREM2"
"1653","EGR3","FKBP1A"
"1654","EGR3","ERGIC3"
"1655","EGR3","CYP39A1"
"1656","EGR3","COLEC12"
"1657","EGR3","CEP70"
"1658","EGR3","CDYL"
"1659","EGR3","CCDC124"
"1660","EGR3","CAMSAP2"
"1661","EGR3","C12orf75"
"1662","EGR3","AP1S1"
"1663","EGR3","AGAP1"
"1664","ETV4","NR3C2"
"1665","ETV4","TNF"
"1666","ETV4","MMP9"
"1667","ETV4","PTGS2"
"1668","ETV4","PCSK6"
"1669","ETV4","LOX"
"1670","ETV4","BCHE"
"1671","ETV4","OAS2"
"1672","ETV4","MMP12"
"1673","ETV4","MEP1B"
"1674","ETV4","GJB2"
"1675","ETV4","F9"
"1676","ETV4","CETP"
"1677","ETV4","APOH"
"1678","EZH2","SUZ12"
"1679","EZH2","ZMYND11"
"1680","EZH2","ADAMTS1"
"1681","EZH2","AXL"
"1682","EZH2","KPNB1"
"1683","EZH2","RPLP0"
"1684","FOSB","TAF4"
"1685","FOSB","ZFP36"
"1686","FOSB","BHLHE40"
"1687","FOSB","BRD8"
"1688","FOSB","KAT7"
"1689","FOSB","RBBP7"
"1690","FOSB","TCEA2"
"1691","FOSB","SERPINE1"
"1692","FOSB","STK3"
"1693","FOSB","MMP9"
"1694","FOSB","MDC1"
"1695","FOSB","ASAP2"
"1696","FOSB","PCSK6"
"1697","FOSB","F3"
"1698","FOSB","TFPI2"
"1699","FOSB","EFTUD2"
"1700","FOSB","NUAK1"
"1701","FOSB","CSRNP1"
"1702","FOSB","CLIC1"
"1703","FOSB","ADRA1B"
"1704","FOSB","FAM83H"
"1705","FOSB","FAF1"
"1706","FOSB","STOML2"
"1707","FOSB","SEMA3F"
"1708","FOSB","S100A8"
"1709","FOSB","KCNN3"
"1710","FOSB","AQP1"
"1711","FOSB","MAP2"
"1712","FOSB","KCNMB2"
"1713","FOSB","ANK3"
"1714","FOSB","KIF14"
"1715","FOSB","KCNN2"
"1716","FOSB","TPD52L2"
"1717","FOSB","SRXN1"
"1718","FOSB","SRPK2"
"1719","FOSB","QSER1"
"1720","FOSB","PTH1R"
"1721","FOSB","PSMG3"
"1722","FOSB","PCDHGA4"
"1723","FOSB","FTL"
"1724","FOSB","DUS4L"
"1725","FOSB","C6orf62"
"1726","FOSB","ZNF532"
"1727","FOSB","TSPAN1"
"1728","FOSB","TPPP2"
"1729","FOSB","SPRR1A"
"1730","FOSB","SLC34A2"
"1731","FOSB","RPP40"
"1732","FOSB","PRSS53"
"1733","FOSB","PRKAR2A"
"1734","FOSB","MICAL2"
"1735","FOSB","GABARAPL1"
"1736","FOSB","CXCL14"
"1737","FOSB","CHST4"
"1738","FOSB","ANXA3"
"1739","FOSB","ANXA10"
"1740","FUBP1","PUF60"
"1741","HDAC4","HDAC4"
"1742","HDGF","FAS"
"1743","HLTF","HERC2"
"1744","HLTF","EEF1G"
"1745","HMGA1","RNF4"
"1746","HMGA1","PTGS2"
"1747","HMGA1","IL1B"
"1748","HMGA1","SLC2A3"
"1749","HMGB2","TNF"
"1750","HMGB2","SET"
"1751","HSF2","KNTC1"
"1752","HSF2","NR2C2"
"1753","HSF2","SUCLG2"
"1754","HSF2","MDC1"
"1755","HSF2","HSPA4"
"1756","HSF2","HNRNPA1"
"1757","HSF2","PTGES3"
"1758","HSF2","KIN"
"1759","HSF2","ZMAT2"
"1760","HSF2","SNRNP40"
"1761","HSF2","CCT3"
"1762","HSF2","YEATS2"
"1763","HSF2","TRMT12"
"1764","HSF2","ST3GAL6"
"1765","HSF2","SMG8"
"1766","HSF2","NUTF2"
"1767","HSF2","NOSIP"
"1768","HSF2","NCAPD2"
"1769","HSF2","KRTAP13-1"
"1770","HSF2","GDI1"
"1771","HSF2","CCT4"
"1772","HSF2","BMPR1B"
"1773","HSF2","ATOH8"
"1774","HSF2","A2MP1"
"1775","HSF2","UBE2I"
"1776","HSF2","NCAPG"
"1777","ID2","ID2"
"1778","ILF2","ILF3"
"1779","ILF2","EEF1G"
"1780","ILF3","BIRC5"
"1781","ILF3","NDRG1"
"1782","ILF3","DHX9"
"1783","ILF3","XPO5"
"1784","JUNB","JUNB"
"1785","KHDRBS1","KHDRBS1"
"1786","MAML1","MAML1"
"1787","MAZ","TSG101"
"1788","MAZ","MMP9"
"1789","MAZ","CD4"
"1790","MCM2","MCM2"
"1791","MCM2","MCM10"
"1792","MCM2","CPSF1"
"1793","NCOA6","NCOA6"
"1794","NFYA","NFYA"
"1795","NFYC","PA2G4"
"1796","NFYC","FAS"
"1797","NFYC","STARD7"
"1798","NFYC","AURKA"
"1799","NFYC","RRM2"
"1800","NFYC","TTK"
"1801","NFYC","UBE2S"
"1802","NFYC","KPNB1"
